date,open,high,low,close,volume,middle_band,std_dev,upper_band,lower_band,MACD,signal_line,macd_histogram,signal,position,strategy_returns,cumulative_returns,benchmark_returns,benchmark_cumulative,drawdown
2021-04-19,4520.785215643836,4551.130607086842,4493.16580770878,4520.644814092214,35171259,,,,,84.61167590023979,52.68117716591931,31.93049873432048,0,0.0,0.0,1.0,-0.005836525403082216,1.0774308183352086,0.0
2021-04-20,4476.162561082386,4551.076998679854,4432.419913090132,4493.8481395186855,26916781,,,,,85.32458573739859,59.209858880215165,26.114726857183427,0,0.0,0.0,1.0,-0.005927622203362515,1.0710442154938578,0.0
2021-04-21,4503.4731092531665,4555.078387916589,4492.717701320406,4517.909370249534,76263587,,,,,86.8301877964659,64.73392466346532,22.09626313300059,0,0.0,0.0,1.0,0.005354259864559063,1.0767788645500447,0.0
2021-04-22,4382.675026137069,4425.00666452226,4360.291283897974,4386.691806266057,29720121,,,,,76.5527747580627,67.0976946823848,9.455080075677898,0,0.0,0.0,1.0,-0.02904386813235904,1.045505041200342,0.0
2021-04-23,4261.1237593441765,4288.152471966316,4261.1237593441765,4268.929653486055,46982693,,,,,58.23414238645819,65.32498422319948,-7.090841836741291,0,0.0,0.0,1.0,-0.026845321709582537,1.0174381220203284,0.0
2021-04-26,4232.389581249231,4287.541756926541,4229.576916677793,4234.764919793904,33100170,,,,,40.49290872515576,60.35856912359074,-19.865660398434983,0,0.0,0.0,1.0,-0.008003114706809922,1.0092954480227183,0.0
2021-04-27,4168.752235763139,4194.963509033725,4121.87772865322,4168.043877645229,18190219,,,,,20.8091478364895,52.448684866170495,-31.639537029680994,0,0.0,0.0,1.0,-0.015755548043956513,0.9933934451008498,0.0
2021-04-28,4203.419149102144,4203.419149102144,4184.300635637635,4196.750184608248,61659302,,,,,7.440218375621043,43.44699156806061,-36.00677319243957,0,0.0,0.0,1.0,0.006887237228230925,1.0002351814182289,0.0
2021-04-29,4136.450573797721,4188.712096455284,4136.450573797721,4137.325602996052,12627014,,,,,-7.859225386152502,33.18574817721799,-41.04497356337049,0,0.0,0.0,1.0,-0.014159666169823004,0.9860721851580344,0.0
2021-04-30,4047.35911129606,4074.5497133545337,4041.4605796496853,4041.4605796496853,34772234,4335.407414393322,155.25618466273778,4645.919783718798,4024.8950450678467,-27.403757541826053,21.06784703340918,-48.47160457523523,0,0.0,0.0,1.0,-0.02317077081797625,0.9632241325457566,0.0
2021-05-03,4153.474177526527,4158.242742026753,4152.670954437468,4152.670954437468,32713635,4333.252791164356,157.57779949363666,4648.408390151629,4018.0971921770824,-33.5326487628663,10.147747874154085,-43.68039663702039,0,0.0,0.0,1.0,0.02751737214703276,0.989729529462021,0.0
2021-05-04,4117.409876704636,4146.608360271212,4117.409876704636,4141.956768048324,67542195,4330.690881230551,160.36655406563833,4651.423989361828,4009.957773099274,-38.80704109799717,0.35679007972383303,-39.16383117772101,0,0.0,0.0,1.0,-0.002580071117287752,0.9871759568891292,0.0
2021-05-05,4140.512907715046,4176.211398117477,4137.101955987134,4152.213872073276,50867616,4325.942783441486,164.32631073566642,4654.5954049128195,3997.2901619701533,-41.678923762014165,-8.050352688623768,-33.6285710733904,0,0.0,0.0,1.0,0.002476390894293523,0.989620590439835,0.0
2021-05-06,4053.1230954393063,4082.364311453604,4048.103705306674,4054.875866896554,54510632,4310.479767942512,174.76239999324852,4660.004567929009,3960.954967956015,-51.218855905902274,-16.684053332079472,-34.5348025738228,0,0.0,0.0,1.0,-0.023442435331039402,0.9664214737461841,0.0
2021-05-07,4006.176789868971,4041.6111705576964,4006.176789868971,4020.768497409463,71739321,4293.791769466183,185.91432366104547,4665.620416788273,3921.963122144092,-60.83028685058707,-25.513300035780993,-35.31698681480608,0,0.0,0.0,1.0,-0.008411446023672053,0.9582924716836505,0.0
2021-05-10,4040.942842033991,4057.3521304035785,3985.292332855893,4033.683074940922,39225143,4278.232657461239,194.24955269027453,4666.731762841788,3889.73355208069,-66.63716488906357,-33.73807300643751,-32.89909188262606,0,0.0,0.0,1.0,0.003211967448456532,0.9613704759087993,0.0
2021-05-11,3973.740410016985,4011.7435681268375,3931.4597056740913,3955.5754089679576,12648191,4252.726378338621,201.6871997035991,4656.100777745819,3849.3519789314223,-76.65812628013919,-42.32208366117784,-34.33604261896134,0,0.0,0.0,1.0,-0.019363857923842542,0.9427546346011244,0.0
2021-05-12,4001.7995514339127,4028.8048939373957,3952.789833225294,3987.221132402552,78457758,4225.686405450346,199.0714938801899,4623.829393210725,3827.543417689966,-81.1112648022372,-50.079919889389714,-31.031344912847487,0,0.0,0.0,1.0,0.008000283185816137,0.9502969386526741,0.0
2021-05-13,3945.8699304046013,3968.70802691509,3941.5868948927864,3948.398202748512,35222396,4198.0458649296,197.17155023630144,4592.388965402202,3803.7027644569966,-86.77283193808171,-57.41850229912812,-29.354329638953587,0,0.0,0.0,1.0,-0.009736838857153263,0.941044050494567,0.0
2021-05-14,3949.226027988134,3969.574974077881,3931.643018960748,3931.643018960748,13550985,4167.2687872595725,187.6143655907297,4542.497518441032,3792.040056078113,-91.55626436162038,-64.24605471162658,-27.310209649993794,0,0.0,0.0,1.0,-0.00424353951334,0.9370506928824998,0.0
2021-05-17,3894.122881541842,3894.122881541842,3862.875391052369,3892.3868677676082,62845243,4135.855889943342,177.66525358718732,4491.186397117716,3780.525382768967,-97.39213641983906,-70.87527105326909,-26.516865366569974,0,0.0,0.0,1.0,-0.009984668242722705,0.9276945525874546,0.0
2021-05-18,4025.5589614157425,4055.3734986149057,3955.723114871164,4029.6339606463666,37299045,4112.645180999725,157.62777801317506,4427.900737026075,3797.3896249733752,-89.90603291478374,-74.68142342557202,-15.224609489211716,0,0.0,0.0,1.0,0.035260393568605775,0.9604054276231399,0.0
2021-05-19,4024.937699887469,4092.2621361958895,4006.2553152275277,4032.3580774426314,44291982,4088.367616359381,126.17923021972562,4340.726076798832,3836.0091559199295,-82.79897346793177,-76.30493343404397,-6.494040033887799,0,0.0,0.0,1.0,0.0006760209048435328,0.9610546817693383,0.0
2021-05-20,3956.1152381057204,3970.366757687256,3956.1152381057204,3959.7083133020474,65338754,4067.0184417111805,107.83586783786062,4282.690177386901,3851.346706035459,-82.08260923482794,-77.46046859420078,-4.6221406406271655,0,0.0,0.0,1.0,-0.018016694635080488,0.9437396530402856,0.0
2021-05-21,4017.559243724923,4022.2432685110316,4017.559243724923,4022.2432685110316,45353386,4054.6841224624286,97.09921229087234,4248.882547044173,3860.485697880684,-75.59739742031388,-77.0878543594234,1.4904569391095208,0,0.0,0.0,1.0,0.0157928186272982,0.9586439622121402,0.0
2021-05-24,3939.470502425266,3939.470502425266,3931.8234434774745,3937.457482535453,52725573,4039.818750599506,90.62075092070636,4221.060252440919,3858.5772487580934,-76.41842069280256,-76.95396762609924,0.5355469332966862,0,0.0,0.0,1.0,-0.021079228757579616,0.938436486835598,0.0
2021-05-25,3957.3163443874187,3957.3163443874187,3932.9443609910313,3955.4109361453034,28677518,4029.1871035245103,87.19386959248678,4203.574842709484,3854.7993643395366,-74.75862301783809,-76.514898704447,1.756275686608916,0,0.0,0.0,1.0,0.004559656501557763,0.9427154348640969,0.0
2021-05-26,3817.0623915915735,3817.0623915915735,3772.4668282697608,3817.027511363396,66178284,4010.200969862268,90.08110029319084,4190.36317044865,3830.038769275886,-83.6453952150082,-77.94099800655925,-5.704397208448938,-1,0.0,0.0,1.0,-0.034985852801622475,0.9097337314261241,0.0
2021-05-27,3728.787221842029,3730.52307177819,3720.5236938066178,3723.9058719939785,34207963,3989.5299833121635,105.49031010265469,4200.510603517473,3778.549363106854,-97.08324899194713,-81.76944820363684,-15.313800788310289,0,0.0,0.0,1.0,-0.02439637626194513,0.887539525016069,0.0
2021-05-28,3753.740514272898,3753.740514272898,3706.6953984282,3740.380105356714,18828325,3974.4759595975156,118.38436668544257,4211.244692968401,3737.7072262266306,-105.19093633819693,-86.45374583054887,-18.737190507648066,0,0.0,0.0,1.0,0.004423912399782015,0.8914659221260842,0.0
2021-05-31,3806.4525809433594,3811.1783335101004,3795.6400837289043,3795.6400837289043,75414705,3956.624416062087,117.01047398338042,4190.645364028848,3722.603468095326,-105.93615252179961,-90.35022716879902,-15.58592535300059,0,0.0,0.0,1.0,0.014773893779685965,0.9046363449677848,0.0
2021-06-01,3792.8852479693887,3845.721704693043,3792.8852479693887,3809.8569947039505,55110158,3940.019427394869,112.81462478006966,4165.648676955008,3714.39017783473,-104.17864919730528,-93.11591157450027,-11.062737622805003,0,0.0,0.0,1.0,0.003745589850837394,0.9080247416801948,0.0
2021-06-02,3774.0555547220138,3803.194732947884,3774.0555547220138,3803.194732947884,12241105,3922.568470438599,104.98607637141653,4132.540623181432,3712.5963176957657,-102.14592930597928,-94.92191512079609,-7.224014185183194,0,0.0,0.0,1.0,-0.001748690768532124,0.9064368871968198,0.0
2021-06-03,3793.5673681060484,3832.580105360592,3753.954927386957,3782.96387269677,44874739,3908.97287072861,104.55591259908554,4118.084695926781,3699.861045530439,-101.00314411991803,-96.13816092062048,-4.864983199297555,0,0.0,0.0,1.0,-0.005319438438387003,0.9016151519770932,0.0
2021-06-04,3662.6603420465517,3703.7237542824564,3660.9795070313357,3677.741421267584,20710632,3891.821516921516,113.04241883276573,4117.906354587048,3665.7366792559847,-107.35058040872354,-98.3806448182411,-8.96993559048245,0,0.0,0.0,1.0,-0.0278148179496559,0.876536890664199,0.0
2021-06-07,3624.479174299576,3663.8595247926705,3607.20516398612,3626.9247959277495,60330593,3871.4836029708576,122.38122855026168,4116.246060071381,3626.721145870334,-115.15402248080864,-101.73532035075462,-13.418702130054015,0,0.0,0.0,1.0,-0.01381734589766781,0.8644254772538256,0.0
2021-06-08,3581.93256236827,3594.74113885885,3581.93256236827,3594.550653997488,15119641,3853.4323652223334,135.27158250488,4123.975530232094,3582.8892002125735,-122.53808645216941,-105.89587357103758,-16.642212881131826,0,0.0,0.0,1.0,-0.008926058231648604,0.8567095651069373,0.0
2021-06-09,3651.3873549617533,3704.741736439291,3651.3873549617533,3671.233829589862,44650021,3837.633000081699,137.26158143451786,4112.156162950734,3563.109837212663,-120.80969992718065,-108.87863884226621,-11.931061084914433,0,0.0,0.0,1.0,0.021333174289001944,0.8749858995744186,0.0
2021-06-10,3702.326512317039,3702.326512317039,3665.3108810743333,3696.322250127405,23224541,3825.029202450644,138.12594875245014,4101.281099955544,3548.7773049457437,-116.07744673877096,-110.31840042156716,-5.759046317203797,0,0.0,0.0,1.0,0.006833784417470845,0.8809653645804371,0.0
2021-06-11,3577.637394713918,3602.852468659857,3569.507963543123,3569.507963543123,52857257,3806.922449679763,146.8734300073572,4100.669309694477,3513.1755896650484,-121.163260444162,-112.48737242608613,-8.67588801807588,0,0.0,0.0,1.0,-0.03430823342848721,0.8507409992099991,0.0
2021-06-14,3586.5288976116553,3610.8178759314105,3579.434600384078,3592.7426581403124,55807748,3791.9402391983976,152.85765103641302,4097.655541271224,3486.2249371255716,-121.91361451391867,-114.37262084365264,-7.540993670266033,0,0.0,0.0,1.0,0.006509214949089737,0.8562786552398604,0.0
2021-06-15,3536.9841312265294,3590.784737818471,3536.9841312265294,3564.6929417381916,74109962,3768.693188252989,150.13647993900736,4068.9661481310036,3468.420228374974,-123.34975403069029,-116.16804748106019,-7.181706549630107,0,0.0,0.0,1.0,-0.0078073269006804225,0.8495934078603278,0.0
2021-06-16,3509.6451983362304,3515.406011387452,3488.515408618563,3515.406011387452,52021153,3742.84558495023,146.8173834903751,4036.4803519309803,3449.21081796948,-127.00096030080431,-118.33463004500902,-8.666330255795287,0,0.0,0.0,1.0,-0.013826416792776186,0.8378465752988558,0.0
2021-06-17,3562.8561705235675,3562.8561705235675,3552.1918294108477,3558.6732632082353,75501559,3722.793832445539,142.97590584314602,4008.745644131831,3436.842020759247,-124.96276893925551,-119.66025782385833,-5.302511115397181,0,0.0,0.0,1.0,0.012307896066806379,0.8481587038675638,0.0
2021-06-18,3615.7931180647897,3659.4490170860204,3615.7931180647897,3631.906925571606,28699008,3703.2770152985677,125.52467264958013,3954.326360597728,3452.227669999407,-116.09981667043121,-118.94816959317292,2.848352922741711,0,0.0,0.0,1.0,0.020578922802636956,0.865612896358839,0.0
2021-06-21,3699.7701838594585,3699.7701838594585,3641.020642712044,3697.736134056743,22750721,3691.2909478746324,112.78515190529987,3916.861251685232,3465.7206440640325,-102.58150049324513,-115.67483577318737,13.093335279942238,0,0.0,0.0,1.0,0.01812524655344161,0.8813023435251817,0.0
2021-06-22,3635.698240379043,3660.513628881925,3635.698240379043,3635.865234024082,66085716,3675.3136627685717,94.56172812125041,3864.4371190110724,3486.190206526071,-95.75677755938568,-111.69122413042705,15.934446571041363,0,0.0,0.0,1.0,-0.016732102505319535,0.86655630237514,0.0
2021-06-23,3618.2080606547875,3618.2080606547875,3611.9309779168284,3611.9309779168284,73200828,3665.058836096244,89.36259918654834,3843.7840344693404,3486.333637723147,-91.22781247093553,-107.59854179852876,16.370729327593224,0,0.0,0.0,1.0,-0.006582822675405886,0.8608519158983491,0.0
2021-06-24,3635.191602595688,3666.9165499626497,3610.692245991223,3633.8879776062745,39159511,3660.5579413768583,88.50551462262294,3837.568970622104,3483.5469121316123,-84.88828927859458,-103.05649129454193,18.168202015947344,0,0.0,0.0,1.0,0.00607901973312619,0.8660850516823947,0.0
2021-06-25,3691.204217594884,3702.0111538126007,3662.719419955284,3702.0111538126007,54432707,3658.639493799653,87.08872619962067,3832.816946198894,3484.4620414004116,-73.5197110199465,-97.14913523962285,23.629424219676352,0,0.0,0.0,1.0,0.01874663628216755,0.8823212331357069,0.0
2021-06-28,3678.3304252542653,3691.97984334727,3658.15604648388,3665.1734987823684,59145472,3652.1161645523252,80.95708202860808,3814.0303286095414,3490.202000495109,-66.71349015282021,-91.06200622226234,24.348516069442127,0,0.0,0.0,1.0,-0.0099507142198354,0.8735415066946807,0.0
2021-06-29,3647.5136036860813,3677.5446408941148,3636.550437864088,3649.2491454127553,32840605,3644.0857720877657,71.95146014402077,3787.988692375807,3500.182851799724,-61.8910320197092,-85.22781138175172,23.33677936204252,0,0.0,0.0,1.0,-0.004344774776665616,0.8697461655900232,0.0
2021-06-30,3566.525562348592,3566.8177332957625,3560.162100240087,3566.8177332957625,18061792,3632.266922105159,63.338781590838224,3758.9444852868355,3505.589358923483,-63.98316713250506,-80.9788825319024,16.99571539939734,0,0.0,0.0,1.0,-0.022588595306136328,0.8500998214364462,0.0
2021-07-01,3467.961880626376,3503.754228511663,3467.7854508978044,3477.698755084664,54641994,3617.003666224554,61.87705618136209,3740.757778587278,3493.2495538618296,-72.00235766640708,-79.18357755880334,7.181219892396257,0,0.0,0.0,1.0,-0.024985571137875917,0.8288595918736503,0.0
2021-07-02,3528.295113864488,3552.6462724229077,3528.295113864488,3532.9934537393433,13235863,3609.766267848142,62.85642527166839,3735.4791183914786,3484.0534173048054,-73.0536864522378,-77.95759933749022,4.903912885252424,0,0.0,0.0,1.0,0.01589979539597386,0.8420382897964318,0.0
2021-07-05,3617.594302346529,3630.0043252195946,3617.594302346529,3627.222431100781,38817246,3609.781149606794,62.860736587037394,3735.5026227808685,3484.0596764327192,-65.52801495415815,-75.47168246082381,9.943667506665662,0,0.0,0.0,1.0,0.02667114405822213,0.8644964143261314,0.0
2021-07-06,3616.528967072362,3618.406334428586,3616.2664785071515,3618.406334428586,47937462,3610.973933628349,62.782809842762234,3736.5395533138735,3485.408313942825,-59.58835394285643,-72.29501675723034,12.706662814373914,0,0.0,0.0,1.0,-0.0024305365440517868,0.86239522419891,0.0
2021-07-07,3705.7528029579125,3705.7528029579125,3648.853886481853,3686.8205171261297,74402892,3611.7532680051618,63.66079721910665,3739.074862443375,3484.4316735669486,-48.79816217815369,-67.59564584141502,18.797483663261332,0,0.0,0.0,1.0,0.018907269215895806,0.8787007628733416,0.0
2021-07-08,3693.5473456886807,3731.427678788063,3693.5473456886807,3708.811714779952,68934479,3612.3777412377895,64.58852552714771,3741.554792292085,3483.200690183494,-38.03392024563891,-61.6833007222598,23.64938047662089,0,0.0,0.0,1.0,0.005964813733586594,0.8839420492514416,0.0
2021-07-09,3640.40488670341,3658.112654810068,3640.40488670341,3658.112654810068,47723927,3616.8079758011363,64.53199935723312,3745.8719745156027,3487.74397708667,-33.21133183177153,-55.98890694416215,22.777575112390622,0,0.0,0.0,1.0,-0.013669893181108117,0.8718586558598845,0.0
2021-07-12,3695.9219020646956,3696.5053310871026,3679.6815869685774,3679.6815869685774,23748887,3621.15492224255,65.74241300217564,3752.6397482469015,3489.6700962381988,-27.33387530305663,-50.257900615941054,22.924025312884424,0,0.0,0.0,1.0,0.0058961913406763156,0.8769993013168593,0.0
2021-07-13,3783.3930849875446,3794.9293940995412,3745.107614400821,3785.770439155075,62327105,3632.208797113394,73.8368694995294,3779.882536112453,3484.5350581143352,-13.954604910376474,-42.99724147482814,29.042636564451662,0,0.0,0.0,1.0,0.02883098705121845,0.9022840568170534,0.0
2021-07-14,3770.762029104648,3808.855596295766,3768.7387637224792,3778.345994010099,57366565,3645.3557962445266,75.33856931169356,3796.032934867914,3494.6786576211393,-3.905507150919675,-35.17889461004645,31.273387459126774,0,0.0,0.0,1.0,-0.0019611450996044333,0.9005145468605754,0.0
2021-07-15,3898.086463675427,3898.086463675427,3821.873759882489,3885.9633691076738,13275072,3661.720301539499,89.6966532284307,3841.1136079963603,3482.3269950826375,12.597086624540225,-25.623698363129115,38.22078498766934,0,0.0,0.0,1.0,0.028482668148492207,0.926163603861695,0.0
2021-07-16,3685.408089085025,3699.5864052738557,3685.408089085025,3692.1160977349277,72008816,3664.730760147665,89.65375273983288,3844.038265627331,3485.423254667999,9.919312673874629,-18.51509615572837,28.434408829602997,0,0.0,0.0,1.0,-0.04988396774755466,0.8799628885176992,0.0
2021-07-19,3766.4023403431393,3777.3148262138975,3718.5777961368362,3745.882288011999,20074698,3667.1380678454275,91.21934968645346,3849.576767218334,3484.6993684725207,11.997341849456916,-12.412608554691312,24.409950404148226,0,0.0,0.0,1.0,0.014562432180845075,0.8927772884033988,0.0
2021-07-20,3754.1770197115375,3769.0754693935314,3746.557355232831,3746.557355232831,38482724,3672.672673905865,92.57009326541647,3857.812860436698,3487.532487375032,13.542557057635804,-7.22157543222589,20.764132489861694,0,0.0,0.0,1.0,0.000180215812705109,0.892938180987993,0.0
2021-07-21,3713.8147429703595,3741.190979147755,3687.095753266628,3719.2587492912344,79254841,3678.039062474585,91.97252662987162,3861.9841157343285,3494.0940092148417,12.421198048102724,-3.2930207361601678,15.714218784262892,0,0.0,0.0,1.0,-0.007286317371724915,0.8864319500079838,0.0
2021-07-22,3743.996661680435,3745.2751276835525,3667.3401520107004,3719.921609358715,79335081,3682.3407440622077,91.81064827240694,3865.9620406070217,3498.7194475173937,11.453966031223445,-0.3436233826834454,11.79758941390689,0,0.0,0.0,1.0,0.00017822370320619285,0.8865899331927545,0.0
2021-07-23,3564.2144604687755,3570.7029446463284,3546.323675907954,3570.7029446463284,44187163,3675.7753336038936,94.9705462752982,3865.71642615449,3485.8342410532973,-1.3378495833453599,-0.5424686228158283,-0.7953809605295316,-1,0.0,0.0,1.0,-0.04011338957707522,0.8510258058074804,0.0
2021-07-26,3556.507479161427,3578.9149679775305,3492.3514534916294,3548.6072640781745,62546474,3669.947021868684,99.1406823894852,3868.228386647654,3471.6656570897135,-13.10729958785032,-3.0554348158227267,-10.051864772027594,0,0.0,0.0,1.0,-0.006188047818786679,0.8457596174261223,0.0
2021-07-27,3571.0822968647117,3595.261579512169,3567.878777926642,3567.878777926642,53964403,3665.878503494378,101.67209695486486,3869.2226974041077,3462.5343095846483,-20.641678975686318,-6.572683647795445,-14.068995327890873,0,0.0,0.0,1.0,0.005430726032590094,0.8503527061977918,0.0
2021-07-28,3682.0128622817224,3682.0128622817224,3607.574450952466,3667.6897128738688,48145210,3670.922102473284,98.96532544244764,3868.8527533581796,3472.991451588389,-18.347324095998374,-8.927611737436031,-9.419712358562343,0,0.0,0.0,1.0,0.02797486718571429,0.8741412102146877,0.0
2021-07-29,3640.599531590139,3640.599531590139,3609.748760085399,3623.624540710976,48703819,3678.218391754599,88.8303106714453,3855.8790130974894,3500.5577704117086,-19.855836723527773,-11.11325673465438,-8.742579988873393,0,0.0,0.0,1.0,-0.012014422051085938,0.8636389087829214,0.0
2021-07-30,3558.857350861053,3571.9104982192976,3499.918070545858,3558.515689061356,19869865,3679.4945035206997,86.79423427717587,3853.0829720750517,3505.9060349663478,-26.005311002348662,-14.091667588193236,-11.913643414155427,0,0.0,0.0,1.0,-0.017967880203406783,0.8481211483309089,0.0
2021-08-02,3507.403493767566,3526.5736516242464,3494.531926365886,3515.3490742066024,21287967,3673.9008356759905,93.672754276724,3861.2463442294384,3486.5553271225426,-33.970409004056364,-18.067415871365863,-15.9029931326905,0,0.0,0.0,1.0,-0.012130511321741588,0.8378330051388724,0.0
2021-08-03,3579.0119677735756,3595.5358096060495,3574.080036013972,3574.080036013972,68159529,3671.68452075526,95.56023846158719,3862.8049976784346,3480.5640438320856,-35.13865226287953,-21.4816631496686,-13.656989113210933,0,0.0,0.0,1.0,0.01670700706177386,0.8518306870723147,0.0
2021-08-04,3583.139375578083,3635.6364332104913,3583.139375578083,3590.4392631965725,13561497,3666.8654580587827,97.17338018258106,3861.2122184239447,3472.5186976936207,-34.34849250792831,-24.055029021320543,-10.29346348660777,0,0.0,0.0,1.0,0.004577185462484756,0.8557296741096805,0.0
2021-08-05,3566.2694544429273,3582.045627129927,3512.312734413814,3544.857939136077,34096114,3658.667769276588,100.31344421085008,3859.294657698288,3458.0408808548877,-36.974102681861496,-26.638843753428738,-10.335258928432758,0,0.0,0.0,1.0,-0.012695194297734469,0.8448660196305211,0.0
2021-08-06,3575.7161291661864,3575.7161291661864,3559.28591089662,3574.2520940870686,74934272,3654.4747412404386,102.07505574016979,3858.624852720778,3450.324629760099,-36.2650145008829,-28.56407790291957,-7.700936597963327,0,0.0,0.0,1.0,0.008292054422399442,0.8518716946449334,0.0
2021-08-09,3569.646889611798,3601.1956815852723,3559.6554418253077,3573.563388774496,60593847,3649.168831330734,103.44467918186109,3856.0581896944564,3442.2794729670118,-35.35112401934248,-29.921487126204152,-5.429636893138326,0,0.0,0.0,1.0,-0.0001926851532693119,0.8517075516168849,0.0
2021-08-10,3637.5299895120174,3679.0459762847217,3631.283232401596,3635.5157650216343,79979388,3641.6560976240626,98.33155915045376,3838.31921592497,3444.992979323155,-29.29018124606364,-29.79522595017605,0.5050447041124109,0,0.0,0.0,1.0,0.017336302594140873,0.8664730114534301,0.0
2021-08-11,3562.6153057828888,3599.6817444790922,3533.427219503186,3577.0716073884187,42145513,3631.5923782929776,93.80109825518592,3819.1945748033495,3443.9901817826058,-28.870000123824866,-29.610180784905815,0.7401806610809487,0,0.0,0.0,1.0,-0.016075891678293375,0.8525436851791401,0.0
2021-08-12,3535.148389310804,3582.873158602545,3535.148389310804,3545.482912223251,67773185,3614.5683554487578,74.01570485784066,3762.5997651644393,3466.536945733076,-30.731691450074777,-29.83448291793961,-0.897208532135167,-1,0.0,0.0,1.0,-0.008830881411465596,0.8450149729972293,0.0
2021-08-13,3521.7964143109048,3565.5639832245197,3438.1816050968437,3509.15908420131,47421725,3605.4205047720766,75.22316462844209,3755.866834028961,3454.974175515192,-34.737690121108244,-30.81512435857334,-3.922565762534905,0,0.0,0.0,1.0,-0.010245100292744946,0.8363577098500015,0.0
2021-08-16,3388.913026862604,3430.043783082392,3369.1892343640793,3395.604686739707,26810950,3587.9066247084615,81.32792958647768,3750.562483881417,3425.250765535506,-46.53889240878516,-33.95987796861571,-12.579014440169452,0,0.0,0.0,1.0,-0.03235943276918951,0.8092936487671171,0.0
2021-08-17,3397.954863291872,3427.3940482885628,3385.0397548617852,3408.660555808203,26990515,3571.0117847372303,81.73152360105632,3734.474831939343,3407.5487375351177,-54.212997040004666,-38.0105017828935,-16.202495257111167,0,0.0,0.0,1.0,0.003844931985010014,0.8124053278025272,0.0
2021-08-18,3424.6187821809035,3454.2302684696638,3418.430194795038,3419.1141511196934,46325466,3556.004554828653,80.62655519884187,3717.257665226337,3394.751444430969,-58.773755207251725,-42.163152467765144,-16.61060273948658,0,0.0,0.0,1.0,0.0030667750984116893,0.8148967922316489,0.0
2021-08-19,3423.2018332224316,3427.677886597579,3397.887178912429,3411.0682797290897,10671253,3540.5618883471716,77.07835752427793,3694.7186033957273,3386.405173298616,-62.31904829585801,-46.19433163338372,-16.12471666247429,0,0.0,0.0,1.0,-0.00235320350096202,0.8129791742472466,0.0
2021-08-20,3393.0007807817187,3399.726667942199,3343.602635869737,3385.6983037684963,42260205,3531.3116563032804,84.0561533708521,3699.4239630449847,3363.199349561576,-66.41032673768086,-50.23753065424315,-16.17279608343771,0,0.0,0.0,1.0,-0.007437545625034625,0.8069326045465798,0.0
2021-08-23,3285.039213941345,3285.039213941345,3242.7946764239637,3275.252291545074,33465520,3517.6439076766255,101.50820932635692,3720.6603263293396,3314.6274890239115,-77.66943957758531,-55.72391243891159,-21.945527138673718,0,0.0,0.0,1.0,-0.032621339030854846,0.7806093824786151,0.0
2021-08-24,3229.0251721776463,3279.67721022185,3227.285509470093,3236.3729857187586,69414068,3501.0686180662315,118.5148002058575,3738.0982184779464,3264.0390176545166,-88.70704309838402,-62.32053857080608,-26.38650452757794,0,0.0,0.0,1.0,-0.011870629302872526,0.7713430578688673,0.0
