date,open,high,low,close,volume,volume_ma5,volume_ma10,volume_ma20,volume_ratio_5,volume_ratio_20,volume_change,obv,turnover
2021-05-13,4033.130852039368,4062.39053726102,4013.2078128520334,4025.5522621637533,49105718,75205704.0,82562682.1,91421250.9,0.6529520420419175,0.5371367982452316,-0.323583183354337,-438185138,0.098211436
2021-05-14,3996.859737682611,4005.1911155705684,3981.1033046445673,4005.1305236875214,75095224,81005813.4,72587052.2,92528728.7,0.9270349972191008,0.8115881959588622,0.5292562059677042,-513280362,0.15019044799999998
2021-05-17,4086.0396134416364,4086.0396134416364,4038.7209349339932,4082.79030803598,212479734,96792873.0,91220434.6,100743445.4,2.195200198262531,2.109117205157647,1.8294706731282937,-300800628,0.42495946799999995
2021-05-18,4100.5243289187065,4100.5243289187065,4085.739619644349,4085.739619644349,28483186,87552138.8,90511311.2,99642783.55,0.3253282717063675,0.28585297384538993,-0.865948693252788,-272317442,0.056966372
2021-05-19,4045.0745850656754,4077.4633039825085,4043.275923610196,4046.8393784972623,118734761,96779724.6,87234398.0,96127679.6,1.2268557437081198,1.235177645960779,3.1685912875055484,-391052203,0.237469522
2021-05-20,4076.1449662283317,4106.291953000388,4051.1008823548364,4083.066858232047,111093159,109177212.8,92191458.4,93048634.7,1.017548956882695,1.1939257288210376,-0.06435859166802893,-279959044,0.222186318
2021-05-21,4032.209230573747,4058.23119590999,4014.490002846421,4037.474815504076,137622266,121682621.2,101344217.3,96734088.9,1.1309936015743882,1.4226863307956374,0.2388005457653788,-417581310,0.275244532
2021-05-24,4040.1618401397373,4055.464169874023,4027.389201572882,4048.9856572194008,53186993,89824073.0,93308473.0,93942393.0,0.5921240400666311,0.566166043907355,-0.6135291581378264,-364394317,0.106373986
2021-05-25,3967.431595024272,3973.6683621565776,3932.2829154754113,3973.6683621565776,213764786,126880393.0,107216265.9,101369037.0,1.6847739902571077,2.1087779101620545,3.0191177192513967,-578159103,0.42752957199999997
2021-05-26,3920.6149093774143,3945.4017136801576,3895.7107604459734,3923.5223029539,153862590,133905958.8,115342841.7,104104396.65,1.149034676117789,1.4779643795188355,-0.2802248074666517,-732021693,0.30772518
2021-05-27,3923.228900336058,3934.288713254613,3900.1817672372053,3934.288713254613,56527160,122992759.0,116084985.9,99323834.0,0.4595974629693444,0.569119794550017,-0.6326127098211463,-675494533,0.11305432
2021-05-28,3966.7525701079658,4021.846055401222,3946.5480244850423,3966.6286658456515,109818690,117432043.8,119557332.5,96072192.35,0.9351680039481695,1.1430850833498234,0.9427597282439097,-565675843,0.21963738
2021-05-31,3983.3680673750328,3999.463623087986,3949.578214503366,3976.1928113505205,42694185,115333482.2,102578777.6,96899606.1,0.37018031698690873,0.44060225545127374,-0.6112302468732782,-522981658,0.08538836999999999
2021-06-01,3966.968083354379,3974.5677981493814,3929.9306337823505,3974.183262188956,19509340,76482393.0,101681393.0,96096352.1,0.2550827613356711,0.2030185285253924,-0.5430445621575866,-542490998,0.03901868
2021-06-02,3976.708247290066,3976.708247290066,3964.661354772088,3964.661354772088,52509394,56211753.8,95058856.3,91146627.15,0.9341354868027619,0.5760980481876229,1.6915002762779263,-595000392,0.10501878799999999
2021-06-03,3911.9398096505834,3917.855249439075,3907.9475123072484,3907.9475123072484,164497022,77805726.2,100399242.6,96295350.5,2.1142020007262654,1.7082550834061299,2.1327160621964136,-759497414,0.328994044
2021-06-04,3889.484930343552,3889.484930343552,3854.7213520734117,3881.484565071228,92201816,74282351.4,95857197.6,98600707.45,1.2412344825153179,0.9351029864238565,-0.43949249123792644,-851699230,0.184403632
2021-06-07,3860.207209720687,3898.472980779682,3858.9617200115795,3865.2926558602385,62215176,78186549.6,96760015.9,95034244.45,0.7957273510378824,0.6546606053435089,-0.32522830136013803,-913914406,0.12443035200000001
2021-06-08,3916.3949905577565,3925.086401598988,3906.1447979777336,3909.7130936195754,131492680,100583217.6,88532805.3,97874535.6,1.3073023824205043,1.343482032317301,1.113514554712503,-782421726,0.26298536
2021-06-09,3916.92165724632,3925.49441810821,3916.92165724632,3925.49441810821,67531125,103587563.8,79899658.8,97621250.25,0.6519230931078235,0.691766647395504,-0.48642673493307764,-714890601,0.13506225
2021-06-10,3863.7768455449145,3904.936660611386,3829.552480220323,3856.90963721395,206099261,111908011.6,94856868.9,105470927.4,1.8416845948141216,1.9540859844567935,2.0519151132163134,-920989862,0.412198522
2021-06-11,3873.039917509586,3884.2789590795287,3871.7092935718265,3871.7092935718265,61233116,105714271.6,89998311.5,104777822.0,0.5792322557137121,0.5844091319248839,-0.7028950239661461,-859756746,0.12246623200000001
2021-06-14,3862.30999601847,3884.4462625682145,3835.8977351604362,3858.041064167466,50450473,103361331.0,90773940.3,96676358.95,0.48809813604277213,0.5218491216254064,-0.17609169195309282,-910207219,0.100900946
2021-06-15,3823.5861931985123,3832.597354750065,3795.5004491031814,3832.597354750065,89660254,94994845.8,97789031.7,99735212.35,0.9438433553412853,0.8989829357895783,0.7771935260151079,-999867473,0.17932050800000002
2021-06-16,3851.687659065651,3877.1764493798855,3851.687659065651,3858.5950832508,94469925,100382605.8,101985084.8,98521970.55,0.9410985523549739,0.9588716554553324,0.05364328992420653,-905397548,0.18893985
2021-06-17,3905.9225867812615,3919.035095553723,3901.2626984406056,3901.2626984406056,129046706,84972094.8,98440053.2,99419647.9,1.5186951234253907,1.298000030434628,0.3660083460424044,-776350842,0.258093412
2021-06-18,3932.3653246150993,3939.837999622918,3932.3653246150993,3939.837999622918,124303078,97586087.2,101650179.4,98753688.5,1.2737786867634548,1.2587183313157968,-0.03675900103951513,-652047764,0.248606156
2021-06-21,3911.109363529136,3958.585215233758,3872.3273790346907,3907.489416161382,108446811,109185354.8,106273342.9,101516679.4,0.9932358712269349,1.0682659405425745,-0.12756133842478146,-760494575,0.216893622
2021-06-22,3885.5832880987828,3933.0686644373814,3885.5832880987828,3896.236673015977,56981385,102649581.0,98822213.4,93677509.35,0.5551058703298555,0.6082717761752704,-0.4745683669757703,-817475960,0.11396277
2021-06-23,3917.131832258316,3917.131832258316,3890.7541346270937,3910.4982646847493,62790725,96313741.0,98348173.4,89123916.1,0.6519394257564972,0.7045328319005498,0.1019515408409255,-754685235,0.12558145
2021-06-24,3940.688165124976,3950.426149790753,3940.688165124976,3950.426149790753,123079687,95120337.2,90046216.0,92451542.45,1.2939366135888761,1.331288626867036,0.9601571251168066,-631605548,0.246159374
2021-06-25,3936.4034172491492,3950.689410092331,3891.3536178037184,3932.0600641923384,77449654,85749652.4,91667869.8,90833090.65,0.9032066233775193,0.8526590193702717,-0.37073569255989414,-709055202,0.15489930799999999
2021-06-28,3930.240841388704,3938.806799357668,3888.7693033958944,3925.3292266108792,42521035,72564497.2,90874926.0,90824433.15,0.5859757407648654,0.4681673589944117,-0.45098482944804374,-751576237,0.08504207
2021-06-29,3876.2566051455606,3900.2138136589792,3854.9624441742076,3881.6658759273723,138435946,88855409.4,95752495.2,96770763.45,1.5579912009273797,1.4305554804424765,2.2557049940106113,-890012183,0.276871892
2021-06-30,3838.765462339323,3849.4778654115667,3824.313084576545,3834.3021309264655,145901370,105477538.4,100895639.7,101440362.25,1.3832458759769464,1.4382970127849677,0.05392691866316279,-1035913553,0.29180274
2021-07-01,3869.1965114769464,3888.572333201133,3843.1847194886936,3867.1821561300153,109405069,102742614.8,98931476.0,98685764.6,1.0648460642448045,1.1086205740356598,-0.25014364841125203,-926508484,0.218810138
2021-07-02,3917.4789205108905,3961.8499262533755,3917.4789205108905,3921.705278414214,161689706,119590625.2,102670138.8,102160159.1,1.352026596813878,1.5827080480731164,0.4778995843419285,-764818778,0.323379412
2021-07-05,3911.0879983066125,3941.8819775033962,3911.0879983066125,3918.993035872996,32471472,117580712.6,95072604.9,100672973.9,0.2761632523053785,0.3225440825087218,-0.7991741539810827,-797290250,0.064942944
2021-07-06,3943.6564787252746,3959.1973234962647,3943.6564787252746,3959.1973234962647,134676447,116828812.8,102842111.1,100832162.25,1.15276740191269,1.3356496974257834,3.147531316104179,-662613803,0.269352894
2021-07-07,3976.3995230016276,4012.6131721876586,3973.6207696215292,3973.6207696215292,57131852,99074909.2,102276223.8,100312198.6,0.5766530846338641,0.5695404227736666,-0.5757843834415977,-605481951,0.114263704
2021-07-08,3935.314650052349,3991.895324369551,3935.314650052349,3947.669297767484,85642191,94322333.6,98532474.2,94289345.1,0.9079736233328307,0.9082912911227762,0.4990270401176562,-691124142,0.17128438199999999
2021-07-09,3962.62957240724,4036.1999707648815,3925.882508985383,3961.8740889806377,68130204,75610433.2,97600529.2,94634199.5,0.901068822338132,0.7199321636360436,-0.2044785028911743,-622993938,0.136260408
2021-07-12,4020.9208325711975,4023.0405582878125,4020.9208325711975,4023.0405582878125,177626819,104641502.6,111111107.6,100993016.8,1.6974796288905738,1.758802980920558,1.607166991603313,-445367119,0.355253638
2021-07-13,4026.610877996163,4038.0957802598714,3996.918445383886,4021.1490093987754,28481146,83402442.4,100115627.6,97934061.4,0.34149055088103747,0.29081961467596196,-0.8396573999335089,-473848265,0.056962292
2021-07-14,4080.7066276929704,4083.1732358920476,4080.7066276929704,4083.1732358920476,182542601,108484592.2,103779750.7,102337695.2,1.6826592357324637,1.7837278887633186,5.409243539568246,-291305664,0.365085202
2021-07-15,3975.0985543594506,4000.653975274059,3975.0985543594506,3977.7194560984935,289194978,149195149.6,121758741.6,110345108.8,1.938367157212194,2.6208228089580716,0.5842602023622967,-580500642,0.578389956
2021-07-16,4015.699089814989,4015.699089814989,4006.956452608595,4009.8297359890803,113912350,158351578.8,116981006.0,109825572.4,0.7193635255375174,1.0372115301627145,-0.6061053660482306,-466588292,0.22782470000000002
2021-07-19,4015.1334230158673,4063.070551953386,3970.391013686956,4012.4446194438674,35778936,129982002.2,117311752.4,106192178.65,0.2752606929761542,0.3369262826589536,-0.685908191692999,-430809356,0.071557872
2021-07-20,4002.0458091036608,4002.0458091036608,3969.1562910992657,3999.51686693699,56940619,135673896.8,109538169.6,106190140.35,0.41968735580682454,0.536213803017165,0.5914564647758112,-487749975,0.113881238
2021-07-21,4005.876284397563,4005.876284397563,4002.1201538401297,4002.1201538401297,41719437,107509264.0,107996928.1,105136575.95,0.3880543447865107,0.3968118290236177,-0.26731676380265557,-446030538,0.083438874
2021-07-22,3909.4080514738907,3923.975559278911,3906.371008221032,3921.4513943612765,229888289,95647926.2,122421537.9,110477006.05,2.403484300530501,2.08087001286002,4.510340156316108,-675918827,0.459776578
2021-07-23,3917.3207444317763,3917.3207444317763,3901.222555358155,3911.400537132982,55276355,83920727.2,121136153.0,109368341.1,0.6586734510565585,0.5054145874760827,-0.759551235774346,-731195182,0.11055271000000001
2021-07-26,3929.1310639109765,3950.83477208026,3924.324011921177,3924.324011921177,60750321,88915004.2,109448503.2,110279805.4,0.6832403771061173,0.5508743942705578,0.09902906948187873,-670444861,0.121500642
2021-07-27,3973.8858545966204,3981.9826838224726,3973.8858545966204,3981.9826838224726,176634830,112853846.4,124263871.6,112189749.6,1.565164463902579,1.5744293095382753,1.9075538547360105,-493810031,0.35326966
2021-07-28,3957.766788724878,3972.1422761760637,3953.3404779824355,3959.699759510696,89154589,122340876.8,114925070.4,109352410.55,0.7287391698667309,0.8152960556752903,-0.4952604251381225,-582964620,0.178309178
2021-07-29,3925.405342965836,3925.7139613014774,3909.840957726662,3925.7139613014774,113337628,99030744.6,97339335.4,109549038.5,1.144469108636794,1.0345835029852863,0.2712483930580398,-696302248,0.226675256
2021-07-30,3902.8546993417845,3909.36447838448,3886.089970889908,3903.9048246328316,79489438,103873361.2,93897044.2,105439025.1,0.7652533535229434,0.7538901078098076,-0.298649182952726,-775791686,0.158978876
2021-08-02,3941.3203833000066,3982.8703016730915,3938.690441181973,3938.690441181973,116794406,115082178.2,101998591.2,109655171.8,1.0148783054577255,1.065106224200909,0.4693072304775887,-658997280,0.23358881199999998
2021-08-03,3961.22720860903,3968.89205095146,3949.002657972846,3949.919641078745,52351259,90225464.0,101539655.2,105538912.4,0.5802270964214714,0.49603750701527977,-0.5517656984359336,-606646021,0.104702518
2021-08-04,3935.214886245568,3935.214886245568,3909.8874153936817,3926.7192976752963,93764184,91147383.0,106744129.9,107370529.0,1.028709557135612,0.8732767256832645,0.7910588167516659,-700410205,0.187528368
2021-08-05,3934.798493403021,3956.3722468743135,3934.798493403021,3945.1523025478477,73888637,83257584.8,91144164.7,106782851.3,0.887470338918599,0.6919522760486543,-0.21197376388408606,-626521568,0.14777727400000001
2021-08-06,3951.7617712797764,3959.047439320134,3932.464389379972,3946.851335735456,29452564,73250210.0,88561785.6,104848969.3,0.40208163225743654,0.28090465930789077,-0.6013925118147734,-597069004,0.058905128
2021-08-09,3993.9152725959934,4004.6913107619116,3954.41588389755,3983.32811767954,118908969,73673122.6,94377650.4,101913076.8,1.6140074535133115,1.1667685122818312,3.0373044941010905,-478160035,0.237817938
2021-08-10,3955.951526404124,3955.951526404124,3926.03416841308,3952.893500629283,98186729,82840216.6,86532840.3,105398355.95,1.1852543731760354,0.931577424666651,-0.17426978111297897,-576346764,0.19637345799999997
2021-08-11,3945.9437133288866,3960.8303532479326,3906.272267779638,3937.352564179735,62149205,76517220.8,83832301.9,99378686.15,0.8122250697322766,0.6253776076913852,-0.3670304975736589,-638495969,0.12429841
2021-08-12,3934.9261858483396,3934.9261858483396,3902.0578493772555,3919.153392759504,77784272,77296347.8,80276966.3,88808150.85,1.0063123836233825,0.875868614034992,0.2515730812646759,-716280241,0.155568544
2021-08-13,3865.9181429268574,3865.9181429268574,3858.0191608388286,3858.0191608388286,182357532,107877341.4,90563775.7,92230409.95,1.6904155185270444,1.9771952883963084,1.3444010892073401,-898637773,0.36471506400000003
2021-08-16,3869.1214468218104,3869.353530993812,3840.024325179573,3867.193197811367,46036704,93302888.4,83488005.5,92743298.35,0.4934113486673152,0.49638847031581773,-0.7475470111100209,-852601069,0.092073408
2021-08-17,3882.9883888122304,3898.7842086596283,3866.916130647039,3874.88918476153,48483934,83362329.4,83101273.0,92320464.1,0.5816048369684832,0.5251699552493909,0.053158236523622504,-804117135,0.096967868
2021-08-18,3873.395871068306,3884.32876598222,3847.9425543383036,3872.2737803539194,37945533,78521595.0,77519407.9,92131768.9,0.4832496461642176,0.41186154844357925,-0.21735862028027675,-842062668,0.075891066
2021-08-19,3860.1829359988546,3860.1829359988546,3843.394446947194,3859.9984045809656,61096124,75183965.4,76240156.6,83692160.65,0.8126217295795892,0.7300101171423156,0.6101005617709996,-903158792,0.122192248
2021-08-20,3797.7505021376974,3800.421546604077,3760.32631617282,3800.421546604077,187134977,76139454.4,92008397.9,90285091.75,2.4577924608821466,2.0727118217720593,2.062959885965925,-1090293769,0.374269954
2021-08-23,3792.3865883671797,3795.662725528777,3765.054923162483,3780.565415418372,75847458,82101605.2,87702246.8,91039948.6,0.9238243005753071,0.8331228121980728,-0.5946911730990834,-1166141227,0.151694916
2021-08-24,3757.5993730252317,3773.5634391559342,3748.8235281155576,3763.760111358962,65280110,85460840.4,84411584.9,85472212.6,0.7638599116795017,0.7637582790269314,-0.1393236936167327,-1231421337,0.13056022
2021-08-25,3739.93470296328,3739.93470296328,3727.3946285599613,3728.507812895896,126832330,103238199.8,90879897.4,87356099.65,1.2285406975877935,1.45190010208978,0.9428939381382782,-1358253667,0.25366466
2021-08-26,3722.5504702527064,3722.5504702527064,3711.8278720116978,3718.8326482066404,50964840,101211943.0,88197954.2,84237460.25,0.5035457129797419,0.6050139670491786,-0.5981715387551423,-1409218507,0.10192968000000001
2021-08-27,3721.2667965541236,3755.8950254089737,3698.15501433916,3731.7104073853775,59702430,75725433.6,75932444.0,83248109.85,0.7884065783678789,0.7171625891275417,0.17144348927613628,-1349516077,0.11940486
2021-08-30,3806.6119917750534,3806.6119917750534,3803.815051946018,3803.815051946018,221024164,104760774.8,93431190.0,88459597.75,2.1097988671996726,2.498588843063103,2.7020966148279055,-1128491913,0.442048328
2021-08-31,3791.4076335108684,3817.1441149861093,3791.4076335108684,3807.39891078658,37744316,99253616.0,92357228.2,87729250.6,0.38028152042339697,0.43023638913883533,-0.8292299117122778,-1090747597,0.075488632
2021-09-01,3819.0189799149607,3867.0734110895414,3806.5881631874845,3814.247295392073,45836732,83054496.4,93146348.1,85332878.0,0.5518874231594281,0.5371520693348699,0.21440091800842276,-1044910865,0.09167346400000001
2021-09-02,3814.505069097314,3814.505069097314,3796.1654528753115,3807.7635647227717,51696075,83200743.4,92206343.2,84223249.9,0.6213415035423829,0.6137981502896149,0.12783073191169048,-1096606940,0.10339215000000002
2021-09-03,3723.0407393993687,3727.4567017528057,3706.624739314893,3727.4567017528057,238829183,119026094.0,97375763.8,94692080.85,2.0065279383191386,2.5221663824066236,3.6198707155233736,-1335436123,0.477658366
2021-09-06,3723.712066749984,3748.5462658925217,3715.6779696490516,3722.7921819567796,42143586,83249978.4,94005376.6,90853811.7,0.5062293926072657,0.46386150686950206,-0.8235408861236191,-1377579709,0.084287172
2021-09-07,3736.096666812745,3736.096666812745,3719.236650765604,3721.5516710864663,29408233,81582761.8,90418188.9,87414886.9,0.36047116267152407,0.33642133557459303,-0.3021895906057923,-1406987942,0.058816466000000005
2021-09-08,3812.527851191483,3821.7646773360475,3771.6047786291424,3816.388102601634,275361515,127487718.4,105271107.4,98075502.4,2.1599062125814936,2.807648273642695,8.363415850248467,-1131626427,0.55072303
2021-09-09,3796.900921560455,3804.9591217253255,3783.2944295477073,3804.9591217253255,61880796,129524662.6,106362703.0,97280328.6,0.47775299898754575,0.6361080075545715,-0.7752743479785111,-1193507223,0.123761592
2021-09-10,3824.5473490594063,3824.5473490594063,3796.94682889824,3813.2474506750086,49435590,91645944.0,105336019.0,90634231.5,0.5394192895214217,0.5454406043041254,-0.20111580335844415,-1144071633,0.09887118
2021-09-13,3822.995935849043,3849.909381512091,3801.50208536872,3808.0486807256234,41410865,91499399.8,87374689.1,90402939.55,0.45258072829456963,0.4580698946973567,-0.16232687826725645,-1185482498,0.08282173
2021-09-14,3757.4846062969573,3783.7990194344716,3757.456833642078,3757.456833642078,164474745,118512702.2,100047732.0,96202480.1,1.3878237686491635,1.7096726074944508,2.971777575764235,-1349957243,0.32894949
2021-09-15,3806.978609634114,3827.069998121363,3773.234695102421,3799.292920933688,134130019,90266403.0,108877060.7,101011704.4,1.4859351269375385,1.3278661101376288,-0.18449474416269807,-1215827224,0.268260038
2021-09-16,3835.727196129638,3835.727196129638,3804.4625956616414,3825.4636613946386,90461290,95982501.8,112753582.2,102479962.7,0.942476892178695,0.8827217303427063,-0.3255701395226075,-1125365934,0.18092258
2021-09-17,3847.4491258273974,3853.1709631982962,3831.7370425447416,3853.1709631982962,93064882,104708360.2,98177152.1,97776457.95,0.8888008734187015,0.9518127773414602,0.0287812831322658,-1032301052,0.186129764
2021-09-20,3809.135685339521,3812.8364689148566,3786.117491376152,3812.8364689148566,123185456,121063278.4,106281339.1,100143357.85,1.0175294905940693,1.2300911278061364,0.32365134251177574,-1155486508,0.246370912
2021-09-21,3874.481191866107,3874.481191866107,3846.662393162687,3864.9666140672084,168295180,121827365.4,120170033.8,105294111.35,1.3814234547995896,1.5983342073193727,0.3661935870091677,-987191328,0.33659036000000003
2021-09-22,3817.713304566441,3834.506141694966,3804.8907142017306,3804.8907142017306,178595439,130720449.4,110493426.2,107882266.8,1.366239481425773,1.6554661326415512,0.061203529417776625,-1165786767,0.357190878
2021-09-23,3828.6506242256473,3845.703268571803,3792.721132450311,3824.345322656007,75026173,127633426.0,111807963.9,109085333.45,0.5878254259193826,0.6877750713792221,-0.5799099158405719,-1090760594,0.150052346
2021-09-24,3901.0519731288427,3915.323971748571,3901.0519731288427,3907.9284762605894,237736704,156567790.4,130638075.3,117987047.15,1.5184266405793256,2.0149390101928657,2.1687169222932376,-853023890,0.475473408
2021-09-27,3879.6160233967917,3879.6160233967917,3819.783253999147,3864.258985884021,139122056,159755110.4,140409194.4,113891941.75,0.8708457316430235,1.2215267723275953,-0.41480615462726367,-992145946,0.278244112
2021-09-28,3833.4732574669274,3837.548510623092,3815.2650561302084,3837.548510623092,97668919,145629858.2,133728611.8,116888171.9,0.6706654817027077,0.8355757251773736,-0.29796236622610006,-1089814865,0.195337838
2021-09-29,3834.895752444975,3852.909095354845,3819.633486581392,3837.4679134086077,28372784,115585327.2,123152888.3,116014974.5,0.24547046487056187,0.24456139496026869,-0.7095003785185745,-1118187649,0.056745568
2021-09-30,3815.867441058427,3839.2988188468166,3813.256597046854,3813.256597046854,85797511,117739594.8,122686510.4,117720046.3,0.7287056758241875,0.7288266841261003,2.0239369883477067,-1203985160,0.17159502199999999
2021-10-01,3758.801940338999,3758.801940338999,3730.764484335287,3747.154581656777,200289845,110250223.0,133409006.7,115793079.4,1.816684261944758,1.7297220700739044,1.3344481986196546,-1404275005,0.40057969
2021-10-04,3752.218568813463,3762.6704822129464,3693.356105155902,3745.8208867140206,29157032,88257218.2,124006164.3,115143751.7,0.33036427608591906,0.2532228763569113,-0.8544258097558566,-1433432037,0.058314064000000006
2021-10-05,3702.323626928699,3727.5985719825953,3651.184486952336,3699.2542410053775,149265130,98576460.4,122103159.3,121136596.55,1.5142066310183724,1.2322050829485682,4.119352683085165,-1582697167,0.29853026000000005
2021-10-06,3717.5690349174984,3717.5690349174984,3703.617177778287,3714.127609475768,70764742,107054852.0,111320089.6,110906757.9,0.6610138697870509,0.6380561774585964,-0.5259124351414158,-1511932425,0.141529484
2021-10-07,3673.606612845037,3697.176161903922,3673.286929117931,3673.286929117931,137346831,117364716.0,117552155.4,114680059.65,1.1702565786466863,1.197652245902019,0.9408935455456051,-1649279256,0.274693662
2021-10-08,3735.394751278822,3794.9339575320164,3727.0405290416334,3731.2296578592322,182339605,113774668.0,112012445.5,121325260.4,1.6026379879218808,1.5028989379362585,0.32758509004113834,-1466939651,0.36467921
2021-10-11,3677.1586015495195,3705.01577233029,3677.1586015495195,3695.856383068523,122378716,132419004.8,110338111.5,125373652.95,0.9241778865868655,0.9761119112386842,-0.3288418278629045,-1589318367,0.24475743200000002
2021-10-12,3676.7623133715656,3697.2163268875934,3676.7623133715656,3678.944718261449,74585850,117483148.8,108029804.6,120879208.2,0.6348642402066772,0.6170279497247733,-0.3905325007659012,-1663904217,0.14917170000000002
2021-10-13,3709.26195763945,3709.26195763945,3686.347552779325,3707.472568731576,101499676,123630135.6,115342493.8,119247691.05,0.8209946184027319,0.8511668033676364,0.3608435916464048,-1562404541,0.202999352
