date,open,high,low,close,volume,trendline,channel_upper,channel_lower,uptrend_line,downtrend_line,bb_middle,bb_std,bb_upper,bb_lower
2021-06-07,3638.138310768354,3638.138310768354,3595.464427605518,3626.9247959277495,48029612,2892.319403388095,3104.729374177112,3040.4688627261366,4301.468853564611,4511.465996116675,3871.4836029708576,122.38122855026168,4116.246060071381,3626.721145870334
2021-06-08,3587.456795120174,3633.015950082904,3586.047846438523,3594.550653997488,33348949,2895.758659046068,3107.8612510783823,3043.6183439853103,4304.6007304658815,4514.615477375849,3853.4323652223334,135.27158250488,4123.975530232094,3582.8892002125735
2021-06-09,3680.645315355397,3690.0250290007034,3665.7445660340513,3671.233829589862,25059051,2899.1979147040406,3110.9931279796538,3046.767825244484,4307.732607367153,4517.764958635023,3837.633000081699,137.26158143451786,4112.156162950734,3563.109837212663
2021-06-10,3684.2138314123063,3696.322250127405,3684.2138314123063,3696.322250127405,58800681,2902.6371703620134,3114.1250048809243,3049.9173065036575,4310.864484268423,4520.914439894196,3825.029202450644,138.12594875245014,4101.281099955544,3548.7773049457437
2021-06-11,3579.0412001744035,3624.2736538789127,3537.697828718993,3569.507963543123,64940037,2906.0764260199862,3117.2568817821957,3053.066787762831,4313.996361169695,4524.06392115337,3806.922449679763,146.8734300073572,4100.669309694477,3513.1755896650484
2021-06-14,3594.594781719581,3608.1765416492,3592.7426581403124,3592.7426581403124,41999055,2909.515681677959,3120.388758683466,3056.216269022005,4317.128238070965,4527.2134024125435,3791.9402391983976,152.85765103641302,4097.655541271224,3486.2249371255716
2021-06-15,3570.609453894855,3595.395777702672,3538.7154849473545,3564.6929417381916,11921241,2912.9549373359314,3123.5206355847367,3059.3657502811784,4320.260114972236,4530.362883671717,3768.693188252989,150.13647993900736,4068.9661481310036,3468.420228374974
2021-06-16,3503.0079343567472,3516.6386567096633,3473.167794985897,3515.406011387452,43208359,2916.394192993904,3126.652512486008,3062.515231540352,4323.391991873507,4533.512364930891,3742.84558495023,146.8173834903751,4036.4803519309803,3449.21081796948
2021-06-17,3549.117479858994,3580.6612155165135,3549.117479858994,3558.6732632082353,57092885,2919.833448651877,3129.7843893872787,3065.6647127995257,4326.523868774778,4536.661846190064,3722.793832445539,142.97590584314602,4008.745644131831,3436.842020759247
2021-06-18,3638.4141574776695,3653.214088462577,3631.906925571606,3631.906925571606,29832723,2923.27270430985,3132.91626628855,3068.8141940586984,4329.655745676049,4539.811327449237,3703.2770152985677,125.52467264958013,3954.326360597728,3452.227669999407
2021-06-21,3687.215912008102,3697.736134056743,3687.215912008102,3697.736134056743,54530655,2926.7119599678226,3136.0481431898206,3071.963675317872,4332.78762257732,4542.960808708411,3691.2909478746324,112.78515190529987,3916.861251685232,3465.7206440640325
2021-06-22,3640.9177009849554,3694.3723072268854,3595.1495367976545,3635.865234024082,51472035,2930.1512156257954,3139.180020091092,3075.1131565770456,4335.919499478591,4546.110289967584,3675.3136627685717,94.56172812125041,3864.4371190110724,3486.190206526071
2021-06-23,3597.116955734123,3654.349014087793,3597.116955734123,3611.9309779168284,59352016,2933.5904712837682,3142.3118969923626,3078.2626378362193,4339.051376379862,4549.259771226758,3665.058836096244,89.36259918654834,3843.7840344693404,3486.333637723147
2021-06-24,3643.1344878292502,3643.1344878292502,3610.417394817673,3633.8879776062745,52397934,2937.029726941741,3145.443773893633,3081.412119095393,4342.183253281132,4552.409252485932,3660.5579413768583,88.50551462262294,3837.568970622104,3483.5469121316123
2021-06-25,3688.3227086367797,3702.0111538126007,3688.3227086367797,3702.0111538126007,37244132,2940.468982599714,3148.5756507949045,3084.5616003545665,4345.315130182404,4555.558733745105,3658.639493799653,87.08872619962067,3832.816946198894,3484.4620414004116
2021-06-28,3671.246324067255,3687.477434474139,3618.175208786784,3665.1734987823684,68953645,2943.9082382576867,3151.707527696175,3087.71108161374,4348.447007083674,4558.708215004279,3652.1161645523252,80.95708202860808,3814.0303286095414,3490.202000495109
2021-06-29,3656.09839486261,3665.7444310273895,3607.003179682178,3649.2491454127553,48058429,2947.3474939156595,3154.8394045974464,3090.8605628729138,4351.578883984946,4561.857696263452,3644.0857720877657,71.95146014402077,3787.988692375807,3500.182851799724
2021-06-30,3559.3619590616568,3588.696642106454,3535.9460378940516,3566.8177332957625,51901495,2950.7867495736323,3157.971281498717,3094.0100441320874,4354.710760886216,4565.007177522626,3632.266922105159,63.338781590838224,3758.9444852868355,3505.589358923483
2021-07-01,3483.7710942879944,3495.607040938482,3465.435639044223,3477.698755084664,38563565,2954.226005231605,3161.1031583999884,3097.159525391261,4357.842637787488,4568.1566587818,3617.003666224554,61.87705618136209,3740.757778587278,3493.2495538618296
2021-07-02,3535.7538761736473,3557.856704161695,3505.2718644164165,3532.9934537393433,44915861,2957.665260889578,3164.235035301259,3100.3090066504346,4360.974514688758,4571.306140040973,3609.766267848142,62.85642527166839,3735.4791183914786,3484.0534173048054
2021-07-05,3621.358933297986,3673.2295190101477,3621.358933297986,3627.222431100781,39325786,2961.1045165475507,3167.3669122025294,3103.4584879096074,4364.106391590029,4574.455621300146,3609.781149606794,62.860736587037394,3735.5026227808685,3484.0596764327192
2021-07-06,3607.4582524561492,3645.21372918258,3607.4582524561492,3618.406334428586,47649454,2964.543772205523,3170.498789103801,3106.607969168781,4367.2382684913,4577.60510255932,3610.973933628349,62.782809842762234,3736.5395533138735,3485.408313942825
2021-07-07,3665.112971123638,3686.8205171261297,3665.112971123638,3686.8205171261297,77531269,2967.983027863496,3173.6306660050714,3109.7574504279546,4370.3701453925705,4580.754583818493,3611.7532680051618,63.66079721910665,3739.074862443375,3484.4316735669486
2021-07-08,3712.7020733544477,3753.9678960606557,3708.811714779952,3708.811714779952,30014427,2971.4222835214687,3176.762542906343,3112.9069316871282,4373.502022293842,4583.904065077667,3612.3777412377895,64.58852552714771,3741.554792292085,3483.200690183494
2021-07-09,3640.9399803494634,3708.7544228074817,3640.9399803494634,3658.112654810068,27182513,2974.8615391794415,3179.8944198076133,3116.056412946302,4376.6338991951125,4587.053546336841,3616.8079758011363,64.53199935723312,3745.8719745156027,3487.74397708667
2021-07-12,3680.7340958539025,3763.9917040788387,3638.096106111015,3679.6815869685774,72653717,2978.3007948374143,3183.0262967088847,3119.2058942054755,4379.765776096384,4590.203027596014,3621.15492224255,65.74241300217564,3752.6397482469015,3489.6700962381988
2021-07-13,3782.778375748998,3785.770439155075,3782.778375748998,3785.770439155075,49662450,2981.740050495387,3186.1581736101552,3122.355375464649,4382.897652997654,4593.352508855188,3632.208797113394,73.8368694995294,3779.882536112453,3484.5350581143352
2021-07-14,3786.044103164912,3798.9655316745598,3749.5136722027455,3778.345994010099,40160408,2985.17930615336,3189.2900505114258,3125.5048567238227,4386.029529898925,4596.501990114361,3645.3557962445266,75.33856931169356,3796.032934867914,3494.6786576211393
2021-07-15,3882.4421558672093,3885.9633691076738,3882.4421558672093,3885.9633691076738,68367957,2988.6185618113327,3192.421927412697,3128.6543379829964,4389.161406800196,4599.651471373535,3661.720301539499,89.6966532284307,3841.1136079963603,3482.3269950826375
2021-07-16,3688.467019308922,3719.1383075541644,3688.467019308922,3692.1160977349277,46166069,2992.0578174693055,3195.5538043139677,3131.803819242169,4392.293283701467,4602.800952632708,3664.730760147665,89.65375273983288,3844.038265627331,3485.423254667999
2021-07-19,3754.106792536924,3754.106792536924,3741.1629560432057,3745.882288011999,78825486,2995.4970731272783,3198.685681215239,3134.9533005013427,4395.425160602738,4605.950433891881,3667.1380678454275,91.21934968645346,3849.576767218334,3484.6993684725207
2021-07-20,3750.3232976027157,3804.7813845937208,3697.938456975549,3746.557355232831,60186906,2998.936328785251,3201.8175581165096,3138.1027817605163,4398.557037504009,4609.099915151055,3672.672673905865,92.57009326541647,3857.812860436698,3487.532487375032
2021-07-21,3722.786346720912,3722.786346720912,3683.891302490086,3719.2587492912344,43415308,3002.375584443224,3204.949435017781,3141.25226301969,4401.68891440528,4612.249396410229,3678.039062474585,91.97252662987162,3861.9841157343285,3494.0940092148417
2021-07-22,3725.1585253024164,3725.1585253024164,3719.921609358715,3719.921609358715,82377442,3005.8148401011968,3208.0813119190516,3144.4017442788636,4404.820791306551,4615.398877669402,3682.3407440622077,91.81064827240694,3865.9620406070217,3498.7194475173937
2021-07-23,3554.253728940171,3574.889299465124,3552.796811637955,3570.7029446463284,45093247,3009.254095759169,3211.213188820322,3147.551225538037,4407.952668207821,4618.548358928576,3675.7753336038936,94.9705462752982,3865.71642615449,3485.8342410532973
2021-07-26,3556.6639014996963,3556.6639014996963,3536.1070863666064,3548.6072640781745,61754088,3012.6933514171424,3214.3450657215935,3150.700706797211,4411.084545109093,4621.6978401877495,3669.947021868684,99.1406823894852,3868.228386647654,3471.6656570897135
2021-07-27,3574.4344211635525,3598.2292838614426,3567.878777926642,3567.878777926642,55029527,3016.1326070751147,3217.476942622864,3153.8501880563845,4414.216422010363,4624.847321446923,3665.878503494378,101.67209695486486,3869.2226974041077,3462.5343095846483
2021-07-28,3656.5030781180712,3667.6897128738688,3656.5030781180712,3667.6897128738688,72247476,3019.5718627330875,3220.6088195241355,3156.999669315558,4417.348298911635,4627.996802706097,3670.922102473284,98.96532544244764,3868.8527533581796,3472.991451588389
2021-07-29,3620.9711727280333,3638.737756411087,3615.1916376007657,3623.624540710976,74638720,3023.0111183910603,3223.740696425406,3160.1491505747317,4420.480175812905,4631.14628396527,3678.218391754599,88.8303106714453,3855.8790130974894,3500.5577704117086
2021-07-30,3558.096062262204,3558.515689061356,3539.8263282683174,3558.515689061356,52309725,3026.450374049033,3226.8725733266765,3163.2986318339053,4423.612052714176,4634.295765224444,3679.4945035206997,86.79423427717587,3853.0829720750517,3505.9060349663478
2021-08-02,3513.9306647670114,3522.654718959539,3494.692845522343,3515.3490742066024,39926678,3029.889629707006,3230.004450227948,3166.448113093078,4426.743929615447,4637.445246483617,3673.9008356759905,93.672754276724,3861.2463442294384,3486.5553271225426
2021-08-03,3577.659762737983,3623.6177465077226,3574.080036013972,3574.080036013972,58542829,3033.3288853649788,3233.1363271292184,3169.5975943522517,4429.875806516718,4640.59472774279,3671.68452075526,95.56023846158719,3862.8049976784346,3480.5640438320856
2021-08-04,3605.8569696771383,3612.5703263469595,3588.002852819317,3590.4392631965725,40289902,3036.7681410229516,3236.26820403049,3172.7470756114253,4433.007683417989,4643.744209001964,3666.8654580587827,97.17338018258106,3861.2122184239447,3472.5186976936207
2021-08-05,3556.3620672547295,3556.3620672547295,3525.205955679955,3544.857939136077,81486652,3040.2073966809244,3239.4000809317604,3175.896556870599,4436.1395603192595,4646.893690261138,3658.667769276588,100.31344421085008,3859.294657698288,3458.0408808548877
2021-08-06,3560.181487486998,3587.879927649317,3560.181487486998,3574.2520940870686,52870416,3043.646652338897,3242.531957833032,3179.0460381297726,4439.271437220531,4650.043171520311,3654.4747412404386,102.07505574016979,3858.624852720778,3450.324629760099
2021-08-09,3580.2324084023353,3588.2439489355033,3556.5024656810137,3573.563388774496,44539448,3047.08590799687,3245.6638347343023,3182.195519388946,4442.4033141218015,4653.192652779485,3649.168831330734,103.44467918186109,3856.0581896944564,3442.2794729670118
2021-08-10,3650.009839123135,3660.367358521769,3602.396314393956,3635.5157650216343,54474292,3050.525163654843,3248.795711635573,3185.34500064812,4445.535191023072,4656.3421340386585,3641.6560976240626,98.33155915045376,3838.31921592497,3444.992979323155
2021-08-11,3581.2225327189785,3581.2225327189785,3546.4739657315436,3577.0716073884187,31426960,3053.9644193128156,3251.9275885368443,3188.4944819072934,4448.667067924343,4659.491615297832,3631.5923782929776,93.80109825518592,3819.1945748033495,3443.9901817826058
2021-08-12,3557.0870695884514,3572.270466734755,3510.4803271105698,3545.482912223251,36316745,3057.4036749707884,3255.059465438115,3191.643963166467,4451.798944825614,4662.641096557006,3614.5683554487578,74.01570485784066,3762.5997651644393,3466.536945733076
2021-08-13,3530.343215544512,3530.343215544512,3489.3868673581514,3509.15908420131,69041323,3060.8429306287608,3258.191342339386,3194.79344442564,4454.930821726885,4665.7905778161785,3605.4205047720766,75.22316462844209,3755.866834028961,3454.974175515192
2021-08-16,3406.03302553757,3406.03302553757,3395.604686739707,3395.604686739707,43490744,3064.2821862867336,3261.3232192406567,3197.9429256848134,4458.062698628156,4668.940059075352,3587.9066247084615,81.32792958647768,3750.562483881417,3425.250765535506
2021-08-17,3411.2099809367664,3412.3090393082507,3378.5601364614704,3408.660555808203,34679355,3067.7214419447064,3264.455096141928,3201.092406943987,4461.194575529427,4672.089540334526,3571.0117847372303,81.73152360105632,3734.474831939343,3407.5487375351177
2021-08-18,3429.8339814924393,3445.7831080039955,3409.304215365055,3419.1141511196934,58355531,3071.160697602679,3267.5869730431987,3204.2418882031607,4464.326452430698,4675.239021593699,3556.004554828653,80.62655519884187,3717.257665226337,3394.751444430969
2021-08-19,3412.550946603876,3425.1757251502618,3383.983933431139,3411.0682797290897,68021437,3074.599953260652,3270.718849944469,3207.3913694623343,4467.458329331968,4678.388502852873,3540.5618883471716,77.07835752427793,3694.7186033957273,3386.405173298616
2021-08-20,3385.9410892478104,3385.9410892478104,3366.867543276492,3385.6983037684963,61533627,3078.039208918625,3273.8507268457406,3210.540850721508,4470.59020623324,4681.537984112047,3531.3116563032804,84.0561533708521,3699.4239630449847,3363.199349561576
2021-08-23,3271.799380702665,3275.252291545074,3232.4766867396006,3275.252291545074,68312852,3081.4784645765976,3276.982603747011,3213.6903319806815,4473.72208313451,4684.68746537122,3517.6439076766255,101.50820932635692,3720.6603263293396,3314.6274890239115
2021-08-24,3251.552351998867,3253.176493355843,3219.145029972921,3236.3729857187586,39849397,3084.9177202345704,3280.1144806482826,3216.839813239855,4476.853960035782,4687.836946630394,3501.0686180662315,118.5148002058575,3738.0982184779464,3264.0390176545166
2021-08-25,3195.192887233942,3214.3499948673593,3186.522383163516,3203.0573089949517,29712961,3088.3569758925432,3283.246357549553,3219.989294499029,4479.985836937052,4690.9864278895675,3477.8369978722853,129.19250977384223,3736.2220174199697,3219.451978324601
2021-08-26,3151.0312258490685,3151.0312258490685,3134.2334913102422,3136.611897340092,74638386,3091.796231550516,3286.3782344508236,3223.1387757582024,4483.117713838323,4694.135909148741,3453.4863657037413,145.1759155931235,3743.8381968899885,3163.134534517494
2021-08-27,3120.9560198149934,3120.9560198149934,3107.992573245088,3116.2828658028684,45812151,3095.235487208489,3289.510111352095,3226.288257017375,4486.249590739594,4697.285390407914,3431.374724540817,161.13763828672032,3753.650001114258,3109.0994479673764
2021-08-30,3123.461973300738,3162.277530214276,3101.529299318788,3136.62928749089,46886176,3098.6747428664617,3292.6419882533655,3229.4377382765488,4489.381467640865,4700.4348716670875,3412.438735205031,172.5952335740718,3757.629202353175,3067.2482680568874
2021-08-31,3267.2665621815363,3267.2665621815363,3263.666907688023,3263.666907688023,73815393,3102.1139985244345,3295.773865154637,3232.5872195357224,4492.513344542136,4703.584352926261,3396.9180787887335,171.2462845422486,3739.4106478732306,3054.4255097042364
2021-09-01,3246.8672830699948,3278.7952998619176,3246.8672830699948,3267.4524936172606,58459307,3105.5532541824073,3298.9057420559075,3235.736700794896,4495.645221443407,4706.733834185435,3380.7687403097684,167.21800703902866,3715.2047543878257,3046.332726231711
2021-09-02,3283.3518874827273,3332.978872372019,3267.9943842484117,3277.202138850846,57135815,3108.99250984038,3302.037618957179,3238.8861820540696,4498.777098344678,4709.883315444608,3367.3859502955065,164.0754271474852,3695.536804590477,3039.235096000536
2021-09-03,3271.710026014182,3271.710026014182,3249.8124251067898,3263.044377174985,82908917,3112.4317654983524,3305.1694958584494,3242.0356633132433,4501.908975245949,4713.032796703782,3351.8255644499027,158.0714729015026,3667.968510252908,3035.6826186468975
2021-09-06,3110.5603001473046,3116.0978174489856,3093.9531290716473,3116.0978174489856,45062950,3115.8710211563252,3308.30137275972,3245.185144572417,4505.040852147219,4716.182277962956,3328.9522858836267,157.39347122189577,3643.7392283274185,3014.165343439835
2021-09-07,3106.553700044882,3132.424483596934,3097.0392770303683,3105.4027039976027,64262005,3119.310276814298,3311.4332496609914,3248.3346258315905,4508.1727290484905,4719.331759222129,3302.4466328324256,147.36700459613058,3597.1806420246867,3007.7126236401646
2021-09-08,3119.1477109299262,3119.1477109299262,3097.413204457176,3100.968369755182,50998195,3122.749532472271,3314.565126562262,3251.484107090764,4511.304605949761,4722.481240481303,3278.6414709507635,138.87983181751937,3556.401134585802,3000.881807315725
2021-09-09,3264.6116464640872,3276.407658538854,3222.224471984778,3269.5723728197854,59185644,3126.1887881302437,3317.6970034635333,3254.633588349937,4514.436482851032,4725.630721740476,3264.84594398059,123.87092358801814,3512.5877911566263,3017.104096804554
2021-09-10,3236.685871959877,3247.000692966759,3223.516549321655,3247.000692966759,73622181,3129.6280437882165,3320.828880364804,3257.7830696091105,4517.568359752303,4728.780202999649,3251.738024418863,109.71957074741155,3471.177165913686,3032.29888292404
2021-09-13,3274.5151627901705,3274.5151627901705,3241.9974887274766,3260.0243863171454,58017033,3133.0672994461893,3323.9607572660752,3260.932550868284,4520.700236653574,4731.929684258823,3244.9590093977345,104.42354197864866,3453.806093355032,3036.111925440437
2021-09-14,3268.0062250777805,3293.033846848792,3240.875699579721,3248.8776083445623,58417537,3136.506555104162,3327.0926341673458,3264.0820321274578,4523.832113554845,4735.079165517996,3236.9698620245526,97.09514483863788,3431.1601517018285,3042.779572347277
2021-09-15,3156.16661387135,3183.945886236064,3156.131621791001,3156.131621791001,69026206,3139.945810762135,3330.2245110686163,3267.2315133866314,4526.963990456115,4738.22864677717,3223.8207355581176,88.5622482155807,3400.945231989279,3046.6962391269562
2021-09-16,3239.6668715227165,3259.494864982558,3201.991018469246,3229.866200708722,46808607,3143.3850664201077,3333.3563879698877,3270.380994645805,4530.095867357387,4741.378128036344,3214.7606316070996,76.89889450636757,3368.5584206198346,3060.9628425943647
2021-09-17,3288.6973942024397,3288.6973942024397,3252.6267682419543,3275.51531946639,38805501,3146.8243220780805,3336.488264871158,3273.5304759049786,4533.227744258657,4744.527609295517,3209.251482391994,67.36381559591368,3343.9791135838213,3074.523851200167
