日期,开盘,收盘,最高,最低,成交量,成交额,fast_ma,medium_ma,slow_ma,ultra_slow_ma,ultra_slow_slope,slow_slope,medium_slow_diff,fast_medium_diff,price_above_all,signal,returns,strategy_returns,cum_returns,benchmark_returns
2023-05-23 18:39:20.609287,4115.508801146777,4113.9451925916355,4100.828427810696,4103.55305474704,2204764,1295000.009559573,4104.968247714774,4105.207138041732,,,,,,-0.23889032695751666,False,-1,0.003931378453550183,0.0,1.0,1.0268526645051443
2023-05-24 18:39:20.609287,4122.262778039506,4108.950372790395,4145.810328660999,4075.768272434319,2042136,988554.2908080007,4102.262904561534,4107.086676063697,,,,,,-4.823771502163254,False,0,-0.0012141191891023029,-0.0,1.0,1.0256059429807878
2023-05-25 18:39:20.609287,4127.084826104404,4124.620452962421,4157.21056829376,4127.90758023365,3631861,861967.719342585,4107.1632910555945,4110.27033770512,,,,,,-3.107046649525728,False,0,0.003813645517793063,0.0,1.0,1.0295172404882584
2023-05-26 18:39:20.609287,4114.482745949708,4113.30937981557,4103.218452345134,4123.717029510672,2779384,748663.0288892939,4111.732090064277,4111.933652604726,,,,,,-0.20156254044923116,False,0,-0.002742330664322723,-0.0,1.0,1.0266939637902186
2023-05-29 18:39:20.609287,4108.0843002257525,4119.505287186231,4090.709760556016,4104.880993475081,2494203,2009037.8259530945,4116.0661370692505,4113.772167976894,,,,,,2.293969092356747,False,0,0.0015063071601337796,0.0,1.0,1.0282404802591418
2023-05-30 18:39:20.609287,4126.483135398468,4128.272958457428,4161.178909067514,4129.615893779001,4312145,1489957.286110846,4118.931690242409,4115.026731749276,,,,,,3.9049584931326535,False,0,0.0021283311125899207,0.0,1.0,1.0304289164645017
2023-05-31 18:39:20.609287,4093.563921055429,4098.027305317302,4105.5523247146675,4118.212185942047,3435026,463745.47375435237,4116.747076747791,4114.94282188621,,,,,,1.8042548615803753,False,-1,-0.007326466404834697,-0.0,1.0,1.0228795136254543
2023-06-01 18:39:20.609287,4100.804312638724,4106.9732729020025,4147.408278028427,4134.932195039198,2824180,1992653.7376354495,4113.2176407357065,4113.85476274074,,,,,,-0.637122005033234,False,-1,0.0021829936499184743,0.0,1.0,1.0251124531083304
2023-06-02 18:39:20.609287,4116.8797250716,4102.149198191163,4085.9535257376765,4101.550770130843,3117468,1292754.1698224018,4110.9856044108255,4112.969749901574,,,,,,-1.984145490748233,False,-1,-0.0011746058204636922,-0.0,1.0,1.0239083500542796
2023-06-05 18:39:20.609287,4134.294096521404,4124.0259753175915,4124.972327704173,4107.856714231703,1109248,1598415.9688772366,4111.889742037098,4113.4441709724,,,,,,-1.554428935301985,False,0,0.005333003766921696,0.0,1.0,1.0293688571421016
2023-06-06 18:39:20.609287,4137.620838344037,4131.553793921412,4115.585340015403,4113.866656390233,1765589,866149.2662421695,4112.545909129894,4114.029669589914,,,,,,-1.4837604600197665,False,0,0.0018253567385062563,0.0,1.0,1.0312478225218944
2023-06-07 18:39:20.609287,4107.358620406412,4107.59274065407,4098.972867373315,4123.779597297634,2787564,612784.6508660925,4114.458996197248,4113.672489361905,,,,,,0.7865068353430615,False,-1,-0.005799525907805969,-0.0,1.0,1.0252670740578103
2023-06-08 18:39:20.609287,4096.649602555534,4096.817422977047,4129.584533638566,4106.240867061689,4220131,1094139.4872449336,4112.427826212256,4113.0985344267865,,,,,,-0.6707082145303502,False,-1,-0.0026232682637636895,-0.0,1.0,1.0225775234805525
2023-06-09 18:39:20.609287,4125.469097066941,4119.9652296188215,4116.9073875402,4127.749502305255,2051586,994526.6467081464,4115.991032497788,4112.716478171122,,,,,,3.2745543266664754,False,0,0.005650192393722442,0.0,1.0,1.028355283225714
2023-06-12 18:39:20.609287,4142.297941735724,4133.126563706975,4124.403622986281,4166.877049980601,2586674,1661483.8135976943,4117.811150175665,4113.1545808384,,,,,,4.656569337264955,False,0,0.0031945255250056537,0.0,1.0,1.0316403904267528
2023-06-13 18:39:20.609287,4131.578427364574,4132.445113919259,4148.595124181747,4163.953212182572,2408035,1783448.4291933854,4117.989414175235,4113.608815315578,,,,,,4.380598859656857,False,0,-0.00016487513198837345,-0.0,1.0,1.0314702985812167
2023-06-14 18:39:20.609287,4155.898297504213,4166.554215566442,4149.093047946862,4186.483997688807,2947386,1627687.7370146376,4129.781709157708,4115.81267166607,,,,,,13.969037491638119,False,0,0.008253975723063744,0.0,1.0,1.0399840293847675
2023-06-15 18:39:20.609287,4114.902368259864,4137.458760187228,4163.797352810227,4155.028946843675,4567420,1043955.3194529212,4137.909976599745,4117.679683650826,,,,,,20.23029294891967,False,0,-0.0069830977526973426,-0.0,1.0,1.0327217192463296
2023-06-16 18:39:20.609287,4117.465577883839,4127.6041720530875,4106.728982266917,4141.560954085702,4739800,1464366.229775545,4139.437765086598,4119.536623014873,,,,,,19.90114207172519,False,0,-0.0023817973073149146,-0.0,1.0,1.0302619854362232
2023-06-19 18:39:20.609287,4130.046574444915,4138.059000009092,4163.431925243868,4164.536747044405,2697692,1950363.2096730855,4140.424252347022,4121.547820407259,,,,,,18.87643193976328,False,0,0.0025329046876132466,0.0,1.0,1.0328715408486042
2023-06-20 18:39:20.609287,4119.716581124273,4129.818927397518,4120.45042360023,4130.447248009599,2276813,825717.2352895379,4139.899015042673,4122.341507147552,,,,,,17.55750789512149,False,0,-0.0019912893005046284,-0.0,1.0,1.0308147948005166
2023-06-21 18:39:20.609287,4109.715029448437,4122.048618284754,4112.555141812974,4118.417967361645,4368194,664989.9055496498,4130.997895586336,4122.99641942227,,,,,,8.001476164065934,False,-1,-0.001881513269556323,-0.0,1.0,1.0288753030856446
2023-06-22 18:39:20.609287,4104.421379634634,4124.49278062303,4089.925594788038,4112.30879155545,2059455,1706742.3342741618,4128.404699673496,4122.990035805301,,,,,,5.414663868195021,False,0,0.0005929484498152782,0.0,1.0,1.0294853731016624
2023-06-23 18:39:20.609287,4156.3999184958675,4141.06546624347,4121.449190214275,4134.08463231572,4873410,907870.6285573534,4131.096958511573,4124.377840126696,4092.7477292158,,,,31.630110910896292,6.71911838487631,False,0,0.004018114833004294,0.0,1.0,1.0336219635496833
2023-06-26 18:39:20.609287,4116.055168339378,4123.647251912985,4089.7267342008586,4137.741493676505,4972000,1890688.9660843022,4128.214608892352,4124.584938363034,4094.702455855715,,,,29.882482507318855,3.629670529317991,False,-1,-0.004206215640026101,-0.0,1.0,1.029274326680726
2023-06-27 18:39:20.609287,4121.885749243821,4133.019608137332,4148.788312210185,4154.541520995019,2564940,703045.6472343577,4128.854745040315,4124.822270847029,4097.317880633273,,,,27.50439021375678,4.032474193285452,False,0,0.002272831707416323,0.0,1.0,1.0316136940060356
2023-06-28 18:39:20.609287,4117.398472340765,4128.033695927361,4159.005327685549,4106.824035193687,1821134,1514895.4856471831,4130.051760568836,4126.322590377532,4099.998965304605,,,,26.323625072926916,3.7291701913036377,False,0,-0.0012063606473472488,-0.0,1.0,1.0303691958423222
2023-06-29 18:39:20.609287,4138.223940415139,4129.875740207021,4118.172165954861,4163.0215034797675,4140953,1375513.3465238854,4131.128352485634,4127.4677137427825,4102.676253571947,,,,24.791460170835308,3.6606387428519156,False,0,0.0004462280144363895,0.0,1.0,1.0308289754427193
2023-06-30 18:39:20.609287,4118.859403976375,4121.840949204306,4109.074240061835,4106.737929613087,4845897,637131.5038027809,4127.283449077801,4128.4523012934405,4105.1585757348,,,,23.29372555864029,-1.1688522156391628,False,-1,-0.001945528511788308,-0.0,1.0,1.028823468280218
2023-07-03 18:39:20.609287,4133.924512956019,4125.377535937187,4134.121478686554,4093.0404700713725,3100340,1112440.6430479963,4127.629505882642,4128.51987932442,4106.974298172176,,,,21.545581152244267,-0.8903734417781379,False,-1,0.0008580114508212056,0.0,1.0,1.029706210596876
2023-07-04 18:39:20.609287,4120.025139005532,4123.658627112842,4134.830538151651,4074.6548357403612,3925875,1320517.965062757,4125.757309677743,4128.125120983992,4108.462845113866,,,,19.662275870125995,-2.3678113062487682,False,-1,-0.00041666703456133547,-0.0,1.0,1.029277165963637
2023-07-05 18:39:20.609287,4150.209654911722,4152.12556256407,4167.719031876641,4145.67029963004,4822815,955853.3519318618,4130.575683005085,4130.351762079491,4110.513113889229,,,,19.838648190261665,0.22392092559402954,False,0,0.006903320091546705,0.0,1.0,1.036382595703204
2023-07-06 18:39:20.609287,4171.666257354245,4158.925769956309,4172.497201119804,4164.138571361509,1300269,1160391.4446047805,4136.385688954942,4133.457179428455,4112.187284986942,,,,21.269894441512406,2.9285095264876873,False,0,0.0016377653540995407,0.0,1.0,1.0380799472120386
2023-07-07 18:39:20.609287,4162.575842386224,4163.213443085345,4187.759782215626,4145.416973449614,2228187,762642.417785032,4144.66018773115,4135.619590101781,4113.984938256917,,,2.1237209041117238,21.634651844863583,9.040597629368676,False,0,0.0010309568783386514,0.0,1.0,1.0391501628738822
2023-07-10 18:39:20.609287,4123.9103853482175,4145.907752964097,4163.873218102302,4121.633488705103,3748075,1619426.8085236766,4148.766231136532,4136.258649564637,4115.4003636511,,,2.069790779538471,20.858285913537657,12.507581571894661,False,0,-0.004156810684302181,-0.0,1.0,1.0348306123742537
2023-07-11 18:39:20.609287,4153.214347821219,4148.479939664681,4132.98466451966,4129.345946767993,4742494,1572584.6182803952,4153.730493646901,4137.060390851908,4116.753454104304,,,1.9435573471031602,20.306936747603686,16.670102794993,False,0,0.0006204158061029474,0.0,1.0,1.0354726376428098
2023-07-12 18:39:20.609287,4150.479055618356,4146.979387761284,4169.489441614206,4146.783260678218,1678970,1434054.9158415052,4152.701258686344,4136.08164946165,4117.8127435175375,,,1.7813778212932447,18.268905944112703,16.619609224693704,False,0,-0.00036171125935802184,-0.0,1.0,1.0350980955310172
2023-07-13 18:39:20.609287,4161.681772549952,4156.25861320159,4148.491322941584,4156.509902159849,3297370,1872315.1207078046,4152.167827335399,4137.021642112368,4119.285829462921,,,1.6609575890974155,17.735812649446416,15.146185223031353,False,0,0.0022375865835484454,0.0,1.0,1.037414217142234
2023-07-14 18:39:20.609287,4168.416426295552,4168.073995402172,4174.808722449036,4171.158907765819,1274123,719226.5931580167,4153.139937798765,4139.045133279822,4120.712572798323,,,1.5553997063522729,18.33256048149906,14.09480451894251,False,0,0.0028427928336922648,0.0,1.0,1.0403633708442965
2023-07-17 18:39:20.609287,4160.2713499719275,4162.778644059327,4181.4224931005665,4147.7794454122,3712851,1825263.9590073032,4156.514116017811,4140.281115482334,4121.797155983925,,,1.48228578117496,18.483959498408694,16.233000535477004,False,0,-0.0012704552147313475,-0.0,1.0,1.039041635774592
2023-07-18 18:39:20.609287,4167.089348926182,4169.021544074599,4153.964154378511,4151.734101834439,4715290,1980537.0423366965,4160.622436899794,4142.241246316188,4123.263297168491,,,1.4800452054624658,18.977949147697473,18.38119058360553,False,0,0.00149969540758077,0.0,1.0,1.0405998817440483
2023-07-19 18:39:20.609287,4196.397030307221,4201.941077619335,4172.293785453087,4177.152799164241,4383039,1738827.5076173686,4171.614774871405,4146.2358692829175,4125.439654922961,,,1.4926541033732064,20.79621435995614,25.378905588487214,False,0,0.007896225336500029,0.0,1.0,1.0488166928954346
2023-07-20 18:39:20.609287,4195.527785267862,4187.332462275,4204.577796207133,4172.289171955554,2580885,696369.300339689,4177.829544686087,4149.377853365515,4127.546075625312,,,1.535879063837001,21.831777740202597,28.451691320571626,False,0,-0.003476634982376381,-0.0,1.0,1.0451703400908139
2023-07-21 18:39:20.609287,4201.171779128073,4203.636749378114,4243.88765779208,4233.84334096746,3896781,1014326.6181693905,4184.942095481276,4152.506417522248,4129.605970084556,,,1.5621031827638945,22.900447437691582,32.435677959028,False,0,0.003893716883004661,0.0,1.0,1.0492399374896413
2023-07-24 18:39:20.609287,4215.920046254385,4216.370292276988,4223.3372983410745,4236.151779567184,4728847,1175943.1446938766,4195.660425124807,4157.142569540449,4131.833225293459,,,1.6432861642359058,25.309344246989895,38.517855584358585,False,0,0.003029172989497342,0.0,1.0,1.0524182667677868
2023-07-25 18:39:20.609287,4228.1244570537865,4232.949000519998,4235.81156279599,4212.669920452796,2514088,1578415.886905901,4208.445916413887,4162.1390391595805,4133.996013918629,,,1.7242559814324523,28.14302524095183,46.30687725430653,False,0,0.003931985829939144,0.0,1.0,1.0565563604798869
2023-07-26 18:39:20.609287,4236.218556875255,4231.32593150259,4221.2442693579915,4242.8327577246955,2974575,1790938.742922585,4214.322887190538,4167.303650938343,4136.189687734029,,,1.8376944216491211,31.113963204314132,47.01923625219479,False,0,-0.00038343694129283623,-0.0,1.0,1.056151237740721
2023-07-27 18:39:20.609287,4192.134142053866,4202.527013199503,4192.185769839382,4182.627405799206,3209306,2022833.8462159156,4217.361797375439,4170.936214587967,4137.419563690496,,,1.8133734227574678,33.516650897470754,46.425582787472194,False,0,-0.006806121478063476,-0.0,1.0,1.0489629441174506
2023-07-28 18:39:20.609287,4220.176843397715,4209.421886024572,4203.932477601206,4202.0058213076145,1896441,1212808.5311888733,4218.51882470473,4175.31526142898,4138.912437541331,,,1.819986474300822,36.40282388764899,43.20356327574973,False,0,0.001640649257794946,0.0,1.0,1.0506839243931714
2023-07-31 18:39:20.609287,4202.325299304645,4204.8904924038625,4243.095767710094,4191.398882861725,1422196,1313820.136796833,4216.222864730104,4179.290909252314,4140.418319849711,,,1.8621163865786001,38.8725894026029,36.931955477790325,False,0,-0.00107648835004015,-0.0,1.0,1.0495528753889876
2023-08-01 18:39:20.609287,4207.000034881967,4212.181592475616,4230.571777207929,4213.854083627552,2433267,1029024.5901514933,4212.069383121228,4183.717057520453,4141.957282698119,,,1.8693985529628663,41.759774822333384,28.352325600775657,False,0,0.0017339571826957556,0.0,1.0,1.0513727551358873
2023-08-02 18:39:20.609287,4218.250686785446,4215.3714067955525,4190.38341652628,4216.732010939986,2621877,1170174.456412225,4208.878478179821,4186.879349732028,4143.634533724475,,,1.8194878801513368,43.2448160075528,21.999128447793737,False,0,0.00075728319159718,0.0,1.0,1.052168942051455
2023-08-03 18:39:20.609287,4195.936392745336,4202.3511862417345,4236.093761842063,4240.664360082875,4498244,749628.8521255965,4208.843312788267,4189.050620546298,4145.202111467179,,,1.7656035841866469,43.84850907911914,19.792692241969235,False,0,-0.003088748130906871,-0.0,1.0,1.0489190571982954
2023-08-04 18:39:20.609287,4199.0976058073675,4198.492027176051,4215.350626385513,4218.024287659003,3334007,924337.0657586603,4206.657341018564,4190.814549750833,4146.3835393412455,,,1.6777569256689275,44.43101040958754,15.842791267730718,False,0,-0.0009183333078677247,-0.0,1.0,1.047955799890813
2023-08-07 18:39:20.609287,4208.840958024363,4199.833797980063,4218.412508192979,4213.15217850789,3976551,1494395.7815651407,4205.646002133803,4193.510852001631,4147.6413608015555,,,1.5808135508096712,45.86949120007557,12.135150132172384,False,0,0.0003195839828507019,0.0,1.0,1.0482907097791936
2023-08-08 18:39:20.609287,4206.786129454685,4204.1093569752275,4225.592106015658,4233.899576240597,2996378,1695918.3757007646,4204.031555033725,4196.292322867159,4148.987176344882,,,1.499116242625314,47.30514652227703,7.73923216656658,False,0,0.0010180305223557173,0.0,1.0,1.0493579017180508
2023-08-09 18:39:20.609287,4234.465897846869,4220.548187054424,4254.741660115606,4228.3415409485015,1629676,2084014.264762178,4205.0669110855,4199.970762831816,4150.621694653179,,,1.4432006919149898,49.349068178637026,5.096148253684078,False,0,0.003910181368598664,0.0,1.0,1.0534610814343406
2023-08-10 18:39:20.609287,4218.714336575801,4209.928607261388,4212.59771460729,4214.992006306407,3634454,525251.742684967,4206.582395289431,4202.654262534806,4152.451862766,,,1.5032299075503943,50.20239976880566,3.9281327546250395,False,0,-0.002516161247870352,-0.0,1.0,1.0508104034850958
2023-08-11 18:39:20.609287,4217.091330279304,4219.862341405431,4204.273716989162,4202.924225690492,4934776,1681381.7846625845,4210.856458135308,4205.243679834968,4154.608478709888,,,1.5696041168556802,50.63520112508013,5.612778300339414,False,0,0.0023595968176062243,0.0,1.0,1.0532898923690668
2023-08-14 18:39:20.609287,4228.67159632499,4216.646465188036,4237.928179310228,4214.649975593629,1109302,1376771.3340434944,4214.218991576901,4207.937070891404,4156.588668926999,,,1.6170349077287938,51.34840196440473,6.281920685497425,False,0,-0.0007620808351591624,-0.0,1.0,1.0524872003282255
2023-08-15 18:39:20.609287,4247.148179403513,4261.2456251181775,4245.486298759528,4241.156982771045,1077230,584930.5338459094,4225.646245205491,4212.548274943583,4159.043676135775,,,1.7086393437655716,53.50459880780818,13.097970261907903,False,0,0.010576926545382781,0.0,1.0,1.0636192801360527
2023-08-16 18:39:20.609287,4271.890421689337,4253.528119650595,4268.5740571389515,4279.582203764922,3591669,1088890.4380461932,4232.242231724726,4215.127627045146,4161.453305250111,,,1.7818771525636294,53.67432179503521,17.114604679579315,False,0,-0.0018110914381680443,-0.0,1.0,1.061692968364328
2023-08-17 18:39:20.609287,4221.352266565199,4245.201929291263,4236.689691839067,4227.274476712669,1508385,1265509.977848671,4239.2968961307,4218.021100395959,4163.462996522258,,,1.8260885055079599,54.55810387370093,21.275795734740313,False,0,-0.0019574786213041317,-0.0,1.0,1.0596147270763658
2023-08-18 18:39:20.609287,4241.577977697355,4244.725422367373,4284.451162584014,4264.350100365628,1834571,1096478.369841539,4244.26951232309,4220.075534045422,4165.653263898122,,,1.92697245568761,54.42227014729997,24.193978277668066,False,0,-0.00011224599720505157,-0.0,1.0,1.059495789564672
2023-08-21 18:39:20.609287,4245.660776341955,4248.4216666004795,4262.211701575356,4231.514571486568,1592622,578764.6078518167,4250.624552605577,4221.678102761596,4167.801870221692,,,2.0160509420136803,53.87623253990387,28.9464498439811,False,0,0.0008707852370448688,0.0,1.0,1.060418382856936
2023-08-22 18:39:20.609287,4237.141862242438,4250.289447840402,4242.164506390804,4277.986078793986,1894759,1451536.7507213254,4248.433317150022,4222.545125127617,4169.835478378076,,,2.0848302033194157,52.70964674954121,25.888192022404837,False,0,0.00043964120948891683,0.0,1.0,1.0608845864773395
2023-08-23 18:39:20.609287,4255.196115956438,4250.963982853617,4236.805524273975,4222.302465794728,1320928,1248642.877322364,4247.920489790627,4223.527027695169,4172.384423003681,,,2.1762728350502583,51.14260469148758,24.393462095457835,False,0,0.00015870331220790845,0.0,1.0,1.0610529523750838
2023-08-24 18:39:20.609287,4244.151778005024,4252.558944427212,4238.321274428122,4263.628083433195,1217519,1157119.1624991721,4249.391892817816,4226.028624256554,4174.810850862435,,,2.2358988096434587,51.21777339411983,23.363268561261975,False,0,0.0003751999734713518,0.0,1.0,1.0614510594146667
2023-08-25 18:39:20.609287,4208.955069711771,4212.269949365996,4208.42197256946,4204.355186582325,2622497,1355991.6170691696,4242.900798217541,4226.171027423625,4176.646196715348,,,2.2037718005460194,49.52483070827657,16.729770793916032,False,-1,-0.00947405916948263,-0.0,1.0,1.051394809272262
2023-08-28 18:39:20.609287,4206.652112872151,4214.335289166767,4228.445829646115,4185.320096715468,1219856,1668326.3823212748,4236.083522730799,4226.643267261769,4178.151351946168,,,2.1562683019168616,48.491915315601545,9.44025546902958,False,-1,0.0004903151568151909,0.0,1.0,1.051910324083045
2023-08-29 18:39:20.609287,4226.48448197379,4237.473940524693,4230.809741397269,4245.376108771686,2320993,1837178.8617789715,4233.520421267657,4227.907884664224,4179.916687722889,,,2.087301158711398,47.99119694133515,5.612536603433,False,0,0.005490462853633193,0.0,1.0,1.0576857986427761
