date,open,high,low,close,volume,dif,dea,macd_hist,macd_hist_change,signal,position,capital,shares,total_value,daily_return,cumulative_return
2021-05-03,4141.5290306346615,4160.462155280896,4141.5290306346615,4157.9568400784965,3444480,-10.870309008144432,9.00206765346311,-19.87237666160754,2.4395748328783853,0,0,101727.77534741432,0.0,101727.77534741432,0.0,1.0172777534741428
2021-05-04,4158.184054248189,4184.686332893387,4154.764179302084,4166.010616694761,1005435,-12.084997997192659,4.784654523331957,-16.869652520524618,3.002724141082922,0,0,101727.77534741432,0.0,101727.77534741432,0.0,1.0172777534741428
2021-05-05,4113.112054980144,4136.168986929334,4109.942956037588,4114.297693176386,1139565,-17.024204089825616,0.4228828007004424,-17.44708689052606,-0.5774343700014413,0,0,101727.77534741432,0.0,101727.77534741432,0.0,1.0172777534741428
2021-05-06,4087.807415362688,4114.056807324119,4087.807415362688,4097.721399431728,4349027,-22.022269856108323,-4.066147730661311,-17.956122125447013,-0.5090352349209546,0,0,101727.77534741432,0.0,101727.77534741432,0.0,1.0172777534741428
2021-05-07,4112.205170365523,4125.992009266989,4067.5847624087883,4107.277023388755,3942905,-24.92489531339197,-8.237897247207444,-16.68699806618453,1.2691240592624844,0,0,101727.77534741432,0.0,101727.77534741432,0.0,1.0172777534741428
2021-05-10,4078.7223419089623,4113.034716921804,4046.9700394153188,4066.2734390063706,1920267,-30.185928880930987,-12.627503573952154,-17.558425306978833,-0.8714272407943042,0,0,101727.77534741432,0.0,101727.77534741432,0.0,1.0172777534741428
2021-05-11,4096.213068635257,4120.4044695979,4058.209416757293,4086.2527307460023,4428261,-32.37003243318122,-16.57600934579797,-15.794023087383252,1.7644022195955813,0,0,101727.77534741432,0.0,101727.77534741432,0.0,1.0172777534741428
2021-05-12,4065.3553990379155,4083.1695192353804,4062.6005599861105,4067.0915824453023,3128650,-35.240860067243375,-20.30897949008705,-14.931880577156324,0.8621425102269278,0,0,101727.77534741432,0.0,101727.77534741432,0.0,1.0172777534741428
2021-05-13,4072.3044092868486,4091.489258704365,4060.199119390667,4060.199119390667,4995915,-37.63830486675306,-23.774844565420256,-13.863460301332804,1.0684202758235202,0,0,101727.77534741432,0.0,101727.77534741432,0.0,1.0172777534741428
2021-05-14,4042.0164088187967,4042.0164088187967,4016.6311755927045,4040.814933456434,1887977,-40.63403508486226,-27.14668266930866,-13.487352415553602,0.3761078857792022,0,0,101727.77534741432,0.0,101727.77534741432,0.0,1.0172777534741428
2021-05-17,4116.719631648451,4140.051667709574,4057.9041332885704,4119.496880861657,1560113,-36.24142865265276,-28.965631865977482,-7.275796786675276,6.211555628878326,0,0,101727.77534741432,0.0,101727.77534741432,0.0,1.0172777534741428
2021-05-18,4118.3938767632,4173.1258523794195,4102.58332925512,4123.452550317899,2327654,-32.071368173328665,-29.58677912744772,-2.484589045880945,4.791207740794331,0,0,101727.77534741432,0.0,101727.77534741432,0.0,1.0172777534741428
2021-05-19,4083.0709497823286,4093.344903825192,4083.0709497823286,4085.5424552734894,3627014,-31.462908221009457,-29.962004946160068,-1.5009032748493887,0.9836857710315563,0,0,101727.77534741432,0.0,101727.77534741432,0.0,1.0172777534741428
2021-05-20,4119.542765363669,4122.743472253111,4119.542765363669,4122.743472253111,4800714,-27.660040428413595,-29.501612042610773,1.8415716141971785,3.342474889046567,1,1,0.0,24.674776888754447,101727.77534741432,0.0,1.0172777534741428
2021-05-21,4079.49792196352,4079.49792196352,4074.6045952928057,4078.107970453992,2742115,-27.926038279404565,-29.186497289969534,1.2604590105649685,-0.5811126036322101,0,1,0.0,24.674776888754447,100626.40429920347,-0.010826650287490525,1.0062640429920342
2021-05-24,4091.871653562621,4091.871653562621,4072.5596610906064,4090.557979203749,4016243,-26.823032612485804,-28.713804354472792,1.8907717419869883,0.6303127314220198,0,1,0.0,24.674776888754447,100933.60548736676,0.0030528884570879544,1.0093360548736672
2021-05-25,4016.18657642317,4016.18657642317,3978.429649571925,4016.1621098017185,3139934,-31.587892026742793,-29.288621888926794,-2.2992701378159985,-4.190041879802987,-1,0,99097.90400842675,0.0,99097.90400842675,-0.018187217924854338,0.9909790400842671
2021-05-26,3970.385974704644,3971.471257073444,3965.239274735026,3966.9193777197797,4118880,-38.88926316380275,-31.208750143901987,-7.680513019900765,-5.381242882084766,0,0,99097.90400842675,0.0,99097.90400842675,0.0,0.9909790400842671
2021-05-27,3988.044810649505,3988.044810649505,3950.038712245922,3978.570669955192,1447628,-43.23708033600997,-33.61441618232359,-9.62266415368638,-1.9421511337856145,0,0,99097.90400842675,0.0,99097.90400842675,0.0,0.9909790400842671
2021-05-28,4019.395521727124,4024.1253398839326,4011.7767233708364,4011.7767233708364,2109137,-43.50184359918603,-35.59190166569608,-7.909941933489954,1.7127222201964258,0,0,99097.90400842675,0.0,99097.90400842675,0.0,0.9909790400842671
2021-05-31,4010.2427864086394,4052.4000686640725,4010.2427864086394,4022.1878635833573,3567592,-42.38301339128384,-36.95012401081363,-5.432889380470208,2.477052553019746,0,0,99097.90400842675,0.0,99097.90400842675,0.0,0.9909790400842671
2021-06-01,4000.467225264212,4021.0058891117474,3997.2689202240513,4021.0058891117474,4019065,-41.117728275803984,-37.7836448638117,-3.3340834119922818,2.098805968477926,0,0,99097.90400842675,0.0,99097.90400842675,0.0,0.9909790400842671
2021-06-02,4019.7893620549444,4054.807761656165,3987.9896780768413,4012.2918337549845,1464535,-40.352968247682384,-38.297509540585835,-2.055458707096548,1.2786247048957335,0,0,99097.90400842675,0.0,99097.90400842675,0.0,0.9909790400842671
2021-06-03,3945.550085221569,3978.339328886784,3942.6581256685004,3956.3658295727323,2540808,-43.75526806642574,-39.38906124575382,-4.36620682067192,-2.3107481135753716,0,0,99097.90400842675,0.0,99097.90400842675,0.0,0.9909790400842671
2021-06-04,3928.903469891231,3962.71680176428,3914.171400434964,3930.6704273278433,3648191,-47.972027726669694,-41.105654541937,-6.866373184732694,-2.5001663640607745,0,0,99097.90400842675,0.0,99097.90400842675,0.0,0.9909790400842671
2021-06-07,3906.0629893788664,3915.2255020987977,3906.0629893788664,3915.2255020987977,2348894,-51.961140837991024,-43.2767518011478,-8.684389036843221,-1.818015852110527,0,0,99097.90400842675,0.0,99097.90400842675,0.0,0.9909790400842671
2021-06-08,3946.0990809400478,3989.17441275647,3946.0990809400478,3960.372107064985,2957686,-50.892926032316154,-44.79998664738147,-6.092939384934681,2.5914496519085404,0,0,99097.90400842675,0.0,99097.90400842675,0.0,0.9909790400842671
2021-06-09,3981.1651796676615,3981.1651796676615,3950.3799830660937,3976.858538319975,1056572,-48.16087232624932,-45.47216378315504,-2.688708543094279,3.404230841840402,0,0,99097.90400842675,0.0,99097.90400842675,0.0,0.9909790400842671
2021-06-10,3914.892582953184,3938.0841435935013,3908.9575723283097,3908.9575723283097,2896424,-50.88813383420711,-46.55535779336545,-4.332776040841658,-1.644067497747379,0,0,99097.90400842675,0.0,99097.90400842675,0.0,0.9909790400842671
2021-06-11,3919.8945953236093,3939.564639584294,3913.613806977091,3924.4195326784175,4550985,-51.211522693319694,-47.4865907733563,-3.724931919963396,0.6078441208782621,0,0,99097.90400842675,0.0,99097.90400842675,0.0,0.9909790400842671
2021-06-14,3891.122726197997,3933.9459771571437,3891.122726197997,3911.3918898133147,3513595,-51.92052510273743,-48.37337763923253,-3.547147463504899,0.17778445645849672,0,0,99097.90400842675,0.0,99097.90400842675,0.0,0.9909790400842671
2021-06-15,3882.3208244284115,3886.566855563639,3863.0875900743977,3886.566855563639,4967361,-53.8646690376936,-49.47163591892475,-4.393033118768855,-0.845885655263956,0,0,99097.90400842675,0.0,99097.90400842675,0.0,0.9909790400842671
2021-06-16,3916.227551116563,3916.227551116563,3908.5263330462662,3913.1611666787826,3133221,-52.6525328403668,-50.107815303213165,-2.5447175371536375,1.8483155816152177,0,0,99097.90400842675,0.0,99097.90400842675,0.0,0.9909790400842671
2021-06-17,3944.700762948721,3980.086690782003,3944.700762948721,3956.403103589987,1737550,-47.6533253784296,-49.616917318256455,1.9635919398268555,4.508309476980493,1,1,0.0,25.047474034813753,99097.90400842675,0.0,0.9909790400842671
2021-06-18,3996.9955504352474,3996.9955504352474,3945.7929641592377,3995.53031020094,1812802,-40.07225090933207,-47.70798403647158,7.63573312713951,5.672141187312654,0,1,0.0,25.047474034813753,100077.9417000694,0.009889590516054758,1.0007794170006934
2021-06-21,3963.5897058684177,3984.782286272891,3963.5897058684177,3963.711073505819,2798954,-36.21428550997098,-45.409244331171465,9.194958821200487,1.5592256940609772,0,1,0.0,25.047474034813753,99280.95019514074,-0.007963707999882885,0.9928095019514068
2021-06-22,3957.544827241108,3957.544827241108,3952.9649892081698,3952.9649892081698,2960350,-33.63620212954356,-43.05463589084589,9.418433761302325,0.22347494010183766,0,1,0.0,25.047474034813753,99011.78792771946,-0.0027111169553900583,0.990117879277194
2021-06-23,3968.6593562891044,3996.440115419591,3947.9275244260652,3967.7104357377716,1782533,-30.056742753576145,-40.455057263391936,10.39831450981579,0.979880748513466,0,1,0.0,25.047474034813753,99381.1241168014,0.003730224418849515,0.9938112411680132
2021-06-24,4000.298955083971,4008.0992689050545,3973.9849383940527,4008.0992689050545,1929090,-23.687894810301714,-37.10162477277389,13.413729962472175,3.0154154526563843,0,1,0.0,25.047474034813753,100392.76236685534,0.010179380229841106,1.0039276236685528
2021-06-25,3999.720185205124,4013.1605048225088,3985.134773261218,3990.171135071143,3802743,-19.858273681264563,-33.652954554472025,13.794680873207462,0.38095091073528664,0,1,0.0,25.047474034813753,99943.70790015778,-0.004472976498610781,0.9994370790015772
2021-06-28,3982.5920591072463,4008.2688575270417,3973.6305666902867,3983.855176827614,1387902,-17.1353902784399,-30.349441699265604,13.214051420825704,-0.580629452381757,0,1,0.0,25.047474034813753,99785.50910004802,-0.0015828790369455392,0.9978550910004795
2021-06-29,3940.3683786977704,3940.5835703373473,3935.769535702272,3940.5835703373473,2971402,-18.25866801301754,-27.931286962015996,9.672618948998455,-3.5414324718272496,0,1,0.0,25.047474034813753,98701.66466003838,-0.010861741847936424,0.9870166466003832
2021-06-30,3886.3208625437123,3916.600009677499,3885.6372375830215,3893.588385115007,2900302,-22.679556591884648,-26.880940887989727,4.201384296105079,-5.471234652893376,0,1,0.0,25.047474034813753,97524.55397842055,-0.011925945582297981,0.9752455397842048
2021-07-01,3923.3323762111186,3943.70773244246,3923.3323762111186,3926.8137498892397,2652332,-23.234302800267415,-26.151613270445267,2.9173104701778527,-1.2840738259272264,0,1,0.0,25.047474034813753,98356.76543990037,0.008533353166259694,0.983567654399003
2021-07-02,3974.6130039159893,3982.876523599778,3974.6130039159893,3981.658969240617,1684659,-19.02903742780518,-24.727098101917253,5.6980606741120745,2.780750203934222,0,1,0.0,25.047474034813753,99730.49964753764,0.013966850185579416,0.9973049964753756
2021-07-05,3977.8691827915354,3979.2455724779907,3977.8691827915354,3979.2455724779907,4236443,-15.709980397079107,-22.923674560949625,7.213694163870517,1.515633489758443,0,1,0.0,25.047474034813753,99670.05015479006,-0.0006061284457734573,0.9967005015478999
2021-07-06,4033.4866556349575,4033.4866556349575,3986.5696482814346,4019.725459321827,4216521,-9.701383711423205,-20.279216391044343,10.577832679621139,3.3641385157506214,0,1,0.0,25.047474034813753,100683.96906944325,0.010172754133047412,1.0068396906944317
2021-07-07,4023.3316769089583,4053.5576231676764,4023.3316769089583,4034.401276353103,1439717,-3.7125161892668075,-16.965876350688838,13.25336016142203,2.6755274818008914,0,1,0.0,25.047474034813753,101051.56121547382,0.0036509500909427395,1.0105156121547372
2021-07-08,3995.742479522814,4008.678978836274,3995.742479522814,4008.678978836274,1712494,-1.0299968078456914,-13.778700442120208,12.748703634274516,-0.5046565271475139,0,1,0.0,25.047474034813753,100407.28263630529,-0.0063757409724202185,1.0040728263630518
2021-07-09,4034.927093704195,4037.076953804584,4023.089793047448,4023.089793047448,3733112,2.233010642397403,-10.576358225216687,12.80936886761409,0.06066523333957363,0,1,0.0,25.047474034813753,100768.23713108018,0.0035949035298799004,1.007682371310801
2021-07-12,4082.7292530387604,4091.3123191836335,4049.241659811852,4084.439192700599,3500145,9.65801974933538,-6.529482630306273,16.187502379641654,3.3781335120275635,0,1,0.0,25.047474034813753,102304.8846259439,0.015249323979587226,1.023048846259438
2021-07-13,4077.24429696799,4108.819382973256,4075.4175121038634,4082.707553616081,2190897,15.227135222395646,-2.1781590597658895,17.405294282161535,1.2177919025198811,0,1,0.0,25.047474034813753,102261.51144093677,-0.00042396005983214025,1.0226151144093667
2021-07-14,4153.489291758169,4153.489291758169,4089.284019302965,4144.868754864518,4790918,24.37560202911436,3.1325931580101614,21.2430088711042,3.837714588942667,0,1,0.0,25.047474034813753,103818.49251517984,0.015225484664798117,1.0381849251517974
2021-07-15,4034.636310391875,4044.9936313197077,4034.636310391875,4039.529113600707,4167118,22.862257323543417,7.0785259911168135,15.783731332426605,-5.459277538677597,0,1,0.0,25.047474034813753,101180.00058578793,-0.025414469671731332,1.0118000058578784
2021-07-16,4086.600847906245,4098.84590278783,4048.3549952555263,4071.7308078939195,4166097,23.98484597563356,10.459789988020164,13.525055987613397,-2.2586753448132075,0,1,0.0,25.047474034813753,101986.57168747418,0.007971645552644402,1.019865716874741
2021-07-19,4079.938808941359,4093.4635769243578,4074.414506931741,4074.414506931741,3241105,24.8051196750107,13.328855925418273,11.476263749592428,-2.048792238020969,0,1,0.0,25.047474034813753,102053.79156944127,0.0006591052219411253,1.0205379156944119
2021-07-20,4057.569772954708,4080.1380984006328,4033.617888563577,4061.5331096322097,2320307,24.137528974844827,15.490590535303584,8.646938439541243,-2.8293253100511855,0,1,0.0,25.047474034813753,101731.14510504913,-0.003161533338745137,1.0173114510504906
2021-07-21,4081.695736273661,4085.8888180735066,4017.6424071198694,4064.16044286681,3322024,23.54900410910068,17.102273250063003,6.446730859037675,-2.2002075805035677,0,1,0.0,25.047474034813753,101796.9531660236,0.0006468821412215497,1.0179695316602353
2021-07-22,3978.667862290554,3983.4935853111756,3962.156724114851,3983.4935853111756,3564695,16.384581413733486,16.958734882797103,-0.5741534690636172,-7.0208843281012925,-1,0,99776.45214592881,0.0,99776.45214592881,-0.01984834474170849,0.9977645214592874
2021-07-23,3979.319980076142,4000.3781373871243,3922.25515554637,3973.4226629377363,1893441,9.78133242986678,15.52325439221104,-5.741921962344261,-5.167768493280644,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-07-26,3988.690438219291,4010.4706434308637,3986.3042956214467,3986.3042956214467,1481127,5.523973212946657,13.523398156358164,-7.999424943411507,-2.257502981067246,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-07-27,4054.4277732586165,4054.4277732586165,3990.012910552903,4043.899551226591,3578515,6.719977427873346,12.162714010661201,-5.442736582787855,2.5566883606236512,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-07-28,4034.0911857643946,4034.0911857643946,4010.0394715259877,4021.531851735437,3860074,5.796118919727633,10.889394992474488,-5.093276072746855,0.3494605100410002,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-07-29,3987.6953764454056,3998.6187903454284,3934.052075402141,3987.4401471876827,1925337,2.286679339226339,9.168851861824859,-6.88217252259852,-1.7888964498516646,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-07-30,3959.528849550596,3974.7339878418206,3947.2569889229985,3965.504213028654,2559366,-2.238815699085535,6.88731834964278,-9.126134048728314,-2.2439615261297945,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-02,4003.8223012238313,4018.8202572939977,4000.1423930866117,4000.1423930866117,2095589,-2.995758237879727,4.9107030321382785,-7.9064612700180055,1.2196727787103088,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-03,4005.7668727315568,4051.9449122254982,4005.7668727315568,4011.2037816396064,1641629,-2.672274721449412,3.3941074814207406,-6.066382202870153,1.8400790671478529,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-04,4003.873561890872,4021.34840538732,3958.634815416346,3987.815528031617,1914217,-4.254109579339456,1.8644640692687013,-6.118573648608157,-0.05219144573800438,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-05,4007.1347437309378,4007.1347437309378,3993.3976768285766,4006.040811513876,4864708,-3.9910902348929085,0.6933532084363794,-4.684443443329288,1.4341302052788691,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-06,4004.584549868279,4031.9999158067308,3995.8510876921405,4007.5126113164165,2195402,-3.6221299068774897,-0.16974341462639442,-3.452386492251095,1.2320569510781927,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-09,4045.2365577864844,4082.7435110542906,4041.16770770313,4043.742958413686,1631872,-0.4016104523038848,-0.21611682216189249,-0.18549363014199233,3.2668928621091027,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-10,4002.23087522474,4032.84355201288,3973.5775905525966,4013.043026749436,1078113,-0.3228320898592756,-0.23745987570136912,-0.08537221415790647,0.10012141598408586,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-11,3989.450721896058,4031.0143174865243,3989.450721896058,3997.218228587831,3586999,-1.519809213771623,-0.49392974331541994,-1.025879470456203,-0.9405072562982966,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-12,3988.269206233241,4030.684415855294,3912.980796146533,3978.7169918077593,2921792,-3.9161741769139553,-1.178378630035127,-2.737795546878828,-1.711916076422625,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-13,3912.1163898071723,3949.065330290735,3893.173939608746,3917.2628449112713,4181010,-10.651364436908352,-3.0729757914097724,-7.578388645498579,-4.840593098619751,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-16,3917.878928366578,3942.7718318853235,3904.736124855583,3926.099481699564,1167809,-15.10192293741693,-5.478765220611205,-9.623157716805725,-2.0447690713071456,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-17,3937.66274166234,3965.7952497445785,3933.440957828496,3933.440957828496,2559764,-17.83108124020964,-7.949228424530892,-9.88185281567875,-0.2586950988730248,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-18,3939.775028505817,3945.0930544747357,3919.107701193795,3930.454316480289,2539219,-20.00435806658288,-10.36025435294129,-9.644103713641591,0.23774910203715827,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-19,3923.424790042283,3930.0129816870367,3878.5044837467817,3917.7913718876557,1286268,-22.48924736453182,-12.786052955259397,-9.703194409272424,-0.05909069563083236,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-20,3865.4961444171886,3865.4961444171886,3827.2379972329772,3857.811016945778,1395412,-28.964567894019638,-16.021755943011446,-12.942811951008192,-3.239617541735768,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-23,3831.727417039593,3879.046755512533,3829.8354743414984,3837.5358736423564,4993687,-35.3251345223066,-19.882431658870477,-15.442702863436121,-2.4998909124279294,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-24,3809.4329877976415,3820.296464323825,3807.3252714980104,3820.296464323825,3489667,-41.2811423445537,-24.162173796007124,-17.118968548546576,-1.6762656851104545,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-25,3795.9592791058326,3824.946143635905,3762.282859848555,3784.5953982449905,1096651,-48.3250381620669,-28.994746669219083,-19.33029149284782,-2.2113229443012443,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-26,3772.0213603813863,3795.2141934313318,3754.0594382651675,3774.457242891092,2295125,-54.10178900843994,-34.01615513706326,-20.08563387137668,-0.7553423785288587,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-27,3784.958497783342,3786.8582359317547,3784.958497783342,3786.8582359317547,1085395,-57.021935793569355,-38.61731126836448,-18.404624525204873,1.6810093461718054,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-30,3868.722396387997,3877.1410368217626,3836.9098625388647,3858.4727944638153,3632785,-52.947135177724704,-41.483276050236526,-11.463859127488178,6.940765397716696,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-08-31,3865.849534824503,3865.849534824503,3848.2682042274428,3861.5537107108835,4008128,-48.90547032021459,-42.96771490423214,-5.937755415982451,5.526103711505726,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-09-01,3871.4134115186116,3891.5873981624095,3867.8867669569076,3867.8867669569076,2869085,-44.67639541427525,-43.309451006240764,-1.3669444080344846,4.570811007947967,0,0,99776.45214592881,0.0,99776.45214592881,0.0,0.9977645214592874
2021-09-02,3877.5934104822068,3889.547271612312,3821.809863561013,3860.8758001607666,4538301,-41.413164330233485,-42.93019367103931,1.517029340805827,2.8839737488403117,1,1,0.0,25.842958258790432,99776.45214592881,0.0,0.9977645214592874
2021-09-03,3775.1652414261753,3780.1747518124353,3733.690079403126,3780.030278217019,4867488,-44.833772333061006,-43.31090940344365,-1.5228629296173537,-3.0398922704231808,-1,0,97687.1646969264,0.0,97687.1646969264,-0.020939684705833295,0.9768716469692633
2021-09-06,3781.821019994534,3788.472465866278,3774.8161681606352,3774.8161681606352,4682071,-47.41875009096475,-44.132477540947875,-3.286272550016875,-1.7634096203995213,0,0,97687.1646969264,0.0,97687.1646969264,0.0,0.9768716469692633
2021-09-07,3773.4458564810793,3821.200013299777,3748.8939323573045,3773.015633657959,1365837,-49.04726533066423,-45.11543509889115,-3.931830231773084,-0.645557681756209,0,0,97687.1646969264,0.0,97687.1646969264,0.0,0.9768716469692633
2021-09-08,3869.3595563791246,3869.3595563791246,3849.526694319396,3867.282112148107,2133859,-42.244391347389865,-44.54122634859089,2.296835001201025,6.228665232974109,1,1,0.0,25.259901363302774,97687.1646969264,0.0,0.9768716469692633
2021-09-09,3867.0590870356914,3867.0590870356914,3828.6500788995854,3855.2737586052817,2093060,-37.39101809499425,-43.111184697871565,5.720166602877313,3.4233316016762885,0,1,0.0,25.259901363302774,97383.83487089897,-0.0031051144433202893,0.973838348708989
2021-09-10,3866.897322926756,3903.1808665032904,3846.366883343486,3862.973810473618,3698954,-32.54816006336341,-40.99857977096993,8.450419707606521,2.730253104729208,0,1,0.0,25.259901363302774,97578.33742158546,0.0019972775866172743,0.9757833742158538
