date,open,high,low,close,volume,volume_ma,volume_ratio,resistance,support,price_breakout,price_breakdown,volume_breakout,signal,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-06-21,3911.109363529136,3958.585215233758,3872.3273790346907,3907.489416161382,108446811,101516679.4,1.0682659405425745,4055.464169874023,3795.5004491031814,False,False,False,0,0,-0.0,0.0,0.0,-0.008210637966493017,1.0,0.9438679885006992
2021-06-22,3885.5832880987828,3933.0686644373814,3885.5832880987828,3896.236673015977,56981385,93677509.35,0.6082717761752704,4021.846055401222,3795.5004491031814,False,False,False,0,0,-0.0,0.0,0.0,-0.002879788515578241,1.0,0.941149848307193
2021-06-23,3917.131832258316,3917.131832258316,3890.7541346270937,3910.4982646847493,62790725,89123916.1,0.7045328319005498,4021.846055401222,3795.5004491031814,False,False,False,0,0,0.0,0.0,0.0,0.0036603504524104213,1.0,0.9445947865802302
2021-06-24,3940.688165124976,3950.426149790753,3940.688165124976,3950.426149790753,123079687,92451542.45,1.331288626867036,4021.846055401222,3795.5004491031814,False,False,False,0,0,0.0,0.0,0.0,0.010210434170649707,1.0,0.9542395094665466
2021-06-25,3936.4034172491492,3950.689410092331,3891.3536178037184,3932.0600641923384,77449654,90833090.65,0.8526590193702717,4021.846055401222,3795.5004491031814,False,False,False,0,0,-0.0,0.0,0.0,-0.004649140346386971,1.0,0.9498031160629691
2021-06-28,3930.240841388704,3938.806799357668,3888.7693033958944,3925.3292266108792,42521035,90824433.15,0.4681673589944117,3999.463623087986,3795.5004491031814,False,False,False,0,0,-0.0,0.0,0.0,-0.0017117840194644796,1.0,0.948177258267255
2021-06-29,3876.2566051455606,3900.2138136589792,3854.9624441742076,3881.6658759273723,138435946,96770763.45,1.4305554804424765,3976.708247290066,3795.5004491031814,False,False,False,0,0,-0.0,0.0,0.0,-0.011123487524944742,1.0,0.9376302203634829
2021-06-30,3838.765462339323,3849.4778654115667,3824.313084576545,3834.3021309264655,145901370,101440362.25,1.4382970127849677,3976.708247290066,3795.5004491031814,False,False,False,0,0,-0.0,0.0,0.0,-0.012201911889078043,1.0,0.9261893390300708
2021-07-01,3869.1965114769464,3888.572333201133,3843.1847194886936,3867.1821561300153,109405069,98685764.6,1.1086205740356598,3958.585215233758,3795.5004491031814,False,False,False,0,0,0.0,0.0,0.0,0.008575230662797306,1.0,0.9341316262496775
2021-07-02,3917.4789205108905,3961.8499262533755,3917.4789205108905,3921.705278414214,161689706,102160159.1,1.5827080480731164,3958.585215233758,3795.5004491031814,False,False,False,0,0,0.0,0.0,0.0,0.014098927871233569,1.0,0.9473018806704098
2021-07-05,3911.0879983066125,3941.8819775033962,3911.0879983066125,3918.993035872996,32471472,100672973.9,0.3225440825087218,3961.8499262533755,3795.5004491031814,False,False,False,0,0,-0.0,0.0,0.0,-0.0006915977485983937,1.0,0.9466467288224951
2021-07-06,3943.6564787252746,3959.1973234962647,3943.6564787252746,3959.1973234962647,134676447,100832162.25,1.3356496974257834,3961.8499262533755,3795.5004491031814,False,False,False,0,0,0.0,0.0,0.0,0.0102588310964713,1.0,0.9563582177215122
2021-07-07,3976.3995230016276,4012.6131721876586,3973.6207696215292,3973.6207696215292,57131852,100312198.6,0.5695404227736666,3961.8499262533755,3795.5004491031814,True,False,False,0,0,0.0,0.0,0.0,0.003643022801532725,1.0,0.9598422525151049
2021-07-08,3935.314650052349,3991.895324369551,3935.314650052349,3947.669297767484,85642191,94289345.1,0.9082912911227762,4012.6131721876586,3795.5004491031814,False,False,False,0,0,-0.0,0.0,0.0,-0.006530938244647122,1.0,0.9535735820393257
2021-07-09,3962.62957240724,4036.1999707648815,3925.882508985383,3961.8740889806377,68130204,94634199.5,0.7199321636360436,4012.6131721876586,3795.5004491031814,False,False,False,0,0,0.0,0.0,0.0,0.003598272839416161,1.0,0.9570047999599626
2021-07-12,4020.9208325711975,4023.0405582878125,4020.9208325711975,4023.0405582878125,177626819,100993016.8,1.758802980920558,4036.1999707648815,3795.5004491031814,False,False,False,0,0,0.0,0.0,0.0,0.01543877163519669,1.0,0.9717797785203315
2021-07-13,4026.610877996163,4038.0957802598714,3996.918445383886,4021.1490093987754,28481146,97934061.4,0.29081961467596196,4036.1999707648815,3795.5004491031814,False,False,False,0,0,-0.0,0.0,0.0,-0.000470178926021636,1.0,0.9713228681477373
2021-07-14,4080.7066276929704,4083.1732358920476,4080.7066276929704,4083.1732358920476,182542601,102337695.2,1.7837278887633186,4038.0957802598714,3824.313084576545,True,False,False,0,0,0.0,0.0,0.0,0.015424503381570975,1.0,0.9863050410120793
2021-07-15,3975.0985543594506,4000.653975274059,3975.0985543594506,3977.7194560984935,289194978,110345108.8,2.6208228089580716,4083.1732358920476,3824.313084576545,False,False,True,0,0,-0.0,0.0,0.0,-0.025826428050270023,1.0,0.9608323048347622
2021-07-16,4015.699089814989,4015.699089814989,4006.956452608595,4009.8297359890803,113912350,109825572.4,1.0372115301627145,4083.1732358920476,3824.313084576545,False,False,False,0,0,0.0,0.0,0.0,0.008072535090768218,1.0,0.9685886573318846
2021-07-19,4015.1334230158673,4063.070551953386,3970.391013686956,4012.4446194438674,35778936,106192178.65,0.3369262826589536,4083.1732358920476,3824.313084576545,False,False,False,0,0,0.0,0.0,0.0,0.0006521183259522445,1.0,0.9692202917456402
2021-07-20,4002.0458091036608,4002.0458091036608,3969.1562910992657,3999.51686693699,56940619,106190140.35,0.536213803017165,4083.1732358920476,3824.313084576545,False,False,False,0,0,-0.0,0.0,0.0,-0.003221914252530933,1.0,0.9660975470738227
2021-07-21,4005.876284397563,4005.876284397563,4002.1201538401297,4002.1201538401297,41719437,105136575.95,0.3968118290236177,4083.1732358920476,3824.313084576545,False,False,False,0,0,0.0,0.0,0.0,0.000650900343654115,1.0,0.9667263802992164
2021-07-22,3909.4080514738907,3923.975559278911,3906.371008221032,3921.4513943612765,229888289,110477006.05,2.08087001286002,4083.1732358920476,3824.313084576545,False,False,True,0,0,-0.0,0.0,0.0,-0.020156506146235875,1.0,0.9472405540729869
2021-07-23,3917.3207444317763,3917.3207444317763,3901.222555358155,3911.400537132982,55276355,109368341.1,0.5054145874760827,4083.1732358920476,3824.313084576545,False,False,False,0,0,-0.0,0.0,0.0,-0.0025630452140109616,1.0,0.944812733704353
2021-07-26,3929.1310639109765,3950.83477208026,3924.324011921177,3924.324011921177,60750321,110279805.4,0.5508743942705578,4083.1732358920476,3824.313084576545,False,False,False,0,0,0.0,0.0,0.0,0.0033040530279384583,1.0,0.9479344450779837
2021-07-27,3973.8858545966204,3981.9826838224726,3973.8858545966204,3981.9826838224726,176634830,112189749.6,1.5744293095382753,4083.1732358920476,3824.313084576545,False,False,False,0,0,0.0,0.0,0.0,0.01469263794889053,1.0,0.961862102678797
2021-07-28,3957.766788724878,3972.1422761760637,3953.3404779824355,3959.699759510696,89154589,109352410.55,0.8152960556752903,4083.1732358920476,3824.313084576545,False,False,False,0,0,-0.0,0.0,0.0,-0.0055959370195920455,1.0,0.9564795829306741
2021-07-29,3925.405342965836,3925.7139613014774,3909.840957726662,3925.7139613014774,113337628,109549038.5,1.0345835029852863,4083.1732358920476,3843.1847194886936,False,False,False,0,0,-0.0,0.0,0.0,-0.008582923017733557,1.0,0.9482701923023462
2021-07-30,3902.8546993417845,3909.36447838448,3886.089970889908,3903.9048246328316,79489438,105439025.1,0.7538901078098076,4083.1732358920476,3901.222555358155,False,False,False,0,0,-0.0,0.0,0.0,-0.005555457397974917,1.0,0.9430021176472411
2021-08-02,3941.3203833000066,3982.8703016730915,3938.690441181973,3938.690441181973,116794406,109655171.8,1.065106224200909,4083.1732358920476,3886.089970889908,False,False,False,0,0,0.0,0.0,0.0,0.008910467368377306,1.0,0.9514047072448475
2021-08-03,3961.22720860903,3968.89205095146,3949.002657972846,3949.919641078745,52351259,105538912.4,0.49603750701527977,4083.1732358920476,3886.089970889908,False,False,False,0,0,0.0,0.0,0.0,0.00285099833674729,1.0,0.9541171604827761
2021-08-04,3935.214886245568,3935.214886245568,3909.8874153936817,3926.7192976752963,93764184,107370529.0,0.8732767256832645,4083.1732358920476,3886.089970889908,False,False,False,0,0,-0.0,0.0,0.0,-0.005873624152290979,1.0,0.9485130348848492
2021-08-05,3934.798493403021,3956.3722468743135,3934.798493403021,3945.1523025478477,73888637,106782851.3,0.6919522760486543,4083.1732358920476,3886.089970889908,False,False,False,0,0,0.0,0.0,0.0,0.004694250715467252,1.0,0.9529655928774874
2021-08-06,3951.7617712797764,3959.047439320134,3932.464389379972,3946.851335735456,29452564,104848969.3,0.28090465930789077,4083.1732358920476,3886.089970889908,False,False,False,0,0,0.0,0.0,0.0,0.0004306635225490574,1.0,0.9533760003965841
2021-08-09,3993.9152725959934,4004.6913107619116,3954.41588389755,3983.32811767954,118908969,101913076.8,1.1667685122818312,4083.1732358920476,3886.089970889908,False,False,False,0,0,0.0,0.0,0.0,0.00924199541386761,1.0,0.9621870970199408
2021-08-10,3955.951526404124,3955.951526404124,3926.03416841308,3952.893500629283,98186729,105398355.95,0.931577424666651,4083.1732358920476,3886.089970889908,False,False,False,0,0,-0.0,0.0,0.0,-0.007640499640282239,1.0,0.9548355068512757
2021-08-11,3945.9437133288866,3960.8303532479326,3906.272267779638,3937.352564179735,62149205,99378686.15,0.6253776076913852,4083.1732358920476,3886.089970889908,False,False,False,0,0,-0.0,0.0,0.0,-0.003931534317095586,1.0,0.9510815382889086
2021-08-12,3934.9261858483396,3934.9261858483396,3902.0578493772555,3919.153392759504,77784272,88808150.85,0.875868614034992,4063.070551953386,3886.089970889908,False,False,False,0,0,-0.0,0.0,0.0,-0.004622184862437484,1.0,0.9466854635996859
2021-08-13,3865.9181429268574,3865.9181429268574,3858.0191608388286,3858.0191608388286,182357532,92230409.95,1.9771952883963084,4063.070551953386,3886.089970889908,False,True,False,-1,0,-0.0,0.0,0.0,-0.015598836226624613,1.0,0.9319182720948682
2021-08-16,3869.1214468218104,3869.353530993812,3840.024325179573,3867.193197811367,46036704,92743298.35,0.49638847031581773,4063.070551953386,3858.0191608388286,False,False,False,0,0,0.0,0.0,0.0,0.0023779137920465487,1.0,0.9341342934071428
2021-08-17,3882.9883888122304,3898.7842086596283,3866.916130647039,3874.88918476153,48483934,92320464.1,0.5251699552493909,4005.876284397563,3840.024325179573,False,False,False,0,0,0.0,0.0,0.0,0.0019900704610564812,1.0,0.9359932864711122
2021-08-18,3873.395871068306,3884.32876598222,3847.9425543383036,3872.2737803539194,37945533,92131768.9,0.41186154844357925,4005.876284397563,3840.024325179573,False,False,False,0,0,-0.0,0.0,0.0,-0.0006749623751554079,1.0,0.9353615262193462
2021-08-19,3860.1829359988546,3860.1829359988546,3843.394446947194,3859.9984045809656,61096124,83692160.65,0.7300101171423156,4004.6913107619116,3840.024325179573,False,False,False,0,0,-0.0,0.0,0.0,-0.0031700691813768556,1.0,0.9323963654716326
2021-08-20,3797.7505021376974,3800.421546604077,3760.32631617282,3800.421546604077,187134977,90285091.75,2.0727118217720593,4004.6913107619116,3840.024325179573,False,True,True,-1,0,-0.0,0.0,0.0,-0.015434425544369135,1.0,0.9180053631909203
2021-08-23,3792.3865883671797,3795.662725528777,3765.054923162483,3780.565415418372,75847458,91039948.6,0.8331228121980728,4004.6913107619116,3760.32631617282,False,False,False,0,0,-0.0,0.0,0.0,-0.0052247180851418,1.0,0.9132090439675995
2021-08-24,3757.5993730252317,3773.5634391559342,3748.8235281155576,3763.760111358962,65280110,85472212.6,0.7637582790269314,4004.6913107619116,3760.32631617282,False,False,False,0,0,-0.0,0.0,0.0,-0.004445182720783647,1.0,0.9091496629048914
2021-08-25,3739.93470296328,3739.93470296328,3727.3946285599613,3728.507812895896,126832330,87356099.65,1.45190010208978,4004.6913107619116,3748.8235281155576,False,True,False,0,0,-0.0,0.0,0.0,-0.009366244771199739,1.0,0.9006343446284705
2021-08-26,3722.5504702527064,3722.5504702527064,3711.8278720116978,3718.8326482066404,50964840,84237460.25,0.6050139670491786,4004.6913107619116,3727.3946285599613,False,True,False,0,0,-0.0,0.0,0.0,-0.002594916029354133,1.0,0.8982972741310072
2021-08-27,3721.2667965541236,3755.8950254089737,3698.15501433916,3731.7104073853775,59702430,83248109.85,0.7171625891275417,4004.6913107619116,3711.8278720116978,False,False,False,0,0,0.0,0.0,0.0,0.0034628498770836735,1.0,0.9014079427363164
2021-08-30,3806.6119917750534,3806.6119917750534,3803.815051946018,3803.815051946018,221024164,88459597.75,2.498588843063103,4004.6913107619116,3698.15501433916,False,False,True,0,0,0.0,0.0,0.0,0.019322143652395596,1.0,0.9188250764952779
2021-08-31,3791.4076335108684,3817.1441149861093,3791.4076335108684,3807.39891078658,37744316,87729250.6,0.43023638913883533,4004.6913107619116,3698.15501433916,False,False,False,0,0,0.0,0.0,0.0,0.0009421748406850394,1.0,0.9196907703653423
2021-09-01,3819.0189799149607,3867.0734110895414,3806.5881631874845,3814.247295392073,45836732,85332878.0,0.5371520693348699,4004.6913107619116,3698.15501433916,False,False,False,0,0,0.0,0.0,0.0,0.0017987042508444961,1.0,0.9213450220634609
2021-09-02,3814.505069097314,3814.505069097314,3796.1654528753115,3807.7635647227717,51696075,84223249.9,0.6137981502896149,4004.6913107619116,3698.15501433916,False,False,False,0,0,-0.0,0.0,0.0,-0.0016998716043226114,1.0,0.9197788538226712
2021-09-03,3723.0407393993687,3727.4567017528057,3706.624739314893,3727.4567017528057,238829183,94692080.85,2.5221663824066236,4004.6913107619116,3698.15501433916,False,False,True,0,0,-0.0,0.0,0.0,-0.021090296601914416,1.0,0.9003804449873822
2021-09-06,3723.712066749984,3748.5462658925217,3715.6779696490516,3722.7921819567796,42143586,90853811.7,0.46386150686950206,4004.6913107619116,3698.15501433916,False,False,False,0,0,-0.0,0.0,0.0,-0.0012513947630384825,1.0,0.8992537136137828
2021-09-07,3736.096666812745,3736.096666812745,3719.236650765604,3721.5516710864663,29408233,87414886.9,0.33642133557459303,3960.8303532479326,3698.15501433916,False,False,False,0,0,-0.0,0.0,0.0,-0.0003332205531981769,1.0,0.8989540637938669
2021-09-08,3812.527851191483,3821.7646773360475,3771.6047786291424,3816.388102601634,275361515,98075502.4,2.807648273642695,3960.8303532479326,3698.15501433916,False,False,True,0,0,0.0,0.0,0.0,0.025483035007137556,1.0,0.9218621416713345
2021-09-09,3796.900921560455,3804.9591217253255,3783.2944295477073,3804.9591217253255,61880796,97280328.6,0.6361080075545715,3934.9261858483396,3698.15501433916,False,False,False,0,0,-0.0,0.0,0.0,-0.0029947113786769064,1.0,0.9191014306261
2021-09-10,3824.5473490594063,3824.5473490594063,3796.94682889824,3813.2474506750086,49435590,90634231.5,0.5454406043041254,3898.7842086596283,3698.15501433916,False,False,False,0,0,0.0,0.0,0.0,0.002178296450639605,1.0,0.9211035060102105
2021-09-13,3822.995935849043,3849.909381512091,3801.50208536872,3808.0486807256234,41410865,90402939.55,0.4580698946973567,3898.7842086596283,3698.15501433916,False,False,False,0,0,-0.0,0.0,0.0,-0.0013633445027190216,1.0,0.9198477246088563
