date,open,high,low,close,volume,ma5,ma20,ma50,volume_ma,volume_ratio,price_change,volume_change,price_volume_rise,price_volume_fall,price_rise_volume_fall,price_fall_volume_fall,ma_ascending,ma_descending,signal,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-06-03,3911.9398096505834,3917.855249439075,3907.9475123072484,3907.9475123072484,164497022,3957.9227212928927,4011.782401264153,,96295350.5,1.7082550834061299,-0.014304839024038118,2.1327160621964136,False,True,False,False,False,False,0,0,-0.0,0.0,0.0,-0.014304839024038118,1.0,0.9439786432566533
2021-06-04,3889.484930343552,3889.484930343552,3854.7213520734117,3881.484565071228,92201816,3940.8939011380085,4002.0103470762588,,98600707.45,0.9351029864238565,-0.006771571816837518,-0.43949249123792644,False,False,False,True,False,False,0,0,-0.0,0.0,0.0,-0.006771571816837518,1.0,0.93758642408028
2021-06-07,3860.207209720687,3898.472980779682,3858.9617200115795,3865.2926558602385,62215176,3918.713870039952,3993.533615550214,,95034244.45,0.6546606053435089,-0.004171576349085049,-0.32522830136013803,False,False,False,True,False,False,0,0,-0.0,0.0,0.0,-0.004171576349085049,1.0,0.9336752107283635
2021-06-08,3916.3949905577565,3925.086401598988,3906.1447979777336,3909.7130936195754,131492680,3905.819836326076,3986.332998247063,,97874535.6,1.343482032317301,0.011492127948446562,1.113514554712503,True,False,False,False,False,False,0,0,0.0,0.0,0.0,0.011492127948446562,1.0,0.9444051257123466
2021-06-09,3916.92165724632,3925.49441810821,3916.92165724632,3925.49441810821,67531125,3897.9864489933,3980.93285702366,,97621250.25,0.691766647395504,0.004036440554778586,-0.48642673493307764,False,False,True,False,False,False,0,0,0.0,0.0,0.0,0.004036440554778586,1.0,0.9482171608619127
2021-06-10,3863.7768455449145,3904.936660611386,3829.552480220323,3856.90963721395,206099261,3887.7788739746406,3972.5007257761695,4095.5621783045935,105470927.4,1.9540859844567935,-0.017471628689084362,2.0519151132163134,False,True,False,False,False,True,0,0,-0.0,0.0,0.0,-0.017471628689084362,1.0,0.9316502627107155
2021-06-11,3873.039917509586,3884.2789590795287,3871.7092935718265,3871.7092935718265,61233116,3885.82381967476,3965.829664270385,4090.198992853621,104777822.0,0.5844091319248839,0.0038371799575183108,-0.7028950239661461,False,False,True,False,False,True,-1,0,0.0,0.0,0.0,0.0038371799575183108,1.0,0.9352251724262057
2021-06-14,3862.30999601847,3884.4462625682145,3835.8977351604362,3858.041064167466,50450473,3884.3735013362057,3954.59220207696,4084.5715239468063,96676358.95,0.5218491216254064,-0.0035302829752877907,-0.17609169195309282,False,False,False,True,False,True,0,0,-0.0,0.0,0.0,-0.0035302829752877907,1.0,0.9319235629219289
2021-06-15,3823.5861931985123,3832.597354750065,3795.5004491031814,3832.597354750065,89660254,3868.9503535623035,3941.935088832245,4077.815893315294,99735212.35,0.8989829357895783,-0.006594981492995533,0.7771935260151079,False,True,False,False,False,True,0,0,-0.0,0.0,0.0,-0.006594981492995533,1.0,0.9257775442715723
2021-06-16,3851.687659065651,3877.1764493798855,3851.687659065651,3858.5950832508,94469925,3855.5704865908215,3932.5228740699217,4070.2610950074136,98521970.55,0.9588716554553324,0.006783318489878454,0.05364328992420653,True,False,False,False,False,True,0,0,0.0,0.0,0.0,0.006783318489878454,1.0,0.9320573882051439
2021-06-17,3905.9225867812615,3919.035095553723,3901.2626984406056,3901.2626984406056,129046706,3864.4410988361524,3923.43266608035,4063.646756325464,99419647.9,1.298000030434628,0.011057811008730933,0.3660083460424044,True,False,False,False,False,True,0,0,0.0,0.0,0.0,0.011057811008730933,1.0,0.9423639026532078
2021-06-18,3932.3653246150993,3939.837999622918,3932.3653246150993,3939.837999622918,124303078,3878.0668400463705,3918.550825286292,4057.8915453488903,98753688.5,1.2587183313157968,0.00988790147295937,-0.03675900103951513,False,False,True,False,False,True,0,0,0.0,0.0,0.0,0.00988790147295937,1.0,0.9516819040743162
2021-06-21,3911.109363529136,3958.585215233758,3872.3273790346907,3907.489416161382,108446811,3887.956510445154,3911.4760132333913,4050.1268764161227,101516679.4,1.0682659405425745,-0.008210637966493017,-0.12756133842478146,False,False,False,True,False,True,0,0,-0.0,0.0,0.0,-0.008210637966493017,1.0,0.9438679885006992
2021-06-22,3885.5832880987828,3933.0686644373814,3885.5832880987828,3896.236673015977,56981385,3900.6843740983363,3907.6044287763607,4041.4247048266657,93677509.35,0.6082717761752704,-0.002879788515578241,-0.4745683669757703,False,False,False,True,False,True,0,0,-0.0,0.0,0.0,-0.002879788515578241,1.0,0.941149848307193
2021-06-23,3917.131832258316,3917.131832258316,3890.7541346270937,3910.4982646847493,62790725,3911.0650103851267,3906.9532268629036,4033.2855045613765,89123916.1,0.7045328319005498,0.0036603504524104213,0.1019515408409255,True,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0036603504524104213,1.0,0.9445947865802302
2021-06-24,3940.688165124976,3950.426149790753,3940.688165124976,3950.426149790753,123079687,3920.8977006551554,3907.76009868971,4025.4136776741543,92451542.45,1.331288626867036,0.010210434170649707,0.9601571251168066,True,False,False,False,False,False,0,0,0.0,0.0,0.0,0.010210434170649707,1.0,0.9542395094665466
2021-06-25,3936.4034172491492,3950.689410092331,3891.3536178037184,3932.0600641923384,77449654,3919.3421135690396,3906.031668607045,4017.448874147353,90833090.65,0.8526590193702717,-0.004649140346386971,-0.37073569255989414,False,False,False,True,False,False,0,0,-0.0,0.0,0.0,-0.004649140346386971,1.0,0.9498031160629691
2021-06-28,3930.240841388704,3938.806799357668,3888.7693033958944,3925.3292266108792,42521035,3922.9100756589396,3903.4884893700632,4009.6264389926155,90824433.15,0.4681673589944117,-0.0017117840194644796,-0.45098482944804374,False,False,False,True,False,False,0,0,-0.0,0.0,0.0,-0.0017117840194644796,1.0,0.948177258267255
2021-06-29,3876.2566051455606,3900.2138136589792,3854.9624441742076,3881.6658759273723,138435946,3919.9959162412183,3898.862620056984,4000.6424016173637,96770763.45,1.4305554804424765,-0.011123487524944742,2.2557049940106113,False,True,False,False,False,False,0,0,-0.0,0.0,0.0,-0.011123487524944742,1.0,0.9376302203634829
2021-06-30,3838.765462339323,3849.4778654115667,3824.313084576545,3834.3021309264655,145901370,3904.7566894895617,3892.344658864702,3992.1478239910166,101440362.25,1.4382970127849677,-0.012201911889078043,0.05392691866316279,False,True,False,False,False,False,0,0,-0.0,0.0,0.0,-0.012201911889078043,1.0,0.9261893390300708
2021-07-01,3869.1965114769464,3888.572333201133,3843.1847194886936,3867.1821561300153,109405069,3888.107890757414,3890.3063910558403,3985.5978096253048,98685764.6,1.1086205740356598,0.008575230662797306,-0.25014364841125203,False,False,True,False,False,True,0,0,0.0,0.0,0.0,0.008575230662797306,1.0,0.9341316262496775
2021-07-02,3917.4789205108905,3961.8499262533755,3917.4789205108905,3921.705278414214,161689706,3886.0369336017893,3892.31742672299,3980.4960760676977,102160159.1,1.5827080480731164,0.014098927871233569,0.4778995843419285,True,False,False,False,False,True,0,0,0.0,0.0,0.0,0.014098927871233569,1.0,0.9473018806704098
2021-07-05,3911.0879983066125,3941.8819775033962,3911.0879983066125,3918.993035872996,32471472,3884.7696954542125,3895.0024457236277,3976.0593521461037,100672973.9,0.3225440825087218,-0.0006915977485983937,-0.7991741539810827,False,False,False,True,False,True,0,0,-0.0,0.0,0.0,-0.0006915977485983937,1.0,0.9466467288224951
2021-07-06,3943.6564787252746,3959.1973234962647,3943.6564787252746,3959.1973234962647,134676447,3900.275984967991,3897.476657217462,3972.085347923641,100832162.25,1.3356496974257834,0.0102588310964713,3.147531316104179,True,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0102588310964713,1.0,0.9563582177215122
2021-07-07,3976.3995230016276,4012.6131721876586,3973.6207696215292,3973.6207696215292,57131852,3928.139712707004,3899.882974793128,3969.0373464330532,100312198.6,0.5695404227736666,0.003643022801532725,-0.5757843834415977,False,False,True,False,False,False,-1,0,0.0,0.0,0.0,0.003643022801532725,1.0,0.9598422525151049
2021-07-08,3935.314650052349,3991.895324369551,3935.314650052349,3947.669297767484,85642191,3944.2371410344977,3904.420957820805,3966.512395785143,94289345.1,0.9082912911227762,-0.006530938244647122,0.4990270401176562,False,True,False,False,False,False,0,0,-0.0,0.0,0.0,-0.006530938244647122,1.0,0.9535735820393257
2021-07-09,3962.62957240724,4036.1999707648815,3925.882508985383,3961.8740889806377,68130204,3952.2709031477825,3908.9291975912456,3963.012421564161,94634199.5,0.7199321636360436,0.003598272839416161,-0.2044785028911743,False,False,True,False,False,False,0,0,0.0,0.0,0.0,0.003598272839416161,1.0,0.9570047999599626
2021-07-12,4020.9208325711975,4023.0405582878125,4020.9208325711975,4023.0405582878125,177626819,3973.0804076307454,3917.179172297263,3960.8309986884515,100993016.8,1.758802980920558,0.01543877163519669,1.607166991603313,True,False,False,False,False,False,0,0,0.0,0.0,0.0,0.01543877163519669,1.0,0.9717797785203315
2021-07-13,4026.610877996163,4038.0957802598714,3996.918445383886,4021.1490093987754,28481146,3985.470744811248,3926.6067550296984,3958.473562942073,97934061.4,0.29081961467596196,-0.000470178926021636,-0.8396573999335089,False,False,False,True,False,False,0,0,-0.0,0.0,0.0,-0.000470178926021636,1.0,0.9713228681477373
2021-07-14,4080.7066276929704,4083.1732358920476,4080.7066276929704,4083.1732358920476,182542601,4007.3812380653517,3937.8356626617615,3958.413528575259,102337695.2,1.7837278887633186,0.015424503381570975,5.409243539568246,True,False,False,False,False,False,0,0,0.0,0.0,0.0,0.015424503381570975,1.0,0.9863050410120793
2021-07-15,3975.0985543594506,4000.653975274059,3975.0985543594506,3977.7194560984935,289194978,4013.3912697315536,3941.6585005446555,3956.5983580046027,110345108.8,2.6208228089580716,-0.025826428050270023,0.5842602023622967,False,True,False,False,False,False,0,0,-0.0,0.0,0.0,-0.025826428050270023,1.0,0.9608323048347622
2021-07-16,4015.699089814989,4015.699089814989,4006.956452608595,4009.8297359890803,113912350,4022.9823991332423,3945.158087362963,3955.2564397478022,109825572.4,1.0372115301627145,0.008072535090768218,-0.6061053660482306,False,False,True,False,False,False,0,0,0.0,0.0,0.0,0.008072535090768218,1.0,0.9685886573318846
2021-07-19,4015.1334230158673,4063.070551953386,3970.391013686956,4012.4446194438674,35778936,4020.8632113644526,3950.4058475270876,3954.8087864090567,106192178.65,0.3369262826589536,0.0006521183259522445,-0.685908191692999,False,False,True,False,False,False,-1,0,0.0,0.0,0.0,0.0006521183259522445,1.0,0.9692202917456402
2021-07-20,4002.0458091036608,4002.0458091036608,3969.1562910992657,3999.51686693699,56940619,4016.5367828720955,3955.5698572231386,3953.7246149541443,106190140.35,0.536213803017165,-0.003221914252530933,0.5914564647758112,False,True,False,False,True,False,0,0,-0.0,0.0,0.0,-0.003221914252530933,1.0,0.9660975470738227
2021-07-21,4005.876284397563,4005.876284397563,4002.1201538401297,4002.1201538401297,41719437,4000.326166461712,3960.150951680907,3953.097073179422,105136575.95,0.3968118290236177,0.000650900343654115,-0.26731676380265557,False,False,True,False,True,False,-1,0,0.0,0.0,0.0,0.000650900343654115,1.0,0.9667263802992164
2021-07-22,3909.4080514738907,3923.975559278911,3906.371008221032,3921.4513943612765,229888289,3989.0725541142688,3958.7022139094342,3951.015055823372,110477006.05,2.08087001286002,-0.020156506146235875,4.510340156316108,False,True,False,False,True,False,0,0,-0.0,0.0,0.0,-0.020156506146235875,1.0,0.9472405540729869
2021-07-23,3917.3207444317763,3917.3207444317763,3901.222555358155,3911.400537132982,55276355,3969.3867143430493,3957.669237556465,3949.1404560922815,109368341.1,0.5054145874760827,-0.0025630452140109616,-0.759551235774346,False,False,False,True,True,False,0,0,-0.0,0.0,0.0,-0.0025630452140109616,1.0,0.944812733704353
2021-07-26,3929.1310639109765,3950.83477208026,3924.324011921177,3924.324011921177,60750321,3951.762592838511,3957.61897682198,3945.971130169985,110279805.4,0.5508743942705578,0.0033040530279384583,0.09902906948187873,True,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0033040530279384583,1.0,0.9479344450779837
2021-07-27,3973.8858545966204,3981.9826838224726,3973.8858545966204,3981.9826838224726,176634830,3948.255756215608,3962.6348172167354,3943.895991453548,112189749.6,1.5744293095382753,0.01469263794889053,1.9075538547360105,True,False,False,False,False,False,0,0,0.0,0.0,0.0,0.01469263794889053,1.0,0.961862102678797
2021-07-28,3957.766788724878,3972.1422761760637,3953.3404779824355,3959.699759510696,89154589,3939.771677349721,3968.904698645947,3942.1531990738167,109352410.55,0.8152960556752903,-0.0055959370195920455,-0.4952604251381225,False,False,False,True,False,False,0,0,-0.0,0.0,0.0,-0.0055959370195920455,1.0,0.9564795829306741
2021-07-29,3925.405342965836,3925.7139613014774,3909.840957726662,3925.7139613014774,113337628,3940.624190737761,3971.8312889045205,3939.006141135205,109549038.5,1.0345835029852863,-0.008582923017733557,0.2712483930580398,False,True,False,False,False,False,0,0,-0.0,0.0,0.0,-0.008582923017733557,1.0,0.9482701923023462
2021-07-30,3902.8546993417845,3909.36447838448,3886.089970889908,3903.9048246328316,79489438,3939.1250482377304,3970.9412662154514,3936.33474131778,105439025.1,0.7538901078098076,-0.005555457397974917,-0.298649182952726,False,False,False,True,False,False,0,0,-0.0,0.0,0.0,-0.005555457397974917,1.0,0.9430021176472411
2021-08-02,3941.3203833000066,3982.8703016730915,3938.690441181973,3938.690441181973,116794406,3941.99833408989,3971.9261364809,3934.1288369970316,109655171.8,1.065106224200909,0.008910467368377306,0.4693072304775887,True,False,False,False,False,False,0,0,0.0,0.0,0.0,0.008910467368377306,1.0,0.9514047072448475
2021-08-03,3961.22720860903,3968.89205095146,3949.002657972846,3949.919641078745,52351259,3935.5857255411443,3971.4622523600237,3933.653862575475,105538912.4,0.49603750701527977,0.00285099833674729,-0.5517656984359336,False,False,True,False,False,False,-1,0,0.0,0.0,0.0,0.00285099833674729,1.0,0.9541171604827761
2021-08-04,3935.214886245568,3935.214886245568,3909.8874153936817,3926.7192976752963,93764184,3928.9896331740647,3969.1171787627122,3933.717802469903,107370529.0,0.8732767256832645,-0.005873624152290979,0.7910588167516659,False,True,False,False,False,False,0,0,-0.0,0.0,0.0,-0.005873624152290979,1.0,0.9485130348848492
2021-08-05,3934.798493403021,3956.3722468743135,3934.798493403021,3945.1523025478477,73888637,3932.877301423339,3968.99132900173,3933.935074255767,106782851.3,0.6919522760486543,0.004694250715467252,-0.21197376388408606,False,False,True,False,False,False,-1,0,0.0,0.0,0.0,0.004694250715467252,1.0,0.9529655928774874
2021-08-06,3951.7617712797764,3959.047439320134,3932.464389379972,3946.851335735456,29452564,3941.4666036438634,3968.2401913394715,3933.539527653564,104848969.3,0.28090465930789077,0.0004306635225490574,-0.6013925118147734,False,False,True,False,False,False,-1,0,0.0,0.0,0.0,0.0004306635225490574,1.0,0.9533760003965841
2021-08-09,3993.9152725959934,4004.6913107619116,3954.41588389755,3983.32811767954,118908969,3950.394138943377,3966.254569309057,3933.682233780144,101913076.8,1.1667685122818312,0.00924199541386761,3.0373044941010905,True,False,False,False,False,False,0,0,0.0,0.0,0.0,0.00924199541386761,1.0,0.9621870970199408
2021-08-10,3955.951526404124,3955.951526404124,3926.03416841308,3952.893500629283,98186729,3950.9889108534844,3962.8417938705834,3933.256438548951,105398355.95,0.931577424666651,-0.007640499640282239,-0.17426978111297897,False,False,False,True,False,False,0,0,-0.0,0.0,0.0,-0.007640499640282239,1.0,0.9548355068512757
