date,open,high,low,close,volume,k,d,j,ma,kdj_momentum,signal,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-05-14,4042.0164088187967,4042.0164088187967,4016.6311755927045,4040.814933456434,1887977,15.910940230964446,18.598060728578197,10.536699235736947,,-8.06136149284125,0,0,-0.0,0.0,0.0,-0.004774195886516508,1.0,0.9760732421616846
2021-05-17,4116.719631648451,4140.051667709574,4057.9041332885704,4119.496880861657,1560113,38.38920217595394,25.195107877703443,64.77739077245494,,39.58228289475149,0,0,0.0,0.0,0.0,0.019471801777845688,1.0,0.995079146853716
2021-05-18,4118.3938767632,4173.1258523794195,4102.58332925512,4123.452550317899,2327654,48.34573186304024,32.91198253948237,79.21323051015598,,46.30124797067361,0,0,0.0,0.0,0.0,0.0009602312055678741,1.0,0.9960346529025348
2021-05-19,4083.0709497823286,4093.344903825192,4083.0709497823286,4085.5424552734894,3627014,46.90857602767008,37.577513702211604,65.57070067858703,,27.993186976375426,0,0,-0.0,0.0,0.0,-0.00919377501785179,1.0,0.9868773343937648
2021-05-20,4119.542765363669,4122.743472253111,4119.542765363669,4122.743472253111,4800714,53.874280951768725,43.00976945206398,75.60330395117822,,32.59353449911424,0,0,0.0,0.0,0.0,0.009105526961689758,1.0,0.9958633725699677
2021-05-21,4079.49792196352,4079.49792196352,4074.6045952928057,4078.107970453992,2742115,49.01073171286621,45.010090205664724,57.01201472726919,,12.001924521604465,0,0,-0.0,0.0,0.0,-0.010826650287490525,1.0,0.9850815081010318
2021-05-24,4091.871653562621,4091.871653562621,4072.5596610906064,4090.557979203749,4016243,48.42021480610732,46.14679840581225,52.96704760669746,,6.820249200885215,0,0,0.0,0.0,0.0,0.0030528884570877324,1.0,0.988088852066404
2021-05-25,4016.18657642317,4016.18657642317,3978.429649571925,4016.1621098017185,3139934,38.740200751110855,43.67793252091178,28.86473721150901,,-14.813195309402772,0,0,-0.0,0.0,0.0,-0.018187217924854338,1.0,0.9701182647847532
2021-05-26,3970.385974704644,3971.471257073444,3965.239274735026,3966.9193777197797,4118880,26.096194674523765,37.81735323878244,2.6538775460064272,,-35.16347569277601,0,0,-0.0,0.0,0.0,-0.012261141541512588,1.0,0.9582235074282207
2021-05-27,3988.044810649505,3988.044810649505,3950.038712245922,3978.570669955192,1447628,21.660663838750928,32.4317901054386,0.11841130537557376,,-32.31337880006303,0,0,0.0,0.0,0.0,0.0029371134439615254,1.0,0.9610379185742081
2021-05-28,4019.395521727124,4024.1253398839326,4011.7767233708364,4011.7767233708364,2109137,23.665240111067085,29.509606773981425,11.976506785238413,,-17.53309998874301,0,0,0.0,0.0,0.0,0.008346226866448703,1.0,0.969058959069888
2021-05-31,4010.2427864086394,4052.4000686640725,4010.2427864086394,4022.1878635833573,3567592,29.70216215791552,29.573791901959456,29.958902669827644,,0.38511076786818776,0,0,0.0,0.0,0.0,0.002595144478472644,1.0,0.9715738070768327
2021-06-01,4000.467225264212,4021.0058891117474,3997.2689202240513,4021.0058891117474,4019065,33.498646785444535,30.882076863121146,38.731786630091314,,7.849709766970168,0,0,-0.0,0.0,0.0,-0.00029386356671989855,1.0,0.9712882969325535
2021-06-02,4019.7893620549444,4054.807761656165,3987.9896780768413,4012.2918337549845,1464535,36.96305247642327,32.909068734221854,45.071019960826106,,12.161951226604252,0,0,-0.0,0.0,0.0,-0.0021671331992720866,1.0,0.9691833858182065
2021-06-03,3945.550085221569,3978.339328886784,3942.6581256685004,3956.3658295727323,2540808,27.70424703652066,31.174128168321452,20.764484772919076,,-10.409643395402377,0,0,-0.0,0.0,0.0,-0.013938668097806972,1.0,0.9556742602773778
2021-06-04,3928.903469891231,3962.71680176428,3914.171400434964,3930.6704273278433,3648191,22.380062534978535,28.242772957207144,10.654641690521316,,-17.588131266685828,0,0,-0.0,0.0,0.0,-0.006494698253842746,1.0,0.9494674443279119
2021-06-07,3906.0629893788664,3915.2255020987977,3906.0629893788664,3915.2255020987977,2348894,16.97333799067854,24.48629463503094,1.9474247019737376,,-22.538869933057203,0,0,-0.0,0.0,0.0,-0.003929336105531811,1.0,0.9457366676178872
2021-06-08,3946.0990809400478,3989.17441275647,3946.0990809400478,3960.372107064985,2957686,23.486096792009302,24.152895354023727,22.15249966798045,,-2.0003956860432766,0,0,0.0,0.0,0.0,0.01153103568159386,1.0,0.9566419908775807
2021-06-09,3981.1651796676615,3981.1651796676615,3950.3799830660937,3976.858538319975,1056572,31.52250421257937,26.60943164020894,41.34864935732023,,14.739217717111288,0,0,0.0,0.0,0.0,0.0041628490478407,1.0,0.9606243470784299
2021-06-10,3914.892582953184,3938.0841435935013,3908.9575723283097,3908.9575723283097,2896424,21.663671644524566,24.960844974980812,15.06932498361207,4124.036987861278,-9.891519991368742,0,0,-0.0,0.0,0.0,-0.017074020948291135,1.0,0.9442226268529743
2021-06-11,3919.8945953236093,3939.564639584294,3913.613806977091,3924.4195326784175,4550985,18.55610343832973,22.82593112943045,10.016448056128283,4119.728007192438,-12.809483073302168,0,0,0.0,0.0,0.0,0.00395552012627709,1.0,0.9479575184571775
2021-06-14,3891.122726197997,3933.9459771571437,3891.122726197997,3911.3918898133147,3513595,16.49841159352473,20.71675795079521,8.061718878983768,4115.142128623331,-12.65503907181144,0,0,-0.0,0.0,0.0,-0.0033196356191335097,1.0,0.9448106449134817
2021-06-15,3882.3208244284115,3886.566855563639,3863.0875900743977,3886.566855563639,4967361,17.20610979201271,19.54654189786771,12.525245580302716,4109.415046868645,-7.0212963175649925,0,0,-0.0,0.0,0.0,-0.006346854252658574,1.0,0.9388140694538555
2021-06-16,3916.227551116563,3916.227551116563,3908.5263330462662,3913.1611666787826,3133221,24.7085960039686,21.26722659990134,31.59133481210312,4102.875336541068,10.324108212201782,0,0,0.0,0.0,0.0,0.006842622834873913,1.0,0.9452380200432013
2021-06-17,3944.700762948721,3980.086690782003,3944.700762948721,3956.403103589987,1737550,41.14204203810214,27.892165079301606,67.6417959557032,4097.262213331889,39.749630876401596,0,0,0.0,0.0,0.0,0.0110503848600505,1.0,0.9556832639490308
2021-06-18,3996.9955504352474,3996.9955504352474,3945.7929641592377,3995.53031020094,1812802,60.39662321313118,38.7269844572448,103.73590072490393,4092.4939417734395,65.00891626765913,0,0,0.0,0.0,0.0,0.009889590516054758,1.0,0.9651345800925334
2021-06-21,3963.5897058684177,3984.782286272891,3963.5897058684177,3963.711073505819,2798954,65.31233723707092,47.58876871718684,100.75947427683909,4085.701540955503,53.17070555965225,0,0,-0.0,0.0,0.0,-0.007963707999882774,1.0,0.957448530116087
2021-06-22,3957.544827241108,3957.544827241108,3952.9649892081698,3952.9649892081698,2960350,65.91448726835412,53.69734156757593,90.3487786699105,4077.9565794571668,36.65143710233457,0,0,-0.0,0.0,0.0,-0.0027111169553901693,1.0,0.9548527751721759
2021-06-23,3968.6593562891044,3996.440115419591,3947.9275244260652,3967.7104357377716,1782533,69.98646330720143,59.127048814117764,91.70529229336877,4070.759153291884,32.57824347925101,0,0,0.0,0.0,0.0,0.003730224418849515,1.0,0.9584145903105294
2021-06-24,4000.298955083971,4008.0992689050545,3973.9849383940527,4008.0992689050545,1929090,79.99097553813428,66.0816910554566,107.80954450348963,4063.8132955188776,41.72785344803303,0,0,0.0,0.0,0.0,0.010179380229841106,1.0,0.9681706568431278
2021-06-25,3999.720185205124,4013.1605048225088,3985.134773261218,3990.171135071143,3802743,81.55438367278066,71.23925526123128,102.18464049587942,4056.758296313043,30.945385234648143,0,0,-0.0,0.0,0.0,-0.004472976498610781,1.0,0.9638400522484238
2021-06-28,3982.5920591072463,4008.2688575270417,3973.6305666902867,3983.855176827614,1387902,78.36711704275439,73.61520918840564,87.87093275145187,4049.829150274933,14.255723563046232,0,0,-0.0,0.0,0.0,-0.0015828790369455392,1.0,0.9623144100347513
2021-06-29,3940.3683786977704,3940.5835703373473,3935.769535702272,3940.5835703373473,2971402,54.318214287207695,67.18287755467298,28.588887752277117,4041.721546000936,-38.59398980239587,-1,0,-0.0,0.0,0.0,-0.010861741847936424,1.0,0.9518619993364046
2021-06-30,3886.3208625437123,3916.600009677499,3885.6372375830215,3893.588385115007,2900302,38.29049496441288,57.552083357919614,-0.2326818226005969,4034.0862144476037,-57.78476518052021,0,0,-0.0,0.0,0.0,-0.01192594558229787,1.0,0.9405101449304614
2021-07-01,3923.3323762111186,3943.70773244246,3923.3323762111186,3926.8137498892397,2652332,36.2901337544593,50.46476682343284,7.940867616512207,4028.3779381043773,-42.52389920692063,0,0,0.0,0.0,0.0,0.008533353166259694,1.0,0.9485358501536031
2021-07-02,3974.6130039159893,3982.876523599778,3974.6130039159893,3981.658969240617,1684659,49.29256290199972,50.07403218295513,47.729624340088904,4024.1001236736247,-2.344407842866225,0,0,0.0,0.0,0.0,0.013966850185579638,1.0,0.9617839082683499
2021-07-05,3977.8691827915354,3979.2455724779907,3977.8691827915354,3979.2455724779907,4236443,57.33001071887895,52.49269169492973,67.0046487667774,4020.469199496025,14.511957071847661,0,0,-0.0,0.0,0.0,-0.0006061284457735683,1.0,0.9612009436828612
2021-07-06,4033.4866556349575,4033.4866556349575,3986.5696482814346,4019.725459321827,4216521,68.45081528967171,57.81206622651039,89.72831341599435,4017.2825856800127,31.91624718948396,0,0,0.0,0.0,0.0,0.010172754133047635,1.0,0.9709790045554003
2021-07-07,4023.3316769089583,4053.5576231676764,4023.3316769089583,4034.401276353103,1439717,75.16454566494619,63.59622603932232,98.30118491619393,4015.003286004736,34.704958876871615,0,0,0.0,0.0,0.0,0.0036509500909427395,1.0,0.9745240004403853
2021-07-08,3995.742479522814,4008.678978836274,3995.742479522814,4008.678978836274,1712494,74.53431572210249,67.24225593358237,89.11843529914273,4013.228080190822,21.87617936556036,0,0,-0.0,0.0,0.0,-0.0063757409724203296,1.0,0.9683106878421706
2021-07-09,4034.927093704195,4037.076953804584,4023.089793047448,4023.089793047448,3733112,76.97480660675248,70.48643949130573,89.95154083764598,4010.458636451772,19.465101346340248,0,0,0.0,0.0,0.0,0.0035949035298799004,1.0,0.9717916713519148
2021-07-12,4082.7292530387604,4091.3123191836335,4049.241659811852,4084.439192700599,3500145,83.53595773602726,74.8362789062129,100.93531539565598,4008.9882835042135,26.09903648944308,0,0,0.0,0.0,0.0,0.015249323979587226,1.0,0.9866108373890247
2021-07-13,4077.24429696799,4108.819382973256,4075.4175121038634,4082.707553616081,2190897,84.3314905171091,78.0013494431783,96.99177266497071,4007.3222222426393,18.990423221792412,0,0,-0.0,0.0,0.0,-0.00042396005983214025,1.0,0.9861925537993742
2021-07-14,4153.489291758169,4153.489291758169,4089.284019302965,4144.868754864518,4790918,87.94790263143523,81.31686717259727,101.20997354911114,4007.9336434764027,19.89310637651387,0,0,0.0,0.0,0.0,0.015225484664798117,1.0,1.0012078134037847
2021-07-15,4034.636310391875,4044.9936313197077,4034.636310391875,4039.529113600707,4167118,70.33521348248479,77.65631594255977,55.693008562334825,4006.769797759782,-21.963307380224947,0,0,-0.0,0.0,0.0,-0.025414469671731332,1.0,0.9757626477949338
2021-07-16,4086.600847906245,4098.84590278783,4048.3549952555263,4071.7308078939195,4166097,63.89656086706772,73.06973091739576,45.550220766411655,4006.058873449885,-27.519510150984104,0,0,0.0,0.0,0.0,0.007971645552644402,1.0,0.9835410817666649
2021-07-19,4079.938808941359,4093.4635769243578,4074.414506931741,4074.414506931741,3241105,59.22182076225364,68.45376086568172,40.75794055539751,4006.221694808393,-27.695820310284205,0,0,0.0,0.0,0.0,0.0006591052219411253,1.0,0.9841893388296509
2021-07-20,4057.569772954708,4080.1380984006328,4033.617888563577,4061.5331096322097,2320307,53.3833711819283,63.43029763776391,33.28951827025709,4005.727302386117,-30.140779367506816,0,0,-0.0,0.0,0.0,-0.003161533338745026,1.0,0.9810777914233035
2021-07-21,4081.695736273661,4085.8888180735066,4017.6424071198694,4064.16044286681,3322024,47.00324427462881,57.95461318338553,25.100506457115387,4005.668679594547,-32.854106726270146,0,0,0.0,0.0,0.0,0.0006468821412213277,1.0,0.9817124331257241
2021-07-22,3978.667862290554,3983.4935853111756,3962.156724114851,3983.4935853111756,3564695,35.052734263902444,50.32065354355784,4.516895704591661,4004.1345689129575,-45.80375783896618,0,0,-0.0,0.0,0.0,-0.01984834474170838,1.0,0.9622270663158234
2021-07-23,3979.319980076142,4000.3781373871243,3922.25515554637,3973.4226629377363,1893441,30.744492065179735,43.79526638409847,4.64294342734226,4002.786723502583,-39.15232295675621,0,0,-0.0,0.0,0.0,-0.0025281633214059296,1.0,0.9597943991398997
2021-07-26,3988.690438219291,4010.4706434308637,3986.3042956214467,3986.3042956214467,1481127,29.729269904080333,39.10660089075909,10.974607930722826,4000.122871797779,-28.131992960036264,0,0,0.0,0.0,0.0,0.0032419487621753174,1.0,0.9629060034041341
2021-07-27,4054.4277732586165,4054.4277732586165,3990.012910552903,4043.899551226591,3578515,42.781153404452326,40.33145172865683,47.68055675604333,3998.5318118159526,7.3491050273865,1,1,0.0,3720.387587128464,4852.679461471909,0.014448283757064528,1.0,0.976818342572698
2021-07-28,4034.0911857643946,4034.0911857643946,4010.0394715259877,4021.531851735437,3860074,47.26027402360604,42.64105916030657,56.49870375020498,3997.2515997451915,13.857644589898413,0,1,-0.0055312203500131885,0.0,0.0,-0.0055312203500131885,0.9944687796499868,0.9714153450779937
2021-07-29,3987.6953764454056,3998.6187903454284,3934.052075402141,3987.4401471876827,1925337,44.198006928949994,43.16004174985437,46.27393728714122,3994.545533243883,3.113895537286851,0,1,-0.008477293181960666,0.0,0.0,-0.008477293181960666,0.9860383762445872,0.963180372396312
2021-07-30,3959.528849550596,3974.7339878418206,3947.2569889229985,3965.504213028654,2559366,38.27547657047658,41.53185335672843,31.762722997972872,3992.293458095377,-9.769130358755561,-1,1,-0.005501257285203454,0.0,0.0,-0.005501257285203454,0.9806139254437816,0.9578816693557018
2021-08-02,4003.8223012238313,4018.8202572939977,4000.1423930866117,4000.1423930866117,2095589,41.383165038046585,41.482290583834484,41.184913946470786,3990.485146373034,-0.2973766373636977,0,1,0.008734874103563994,0.0,0.0,0.008734874103563994,0.9891794646267347,0.9662486451436356
2021-08-03,4005.7668727315568,4051.9449122254982,4005.7668727315568,4011.2037816396064,1641629,50.02121583432671,44.32859900066522,61.40644950164969,3990.3859798097915,17.077850500984468,1,1,0.002765248700174361,0.0,0.0,0.002765248700174361,0.9919147918555329,0.9689205629536642
2021-08-04,4003.873561890872,4021.34840538732,3958.634815416346,3987.815528031617,1914217,49.881505127710795,46.17956770968041,57.28537996377156,3990.803902816028,11.105812254091148,0,1,-0.005830731840412606,0.0,0.0,-0.005830731840412606,0.9861312026956846,0.9632710469764199
2021-08-05,4007.1347437309378,4007.1347437309378,3993.3976768285766,4006.040811513876,4864708,53.18879677810689,48.5159773991559,62.53443553600886,3991.353305647202,14.018458136852956,0,1,0.004570242368070465,0.0,0.0,0.004570242368070465,0.9906380612987207,0.9676734291272471
2021-08-06,4004.584549868279,4031.9999158067308,3995.8510876921405,4007.5126113164165,2195402,55.80121517018001,50.94438998949727,65.5148655315455,3991.2680234061136,14.570475542048229,0,1,0.00036739510948313736,0.0,0.0,0.00036739510948313736,0.9910020168777097,0.9680289476126852
2021-08-09,4045.2365577864844,4082.7435110542906,4041.16770770313,4043.742958413686,1631872,61.79108157740802,54.559953852134186,76.2533370279557,3991.6991253027204,21.69338317582151,0,1,0.009040607132454692,0.0,0.0,0.009040607132454692,0.9999612767797713,0.9767805170208951
2021-08-10,4002.23087522474,4032.84355201288,3973.5775905525966,4013.043026749436,1078113,58.90207973305794,56.00732914577544,64.69158090762294,3991.5398680554736,8.684251761847499,0,1,-0.007591959226877609,0.0,0.0,-0.007591959226877609,0.9923696115380028,0.9693648391620641
2021-08-11,3989.450721896058,4031.0143174865243,3989.450721896058,3997.218228587831,3586999,51.5598636564977,54.52484064934952,45.62990967079405,3991.2383959521308,-8.894930978555472,0,1,-0.0039433412640040855,0.0,0.0,-0.0039433412640040855,0.9884563594996814,0.9655423027919217
2021-08-12,3988.269206233241,4030.684415855294,3912.980796146533,3978.7169918077593,2921792,47.28070873985929,52.11013001285277,37.62186619387235,3991.685419196831,-14.488263818980421,0,1,-0.004628528071785598,0.0,0.0,-0.004628528071785598,0.9838812614920021,0.9610732631389527
2021-08-13,3912.1163898071723,3949.065330290735,3893.173939608746,3917.2628449112713,4181010,35.75619188618458,46.65881730396337,13.950941050627009,3991.4172675485,-32.70787625333636,0,1,-0.015445719568147998,0.0,0.0,-0.015445719568147998,0.9686845074386409,0.9462287950320635
2021-08-16,3917.878928366578,3942.7718318853235,3904.736124855583,3926.099481699564,1167809,29.626987821898737,40.98154080994182,6.917881845812573,3991.634747140515,-34.063658964129246,0,1,0.0022558192130945898,0.0,0.0,0.0022558192130945898,0.970869684561948,0.9483633161278802
2021-08-17,3937.66274166234,3965.7952497445785,3933.440957828496,3933.440957828496,2559764,26.831754475599492,36.26494536516104,7.965372696476393,3991.096124155785,-28.299572668684647,0,1,0.0018699159721122793,0.0,0.0,0.0018699159721122793,0.97268512929195,0.950136675840073
2021-08-18,3939.775028505817,3945.0930544747357,3919.107701193795,3930.454316480289,2539219,24.44310370294214,32.32433147775474,8.680648153316938,3990.1680397189916,-23.643683324437802,0,1,-0.0007592948210555228,0.0,0.0,-0.0007592948210555228,0.9719465745107608,0.9494152419828127
2021-08-19,3923.424790042283,3930.0129816870367,3878.5044837467817,3917.7913718876557,1286268,22.707315780658377,29.118659578722617,9.884628184529895,3990.3447157101787,-19.234031394192723,0,1,-0.0032217508646615878,0.0,0.0,-0.0032217508646615878,0.9688152047939259,0.9463564626060317
2021-08-20,3865.4961444171886,3865.4961444171886,3827.2379972329772,3857.811016945778,1395412,20.094791864674946,26.110703674040057,8.062968245944724,3989.0125453955256,-18.047735428095333,0,1,-0.015309736851295885,0.0,0.0,-0.015309736851295885,0.9539828989509965,0.9318679941960101
2021-08-23,3831.727417039593,3879.046755512533,3829.8354743414984,3837.5358736423564,4993687,15.081034463597803,22.434147270559304,0.37480884967479966,3987.535425072107,-22.059338420884504,0,1,-0.005255608222995201,0.0,0.0,-0.005255608222995201,0.9489691385826728,0.9269704611029674
2021-08-24,3809.4329877976415,3820.296464323825,3807.3252714980104,3820.296464323825,3489667,11.989798184031404,18.952697575050003,-1.9360005980057906,3986.2100172473106,-20.888698173055793,0,1,-0.004492312224867567,0.0,0.0,-0.004492312224867567,0.9447060729203959,0.9228062203684635
2021-08-25,3795.9592791058326,3824.946143635905,3762.282859848555,3784.5953982449905,1096651,11.647773728310952,16.51772295947032,1.9078752659922174,3983.638701878634,-14.609847693478102,0,1,-0.009345103557336976,0.0,0.0,-0.009345103557336976,0.9358776968377096,0.9141825006757655
2021-08-26,3772.0213603813863,3795.2141934313318,3754.0594382651675,3774.457242891092,2295125,10.976386183741036,14.67061070089389,3.58793714943533,3979.9997846646565,-11.08267355145856,0,1,-0.0026787950327794574,0.0,0.0,-0.0026787950327794574,0.9333706723121317,0.9117335931339013
2021-08-27,3784.958497783342,3786.8582359317547,3784.958497783342,3786.8582359317547,1085395,12.481069030814764,13.94076347753418,9.56168013737593,3975.826343179273,-4.37908334015825,0,1,0.0032855036479799704,0.0,0.0,0.0032855036479799704,0.9364372650609307,0.9147290971801286
2021-08-30,3868.722396387997,3877.1410368217626,3836.9098625388647,3858.4727944638153,3632785,26.539732332440575,18.14041976250298,43.338357472315764,3973.721577598433,25.197937709812784,0,1,0.01891133865338368,0.0,0.0,0.01891133865338368,0.9541465473081464,0.9320278489130059
2021-08-31,3865.849534824503,3865.849534824503,3848.2682042274428,3861.5537107108835,4008128,38.057293883018005,24.779377802674652,64.61312604370471,3971.8933520284872,39.83374824103006,0,1,0.0007984807490384327,0.0,0.0,0.0007984807490384327,0.9549084149579334,0.9327720552079307
2021-09-01,3871.4134115186116,3891.5873981624095,3867.8867669569076,3867.8867669569076,2869085,52.96042312506936,34.173059576806224,90.53515022159564,3969.89687865287,56.36209064478942,0,1,0.0016400280095698605,0.0,0.0,0.0016400280095698605,0.9564744915050384,0.9343018275050158
2021-09-02,3877.5934104822068,3889.547271612312,3821.809863561013,3860.8758001607666,4538301,61.19655984571243,43.180892999774954,97.22789353758736,3966.9524092779843,54.04700053781241,0,1,-0.0018126091115270304,0.0,0.0,-0.0018126091115270304,0.9547407771267932,0.9326083034995638
2021-09-03,3775.1652414261753,3780.1747518124353,3733.690079403126,3780.030278217019,4867488,50.58047745525892,45.64742115160294,60.44659006257089,3962.7495921409018,14.79916891096795,0,1,-0.020939684705833184,0.0,0.0,-0.020939684705833184,0.934748806277956,0.913079779670241
2021-09-06,3781.821019994534,3788.472465866278,3774.8161681606352,3774.8161681606352,4682071,42.402350626931344,44.5657309767124,38.075589927369236,3958.568811967562,-6.4901410493431655,-1,1,-0.0013793831457993289,0.0,0.0,-0.0013793831457993289,0.9334594295290202,0.9118202928113938
