日期,开盘,收盘,最高,最低,成交量,成交额,ma,ma_slope,price_above_ma,price_below_ma,signal,returns,strategy_returns,cum_returns,benchmark_returns
2023-05-23 08:55:06.768514,4055.872365694894,4065.7074566909314,4082.410641588962,4059.7492031997713,1998867,887936.278565201,4035.111858994511,4.614141790349686,True,False,1,0.002256883209541982,0.002256883209541982,0.9983059377486905,1.0219107051509497
2023-05-24 08:55:06.768514,4065.045037082887,4062.7814092888248,4044.029963636308,4076.9476212033537,3116623,1235599.4902720777,4037.8074554445425,4.439358811221109,True,False,1,-0.0007196896071042236,-0.0007196896071042236,0.9975874673405823,1.021175246637064
2023-05-25 08:55:06.768514,4041.717344241867,4050.8391280298724,4052.3932078743037,4075.4840086370305,1922974,508611.61348195956,4040.438345811125,4.159637329757425,True,False,1,-0.002939434849152489,-0.002939434849152489,0.9946551239740037,1.018173568530007
2023-05-26 08:55:06.768514,4066.98002027215,4056.60139999848,4093.9849627229173,4092.608824727739,3519747,1911336.7118330838,4042.9645792382153,3.8956187616895024,True,False,1,0.0014224884737423782,0.0014224884737423782,0.9960700094232054,1.01962190869551
2023-05-29 08:55:06.768514,4061.8530213912145,4055.3847208719676,4044.769205908596,4073.4617704911093,4343254,1393815.857178563,4046.3972923419014,3.801424246888837,True,False,1,-0.00029992572760850766,-0.00029992572760850766,0.9957712624008802,1.019316097852659
2023-05-30 08:55:06.768514,4068.3407094517515,4058.3184201172635,4079.214433791067,4051.701109999342,3395454,792583.0941394294,4049.557035027682,3.6839719499505463,True,False,1,0.0007234083686800119,0.0007234083686800119,0.996491611665392,1.020053479648176
2023-05-31 08:55:06.768514,4040.6327346489293,4053.953969731849,4068.2409627438487,4089.4937840009175,3417242,1744645.4415749046,4052.1152862632634,3.3958251490214026,True,False,1,-0.0010754332049893733,-0.0010754332049893733,0.9954199514977137,1.0189564802652973
2023-06-01 08:55:06.768514,4052.404742152854,4052.6227188405123,4046.076065242114,4066.4293456409932,2499459,1049079.3432767459,4055.4063881175266,3.0965115043213247,False,True,-1,-0.0003283833268153957,-0.0,0.9954199514977137,1.0186218719464277
2023-06-02 08:55:06.768514,4057.2790194895183,4060.5537696781093,4047.5410985301987,4059.0251598496698,3100591,630688.8660047967,4057.914511392576,2.80379842098755,True,False,1,0.0019570168228899565,0.0019570168228899565,0.997368005088635,1.0206153320859905
2023-06-05 08:55:06.768514,4081.3994879316633,4069.300256739926,4074.6289886792324,4101.593570733459,1345140,1624460.5931903217,4060.092599408587,2.7098124960700716,True,False,1,0.002154013358259377,0.002154013358259377,0.9995163490946964,1.022813751144948
2023-06-06 08:55:06.768514,4081.3759129721534,4084.937619803294,4096.305238171442,4133.293350741493,2462625,1002035.60663151,4062.5595583254267,2.744769933091584,True,False,1,0.0038427646221159684,0.0038427646221159684,1.0033572551602241,1.0267441836428615
2023-06-07 08:55:06.768514,4060.7358123693566,4061.1104757414896,4067.8466100108044,4067.5982086261242,1122823,1604593.888402219,4062.9552887354484,2.5147833290905965,False,True,-1,-0.005832927275631672,-0.0,1.0033572551602241,1.0207552594889948
2023-06-08 08:55:06.768514,4072.2695102935395,4070.5421940846823,4045.422596356057,4072.6890995293734,4760575,1735156.9409942073,4062.852063140884,2.241371732975904,True,False,1,0.002322448108597719,0.002322448108597719,1.0056875003197188,1.0231259106107362
2023-06-09 08:55:06.768514,4073.508338718024,4055.54207423207,4036.9180185620435,4071.167877961616,4156158,1423646.9453290326,4062.586484478209,1.9621905239993793,False,True,-1,-0.003685042222240198,-0.0,1.0056875003197188,1.0193556484314676
2023-06-12 08:55:06.768514,4053.827735977494,4051.3234965063607,4053.2172713929826,4060.7490600389856,2638799,762305.9420143291,4062.6075478706384,1.6210255528736979,False,True,0,-0.0010402007052306983,-0.0,1.0056875003197188,1.0182953139670883
2023-06-13 08:55:06.768514,4044.1182736116243,4044.3992785632017,4034.4202171035,4025.0783607823864,4214550,1416170.2693446486,4061.8337810187745,1.2276745991092413,False,True,0,-0.0017091249190863689,-0.0,1.0056875003197188,1.0165549200709982
2023-06-14 08:55:06.768514,4068.2153516009234,4061.742447409829,4042.882282255849,4032.296055687236,2612638,612659.0146687326,4062.0562389360953,0.9940952672831826,False,True,0,0.0042881940313244105,0.0,1.0056875003197188,1.0209141048117603
2023-06-15 08:55:06.768514,4084.728439311374,4080.6230761104166,4082.5426953765964,4107.000101805195,1443126,1153395.8656464538,4061.6541318839386,0.6247743766411986,True,False,1,0.004648406181595233,0.004648406181595233,1.010362344312958,1.0256597282474451
2023-06-16 08:55:06.768514,4079.8803735087577,4087.770913811908,4093.6873451211823,4118.006370992732,1053833,1607201.971050352,4062.0303559092813,0.41158445167052377,True,False,1,0.001751653501970818,0.001751653501970818,1.012132149051633,1.0274563287022602
2023-06-19 08:55:06.768514,4102.231030062026,4102.132330468291,4122.892125862775,4130.533462607367,2337307,544226.6145773638,4064.3093578359644,0.42167584273774994,True,False,1,0.0035132635754753228,0.0035132635754753228,1.0156880360644638,1.0310660535972815
2023-06-20 08:55:06.768514,4106.193284480465,4099.620955528043,4085.7140256849652,4138.270925642952,1467054,923788.9079381027,4066.00503277782,0.3445474452393228,True,False,1,-0.0006122120736073988,-0.0006122120736073988,1.0150662195857665,1.0304348225105826
2023-06-21 08:55:06.768514,4116.993140338563,4104.247681896528,4087.5918100235644,4091.114685110124,2322660,1442755.5165731134,4068.078346408204,0.5123057672755749,True,False,1,0.0011285741825097784,0.0011285741825097784,1.0162117971147289,1.0315977446480271
2023-06-22 08:55:06.768514,4111.964308602302,4115.833683301238,4130.1116252610345,4129.50596308264,3092789,706008.2961149729,4071.328074171773,0.8476011030888913,True,False,1,0.0028229293899135754,0.0028229293899135754,1.019080491263181,1.0345098722399626
2023-06-23 08:55:06.768514,4120.268972028058,4136.915893955252,4172.594569121576,4109.851407973811,2920333,1663822.8938571475,4075.343798869612,1.2757314391402814,True,False,1,0.005122221225689616,0.005122221225689616,1.0243004469862156,1.0398088606657356
2023-06-26 08:55:06.768514,4135.274722645418,4126.717716161183,4113.787242720848,4125.265148420286,4205184,810561.6403729471,4078.910448634072,1.6302900763433628,True,False,1,-0.0024651644015704077,-0.0024651644015704077,1.0217753779877925,1.037245560877985
2023-06-27 08:55:06.768514,4121.055777930575,4126.274366419951,4106.682654683699,4079.114838474681,1432759,1299230.519323607,4082.308245949207,2.047446493043253,True,False,1,-0.00010743398791146497,-0.00010743398791146497,1.0216656045841854,1.0371341254509363
2023-06-28 08:55:06.768514,4093.934306600616,4105.426964791068,4125.667464405551,4104.818362988776,4680839,1670542.9811274018,4084.8818957021676,2.282565676607237,True,False,1,-0.005052354685510241,-0.005052354685510241,1.01650378757984,1.0318941559927117
2023-06-29 08:55:06.768514,4108.972606343446,4109.500602674024,4124.446382507063,4101.16076702598,2815283,1925707.872912445,4087.725789893843,2.607165800990424,True,False,1,0.000992256814672965,0.000992256814672965,1.0175124203902068,1.0329180600010166
2023-06-30 08:55:06.768514,4096.79708875512,4111.536886080221,4088.491785134627,4123.609839694213,3148428,1262740.5534509094,4090.2749457139485,2.8244589804667157,True,False,1,0.0004955062921445652,0.0004955062921445652,1.0180166041968455,1.033429877399017
2023-07-03 08:55:06.768514,4120.537752216831,4113.382103989049,4101.884697013327,4089.145993073999,3051178,1843349.6664947118,4092.479038076405,2.816968024044036,True,False,1,0.0004487903088199463,0.0004487903088199463,1.0184734801830269,1.0338936707128386
2023-07-04 08:55:06.768514,4136.364981813338,4139.049683105164,4151.33352511134,4201.87608201497,2157605,1312202.9210348304,4095.1846412414984,2.9179608463678504,True,False,1,0.006240018181443263,0.006240018181443263,1.0248287732166868,1.0403451860157658
2023-07-05 08:55:06.768514,4133.611041745916,4127.556154169022,4116.953685596635,4089.23647454055,1870111,785914.7591356301,4098.506925162875,3.0428578754670523,True,False,1,-0.002776852131796459,-0.002776852131796459,1.0219829752530536,1.0374563012681737
2023-07-06 08:55:06.768514,4114.555558125333,4116.376901239957,4117.942039058159,4102.914602066384,3899455,630614.1223131169,4100.798660520639,2.947058634886571,True,False,1,-0.0027084435708460974,-0.0027084435708460974,1.0192149920342153,1.03464640941897
2023-07-07 08:55:06.768514,4123.723513746015,4132.293172118856,4110.063815119968,4119.628422324471,2449652,535667.0977551813,4104.636215414978,2.929241654536645,True,False,1,0.0038665727800835104,0.0038665727800835104,1.0231558609794678,1.0386469450626405
2023-07-10 08:55:06.768514,4110.214050224993,4115.088375813383,4100.158564121026,4136.422079171643,2661019,1883666.0666927483,4107.82445938033,2.89140107462581,True,False,1,-0.004163498471394966,-0.004163498471394966,1.018895953116281,1.0343225400945533
2023-07-11 08:55:06.768514,4134.008184355983,4144.619624427935,4118.340492463342,4145.333089040071,1705579,599136.2658202037,4112.835476673566,3.052723072435856,True,False,1,0.0071763339976180784,0.0071763339976180784,1.0262078907846648,1.0417451841035366
2023-07-12 08:55:06.768514,4149.571117137012,4146.435744860043,4172.876111077702,4179.607958526963,4864159,1169327.222249342,4117.070141546077,3.21882458439095,True,False,1,0.00043818748080126646,0.00043818748080126646,1.0266575622351062,1.0422016638013958
2023-07-13 08:55:06.768514,4108.020279087867,4123.262155161782,4129.32724945254,4098.411927018631,4550696,1598575.130791111,4119.202095498645,3.1476305604801835,True,False,1,-0.005588797493603304,-0.005588797493603304,1.0209197810244977,1.0363770097549134
2023-07-14 08:55:06.768514,4119.140803800566,4120.286162119572,4105.695145887309,4106.353909790919,4562232,1717403.2570931125,4120.827857914029,3.05529122000803,False,True,-1,-0.0007217569318227479,-0.0,1.0209197810244977,1.035628997464141
2023-07-17 08:55:06.768514,4122.452979746763,4137.436121133639,4121.740800568354,4141.018000780129,4895474,1716865.5279022695,4122.593047447295,3.0114009370890473,True,False,1,0.004162322309488653,0.004162322309488653,1.025169178205254,1.0399396191446395
2023-07-18 08:55:06.768514,4159.553271224737,4143.7998675591725,4155.590767605069,4131.507845262638,2575376,783283.0131053329,4124.801993048852,2.9617351807353316,True,False,1,0.0015380893479002289,0.0015380893479002289,1.0267459799980472,1.0415391391953053
2023-07-19 08:55:06.768514,4139.09428042424,4151.523582214714,4128.320884096704,4175.210803201734,3099642,1824223.0530227588,4127.165788064762,2.8658862901887003,True,False,1,0.0018639207737827235,0.0018639207737827235,1.0286597531595634,1.043480485633559
2023-07-20 08:55:06.768514,4146.247326333094,4153.412166231886,4177.314307302189,4143.188046189134,2064271,947395.8071647928,4129.044712211294,2.8246051690654896,True,False,1,0.0004549134744802341,0.0004549134744802341,1.0291277043419311,1.043955178966831
2023-07-21 08:55:06.768514,4132.182072641227,4150.441986027474,4153.938379594243,4192.161316710085,3752191,1876565.067882915,4129.721016814905,2.508480139992662,True,False,1,-0.0007151180970095261,-0.0007151180970095261,1.0283917564964224,1.0432086277258852
2023-07-24 08:55:06.768514,4168.937185323436,4146.813297406609,4140.389059200326,4187.135270030924,3330832,568754.1043991548,4130.725795877176,2.290133649684594,True,False,1,-0.0008742896860335359,-0.0008742896860335359,1.0274926441905157,1.0422965611822832
2023-07-25 08:55:06.768514,4140.635665565633,4132.489717448016,4127.055007927063,4136.658381762792,4614152,2040219.2649814636,4131.036563428579,1.820108675501342,True,False,1,-0.0034541173984252715,-0.0034541173984252715,1.0239435639714631,1.0386963464959846
2023-07-26 08:55:06.768514,4111.15909856201,4123.918130762846,4118.086073043896,4147.1034454520395,1222406,1060475.4447291798,4131.961121727169,1.4890980181091436,False,True,-1,-0.002074194316559086,-0.0,1.0239435639714631,1.036541888437452
2023-07-27 08:55:06.768514,4120.017256336815,4116.199442347331,4097.296281410376,4144.206721676342,3983074,1907602.8255426183,4132.296063710834,1.3093968212188885,False,True,0,-0.0018716880817630788,-0.0,1.0239435639714631,1.0346018053386155
2023-07-28 08:55:06.768514,4089.3374439323757,4079.534700351492,4076.2535006444937,4053.0521071329467,3821487,2034126.57754557,4130.695954424397,0.9868096510368559,False,True,0,-0.008907426015035358,-0.0,1.0239435639714631,1.0253861663025396
2023-07-31 08:55:06.768514,4078.069030211907,4085.517473913815,4084.0740115655417,4077.987170974326,2186174,1233043.4919739703,4129.3027229206355,0.6709675473340212,False,True,0,0.00146653331856883,0.0,1.0239435639714631,1.026889929279822
2023-08-01 08:55:06.768514,4086.6635417371713,4080.1216013369726,4070.5660352254167,4068.9783720220175,1292304,1041588.1308270672,4126.356318832226,0.15543257833742247,False,True,0,-0.0013207317338123081,-0.0,1.0239435639714631,1.0255336831630897
2023-08-02 08:55:06.768514,4071.7085035106297,4080.0620614178797,4099.514233637664,4026.9472069271906,3364375,1412612.551108901,4123.981614194669,-0.3184173870092309,False,True,-1,-1.459268250081358e-05,-0.0,1.0239435639714631,1.0255187178756573
2023-08-03 08:55:06.768514,4055.6647427595735,4051.9915583340644,4068.4083946766627,4057.9044284024912,2507990,1898156.66109906,4120.7623470493745,-0.8282365161919187,False,True,-1,-0.00687992061426157,-0.0,1.0239435639714631,1.0184632305082335
2023-08-04 08:55:06.768514,4071.5395185998964,4066.9261240849173,4058.9045430382666,4047.3498548699076,1303474,1197279.8694516923,4117.493994647677,-1.2227022167227914,False,True,-1,0.0036857346654970424,0.0,1.0239435639714631,1.0222170157424517
2023-08-07 08:55:06.768514,4070.5491080842744,4078.3803206549956,4059.402806410313,4078.31502872454,3679724,1014156.5600061554,4115.658591889757,-1.5067203987418907,False,True,-1,0.0028164260231442473,0.0,1.0239435639714631,1.0250960143468897
2023-08-08 08:55:06.768514,4083.8443644820995,4087.2969998586395,4062.0015995996946,4098.564947708492,4623207,448638.0678924837,4112.792460661293,-1.8244102767285768,False,True,-1,0.002186328518330116,0.0,1.0239435639714631,1.0273372109970829
2023-08-09 08:55:06.768514,4095.861012442589,4092.529659689533,4061.636016924025,4082.583046236162,1066716,1987613.9687858238,4110.097156402767,-2.186396532440176,False,True,-1,0.0012802250071561883,0.0,1.0239435639714631,1.0286524337853835
2023-08-10 08:55:06.768514,4077.035740227169,4067.106721958252,4081.454574778941,4094.853551210685,1257365,1832207.5823125327,4107.289384742591,-2.500667896824234,False,True,-1,-0.0062120350602932195,-0.0,1.0239435639714631,1.0222624088018528
2023-08-11 08:55:06.768514,4099.365617601744,4101.81997213334,4105.309579631572,4142.328384649795,3864471,1519978.612513675,4106.366075243279,-2.4329879181118486,False,True,-1,0.008535121536809465,0.0,1.0239435639714631,1.0309875427034882
2023-08-14 08:55:06.768514,4108.869965305913,4111.3587057930245,4134.166242030847,4118.123596641279,1198765,829076.0398166924,4105.062204476249,-2.424051844438691,True,False,-1,0.002325488130753506,0.0,1.0239435639714631,1.033385091997
2023-08-15 08:55:06.768514,4120.245163142431,4121.099497599768,4126.232120490214,4127.127697756206,3834694,1593028.3194150804,4103.927185978278,-2.242913285394752,True,False,-1,0.0023692391016669756,0.0,1.0239435639714631,1.0358334283640391
2023-08-16 08:55:06.768514,4144.803626585594,4127.958200078289,4146.044994251174,4122.774531855965,1452212,1669276.5336180788,4102.748916871457,-2.123269732321205,True,False,-1,0.0016642894651088813,0.0,1.0239435639714631,1.037557355026473
2023-08-17 08:55:06.768514,4126.009913043912,4118.648549499118,4122.5143143545965,4135.753473173007,3177686,1100081.1428146958,4101.010736034819,-1.9751611014555237,True,False,-1,-0.0022552676475731115,-0.0,1.0239435639714631,1.0352173854911801
2023-08-18 08:55:06.768514,4110.380633338643,4122.853879259904,4140.884681222234,4124.345830720004,2453326,1254494.9695296087,4099.63133069644,-1.7862663951236755,True,False,-1,0.0010210460325139614,0.0,1.0239435639714631,1.0362743900954254
2023-08-21 08:55:06.768514,4117.361603354607,4123.540712753407,4099.562157176067,4137.277000099011,3681215,1134059.0532999411,4098.46770146378,-1.7190890425977159,True,False,-1,0.00016659176231259565,0.0,1.0239435639714631,1.0364470248723108
2023-08-22 08:55:06.768514,4114.504742279008,4123.168080716432,4119.964634379267,4112.395697793619,4263196,1667461.1237595421,4098.001619627201,-1.479084103409241,True,False,-1,-9.036700809639253e-05,-0.0,1.0239435639714631,1.0363533642556226
2023-08-23 08:55:06.768514,4119.9513339536425,4118.672986022448,4090.845883255978,4124.757946027533,1605387,1888776.478517854,4097.739362390181,-1.2357794012586054,True,False,-1,-0.0010902040872423635,-0.0,1.0239435639714631,1.0352235275820838
2023-08-24 08:55:06.768514,4131.903842202889,4129.402985357794,4136.155650749877,4133.853314593621,1888373,1188598.6835591183,4098.399539540705,-0.8889845201886601,True,False,-1,0.002605207884131877,0.0,1.0239435639714631,1.0379205000779794
2023-08-25 08:55:06.768514,4143.892676065519,4141.282897906537,4116.484869981316,4127.096435897122,1269213,1464987.5218285231,4101.486949418456,-0.48791258248229497,True,False,-1,0.002876908015727153,0.0,1.0239435639714631,1.0409065018843413
2023-08-28 08:55:06.768514,4148.570652867692,4149.5164556540785,4142.395255689247,4142.6195717756245,2377853,903685.0133255098,4104.68689850547,-0.03753059707787543,True,False,0,0.001988165974293521,0.0,1.0239435639714631,1.0429759967738086
2023-08-29 08:55:06.768514,4123.3861220306435,4128.063901484329,4134.536664810202,4153.664795869871,2106367,1007625.3098091622,4107.084013512837,0.31568275345589425,True,False,1,-0.0051698925402545726,-0.0051698925402545726,1.0186498857784454,1.0375839229484232
2023-08-30 08:55:06.768514,4135.033182203625,4135.620548302925,4165.139798230749,4124.485671506719,1458195,1155488.245575289,4109.861937857089,0.7113020985631919,True,False,1,0.001830554710134047,0.001830554710134047,1.0205145801248345,1.0394832770857358
2023-08-31 08:55:06.768514,4135.958289996528,4138.606162312911,4139.486868084878,4164.506616886183,3896111,1148725.5976725232,4114.192668056032,1.3181932021212561,True,False,1,0.0007219264860289787,0.0007219264860289787,1.0212513166296053,1.0402337075952481
2023-09-01 08:55:06.768514,4167.667071541457,4169.647438990657,4196.589463649154,4167.01015282864,2414819,1477281.4867144998,4119.32873380132,1.9697403104879414,True,False,1,0.007500418126376696,0.007500418126376696,1.02891112851644,1.0480358953513635
2023-09-04 08:55:06.768514,4151.453763812135,4150.030416516431,4133.093368015633,4135.961986080448,3956991,1888524.461425133,4122.911238594391,2.444353713061082,True,False,1,-0.004704719706224103,-0.004704719706224103,1.0240703900541555,1.0431051802216738
2023-09-05 08:55:06.768514,4126.539591472329,4112.222216302977,4138.955345236274,4062.3744647239646,3908753,578747.575166935,4124.157499416608,2.6155879789406753,False,True,-1,-0.009110342917724945,-0.0,1.0240703900541555,1.033602134330599
2023-09-06 08:55:06.768514,4090.5416567151533,4111.967756411642,4154.207068309283,4115.985639542979,1128973,1559406.2040705252,4125.129404252713,2.73900418625326,False,True,0,-6.187892529896377e-05,-0.0,1.0240703900541555,1.0335381761413398
2023-09-07 08:55:06.768514,4141.430666508254,4141.597889355564,4128.768226957131,4138.820238108961,4586958,1066567.4814150252,4128.853962622578,3.0454423081873756,True,False,1,0.0072058281336766505,0.0072058281336766505,1.031449665281673,1.040985674608208
2023-09-08 08:55:06.768514,4144.778878931164,4133.184130814633,4152.997186183812,4128.89010042748,1820015,1413887.0672005052,4130.422170556643,2.8935221138187446,True,False,1,-0.0020315247316875507,-0.0020315247316875507,1.0293542497771624,1.038870886464909
2023-09-11 08:55:06.768514,4106.001579169505,4123.127377246677,4125.956102388022,4103.396445660177,2256991,1234784.2914321292,4131.010604129326,2.632370562385586,False,True,-1,-0.0024331733718271353,-0.0,1.0293542497771624,1.0363431334871962
2023-09-12 08:55:06.768514,4131.869249894018,4131.273598358759,4137.864464307843,4152.6933861729,2716143,1743152.4739830135,4131.519309167275,2.443529565443805,False,True,0,0.0019757384060064,0.0,1.0293542497771624,1.038390676417828
2023-09-13 08:55:06.768514,4168.499602926462,4151.229595057613,4109.706739445025,4141.637594257525,2829075,1349176.601386092,4132.682878916242,2.2820941059152573,True,False,1,0.004830470852083435,0.004830470852083435,1.0343265154771792,1.0434065923133393
2023-09-14 08:55:06.768514,4154.142896411964,4148.133491553572,4150.899056469411,4170.793297868055,1761036,899585.7992724637,4134.157126018965,1.996445796293301,True,False,1,-0.0007458280572404385,-0.0007458280572404385,1.0335550857415887,1.0426283904016824
2023-09-15 08:55:06.768514,4155.121830051793,4151.896267641557,4130.540386446418,4077.54434051997,1095180,1362826.3194935732,4135.609245438047,1.6280511636727169,True,False,1,0.0009071010119723333,0.0009071010119723333,1.0344926246057942,1.0435741596697268
