date,open,high,low,close,volume,CCI_Fast,CCI_Slow,CCI_Diff,signal,position,strategy_returns,cumulative_returns,benchmark_returns,benchmark_cumulative,drawdown
2021-04-26,4232.389581249231,4287.541756926541,4229.576916677793,4234.764919793904,33100170,-110.73007706853862,,,0,0.0,0.0,1.0,-0.008003114706809922,1.0092954480227183,0.0
2021-04-27,4168.752235763139,4194.963509033725,4121.87772865322,4168.043877645229,18190219,-157.83315589395437,,,0,0.0,0.0,1.0,-0.015755548043956513,0.9933934451008498,0.0
2021-04-28,4203.419149102144,4203.419149102144,4184.300635637635,4196.750184608248,61659302,-116.44662324485904,,,0,0.0,0.0,1.0,0.006887237228230925,1.0002351814182289,0.0
2021-04-29,4136.450573797721,4188.712096455284,4136.450573797721,4137.325602996052,12627014,-116.48985046821632,,,0,0.0,0.0,1.0,-0.014159666169823004,0.9860721851580344,0.0
2021-04-30,4047.35911129606,4074.5497133545337,4041.4605796496853,4041.4605796496853,34772234,-132.77512348176882,,,0,0.0,0.0,1.0,-0.02317077081797625,0.9632241325457566,0.0
2021-05-03,4153.474177526527,4158.242742026753,4152.670954437468,4152.670954437468,32713635,-75.9961410677863,,,0,0.0,0.0,1.0,0.02751737214703276,0.989729529462021,0.0
2021-05-04,4117.409876704636,4146.608360271212,4117.409876704636,4141.956768048324,67542195,-73.69513893023685,,,0,0.0,0.0,1.0,-0.002580071117287752,0.9871759568891292,0.0
2021-05-05,4140.512907715046,4176.211398117477,4137.101955987134,4152.213872073276,50867616,-58.54520787310414,,,0,0.0,0.0,1.0,0.002476390894293523,0.989620590439835,0.0
2021-05-06,4053.1230954393063,4082.364311453604,4048.103705306674,4054.875866896554,54510632,-93.92166020431708,,,0,0.0,0.0,1.0,-0.023442435331039402,0.9664214737461841,0.0
2021-05-07,4006.176789868971,4041.6111705576964,4006.176789868971,4020.768497409463,71739321,-106.00518658694591,,,0,0.0,0.0,1.0,-0.008411446023672053,0.9582924716836505,0.0
2021-05-10,4040.942842033991,4057.3521304035785,3985.292332855893,4033.683074940922,39225143,-101.96060655323795,,,0,0.0,0.0,1.0,0.003211967448456532,0.9613704759087993,0.0
2021-05-11,3973.740410016985,4011.7435681268375,3931.4597056740913,3955.5754089679576,12648191,-139.0435259256259,,,0,0.0,0.0,1.0,-0.019363857923842542,0.9427546346011244,0.0
2021-05-12,4001.7995514339127,4028.8048939373957,3952.789833225294,3987.221132402552,78457758,-102.61448799700551,,,0,0.0,0.0,1.0,0.008000283185816137,0.9502969386526741,0.0
2021-05-13,3945.8699304046013,3968.70802691509,3941.5868948927864,3948.398202748512,35222396,-113.78151864918377,,,0,0.0,0.0,1.0,-0.009736838857153263,0.941044050494567,0.0
2021-05-14,3949.226027988134,3969.574974077881,3931.643018960748,3931.643018960748,13550985,-108.22366747562934,,,0,0.0,0.0,1.0,-0.00424353951334,0.9370506928824998,0.0
2021-05-17,3894.122881541842,3894.122881541842,3862.875391052369,3892.3868677676082,62845243,-138.15820441285092,,,0,0.0,0.0,1.0,-0.009984668242722705,0.9276945525874546,0.0
2021-05-18,4025.5589614157425,4055.3734986149057,3955.723114871164,4029.6339606463666,37299045,-21.67870183486792,,,0,0.0,0.0,1.0,0.035260393568605775,0.9604054276231399,0.0
2021-05-19,4024.937699887469,4092.2621361958895,4006.2553152275277,4032.3580774426314,44291982,16.221093131120217,,,0,0.0,0.0,1.0,0.0006760209048435328,0.9610546817693383,0.0
2021-05-20,3956.1152381057204,3970.366757687256,3956.1152381057204,3959.7083133020474,65338754,-63.26522828311417,,,0,0.0,0.0,1.0,-0.018016694635080488,0.9437396530402856,0.0
2021-05-21,4017.559243724923,4022.2432685110316,4017.559243724923,4022.2432685110316,45353386,9.964547649216794,,,0,0.0,0.0,1.0,0.0157928186272982,0.9586439622121402,0.0
2021-05-24,3939.470502425266,3939.470502425266,3931.8234434774745,3937.457482535453,52725573,-81.85784696388744,,,0,0.0,0.0,1.0,-0.021079228757579616,0.938436486835598,0.0
2021-05-25,3957.3163443874187,3957.3163443874187,3932.9443609910313,3955.4109361453034,28677518,-56.062315111485084,,,0,0.0,0.0,1.0,0.004559656501557763,0.9427154348640969,0.0
2021-05-26,3817.0623915915735,3817.0623915915735,3772.4668282697608,3817.027511363396,66178284,-232.97146966758012,,,0,0.0,0.0,1.0,-0.034985852801622475,0.9097337314261241,0.0
2021-05-27,3728.787221842029,3730.52307177819,3720.5236938066178,3723.9058719939785,34207963,-238.19368032190243,,,0,0.0,0.0,1.0,-0.02439637626194513,0.887539525016069,0.0
2021-05-28,3753.740514272898,3753.740514272898,3706.6953984282,3740.380105356714,18828325,-161.2633816868883,,,0,0.0,0.0,1.0,0.004423912399782015,0.8914659221260842,0.0
2021-05-31,3806.4525809433594,3811.1783335101004,3795.6400837289043,3795.6400837289043,75414705,-84.26487164332495,,,0,0.0,0.0,1.0,0.014773893779685965,0.9046363449677848,0.0
2021-06-01,3792.8852479693887,3845.721704693043,3792.8852479693887,3809.8569947039505,55110158,-61.02820211418371,,,0,0.0,0.0,1.0,0.003745589850837394,0.9080247416801948,0.0
2021-06-02,3774.0555547220138,3803.194732947884,3774.0555547220138,3803.194732947884,12241105,-66.66541082844738,,,0,0.0,0.0,1.0,-0.001748690768532124,0.9064368871968198,0.0
2021-06-03,3793.5673681060484,3832.580105360592,3753.954927386957,3782.96387269677,44874739,-59.95783829278065,,,0,0.0,0.0,1.0,-0.005319438438387003,0.9016151519770932,0.0
2021-06-04,3662.6603420465517,3703.7237542824564,3660.9795070313357,3677.741421267584,20710632,-112.1770384946112,,,0,0.0,0.0,1.0,-0.0278148179496559,0.876536890664199,0.0
2021-06-07,3624.479174299576,3663.8595247926705,3607.20516398612,3626.9247959277495,60330593,-127.80308842297283,,,0,0.0,0.0,1.0,-0.01381734589766781,0.8644254772538256,0.0
2021-06-08,3581.93256236827,3594.74113885885,3581.93256236827,3594.550653997488,15119641,-147.14040484342092,,,0,0.0,0.0,1.0,-0.008926058231648604,0.8567095651069373,0.0
2021-06-09,3651.3873549617533,3704.741736439291,3651.3873549617533,3671.233829589862,44650021,-75.81688955098434,,,0,0.0,0.0,1.0,0.021333174289001944,0.8749858995744186,0.0
2021-06-10,3702.326512317039,3702.326512317039,3665.3108810743333,3696.322250127405,23224541,-56.3705497047515,,,0,0.0,0.0,1.0,0.006833784417470845,0.8809653645804371,0.0
2021-06-11,3577.637394713918,3602.852468659857,3569.507963543123,3569.507963543123,52857257,-127.72139974022973,-141.4519809865351,13.730581246305363,-1,0.0,0.0,1.0,-0.03430823342848721,0.8507409992099991,0.0
2021-06-14,3586.5288976116553,3610.8178759314105,3579.434600384078,3592.7426581403124,55807748,-103.62389328655127,-131.0544570273489,27.430563740797623,-1,0.0,0.0,1.0,0.006509214949089737,0.8562786552398604,0.0
2021-06-15,3536.9841312265294,3590.784737818471,3536.9841312265294,3564.6929417381916,74109962,-114.07778712537606,-132.9493020454214,18.871514920045342,-1,0.0,0.0,1.0,-0.0078073269006804225,0.8495934078603278,0.0
2021-06-16,3509.6451983362304,3515.406011387452,3488.515408618563,3515.406011387452,52021153,-135.422591522041,-141.99676104464947,6.574169522608486,-1,0.0,0.0,1.0,-0.013826416792776186,0.8378465752988558,0.0
2021-06-17,3562.8561705235675,3562.8561705235675,3552.1918294108477,3558.6732632082353,75501559,-79.92829852989445,-122.67890727700257,42.75060874710812,-1,0.0,0.0,1.0,0.012307896066806379,0.8481587038675638,0.0
2021-06-18,3615.7931180647897,3659.4490170860204,3615.7931180647897,3631.906925571606,28699008,-12.701119704406645,-97.67526091495228,84.97414121054562,-1,0.0,0.0,1.0,0.020578922802636956,0.865612896358839,0.0
2021-06-21,3699.7701838594585,3699.7701838594585,3641.020642712044,3697.736134056743,22750721,39.1034352046737,-82.69737782549826,121.80081303017197,-1,0.0,0.0,1.0,0.01812524655344161,0.8813023435251817,0.0
2021-06-22,3635.698240379043,3660.513628881925,3635.698240379043,3635.865234024082,66085716,16.92965351547056,-89.45090942048292,106.38056293595348,-1,0.0,0.0,1.0,-0.016732102505319535,0.86655630237514,0.0
2021-06-23,3618.2080606547875,3618.2080606547875,3611.9309779168284,3611.9309779168284,73200828,-5.097566496221823,-94.63460465000105,89.53703815377924,-1,0.0,0.0,1.0,-0.006582822675405886,0.8608519158983491,0.0
2021-06-24,3635.191602595688,3666.9165499626497,3610.692245991223,3633.8879776062745,39159511,36.42099281223143,-84.64855760583207,121.0695504180635,-1,0.0,0.0,1.0,0.00607901973312619,0.8660850516823947,0.0
2021-06-25,3691.204217594884,3702.0111538126007,3662.719419955284,3702.0111538126007,54432707,102.70087541464237,-66.72653161599898,169.42740703064135,-1,0.0,0.0,1.0,0.01874663628216755,0.8823212331357069,0.0
2021-06-28,3678.3304252542653,3691.97984334727,3658.15604648388,3665.1734987823684,59145472,67.82327387062344,-69.031066214282,136.85434008490546,-1,0.0,0.0,1.0,-0.0099507142198354,0.8735415066946807,0.0
2021-06-29,3647.5136036860813,3677.5446408941148,3636.550437864088,3649.2491454127553,32840605,46.61650052097789,-71.72280337802351,118.33930389900141,-1,0.0,0.0,1.0,-0.004344774776665616,0.8697461655900232,0.0
2021-06-30,3566.525562348592,3566.8177332957625,3560.162100240087,3566.8177332957625,18061792,-72.95247299867805,-97.67728977256573,24.72481677388768,-1,0.0,0.0,1.0,-0.022588595306136328,0.8500998214364462,0.0
2021-07-01,3467.961880626376,3503.754228511663,3467.7854508978044,3477.698755084664,54641994,-155.84330650637656,-121.32235720531877,-34.5209493010578,-1,0.0,0.0,1.0,-0.024985571137875917,0.8288595918736503,0.0
2021-07-02,3528.295113864488,3552.6462724229077,3528.295113864488,3532.9934537393433,13235863,-75.13106844503838,-99.98311444067095,24.852045995632565,-1,0.0,0.0,1.0,0.01589979539597386,0.8420382897964318,0.0
2021-07-05,3617.594302346529,3630.0043252195946,3617.594302346529,3627.222431100781,38817246,21.47800278088746,-67.86442415744635,89.34242693833382,-1,0.0,0.0,1.0,0.02667114405822213,0.8644964143261314,0.0
2021-07-06,3616.528967072362,3618.406334428586,3616.2664785071515,3618.406334428586,47937462,3.7660873980707126,-68.29778006876093,72.06386746683164,-1,0.0,0.0,1.0,-0.0024305365440517868,0.86239522419891,0.0
2021-07-07,3705.7528029579125,3705.7528029579125,3648.853886481853,3686.8205171261297,74402892,87.44324505674165,-43.12966978065746,130.5729148373991,-1,0.0,0.0,1.0,0.018907269215895806,0.8787007628733416,0.0
2021-07-08,3693.5473456886807,3731.427678788063,3693.5473456886807,3708.811714779952,68934479,114.77276919880987,-29.109060517400113,143.88182971620998,-1,0.0,0.0,1.0,0.005964813733586594,0.8839420492514416,0.0
2021-07-09,3640.40488670341,3658.112654810068,3640.40488670341,3658.112654810068,47723927,36.10081109865374,-50.37272423971578,86.47353533836952,-1,0.0,0.0,1.0,-0.013669893181108117,0.8718586558598845,0.0
2021-07-12,3695.9219020646956,3696.5053310871026,3679.6815869685774,3679.6815869685774,23748887,75.65805579299249,-34.74063463123569,110.39869042422818,-1,0.0,0.0,1.0,0.0058961913406763156,0.8769993013168593,0.0
2021-07-13,3783.3930849875446,3794.9293940995412,3745.107614400821,3785.770439155075,62327105,161.66445531998656,6.660795467778841,155.0036598522077,0,0.0,0.0,1.0,0.02883098705121845,0.9022840568170534,0.0
2021-07-14,3770.762029104648,3808.855596295766,3768.7387637224792,3778.345994010099,57366565,143.02878136416766,15.319182493860009,127.70959887030764,0,0.0,0.0,1.0,-0.0019611450996044333,0.9005145468605754,0.0
2021-07-15,3898.086463675427,3898.086463675427,3821.873759882489,3885.9633691076738,13275072,182.02678187183454,58.43303219280736,123.59374967902718,0,0.0,0.0,1.0,0.028482668148492207,0.926163603861695,0.0
2021-07-16,3685.408089085025,3699.5864052738557,3685.408089085025,3692.1160977349277,72008816,22.53905715773926,-25.542117525363377,48.08117468310264,-1,0.0,0.0,1.0,-0.04988396774755466,0.8799628885176992,0.0
2021-07-19,3766.4023403431393,3777.3148262138975,3718.5777961368362,3745.882288011999,20074698,61.68984410327232,5.564913414356934,56.124930688915384,0,0.0,0.0,1.0,0.014562432180845075,0.8927772884033988,0.0
2021-07-20,3754.1770197115375,3769.0754693935314,3746.557355232831,3746.557355232831,38482724,59.606197567589206,11.990154584259976,47.61604298332923,0,0.0,0.0,1.0,0.000180215812705109,0.892938180987993,0.0
2021-07-21,3713.8147429703595,3741.190979147755,3687.095753266628,3719.2587492912344,79254841,13.327617146581167,-6.679397283258676,20.007014429839842,-1,0.0,0.0,1.0,-0.007286317371724915,0.8864319500079838,0.0
2021-07-22,3743.996661680435,3745.2751276835525,3667.3401520107004,3719.921609358715,79335081,-6.604757738709519,-7.104070442623133,0.49931270391361426,-1,0.0,0.0,1.0,0.00017822370320619285,0.8865899331927545,0.0
2021-07-23,3564.2144604687755,3570.7029446463284,3546.323675907954,3570.7029446463284,44187163,-183.5924584750023,-96.73080648088076,-86.86165199412154,-1,0.0,0.0,1.0,-0.04011338957707522,0.8510258058074804,0.0
2021-07-26,3556.507479161427,3578.9149679775305,3492.3514534916294,3548.6072640781745,62546474,-183.41092506572258,-108.05106497011478,-75.3598600956078,-1,0.0,0.0,1.0,-0.006188047818786679,0.8457596174261223,0.0
2021-07-27,3571.0822968647117,3595.261579512169,3567.878777926642,3567.878777926642,53964403,-117.7676628525871,-82.77801648118327,-34.98964637140382,-1,0.0,0.0,1.0,0.005430726032590094,0.8503527061977918,0.0
2021-07-28,3682.0128622817224,3682.0128622817224,3607.574450952466,3667.6897128738688,48145210,-39.18789161966154,-28.61254386684151,-10.575347752820033,-1,0.0,0.0,1.0,0.02797486718571429,0.8741412102146877,0.0
2021-07-29,3640.599531590139,3640.599531590139,3609.748760085399,3623.624540710976,48703819,-61.657768034488306,-46.8622858519621,-14.795482182526207,-1,0.0,0.0,1.0,-0.012014422051085938,0.8636389087829214,0.0
2021-07-30,3558.857350861053,3571.9104982192976,3499.918070545858,3558.515689061356,19869865,-109.1939084889751,-109.04294847012794,-0.15096001884715804,-1,0.0,0.0,1.0,-0.017967880203406783,0.8481211483309089,0.0
2021-08-02,3507.403493767566,3526.5736516242464,3494.531926365886,3515.3490742066024,21287967,-111.79326803624785,-131.3805183901234,19.587250353875547,-1,0.0,0.0,1.0,-0.012130511321741588,0.8378330051388724,0.0
2021-08-03,3579.0119677735756,3595.5358096060495,3574.080036013972,3574.080036013972,68159529,-52.49458094762732,-70.11784842090921,17.623267473281892,-1,0.0,0.0,1.0,0.01670700706177386,0.8518306870723147,0.0
2021-08-04,3583.139375578083,3635.6364332104913,3583.139375578083,3590.4392631965725,13561497,-25.223206589461707,-48.22462903742101,23.001422447959303,-1,0.0,0.0,1.0,0.004577185462484756,0.8557296741096805,0.0
2021-08-05,3566.2694544429273,3582.045627129927,3512.312734413814,3544.857939136077,34096114,-69.61949166517205,-96.65897049481082,27.039478829638767,-1,0.0,0.0,1.0,-0.012695194297734469,0.8448660196305211,0.0
2021-08-06,3575.7161291661864,3575.7161291661864,3559.28591089662,3574.2520940870686,74934272,-40.59367410752585,-72.33248078624412,31.73880667871827,-1,0.0,0.0,1.0,0.008292054422399442,0.8518716946449334,0.0
2021-08-09,3569.646889611798,3601.1956815852723,3559.6554418253077,3573.563388774496,60593847,-22.160481480356417,-62.22877138098481,40.06828990062839,-1,0.0,0.0,1.0,-0.0001926851532693119,0.8517075516168849,0.0
2021-08-10,3637.5299895120174,3679.0459762847217,3631.283232401596,3635.5157650216343,79979388,94.43496729979627,8.04942660262883,86.38554069716744,0,0.0,0.0,1.0,0.017336302594140873,0.8664730114534301,0.0
2021-08-11,3562.6153057828888,3599.6817444790922,3533.427219503186,3577.0716073884187,42145513,-20.062873456656916,-67.7109385905426,47.64806513388568,-1,0.0,0.0,1.0,-0.016075891678293375,0.8525436851791401,0.0
2021-08-12,3535.148389310804,3582.873158602545,3535.148389310804,3545.482912223251,67773185,-52.068986990449126,-80.82644535679954,28.757458366350413,-1,0.0,0.0,1.0,-0.008830881411465596,0.8450149729972293,0.0
2021-08-13,3521.7964143109048,3565.5639832245197,3438.1816050968437,3509.15908420131,47421725,-144.31092269060693,-127.07964116423186,-17.23128152637507,-1,0.0,0.0,1.0,-0.010245100292744946,0.8363577098500015,0.0
2021-08-16,3388.913026862604,3430.043783082392,3369.1892343640793,3395.604686739707,26810950,-239.93871349113044,-217.086304468394,-22.852409022736452,-1,0.0,0.0,1.0,-0.03235943276918951,0.8092936487671171,0.0
2021-08-17,3397.954863291872,3427.3940482885628,3385.0397548617852,3408.660555808203,26990515,-177.9750527064234,-194.75233876455965,16.77728605813624,-1,0.0,0.0,1.0,0.003844931985010014,0.8124053278025272,0.0
2021-08-18,3424.6187821809035,3454.2302684696638,3418.430194795038,3419.1141511196934,46325466,-116.09957926302611,-162.87925654995678,46.779677286930664,-1,0.0,0.0,1.0,0.0030667750984116893,0.8148967922316489,0.0
2021-08-19,3423.2018332224316,3427.677886597579,3397.887178912429,3411.0682797290897,10671253,-109.36715964820986,-168.5457214134645,59.17856176525463,-1,0.0,0.0,1.0,-0.00235320350096202,0.8129791742472466,0.0
2021-08-20,3393.0007807817187,3399.726667942199,3343.602635869737,3385.6983037684963,42260205,-116.15563011781178,-185.9997569245789,69.84412680676711,-1,0.0,0.0,1.0,-0.007437545625034625,0.8069326045465798,0.0
2021-08-23,3285.039213941345,3285.039213941345,3242.7946764239637,3275.252291545074,33465520,-159.7538916668396,-248.68744244683518,88.93355077999558,-1,0.0,0.0,1.0,-0.032621339030854846,0.7806093824786151,0.0
2021-08-24,3229.0251721776463,3279.67721022185,3227.285509470093,3236.3729857187586,69414068,-141.67299555757052,-241.01694827841763,99.34395272084711,-1,0.0,0.0,1.0,-0.011870629302872526,0.7713430578688673,0.0
2021-08-25,3189.3948858506083,3203.0573089949517,3188.725536395399,3203.0573089949517,32403427,-144.06344664859324,-254.2399440345531,110.17649738595986,-1,0.0,0.0,1.0,-0.010294140036028021,0.7634027444153471,0.0
2021-08-26,3150.7392003238942,3177.997001947405,3113.166524316812,3136.611897340092,46816763,-150.16814118903028,-262.5768850943685,112.40874390533821,-1,0.0,0.0,1.0,-0.020744371781380555,0.7475664340662689,0.0
2021-08-27,3113.266180844097,3138.09430529033,3094.8272497423254,3116.2828658028684,30602307,-133.30075379527682,-250.57192368558077,117.27116989030395,-1,0.0,0.0,1.0,-0.006481207175954129,0.7427213011292961,0.0
2021-08-30,3134.268976933842,3136.62928749089,3134.268976933842,3136.62928749089,67245800,-102.26799912456966,-217.91909391596383,115.65109479139417,-1,0.0,0.0,1.0,0.006529067663047172,0.7475705787591558,0.0
2021-08-31,3276.6712574912362,3283.920884305801,3240.4747833466963,3263.666907688023,15015551,-30.253865455776157,-141.76133753474616,111.50747207897001,-1,0.0,0.0,1.0,0.040501317992460484,0.7778481724912881,0.0
2021-09-01,3272.9048590109833,3272.9048590109833,3252.65567991298,3267.4524936172606,58294603,-20.771887220516735,-131.5750672022657,110.80317998174897,-1,0.0,0.0,1.0,0.0011599179806984772,0.7787504125728142,0.0
2021-09-02,3281.684247996071,3302.6104446700115,3277.202138850846,3277.202138850846,33413609,2.88914057420729,-113.8773713266674,116.76651190087469,-1,0.0,0.0,1.0,0.0029838674786031305,0.781074100602839,0.0
2021-09-03,3284.2378733592855,3293.427852362078,3222.118961927291,3263.044377174985,67033002,-10.477222553662122,-117.99885023041301,107.5216276767509,-1,0.0,0.0,1.0,-0.0043200758073548284,0.7776998012770733,0.0
2021-09-06,3110.0820201894567,3117.4871741154197,3069.0102876144783,3116.0978174489856,64021286,-124.641039654701,-173.56712212348205,48.92608246878105,-1,0.0,0.0,1.0,-0.045033576850468715,0.742677197509668,0.0
2021-09-07,3114.0466557254654,3120.126306908152,3105.4027039976027,3105.4027039976027,48041288,-97.60194521406606,-157.30196579587536,59.7000205818093,-1,0.0,0.0,1.0,-0.003432213646020421,0.7401281706977871,0.0
2021-09-08,3101.498757446082,3149.7309255836917,3075.9377922716003,3100.968369755182,11208957,-85.82753847727393,-146.44149223407308,60.61395375679915,-1,0.0,0.0,1.0,-0.0014279417728053634,0.7390713107656177,0.0
2021-09-09,3272.206918503357,3272.7292095996672,3250.2510795562957,3269.5723728197854,61473414,66.18852288145222,-83.26288263430966,149.45140551576188,-1,0.0,0.0,1.0,0.05437140369087823,0.7792556553596016,0.0
2021-09-10,3261.8895070859767,3261.8895070859767,3218.7941983882492,3247.000692966759,52719684,47.59781788601546,-86.5696226388557,134.16744052487115,-1,0.0,0.0,1.0,-0.006903557187070364,0.7738760193794786,0.0
2021-09-13,3264.9910571663895,3302.046036808464,3241.9025600050527,3260.0243863171454,60856306,70.63305817811619,-73.85786801920706,144.49092619732323,-1,0.0,0.0,1.0,0.004010991860456503,0.7769800297942121,0.0
2021-09-14,3254.1241825782145,3300.1303522443773,3248.8776083445623,3248.8776083445623,65950884,60.066693160662645,-71.23829662930235,131.304989789965,-1,0.0,0.0,1.0,-0.0034192314693619608,0.774323355225274,0.0
2021-09-15,3166.2865447566605,3168.826132438862,3156.131621791001,3156.131621791001,69507174,-41.112736298114555,-102.9114189092199,61.79868261110535,-1,0.0,0.0,1.0,-0.028547085404309502,0.7522186802731066,0.0
2021-09-16,3226.329955250701,3262.387007139547,3226.329955250701,3229.866200708722,74773330,28.879806345436,-72.55879677440097,101.43860311983697,-1,0.0,0.0,1.0,0.023362326972877767,0.7697922590367535,0.0
2021-09-17,3267.26878710155,3314.9815302163547,3234.580017685975,3275.51531946639,26780412,60.725219151555144,-57.908216461502754,118.6334356130579,-1,0.0,0.0,1.0,0.014133439567141082,0.7806720714091024,0.0
2021-09-20,3313.625242123229,3324.044218004138,3287.789125599987,3324.044218004138,19938256,95.68097826648055,-43.15545041064613,138.8364286771267,-1,0.0,0.0,1.0,0.014815653051396538,0.7922382379660148,0.0
2021-09-21,3231.040343733279,3253.7503490264535,3181.8470539943937,3250.213580405408,63989567,6.401942704814934,-69.6735743599112,76.07551706472613,-1,0.0,0.0,1.0,-0.02221108768615021,0.7746417649942305,0.0
2021-09-22,3363.5579483441475,3380.996797486448,3313.3306385383926,3342.9366378948134,32907093,129.0323154917246,-25.748077881004043,154.78039337272864,-1,0.0,0.0,1.0,0.02852829673976065,0.7967409751329979,0.0
2021-09-23,3223.1050320226286,3279.437027245074,3223.1050320226286,3233.807723222813,70190273,21.108845217983315,-60.29816726513927,81.40701248312259,-1,0.0,0.0,1.0,-0.032644625517258885,0.7707316643655255,0.0
2021-09-24,3265.784972300004,3292.06274174737,3265.018440869838,3267.954112367224,32986990,48.91397390282189,-46.81697259353184,95.73094649635372,-1,0.0,0.0,1.0,0.010559189681933479,0.7788699662034334,0.0
2021-09-27,3414.8155086145543,3417.6536645808646,3399.4407162332514,3417.6536645808646,27636027,210.34893633830615,9.535351982543528,200.81358435576263,0,0.0,0.0,1.0,0.04580833973375542,0.8145487062236989,0.0
2021-09-28,3341.500302651869,3391.577115135279,3324.621170565973,3338.421543224377,30841553,111.15541176082047,-12.17484872307544,123.33026048389591,-1,0.0,0.0,1.0,-0.023183192076369985,0.7956648671117562,0.0
2021-09-29,3297.8908818348737,3297.8908818348737,3263.0826483789883,3289.8399472301116,57301994,7.049860651580755,-38.83129929426999,45.88115994585075,-1,0.0,0.0,1.0,-0.014552265304202172,0.7840861408723132,0.0
2021-09-30,3297.808660823505,3297.808660823505,3280.2013809005643,3289.3175491858924,54607689,10.669527735428835,-34.06014338366506,44.729671119093894,-1,0.0,0.0,1.0,-0.00015879132498808346,0.7839616347950993,0.0
2021-10-01,3239.809188764128,3265.1345599776755,3239.809188764128,3245.4862982772584,13636119,-46.75792236869905,-50.079381343413736,3.3214589747146874,-1,0.0,0.0,1.0,-0.013325332763777231,0.7735150851374197,0.0
2021-10-04,3124.8117002899953,3168.0380429330444,3083.562392545798,3126.3791578183973,30334211,-180.05039666466374,-104.92125488248502,-75.12914178217872,-1,0.0,0.0,1.0,-0.03669932007480192,0.745127607445274,0.0
2021-10-05,3126.631516200389,3152.485963496948,3117.103824429758,3123.9831911539413,45221540,-163.7438677770739,-99.50505855422406,-64.23880922284982,-1,0.0,0.0,1.0,-0.0007663711096794756,0.7445565631739033,0.0
2021-10-06,3038.028553346496,3060.0259108450264,3038.028553346496,3040.29683788013,12853507,-193.87923494918223,-137.09662816979161,-56.78260677939062,-1,0.0,0.0,1.0,-0.02678834940942787,0.724611121804518,0.0
2021-10-07,3082.1228484082635,3088.1277473676437,3047.423229764792,3067.3320605551107,36947160,-133.87408641961193,-124.29405338094031,-9.580033038671615,-1,0.0,0.0,1.0,0.008892297073805233,0.7310545791625871,0.0
2021-10-08,2998.622317146134,3006.9706689175746,2994.2120677706284,2994.2120677706284,26450961,-142.21532887654928,-154.54320436836437,12.327875491815092,-1,0.0,0.0,1.0,-0.0238383035618418,0.7136274781842349,0.0
2021-10-11,3105.864931574915,3121.8069871500556,3099.032700704945,3099.032700704945,68125052,-61.42934063215838,-97.80021816613795,36.370877533979574,-1,0.0,0.0,1.0,0.035007751809764676,0.7386099718251369,0.0
