日期,开盘,收盘,最高,最低,成交量,成交额,fast_ma,slow_ma,ma_diff,signal,returns,strategy_returns,cum_returns,benchmark_returns
2023-05-02 17:52:58.527861,4069.1049575130864,4060.808146225644,4085.290712799655,4062.6130849161696,4447162,666798.504357948,4047.877424844165,,,0,0.002922070165187751,0.0,1.0,1.0166622926952003
2023-05-03 17:52:58.527861,4048.439618104484,4036.995109696293,4062.9661076550537,4010.2326384864373,1327632,585989.2177489435,4045.58460535411,,,0,-0.005864112677050337,-0.0,1.0,1.0107004704563272
2023-05-04 17:52:58.527861,4050.147807718443,4039.0846313065767,4048.030430494687,4020.9329156578224,4656846,640583.8779120872,4044.6267478539244,,,0,0.0005175932973673358,0.0,1.0,1.0112236022454815
2023-05-05 17:52:58.527861,4045.7719312789504,4034.7373147237704,4042.1758855903904,4013.654864299588,2636692,845676.0994813245,4044.12039080224,,,0,-0.001076312328073259,-0.0,1.0,1.010135209815946
2023-05-08 17:52:58.527861,4034.107468944049,4025.336858622522,4051.173427167907,4028.1097222944063,1108289,534592.9121830813,4039.392412114961,,,0,-0.002329880576597554,-0.0,1.0,1.0077817154108586
2023-05-09 17:52:58.527861,4008.7789403793167,4008.538162562106,4004.0201294023755,4003.772319065645,4551040,1647667.5220704468,4028.938415382254,,,0,-0.004173239818285546,-0.0,1.0,1.003576000627966
2023-05-10 17:52:58.527861,4007.809700697002,4000.826632611127,4045.0861367637235,3981.4485837158086,4968607,613826.4260256989,4021.70471996522,,,0,-0.0019237761094559325,-0.0,1.0,1.0016453450939344
2023-05-11 17:52:58.527861,4001.461209059377,4000.9222122507986,4003.404765169596,3981.991640251167,4967167,1089300.2836284908,4014.0722361540647,,,0,2.3889972860180464e-05,0.0,1.0,1.0016692743740443
2023-05-12 17:52:58.527861,3988.064678583237,3988.702478644914,3993.452040905262,4011.9789983908545,2851602,701044.7747606813,4004.8652689382934,4022.8077414459112,-17.942472507617822,0,-0.0030542292395657755,-0.0,1.0,0.9986099467878764
2023-05-15 17:52:58.527861,3982.5324698611657,3976.930107511941,3979.5719322845216,3973.811924158788,4102985,1909425.954027235,3995.1839187161772,4022.2302548553776,-27.04633613920032,0,-0.0029514287405494333,-0.0,1.0,0.9956626206903281
2023-05-16 17:52:58.527861,3995.4352414798263,3989.2667745514773,3977.7061941343995,3978.140419679775,1912719,1811006.240863102,3991.329641114052,4022.488669760897,-31.1590286468454,0,0.0031020577948386308,0.0,1.0,0.9987512236838699
2023-05-17 17:52:58.527861,4002.798215803889,3996.371323266277,3987.241412816219,4006.6813343854487,2034527,1207908.8273770849,3990.438579245082,4022.8427804340126,-32.40420118893053,0,0.0017809159217232473,0.0,1.0,1.0005299156399692
2023-05-18 17:52:58.527861,3976.570743836634,3982.2559602233523,4001.4839420503445,3963.4605135101456,1678259,1659690.3917006308,3986.7053288395923,4022.4089799457633,-35.70365110617104,0,-0.0035320449230399342,-0.0,1.0,0.9969959990310835
2023-05-19 17:52:58.527861,4005.1168069197356,4003.427788400948,3981.5651491437097,4013.4726396334795,3241661,1553823.6045458775,3989.6503907907986,4023.324070055446,-33.67367926464749,0,0.005316541274360542,0.0,1.0,1.0022965694103045
2023-05-22 17:52:58.527861,3997.9602783716437,3995.9292767603015,3998.0260071029134,3977.738305193272,4547455,487731.5393264598,3993.4502246404713,4023.862130524564,-30.411905884092448,0,-0.00187302282867996,-0.0,1.0,1.0004192450546914
2023-05-23 17:52:58.527861,4023.997650703939,4012.1033277811307,3986.913363567278,3997.5432273079928,3731514,1368422.5255782902,3998.0175352864017,4024.406971427465,-26.38943614106347,0,0.0040476319525710736,0.0,1.0,1.0044685739569417
2023-05-24 17:52:58.527861,4001.2222959357578,4017.913667985751,4009.465293799033,4020.2903664874257,2445673,1468127.5736704876,4002.3260042302963,4024.5547118887616,-22.228707658465282,0,0.0014482030321572026,0.0,1.0,1.0059232483914526
2023-05-25 17:52:58.527861,3990.7093347776354,3993.3820177119533,3986.316825513199,3992.45718833442,4458352,700663.6339760721,4004.5512157280173,4023.847403901203,-19.296188173185783,0,-0.006105569283198609,-0.0,1.0,0.9997815143048184
2023-05-26 17:52:58.527861,3990.505153168109,3994.8305657202072,3998.7007352769065,3987.526843927564,2106434,717858.6686851674,4002.831771191869,4023.2235157777995,-20.39174458593061,0,0.00036273714907042454,0.0,1.0,1.0001441722010107
2023-05-29 17:52:58.527861,3988.749460647163,4003.003407383507,4018.766629880667,3984.3244568472555,2189418,1841447.6169526349,4004.24659731651,4022.2798398920427,-18.033242575532768,0,0.0020458543932828643,0.0,1.0,1.0021903215496244
2023-05-30 17:52:58.527861,3999.1951765214585,4005.0620529559997,4011.4148376719136,4040.0489932890728,1553147,1889511.379393224,4002.838342351484,4021.6760444393935,-18.837702087909747,0,0.0005142752486035906,0.0,1.0,1.0027057232263874
2023-05-31 17:52:58.527861,4024.4029425468143,4018.621818488438,4001.3312628421636,4032.644759263813,2186275,768404.2946728108,4002.9799724520212,4020.4811379122502,-17.501165460229004,0,0.003385656789619551,0.0,1.0,1.0061005406662191
2023-06-01 17:52:58.527861,4043.2343878996694,4027.752008920508,4000.7982078514137,4059.7994602477374,2287557,741673.0743490286,4009.853970693732,4019.4367561530744,-9.582785459342176,0,0.0022719705522089573,0.0,1.0,1.0083863714671744
2023-06-02 17:52:58.527861,4008.357013892192,4013.5430786733355,4028.905807327266,4029.5126412066393,3507533,1071108.2888063283,4013.5964732843577,4017.713673979994,-4.117200695636257,0,-0.003527756976026142,-0.0,1.0,1.0048290294107014
2023-06-05 17:52:58.527861,4049.6634646844986,4054.4874766853704,4071.455194360938,4067.5595491140307,2407139,679303.4279987831,4023.89328714473,4017.4308346692324,6.462452475497685,1,0.010201559372714941,0.010201559372714941,1.010201559372715,1.0150798524136622
2023-06-06 17:52:58.527861,4064.1589263230962,4075.843048046103,4103.546161373143,4091.960730475697,2444057,845796.9397780679,4038.049486162751,4017.8418075235177,20.20767863923311,0,0.0052671444870735495,0.0052671444870735495,1.015522436946998,1.0204264246622423
2023-06-07 17:52:58.527861,4079.653304628812,4067.0860375944744,4049.2112783503417,4084.1979083086053,3314247,1987011.487441119,4047.7423299839584,4018.462701871781,29.279628112177306,0,-0.0021485151288704873,-0.0021485151288704873,1.01334057162751,1.0182340230509563
2023-06-08 17:52:58.527861,4077.687773788376,4067.572930524738,4021.7423215994318,4078.4232007623705,2984520,1860232.8904919117,4055.7065143048044,4019.2526689290225,36.45384537578184,0,0.0001197154242036369,0.0001197154242036369,1.0134618841239051,1.0183559213689644
2023-06-09 17:52:58.527861,4076.113983519808,4070.616321043671,4029.246873587591,4059.523937925213,2716967,1870676.1540335454,4067.121162778871,4020.364242964405,46.75691981446607,0,0.0007482079782994422,0.0007482079782994422,1.0142201643913091,1.0191178633940812
2023-06-12 17:52:58.527861,4078.036380505077,4082.528686827163,4052.0854320360477,4127.060355766078,2247800,1935389.6774608807,4072.72940480723,4021.482640790013,51.24676401721672,0,0.0029264280501968276,0.0029264280501968276,1.017188206729459,1.0221002384959743
2023-06-13 17:52:58.527861,4077.719595486404,4062.682115612047,4062.1334612505143,4073.564782461255,4695636,1062872.3947950387,4070.0972183204185,4021.545106436227,48.55211188419162,0,-0.004861342745527741,-0.004861342745527741,1.0122433062198384,1.0171314589163598
2023-06-14 17:52:58.527861,4057.334266293159,4060.8365842014828,4068.0381002985846,4064.891835521451,2677410,1786126.890952007,4068.8473276418204,4022.339822253067,46.50750538875354,0,-0.0004542642909401984,-0.0004542642909401984,1.0117834802320795,1.0166694124153821
2023-06-15 17:52:58.527861,4032.567867161869,4035.2895932890797,4040.646726449847,3986.288909941197,2521507,587013.9806647218,4062.3906601946887,4022.213320985816,40.17733920887258,0,-0.006291065986696598,-0.006291065986696598,1.00541828359369,1.010273478055221
2023-06-16 17:52:58.527861,4027.2210080300074,4034.859660503983,4050.474731914422,4075.358343837046,3047474,720367.7043477391,4055.239328086751,4022.2173991784903,33.021928908260634,0,-0.00010654322946535011,-0.00010654322946535011,1.0053111630827924,1.0101658402562257
2023-06-19 17:52:58.527861,4075.319848104843,4064.829123243982,4061.8998361781255,4051.570522106717,2541206,2018103.9242106983,4051.699415370115,4023.5338079992057,28.16560737090913,0,0.00742763448091166,0.00742763448091166,1.0127782469417517,1.0176689828827519
2023-06-20 17:52:58.527861,4059.4087369135214,4054.913011000685,4036.377898885928,4060.685627674815,1379160,1539959.8601396994,4050.1455944478425,4025.0796362804913,25.065958167351255,0,-0.0024394905524056654,-0.0024394905524056654,1.0103075839766553,1.015186389013533
2023-06-21 17:52:58.527861,4064.3313661535776,4054.2337290988535,4040.286954147518,4042.870923420301,2274608,477605.3556461343,4048.825023427317,4026.8598728300826,21.965150597234242,0,-0.00016752070882619652,-0.00016752070882619652,1.010138336534055,1.0150163242700547
2023-06-22 17:52:58.527861,4032.232991993164,4028.7544706346935,4053.8743004282373,4009.5206424170065,1353114,1840759.2700316857,4047.5179988964396,4027.787614776212,19.730384120227427,0,-0.006284605221767325,-0.006284605221767325,1.0037900158695658,1.008637347378368
2023-06-23 17:52:58.527861,4045.958442627723,4035.1892474050373,4005.3809306984485,4041.7377433454853,3942310,1116640.972639557,4047.5839162766506,4029.3371737348834,18.246742541767162,0,0.0015972124430134738,0.0015972124430134738,1.0053932817730855,1.010248355500089
2023-06-26 17:52:58.527861,4066.3243415678253,4067.9467073845913,4056.352138309763,4081.2444179718573,1419821,894775.3878895462,4048.207433104772,4032.3710603973045,15.83637270746749,0,0.008117948867111924,0.008117948867111924,1.0135550130258573,1.0184494999931226
2023-06-27 17:52:58.527861,4029.475445260976,4036.599087262264,4047.8612011665346,4074.9351261105517,1743167,2004772.092769899,4044.5446483570877,4033.948804154331,10.59584420275678,0,-0.007706005603618449,-0.007706005603618449,1.0057445524159045,1.0106013224391732
2023-06-28 17:52:58.527861,4021.6503322843737,4018.6284003249516,4048.304379650094,4041.2559744864852,2534382,783421.5600723485,4037.4235826023078,4034.690706722953,2.7328758793546513,0,-0.004451937521865901,-0.004451937521865901,1.001267040505592,1.006102188492159
2023-06-29 17:52:58.527861,4030.532858173223,4030.1911160506593,4042.1364844496143,4021.954267449422,4890313,573646.5219426375,4037.7109116855004,4036.28854525053,1.4223664349701721,0,0.0028772791544429133,0.0028772791544429133,1.0041479652892693,1.008997025346347
2023-06-30 17:52:58.527861,4059.6961539652502,4047.283455200678,4037.0017811086495,4043.5967592681695,1416848,1740955.9768450835,4040.129753244629,4037.750400810521,2.379352434107659,0,0.004241074097440789,0.004241074097440789,1.0084066312148554,1.0132762564949382
2023-07-03 17:52:58.527861,4049.2307455212576,4055.1667863785397,4036.2491861379604,4049.590677507978,2297905,702883.6811497068,4037.573769043418,4039.7249844644625,-2.151215421044526,-1,0.0019478080211385862,0.0,1.0084066312148554,1.0152499241149684
2023-07-04 17:52:58.527861,4064.4041346816452,4060.0462116881313,4052.1248048692933,4065.793206578259,2475536,1428359.9856785475,4042.2631939285916,4041.323080594696,0.9401133338956242,1,0.0012032613124524083,0.0012032613124524083,1.0096200079014168,1.0164715350711262
2023-07-05 17:52:58.527861,4061.7778967694685,4068.638317341156,4074.3696259801886,4080.243180407525,2614391,1017378.0652129301,4052.265177331833,4043.0139022398757,9.251275091957268,0,0.002116258092897949,0.002116258092897949,1.0117566244138898,1.0186226511834209
2023-07-06 17:52:58.527861,4068.4443099817636,4064.6059898743383,4063.608788850377,4056.765538909149,3519089,1299990.2500322915,4059.148152096569,4045.3880346452884,13.760117451280621,0,-0.0009910754292489221,-0.0009910754292489221,1.0107538972830534,1.0176131193021567
2023-07-07 17:52:58.527861,4048.15629075467,4038.7965964238856,4044.9484783565276,4052.625741439599,1931257,712017.2226885911,4057.45078034121,4046.853569002078,10.597211339131718,0,-0.006349789749547363,-0.006349789749547363,1.0043358225467705,1.011151489948207
2023-07-10 17:52:58.527861,4057.11745887179,4061.7111795956766,4087.165829825891,4052.0796625218077,2536953,1405102.679073677,4058.7596589846376,4048.810494742484,9.949164242153529,0,0.005673616540154747,0.005673616540154747,1.0100340388814417,1.0168883757661793
2023-07-11 17:52:58.527861,4052.2963216356834,4051.995358164826,4047.45598898502,4055.847262539633,1373587,1233070.001034783,4057.1494882799766,4050.3749382494443,6.774550030532282,0,-0.0023920512811592687,-0.0023920512811592687,1.007617985664721,1.0144559266241318
2023-07-12 17:52:58.527861,4036.4517987022095,4055.6445506191285,4028.112296642512,4064.025790389757,2179383,1585955.7458750594,4054.5507349355707,4051.609029320468,2.941705615102819,0,0.0009005914695705552,0.0009005914695705552,1.0085254378271964,1.0153695369779048
2023-07-13 17:52:58.527861,4068.010923496351,4060.0618926336097,4084.926624428903,4069.3703130217596,2736072,1905312.3410741286,4053.641915487425,4052.6860254442377,0.9558900431875372,0,0.0010891837189743736,0.0010891837189743736,1.0096239073142492,1.0164754609463236
2023-07-14 17:52:58.527861,4043.059048039651,4041.9420512362576,4038.977691705918,4009.243730567855,4578801,741830.5588779543,4054.2710064498997,4053.632657863002,0.6383485868977914,0,-0.004462947087143676,-0.004462947087143676,1.0051180092379906,1.0119389847487401
2023-07-17 17:52:58.527861,4036.249083868895,4029.242604421533,3998.7026940163864,4041.7334787052014,1671242,1240373.325224417,4047.777291415071,4052.791162120874,-5.013870705803129,-1,-0.003141917091770363,-0.0,1.0051180092379906,1.0087595563567293
2023-07-18 17:52:58.527861,4050.743033473297,4052.9511050690203,4054.878783096511,4080.490874855495,1670113,1221188.2127465785,4047.9684407959094,4052.0280973549716,-4.059656559062205,0,0.00588410849757981,0.0,1.0051180092379906,1.0146952070343027
2023-07-19 17:52:58.527861,4047.964936071821,4059.7629297124636,4078.9134868304254,4043.286533009361,4202564,510555.7860406394,4048.7921166145766,4051.783993758904,-2.9918771443276455,0,0.0016807073332130162,0.0,1.0051180092379906,1.0164006127097414
2023-07-20 17:52:58.527861,4035.589901906528,4058.5710680222073,4065.7818233809962,4040.399339404243,1876646,1734480.266343427,4048.493951692296,4051.483931675487,-2.989979983191006,0,-0.0002935791352577377,-0.0,1.0051180092379906,1.0161022186967865
2023-07-21 17:52:58.527861,4061.02398940831,4070.57736728302,4100.909933130387,4081.4961569269,1947188,1722247.0370766602,4054.221014901649,4051.482633216798,2.7383816848509923,1,0.0029582577364262175,0.0029582577364262175,1.0080914073648402,1.019108110946246
2023-07-24 17:52:58.527861,4065.2631842576934,4058.801571060988,4062.2857224334493,4032.354194826568,3974689,506293.69033367635,4060.1328082295395,4050.6917293579254,9.441078871614081,0,-0.002892905639548693,-0.002892905639548693,1.0051750940472939,1.01615992734478
2023-07-25 17:52:58.527861,4073.8502108805765,4075.866191511316,4050.922337347026,4078.1941334828825,3884149,1987266.8183022195,4064.7158255179993,4051.131198554568,13.58462696343122,0,0.0042043495232675365,0.0042043495232675365,1.009401201474752,1.0204322188508754
2023-07-26 17:52:58.527861,4068.5663572114936,4060.615783306555,4034.68571694069,4074.0060562536255,4599729,641144.8381815135,4064.8863962368173,4051.1238385247366,13.762557712080707,0,-0.003741636130382031,-0.003741636130382031,1.005624389469263,1.0166141327922171
2023-07-27 17:52:58.527861,4051.409475577446,4060.7452423027353,4076.6670061248747,4046.3269942456172,2304835,970258.2252148464,4065.321231092923,4051.972360158526,13.348870934396928,0,3.188161675193868e-05,3.188161675193868e-05,1.0056564504006444,1.0166465440943835
2023-07-28 17:52:58.527861,4049.830771527061,4055.797227240948,4024.8211307980605,4016.2965935393204,3436314,868337.263598387,4062.3652030845087,4052.6702790497575,9.694924034751239,0,-0.0012184992572894515,-0.0012184992572894515,1.004431058762743,1.0154077610354786
2023-07-31 17:52:58.527861,4057.158848191702,4054.972710565747,4056.5196962343302,4032.201772789611,2985859,1759504.562765173,4061.59943098546,4052.3417319604832,9.257699024976773,0,-0.00020329336724800307,-0.00020329336724800307,1.0042268645906387,1.015201335372608
2023-08-01 17:52:58.527861,4054.2682367513353,4050.414540331736,4035.6634575841786,4054.28024234454,4756269,1284356.8827130492,4056.5091007495444,4052.191782938185,4.317317811359317,0,-0.0011240939358565516,-0.0011240939358565516,1.003098019261928,1.0140601537078422
2023-08-02 17:52:58.527861,4055.8824195713355,4048.066814890429,4045.7333677404067,4023.780426951715,4652292,1599801.267731557,4053.9993070663195,4051.9862191312372,2.0130879350822397,0,-0.0005796259661645653,-0.0005796259661645653,1.0025165976033557,1.0134723781115003
2023-08-03 17:52:58.527861,4066.622831447703,4066.873804240901,4071.2769856339687,4058.183195913193,2160029,1182846.1790896617,4055.225019453952,4053.256863584778,1.9681558691740975,0,0.004645918708972907,0.004645918708972907,1.0071742082202169,1.0181808883939958
2023-08-04 17:52:58.527861,4071.308946977431,4079.105892393613,4106.344839603353,4064.1482549746684,3078870,736812.9764489507,4059.8867524844854,4054.7207517510633,5.166000733422152,0,0.0030077373288437403,0.0030077373288437403,1.0102035236829294,1.0212433090595336
2023-08-07 17:52:58.527861,4060.4380943601636,4080.349175697716,4053.0563900002985,4079.842217807321,3695652,1874154.9727277397,4064.962045510879,4055.134167361501,9.827878149377739,0,0.0003047930936093124,0.0003047930936093124,1.0105114267400879,1.0215545769670298
2023-08-08 17:52:58.527861,4067.5248864652744,4065.593425487865,4048.5676101335794,4083.1644283933274,2277015,914866.258960545,4067.9978225421046,4056.100645302354,11.897177239750363,0,-0.0036162959527423766,-0.0036162959527423766,1.0068571183573678,1.0178603332848384
2023-08-09 17:52:58.527861,4073.0082264875778,4066.6541740676616,4080.8480691136892,4059.363053862487,3148915,1665964.6622231763,4071.715294377551,4057.7015044271116,14.013789950439332,0,0.0002609086715721354,0.0002609086715721354,1.0071198161105814,1.0181259018722417
2023-08-10 17:52:58.527861,4051.613085081529,4060.9305388406906,4034.466942229433,4070.0174436316593,2726965,1568341.5264266217,4070.5266412975093,4058.7261518534456,11.800489444063714,0,-0.001407455608954833,-0.001407455608954833,1.005702339676507,1.0166929348610294
2023-08-11 17:52:58.527861,4080.8518414468554,4081.2664825419756,4067.1412184958535,4080.7839745798974,1100244,1372931.1065741002,4070.9587593271817,4059.8589194314895,11.099839895692185,0,0.005007705378553551,0.005007705378553551,1.0107386006921288,1.0217842335392704
2023-08-14 17:52:58.527861,4064.8237374680157,4072.350725512593,4105.851310179641,4068.6296863513776,1002635,1963064.4501811687,4069.359069290157,4060.431717402624,8.92735188753295,0,-0.002184556452640596,-0.002184556452640596,1.008530585160054,1.0195520881986857
2023-08-15 17:52:58.527861,4060.2993520325367,4058.83160504399,4092.733701813468,4043.7809196265875,3610575,1035534.1721096386,4068.0067052013824,4060.391230514486,7.615474686896505,0,-0.0033197338293845524,-0.0033197338293845524,1.005182532058529,1.016167446640673
2023-08-16 17:52:58.527861,4023.42388234835,4045.8975456498383,4039.249824620977,4052.052387905302,2991922,1231088.5373186148,4063.8553795178173,4059.633204791442,4.222174726375215,0,-0.003186645974195601,-0.003186645974195601,1.001979371189413,1.0129292807377268
2023-08-17 17:52:58.527861,4031.8869449837234,4038.7274768687917,4057.8351731029497,4012.5963249374477,4609889,1785173.2792151866,4059.4147671234373,4058.7705876912573,0.6441794321799534,0,-0.0017721824885941206,-0.0017721824885941206,1.0002036808938586,1.0111341852042193
2023-08-18 17:52:58.527861,4066.081435716493,4053.9535192898406,4031.9969437450204,4050.862366717352,1735878,521188.0209051079,4053.952174473011,4059.2758184534555,-5.323643980444558,-1,0.003770009862822832,0.0,1.0002036808938586,1.0149461710550765
2023-08-21 17:52:58.527861,4085.0705006552844,4077.5402876992216,4064.5913962732884,4067.4082739129058,1850458,1593786.1334828509,4054.9900869103367,4059.8034553902403,-4.813368479903602,0,0.0058182138243936254,0.0,1.0002036808938586,1.0208513448985246
2023-08-22 17:52:58.527861,4091.5773982733513,4084.255484130332,4093.254115413721,4130.508043013799,1627399,528044.8146066939,4060.0748627276053,4060.8787929224245,-0.8039301948192588,0,0.0016468743304312028,0.0,1.0002036808938586,1.022532558773624
2023-08-23 17:52:58.527861,4076.3737350656806,4075.4325703975273,4068.209721506019,4078.6620405141794,3475136,691233.3031786105,4065.981867677143,4061.538393581704,4.443474095438887,1,-0.002160225717290909,-0.002160225717290909,0.9980430151798626,1.020323657643394
2023-08-24 17:52:58.527861,4091.4627004299637,4080.178337081817,4096.691074838594,4044.9882161897417,2270441,700069.6547554914,4074.272039719748,4062.208941729978,12.063097989770085,0,0.001164481708950671,0.001164481708950671,0.9992052180157855,1.0215118058799295
2023-08-25 17:52:58.527861,4088.025429978025,4073.3991390338374,4092.8818620235215,4071.48153945631,2344890,527742.6676746876,4078.161163668547,4063.2575113232306,14.903652345316459,0,-0.0016614955249304453,-0.0016614955249304453,0.9975450430175652,1.0198145685857964
2023-08-28 17:52:58.527861,4080.7886179853444,4071.8732754127627,4068.961518374388,4103.386674151515,4078240,1381460.7814633402,4077.027761211255,4064.6785336896046,12.349227521650391,0,-0.0003745922186836337,-0.0003745922186836337,0.9971713704066644,1.019432553983904
2023-08-29 17:52:58.527861,4052.769550279572,4060.6526781349057,4049.533333613264,4013.3680897282047,3396313,1385895.8862642297,4072.3072000121697,4064.935252791801,7.371947220368838,0,-0.0027556351877673357,-0.0027556351877673357,0.9944235298901376,1.0166233697665905
2023-08-30 17:52:58.527861,4050.4807198569047,4040.9573626482434,4069.2446385749026,4064.594195877842,4559878,442397.1424352132,4065.4121584623135,4064.308400556327,1.1037579059866403,0,-0.004850283205139472,-0.004850283205139472,0.9896002941443159,1.0116924585102594
2023-08-31 17:52:58.527861,4074.880310148357,4074.12082292323,4066.2144480562533,4034.35349862285,2751650,1075128.2996149394,4064.200655630596,4064.826725719694,-0.6260700890979933,-1,0.008206832514870532,0.0,0.9896002941443159,1.0199952490738107
2023-09-01 17:52:58.527861,4089.492587322951,4075.8712830406434,4042.6882343379943,4104.44570338813,3618077,1812981.7840152557,4064.6950844319567,4065.0031895782818,-0.3081051463250333,0,0.00042965346230383616,0.0,0.9896002941443159,1.0204334935641086
2023-09-04 17:52:58.527861,4062.4108005478615,4049.3021789944946,4047.392464929586,4039.2488734262665,2104428,1268078.2555832623,4060.1808651483034,4064.6865431760652,-4.50567802776186,0,-0.006518631772475358,-0.0,0.9896002941443159,1.0137816633712635
2023-09-05 17:52:58.527861,4075.4373769928134,4068.508022638043,4074.8679790344177,4068.268531441898,4003184,1558446.8802811294,4061.7519340489307,4064.4412708802897,-2.6893368313590145,0,0.004743000841769041,0.0,0.9896002941443159,1.0185900306540034
2023-09-06 17:52:58.527861,4078.875639470905,4090.5755116439823,4099.7930340639705,4091.688693423283,4273418,766932.1852969023,4071.675563848079,4065.439928491537,6.235635356541934,1,0.0054239757874756656,0.0054239757874756656,0.9949678621790335,1.0241148383176348
2023-09-07 17:52:58.527861,4117.715021585447,4108.583959719327,4108.519124360296,4085.2140101618265,3861568,667457.5420258275,4078.568191207298,4067.0345524054233,11.533638801874531,0,0.004402424065778288,0.004402424065778288,0.9993481326401665,1.028623426127965
2023-09-08 17:52:58.527861,4081.0321194525523,4084.8160304070534,4062.5786506544537,4115.375062398597,3037326,1227577.4915715915,4080.35714068058,4068.0018458442937,12.355294836286248,0,-0.005784944288663718,-0.005784944288663718,0.9935669593678631,1.0226728969138004
2023-09-11 17:52:58.527861,4093.429956667582,4098.6622982620665,4102.828771031926,4148.203909251397,2848543,1546900.3200946462,4090.2291645340943,4069.4581654341705,20.770999099923756,0,0.0033896919107110346,0.0033896919107110346,0.9969348452527821,1.0261394429597726
