date,open,high,low,close,volume,middle_band,std_dev,upper_band,lower_band,band_width,band_width_ma,width_change,signal,width_pct_change,position,strategy_returns,cumulative_returns,benchmark_returns,benchmark_cumulative,drawdown
2021-04-23,4261.1237593441765,4288.152471966316,4261.1237593441765,4268.929653486055,46982693,,,,,,,,0,,0.0,0.0,1.0,-0.026845321709582537,1.0174381220203284,0.0
2021-04-26,4232.389581249231,4287.541756926541,4229.576916677793,4234.764919793904,33100170,,,,,,,,0,,0.0,0.0,1.0,-0.008003114706809922,1.0092954480227183,0.0
2021-04-27,4168.752235763139,4194.963509033725,4121.87772865322,4168.043877645229,18190219,,,,,,,,0,,0.0,0.0,1.0,-0.015755548043956513,0.9933934451008498,0.0
2021-04-28,4203.419149102144,4203.419149102144,4184.300635637635,4196.750184608248,61659302,,,,,,,,0,,0.0,0.0,1.0,0.006887237228230925,1.0002351814182289,0.0
2021-04-29,4136.450573797721,4188.712096455284,4136.450573797721,4137.325602996052,12627014,,,,,,,,0,,0.0,0.0,1.0,-0.014159666169823004,0.9860721851580344,0.0
2021-04-30,4047.35911129606,4074.5497133545337,4041.4605796496853,4041.4605796496853,34772234,4335.407414393322,155.25618466273778,4645.919783718798,4024.8950450678467,621.0247386509509,,,0,,0.0,0.0,1.0,-0.02317077081797625,0.9632241325457566,0.0
2021-05-03,4153.474177526527,4158.242742026753,4152.670954437468,4152.670954437468,32713635,4333.252791164356,157.57779949363666,4648.408390151629,4018.0971921770824,630.3111979745463,,0.014953445081379968,0,1.4953445081379968,0.0,0.0,1.0,0.02751737214703276,0.989729529462021,0.0
2021-05-04,4117.409876704636,4146.608360271212,4117.409876704636,4141.956768048324,67542195,4330.690881230551,160.36655406563833,4651.423989361828,4009.957773099274,641.4662162625536,,0.017697636221366553,0,1.7697636221366553,0.0,0.0,1.0,-0.002580071117287752,0.9871759568891292,0.0
2021-05-05,4140.512907715046,4176.211398117477,4137.101955987134,4152.213872073276,50867616,4325.942783441486,164.32631073566642,4654.5954049128195,3997.2901619701533,657.3052429426662,,0.024691910935539463,0,2.4691910935539463,0.0,0.0,1.0,0.002476390894293523,0.989620590439835,0.0
2021-05-06,4053.1230954393063,4082.364311453604,4048.103705306674,4054.875866896554,54510632,4310.479767942512,174.76239999324852,4660.004567929009,3960.954967956015,699.0495999729937,,0.0635083280995048,0,6.35083280995048,0.0,0.0,1.0,-0.023442435331039402,0.9664214737461841,0.0
2021-05-07,4006.176789868971,4041.6111705576964,4006.176789868971,4020.768497409463,71739321,4293.791769466183,185.91432366104547,4665.620416788273,3921.963122144092,743.6572946441815,,0.06381191645472817,0,6.381191645472817,0.0,0.0,1.0,-0.008411446023672053,0.9582924716836505,0.0
2021-05-10,4040.942842033991,4057.3521304035785,3985.292332855893,4033.683074940922,39225143,4278.232657461239,194.24955269027453,4666.731762841788,3889.73355208069,776.9982107610977,,0.04483371084643073,0,4.483371084643073,0.0,0.0,1.0,0.003211967448456532,0.9613704759087993,0.0
2021-05-11,3973.740410016985,4011.7435681268375,3931.4597056740913,3955.5754089679576,12648191,4252.726378338621,201.6871997035991,4656.100777745819,3849.3519789314223,806.7487988143967,,0.038289133284048704,0,3.8289133284048704,0.0,0.0,1.0,-0.019363857923842542,0.9427546346011244,0.0
2021-05-12,4001.7995514339127,4028.8048939373957,3952.789833225294,3987.221132402552,78457758,4225.686405450346,199.0714938801899,4623.829393210725,3827.543417689966,796.2859755207592,,-0.01296912162622832,0,-1.296912162622832,0.0,0.0,1.0,0.008000283185816137,0.9502969386526741,0.0
2021-05-13,3945.8699304046013,3968.70802691509,3941.5868948927864,3948.398202748512,35222396,4198.0458649296,197.17155023630144,4592.388965402202,3803.7027644569966,788.6862009452057,,-0.009544026655226912,0,-0.9544026655226912,0.0,0.0,1.0,-0.009736838857153263,0.941044050494567,0.0
2021-05-14,3949.226027988134,3969.574974077881,3931.643018960748,3931.643018960748,13550985,4167.2687872595725,187.6143655907297,4542.497518441032,3792.040056078113,750.4574623629192,,-0.04847141808297273,0,-4.847141808297273,0.0,0.0,1.0,-0.00424353951334,0.9370506928824998,0.0
2021-05-17,3894.122881541842,3894.122881541842,3862.875391052369,3892.3868677676082,62845243,4135.855889943342,177.66525358718732,4491.186397117716,3780.525382768967,710.6610143487492,,-0.05302958529969892,0,-5.302958529969892,0.0,0.0,1.0,-0.009984668242722705,0.9276945525874546,0.0
2021-05-18,4025.5589614157425,4055.3734986149057,3955.723114871164,4029.6339606463666,37299045,4112.645180999725,157.62777801317506,4427.900737026075,3797.3896249733752,630.5111120526999,,-0.11278218542704044,0,-11.278218542704044,0.0,0.0,1.0,0.035260393568605775,0.9604054276231399,0.0
2021-05-19,4024.937699887469,4092.2621361958895,4006.2553152275277,4032.3580774426314,44291982,4088.367616359381,126.17923021972562,4340.726076798832,3836.0091559199295,504.71692087890233,,-0.19951145787781666,0,-19.951145787781666,0.0,0.0,1.0,0.0006760209048435328,0.9610546817693383,0.0
2021-05-20,3956.1152381057204,3970.366757687256,3956.1152381057204,3959.7083133020474,65338754,4067.0184417111805,107.83586783786062,4282.690177386901,3851.346706035459,431.3434713514421,,-0.14537545006355135,0,-14.537545006355135,0.0,0.0,1.0,-0.018016694635080488,0.9437396530402856,0.0
2021-05-21,4017.559243724923,4022.2432685110316,4017.559243724923,4022.2432685110316,45353386,4054.6841224624286,97.09921229087234,4248.882547044173,3860.485697880684,388.3968491634896,,-0.09956479010426755,0,-9.956479010426754,0.0,0.0,1.0,0.0157928186272982,0.9586439622121402,0.0
2021-05-24,3939.470502425266,3939.470502425266,3931.8234434774745,3937.457482535453,52725573,4039.818750599506,90.62075092070636,4221.060252440919,3858.5772487580934,362.48300368282526,,-0.06672001983660869,0,-6.672001983660869,0.0,0.0,1.0,-0.021079228757579616,0.938436486835598,0.0
2021-05-25,3957.3163443874187,3957.3163443874187,3932.9443609910313,3955.4109361453034,28677518,4029.1871035245103,87.19386959248678,4203.574842709484,3854.7993643395366,348.77547836994745,,-0.037815635970816386,0,-3.7815635970816386,0.0,0.0,1.0,0.004559656501557763,0.9427154348640969,0.0
2021-05-26,3817.0623915915735,3817.0623915915735,3772.4668282697608,3817.027511363396,66178284,4010.200969862268,90.08110029319084,4190.36317044865,3830.038769275886,360.3244011727638,,0.03311277173725613,0,3.311277173725613,0.0,0.0,1.0,-0.034985852801622475,0.9097337314261241,0.0
2021-05-27,3728.787221842029,3730.52307177819,3720.5236938066178,3723.9058719939785,34207963,3989.5299833121635,105.49031010265469,4200.510603517473,3778.549363106854,421.9612404106192,603.5582215141854,0.17105929833573086,0,17.105929833573086,0.0,0.0,1.0,-0.02439637626194513,0.887539525016069,0.0
2021-05-28,3753.740514272898,3753.740514272898,3706.6953984282,3740.380105356714,18828325,3974.4759595975156,118.38436668544257,4211.244692968401,3737.7072262266306,473.53746674177046,596.1838579187264,0.12222977229131593,0,12.222977229131594,0.0,0.0,1.0,0.004423912399782015,0.8914659221260842,0.0
2021-05-31,3806.4525809433594,3811.1783335101004,3795.6400837289043,3795.6400837289043,75414705,3956.624416062087,117.01047398338042,4190.645364028848,3722.603468095326,468.041895933522,588.0703928166752,-0.011605355846626808,0,-1.1605355846626808,0.0,0.0,1.0,0.014773893779685965,0.9046363449677848,0.0
2021-06-01,3792.8852479693887,3845.721704693043,3792.8852479693887,3809.8569947039505,55110158,3940.019427394869,112.81462478006966,4165.648676955008,3714.39017783473,451.25849912027843,578.5600069595614,-0.03585874888351326,0,-3.585874888351326,0.0,0.0,1.0,0.003745589850837394,0.9080247416801948,0.0
2021-06-02,3774.0555547220138,3803.194732947884,3774.0555547220138,3803.194732947884,12241105,3922.568470438599,104.98607637141653,4132.540623181432,3712.5963176957657,419.9443054856665,566.6919600867116,-0.06939302793334301,0,-6.939302793334301,0.0,0.0,1.0,-0.001748690768532124,0.9064368871968198,0.0
2021-06-03,3793.5673681060484,3832.580105360592,3753.954927386957,3782.96387269677,44874739,3908.97287072861,104.55591259908554,4118.084695926781,3699.861045530439,418.22365039634224,552.6506626078789,-0.004097341163691537,0,-0.4097341163691537,0.0,0.0,1.0,-0.005319438438387003,0.9016151519770932,0.0
2021-06-04,3662.6603420465517,3703.7237542824564,3660.9795070313357,3677.741421267584,20710632,3891.821516921516,113.04241883276573,4117.906354587048,3665.7366792559847,452.169675331063,538.076281642223,0.08116715757836923,0,8.116715757836923,0.0,0.0,1.0,-0.0278148179496559,0.876536890664199,0.0
2021-06-07,3624.479174299576,3663.8595247926705,3607.20516398612,3626.9247959277495,60330593,3871.4836029708576,122.38122855026168,4116.246060071381,3626.721145870334,489.52491420104707,523.7026168142205,0.08261332174174196,0,8.261332174174196,0.0,0.0,1.0,-0.01381734589766781,0.8644254772538256,0.0
2021-06-08,3581.93256236827,3594.74113885885,3581.93256236827,3594.550653997488,15119641,3853.4323652223334,135.27158250488,4123.975530232094,3582.8892002125735,541.0863300195201,510.4194933744767,0.10532950279481978,0,10.532950279481978,0.0,0.0,1.0,-0.008926058231648604,0.8567095651069373,0.0
2021-06-09,3651.3873549617533,3704.741736439291,3651.3873549617533,3671.233829589862,44650021,3837.633000081699,137.26158143451786,4112.156162950734,3563.109837212663,549.0463257380711,498.05751088534225,0.014711138088193465,0,1.4711138088193465,0.0,0.0,1.0,0.021333174289001944,0.8749858995744186,0.0
2021-06-10,3702.326512317039,3702.326512317039,3665.3108810743333,3696.322250127405,23224541,3825.029202450644,138.12594875245014,4101.281099955544,3548.7773049457437,552.5037950098003,486.24839058857197,0.0062972268634735595,0,0.629722686347356,0.0,0.0,1.0,0.006833784417470845,0.8809653645804371,0.0
2021-06-11,3577.637394713918,3602.852468659857,3569.507963543123,3569.507963543123,52857257,3806.922449679763,146.8734300073572,4100.669309694477,3513.1755896650484,587.4937200294289,478.1002034718975,0.06332974603189445,0,6.332974603189445,0.0,0.0,1.0,-0.03430823342848721,0.8507409992099991,0.0
2021-06-14,3586.5288976116553,3610.8178759314105,3579.434600384078,3592.7426581403124,55807748,3791.9402391983976,152.85765103641302,4097.655541271224,3486.2249371255716,611.4306041456525,473.1386829617427,0.04074406806429276,0,4.074406806429276,0.0,0.0,1.0,0.006509214949089737,0.8562786552398604,0.0
2021-06-15,3536.9841312265294,3590.784737818471,3536.9841312265294,3564.6929417381916,74109962,3768.693188252989,150.13647993900736,4068.9661481310036,3468.420228374974,600.5459197560294,471.640423346909,-0.017801994724866876,0,-1.7801994724866876,0.0,0.0,1.0,-0.0078073269006804225,0.8495934078603278,0.0
2021-06-16,3509.6451983362304,3515.406011387452,3488.515408618563,3515.406011387452,52021153,3742.84558495023,146.8173834903751,4036.4803519309803,3449.21081796948,587.2695339615002,475.76805400103893,-0.022107195066653262,0,-2.2107195066653262,0.0,0.0,1.0,-0.013826416792776186,0.8378465752988558,0.0
2021-06-17,3562.8561705235675,3562.8561705235675,3552.1918294108477,3558.6732632082353,75501559,3722.793832445539,142.97590584314602,4008.745644131831,3436.842020759247,571.9036233725838,482.7960616020961,-0.02616500550482126,0,-2.616500550482126,0.0,0.0,1.0,0.012307896066806379,0.8481587038675638,0.0
2021-06-18,3615.7931180647897,3659.4490170860204,3615.7931180647897,3631.906925571606,28699008,3703.2770152985677,125.52467264958013,3954.326360597728,3452.227669999407,502.0986905983209,488.48115367383764,-0.12205716124443289,0,-12.205716124443288,0.0,0.0,1.0,0.020578922802636956,0.865612896358839,0.0
2021-06-21,3699.7701838594585,3699.7701838594585,3641.020642712044,3697.736134056743,22750721,3691.2909478746324,112.78515190529987,3916.861251685232,3465.7206440640325,451.1406076211997,492.91403387075644,-0.10149017301040464,0,-10.149017301040464,0.0,0.0,1.0,0.01812524655344161,0.8813023435251817,0.0
2021-06-22,3635.698240379043,3660.513628881925,3635.698240379043,3635.865234024082,66085716,3675.3136627685717,94.56172812125041,3864.4371190110724,3486.190206526071,378.2469124850013,494.38760557650903,-0.1615764440282964,0,-16.15764440282964,0.0,0.0,1.0,-0.016732102505319535,0.86655630237514,0.0
2021-06-23,3618.2080606547875,3618.2080606547875,3611.9309779168284,3611.9309779168284,73200828,3665.058836096244,89.36259918654834,3843.7840344693404,3486.333637723147,357.4503967461933,494.2439053551805,-0.054981323184317255,0,-5.4981323184317255,0.0,0.0,1.0,-0.006582822675405886,0.8608519158983491,0.0
2021-06-24,3635.191602595688,3666.9165499626497,3610.692245991223,3633.8879776062745,39159511,3660.5579413768583,88.50551462262294,3837.568970622104,3483.5469121316123,354.0220584904919,490.8469462591741,-0.009591088125538438,0,-0.9591088125538438,0.0,0.0,1.0,0.00607901973312619,0.8660850516823947,0.0
2021-06-25,3691.204217594884,3702.0111538126007,3662.719419955284,3702.0111538126007,54432707,3658.639493799653,87.08872619962067,3832.816946198894,3484.4620414004116,348.3549047984825,484.5878181620098,-0.01600791124760259,0,-1.600791124760259,0.0,0.0,1.0,0.01874663628216755,0.8823212331357069,0.0
2021-06-28,3678.3304252542653,3691.97984334727,3658.15604648388,3665.1734987823684,59145472,3652.1161645523252,80.95708202860808,3814.0303286095414,3490.202000495109,323.8283281144322,477.37713977105534,-0.07040686479852631,0,-7.040686479852631,0.0,0.0,1.0,-0.0099507142198354,0.8735415066946807,0.0
2021-06-29,3647.5136036860813,3677.5446408941148,3636.550437864088,3649.2491454127553,32840605,3644.0857720877657,71.95146014402077,3787.988692375807,3500.182851799724,287.805840576083,469.2045068438455,-0.11123945748693065,0,-11.123945748693064,0.0,0.0,1.0,-0.004344774776665616,0.8697461655900232,0.0
2021-06-30,3566.525562348592,3566.8177332957625,3560.162100240087,3566.8177332957625,18061792,3632.266922105159,63.338781590838224,3758.9444852868355,3505.589358923483,253.3551263633526,460.87504788772975,-0.11970123380322151,0,-11.97012338032215,0.0,0.0,1.0,-0.022588595306136328,0.8500998214364462,0.0
2021-07-01,3467.961880626376,3503.754228511663,3467.7854508978044,3477.698755084664,54641994,3617.003666224554,61.87705618136209,3740.757778587278,3493.2495538618296,247.5082247254486,452.3392766041851,-0.02307788960827495,0,-2.307788960827495,0.0,0.0,1.0,-0.024985571137875917,0.8288595918736503,0.0
2021-07-02,3528.295113864488,3552.6462724229077,3528.295113864488,3532.9934537393433,13235863,3609.766267848142,62.85642527166839,3735.4791183914786,3484.0534173048054,251.42570108667314,442.30207789196567,0.0158276613456787,0,1.58276613456787,0.0,0.0,1.0,0.01589979539597386,0.8420382897964318,0.0
2021-07-05,3617.594302346529,3630.0043252195946,3617.594302346529,3627.222431100781,38817246,3609.781149606794,62.860736587037394,3735.5026227808685,3484.0596764327192,251.44294634814923,430.39797949932074,6.858989117475289e-05,0,0.006858989117475289,0.0,0.0,1.0,0.02667114405822213,0.8644964143261314,0.0
2021-07-06,3616.528967072362,3618.406334428586,3616.2664785071515,3618.406334428586,47937462,3610.973933628349,62.782809842762234,3736.5395533138735,3485.408313942825,251.13123937104865,415.90022496689716,-0.001239672783140966,0,-0.1239672783140966,0.0,0.0,1.0,-0.0024305365440517868,0.86239522419891,0.0
2021-07-07,3705.7528029579125,3705.7528029579125,3648.853886481853,3686.8205171261297,74402892,3611.7532680051618,63.66079721910665,3739.074862443375,3484.4316735669486,254.6431888764264,401.1800681238149,0.013984518669096335,0,1.3984518669096335,0.0,0.0,1.0,0.018907269215895806,0.8787007628733416,0.0
2021-07-08,3693.5473456886807,3731.427678788063,3693.5473456886807,3708.811714779952,68934479,3612.3777412377895,64.58852552714771,3741.554792292085,3483.200690183494,258.3541021085912,386.4725834787545,0.014572992305581067,0,1.4572992305581067,0.0,0.0,1.0,0.005964813733586594,0.8839420492514416,0.0
2021-07-09,3640.40488670341,3658.112654810068,3640.40488670341,3658.112654810068,47723927,3616.8079758011363,64.53199935723312,3745.8719745156027,3487.74397708667,258.12799742893276,370.00429734872966,-0.0008751735614531686,0,-0.08751735614531686,0.0,0.0,1.0,-0.013669893181108117,0.8718586558598845,0.0
2021-07-12,3695.9219020646956,3696.5053310871026,3679.6815869685774,3679.6815869685774,23748887,3621.15492224255,65.74241300217564,3752.6397482469015,3489.6700962381988,262.9696520087027,352.5812497418821,0.018756797511292556,0,1.8756797511292556,0.0,0.0,1.0,0.0058961913406763156,0.8769993013168593,0.0
2021-07-13,3783.3930849875446,3794.9293940995412,3745.107614400821,3785.770439155075,62327105,3632.208797113394,73.8368694995294,3779.882536112453,3484.5350581143352,295.34747799811794,337.32132765398666,0.12312381197638622,1,12.312381197638622,1.0,0.0,1.0,0.02883098705121845,0.9022840568170534,0.0
2021-07-14,3770.762029104648,3808.855596295766,3768.7387637224792,3778.345994010099,57366565,3645.3557962445266,75.33856931169356,3796.032934867914,3494.6786576211393,301.3542772467745,323.0255648182503,0.020338075304962677,0,2.0338075304962677,1.0,0.0,1.0,-0.0019611450996044333,0.9005145468605754,0.0
2021-07-15,3898.086463675427,3898.086463675427,3821.873759882489,3885.9633691076738,13275072,3661.720301539499,89.6966532284307,3841.1136079963603,3482.3269950826375,358.7866129137228,312.3697142953073,0.1905807881396615,1,19.05807881396615,1.0,0.0,1.0,0.028482668148492207,0.926163603861695,0.0
2021-07-16,3685.408089085025,3699.5864052738557,3685.408089085025,3692.1160977349277,72008816,3664.730760147665,89.65375273983288,3844.038265627331,3485.423254667999,358.6150109593318,305.19553031335784,-0.0004782841617122502,0,-0.04782841617122502,1.0,0.0,1.0,-0.04988396774755466,0.8799628885176992,0.0
2021-07-19,3766.4023403431393,3777.3148262138975,3718.5777961368362,3745.882288011999,20074698,3667.1380678454275,91.21934968645346,3849.576767218334,3484.6993684725207,364.8773987458135,300.88236986958844,0.01746270400039629,0,1.746270400039629,1.0,0.0,1.0,0.014562432180845075,0.8927772884033988,0.0
2021-07-20,3754.1770197115375,3769.0754693935314,3746.557355232831,3746.557355232831,38482724,3672.672673905865,92.57009326541647,3857.812860436698,3487.532487375032,370.28037306166607,300.48404289842176,0.014807643154725714,0,1.4807643154725714,1.0,0.0,1.0,0.000180215812705109,0.892938180987993,0.0
2021-07-21,3713.8147429703595,3741.190979147755,3687.095753266628,3719.2587492912344,79254841,3678.039062474585,91.97252662987162,3861.9841157343285,3494.0940092148417,367.89010651948684,301.00602838708636,-0.006455288252021796,0,-0.6455288252021796,1.0,0.0,1.0,-0.007286317371724915,0.8864319500079838,0.0
2021-07-22,3743.996661680435,3745.2751276835525,3667.3401520107004,3719.921609358715,79335081,3682.3407440622077,91.81064827240694,3865.9620406070217,3498.7194475173937,367.2425930896279,301.6670551170432,-0.0017600729630510292,0,-0.17600729630510292,1.0,0.0,1.0,0.00017822370320619285,0.8865899331927545,0.0
2021-07-23,3564.2144604687755,3570.7029446463284,3546.323675907954,3570.7029446463284,44187163,3675.7753336038936,94.9705462752982,3865.71642615449,3485.8342410532973,379.8821851011926,303.2434191321787,0.03441755463391982,0,3.4417554633919822,1.0,0.0,1.0,-0.04011338957707522,0.8510258058074804,0.0
2021-07-26,3556.507479161427,3578.9149679775305,3492.3514534916294,3548.6072640781745,62546474,3669.947021868684,99.1406823894852,3868.228386647654,3471.6656570897135,396.56272955794066,306.8801392043541,0.04390978337745621,0,4.390978337745621,1.0,0.0,1.0,-0.006188047818786679,0.8457596174261223,0.0
2021-07-27,3571.0822968647117,3595.261579512169,3567.878777926642,3567.878777926642,53964403,3665.878503494378,101.67209695486486,3869.2226974041077,3462.5343095846483,406.6883878194594,312.82426656652297,0.02553356003174101,0,2.553356003174101,1.0,0.0,1.0,0.005430726032590094,0.8503527061977918,0.0
2021-07-28,3682.0128622817224,3682.0128622817224,3607.574450952466,3667.6897128738688,48145210,3670.922102473284,98.96532544244764,3868.8527533581796,3472.991451588389,395.86130176979077,319.94957533684493,-0.026622560107310234,0,-2.6622560107310234,1.0,0.0,1.0,0.02797486718571429,0.8741412102146877,0.0
2021-07-29,3640.599531590139,3640.599531590139,3609.748760085399,3623.624540710976,48703819,3678.218391754599,88.8303106714453,3855.8790130974894,3500.5577704117086,355.3212426857808,325.3402262348615,-0.10240975539353336,0,-10.240975539353336,1.0,0.0,1.0,-0.012014422051085938,0.8636389087829214,0.0
2021-07-30,3558.857350861053,3571.9104982192976,3499.918070545858,3558.515689061356,19869865,3679.4945035206997,86.79423427717587,3853.0829720750517,3505.9060349663478,347.1769371087039,330.127788035963,-0.02292096446448355,0,-2.292096446448355,1.0,0.0,1.0,-0.017967880203406783,0.8481211483309089,0.0
2021-08-02,3507.403493767566,3526.5736516242464,3494.531926365886,3515.3490742066024,21287967,3673.9008356759905,93.672754276724,3861.2463442294384,3486.5553271225426,374.69101710689574,336.2901915739003,0.07925088638470523,0,7.925088638470523,1.0,0.0,1.0,-0.012130511321741588,0.8378330051388724,0.0
2021-08-03,3579.0119677735756,3595.5358096060495,3574.080036013972,3574.080036013972,68159529,3671.68452075526,95.56023846158719,3862.8049976784346,3480.5640438320856,382.24095384634893,342.8456772976653,0.020149767127454865,0,2.0149767127454865,1.0,0.0,1.0,0.01670700706177386,0.8518306870723147,0.0
2021-08-04,3583.139375578083,3635.6364332104913,3583.139375578083,3590.4392631965725,13561497,3666.8654580587827,97.17338018258106,3861.2122184239447,3472.5186976936207,388.69352073032405,349.54819389036027,0.01688088840048496,0,1.6880888400484961,1.0,0.0,1.0,0.004577185462484756,0.8557296741096805,0.0
2021-08-05,3566.2694544429273,3582.045627129927,3512.312734413814,3544.857939136077,34096114,3658.667769276588,100.31344421085008,3859.294657698288,3458.0408808548877,401.2537768434004,356.6931776271007,0.032314035205620595,0,3.2314035205620595,1.0,0.0,1.0,-0.012695194297734469,0.8448660196305211,0.0
2021-08-06,3575.7161291661864,3575.7161291661864,3559.28591089662,3574.2520940870686,74934272,3654.4747412404386,102.07505574016979,3858.624852720778,3450.324629760099,408.3002229606791,364.201788903688,0.017561071132369044,0,1.7561071132369044,1.0,0.0,1.0,0.008292054422399442,0.8518716946449334,0.0
2021-08-09,3569.646889611798,3601.1956815852723,3559.6554418253077,3573.563388774496,60593847,3649.168831330734,103.44467918186109,3856.0581896944564,3442.2794729670118,413.7787167274446,371.74224213962515,0.013417807433558693,0,1.3417807433558693,1.0,0.0,1.0,-0.0001926851532693119,0.8517075516168849,0.0
2021-08-10,3637.5299895120174,3679.0459762847217,3631.283232401596,3635.5157650216343,79979388,3641.6560976240626,98.33155915045376,3838.31921592497,3444.992979323155,393.32623660181525,376.64118006981,-0.0494285454974267,0,-4.94285454974267,1.0,0.0,1.0,0.017336302594140873,0.8664730114534301,0.0
2021-08-11,3562.6153057828888,3599.6817444790922,3533.427219503186,3577.0716073884187,42145513,3631.5923782929776,93.80109825518592,3819.1945748033495,3443.9901817826058,375.20439302074374,380.3336858585085,-0.04607331496021505,0,-4.607331496021505,1.0,0.0,1.0,-0.016075891678293375,0.8525436851791401,0.0
2021-08-12,3535.148389310804,3582.873158602545,3535.148389310804,3545.482912223251,67773185,3614.5683554487578,74.01570485784066,3762.5997651644393,3466.536945733076,296.0628194313631,377.19749618439045,-0.2109292296719063,0,-21.09292296719063,1.0,0.0,1.0,-0.008830881411465596,0.8450149729972293,0.0
2021-08-13,3521.7964143109048,3565.5639832245197,3438.1816050968437,3509.15908420131,47421725,3605.4205047720766,75.22316462844209,3755.866834028961,3454.974175515192,300.89265851376877,374.31137856211234,0.016313561735587623,0,1.6313561735587623,1.0,0.0,1.0,-0.010245100292744946,0.8363577098500015,0.0
2021-08-16,3388.913026862604,3430.043783082392,3369.1892343640793,3395.604686739707,26810950,3587.9066247084615,81.32792958647768,3750.562483881417,3425.250765535506,325.3117183459108,372.33309454211724,0.08115538595310934,0,8.115538595310934,1.0,0.0,1.0,-0.03235943276918951,0.8092936487671171,0.0
2021-08-17,3397.954863291872,3427.3940482885628,3385.0397548617852,3408.660555808203,26990515,3571.0117847372303,81.73152360105632,3734.474831939343,3407.5487375351177,326.9260944042253,370.1653806092451,0.004962551200193621,0,0.4962551200193621,1.0,0.0,1.0,0.003844931985010014,0.8124053278025272,0.0
2021-08-18,3424.6187821809035,3454.2302684696638,3418.430194795038,3419.1141511196934,46325466,3556.004554828653,80.62655519884187,3717.257665226337,3394.751444430969,322.5062207953679,367.89618632303916,-0.013519488607698915,0,-1.3519488607698915,1.0,0.0,1.0,0.0030667750984116893,0.8148967922316489,0.0
2021-08-19,3423.2018332224316,3427.677886597579,3397.887178912429,3411.0682797290897,10671253,3540.5618883471716,77.07835752427793,3694.7186033957273,3386.405173298616,308.31343009711145,364.9497281734134,-0.04400780444871433,0,-4.400780444871433,1.0,0.0,1.0,-0.00235320350096202,0.8129791742472466,0.0
2021-08-20,3393.0007807817187,3399.726667942199,3343.602635869737,3385.6983037684963,42260205,3531.3116563032804,84.0561533708521,3699.4239630449847,3363.199349561576,336.2246134834086,362.7668495925242,0.09052860064352619,0,9.052860064352618,1.0,0.0,1.0,-0.007437545625034625,0.8069326045465798,0.0
2021-08-23,3285.039213941345,3285.039213941345,3242.7946764239637,3275.252291545074,33465520,3517.6439076766255,101.50820932635692,3720.6603263293396,3314.6274890239115,406.0328373054281,363.24035497989854,0.2076237759597106,0,20.76237759597106,1.0,0.0,1.0,-0.032621339030854846,0.7806093824786151,0.0
