date,open,high,low,close,volume,middle_band,std_dev,upper_band,lower_band,RSI,signal,RSI_change,position,strategy_returns,cumulative_returns,benchmark_returns,benchmark_cumulative,drawdown
2021-04-23,4261.1237593441765,4288.152471966316,4261.1237593441765,4268.929653486055,46982693,,,,,54.719791294354145,0,-9.80305234590363,0.0,0.0,1.0,-0.026845321709582537,1.0174381220203284,0.0
2021-04-26,4232.389581249231,4287.541756926541,4229.576916677793,4234.764919793904,33100170,,,,,52.57655438278588,0,-2.143236911568266,0.0,0.0,1.0,-0.008003114706809922,1.0092954480227183,0.0
2021-04-27,4168.752235763139,4194.963509033725,4121.87772865322,4168.043877645229,18190219,,,,,45.17156464668865,0,-7.404989736097228,0.0,0.0,1.0,-0.015755548043956513,0.9933934451008498,0.0
2021-04-28,4203.419149102144,4203.419149102144,4184.300635637635,4196.750184608248,61659302,,,,,38.55375106960116,0,-6.617813577087489,0.0,0.0,1.0,0.006887237228230925,1.0002351814182289,0.0
2021-04-29,4136.450573797721,4188.712096455284,4136.450573797721,4137.325602996052,12627014,,,,,36.09455998948712,0,-2.4591910801140457,0.0,0.0,1.0,-0.014159666169823004,0.9860721851580344,0.0
2021-04-30,4047.35911129606,4074.5497133545337,4041.4605796496853,4041.4605796496853,34772234,4335.407414393322,155.25618466273778,4645.919783718798,4024.8950450678467,32.506675634968715,0,-3.587884354518401,0.0,0.0,1.0,-0.02317077081797625,0.9632241325457566,0.0
2021-05-03,4153.474177526527,4158.242742026753,4152.670954437468,4152.670954437468,32713635,4333.252791164356,157.57779949363666,4648.408390151629,4018.0971921770824,31.749141063349185,0,-0.7575345716195301,0.0,0.0,1.0,0.02751737214703276,0.989729529462021,0.0
2021-05-04,4117.409876704636,4146.608360271212,4117.409876704636,4141.956768048324,67542195,4330.690881230551,160.36655406563833,4651.423989361828,4009.957773099274,26.04976268026347,0,-5.699378383085715,0.0,0.0,1.0,-0.002580071117287752,0.9871759568891292,0.0
2021-05-05,4140.512907715046,4176.211398117477,4137.101955987134,4152.213872073276,50867616,4325.942783441486,164.32631073566642,4654.5954049128195,3997.2901619701533,27.895367475548923,0,1.8456047952854533,0.0,0.0,1.0,0.002476390894293523,0.989620590439835,0.0
2021-05-06,4053.1230954393063,4082.364311453604,4048.103705306674,4054.875866896554,54510632,4310.479767942512,174.76239999324852,4660.004567929009,3960.954967956015,20.72305215781458,0,-7.172315317734345,0.0,0.0,1.0,-0.023442435331039402,0.9664214737461841,0.0
2021-05-07,4006.176789868971,4041.6111705576964,4006.176789868971,4020.768497409463,71739321,4293.791769466183,185.91432366104547,4665.620416788273,3921.963122144092,20.53819369518679,0,-0.18485846262778693,0.0,0.0,1.0,-0.008411446023672053,0.9582924716836505,0.0
2021-05-10,4040.942842033991,4057.3521304035785,3985.292332855893,4033.683074940922,39225143,4278.232657461239,194.24955269027453,4666.731762841788,3889.73355208069,22.427514832763677,0,1.8893211375768857,0.0,0.0,1.0,0.003211967448456532,0.9613704759087993,0.0
2021-05-11,3973.740410016985,4011.7435681268375,3931.4597056740913,3955.5754089679576,12648191,4252.726378338621,201.6871997035991,4656.100777745819,3849.3519789314223,18.35525059281015,0,-4.072264239953526,0.0,0.0,1.0,-0.019363857923842542,0.9427546346011244,0.0
2021-05-12,4001.7995514339127,4028.8048939373957,3952.789833225294,3987.221132402552,78457758,4225.686405450346,199.0714938801899,4623.829393210725,3827.543417689966,24.683039426518093,1,6.327788833707942,1.0,0.0,1.0,0.008000283185816137,0.9502969386526741,0.0
2021-05-13,3945.8699304046013,3968.70802691509,3941.5868948927864,3948.398202748512,35222396,4198.0458649296,197.17155023630144,4592.388965402202,3803.7027644569966,27.427350677181394,1,2.7443112506633014,1.0,0.0,1.0,-0.009736838857153263,0.941044050494567,0.0
2021-05-14,3949.226027988134,3969.574974077881,3931.643018960748,3931.643018960748,13550985,4167.2687872595725,187.6143655907297,4542.497518441032,3792.040056078113,28.11678855402444,0,0.6894378768430443,1.0,0.0,1.0,-0.00424353951334,0.9370506928824998,0.0
2021-05-17,3894.122881541842,3894.122881541842,3862.875391052369,3892.3868677676082,62845243,4135.855889943342,177.66525358718732,4491.186397117716,3780.525382768967,29.277809894027882,0,1.161021340003444,1.0,0.0,1.0,-0.009984668242722705,0.9276945525874546,0.0
2021-05-18,4025.5589614157425,4055.3734986149057,3955.723114871164,4029.6339606463666,37299045,4112.645180999725,157.62777801317506,4427.900737026075,3797.3896249733752,39.19971728121512,0,9.92190738718724,1.0,0.0,1.0,0.035260393568605775,0.9604054276231399,0.0
2021-05-19,4024.937699887469,4092.2621361958895,4006.2553152275277,4032.3580774426314,44291982,4088.367616359381,126.17923021972562,4340.726076798832,3836.0091559199295,42.67973668884343,0,3.480019407628305,1.0,0.0,1.0,0.0006760209048435328,0.9610546817693383,0.0
2021-05-20,3956.1152381057204,3970.366757687256,3956.1152381057204,3959.7083133020474,65338754,4067.0184417111805,107.83586783786062,4282.690177386901,3851.346706035459,44.107946850702895,0,1.428210161859468,1.0,0.0,1.0,-0.018016694635080488,0.9437396530402856,0.0
2021-05-21,4017.559243724923,4022.2432685110316,4017.559243724923,4022.2432685110316,45353386,4054.6841224624286,97.09921229087234,4248.882547044173,3860.485697880684,39.89049946340236,0,-4.217447387300538,1.0,0.0,1.0,0.0157928186272982,0.9586439622121402,0.0
2021-05-24,3939.470502425266,3939.470502425266,3931.8234434774745,3937.457482535453,52725573,4039.818750599506,90.62075092070636,4221.060252440919,3858.5772487580934,35.78180476680302,0,-4.108694696599336,1.0,0.0,1.0,-0.021079228757579616,0.938436486835598,0.0
2021-05-25,3957.3163443874187,3957.3163443874187,3932.9443609910313,3955.4109361453034,28677518,4029.1871035245103,87.19386959248678,4203.574842709484,3854.7993643395366,36.4617945766067,0,0.6799898098036792,1.0,0.0,1.0,0.004559656501557763,0.9427154348640969,0.0
2021-05-26,3817.0623915915735,3817.0623915915735,3772.4668282697608,3817.027511363396,66178284,4010.200969862268,90.08110029319084,4190.36317044865,3830.038769275886,34.51282639508517,0,-1.9489681815215292,1.0,0.0,1.0,-0.034985852801622475,0.9097337314261241,0.0
2021-05-27,3728.787221842029,3730.52307177819,3720.5236938066178,3723.9058719939785,34207963,3989.5299833121635,105.49031010265469,4200.510603517473,3778.549363106854,32.04971939138473,0,-2.4631070037004434,1.0,0.0,1.0,-0.02439637626194513,0.887539525016069,0.0
2021-05-28,3753.740514272898,3753.740514272898,3706.6953984282,3740.380105356714,18828325,3974.4759595975156,118.38436668544257,4211.244692968401,3737.7072262266306,32.340978446712654,0,0.2912590553279273,1.0,0.0,1.0,0.004423912399782015,0.8914659221260842,0.0
2021-05-31,3806.4525809433594,3811.1783335101004,3795.6400837289043,3795.6400837289043,75414705,3956.624416062087,117.01047398338042,4190.645364028848,3722.603468095326,40.09828707921086,1,7.757308632498209,1.0,0.0,1.0,0.014773893779685965,0.9046363449677848,0.0
2021-06-01,3792.8852479693887,3845.721704693043,3792.8852479693887,3809.8569947039505,55110158,3940.019427394869,112.81462478006966,4165.648676955008,3714.39017783473,38.77705863118907,0,-1.3212284480217917,1.0,0.0,1.0,0.003745589850837394,0.9080247416801948,0.0
2021-06-02,3774.0555547220138,3803.194732947884,3774.0555547220138,3803.194732947884,12241105,3922.568470438599,104.98607637141653,4132.540623181432,3712.5963176957657,40.422249994698745,0,1.6451913635096744,1.0,0.0,1.0,-0.001748690768532124,0.9064368871968198,0.0
2021-06-03,3793.5673681060484,3832.580105360592,3753.954927386957,3782.96387269677,44874739,3908.97287072861,104.55591259908554,4118.084695926781,3699.861045530439,40.23775288778592,0,-0.18449710691282206,1.0,0.0,1.0,-0.005319438438387003,0.9016151519770932,0.0
2021-06-04,3662.6603420465517,3703.7237542824564,3660.9795070313357,3677.741421267584,20710632,3891.821516921516,113.04241883276573,4117.906354587048,3665.7366792559847,37.02996826813539,0,-3.207784619650532,1.0,0.0,1.0,-0.0278148179496559,0.876536890664199,0.0
2021-06-07,3624.479174299576,3663.8595247926705,3607.20516398612,3626.9247959277495,60330593,3871.4836029708576,122.38122855026168,4116.246060071381,3626.721145870334,22.827979073068974,0,-14.201989195066417,1.0,0.0,1.0,-0.01381734589766781,0.8644254772538256,0.0
2021-06-08,3581.93256236827,3594.74113885885,3581.93256236827,3594.550653997488,15119641,3853.4323652223334,135.27158250488,4123.975530232094,3582.8892002125735,21.596269617244843,0,-1.2317094558241308,1.0,0.0,1.0,-0.008926058231648604,0.8567095651069373,0.0
2021-06-09,3651.3873549617533,3704.741736439291,3651.3873549617533,3671.233829589862,44650021,3837.633000081699,137.26158143451786,4112.156162950734,3563.109837212663,31.38201403669703,1,9.785744419452186,1.0,0.0,1.0,0.021333174289001944,0.8749858995744186,0.0
2021-06-10,3702.326512317039,3702.326512317039,3665.3108810743333,3696.322250127405,23224541,3825.029202450644,138.12594875245014,4101.281099955544,3548.7773049457437,27.896867389031357,0,-3.4851466476656725,1.0,0.0,1.0,0.006833784417470845,0.8809653645804371,0.0
2021-06-11,3577.637394713918,3602.852468659857,3569.507963543123,3569.507963543123,52857257,3806.922449679763,146.8734300073572,4100.669309694477,3513.1755896650484,26.392362443815927,0,-1.5045049452154302,1.0,0.0,1.0,-0.03430823342848721,0.8507409992099991,0.0
2021-06-14,3586.5288976116553,3610.8178759314105,3579.434600384078,3592.7426581403124,55807748,3791.9402391983976,152.85765103641302,4097.655541271224,3486.2249371255716,26.88783535168946,0,0.49547290787353404,1.0,0.0,1.0,0.006509214949089737,0.8562786552398604,0.0
2021-06-15,3536.9841312265294,3590.784737818471,3536.9841312265294,3564.6929417381916,74109962,3768.693188252989,150.13647993900736,4068.9661481310036,3468.420228374974,31.287742270493553,1,4.399906918804092,1.0,0.0,1.0,-0.0078073269006804225,0.8495934078603278,0.0
2021-06-16,3509.6451983362304,3515.406011387452,3488.515408618563,3515.406011387452,52021153,3742.84558495023,146.8173834903751,4036.4803519309803,3449.21081796948,33.46327705024201,1,2.1755347797484603,1.0,0.0,1.0,-0.013826416792776186,0.8378465752988558,0.0
2021-06-17,3562.8561705235675,3562.8561705235675,3552.1918294108477,3558.6732632082353,75501559,3722.793832445539,142.97590584314602,4008.745644131831,3436.842020759247,36.175843610283344,1,2.7125665600413313,1.0,0.0,1.0,0.012307896066806379,0.8481587038675638,0.0
2021-06-18,3615.7931180647897,3659.4490170860204,3615.7931180647897,3631.906925571606,28699008,3703.2770152985677,125.52467264958013,3954.326360597728,3452.227669999407,37.874876248122355,0,1.6990326378390108,1.0,0.0,1.0,0.020578922802636956,0.865612896358839,0.0
2021-06-21,3699.7701838594585,3699.7701838594585,3641.020642712044,3697.736134056743,22750721,3691.2909478746324,112.78515190529987,3916.861251685232,3465.7206440640325,42.286610176669775,0,4.41173392854742,1.0,0.0,1.0,0.01812524655344161,0.8813023435251817,0.0
2021-06-22,3635.698240379043,3660.513628881925,3635.698240379043,3635.865234024082,66085716,3675.3136627685717,94.56172812125041,3864.4371190110724,3486.190206526071,39.301214752112934,0,-2.9853954245568417,1.0,0.0,1.0,-0.016732102505319535,0.86655630237514,0.0
2021-06-23,3618.2080606547875,3618.2080606547875,3611.9309779168284,3611.9309779168284,73200828,3665.058836096244,89.36259918654834,3843.7840344693404,3486.333637723147,39.11596988007244,0,-0.18524487204049223,1.0,0.0,1.0,-0.006582822675405886,0.8608519158983491,0.0
2021-06-24,3635.191602595688,3666.9165499626497,3610.692245991223,3633.8879776062745,39159511,3660.5579413768583,88.50551462262294,3837.568970622104,3483.5469121316123,46.878493051677154,1,7.7625231716047125,1.0,0.0,1.0,0.00607901973312619,0.8660850516823947,0.0
2021-06-25,3691.204217594884,3702.0111538126007,3662.719419955284,3702.0111538126007,54432707,3658.639493799653,87.08872619962067,3832.816946198894,3484.4620414004116,55.21616460993036,0,8.337671558253206,1.0,0.0,1.0,0.01874663628216755,0.8823212331357069,0.0
2021-06-28,3678.3304252542653,3691.97984334727,3658.15604648388,3665.1734987823684,59145472,3652.1161645523252,80.95708202860808,3814.0303286095414,3490.202000495109,54.87585177184425,0,-0.34031283808610624,1.0,0.0,1.0,-0.0099507142198354,0.8735415066946807,0.0
2021-06-29,3647.5136036860813,3677.5446408941148,3636.550437864088,3649.2491454127553,32840605,3644.0857720877657,71.95146014402077,3787.988692375807,3500.182851799724,48.34315818160847,-1,-6.53269359023578,0.0,-0.08476379306962273,0.9152362069303772,-0.004344774776665616,0.8697461655900232,-0.08476379306962278
2021-06-30,3566.525562348592,3566.8177332957625,3560.162100240087,3566.8177332957625,18061792,3632.266922105159,63.338781590838224,3758.9444852868355,3505.589358923483,41.01654380932568,0,-7.3266143722827906,0.0,0.0,0.9152362069303772,-0.022588595306136328,0.8500998214364462,-0.08476379306962278
2021-07-01,3467.961880626376,3503.754228511663,3467.7854508978044,3477.698755084664,54641994,3617.003666224554,61.87705618136209,3740.757778587278,3493.2495538618296,43.27995046988536,1,2.2634066605596743,1.0,0.0,0.9152362069303772,-0.024985571137875917,0.8288595918736503,-0.08476379306962278
2021-07-02,3528.295113864488,3552.6462724229077,3528.295113864488,3532.9934537393433,13235863,3609.766267848142,62.85642527166839,3735.4791183914786,3484.0534173048054,45.82266406571814,1,2.5427135958327867,1.0,0.0,0.9152362069303772,0.01589979539597386,0.8420382897964318,-0.08476379306962278
2021-07-05,3617.594302346529,3630.0043252195946,3617.594302346529,3627.222431100781,38817246,3609.781149606794,62.860736587037394,3735.5026227808685,3484.0596764327192,54.00143424263367,1,8.178770176915528,1.0,0.0,0.9152362069303772,0.02667114405822213,0.8644964143261314,-0.08476379306962278
2021-07-06,3616.528967072362,3618.406334428586,3616.2664785071515,3618.406334428586,47937462,3610.973933628349,62.782809842762234,3736.5395533138735,3485.408313942825,56.95133107518726,1,2.9498968325535913,1.0,0.0,0.9152362069303772,-0.0024305365440517868,0.86239522419891,-0.08476379306962278
2021-07-07,3705.7528029579125,3705.7528029579125,3648.853886481853,3686.8205171261297,74402892,3611.7532680051618,63.66079721910665,3739.074862443375,3484.4316735669486,58.36454429926918,0,1.4132132240819146,1.0,0.0,0.9152362069303772,0.018907269215895806,0.8787007628733416,-0.08476379306962278
2021-07-08,3693.5473456886807,3731.427678788063,3693.5473456886807,3708.811714779952,68934479,3612.3777412377895,64.58852552714771,3741.554792292085,3483.200690183494,55.37967206876567,-1,-2.9848722305035054,0.0,0.06645571568192424,0.9760588840799452,0.005964813733586594,0.8839420492514416,-0.023941115920054767
2021-07-09,3640.40488670341,3658.112654810068,3640.40488670341,3658.112654810068,47723927,3616.8079758011363,64.53199935723312,3745.8719745156027,3487.74397708667,47.168303044198225,-1,-8.211369024567446,0.0,0.0,0.9760588840799452,-0.013669893181108117,0.8718586558598845,-0.023941115920054767
2021-07-12,3695.9219020646956,3696.5053310871026,3679.6815869685774,3679.6815869685774,23748887,3621.15492224255,65.74241300217564,3752.6397482469015,3489.6700962381988,53.32274354249113,0,6.154440498292907,0.0,0.0,0.9760588840799452,0.0058961913406763156,0.8769993013168593,-0.023941115920054767
2021-07-13,3783.3930849875446,3794.9293940995412,3745.107614400821,3785.770439155075,62327105,3632.208797113394,73.8368694995294,3779.882536112453,3484.5350581143352,61.72223424201541,0,8.399490699524279,0.0,0.0,0.9760588840799452,0.02883098705121845,0.9022840568170534,-0.023941115920054767
2021-07-14,3770.762029104648,3808.855596295766,3768.7387637224792,3778.345994010099,57366565,3645.3557962445266,75.33856931169356,3796.032934867914,3494.6786576211393,59.93573343169731,0,-1.7865008103181026,0.0,0.0,0.9760588840799452,-0.0019611450996044333,0.9005145468605754,-0.023941115920054767
2021-07-15,3898.086463675427,3898.086463675427,3821.873759882489,3885.9633691076738,13275072,3661.720301539499,89.6966532284307,3841.1136079963603,3482.3269950826375,62.00017766031518,0,2.064444228617873,0.0,0.0,0.9760588840799452,0.028482668148492207,0.926163603861695,-0.023941115920054767
2021-07-16,3685.408089085025,3699.5864052738557,3685.408089085025,3692.1160977349277,72008816,3664.730760147665,89.65375273983288,3844.038265627331,3485.423254667999,51.458776166884896,-1,-10.541401493430286,0.0,0.0,0.9760588840799452,-0.04988396774755466,0.8799628885176992,-0.023941115920054767
2021-07-19,3766.4023403431393,3777.3148262138975,3718.5777961368362,3745.882288011999,20074698,3667.1380678454275,91.21934968645346,3849.576767218334,3484.6993684725207,55.026129805141515,0,3.5673536382566198,0.0,0.0,0.9760588840799452,0.014562432180845075,0.8927772884033988,-0.023941115920054767
2021-07-20,3754.1770197115375,3769.0754693935314,3746.557355232831,3746.557355232831,38482724,3672.672673905865,92.57009326541647,3857.812860436698,3487.532487375032,60.21768809243127,0,5.191558287289752,0.0,0.0,0.9760588840799452,0.000180215812705109,0.892938180987993,-0.023941115920054767
2021-07-21,3713.8147429703595,3741.190979147755,3687.095753266628,3719.2587492912344,79254841,3678.039062474585,91.97252662987162,3861.9841157343285,3494.0940092148417,64.77013885158908,0,4.552450759157814,0.0,0.0,0.9760588840799452,-0.007286317371724915,0.8864319500079838,-0.023941115920054767
2021-07-22,3743.996661680435,3745.2751276835525,3667.3401520107004,3719.921609358715,79335081,3682.3407440622077,91.81064827240694,3865.9620406070217,3498.7194475173937,62.247960470239356,-1,-2.5221783813497254,0.0,0.0,0.9760588840799452,0.00017822370320619285,0.8865899331927545,-0.023941115920054767
2021-07-23,3564.2144604687755,3570.7029446463284,3546.323675907954,3570.7029446463284,44187163,3675.7753336038936,94.9705462752982,3865.71642615449,3485.8342410532973,46.545638665790015,0,-15.70232180444934,0.0,0.0,0.9760588840799452,-0.04011338957707522,0.8510258058074804,-0.023941115920054767
2021-07-26,3556.507479161427,3578.9149679775305,3492.3514534916294,3548.6072640781745,62546474,3669.947021868684,99.1406823894852,3868.228386647654,3471.6656570897135,45.80215752703826,0,-0.7434811387517541,0.0,0.0,0.9760588840799452,-0.006188047818786679,0.8457596174261223,-0.023941115920054767
2021-07-27,3571.0822968647117,3595.261579512169,3567.878777926642,3567.878777926642,53964403,3665.878503494378,101.67209695486486,3869.2226974041077,3462.5343095846483,42.39722392570668,0,-3.404933601331578,0.0,0.0,0.9760588840799452,0.005430726032590094,0.8503527061977918,-0.023941115920054767
2021-07-28,3682.0128622817224,3682.0128622817224,3607.574450952466,3667.6897128738688,48145210,3670.922102473284,98.96532544244764,3868.8527533581796,3472.991451588389,47.60931229052521,0,5.212088364818527,0.0,0.0,0.9760588840799452,0.02797486718571429,0.8741412102146877,-0.023941115920054767
2021-07-29,3640.599531590139,3640.599531590139,3609.748760085399,3623.624540710976,48703819,3678.218391754599,88.8303106714453,3855.8790130974894,3500.5577704117086,47.97939731045569,0,0.37008501993047815,0.0,0.0,0.9760588840799452,-0.012014422051085938,0.8636389087829214,-0.023941115920054767
2021-07-30,3558.857350861053,3571.9104982192976,3499.918070545858,3558.515689061356,19869865,3679.4945035206997,86.79423427717587,3853.0829720750517,3505.9060349663478,43.24568274277741,0,-4.733714567678277,0.0,0.0,0.9760588840799452,-0.017967880203406783,0.8481211483309089,-0.023941115920054767
2021-08-02,3507.403493767566,3526.5736516242464,3494.531926365886,3515.3490742066024,21287967,3673.9008356759905,93.672754276724,3861.2463442294384,3486.5553271225426,33.788256488578696,0,-9.457426254198715,0.0,0.0,0.9760588840799452,-0.012130511321741588,0.8378330051388724,-0.023941115920054767
2021-08-03,3579.0119677735756,3595.5358096060495,3574.080036013972,3574.080036013972,68159529,3671.68452075526,95.56023846158719,3862.8049976784346,3480.5640438320856,38.463927123457644,1,4.675670634878948,1.0,0.0,0.9760588840799452,0.01670700706177386,0.8518306870723147,-0.023941115920054767
2021-08-04,3583.139375578083,3635.6364332104913,3583.139375578083,3590.4392631965725,13561497,3666.8654580587827,97.17338018258106,3861.2122184239447,3472.5186976936207,31.391988659022132,0,-7.071938464435512,1.0,0.0,0.9760588840799452,0.004577185462484756,0.8557296741096805,-0.023941115920054767
2021-08-05,3566.2694544429273,3582.045627129927,3512.312734413814,3544.857939136077,34096114,3658.667769276588,100.31344421085008,3859.294657698288,3458.0408808548877,38.598985927410645,1,7.206997268388513,1.0,0.0,0.9760588840799452,-0.012695194297734469,0.8448660196305211,-0.023941115920054767
2021-08-06,3575.7161291661864,3575.7161291661864,3559.28591089662,3574.2520940870686,74934272,3654.4747412404386,102.07505574016979,3858.624852720778,3450.324629760099,36.19091987848076,0,-2.408066048929882,1.0,0.0,0.9760588840799452,0.008292054422399442,0.8518716946449334,-0.023941115920054767
2021-08-09,3569.646889611798,3601.1956815852723,3559.6554418253077,3573.563388774496,60593847,3649.168831330734,103.44467918186109,3856.0581896944564,3442.2794729670118,36.081498462221205,0,-0.1094214162595577,1.0,0.0,0.9760588840799452,-0.0001926851532693119,0.8517075516168849,-0.023941115920054767
2021-08-10,3637.5299895120174,3679.0459762847217,3631.283232401596,3635.5157650216343,79979388,3641.6560976240626,98.33155915045376,3838.31921592497,3444.992979323155,43.61819193657577,0,7.536693474354564,1.0,0.0,0.9760588840799452,0.017336302594140873,0.8664730114534301,-0.023941115920054767
2021-08-11,3562.6153057828888,3599.6817444790922,3533.427219503186,3577.0716073884187,42145513,3631.5923782929776,93.80109825518592,3819.1945748033495,3443.9901817826058,39.99493380276208,0,-3.6232581338136924,1.0,0.0,0.9760588840799452,-0.016075891678293375,0.8525436851791401,-0.023941115920054767
2021-08-12,3535.148389310804,3582.873158602545,3535.148389310804,3545.482912223251,67773185,3614.5683554487578,74.01570485784066,3762.5997651644393,3466.536945733076,47.88514227426664,1,7.890208471504565,1.0,0.0,0.9760588840799452,-0.008830881411465596,0.8450149729972293,-0.023941115920054767
2021-08-13,3521.7964143109048,3565.5639832245197,3438.1816050968437,3509.15908420131,47421725,3605.4205047720766,75.22316462844209,3755.866834028961,3454.974175515192,46.769119487179616,0,-1.1160227870870258,1.0,0.0,0.9760588840799452,-0.010245100292744946,0.8363577098500015,-0.023941115920054767
2021-08-16,3388.913026862604,3430.043783082392,3369.1892343640793,3395.604686739707,26810950,3587.9066247084615,81.32792958647768,3750.562483881417,3425.250765535506,37.77798164685912,0,-8.991137840320498,1.0,0.0,0.9760588840799452,-0.03235943276918951,0.8092936487671171,-0.023941115920054767
2021-08-17,3397.954863291872,3427.3940482885628,3385.0397548617852,3408.660555808203,26990515,3571.0117847372303,81.73152360105632,3734.474831939343,3407.5487375351177,29.043434581250523,0,-8.734547065608595,1.0,0.0,0.9760588840799452,0.003844931985010014,0.8124053278025272,-0.023941115920054767
2021-08-18,3424.6187821809035,3454.2302684696638,3418.430194795038,3419.1141511196934,46325466,3556.004554828653,80.62655519884187,3717.257665226337,3394.751444430969,32.50261600094025,1,3.4591814196897275,1.0,0.0,0.9760588840799452,0.0030667750984116893,0.8148967922316489,-0.023941115920054767
2021-08-19,3423.2018332224316,3427.677886597579,3397.887178912429,3411.0682797290897,10671253,3540.5618883471716,77.07835752427793,3694.7186033957273,3386.405173298616,36.01969590076246,1,3.517079899822207,1.0,0.0,0.9760588840799452,-0.00235320350096202,0.8129791742472466,-0.023941115920054767
2021-08-20,3393.0007807817187,3399.726667942199,3343.602635869737,3385.6983037684963,42260205,3531.3116563032804,84.0561533708521,3699.4239630449847,3363.199349561576,37.27774349523879,0,1.2580475944763307,1.0,0.0,0.9760588840799452,-0.007437545625034625,0.8069326045465798,-0.023941115920054767
2021-08-23,3285.039213941345,3285.039213941345,3242.7946764239637,3275.252291545074,33465520,3517.6439076766255,101.50820932635692,3720.6603263293396,3314.6274890239115,23.378763125572718,0,-13.89898036966607,1.0,0.0,0.9760588840799452,-0.032621339030854846,0.7806093824786151,-0.023941115920054767
2021-08-24,3229.0251721776463,3279.67721022185,3227.285509470093,3236.3729857187586,69414068,3501.0686180662315,118.5148002058575,3738.0982184779464,3264.0390176545166,19.67459252069483,0,-3.7041706048778877,1.0,0.0,0.9760588840799452,-0.011870629302872526,0.7713430578688673,-0.023941115920054767
2021-08-25,3189.3948858506083,3203.0573089949517,3188.725536395399,3203.0573089949517,32403427,3477.8369978722853,129.19250977384223,3736.2220174199697,3219.451978324601,20.096843236355454,0,0.4222507156606241,1.0,0.0,0.9760588840799452,-0.010294140036028021,0.7634027444153471,-0.023941115920054767
2021-08-26,3150.7392003238942,3177.997001947405,3113.166524316812,3136.611897340092,46816763,3453.4863657037413,145.1759155931235,3743.8381968899885,3163.134534517494,14.04319968970492,0,-6.053643546650534,1.0,0.0,0.9760588840799452,-0.020744371781380555,0.7475664340662689,-0.023941115920054767
2021-08-27,3113.266180844097,3138.09430529033,3094.8272497423254,3116.2828658028684,30602307,3431.374724540817,161.13763828672032,3753.650001114258,3109.0994479673764,13.604149741792511,0,-0.4390499479124088,1.0,0.0,0.9760588840799452,-0.006481207175954129,0.7427213011292961,-0.023941115920054767
2021-08-30,3134.268976933842,3136.62928749089,3134.268976933842,3136.62928749089,67245800,3412.438735205031,172.5952335740718,3757.629202353175,3067.2482680568874,7.476307011301486,0,-6.127842730491025,1.0,0.0,0.9760588840799452,0.006529067663047172,0.7475705787591558,-0.023941115920054767
2021-08-31,3276.6712574912362,3283.920884305801,3240.4747833466963,3263.666907688023,15015551,3396.9180787887335,171.2462845422486,3739.4106478732306,3054.4255097042364,26.082977405699125,0,18.60667039439764,1.0,0.0,0.9760588840799452,0.040501317992460484,0.7778481724912881,-0.023941115920054767
