日期,开盘,收盘,最高,最低,成交量,成交额,fast_ma,medium_ma,slow_ma,volume_ma,volume_ratio,high_50,fast_medium_diff,medium_slow_diff,price_above_medium,price_above_slow,volume_above_ma,price_break_high,signal,returns,strategy_returns,cum_returns,benchmark_returns
2023-05-23 08:49:40.545902,3992.8592867230786,3979.420833995564,3977.411711627709,3979.881867877199,3230946,815739.0891082502,3965.765864635918,3971.9596163109686,,3361413.0,0.9611868580266691,,-6.193751675050407,,True,False,False,False,0,0.0063518027482349915,0.0,1.0,0.9933991027091884
2023-05-24 08:49:40.545902,3957.5547134628546,3963.011837085078,3945.3674829690103,3972.8103502540243,3431990,1073963.5262121775,3962.9509425226665,3971.5477217857674,,3324952.35,1.032192235777454,,-8.59677926310087,,False,False,True,False,-1,-0.004123463588044496,-0.0,1.0,0.989302857680771
2023-05-25 08:49:40.545902,3999.860418100165,3991.516152295449,3993.431546675312,3993.777578316933,4855910,1930753.4415462865,3966.601814603707,3971.7607414945364,,3380037.9,1.4366436542028125,,-5.158926890829207,,True,False,True,False,0,0.007192588965703628,0.0,1.0,0.9964185064986647
2023-05-26 08:49:40.545902,3982.1199157552805,3991.35654892726,3998.9811319757996,3978.2496355829467,3571420,750748.2230356496,3975.921849614688,3971.865166129754,,3457769.2,1.0328682434906298,,4.056683484934183,,True,False,True,False,0,-3.998565008866972e-05,-0.0,1.0,0.996378664056922
2023-05-29 08:49:40.545902,4023.1368067265057,4015.508759721282,4006.3172010615135,4032.025248122043,4738943,1031756.4656981893,3988.1628264049264,3974.8361015306546,,3524721.45,1.344487236005557,,13.326724874271804,,True,False,True,False,0,0.006051128356476365,0.0,1.0,1.0024078792447848
2023-05-30 08:49:40.545902,4036.353343957178,4029.8756998332087,4042.7026599965493,4018.740188107039,1044296,450208.0414836864,3998.253799572455,3978.466367460591,,3397695.5,0.30735420522527696,,19.78743211186429,,True,False,False,False,-1,0.0035778629736880063,0.0,1.0,1.005994357280468
2023-05-31 08:49:40.545902,4031.1690709111103,4038.3395498698496,4032.8615082043198,4017.3094129266933,1709564,1336718.6593837691,4013.31934212941,3982.740398024679,,3335896.15,0.5124751860156078,,30.57894410473091,,True,False,False,False,0,0.002100275707509036,0.0,1.0,1.0081072227909553
2023-06-01 08:49:40.545902,4049.1926975726597,4039.3485736407533,4033.0268753561645,4049.9386668875864,2971310,1342055.386523559,4022.8858263984707,3986.6504800231423,,3375562.6,0.8802414151643936,,36.23534637532839,,True,False,False,False,0,0.0002498610526537881,0.0,1.0,1.0083591095228297
2023-06-02 08:49:40.545902,4034.8950518129345,4035.740774924819,4057.8489988954175,4049.8126558584836,2613322,1533794.5815843474,4031.762671597983,3991.136302834607,,3326293.25,0.7856559249549029,,40.62636876337638,,True,False,False,False,0,-0.0008931635015302364,-0.0,1.0,1.0074584799697683
2023-06-05 08:49:40.545902,4029.7837938978664,4031.3413858456292,4043.736808520531,4034.2647055983216,1936568,1282585.3716016375,4034.929196822852,3994.0973795131627,,3194802.2,0.6061620966706484,,40.83181730968954,,True,False,False,False,0,-0.0010901069529848373,-0.0,1.0,1.0063602424759097
2023-06-06 08:49:40.545902,4027.836374217929,4021.207154323205,4022.328003505071,4028.7803699524898,1884773,1353369.8395654247,4033.195487720851,3995.6065487220135,,3139891.75,0.6002668722576184,,37.58893899883742,,True,False,False,False,0,-0.0025138609094249587,-0.0,1.0,1.0038303928015502
2023-06-07 08:49:40.545902,4018.850983899756,4016.530385479009,4025.6298705436902,4039.4441792824296,2969013,1763732.3964229256,4028.833654842683,3997.265596298062,,3154060.6,0.9413303599810352,,31.568058544620726,,True,False,False,False,0,-0.001163026092592112,-0.0,1.0,1.002662911862185
2023-06-08 08:49:40.545902,4039.07504269116,4029.4089718109385,4011.2289580439524,3999.853637529359,2972830,1936255.1167514878,4026.8457344767203,3999.552077257386,,3104673.75,0.9575337827364309,,27.293657219334364,,True,False,False,False,0,0.0032063958431609585,0.0,1.0,1.0058778460548716
2023-06-09 08:49:40.545902,4062.3133184142703,4047.242399458257,4043.3815894658333,4050.314358805934,2903605,1373307.862638736,4029.1460593834076,4002.9516427881035,,3179423.1,0.9132490104887266,4057.8489988954175,26.19441659530412,,True,False,False,False,0,0.004425817228302709,0.0,1.0,1.0103296775555093
2023-06-12 08:49:40.545902,4030.729070580281,4043.3764488030947,4060.637904225235,4057.7210075033618,4760433,1487618.0374861008,4031.5530719749013,4005.7081912842355,,3297042.95,1.443849252858535,4060.637904225235,25.844880690665832,,True,False,True,False,0,-0.0009552061066764317,-0.0,1.0,1.0093646044777518
2023-06-13 08:49:40.545902,4037.4678919456096,4039.512844370767,4037.73424023602,4044.9997756885273,3182994,1224914.8101909342,4035.214209984413,4008.1073404784097,,3231962.5,0.9848486794014473,4060.637904225235,27.106869506003477,,True,False,False,False,0,-0.000955539134495198,-0.0,1.0,1.008400117097199
2023-06-14 08:49:40.545902,4033.022743273025,4030.5612883040176,4025.9020998178876,4044.0729607640155,2470956,1843847.1686520588,4038.020390549415,4010.7810825110437,,3190938.1,0.7743666353164294,4060.637904225235,27.23930803837129,,True,False,False,False,0,-0.0022159989116569134,-0.0,1.0,1.0061655035351968
2023-06-15 08:49:40.545902,4038.30229809013,4033.153026559483,4040.870744273318,4033.1606742224863,3950560,776842.9470036362,4038.769201499124,4013.775644244505,,3167991.05,1.2470237250196778,4060.637904225235,24.993557254618736,,True,False,True,False,0,0.0006430216711965642,0.0,1.0,1.0068124897587805
2023-06-16 08:49:40.545902,4075.022098756573,4060.9477593811735,4081.638404983522,4079.5855380030202,3353381,1202213.939246153,4041.510273483707,4019.5852135199466,,3136295.0,1.0692173408432561,4081.638404983522,21.925059963760305,,True,False,True,True,0,0.006891564153071794,0.0,1.0,1.013751002622067
2023-06-19 08:49:40.545902,4056.032859427467,4057.19147591681,4090.4187869577345,4043.201068326351,3929006,1616932.8048545057,4044.2732789064503,4024.7295935272823,,3124091.0,1.2576477445759422,4090.4187869577345,19.543685379167982,,True,False,True,False,0,-0.0009249770464754281,-0.0,1.0,1.0128133062138003
2023-06-20 08:49:40.545902,4047.1244068604756,4050.8407834738236,4020.0372094722707,4074.9966897477134,2074112,1971980.0797850117,4046.5388667270613,4028.300591001195,,3066249.3,0.676432930616568,4090.4187869577345,18.238275725866515,,True,False,False,False,0,-0.0015652927599506539,-0.0,1.0,1.0112279568784022
2023-06-21 08:49:40.545902,4065.835871113493,4061.0093395964172,4084.30722960716,4044.8433910550016,1319845,992799.4203614098,4052.628476985542,4033.2004661267624,,2960642.05,0.44579688382119687,4090.4187869577345,19.428010858779544,,True,False,False,False,-1,0.002510233471549439,0.0,1.0,1.013766375143125
2023-06-22 08:49:40.545902,4073.324488855335,4068.3843403750366,4049.5015029641595,4039.3908047667464,4394394,916459.7163733742,4059.674739748652,4037.043875530742,,2937566.25,1.4959301768938829,4090.4187869577345,22.63086421791013,,True,False,True,False,0,0.0018160511739557794,0.0,1.0,1.0156074267588204
2023-06-23 08:49:40.545902,4075.0720529084388,4067.5714483412717,4086.3111798250206,4031.0269949276767,4906147,530746.0779939003,4060.9994775406717,4040.854620501442,4002.6557050388446,3004302.6,1.6330402270397129,4090.4187869577345,20.14485703922992,38.19891546259714,True,True,True,False,1,-0.00019980708943789782,-0.00019980708943789782,0.9998001929105621,1.0154045011948682
2023-06-26 08:49:40.545902,4084.86830528939,4070.956825957564,4100.98335292891,4069.6908740790113,2950951,576234.1684179108,4063.752547548823,4043.6270238132565,4003.740600054053,2914903.0,1.0123667923083546,4100.98335292891,20.125523735566276,39.88642375920335,True,True,True,False,1,0.0008322847328650074,0.0008322847328650074,1.000632311347037,1.016249606858895
2023-06-27 08:49:40.545902,4039.3191468104446,4044.484321607701,4026.78208143861,4073.8370435998017,1607475,791705.7837125467,4062.481255175598,4044.357454901981,4004.271238561411,2943061.95,0.5461913569301523,4100.98335292891,18.123800273617235,40.08621634056999,True,True,False,False,0,-0.006502772070945739,-0.006502772070945739,0.9941254274995236,1.0096411672983034
2023-06-28 08:49:40.545902,4049.5429564279866,4046.066124631251,4015.551893295862,4045.595906804074,4921263,1308804.8811246061,4059.492612182565,4044.743783640051,4004.931061690163,3103646.9,1.5856388173538685,4100.98335292891,14.748828542514275,39.81272194988787,True,True,True,False,1,0.0003911012870292385,0.0003911012870292385,0.9945142312336871,1.0100360392582715
2023-06-29 08:49:40.545902,4048.789637466016,4038.946427393405,4059.347850486074,4006.392405483716,3990229,1676558.1802235048,4053.6050295862383,4044.7236763276837,4005.4362446354257,3154592.85,1.2648950878082412,4100.98335292891,8.881353258554554,39.287431692258,False,True,True,False,1,-0.001759659140146863,-0.001759659140146863,0.9927642251766906,1.008258720109913
2023-06-30 08:49:40.545902,4032.760091829173,4035.7895881954464,4068.110962657962,4034.300979615643,1140870,1309589.506631893,4047.248657557074,4044.7261169912153,4006.2410321588436,3080970.25,0.3702956885091636,4100.98335292891,2.522540565858435,38.48508483237174,False,True,False,False,-1,-0.0007815996707823958,-0.0,0.9927642251766906,1.0074706654262116
2023-07-03 08:49:40.545902,4052.8912143182715,4048.1140438321313,4049.36560716138,4055.464700895707,1901378,1236072.5971481353,4042.6801011319867,4045.5647498905405,4006.913488322166,3079210.75,0.6174887509729563,4100.98335292891,-2.8846487585537943,38.65126156837459,True,True,False,False,-1,0.0030537904336571664,0.0,0.9927642251766906,1.0105472697064803
2023-07-04 08:49:40.545902,4062.2005831482825,4059.5526238665284,4070.6722893115048,4032.3282546931846,3266807,960568.5001724613,4045.6937615837523,4047.4820233677065,4007.76213554183,3148312.45,1.0376374809939846,4100.98335292891,-1.7882617839541126,39.71988782587641,True,True,True,False,0,0.0028256565676121337,0.0,0.9927642251766906,1.013402729236009
2023-07-05 08:49:40.545902,4059.900971890394,4059.8200180723093,4057.4200972832355,4044.9650796561714,4761860,1820397.3132555077,4048.444540271964,4049.6465049973717,4008.7856913534724,3237954.8,1.47063819420827,4100.98335292891,-1.2019647254078336,40.86081364389929,True,True,True,False,0,6.58678998786133e-05,0.0,0.9927642251766906,1.013469479945515
2023-07-06 08:49:40.545902,4082.1653673414044,4076.818695696051,4059.0440716743665,4066.206753046774,2559685,861469.7048144455,4056.0189939324932,4052.0169911916264,4010.012547844563,3217297.55,0.7956009539745555,4100.98335292891,4.002002740866828,42.00444334706344,True,True,False,False,0,0.004187052023999049,0.0,0.9927642251766906,1.0177129293827822
2023-07-07 08:49:40.545902,4090.6100774151346,4101.627174306972,4115.91359620213,4100.980754180288,2139980,1451777.090786714,4069.1865111547986,4054.736229934063,4011.599755489067,3179116.3,0.6731367455792668,4115.91359620213,14.450281220735633,43.13647444499611,True,True,False,True,0,0.006085254327623524,0.0,0.9927642251766906,1.0239059713905871
2023-07-10 08:49:40.545902,4100.511124637521,4102.179036486637,4135.153828981056,4084.3886515928266,3446603,458581.36383513024,4079.9995096856996,4057.6763593182395,4012.9459013381706,3113424.8,1.107013408513994,4135.153828981056,22.32315036746013,44.73045798006888,True,True,True,False,1,0.00013454713366489734,0.00013454713366489734,0.9928977987575932,1.0240437350041802
2023-07-11 08:49:40.545902,4107.615181118376,4109.818833758737,4117.265032598959,4091.155482296364,3584947,1457139.5553642274,4090.0527516641414,4061.191658787638,4014.630400691829,3133522.45,1.1440629697738403,4135.153828981056,28.861092876503335,46.56125809580908,True,True,True,False,1,0.0018623753873607818,0.0018623753873607818,0.9947469471801641,1.025950888851833
2023-07-12 08:49:40.545902,4090.360033390333,4103.463146941907,4118.989420718488,4079.4735590550704,2426278,1892061.3086139823,4098.781377438061,4064.836751719533,4016.596752318877,3131288.55,0.7748497020499756,4135.153828981056,33.94462571852819,48.23999940065596,True,True,False,False,0,-0.001546463986349722,-0.001546463986349722,0.9932086068508187,1.0243642927504601
2023-07-13 08:49:40.545902,4093.4422102743274,4092.640552584375,4125.533443148596,4087.011305051098,2134357,1223895.562705197,4101.945748815726,4067.8111280207777,4018.3251846370813,3040478.4,0.701980648834736,4135.153828981056,34.134620794948205,49.485943383696394,True,True,False,False,0,-0.002637429402917335,-0.002637429402917335,0.9905890892678798,1.0216626042454615
2023-07-14 08:49:40.545902,4082.8435988441547,4085.2083206417856,4084.593657108201,4126.331984274271,4358716,1458114.2054075655,4098.6619780826895,4069.0241560838085,4020.3257750360226,3090745.15,1.4102476226485383,4135.153828981056,29.63782199888101,48.698381047785915,True,True,True,False,1,-0.0018159991934537656,-0.0018159991934537656,0.9887901802807252,1.0198072657801698
2023-07-17 08:49:40.545902,4084.2947099380185,4093.1550706537096,4052.564321338102,4070.857197671176,1669430,1834506.6686457084,4096.8571849161035,4070.8223358206533,4022.3606993079006,2977766.35,0.5606316291404125,4135.153828981056,26.034849095450227,48.46163651275265,True,True,False,False,0,0.0019452496392340368,0.0019452496392340368,0.9907136240221944,1.0217910454960168
2023-07-18 08:49:40.545902,4083.2450452537487,4083.3287904116023,4078.645775021255,4082.059519638082,3332687,2037538.5997959694,4091.5591762466756,4072.4467361675424,4024.2356478265688,3040695.1,1.096028010174384,4135.153828981056,19.112440079133194,48.211088340973674,True,True,True,False,1,-0.002400661610051813,-0.002400661610051813,0.9883352558584491,1.0193380709595998
2023-07-19 08:49:40.545902,4097.354115981393,4087.36753361061,4089.444013402375,4066.543356971288,4945618,683366.9779443579,4088.340053580416,4073.7646458682516,4026.170944593594,3221983.75,1.5349605658315315,4135.153828981056,14.575407712164633,47.59370127465763,True,True,True,False,1,0.0009890810675081685,0.0009890810675081685,0.9893127995483695,1.0203462789469762
2023-07-20 08:49:40.545902,4075.8995416217367,4074.6203031045625,4034.6179749058615,4076.449557411135,3395620,1879773.5142353799,4084.736003684454,4074.076444004728,4027.627020343336,3172045.05,1.0704829050268376,4135.153828981056,10.659559679726044,46.44942366139185,True,True,True,False,1,-0.003118689572500166,-0.003118689572500166,0.986227440036477,1.017164135646485
2023-07-21 08:49:40.545902,4081.9176617299627,4081.570862467946,4088.953122824467,4138.799405328782,1822385,514587.31174233626,4084.0085120496865,4074.776414711062,4029.165400447419,3017856.95,0.6038672575252448,4135.153828981056,9.232097338624499,45.61101426364303,True,True,False,False,0,0.0017058176827144944,0.0017058176827144944,0.9879097642428695,1.0188992322152937
2023-07-24 08:49:40.545902,4066.9948087340736,4062.6110176869734,4036.9200755192596,4062.110748722884,4111636,493480.4851852155,4077.8997014563392,4074.359124297532,4030.940749880481,3075891.2,1.336729985768027,4135.153828981056,3.540577158807082,43.41837441705138,False,True,True,False,1,-0.004645232294094859,-0.004645232294094859,0.9833206939023569,1.0141662085973788
2023-07-25 08:49:40.545902,4063.53669172225,4065.123377001467,4046.1968905069025,4067.632695177078,1562138,1607838.8176086333,4074.258618774312,4075.3910770672205,4032.7382998099306,3073624.35,0.5082397268228305,4135.153828981056,-1.1324582929087228,42.65277725728993,False,True,False,False,-1,0.0006184100086263911,0.0,0.9833206939023569,1.014793379131186
2023-07-26 08:49:40.545902,4041.18164432257,4065.313368538896,4031.6590381775404,4081.259578077292,3196352,1548699.421655051,4069.847785759969,4076.3534392626034,4034.612540309111,2987378.8,1.0699520261709028,4135.153828981056,-6.505653502634232,41.74089895349243,False,True,True,False,-1,4.673696707557795e-05,0.0,0.9833206939023569,1.014840807495935
2023-07-27 08:49:40.545902,4082.9478902205333,4089.1053521809595,4129.017836508046,4043.0522915393813,1651955,495079.84339407005,4072.744795575248,4078.8613855019803,4036.7451806176023,2870465.1,0.575500813439606,4135.153828981056,-6.116589926732104,42.11620488437802,True,True,False,False,0,0.005852435343899343,0.0,0.9833206939023569,1.0207800977061556
2023-07-28 08:49:40.545902,4105.386706887939,4110.268977279903,4109.068264953912,4098.991769786718,3818461,564993.4633479182,4078.4844185376396,4082.585354956203,4039.4825915940087,3004344.65,1.2709796793786625,4135.153828981056,-4.1009364185633785,43.10276336219431,True,True,True,False,0,0.0051756125793276375,0.0,0.9833206939023569,1.0260632600205708
2023-07-31 08:49:40.545902,4096.271634143974,4094.2873874534416,4102.09375049732,4094.708824857459,4882730,1695253.613352215,4084.819692490934,4084.8940221372686,4041.518717180324,3153412.25,1.548395710075649,4135.153828981056,-0.07432964633471784,43.37530495694455,True,True,True,False,0,-0.0038882102156335696,-0.0,0.9833206939023569,1.0220737103710726
2023-08-01 08:49:40.545902,4115.824602774943,4098.067413858652,4101.408673747182,4092.410847906916,3925203,1458021.89909139,4091.4084998623703,4086.8197616368752,4043.3027779088648,3186332.05,1.2318876182411687,4135.153828981056,4.588738225495035,43.51698372801047,True,True,True,False,1,0.0009232440343083237,0.0009232440343083237,0.9842285388668142,1.023017333826796
2023-08-02 08:49:40.545902,4091.1559828032846,4098.269249325902,4113.957305091992,4099.171593411825,1248538,979108.8999910277,4097.999676019771,4088.7422231995542,4045.2181081649965,3010665.95,0.4147049259981832,4135.153828981056,9.257452820216713,43.52411503455778,True,True,False,False,-1,4.9251377995274126e-05,0.0,0.9842285388668142,1.0230677188402
2023-08-03 08:49:40.545902,4118.214690807184,4115.125116950203,4089.8813442661576,4113.331802120687,1959611,1938463.4303653522,4103.20362897362,4090.657544262262,4047.4088709037583,2980662.25,0.6574414796577506,4135.153828981056,12.546084711357707,43.248673358503765,True,True,False,False,0,0.00411292343153713,0.0,0.9842285388668142,1.027275518033067
2023-08-04 08:49:40.545902,4117.546604226641,4113.29925655122,4096.162616658502,4095.36593119969,2887238,479523.08003970777,4103.809684827884,4091.241148374474,4049.643007032214,3018025.15,0.9566646586758895,4135.153828981056,12.568536453409706,41.59814134226008,True,True,False,False,0,-0.0004436949903325882,-0.0,0.9842285388668142,1.0268197210320245
2023-08-07 08:49:40.545902,4114.227875810685,4115.181459849177,4105.826946786829,4087.2223131837536,1480743,434417.07321824844,4107.988499307031,4091.8912695426015,4051.7586067150255,2919732.15,0.5071502877412917,4135.153828981056,16.097229764429358,40.13266282757604,True,True,False,False,0,0.000457589681800874,0.0,0.9842285388668142,1.0272895831414384
2023-08-08 08:49:40.545902,4136.955131377304,4128.53077730103,4104.128327943826,4102.548913570795,1030257,1325525.4954549219,4114.081171995507,4092.8268667197162,4054.041955328588,2791997.65,0.3690035340824875,4135.153828981056,21.254305275791012,38.78491139112839,True,True,False,False,-1,0.003243919516574989,0.0,0.9842285388668142,1.030622027869365
