date,open,high,low,close,volume,tr,atr,ma,deviation,deviation_pct,signal,position,entry_price,stop_loss,take_profit,strategy_returns,cumulative_returns,drawdown
2021-05-24,3903.9951834058133,3903.9951834058133,3885.569892493507,3902.7418258218495,37299045,18.425290912306536,61.26175890617431,3970.37952155143,-1.10407694681394,-1.7035574398477433,1,1.0,3987.899324235522,3821.4152732432935,4220.976995624642,0.0,1.0,0.0
2021-05-25,3787.3332490776434,3787.3332490776434,3751.727815483951,3787.3101766313926,44291982,151.01401033789853,67.67263400844033,3953.738606006543,-2.459316558513044,-4.209393841118156,1,0.0,0.0,0.0,0.0,-0.041747305399727756,0.9582526946002723,-0.04174730539972771
2021-05-26,3712.921245894622,3713.9361517477523,3708.1082902310704,3709.6794448007086,45353386,79.20188640032211,68.49615203643188,3935.764060051567,-3.300690747278884,-5.744364037103795,1,1.0,3709.6794448007086,3538.439064709629,3949.41597692822,0.0,0.9582526946002723,-0.04174730539972771
2021-05-27,3732.3287807931897,3732.3287807931897,3696.7596581648386,3723.462128168765,27706306,35.569122628351124,66.14422136442612,3922.5422002482287,-3.0097878238314784,-5.075281843159402,1,1.0,3709.6794448007086,3538.439064709629,3949.41597692822,0.0,0.9582526946002723,-0.04174730539972771
2021-05-28,3776.8094350779443,3781.253790390646,3769.650460709674,3769.650460709674,18776510,57.79166222188087,65.54760999710145,3907.062357392178,-2.0963677651798505,-3.5170131447357154,1,1.0,3709.6794448007086,3538.439064709629,3949.41597692822,0.0,0.9582526946002723,-0.04174730539972771
2021-05-31,3770.49008046806,3810.1269860195944,3770.49008046806,3781.721020188304,28677518,40.47652530992036,63.75681823373137,3892.695921290871,-1.740596600911528,-2.850849471585907,1,1.0,3709.6794448007086,3538.439064709629,3949.41597692822,0.0,0.9582526946002723,-0.04174730539972771
2021-06-01,3757.187902049034,3776.4775537289365,3754.184094661721,3776.4775537289365,44239091,27.536925526583218,61.169683040363644,3877.7003765121895,-1.654787433122053,-2.610382777286628,1,1.0,3709.6794448007086,3538.439064709629,3949.41597692822,0.0,0.9582526946002723,-0.04174730539972771
2021-06-02,3767.0387300663997,3799.855292249475,3737.238501656385,3760.012620750244,34207963,62.61679059309017,61.2730478655584,3865.994672977535,-1.7296683602198244,-2.741391574284434,1,1.0,3709.6794448007086,3538.439064709629,3949.41597692822,0.0,0.9582526946002723,-0.04174730539972771
2021-06-03,3662.7668224671406,3693.206013767888,3660.0821338244664,3672.8073868280167,34188041,99.93048692577759,64.03429351271691,3851.4039865338686,-2.789077381956022,-4.637181670120843,1,1.0,3709.6794448007086,3538.439064709629,3949.41597692822,0.0,0.9582526946002723,-0.04174730539972771
2021-06-04,3629.394345466303,3660.630011204056,3615.785334710162,3631.026603774064,18828325,57.022052117854855,63.53341912736962,3834.2370027204074,-3.1984804491468384,-5.299891446516344,1,1.0,3709.6794448007086,3538.439064709629,3949.41597692822,0.0,0.9582526946002723,-0.04174730539972771
2021-06-07,3596.265152379614,3604.7009674938404,3596.265152379614,3604.7009674938404,16927416,34.76145139444998,61.478278575018216,3819.055696375257,-3.4866742181118897,-5.612767812861828,1,1.0,3709.6794448007086,3538.439064709629,3949.41597692822,0.0,0.9582526946002723,-0.04174730539972771
2021-06-08,3656.1187298851187,3696.0286571879374,3656.1187298851187,3669.3428981275165,48939633,91.32768969409699,63.610379369238125,3805.831928460874,-2.145703762291404,-3.586312609147604,1,1.0,3709.6794448007086,3538.439064709629,3949.41597692822,0.0,0.9582526946002723,-0.04174730539972771
2021-06-09,3695.07279652606,3695.07279652606,3666.499869414391,3691.0756367574822,34137617,28.572927111668832,61.10770420798317,3795.3528936057255,-1.7064502455096389,-2.7474983162679245,1,1.0,3709.6794448007086,3538.439064709629,3949.41597692822,0.0,0.9582526946002723,-0.04174730539972771
2021-06-10,3591.7542312270207,3613.0315419816825,3586.3091011059305,3586.3091011059305,12241105,104.76653565155175,64.22619216823806,3780.3705223209217,-3.021530853123828,-5.133396847456347,1,1.0,3709.6794448007086,3538.439064709629,3949.41597692822,0.0,0.9582526946002723,-0.04174730539972771
2021-06-11,3602.5109202612584,3620.5883321732204,3596.738671019359,3606.669485201663,44874739,34.27923106728986,62.08712351817032,3768.0750113594463,-2.5996618463174017,-4.28350087700487,1,1.0,3709.6794448007086,3538.439064709629,3949.41597692822,0.0,0.9582526946002723,-0.04174730539972771
2021-06-14,3565.8041051482664,3605.0471038431756,3565.8041051482664,3584.3786585389385,20710632,40.86538005339662,60.57128469925791,3748.9757392454057,-2.7174110888304117,-4.39045467761809,1,1.0,3709.6794448007086,3538.439064709629,3949.41597692822,0.0,0.9582526946002723,-0.04174730539972771
2021-06-15,3540.6032572749164,3544.4755574653805,3523.062910847782,3544.4755574653805,37730519,61.3157476911565,60.62446062725066,3727.793391304508,-3.0238262236468683,-4.9175964061403405,1,0.0,0.0,0.0,0.0,-0.04616042508230225,0.9140193428812622,-0.08598065711873781
2021-06-16,3584.5925761858507,3584.5925761858507,3577.5435146177856,3581.785860092894,40253569,40.11701872047024,59.15964334819491,3711.5253290637984,-2.193040079827714,-3.495583553073317,1,1.0,3581.785860092894,3433.8867517224066,3788.844611811576,0.0,0.9140193428812622,-0.08598065711873781
2021-06-17,3633.3737554596732,3665.9669251899745,3633.3737554596732,3644.152514082581,31452647,84.18106509708059,60.9468877588296,3695.7877282062327,-0.8472165851679775,-1.3971369007362608,0,1.0,3581.785860092894,3433.8867517224066,3788.844611811576,0.0,0.9140193428812622,-0.08598065711873781
2021-06-18,3701.7894879974046,3701.7894879974046,3654.3685706500805,3700.432465997178,41938643,57.63697391482356,60.71046534140059,3686.410618313268,0.23096261254232214,0.3803658663050872,0,1.0,3581.785860092894,3433.8867517224066,3788.844611811576,0.0,0.9140193428812622,-0.08598065711873781
2021-06-21,3650.2668069301703,3669.7841077973894,3650.2668069301703,3650.378580421151,33831594,50.16565906700771,59.95726489322967,3673.792456043233,-0.39050940138407997,-0.6373216751416373,0,1.0,3581.785860092894,3433.8867517224066,3788.844611811576,0.0,0.9140193428812622,-0.08598065711873781
2021-06-22,3636.2286354727485,3636.2286354727485,3632.020638108684,3632.020638108684,15119641,18.357942312467003,56.98588470888948,3666.027979117098,-0.5967677992916863,-0.9276345189434108,0,1.0,3581.785860092894,3433.8867517224066,3788.844611811576,0.0,0.9140193428812622,-0.08598065711873781
2021-06-23,3652.8599585488982,3678.4301104655733,3633.777827360225,3651.9865467554887,49308102,46.40947235688918,56.2304266837466,3663.1433342148366,-0.19841192957856024,-0.304568684362969,0,1.0,3581.785860092894,3433.8867517224066,3788.844611811576,0.0,0.9140193428812622,-0.08598065711873781
2021-06-24,3703.2832296141755,3710.504382753901,3678.9229860909472,3710.504382753901,44650021,58.517835998412465,56.39381306336559,3662.4954469440936,0.8513156532945101,1.310825815493236,0,1.0,3581.785860092894,3433.8867517224066,3788.844611811576,0.0,0.9140193428812622,-0.08598065711873781
2021-06-25,3690.444537063212,3702.8455930900395,3676.9869321966744,3681.6338607485422,23224541,33.517450557226766,54.75978717006996,3658.0946169460376,0.429863683169508,0.6434837331287071,0,1.0,3581.785860092894,3433.8867517224066,3788.844611811576,0.0,0.9140193428812622,-0.08598065711873781
2021-06-28,3669.1051996630877,3692.7608674278376,3660.8491046536533,3670.2688919837683,28699008,31.911762774184353,53.1277854275067,3652.5220105358103,0.33404143058388475,0.48588020542426813,0,1.0,3581.785860092894,3433.8867517224066,3788.844611811576,0.0,0.9140193428812622,-0.08598065711873781
2021-06-29,3603.361103192525,3603.5578901701024,3599.1555847290097,3603.5578901701024,22750721,71.11330725475864,54.41246555802469,3643.8760273578678,-0.7409724366334897,-1.1064629225873968,0,1.0,3581.785860092894,3433.8867517224066,3788.844611811576,0.0,0.9140193428812622,-0.08598065711873781
2021-06-30,3524.757671175605,3552.2198030765244,3524.1376471452613,3531.349061037544,22390870,79.42024302484106,56.198735377083004,3632.4428493722335,-1.798862334826028,-2.783079941702617,1,1.0,3581.785860092894,3433.8867517224066,3788.844611811576,0.0,0.9140193428812622,-0.08598065711873781
2021-07-01,3576.385141404731,3594.9586687761157,3576.385141404731,3579.55865103894,48144148,63.60960773857187,56.728083402903636,3627.7804125827797,-0.8500509562671323,-1.329235953107444,0,1.0,3581.785860092894,3433.8867517224066,3788.844611811576,0.0,0.9140193428812622,-0.08598065711873781
2021-07-02,3653.8083609391642,3661.40490361682,3653.8083609391642,3660.2856222445157,39159511,81.84625257788002,58.52223834397338,3629.2433635063016,0.5304352604519064,0.8553369291891014,0,1.0,3581.785860092894,3433.8867517224066,3788.844611811576,0.0,0.9140193428812622,-0.08598065711873781
2021-07-05,3653.947916516443,3655.2122256216535,3653.947916516443,3655.2122256216535,26646014,6.337705728072706,54.7947717285519,3631.768926412692,0.4278382493332998,0.6455063547260904,0,1.0,3581.785860092894,3433.8867517224066,3788.844611811576,0.0,0.9140193428812622,-0.08598065711873781
2021-07-06,3727.2827285488406,3727.2827285488406,3683.927446601972,3714.5662195527234,26862611,72.07050292718714,56.02875252845441,3634.030092483953,1.4374071067862846,2.2161656623410586,-1,0.0,0.0,0.0,0.0,0.03707099325485243,0.9479029477760182,-0.052097052223981755
2021-07-07,3725.0525059144566,3753.0375804487976,3725.0525059144566,3735.301434528903,32840605,38.4713608960742,54.77465312614154,3636.241382372524,1.8085016792028168,2.724243022935553,-1,0.0,3581.785860092894,0.0,0.0,0.0,0.9479029477760182,-0.052097052223981755
2021-07-08,3683.6006977481275,3695.5266159327175,3683.6006977481275,3695.5266159327175,18061792,51.700736780775514,54.5550876729011,3641.7022581138635,0.9866056515493402,1.4779999572708358,0,0.0,3581.785860092894,0.0,0.0,0.0,0.9479029477760182,-0.052097052223981755
2021-07-09,3726.972218370499,3728.9579962250814,3716.038367606,3716.038367606,34653591,33.43138029236388,53.04625143143416,3647.1707022340806,1.298256964696846,1.8882490290277454,-1,0.0,3581.785860092894,0.0,0.0,0.0,0.9479029477760182,-0.052097052223981755
2021-07-12,3805.4508074360037,3813.4509548782994,3774.2375231875862,3807.0446165924564,13235863,97.41258727229933,56.215275420067385,3658.3040001367563,2.645911015186516,4.065835328341762,-1,0.0,3581.785860092894,0.0,0.0,0.0,0.9479029477760182,-0.052097052223981755
2021-07-13,3798.425938079454,3827.84179274597,3796.7240761095077,3803.5155952711816,20783675,31.11771663646232,54.42259264980988,3671.2560020270457,2.430233232275051,3.602570705260274,-1,0.0,3581.785860092894,0.0,0.0,0.0,0.9479029477760182,-0.052097052223981755
2021-07-14,3904.0144969976295,3904.0144969976295,3843.6656440594065,3895.9117432306953,38817246,100.49890172644791,57.713757583855454,3686.9622961839364,3.6204443410769938,5.66725206989572,-1,0.0,3581.785860092894,0.0,0.0,0.0,0.9479029477760182,-0.052097052223981755
2021-07-15,3732.6155670336243,3742.197570057891,3732.6155670336243,3737.1421097053094,47937462,163.29617619707096,65.25535891337084,3691.6117759650724,0.6977255891072542,1.2333456631780926,0,0.0,3581.785860092894,0.0,0.0,0.0,0.9479029477760182,-0.052097052223981755
2021-07-16,3798.5915397307303,3809.973606051339,3763.041120760098,3784.76948803336,47723927,72.83149634602978,65.79651158713219,3695.828627066882,1.3517564810209861,2.406520159379371,-1,0.0,3581.785860092894,0.0,0.0,0.0,0.9479029477760182,-0.052097052223981755
2021-07-19,3793.3406046876325,3805.9153157216438,3788.204361202873,3788.204361202873,42353996,21.14582768828359,62.60717702292872,3702.719916105968,1.3654096728494531,2.308693258841089,-1,0.0,3581.785860092894,0.0,0.0,0.0,0.9479029477760182,-0.052097052223981755
2021-07-20,3764.6982432335926,3785.637608398749,3742.4751830929013,3768.37551003664,23748887,45.7291781099716,61.40160567200321,3709.5376597023655,0.9582461189789778,1.586123547779146,0,0.0,3581.785860092894,0.0,0.0,0.0,0.9479029477760182,-0.052097052223981755
2021-07-21,3788.1673325797856,3792.0588758312456,3728.720292741168,3771.893060820451,46167193,63.338583090077464,61.53996120186565,3715.5329854056135,0.9158289071707896,1.5168772726878308,0,0.0,3581.785860092894,0.0,0.0,0.0,0.9479029477760182,-0.052097052223981755
2021-07-22,3646.1295837869898,3650.5519713995413,3630.998451596989,3650.5519713995413,13275072,140.89460922346188,67.20815034626538,3712.5353648378964,-0.9222600699321185,-1.6695704511103422,0,0.0,3581.785860092894,0.0,0.0,0.0,0.9479029477760182,-0.052097052223981755
2021-07-23,3640.5820352541336,3659.8476257534558,3588.3748299858503,3635.186724764459,20074698,71.47279576760548,67.51276787636111,3710.2130080386914,-1.1112902882552682,-2.022155685177037,1,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-07-26,3656.5189279410424,3676.4853138624603,3654.3314993328504,3654.3314993328504,31595058,41.29858909800123,65.6403265350497,3709.416138406146,-0.839188986116364,-1.4849948622093414,0,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-07-27,3750.3657579688124,3750.3657579688124,3690.781691139671,3740.627100478938,18676514,96.03425863596203,67.81132168511486,3716.2695989215877,0.3591952044594465,0.6554288086208374,0,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-07-28,3718.6350447378113,3718.6350447378113,3696.464116185533,3707.05782015165,15932572,44.16298429340486,66.12215472856414,3725.055036877293,-0.2721813407249447,-0.48313961934720473,0,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-07-29,3656.215211369029,3666.230608306632,3607.0310499055067,3655.981198234529,38482724,100.02677024614331,68.5439129798198,3728.8761642370723,-1.0634783284695821,-1.9548776304685231,1,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-07-30,3617.7563777257515,3631.64906246614,3606.5437805357874,3623.2159690441545,12145977,49.43741769874168,67.17916331688564,3727.0226815770548,-1.5452218724910531,-2.785244990485957,1,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-08-02,3678.7698291084407,3692.550168029166,3675.3886762972993,3675.3886762972993,12226217,69.33419898501143,67.33309443603748,3728.031504110837,-0.7818269493546788,-1.4120810877131624,0,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-08-03,3687.2673278420093,3729.773739647672,3687.2673278420093,3692.271946737226,44187163,54.38506335037255,66.4082350727757,3726.9167904700616,-0.5216949930211086,-0.9295845783684972,0,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-08-04,3672.2835985990714,3688.3112228904297,3630.791402571501,3657.5554476083985,30038018,61.48054416572495,66.05625715084349,3723.0294911240367,-0.9911860940913473,-1.7586227471937272,0,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-08-05,3686.33920577469,3686.33920577469,3673.7018747306693,3685.332849493179,18905865,28.78375816629159,63.39393579480407,3722.5198028020595,-0.5866011132239657,-0.9989726120701592,0,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-08-06,3685.3578319096073,3710.5877733224474,3677.3205604199647,3688.0524820177093,48145210,33.2672129024827,61.242027016781115,3721.120508522645,-0.5399564337717764,-0.8886577693250935,0,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-08-09,3744.3637219526163,3779.081017994703,3740.5975010099,3742.981212122413,36466281,91.02853597699368,63.36963479965344,3717.917338299143,0.39551867235010774,0.6741374684445306,0,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-08-10,3687.6223547494533,3715.8286213997562,3661.221455753824,3697.58458154457,48703819,81.75975636858902,64.68321491172027,3712.6207876128124,-0.2324591640777869,-0.4050024747588214,0,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-08-11,3667.428923985827,3705.6375755720483,3667.428923985827,3674.5694505130286,32174126,38.208651586221094,62.792174674184615,3701.553672976929,-0.4297386195639187,-0.7289971954451986,0,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-08-12,3656.3644411217956,3695.249846345299,3587.3415514333565,3647.607164380116,19869865,107.90829491194245,66.01475469116731,3697.0769257106695,-0.7493743112730584,-1.338077684738575,0,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-08-13,3551.609479664328,3585.1535244240604,3534.4126023249714,3556.28168184676,37217757,113.19456205514462,69.3847409314514,3685.6525354013393,-1.864543296088561,-3.510120726572827,1,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-08-16,3562.9812710559386,3585.6192725463193,3551.028996977279,3570.457172710551,21287967,34.59027556904039,66.89942197699348,3674.7651759767227,-1.5591764500154146,-2.838494387289596,1,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-08-17,3586.2983803172056,3611.9205767288263,3582.4533134542744,3582.4533134542744,37952543,41.46340401827547,65.08256355137077,3665.469066147605,-1.2755452176957514,-2.2648057095890337,1,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-08-18,3587.5065424625036,3592.3490659107824,3568.687150134102,3579.019226529474,13561497,23.661915776680416,62.123945853178604,3655.8253744330555,-1.2363372424073347,-2.100924963230567,1,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-08-19,3566.2517305082474,3572.2401592691745,3525.4207910525265,3561.131156438979,34096114,53.59843547694754,61.51498082630496,3651.3543336850285,-1.4666862613646208,-2.4709510225756235,1,1.0,3635.186724764459,3466.4048050735564,3871.481412331723,0.0,0.9479029477760182,-0.052097052223981755
2021-08-20,3479.2431363888504,3479.2431363888504,3444.8078683071926,3472.3259319710437,12870524,116.32328813178628,65.42985991955362,3643.2112940453567,-2.6117335767555896,-4.69051472127396,1,0.0,0.0,0.0,0.0,-0.04643005503433633,0.9038917617435681,-0.09610823825643189
2021-08-23,3437.9244459385986,3480.3805741533374,3436.226946261777,3443.135942679993,42145513,44.15362789156052,63.91012906041125,3632.6515162127143,-2.9653448728538945,-5.217003962172074,1,1.0,3443.135942679993,3283.360620028965,3666.8213943914325,0.0,0.9038917617435681,-0.09610823825643189
2021-08-24,3408.834319584428,3418.5553966400093,3406.948250008944,3418.5553966400093,42848720,36.18769267104926,61.929955032599686,3616.547931020768,-3.1970398537595592,-5.474627687980768,1,1.0,3443.135942679993,3283.360620028965,3666.8213943914325,0.0,0.9038917617435681,-0.09610823825643189
2021-08-25,3376.4445899886828,3402.2279387358676,3346.489957904692,3366.3366011424737,47421725,72.06543873531746,62.65391815422238,3599.5118700703088,-3.7216390578139906,-6.4779691620597575,1,1.0,3443.135942679993,3283.360620028965,3666.8213943914325,0.0,0.9038917617435681,-0.09610823825643189
2021-08-26,3350.3511927180907,3370.9513241721556,3334.3972143505084,3352.514770569858,49661943,36.55410982164722,60.78964613046701,3584.3385486870757,-3.8135405101664297,-6.467686435538678,1,1.0,3443.135942679993,3283.360620028965,3666.8213943914325,0.0,0.9038917617435681,-0.09610823825643189
2021-08-27,3370.860700153616,3372.5525952348485,3370.860700153616,3372.5525952348485,26810950,20.037824664990694,57.87880174007585,3571.80537999661,-3.442586556241662,-5.57848940699985,1,1.0,3443.135942679993,3283.360620028965,3666.8213943914325,0.0,0.9038917617435681,-0.09610823825643189
