日期,开盘,收盘,最高,最低,成交量,成交额,ma,price_above_ma,price_below_ma,breakout_signal,signal,returns,strategy_returns,cum_returns,benchmark_returns
2023-05-04 09:03:17.912750,4013.137921342105,4006.621888959284,3986.4568112639454,4052.175901673556,4459099,1302966.259479604,3974.1158121806,True,False,0,0,0.0036483997891241238,0.0036483997891241238,1.0120011934364572,1.0061544465135481
2023-05-05 09:03:17.912750,4020.8348482854526,4021.5969268366175,4020.1632533732404,4012.2544224523426,2884790,1881318.3244424916,3974.824122791887,True,False,0,0,0.0037375720226056064,0.0037375720226056064,1.0157836207838888,1.0099150212232575
2023-05-08 09:03:17.912750,4024.737583554138,4016.6150031237066,4002.2297365468703,3978.884860483105,2227010,723840.6162969283,3974.9999827022075,True,False,0,0,-0.0012387924010150986,-0.0012387924010150986,1.0145252757533862,1.0086639461692952
2023-05-09 09:03:17.912750,4012.6696868708946,4004.935372995626,4023.5534867791325,4015.7244881004035,3887923,1364909.2086774458,3974.265483956474,True,False,0,0,-0.002907829134481954,-0.002907829134481954,1.0115752095988821,1.0057309237597225
2023-05-10 09:03:17.912750,3989.2268251743944,3996.031537734562,4007.0648787098435,3984.363150875068,4335924,1362458.1416789046,3973.1540282881933,True,False,0,0,-0.002223215715564497,-0.002223215715564497,1.0093262596954264,1.0034949669643907
2023-05-11 09:03:17.912750,4006.2058432636127,4001.1626718293655,4008.8598431023843,4000.1998850557,4292569,1930101.2555666757,3972.9524922726464,True,False,0,0,0.001284057457092258,0.001284057457092258,1.0106222926058275,1.0047835121598758
2023-05-12 09:03:17.912750,4007.5391314548383,4005.7716932603144,4001.7357187277485,4043.4186851539616,3013807,1187925.6158372727,3973.839467786279,True,False,0,0,0.0011519205313492709,0.0011519205313492709,1.0117864491741193,1.005940942917094
2023-05-15 09:03:17.912750,3996.5375788479137,4005.0558561552143,4007.4130692846684,3996.82414378849,2886935,1437175.8454450797,3975.2361367552294,True,False,0,0,-0.00017870142382414578,-0.00017870142382414578,1.0116056414950458,1.0057611798383117
2023-05-16 09:03:17.912750,4038.9684858208057,4037.548766831081,4025.506435157562,4041.8762132890765,1327322,1910249.110111888,3979.4295028162974,True,False,0,0,0.008112973162641257,0.008112973162641257,1.0198127709156717,1.0139208932983663
2023-05-17 09:03:17.912750,4039.7240010993505,4037.350211177674,4029.3550438712914,4006.0183565536017,1731897,419913.08714897744,3985.0632245805855,True,False,0,0,-4.9177276826628535e-05,-4.9177276826628535e-05,1.019762619300725,1.0138710314299162
2023-05-18 09:03:17.912750,4044.7462640697718,4038.187544400141,4033.37565615058,4039.140095219896,1353306,1148904.7382572843,3991.0011507594877,True,False,0,0,0.00020739672772229767,0.00020739672772229767,1.0199741147310215,1.0140813049641673
2023-05-19 09:03:17.912750,4071.273768252899,4067.136142638213,4116.066392335764,4079.403272237994,3215118,1973322.3970654353,3998.697675925601,True,False,0,0,0.007168710695028446,0.007168710695028446,1.0272860140759459,1.0213509604606923
2023-05-22 09:03:17.912750,4078.073634166485,4071.912502800356,4069.082425144107,4059.4441464111073,3469978,432135.78627219057,4005.87870068774,True,False,0,0,0.001174379217865118,0.001174379217865118,1.0284924374216802,1.0225504138028039
2023-05-23 09:03:17.912750,4049.1138552472016,4068.3024224092933,4094.5490909193795,4078.5196385972945,2814238,786664.043267235,4011.1174466209573,True,False,0,0,-0.0008865810325197065,-0.0008865810325197065,1.027580595534572,1.0216438400011312
2023-05-24 09:03:17.912750,4096.592643673642,4086.205908457267,4114.392851602134,4077.2764885102342,2772559,601024.4994925273,4018.0046751707487,True,False,0,0,0.004400726442890912,0.004400726442890912,1.0321026966335427,1.0261398150630407
2023-05-25 09:03:17.912750,4073.791463668673,4070.564741245239,4086.836420116905,4077.8370329159584,1377478,1025442.8296943804,4023.0480782449536,True,False,0,0,-0.0038277971209564887,-0.0038277971209564887,1.0281520169028373,1.0222119600332435
2023-05-26 09:03:17.912750,4050.7030211077117,4055.258305547458,4064.405504937157,4056.832474928075,1982723,685864.6206397499,4026.862604782082,True,False,0,0,-0.0037602732472690192,-0.0037602732472690192,1.024285884379552,1.0183681637468922
2023-05-29 09:03:17.912750,4014.5344612100125,4021.3127041494463,4008.8557135264246,4038.5976383613397,3221037,1386138.0443636354,4029.5105282490995,False,True,0,-1,-0.008370761820911676,-0.0,1.024285884379552,1.0098436464021678
2023-05-30 09:03:17.912750,4027.3805202625254,4030.577335050125,4015.4854310254923,4059.593985463577,4218331,1303043.3313596875,4031.710240183265,False,True,0,0,0.002303882235051846,0.0,1.024285884379552,1.0121702072392937
2023-05-31 09:03:17.912750,4048.4733903660645,4038.6170417038256,4041.5670972104895,4015.038532088153,1145321,1821155.391147531,4034.038228865241,True,False,1,1,0.0019946786738929134,0.0019946786738929134,1.0263290055890935,1.0141891615660237
2023-06-01 09:03:17.912750,4055.5662831225018,4051.1113162604015,4059.3475918254517,4052.2071011218377,4168795,975702.0582986852,4036.2627002302966,True,False,0,0,0.0030937012416767384,0.0030937012416767384,1.0295041609080533,1.0173267598344555
2023-06-02 09:03:17.912750,4062.091412774527,4059.720386662556,4036.4582287801477,4083.9355120205037,3788064,1085322.8063660972,4038.168873221593,True,False,0,0,0.0021251132664756867,0.0021251132664756867,1.031691973858291,1.0194886944281205
2023-06-05 09:03:17.912750,4063.3399387342333,4054.2091861061685,4023.5811124462894,4055.038139743637,2629603,1329254.3766904667,4040.048582370716,True,False,0,0,-0.0013575320542994485,-0.0013575320542994485,1.030291418933615,1.0181047058464385
2023-06-06 09:03:17.912750,4031.547800830315,4029.272247840612,4034.31727163005,4033.338949574619,2490387,577071.9684085078,4041.265426112966,False,True,0,-1,-0.006150876069990541,-0.0,1.030291418933615,1.011842469974503
2023-06-07 09:03:17.912750,4022.8271202567516,4011.9438447378893,3996.3236102603582,3966.7547908632723,2142649,782592.6344344877,4042.0610414631324,False,True,0,0,-0.004300628509778526,-0.0,1.030291418933615,1.007490911400726
2023-06-08 09:03:17.912750,4000.6286584087684,4005.1405402532614,3981.235151284969,4040.3538823404647,2510816,1762042.756523883,4042.2599348843264,False,True,0,0,-0.0016957626397366976,-0.0,1.030291418933615,1.0057824459532985
2023-06-09 09:03:17.912750,4017.6061450253287,4007.9420485212954,3997.825377037284,3994.2446733721886,3901096,606961.9422396553,4042.3684526473758,False,True,0,0,0.0006994781431206576,0.0,1.030291418933615,1.0064859687909773
2023-06-12 09:03:17.912750,4016.816865625255,4005.484251010172,4002.730870546901,4021.3107266940383,3904952,1691597.3105318912,4042.3898723901234,False,True,0,0,-0.000613231798605951,-0.0,1.030291418933615,1.005868759590064
2023-06-13 09:03:17.912750,4000.8789171289745,4004.834699764259,4008.705356532618,3994.5039563735822,1474015,1762748.0172747371,4040.7541690367825,False,True,0,0,-0.0001621654724393018,-0.0,1.030291418933615,1.005705642407453
2023-06-14 09:03:17.912750,4011.307290109777,4001.913157173257,3985.945813861985,4027.447422507973,4783908,1469381.6535366734,4038.982316336562,False,True,0,0,-0.000729503914649432,-0.0,1.030291418933615,1.0049719762043319
2023-06-15 09:03:17.912750,3974.921410909598,3988.8188169081295,3987.360941133431,3986.9145631887636,3252228,1123181.973393915,4036.5138799619613,False,True,0,0,-0.003272020094103323,-0.0,1.030291418933615,1.0016836877041806
2023-06-16 09:03:17.912750,3983.9236641873476,3984.7978869624435,3981.108739225729,3984.7764832158255,3045126,1353693.621770503,4032.396967178173,False,True,0,0,-0.0010080502851224082,-0.0,1.030291418933615,1.000673940177188
2023-06-19 09:03:17.912750,3997.3870437151977,3988.019688733341,4014.958278603726,3997.94590862383,4944220,1600228.3934794827,4028.202326474822,False,True,0,0,0.0008085232582155655,0.0,1.030291418933615,1.0014830083317114
2023-06-20 09:03:17.912750,3960.8455170279126,3964.6614639755408,3966.4935551220647,3929.9357876108575,4322711,1579910.0605374714,4023.020278553134,False,True,0,0,-0.005857098655703719,-0.0,1.030291418933615,0.9956172235499017
2023-06-21 09:03:17.912750,3960.213255944895,3955.18428444057,3982.830418466971,3985.8120717193183,2630958,523175.165371804,4016.4691973522995,False,True,0,0,-0.002390413310463968,-0.0,1.030291418933615,0.9932372868866008
2023-06-22 09:03:17.912750,3955.0547756203027,3953.1714214183353,3985.3514766304165,3965.61866839194,4220463,1051668.518314194,4010.599531360954,False,True,0,0,-0.0005089176325242528,-0.0,1.030291418933615,0.9927318109180236
2023-06-23 09:03:17.912750,3953.8118498756844,3956.698183539272,3916.7939836334763,3943.1360645576256,1506554,1027587.3588600723,4005.6715252605454,False,True,0,0,0.0008921348823449637,0.0,1.030291418933615,0.9936174615953571
2023-06-26 09:03:17.912750,3971.049031362767,3967.463312261773,3983.363240210917,3948.012506336772,3002520,1516714.4082105912,4002.979055666161,False,True,0,0,0.002720735376604111,0.0,1.030291418933615,0.9963208317739312
2023-06-27 09:03:17.912750,3994.9808371685963,3988.2349477948565,4003.92056736248,4011.4656808503405,1465368,454177.00526692,4000.8619363033977,False,True,0,0,0.005235495302221782,0.0,1.030291418933615,1.0015370648081894
2023-06-28 09:03:17.912750,4004.488874320648,4006.048485628864,4027.9194993466126,3996.368803972838,3535856,1323539.9313438865,3999.23350849965,True,False,1,1,0.004466521673668344,0.004466521673668344,1.0348932378864766,1.0060104518151374
2023-06-29 09:03:17.912750,4030.0997910345773,4039.7347423927868,4021.1879836299695,4038.394441712853,4380299,1645951.9472813625,3998.6646798062693,True,False,0,0,0.008408848990412165,0.008408848990412165,1.0435954988450626,1.014469841787227
2023-06-30 09:03:17.912750,4042.7119867380684,4048.687479186953,4067.854678813081,4076.3787664615393,4237195,706440.4980996585,3998.1130344324893,True,False,0,0,0.0022161694678159982,0.0022161694678159982,1.0459082833263533,1.0167180788766161
2023-07-03 09:03:17.912750,4045.440315166043,4046.428213772587,4026.11618859405,4059.986125842082,1580372,1836541.0433859653,3997.72398581581,True,False,0,0,-0.0005580241562186394,-0.0005580241562186394,1.045324641239068,1.0161507256285387
2023-07-04 09:03:17.912750,4029.3979242476785,4046.0879343017227,4017.7129128953466,4047.777889712225,4381876,1567469.031665051,3998.5647701388652,True,False,0,0,-8.409378664020473e-05,-8.409378664020473e-05,1.0452367359317178,1.0160652736662235
2023-07-05 09:03:17.912750,4024.476291922246,4032.7822239080156,4038.620637079919,4005.8330463251746,2711087,1413098.1830475957,3999.6066890973716,True,False,0,0,-0.003288537127654756,-0.003288537127654756,1.0417994361184177,1.0127239052896513
2023-07-06 09:03:17.912750,4032.845309723696,4027.676218716993,3977.7504313185877,4027.1339476597022,2636601,1171122.1781372556,4000.7334730205584,True,False,0,0,-0.0012661247018874722,-0.0012661247018874722,1.0404803881179359,1.0114416705369722
2023-07-07 09:03:17.912750,4006.725438578262,4018.558905703415,4025.1445545629717,3995.4700882044335,2729619,1087207.4488377795,4001.2643158796645,True,False,0,0,-0.0022636658257704223,-0.0022636658257704223,1.038125088220969,1.0091521045926175
2023-07-10 09:03:17.912750,4025.261236439217,4025.818716112556,4027.2899237606644,4010.29488927351,1535107,1581782.821420298,4002.281039134784,True,False,0,0,0.0018065706088910005,0.0018065706088910005,1.0400005344937013,1.010975209124675
2023-07-11 09:03:17.912750,4041.4189482066704,4043.987387540092,4064.3437622959023,4053.944510961636,2818275,1547463.7213425778,4004.238673523575,True,False,0,0,0.004513037647428053,0.004513037647428053,1.0446940960592168,1.015537778304071
2023-07-12 09:03:17.912750,4056.6770915767906,4051.2954842641752,4071.375317830375,4002.0989477244393,4205095,802609.0355898989,4006.707789878121,True,False,0,0,0.0018071512158024383,0.0018071512158024383,1.0465820162650519,1.0173730086348267
2023-07-13 09:03:17.912750,4044.8758256208844,4044.2882244151238,4043.2512238143013,4047.2241802846556,1728831,1221944.479555365,4009.4812602534707,True,False,0,0,-0.0017296343543117265,-0.0017296343543117265,1.044771812055115,1.0156133253279425
2023-07-14 09:03:17.912750,4028.829858063581,4030.6031268708884,4005.7783030878145,4056.598098305308,2078602,981752.5443863259,4011.771522248893,True,False,0,0,-0.0033838086666571066,-0.0033838086666571066,1.041236504142804,1.0121766841557254
2023-07-17 09:03:17.912750,4039.4185953214337,4048.41878380596,4101.489622076222,4055.213333665448,2445559,1287418.225027971,4014.7914770025245,True,False,0,0,0.004420097036172965,0.004420097036172965,1.0458388705287207,1.0166506033174454
2023-07-18 09:03:17.912750,4054.9046903469307,4050.743183085217,4076.1169368728224,4060.8502103802657,3882711,1396483.990584989,4019.095562958008,True,False,0,0,0.0005741499097264846,0.0005741499097264846,1.0464393388218232,1.0172343131695636
2023-07-19 09:03:17.912750,4051.619242928605,4058.2593760404966,4034.827814744339,4049.867247712757,1827992,1497377.99110735,4024.249317538004,True,False,0,0,0.001855509622694651,0.001855509622694651,1.0483810170845733,1.019121801226185
2023-07-20 09:03:17.912750,4063.15091057455,4068.793341656075,4093.0348753936514,4075.1824352617846,4608343,1588005.2845216077,4030.030413549891,True,False,0,0,0.0025956856473416945,0.0025956856473416945,1.0511022846435651,1.0217671210585206
2023-07-21 09:03:17.912750,4059.6441672860938,4070.223850557378,4075.563677682526,4067.3321532282357,4008897,1396637.075005776,4035.706696900796,True,False,0,0,0.00035158062383189304,0.00035158062383189304,1.0514718318405112,1.0221263545803534
2023-07-24 09:03:17.912750,4101.805323358331,4087.432195053131,4120.808897329472,4069.8903482449787,4544796,2034446.618794624,4041.705141040364,True,False,0,0,0.004227861937715405,0.004227861937715405,1.0559173095769296,1.0264477636904195
2023-07-25 09:03:17.912750,4103.865782055821,4097.03829042419,4068.546838423651,4112.025820468105,2221267,870042.5446123616,4047.145308171831,True,False,0,0,0.00235015406070449,0.00235015406070449,1.0583988779298,1.0288600740703575
2023-07-26 09:03:17.912750,4120.407577055309,4113.704547188188,4100.159801588261,4087.7775424097736,4422422,603105.2872178036,4052.528111249797,True,False,0,0,0.004067879180663647,0.004067879180663647,1.0627043166901684,1.0330453525454844
2023-07-27 09:03:17.912750,4124.593849480176,4121.141611929612,4127.617984600999,4111.223324371335,1507579,1854782.4238014233,4056.598454726638,True,False,0,0,0.0018078752754635552,0.0018078752754635552,1.0646255535494409,1.0349129696967838
2023-07-28 09:03:17.912750,4126.057590587248,4130.8674955450215,4132.385297042277,4124.898717472543,3365362,1360243.4435260308,4060.707455544542,True,False,0,0,0.0023599974306283134,0.0023599974306283134,1.0671380671203987,1.0373553616461921
2023-07-31 09:03:17.912750,4129.194560625222,4137.675240739785,4138.117156296596,4154.881613114095,2314376,583552.889902495,4065.269806892902,True,False,0,0,0.001648018292067066,0.001648018292067066,1.0688967301751742,1.0390649422575589
2023-08-01 09:03:17.912750,4147.099697418377,4144.563012278417,4139.832678782638,4128.37640731701,3451701,502022.21409495885,4070.1935607917367,True,False,0,0,0.001664647691731469,0.001664647691731469,1.0706760666497597,1.040794619315247
2023-08-02 09:03:17.912750,4105.270861302036,4104.3669345154585,4097.190412631445,4078.830420903925,1893472,521634.2546249059,4073.7727963221087,True,False,0,0,-0.009698508055946076,-0.009698508055946076,1.0602921061920483,1.0307004643152329
2023-08-03 09:03:17.912750,4135.589148976964,4134.104094394829,4139.312257229525,4134.038374131882,4864129,569056.9481309915,4079.0941901060005,True,False,0,0,0.007245248866347032,0.007245248866347032,1.067974186372433,1.0381681456858562
2023-08-04 09:03:17.912750,4150.925196716002,4162.052717441569,4160.248781391411,4150.769146354016,3136350,1893430.5727928123,4086.2688806929086,True,False,0,0,0.006760502979263006,0.006760502979263006,1.0751942290411798,1.0451866845277413
2023-08-07 09:03:17.912750,4161.102050385622,4151.695444158759,4165.9987901176655,4143.629057314766,4563713,812298.3114487042,4092.5627170952184,True,False,0,0,-0.0024885012242654714,-0.0024885012242654714,1.0725186068858876,1.042585736183708
2023-08-08 09:03:17.912750,4129.643388967173,4122.751013218623,4100.5564785230135,4150.601906514119,1003365,1802926.4297171559,4096.500898379145,True,False,0,0,-0.006971713443205352,-0.006971713443205352,1.0650413144961735,1.035317127191062
2023-08-09 09:03:17.912750,4126.838204236594,4132.801600539536,4153.657440190197,4116.971016791976,4697117,538917.7419905155,4100.576204192913,True,False,0,0,0.0024378351466505244,0.0024378351466505244,1.0676377096452871,1.0378410596716576
2023-08-10 09:03:17.912750,4136.662609184714,4140.114849077527,4176.281217520796,4147.521597695774,2159758,1056981.2572451304,4105.367535426033,True,False,0,0,0.0017695619690614173,0.0017695619690614173,1.0695269607330113,1.039677583740783
2023-08-11 09:03:17.912750,4133.1408483161795,4138.984373222351,4136.090905679616,4128.296122316961,3566385,1443836.6863798879,4110.786597743607,True,False,0,0,-0.0002730542258816415,-0.0002730542258816415,1.0692349218766888,1.039393695382988
2023-08-14 09:03:17.912750,4158.7490895184255,4157.93390977277,4164.368329701698,4176.407195792026,2438251,1520982.6190296535,4116.262354041946,True,False,0,0,0.00457830589383601,0.00457830589383601,1.0741302064214122,1.044152357664576
2023-08-15 09:03:17.912750,4153.077286539753,4144.896316907284,4155.1732733150575,4153.481060361421,3803335,1401095.571597484,4120.97001073305,True,False,0,0,-0.0031355940590691578,-0.0031355940590691578,1.0707621701274905,1.04087831973512
2023-08-16 09:03:17.912750,4154.282779656216,4154.094361346603,4175.766471015307,4154.688152601835,3495061,490685.7800566221,4125.761759998355,True,False,0,0,0.0022191253377799036,0.0022191253377799036,1.0731383255899567,1.04318815918799
2023-08-17 09:03:17.912750,4173.713534150138,4165.120132480832,4195.709896866012,4170.689011542299,4127541,793485.3741025523,4130.5780995395935,True,False,0,0,0.0026541937123099046,0.0026541937123099046,1.0759866425861764,1.0459569826408628
2023-08-18 09:03:17.912750,4185.280498600839,4182.506582866428,4200.447764073457,4168.384435630336,3194543,1900712.9302908597,4136.192236155046,True,False,0,0,0.0041742974590366355,0.0041742974590366355,1.0804781308942812,1.0503231182157622
2023-08-21 09:03:17.912750,4167.244114974762,4165.348249771108,4161.670268356509,4142.961667512612,1182054,1346943.6651105836,4140.0880388909445,True,False,0,0,-0.004102404325102227,-0.004102404325102227,1.0760455727369223,1.046014268112839
2023-08-22 09:03:17.912750,4191.629059668226,4189.804924204001,4170.737075881626,4156.140046530127,3142475,1869771.6741097465,4144.726370579935,True,False,0,0,0.005871459711498606,0.005871459711498606,1.0823635309649835,1.0521558987457162
2023-08-23 09:03:17.912750,4207.21721083937,4209.052690915979,4229.501731729291,4219.2520050469175,2836012,1552013.6795426381,4149.4937777663245,True,False,0,0,0.004593952954894398,0.004593952954894398,1.08733585810633,1.0569894534457687
2023-08-24 09:03:17.912750,4224.930647443899,4224.508293998822,4244.24489453903,4237.147920313543,4393967,1599376.0277631667,4154.662111869786,True,False,0,0,0.0036719908772346876,0.0036719908772346876,1.0913285454577866,1.0608707090761549
2023-08-25 09:03:17.912750,4233.78005642066,4234.8906724483095,4248.386508836512,4246.362451913845,1287770,752259.7227315485,4159.86327071495,True,False,0,0,0.0024576537023814904,0.0024576537023814904,1.0940106530980456,1.063477961902064
2023-08-28 09:03:17.912750,4229.657783172988,4232.437275019449,4194.657517179681,4200.8674901000095,1449144,827216.3216032712,4164.601372428932,True,False,0,0,-0.0005793295786411523,-0.0005793295786411523,1.0933768603673573,1.062861857662501
2023-08-29 09:03:17.912750,4224.852723034191,4237.09955421573,4224.966953138562,4238.674101228517,4622556,830398.6345139506,4169.228199525798,True,False,0,0,0.001101558958427784,0.001101558958427784,1.0945812794428327,1.0640326626633805
2023-08-30 09:03:17.912750,4245.186843588482,4242.54141605749,4271.602049461707,4206.793452020408,3594827,1407860.640907757,4176.1369236029,True,False,0,0,0.0012843365543171448,0.0012843365543171448,1.0959870901916924,1.0653992387070264
2023-08-31 09:03:17.912750,4274.765577759747,4256.227038773801,4210.962352511493,4266.43175064205,2375809,1664810.0119125522,4182.243070821849,True,False,0,0,0.003225807687937232,0.003225807687937232,1.0995225337731127,1.06883601176197
2023-09-01 09:03:17.912750,4246.8737356643305,4262.564752904047,4234.137895300353,4275.301364823854,1991671,550053.7171525216,4187.2686725949725,True,False,0,0,0.0014890451267073335,0.0014890451267073335,1.1011597724437325,1.0704275568165333
2023-09-04 09:03:17.912750,4276.237846413331,4271.785276442927,4236.311826078358,4248.986471300596,2327018,1271700.6516909236,4193.27316420918,True,False,0,0,0.0021631398168433513,0.0021631398168433513,1.1035417349922116,1.0727430412857295
2023-09-05 09:03:17.912750,4263.865305712476,4271.291904967548,4295.929914327271,4272.943426578817,4157062,1193928.5984441491,4200.700208796627,True,False,0,0,-0.00011549538271493631,-0.00011549538271493631,1.1034142810171867,1.0726191444176214
2023-09-06 09:03:17.912750,4293.920361888694,4292.128782905253,4273.4119874947055,4314.063294864014,2610975,2121088.064852022,4208.666567914914,True,False,0,0,0.0048783549336608445,0.0048783549336608445,1.1087971275188588,1.07785176131273
2023-09-07 09:03:17.912750,4283.176032566843,4272.662912470352,4304.068316410983,4276.563868827374,1008621,621612.6364836616,4215.293971084554,True,False,0,0,-0.004535248455831309,-0.004535248455831309,1.1037684570584487,1.0729634357766216
2023-09-08 09:03:17.912750,4208.647410726057,4227.999992824782,4246.148553315778,4254.465819436939,2518671,980493.0699360331,4219.744752064676,True,False,0,0,-0.010453181203510242,-0.010453181203510242,1.0922305653700979,1.0617475545577075
2023-09-11 09:03:17.912750,4223.889060117434,4228.424642760399,4218.364284600694,4224.381487966329,4161634,462862.81214990997,4223.2692887140565,True,False,0,0,0.00010043754407251804,0.00010043754407251804,1.0923402663256445,1.0618541938745123
2023-09-12 09:03:17.912750,4225.70197795658,4237.326356272058,4286.409279951199,4238.856742328336,1117586,1513940.7743881035,4227.890790682296,True,False,0,0,0.0021052080298744613,0.0021052080298744613,1.0946398698256685,1.0640896178500128
2023-09-13 09:03:17.912750,4221.773870690966,4228.631707260101,4201.2084727735755,4185.171511687896,2082804,662840.1344288745,4231.61765797797,False,True,0,-1,-0.0020519186583507487,-0.0,1.0946398698256685,1.061906192508989
2023-09-14 09:03:17.912750,4224.904829062316,4218.464644838115,4190.33003984963,4219.295821605498,4236974,1577909.9508582654,4234.284883595835,False,True,0,0,-0.002404338595988431,-0.0,1.0946398698256685,1.0593530104650204
2023-09-15 09:03:17.912750,4261.244839246524,4255.57166104562,4262.704790341051,4276.739346745538,3373375,434114.2696005925,4237.938137504794,True,False,1,1,0.008796332156750575,0.008796332156750575,1.1042686857126773,1.0686714314163244
2023-09-18 09:03:17.912750,4211.321933934312,4226.264458485363,4226.295132676101,4251.618625246618,3529410,2059978.0785218654,4240.983947940507,False,True,0,-1,-0.006886783937520624,-0.0,1.1042686857126773,1.0613117221679593
2023-09-19 09:03:17.912750,4224.437779531778,4232.212612158409,4245.090094206995,4226.071024862913,4851970,1960994.444179815,4243.104332338227,False,True,0,0,0.0014074258086482772,0.0,1.1042686857126773,1.0628054396767594
2023-09-20 09:03:17.912750,4255.7823142052275,4262.835319107238,4229.54943970332,4257.5986712795275,2337894,714405.5871444587,4245.79346374779,True,False,1,1,0.007235625842817006,0.007235625842817006,1.1122587607524335,1.070495502181971
