日期,开盘,收盘,最高,最低,成交量,成交额,ma,atr,channel_upper,channel_lower,price_above_upper,price_below_lower,channel_width,channel_position,signal,returns,strategy_returns,cum_returns,benchmark_returns
2023-05-25 08:49:56.720308,3990.74085147135,3991.731336450346,3983.9979002233003,3990.141944968428,2957731,996019.1981098923,4013.0993173708603,28.551560350147675,4070.2024380711555,3955.996196670565,False,False,114.20624140059044,0.31290005994012465,0,0.002455474715695516,0.0,1.0,0.9951321976846942
2023-05-26 08:49:56.720308,3982.206653170158,3995.604043342037,3998.1186587914403,3977.2032280221997,3700567,1841245.8644843865,4011.0364489988833,27.382115928450634,4065.800680855785,3956.272217141982,False,False,109.52846371380292,0.35910141406556245,0,0.0009701822505756574,0.0,1.0,0.9960976572798642
2023-05-29 08:49:56.720308,3971.1117722876606,3974.880835081404,3952.392217929338,3972.8137845817714,4471627,538771.6453983573,4008.640670589859,27.11413851158818,4062.8689476130353,3954.4123935666826,False,False,108.45655404635272,0.18872480040231895,0,-0.005186501974630109,-0.0,1.0,0.9909313948134578
2023-05-30 08:49:56.720308,3951.430905429541,3958.3836153394736,3938.2504452403136,3944.1985822617376,1713419,1170313.5327630227,4004.234759691527,29.068542161910013,4062.371844015347,3946.097675367707,False,False,116.27416864764018,0.10566353743623272,0,-0.00415036838245042,-0.0,1.0,0.9868186644832465
2023-05-31 08:49:56.720308,3952.3898476147565,3959.773149464,3968.3194270161844,3973.407410763889,4113322,932875.0367359249,3999.2897964100002,27.112312500996072,4053.5144214119923,3945.065171408008,False,False,108.44925000398416,0.1356208369855182,0,0.00035103574073569455,0.0,1.0,0.9871650731041052
2023-06-01 08:49:56.720308,3976.114748062451,3974.0316987405145,3986.2127564449884,3975.5634199191372,1374329,427188.53745611163,3995.7686255188128,27.768098541665786,4051.304822602144,3940.2324284354813,False,False,111.07239416666289,0.30429946665521324,0,0.003600850033150138,0.0,1.0,0.9907197064903167
2023-06-02 08:49:56.720308,3946.056120372323,3955.804613322733,3916.171766569383,3961.9270474399164,2081250,1135496.308713992,3990.507984452627,29.138728660689726,4048.785441774007,3932.2305271312475,False,False,116.55491464275929,0.20225733306690757,0,-0.00458654756668353,-0.0,1.0,0.9861757234312482
2023-06-05 08:49:56.720308,3965.1239298910245,3956.239472526325,3979.2867461669375,3971.4288959263145,4370623,724407.6242408799,3986.3956543380436,26.53334419887954,4039.462342735803,3933.3289659402844,False,False,106.13337679551842,0.21586523747549105,0,0.00010992939391574197,0.0,1.0,0.9862841331308194
2023-06-06 08:49:56.720308,3987.9955536963716,3981.558227853503,3983.597434858464,4003.714043336867,2201464,1132042.209524827,3983.0485991004994,28.65667404371597,4040.3619471879315,3925.735251013067,False,False,114.62669617486426,0.48699804411423697,0,0.0063997024201900565,0.0,1.0,0.9925960580846118
2023-06-07 08:49:56.720308,3943.1633421527254,3952.0846982828784,3985.3579485579967,3946.068788626807,4601774,1277346.576788022,3979.6093839044797,30.777584726749314,4041.1645533579785,3918.054214450981,False,False,123.11033890699764,0.27642263138927337,0,-0.007402511249098076,-0.0,1.0,0.9852483545988301
2023-06-08 08:49:56.720308,3943.0884540841416,3936.9535414362385,3939.1130716891207,3935.5287893997543,1883754,738952.4003901869,3974.2905017502344,28.85181445169165,4031.9941306536175,3916.5868728468513,False,False,115.40725780676621,0.17647649702836252,0,-0.003828651965180341,-0.0,1.0,0.9814761815498045
2023-06-09 08:49:56.720308,3925.322545544582,3931.812737664247,3933.4789569299287,3906.8515675365666,4979354,1216285.431788925,3969.2858943413767,28.39170545393134,4026.0693052492393,3912.502483433514,False,False,113.56682181572523,0.17003429278020926,0,-0.0013057821785004142,-0.0,1.0,0.9801945874433141
2023-06-12 08:49:56.720308,3935.990974762356,3941.035522114314,3957.643227865778,3954.888658061597,4288436,1432687.7961826343,3965.7500132405357,27.966445066247257,4021.68290337303,3909.8171231080414,False,False,111.86578026498864,0.2790701404157932,0,0.00234568253002454,0.0,1.0,0.9824938127631045
2023-06-13 08:49:56.720308,3963.061375971487,3965.044378561314,3998.954828371611,3958.2336104136534,1296664,1344289.2173899729,3964.9763611588633,32.06590847833292,4029.108178115529,3900.8445442021975,False,False,128.26363391333143,0.5005302937424688,0,0.006092017266091432,0.0,1.0,0.9884791820342854
2023-06-14 08:49:56.720308,3980.9714502309257,3971.0625455700115,3960.788057638733,3952.2516970475417,4153937,1463762.6430536888,3964.8474099009277,32.3948003529212,4029.63701060677,3900.057809195085,False,False,129.57920141168506,0.5479639911449812,0,0.0015178057126516986,0.0,1.0,0.9899795013836143
2023-06-15 08:49:56.720308,3991.73431059467,3981.032683151582,3989.5203967728394,3969.3128503365388,3492551,1603010.9803664507,3965.5297499952458,32.344237186282626,4030.218224367811,3900.8412756226803,False,False,129.3769487451309,0.6198276300894744,0,0.0025106976954298865,0.0,1.0,0.9924650406362611
2023-06-16 08:49:56.720308,3979.085383017511,3987.1216171968213,4005.4532751087186,4005.926907934189,3602201,1357065.8840088297,3967.0046961774524,31.035837141276033,4029.0763704600045,3904.9330218949003,False,False,124.14334856510413,0.6620459029975256,0,0.0015294860730503679,0.0,1.0,0.9939830020939036
2023-06-19 08:49:56.720308,4020.8616154553074,4015.5312199204673,3984.213352666696,3988.8193930140387,1348859,855649.8715498748,3969.423433437333,28.627113904778525,4026.6776612468902,3912.169205627776,False,False,114.5084556191141,0.9026583559602006,0,0.007125341399447871,0.0,1.0,1.0010654703290707
2023-06-20 08:49:56.720308,3996.2388647079824,3993.7491357928993,4006.2704197475723,3992.928628897887,4994594,1675928.500470947,3970.2694410755003,29.1684564475046,4028.6063539705096,3911.932528180491,False,False,116.67382579001878,0.7012421771413937,0,-0.005424458915799235,-0.0,1.0,0.9956352318132454
2023-06-21 08:49:56.720308,3994.030067401286,4004.1109466849516,3999.77228255792,4020.3013888701958,3351022,789317.1773538804,3971.3773009248025,29.1765025972409,4029.7303061192843,3913.024295730321,False,False,116.70601038896348,0.7804795198726511,0,0.00259450720106269,0.0,1.0,0.9982184145918166
2023-06-22 08:49:56.720308,4009.078032979468,4013.2545251969855,4012.2027960259375,4038.105293802303,2980313,433446.7390884702,3972.453460362135,27.471817950542345,4027.3970962632197,3917.5098244610504,False,False,109.88727180216938,0.8712992793952041,0,0.0022835477422531447,0.0,1.0,1.0004978939987332
2023-06-23 08:49:56.720308,4008.6055415479636,4018.414183108521,4034.12672685983,4010.306377695328,3828281,753915.1788053234,3973.5939673504595,27.49597625913501,4028.5859198687294,3918.6020148321895,False,False,109.98390503653991,0.9075161337758528,0,0.0012856542935766324,0.0,1.0,1.001784188411867
2023-06-26 08:49:56.720308,4021.1550628447767,4022.662694262159,4017.278905414056,4029.100308186624,1813365,536646.5348581987,3975.983060309497,24.86823013538937,4025.719520580276,3926.246600038718,False,False,99.47292054155787,0.9692697640576502,0,0.0010572606406520357,0.0,1.0,1.0028433354047024
2023-06-27 08:49:56.720308,4055.758713707608,4050.0025263522216,4056.710244651429,4053.417464586649,3430697,471469.29909796745,3980.564005860135,24.49382945382367,4029.5516647677823,3931.5763469524873,True,False,97.97531781529506,1.208734832817727,1,0.006796451546648319,0.006796451546648319,1.0067964515466483,1.0096591115426596
2023-06-28 08:49:56.720308,4057.2103741460783,4056.876874814546,4033.3543423941405,4069.329167932889,2321488,1398154.7437577106,3985.4191921276624,24.691738932219614,4034.8026699921015,3936.0357142632233,True,False,98.7669557288782,1.223497875980301,0,0.0016973689318944274,0.0016973689318944274,1.0085053565642452,1.0113728755503963
2023-06-29 08:49:56.720308,4057.78884153959,4052.281083268227,4036.929930847491,4060.3277522221215,3227860,1690512.3870529642,3989.331661354047,23.966379651318416,4037.264420656684,3941.39890205141,True,False,95.86551860527379,1.156643001884488,0,-0.0011328397898516807,-0.0011328397898516807,1.0073628815680506,1.0102271521145962
2023-06-30 08:49:56.720308,4067.5875987379472,4074.218104896927,4060.2108939905584,4097.276420398137,1787475,1436473.5596611914,3995.252335932757,25.33529728905975,4045.9229305108765,3944.5817413546374,True,False,101.34118915623912,1.279207049193268,0,0.0054134995026078325,0.0054134995026078325,1.012816240026365,1.0156960163000894
2023-07-03 08:49:56.720308,4066.443198877853,4062.863335101575,4075.5398181686824,4028.7943782882103,3075916,1316250.7101088595,4000.58352906152,24.537163976429415,4049.657857014379,3951.5092011086613,True,False,98.14865590571753,1.1345456844552368,0,-0.0027869813306519164,-0.0027869813306519164,1.0099935400740303,1.0128652904650435
2023-07-04 08:49:56.720308,4075.637813237609,4078.7293492658996,4089.6046950474934,4091.193967702971,3902725,920297.9786275873,4005.442085132139,25.647017625545395,4056.7361203832297,3954.148049881048,True,False,102.58807050218184,1.2143838827946583,0,0.003905131149071206,0.003905131149071206,1.013937697307734,1.0168206622606515
2023-07-05 08:49:56.720308,4080.999119278447,4095.6682096444642,4086.10062684199,4097.699704416636,2279503,2028145.4086048293,4012.621260700219,25.558646819433697,4063.7385543390865,3961.5039670613514,True,False,102.23458727773505,1.3123175449286673,0,0.004152974842916102,0.004152974842916102,1.0181485550569374,1.0210434928907772
2023-07-06 08:49:56.720308,4106.45479060841,4111.526226384104,4115.758748255861,4087.885702562612,3662148,654147.9341439374,4021.3498949476116,25.77141974162243,4072.8927344308563,3969.807055464367,True,False,103.08567896648947,1.3747706989038369,0,0.0038718997555264867,0.0038718997555264867,1.022090724198352,1.024996870941283
2023-07-07 08:49:56.720308,4110.0365502564055,4114.245181250459,4100.71659949496,4101.888857794369,2844593,701887.7593742195,4030.4715171269227,26.335802767266646,4083.143122661456,3977.7999115923894,True,False,105.34321106906646,1.2952450212345556,0,0.000661300625764305,0.000661300625764305,1.022766633433852,1.025674702013443
2023-07-10 08:49:56.720308,4118.029796882476,4113.707246584542,4117.885679098244,4145.857729713594,2342793,1782636.3664592933,4039.1051033504336,26.979371155877743,4093.063845662189,3985.146361038678,True,False,107.91748462351097,1.1912887517196233,0,-0.00013074929719014694,-0.00013074929719014694,1.022632907415341,1.025540595767009
2023-07-11 08:49:56.720308,4117.126355241202,4132.039043191934,4116.522160986947,4132.266460872862,4922383,1750667.6734703148,4047.4548365819655,26.408439813807977,4100.271716209581,3994.6379569543496,True,False,105.63375925523178,1.3007308194494582,0,0.0044562715595797275,0.0044562715595797275,1.0271900373565463,1.0301106831571198
2023-07-12 08:49:56.720308,4160.424231287605,4150.3946217118,4196.126921805323,4134.089090876777,4924790,853163.419228321,4056.4214403890537,28.557977777810656,4113.537395944675,3999.3054848334323,True,False,114.23191111124288,1.3226526231468898,0,0.004442256795736066,0.004442256795736066,1.0317530792805059,1.0346866993397348
2023-07-13 08:49:56.720308,4164.063790114344,4168.684807210094,4141.6752746351385,4186.254866068473,1878391,1776216.5672909974,4065.8040465919794,29.417970291537195,4124.639987175054,4006.968106008905,True,False,117.67188116614852,1.3743019963524714,0,0.0044068545681446025,0.0044068545681446025,1.0362998650511304,1.0392464131473185
2023-07-14 08:49:56.720308,4147.67677209173,4149.88106542969,4150.977970945877,4149.16271352792,4317791,1896405.179494142,4073.942019003624,30.049110906113714,4134.040240815852,4013.8437971913963,True,False,120.19644362445524,1.1317911257285802,0,-0.004510713246508979,-0.004510713246508979,1.0316254135224887,1.034558670585148
2023-07-17 08:49:56.720308,4116.852196689659,4120.6184877357,4101.170014020232,4141.6581403710625,2458971,1515720.0632917243,4079.196382394385,31.096503836127177,4141.38939006664,4017.003374722131,False,False,124.3860153445089,0.8330125595436818,0,-0.00705142562705241,-0.00705142562705241,1.0243509836440576,1.0272635570626945
2023-07-18 08:49:56.720308,4161.643611008862,4153.500502256083,4160.015369304349,4170.567649427867,3214884,520663.3015104619,4087.183950717544,33.283826701234275,4153.751604120012,4020.6162973150754,False,False,133.13530680493704,0.9981139348385049,0,0.007979873559818884,0.007979873559818884,1.0325251749744133,1.0354609903606646
2023-07-19 08:49:56.720308,4136.522751822899,4150.187327398405,4184.404804841981,4144.879972971323,3502541,907952.2523267932,4094.4877697532165,34.68224726577734,4163.852264284771,4025.123275221662,False,False,138.7289890631091,0.9014990523707337,0,-0.0007976825465358939,-0.0007976825465358939,1.0317015476634772,1.0346350212010351
2023-07-20 08:49:56.720308,4169.529496561497,4156.577343306637,4128.114185264844,4152.27452616105,3436920,800592.5428860107,4101.6539106587,33.04494762318096,4167.743805905062,4035.564015412338,False,False,132.1797904927239,0.9155206514036683,0,0.0015396933690310366,0.0015396933690310366,1.0332900516952337,1.0362280418825456
2023-07-21 08:49:56.720308,4173.131344652277,4171.212272933177,4152.384334470504,4134.106001621086,1042702,923212.3267621635,4109.293815149932,31.31108346640089,4171.9159820827335,4046.67164821713,False,False,125.2443338656035,0.9943813094945128,0,0.003520908771277087,0.003520908771277087,1.0369281717015209,1.0398765062842532
2023-07-24 08:49:56.720308,4185.023015834695,4177.34508371325,4161.918210646619,4212.367702851427,2453094,1621065.545999864,4117.027934622487,32.22714041760475,4181.482215457697,4052.5736537872776,False,False,128.9085616704192,0.9679064626054498,0,0.0014702706021145762,0.0014702706021145762,1.038452736708878,1.0414054061412725
2023-07-25 08:49:56.720308,4162.507193899502,4180.322621500354,4188.506980614954,4167.387201531363,1751599,670625.3303283593,4123.543939379893,32.38067069852293,4188.305280776939,4058.7825979828476,False,False,129.52268279409145,0.9383686385706257,0,0.0007127823360137953,0.0007127823360137953,1.0391929274763894,1.0421477015193994
2023-07-26 08:49:56.720308,4178.585548379668,4185.16002864367,4160.791256475626,4195.978401360711,4604761,1442101.5168698926,4129.958097071349,31.78483636505715,4193.527769801463,4066.3884243412344,False,False,127.13934546022892,0.9341844876776461,0,0.0011571851221328089,0.0011571851221328089,1.0403954660710906,1.0433536593346626
2023-07-27 08:49:56.720308,4177.797364186065,4191.626840874853,4193.935589446101,4195.215102680923,1702926,2026838.5241200943,4136.925384951681,31.730939732779266,4200.38726441724,4073.4635054861224,False,False,126.92375893111739,0.9309788520592016,0,0.0015451768120988696,0.0015451768120988696,1.0420030610206765,1.044965825215885
2023-07-28 08:49:56.720308,4213.579414447015,4208.702274358908,4257.0502010085975,4257.70393624617,4448815,1083815.7505479022,4143.64959342478,34.192693083363665,4212.034979591507,4075.2642072580525,False,False,136.77077233345472,0.9756329135549946,0,0.004073700768766564,0.004073700768766564,1.0462478696914135,1.0492227033014019
2023-07-31 08:49:56.720308,4239.90149066523,4230.240152300029,4242.245381761502,4273.893825118553,1324402,1544055.8456221656,4152.018434284702,37.5235742598869,4227.065582804476,4076.971285764929,True,False,150.09429703954766,1.0211505004398407,1,0.005117462946319318,0.005117462946319318,1.0516020043972247,1.0545920616079838
2023-08-01 08:49:56.720308,4249.210360603046,4258.976724369781,4240.805123986559,4258.942200144718,4169412,1240869.4786543606,4161.030803039897,34.9960149192655,4231.022832878429,4091.0387732013664,True,False,139.9840596770623,1.1996933904891773,0,0.006793130185322349,0.006793130185322349,1.058745673716241,1.0617560427748942
2023-08-02 08:49:56.720308,4269.063602739579,4265.239086443484,4274.210998255796,4304.4962612809995,3017442,636261.4959093943,4169.509346879847,35.68596438744732,4240.881275654741,4098.137418104952,True,False,142.74385754978903,1.1706399925492166,0,0.0014703912416027531,0.0014703912416027531,1.0603024440819582,1.0633172395609092
2023-08-03 08:49:56.720308,4253.3290267379725,4261.640490596756,4239.249333523472,4278.356297517633,1139890,840064.8014436099,4177.01506009048,36.14794004729284,4249.310940185065,4104.719179995895,True,False,144.5917601891706,1.0852714594217512,0,-0.000843703195482215,-0.000843703195482215,1.0594078635217086,1.0624201154080803
2023-08-04 08:49:56.720308,4273.463521222175,4282.985577004601,4281.204413846108,4263.009114648121,2515571,1486295.3604859828,4185.452079878187,34.06600232157098,4253.584084521329,4117.320075235045,True,False,136.2640092862839,1.215768585096456,0,0.00500865487244706,0.00500865487244706,1.0647140718792454,1.0677414110957049
2023-08-07 08:49:56.720308,4286.824137337775,4275.32757349736,4239.3902007230945,4209.3053291681545,3644903,1400989.360616225,4193.533096223828,35.76107990330521,4265.055256030438,4122.010936417218,True,False,143.04431961322007,1.0718121313359257,0,-0.0017880059060567666,-0.0017880059060567666,1.0628103568304637,1.0658322831465243
2023-08-08 08:49:56.720308,4281.161182314204,4269.009720096114,4270.057521781794,4251.619885417024,4469509,1792430.8187806432,4200.381630069037,34.631283918282215,4269.644197905602,4131.119062232472,False,False,138.52513567312963,0.9954197640276258,0,-0.0014777472117951662,-0.0014777472117951662,1.0612397917889904,1.0642572524618632
2023-08-09 08:49:56.720308,4262.437971274474,4259.377308517355,4238.761577145418,4218.99076469031,1098374,1689156.5929970383,4205.830764409316,36.62741343772814,4279.085591284772,4132.575937533859,False,False,146.50965375091255,0.8654813368071732,0,-0.002256357378015439,-0.002256357378015439,1.0588452555549437,1.0618559077581644
2023-08-10 08:49:56.720308,4246.773533999525,4248.971514646841,4222.1413315829905,4287.849779120118,3042745,1348463.3725228051,4209.845099781152,37.682030241214825,4285.209160263582,4134.481039298723,False,False,150.72812096485904,0.7595827149919175,0,-0.0024430317196145745,-0.0024430317196145745,1.0562584630094596,1.059261760093851
2023-08-11 08:49:56.720308,4252.965339366693,4242.123550635566,4280.386252430423,4248.230148477308,4642525,814806.7294130365,4214.457224041445,37.03922124370521,4288.5356665288555,4140.378781554035,False,False,148.15688497482006,0.6867366919790642,0,-0.0016116756696693546,-0.0016116756696693546,1.054556116943745,1.0575545736872967
2023-08-14 08:49:56.720308,4245.387321994153,4245.995648806332,4273.630419662964,4221.13335797882,4772186,843039.888473108,4220.726082094977,39.28045571517331,4299.286993525324,4142.16517066463,False,False,157.121822860694,0.6608278611543296,0,0.000912773549508028,0.000912773549508028,1.055518687873763,1.0585198815293198
2023-08-15 08:49:56.720308,4265.814599421707,4260.622692855072,4267.099686579253,4267.464637923748,4341594,591390.1940722476,4226.082191624927,39.418857436079634,4304.919906497086,4147.244476752768,False,False,157.67542974431854,0.7190607711433232,0,0.0034449032120069667,0.0034449032120069667,1.0591548475919528,1.0621663800691734
