date,open,high,low,close,volume,k_5,d_5,j_5,k_9,d_9,j_9,k_14,d_14,j_14,ma20,ma50,signal,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-05-06,4087.807415362688,4114.056807324119,4087.807415362688,4097.721399431728,4349027,31.7463110404232,37.79993843452806,19.639056252213493,19.18561082684145,22.281875924522687,12.993080631478975,11.783773012126618,17.03951607351326,1.2722868893533388,4227.299676873132,,0,0,-0.0,0.0,0.0,-0.00402894855473146,1.0,0.9898192017414165
2021-05-07,4112.205170365523,4125.992009266989,4067.5847624087883,4107.277023388755,3942905,32.462735300801114,36.02087072328574,25.346464455831864,23.60558456495683,22.723112138000733,25.37052941886902,12.169394334594898,15.41614216054047,5.675898682703753,4220.966333636397,,0,0,0.0,0.0,0.0,0.0023319359774804926,1.0,0.9921273967491583
2021-05-10,4078.7223419089623,4113.034716921804,4046.9700394153188,4066.2734390063706,1920267,26.314085884128335,32.78527577689994,13.371706098585136,20.238264011137467,21.89482942904631,16.92513317531978,10.606150473396237,13.812811598159058,4.192828223870595,4209.113449866584,,0,0,-0.0,0.0,0.0,-0.009983155299457702,1.0,0.9822228348705647
2021-05-11,4096.213068635257,4120.4044695979,4058.209416757293,4086.2527307460023,4428261,32.22252767436459,32.59769307605482,31.47219687098415,23.000296007507963,22.263318288533526,24.474251445456844,13.935206086179733,13.853609760832615,14.098398736873968,4196.415433197636,,0,0,0.0,0.0,0.0,0.004913415696046641,1.0,0.9870489039644332
2021-05-12,4065.3553990379155,4083.1695192353804,4062.6005599861105,4067.0915824453023,3128650,29.969427224652087,31.721604458920574,26.465072756115106,20.203819321331757,21.5768186327996,17.45782069839607,12.8062688504009,13.504496124022044,11.409814303158612,4183.390925119805,,0,0,-0.0,0.0,0.0,-0.004689173568860894,1.0,0.9824204603327901
2021-05-13,4072.3044092868486,4091.489258704365,4060.199119390667,4060.199119390667,4995915,25.559956546030982,29.66772182129071,17.344425995511536,16.67122566655603,19.941620977385078,10.130435044897936,11.622297477569365,12.877096575204483,9.112699282299133,4168.631273211569,,0,0,-0.0,0.0,0.0,-0.0016946908902629731,1.0,0.9807555613282561
2021-05-14,4042.0164088187967,4042.0164088187967,4016.6311755927045,4040.814933456434,1887977,24.808108968796528,28.047850870459314,18.328625165470953,15.910940230964446,18.598060728578197,10.536699235736947,12.400120290833751,12.718104480414238,11.764151911672773,4153.525965116249,,0,0,-0.0,0.0,0.0,-0.004774195886516508,1.0,0.9760732421616846
2021-05-17,4116.719631648451,4140.051667709574,4057.9041332885704,4119.496880861657,1560113,44.32064800117533,33.472116580697985,66.01771084213001,38.38920217595394,25.195107877703443,64.77739077245494,28.0537145125234,17.82997449111729,48.501194555335616,4142.985185222676,,0,0,0.0,0.0,0.0,0.019471801777845688,1.0,0.995079146853716
2021-05-18,4118.3938767632,4173.1258523794195,4102.58332925512,4123.452550317899,2327654,52.300029079854504,39.748087413750156,77.40391241206319,48.34573186304024,32.91198253948237,79.21323051015598,39.89023724133166,25.183395407855414,69.30392090828416,4131.8596235367095,,0,0,0.0,0.0,0.0,0.0009602312055678741,1.0,0.9960346529025348
2021-05-19,4083.0709497823286,4093.344903825192,4083.0709497823286,4085.5424552734894,3627014,49.544774172212925,43.01364966657108,62.60702318349662,46.90857602767008,37.577513702211604,65.57070067858703,40.26187687983781,30.20955589851621,60.36651884248099,4122.368998161302,,0,0,-0.0,0.0,0.0,-0.00919377501785179,1.0,0.9868773343937648
2021-05-20,4119.542765363669,4122.743472253111,4119.542765363669,4122.743472253111,4800714,55.631746381463955,47.2196819048687,72.45587533465446,53.874280951768725,43.00976945206398,75.60330395117822,47.88836823648074,36.10249334450438,71.46011802043344,4117.89479342143,,0,0,0.0,0.0,0.0,0.009105526961689758,1.0,0.9958633725699677
2021-05-21,4079.49792196352,4079.49792196352,4074.6045952928057,4078.107970453992,2742115,42.93274665527761,45.79070348833834,37.21683298915616,49.01073171286621,45.010090205664724,57.01201472726919,44.11935215619033,38.774779615066365,54.808497238438264,4112.022707405217,,0,0,-0.0,0.0,0.0,-0.010826650287490525,1.0,0.9850815081010318
2021-05-24,4091.871653562621,4091.871653562621,4072.5596610906064,4090.557979203749,4016243,34.58749341424256,42.05630013030641,19.649879982114854,48.42021480610732,46.14679840581225,52.96704760669746,45.15929510165673,40.902951443929815,53.671982417110556,4108.511017297506,,0,0,0.0,0.0,0.0,0.0030528884570877324,1.0,0.988088852066404
2021-05-25,4016.18657642317,4016.18657642317,3978.429649571925,4016.1621098017185,3139934,31.77370111549292,38.62876712536858,18.0635690957416,38.740200751110855,43.67793252091178,28.86473721150901,36.566254281477136,39.45738572311225,30.783991398206894,4100.3663152814715,,0,0,-0.0,0.0,0.0,-0.018187217924854338,1.0,0.9701182647847532
2021-05-26,3970.385974704644,3971.471257073444,3965.239274735026,3966.9193777197797,4118880,21.538035285392368,32.931856512043176,-1.2496071679092466,26.096194674523765,37.81735323878244,2.6538775460064272,24.646897028101286,34.52055615810859,4.899578768086684,4091.2939711616127,,0,0,-0.0,0.0,0.0,-0.012261141541512588,1.0,0.9582235074282207
2021-05-27,3988.044810649505,3988.044810649505,3950.038712245922,3978.570669955192,1447628,21.064221698996448,28.975978241027597,5.2407086149341495,21.660663838750928,32.4317901054386,0.11841130537557376,20.69446540780261,29.91185924133993,2.259677740727973,4085.350541182774,,0,0,0.0,0.0,0.0,0.0029371134439615254,1.0,0.9610379185742081
2021-05-28,4019.395521727124,4024.1253398839326,4011.7767233708364,4011.7767233708364,2109137,28.55237539774658,28.83477729326726,27.98757160670523,23.665240111067085,29.509606773981425,11.976506785238413,23.021107823768205,27.614942102149353,13.833439267005907,4077.8612783513163,,0,0,0.0,0.0,0.0,0.008346226866448703,1.0,0.969058959069888
2021-05-31,4010.2427864086394,4052.4000686640725,4010.2427864086394,4022.1878635833573,3567592,42.529835281910664,33.39979662281506,60.78991260010187,29.70216215791552,29.573791901959456,29.958902669827644,26.127819137547483,27.11923444728206,24.144988518078335,4071.0728295265594,,0,0,0.0,0.0,0.0,0.002595144478472644,1.0,0.9715738070768327
2021-06-01,4000.467225264212,4021.0058891117474,3997.2689202240513,4021.0058891117474,4019065,51.46323930233392,39.42094418265468,75.54782954169238,33.498646785444535,30.882076863121146,38.731786630091314,28.022351227120286,27.4202733738948,29.226506933571258,4063.822593147409,,0,0,-0.0,0.0,0.0,-0.00029386356671989855,1.0,0.9712882969325535
2021-06-02,4019.7893620549444,4054.807761656165,3987.9896780768413,4012.2918337549845,1464535,54.11528681166058,44.31905839232331,73.70774365033512,36.96305247642327,32.909068734221854,45.071019960826106,27.98333202868392,27.607959592157837,28.73407690173608,4058.7223001763386,,0,0,-0.0,0.0,0.0,-0.0021671331992720866,1.0,0.9691833858182065
2021-06-03,3945.550085221569,3978.339328886784,3942.6581256685004,3956.3658295727323,2540808,40.151088338502305,42.92973504104964,34.59379493340764,27.70424703652066,31.174128168321452,20.764484772919076,20.6381466521149,25.284688612143526,11.345062732057656,4051.654521683389,,0,0,-0.0,0.0,0.0,-0.013938668097806972,1.0,0.9556742602773778
2021-06-04,3928.903469891231,3962.71680176428,3914.171400434964,3930.6704273278433,3648191,30.677956736299635,38.8458089394663,14.3422523299663,22.380062534978535,28.242772957207144,10.654641690521316,15.88256481340575,22.150647345897596,3.3463997484220585,4042.8241918803433,,0,0,-0.0,0.0,0.0,-0.006494698253842746,1.0,0.9494674443279119
2021-06-07,3906.0629893788664,3915.2255020987977,3906.0629893788664,3915.2255020987977,2348894,22.505267458225937,33.39896177905285,0.7178788165721102,16.97333799067854,24.48629463503094,1.9474247019737376,11.99790400230313,18.76639956469944,-1.5390871224894909,4035.2717950349643,,0,0,-0.0,0.0,0.0,-0.003929336105531811,1.0,0.9457366676178872
2021-06-08,3946.0990809400478,3989.17441275647,3946.0990809400478,3960.372107064985,2957686,27.174049770374232,31.323991109493306,18.874167092136076,23.486096792009302,24.152895354023727,22.15249966798045,16.353318786871945,17.96203930542361,13.135877749768618,4028.977763850914,,0,0,0.0,0.0,0.0,0.01153103568159386,1.0,0.9566419908775807
2021-06-09,3981.1651796676615,3981.1651796676615,3950.3799830660937,3976.858538319975,1056572,46.509863239550555,36.38594848617905,66.75769274629356,31.52250421257937,26.60943164020894,41.34864935732023,23.60265166576435,19.842243425537188,31.123468146218677,4024.466111644647,,0,0,0.0,0.0,0.0,0.0041628490478407,1.0,0.9606243470784299
2021-06-10,3914.892582953184,3938.0841435935013,3908.9575723283097,3908.9575723283097,2896424,32.16750012160619,34.97979903132143,26.542902302175705,21.663671644524566,24.960844974980812,15.06932498361207,16.254377747789274,18.646288199621214,11.47055684412539,4016.90403429153,4124.036987861278,0,0,-0.0,0.0,0.0,-0.017074020948291135,1.0,0.9442226268529743
2021-06-11,3919.8945953236093,3939.564639584294,3913.613806977091,3924.4195326784175,4550985,28.807222406053743,32.922273489565534,20.577120239030165,18.55610343832973,22.82593112943045,10.016448056128283,14.949907507172869,17.41416130213843,10.021399917241745,4011.0842642526286,4119.728007192438,0,0,0.0,0.0,0.0,0.00395552012627709,1.0,0.9479575184571775
2021-06-14,3891.122726197997,3933.9459771571437,3891.122726197997,3911.3918898133147,3513595,26.09545405732291,30.646667012151326,16.99302814766608,16.49841159352473,20.71675795079521,8.061718878983768,14.09428097275349,16.307534525676783,9.667773866906906,4000.6790147002116,4115.142128623331,0,0,-0.0,0.0,0.0,-0.0033196356191335097,1.0,0.9448106449134817
2021-06-15,3882.3208244284115,3886.566855563639,3863.0875900743977,3886.566855563639,4967361,24.025171943015707,28.43950198910612,15.19651185083488,17.20610979201271,19.54654189786771,12.525245580302716,13.47839826103661,15.364489104130056,9.706216574849716,3988.8347299624984,4109.415046868645,0,0,-0.0,0.0,0.0,-0.006346854252658574,1.0,0.9388140694538555
2021-06-16,3916.227551116563,3916.227551116563,3908.5263330462662,3913.1611666787826,3133221,37.841880862373685,31.573628280195308,50.37838602673044,24.7085960039686,21.26722659990134,31.59133481210312,17.691616608019725,16.14019827209328,20.794453279872613,3980.2156655327635,4102.875336541068,0,0,0.0,0.0,0.0,0.006842622834873913,1.0,0.9452380200432013
2021-06-17,3944.700762948721,3980.086690782003,3944.700762948721,3956.403103589987,1737550,51.81374130664825,38.320332622346285,78.80055867525218,41.14204203810214,27.892165079301606,67.6417959557032,28.0186669315991,20.099687825261885,43.85662514427353,3971.898647099607,4097.262213331889,0,0,0.0,0.0,0.0,0.0110503848600505,1.0,0.9556832639490308
2021-06-18,3996.9955504352474,3996.9955504352474,3945.7929641592377,3995.53031020094,1812802,67.51108939216192,48.0505848789515,106.43209841858277,60.39662321313118,38.7269844572448,103.73590072490393,41.70619967977788,27.301858443433883,70.51488215246587,3967.769764086954,4092.4939417734395,0,0,0.0,0.0,0.0,0.009889590516054758,1.0,0.9651345800925334
2021-06-21,3963.5897058684177,3984.782286272891,3963.5897058684177,3963.711073505819,2798954,70.05531468975809,55.38549481588703,99.39495443750022,65.31233723707092,47.58876871718684,100.75947427683909,45.298985574384616,33.30090082041745,69.29515508231893,3961.427418802058,4085.701540955503,0,0,-0.0,0.0,0.0,-0.007963707999882774,1.0,0.957448530116087
2021-06-22,3957.544827241108,3957.544827241108,3952.9649892081698,3952.9649892081698,2960350,63.44709057100456,58.0726934009262,74.19588491116127,65.91448726835412,53.69734156757593,90.3487786699105,52.57225282656324,39.724684822466045,78.26738883475764,3958.26756277238,4077.9565794571668,0,0,-0.0,0.0,0.0,-0.0027111169553901693,1.0,0.9548527751721759
2021-06-23,3968.6593562891044,3996.440115419591,3947.9275244260652,3967.7104357377716,1782533,56.964705563346136,57.70336412173284,55.48738844657272,69.98646330720143,59.127048814117764,91.70529229336877,61.09164034600752,46.8470033303132,89.58091437739617,3958.3071156732794,4070.759153291884,0,0,0.0,0.0,0.0,0.003730224418849515,1.0,0.9584145903105294
2021-06-24,4000.298955083971,4008.0992689050545,3973.9849383940527,4008.0992689050545,1929090,71.30980370889742,62.23884398412103,89.45172315845019,79.99097553813428,66.0816910554566,107.80954450348963,74.061093564005,55.9183667415438,110.34654720892742,3959.783545620773,4063.8132955188776,0,0,0.0,0.0,0.0,0.010179380229841106,1.0,0.9681706568431278
2021-06-25,3999.720185205124,4013.1605048225088,3985.134773261218,3990.171135071143,3802743,69.12588814802842,64.53452537209016,78.30861369990495,81.55438367278066,71.23925526123128,102.18464049587942,77.60112902336114,63.145954168816246,106.51147873245094,3958.7032662057886,4056.758296313043,0,0,-0.0,0.0,0.0,-0.004472976498610781,1.0,0.9638400522484238
2021-06-28,3982.5920591072463,4008.2688575270417,3973.6305666902867,3983.855176827614,1387902,64.44255945589447,64.50387006669159,64.31993823430022,78.36711704275439,73.61520918840564,87.87093275145187,78.55828831659505,68.28339888474251,99.10806718030014,3956.786631868001,4049.829150274933,0,0,-0.0,0.0,0.0,-0.0015828790369455392,1.0,0.9623144100347513
2021-06-29,3940.3683786977704,3940.5835703373473,3935.769535702272,3940.5835703373473,2971402,45.035175895967754,58.01430534311697,19.0769170016693,54.318214287207695,67.18287755467298,28.588887752277117,69.58515396658117,68.71731724535539,71.32082740903274,3952.7655159292817,4041.721546000936,0,0,-0.0,0.0,0.0,-0.010861741847936424,1.0,0.9518619993364046
2021-06-30,3886.3208625437123,3916.600009677499,3885.6372375830215,3893.588385115007,2900302,32.10180270358625,49.376804463273395,-2.4482008157880415,38.29049496441288,57.552083357919614,-0.2326818226005969,53.164763946373704,63.533132812361494,32.428026214398116,3946.8303434972827,4034.0862144476037,0,0,-0.0,0.0,0.0,-0.01192594558229787,1.0,0.9405101449304614
2021-07-01,3923.3323762111186,3943.70773244246,3923.3323762111186,3926.8137498892397,2652332,32.16433891390822,43.63931594681833,9.214384848088002,36.2901337544593,50.46476682343284,7.940867616512207,49.59766433896192,58.88797665456163,31.017039707762493,3945.352739513108,4028.3779381043773,0,0,0.0,0.0,0.0,0.008533353166259694,1.0,0.9485358501536031
2021-07-02,3974.6130039159893,3982.876523599778,3974.6130039159893,3981.658969240617,1684659,47.54321151599133,44.940614469875996,52.74840560822199,49.29256290199972,50.07403218295513,47.729624340088904,59.40150285302444,59.059152054049235,60.08620445097483,3947.9021666087465,4024.1001236736247,0,0,0.0,0.0,0.0,0.013966850185579638,1.0,0.9617839082683499
2021-07-05,3977.8691827915354,3979.2455724779907,3977.8691827915354,3979.2455724779907,4236443,63.7841286076075,51.221785849119826,88.90881412458285,57.33001071887895,52.49269169492973,67.0046487667774,64.0693040195621,60.72920270922019,70.74950664024593,3951.103170127706,4020.469199496025,0,0,-0.0,0.0,0.0,-0.0006061284457735683,1.0,0.9612009436828612
2021-07-06,4033.4866556349575,4033.4866556349575,3986.5696482814346,4019.725459321827,4216521,72.75356054882408,58.39904408235457,101.46259348176311,68.45081528967171,57.81206622651039,89.72831341599435,72.94367749012714,64.80069430285585,89.22964386466975,3954.0708377405485,4017.2825856800127,0,0,0.0,0.0,0.0,0.010172754133047635,1.0,0.9709790045554003
2021-07-07,4023.3316769089583,4053.5576231676764,4023.3316769089583,4034.401276353103,1439717,76.93231918155823,64.57680244875579,101.64335264716311,75.16454566494619,63.59622603932232,98.30118491619393,78.15978713191647,69.25372524587605,95.97191090399733,3956.947974642205,4015.003286004736,0,0,0.0,0.0,0.0,0.0036509500909427395,1.0,0.9745240004403853
2021-07-08,3995.742479522814,4008.678978836274,3995.742479522814,4008.678978836274,1712494,65.67212530899556,64.94191006883571,67.13255578931526,74.53431572210249,67.24225593358237,89.11843529914273,76.53114336674935,71.67953128616715,86.23436752791375,3961.934044967603,4013.228080190822,0,0,-0.0,0.0,0.0,-0.0063757409724203296,1.0,0.9683106878421706
2021-07-09,4034.927093704195,4037.076953804584,4023.089793047448,4023.089793047448,3733112,63.69665977773806,64.52682663846983,62.03632605627453,76.97480660675248,70.48643949130573,89.95154083764598,78.30602503651707,73.88836253628378,87.14135003698365,3966.8675579860546,4010.458636451772,0,0,0.0,0.0,0.0,0.0035949035298799004,1.0,0.9717916713519148
2021-07-12,4082.7292530387604,4091.3123191836335,4049.241659811852,4084.439192700599,3500145,73.61046772380506,67.55470700024824,85.72198917091868,83.53595773602726,74.8362789062129,100.93531539565598,84.42343668920364,77.4000539205904,98.47020222643013,3975.5199231304186,4008.9882835042135,0,0,0.0,0.0,0.0,0.015249323979587226,1.0,0.9866108373890247
2021-07-13,4077.24429696799,4108.819382973256,4075.4175121038634,4082.707553616081,2190897,74.70961248341109,69.93967549463585,84.24948646096158,84.3314905171091,78.0013494431783,96.99177266497071,85.71569639674723,80.171934745976,96.80321969828967,3985.3269580330407,4007.3222222426393,0,0,-0.0,0.0,0.0,-0.00042396005983214025,1.0,0.9861925537993742
2021-07-14,4153.489291758169,4153.489291758169,4089.284019302965,4144.868754864518,4790918,81.3181439591694,73.73249831614703,96.48943524521417,87.94790263143523,81.31686717259727,101.20997354911114,89.40433262587177,83.24940070594126,101.71419646573278,3996.9123374423275,4007.9336434764027,0,0,0.0,0.0,0.0,0.015225484664798117,1.0,1.0012078134037847
2021-07-15,4034.636310391875,4044.9936313197077,4034.636310391875,4039.529113600707,4167118,58.41439243245344,68.6264630215825,37.99025125419533,70.33521348248479,77.65631594255977,55.693008562334825,78.75424126532124,81.75101422573458,72.76069534449456,4001.0686379428635,4006.769797759782,0,0,-0.0,0.0,0.0,-0.025414469671731332,1.0,0.9757626477949338
2021-07-16,4086.600847906245,4098.84590278783,4048.3549952555263,4071.7308078939195,4166097,49.34639680759349,62.19977428358616,23.63964185560816,63.89656086706772,73.06973091739576,45.550220766411655,75.66157844630766,79.72120229925893,67.5423307404051,4004.878662827513,4006.058873449885,0,0,0.0,0.0,0.0,0.007971645552644402,1.0,0.9835410817666649
2021-07-19,4079.938808941359,4093.4635769243578,4074.414506931741,4074.414506931741,3241105,44.05373269829904,56.15109375515711,19.85901058458289,59.22182076225364,68.45376086568172,40.75794055539751,73.9337810142748,77.79206187093088,66.21721930096263,4010.4138344988087,4006.221694808393,0,0,0.0,0.0,0.0,0.0006591052219411253,1.0,0.9841893388296509
2021-07-20,4057.569772954708,4080.1380984006328,4033.617888563577,4061.5331096322097,2320307,37.13170186274775,49.81129645768732,11.7725126728686,53.3833711819283,63.43029763776391,33.28951827025709,69.30462378145052,74.96291584110409,57.988039662143365,4015.842240520011,4005.727302386117,0,0,-0.0,0.0,0.0,-0.003161533338745026,1.0,0.9810777914233035
2021-07-21,4081.695736273661,4085.8888180735066,4017.6424071198694,4064.16044286681,3322024,43.84971964378181,47.824104186385476,35.90095055857448,47.00324427462881,57.95461318338553,25.100506457115387,62.890116155786046,70.9386492793314,46.79304990869534,4020.664740876463,4005.668679594547,0,0,0.0,0.0,0.0,0.0006468821412213277,1.0,0.9817124331257241
2021-07-22,3978.667862290554,3983.4935853111756,3962.156724114851,3983.4935853111756,3564695,34.436401825474434,43.36153673274846,16.586132010926377,35.052734263902444,50.32065354355784,4.516895704591661,45.64398218467393,62.507093581112244,11.917759391797318,4019.434456696769,4004.1345689129575,0,0,-0.0,0.0,0.0,-0.01984834474170838,1.0,0.9622270663158234
2021-07-23,3979.319980076142,4000.3781373871243,3922.25515554637,3973.4226629377363,1893441,32.919632091309396,39.88090185226877,18.997092569390645,30.744492065179735,43.79526638409847,4.64294342734226,37.80532401236073,54.2731703915284,4.8696312540253786,4018.5970330900986,4002.786723502583,0,0,-0.0,0.0,0.0,-0.0025281633214059296,1.0,0.9597943991398997
2021-07-26,3988.690438219291,4010.4706434308637,3986.3042956214467,3986.3042956214467,1481127,34.993683814808925,38.25182917311548,28.47739309819582,29.729269904080333,39.10660089075909,10.974607930722826,34.436491202201,47.66094399508593,7.987585616431133,4018.7194890297897,4000.122871797779,0,0,0.0,0.0,0.0,0.0032419487621753174,1.0,0.9629060034041341
2021-07-27,4054.4277732586165,4054.4277732586165,3990.012910552903,4043.899551226591,3578515,48.108945513117526,41.53753461978283,61.251767299786906,42.781153404452326,40.33145172865683,47.68055675604333,40.49319104699599,45.27169301238928,30.93618711620941,4023.8852880742515,3998.5318118159526,1,1,0.0,3841.7045736652613,4650.484483910579,0.014448283757064528,1.0,0.976818342572698
2021-07-28,4034.0911857643946,4034.0911857643946,4010.0394715259877,4021.531851735437,3860074,57.10976181137223,46.7282770169793,77.87273140015809,47.26027402360604,42.64105916030657,56.49870375020498,41.30659684993273,43.94999429157043,36.01980196665734,4030.2824614052743,3997.2515997451915,-1,0,-0.0055312203500131885,0.0,0.0,-0.0055312203500131885,0.9944687796499868,0.9714153450779937
