日期,收盘,ma,price_above_ma,rsi,rsi_ma,signal,position,strategy_return,benchmark_return,cumulative_strategy,cumulative_benchmark
2023-05-17,3872.811558215458,,False,40.74864018892095,25.331317770843974,0,0,0.0,0.0002568917604226506,1.0,0.9634174586840001
2023-05-18,3832.037647911442,,False,42.24140002820661,27.682135769252817,0,0,0.0,-0.010528245356405619,1.0,0.9532743632983302
2023-05-19,3866.473971249789,,False,38.13082700590416,29.63447984069051,0,0,0.0,0.008986426152967297,1.0,0.9618408929676275
2023-05-22,3819.1747521051684,,False,34.34845469671373,31.03786705068931,0,0,0.0,-0.01223316631544058,1.0,0.9500745333549626
2023-05-23,3829.0638227595787,,False,35.26058165210139,32.88891916640326,0,0,0.0,0.0025893213315151264,1.0,0.9525345816107079
2023-05-24,3752.211544658608,,False,33.499081352653775,33.9728426313719,0,0,0.0,-0.020070774909566214,1.0,0.9334164744296216
2023-05-25,3700.6186295568896,,False,31.214207369517993,34.57409267241222,0,0,0.0,-0.013750001695710057,1.0,0.9205819963234106
2023-05-26,3710.027605845875,,False,31.724799066913377,35.15647329341198,0,0,0.0,0.0025425414588349238,1.0,0.92292261421532
2023-05-29,3741.1007958999116,,False,39.58272603853953,36.41064711770584,0,0,0.0,0.00837546060441019,1.0,0.9306525162115996
2023-05-30,3749.49005400173,,False,38.46424541825589,36.52149628177274,0,0,0.0,0.002242457116101493,1.0,0.9327394645691961
2023-05-31,3746.3986495604204,,False,40.23207902598768,36.46984016547942,0,0,0.0,-0.0008244866359921055,1.0,0.9319704333457963
2023-06-01,3735.889028591069,,False,40.196234444640154,36.26532360712277,0,0,0.0,-0.0028052596513146177,1.0,0.9293560142929131
2023-06-02,3678.282675830592,,False,37.11502100368667,36.16374300690102,0,0,0.0,-0.015419717320190873,1.0,0.9150256072626971
2023-06-05,3651.023434349024,,False,23.0197676657597,35.03087430380562,0,0,0.0,-0.007410860959839782,1.0,0.9082444797125803
2023-06-06,3634.1324103648517,,False,21.924908341924436,33.69730697278792,0,0,0.0,-0.004626380599275337,1.0,0.904042595072239
2023-06-07,3677.9518262678284,,False,32.00429354154352,33.54782819167689,0,0,0.0,0.012057737846315142,1.0,0.9149433036855226
2023-06-08,3693.231084704787,,False,28.819154998661134,33.30832295459121,0,0,0.0,0.004154284547131404,1.0,0.9187442385135247
2023-06-09,3624.244005344498,3906.1843037032245,False,27.36779744099404,32.87262279199927,0,0,0.0,-0.018679329231792052,1.0,0.9015827124025185
2023-06-12,3638.741890974509,3898.561770200305,False,28.13687798471787,31.728037986617107,0,0,0.0,0.004000250978861031,1.0,0.9051892695303309
2023-06-13,3624.8731266120762,3890.74178231399,False,32.89723621398231,31.17133706618975,0,0,0.0,-0.0038114174563556036,1.0,0.9017392153471372
2023-06-14,3599.330773454058,3881.8621059969505,False,35.372489007276386,30.68537806431862,0,0,0.0,-0.007046413009740515,1.0,0.8953851884087219
2023-06-15,3625.3323518619122,3872.253346825856,False,38.328084443101396,30.49856306416475,0,0,0.0,0.0072240035841169,1.0,0.9018534542189517
2023-06-16,3668.1068596159703,3863.6567099725376,False,40.254942882290635,30.812555252025142,0,0,0.0,0.011798782457031809,1.0,0.9124942269334038
2023-06-19,3706.8925912348386,3855.992406780071,False,44.73993986318093,32.984572471767265,0,0,0.0,0.01057377363944334,1.0,0.9221427343362965
2023-06-20,3674.858417160153,3846.393359316621,False,41.75532094731719,34.96761373230654,0,0,0.0,-0.008641786425221065,1.0,0.9141737737725928
2023-06-21,3664.024448980324,3835.932994169167,False,41.72412839992602,35.93959721814479,0,0,0.0,-0.0029481321319042575,1.0,0.9114786686959896
2023-06-22,3678.809513090687,3826.113219275585,False,50.06730851358711,38.06441256963738,0,0,0.0,0.004035197995056361,1.0,0.9151566655924482
2023-06-23,3719.365845029801,3816.6398324488314,False,58.44448354488692,41.17208118002668,0,0,0.0,0.011024308759341572,1.0,0.9252456352371089
2023-06-26,3701.73340237021,3807.1538403860513,False,58.33759655435042,44.19215303698993,0,0,0.0,-0.0047407120983146145,1.0,0.9208593120602275
2023-06-27,3695.841570157876,3797.891904944797,False,52.43417103088913,46.145846518680614,0,0,0.0,-0.0015916414208979601,1.0,0.9193936342363329
2023-06-28,3653.122698051855,3787.5513317070845,False,44.921839510241455,47.100781568977126,-1,0,0.0,-0.0115586318555847,1.0,0.908766701687827
2023-06-29,3606.8089599428486,3777.784417365833,False,47.65807349108803,48.033780473775785,0,0,0.0,-0.012677849045066192,1.0,0.897245494626646
2023-06-30,3640.844519692837,3770.0474579485085,False,50.2683465198192,49.035120837528645,0,0,0.0,0.009436474215293034,1.0,0.9057123286014782
2023-07-03,3696.628647689889,3763.845320577433,False,58.27266877346224,50.38839372855677,0,0,0.0,0.01532175507504463,1.0,0.9195894310687583
2023-07-04,3695.2827696808963,3758.395840005361,False,61.71592764085023,52.384454397910076,0,0,0.0,-0.0003640825566381123,1.0,0.9192546245976374
2023-07-05,3736.9586124507973,3753.497787885526,False,63.12730989538463,54.52477254745594,0,0,0.0,0.011278120070226771,1.0,0.9296220886289608
2023-07-06,3752.9585803069226,3749.6154638461467,True,60.649234237627404,55.58296511985996,0,0,0.0,0.00428154804894465,1.0,0.9336023102687859
2023-07-07,3728.688316976937,3746.346886964151,False,52.83888659408118,55.02240542477939,0,0,0.0,-0.00646696807615732,1.0,0.927564733932451
2023-07-10,3744.678668051494,3742.194907551425,True,59.490722080660106,55.13771797741036,0,0,0.0,0.004288465464316715,1.0,0.9315425632598384
2023-07-11,3807.734657564353,3739.453978432261,True,67.10606670791907,56.60490754511335,0,0,0.0,0.01683882519769564,1.0,0.9472286456467842
2023-07-12,3807.836142854175,3736.630365918058,True,65.9145689012694,58.70418048421616,0,0,0.0,2.665240594446061e-05,1.0,0.9472538915691702
2023-07-13,3871.9564159409547,3736.198266877478,True,67.78707651173414,60.71708078628076,0,0,0.0,0.01683903158677369,1.0,0.9632047297699977
2023-07-14,3768.7011386315844,3734.1058779332457,True,56.50728843542615,61.34097497784146,0,0,0.0,-0.026667468901319547,1.0,0.9375184975932525
2023-07-17,3803.111765660814,3732.5822729207457,True,59.8761269545412,61.50132079594935,0,0,0.0,0.009130633012126799,1.0,0.946078634936857
2023-07-18,3808.128175244561,3732.0491004247747,True,65.33566506774417,61.863294538638755,0,0,0.0,0.0013190276523140643,1.0,0.9473265388176022
2023-07-19,3797.7024080801452,3730.976163633754,True,70.32996811650318,62.583560360750596,0,0,0.0,-0.002737766872499381,1.0,0.9447329796021878
2023-07-20,3802.9073659957858,3730.4571464158967,True,68.38876565608112,63.35751350259598,0,0,0.0,0.0013705544448576745,1.0,0.9460277875865852
2023-07-21,3724.93913626597,3728.5814290661933,False,53.0583363426586,63.37945847745372,0,0,0.0,-0.020502268981616445,1.0,0.9266320714214016
2023-07-24,3717.68678760669,3727.011339496004,False,52.389773177480365,62.66936358713574,0,0,0.0,-0.001946971049451851,1.0,0.9248279456048505
2023-07-25,3733.5058173213793,3724.2451174354164,True,49.610198072807,60.91977672362454,0,0,0.0,0.004255073280359012,1.0,0.928763156285123
2023-07-26,3794.15610596526,3722.672008390413,True,54.22502932814249,59.75082276631184,1,1,0.016244862499610324,0.016244862499610324,1.0162448624996103,0.9438507860536789
2023-07-27,3774.9598240885343,3721.5304519139545,True,54.79529965247789,58.45164508038622,0,1,-0.005059433861075102,-0.005059433861075102,1.0111032388311363,0.9390754354269165
2023-07-28,3744.154606827027,3719.084064625499,True,49.94730746016883,57.795646982860475,0,1,-0.008160409301560034,-0.008160409301560034,1.0028522225561411,0.9314121955087922
2023-07-31,3725.6188519378647,3717.2129466221527,True,40.931679885944654,55.90120227600083,0,1,-0.004950584801002633,-0.004950584801002633,0.997887517585503,0.9268011604502379
2023-08-01,3763.769463500168,3715.907059436965,True,45.510830780917765,53.91871884731819,0,1,0.010240073683989381,0.010240073683989381,1.008105959293912,0.9362916726236552
2023-08-02,3778.454034740775,3716.431909238608,True,39.40783888172729,50.8265059238406,0,1,0.0039015596951443854,0.0039015596951443854,1.0120391448731278,0.939944670476463
2023-08-03,3758.798153444314,3717.5954997163567,True,48.6160354752881,48.8492329057613,0,1,-0.005202096178949511,-0.005202096178949511,1.006774419904636,0.9350549878977534
2023-08-04,3780.8633776230677,3719.0122151519004,True,46.77961510494808,48.22136078199024,0,1,0.0058702870646392125,0.0058702870646392125,1.0126844747588117,0.940544029097936
2023-08-07,3786.281006451209,3719.9158193629264,True,46.84135911764025,47.666519376006235,0,1,0.0014329078538530826,0.0014329078538530826,1.0141355582961686,0.9418917420241251
2023-08-08,3826.561332926745,3721.457244941427,True,53.840826885516826,48.089582257277215,1,1,0.010638493658263748,0.010638493658263748,1.0249244330017222,0.9519120513484197
2023-08-09,3800.0137360258714,3722.5295466707357,True,49.63558958745711,47.63063828320868,0,1,-0.006937716291762319,-0.006937716291762319,1.017813798065061,0.9453079556014549
2023-08-10,3788.4417770161795,3723.5806016392376,True,59.60319968437386,48.11142828639828,1,1,-0.0030452413632047204,-0.0030452413632047204,1.0147143093871527,0.9424292647140908
2023-08-11,3774.2919777451134,3725.500787677528,True,58.385204490855514,48.955217989466945,0,1,-0.003734991878959426,-0.003734991878959426,1.0109243596821278,0.93890929906389
2023-08-14,3717.285906674049,3726.8260371240285,False,47.85857229197326,49.647907230069805,-1,0,0.0,-0.015103778776840104,1.0109243596821278,0.9247282207193109
2023-08-15,3730.665244610852,3728.7566938089494,True,40.42214852418986,49.13903900439702,0,0,0.0,0.003599222194015761,1.0109243596821278,0.9280565230547566
2023-08-16,3742.641982352267,3730.0504969306376,True,45.016166161571554,49.69987173238144,0,0,0.0,0.0032103490814985314,1.0109243596821278,0.9310359084611242
2023-08-17,3744.3810474721854,3731.0734961859857,True,50.038358892008205,49.84210407405345,1,1,0.0004646624304751601,0.0004646624304751601,1.0113940982521243,0.9314685258692094
2023-08-18,3736.5320889914,3733.3192578589237,True,51.918144700572405,50.35595703361589,0,1,-0.00209619650918913,-0.00209619650918913,1.0092740174739538,0.9295159847968628
2023-08-21,3681.4517861636027,3734.173455762706,False,36.34427135755537,49.3062482576074,-1,0,0.0,-0.014741022294462613,1.0092740174739538,0.9158139689419129
2023-08-22,3666.160500107208,3734.999203232608,False,31.408981574681576,47.06306372652387,0,0,0.0,-0.004153602150614999,1.0092740174739538,0.9120100420709525
2023-08-23,3653.986446300358,3736.0923166895345,False,32.206855815301154,45.32019034930828,0,0,0.0,-0.003320654893994468,1.0092740174739538,0.9089815714613775
2023-08-24,3623.429882385713,3736.0542673000105,False,24.022563258696294,41.76212670674052,0,0,0.0,-0.008362527985177115,1.0092740174739538,0.9013801876320214
2023-08-25,3618.512980773293,3735.0623897231567,False,22.271485801585243,38.150754837813494,0,0,0.0,-0.001356974406024003,1.0092740174739538,0.9001570377873077
2023-08-28,3636.209541900094,3733.6487287364616,False,16.000739722882756,34.96497158090445,0,0,0.0,0.004890561736500709,1.0092740174739538,0.9045593113531522
2023-08-29,3713.1915048027354,3734.4153904893133,False,36.85983191182666,34.60873991966812,0,0,0.0,0.021170936937373153,1.0092740174739538,0.9237096794899234
2023-08-30,3721.7091441702287,3735.569084393112,False,39.80606087972911,34.087729391483876,0,0,0.0,0.002293886366075304,1.0092740174739538,0.9258285645299171
2023-08-31,3733.545686653359,3736.663807864365,False,43.73137810820758,33.45703131310382,0,0,0.0,0.00318040503021888,1.0092740174739538,0.9287730743536684
2023-09-01,3732.1023768769323,3736.9185385013075,False,52.749501358686985,33.54016697891527,0,0,0.0,-0.000386578844230101,1.0092740174739538,0.9284140303320327
2023-09-04,3656.8860551191906,3736.021591556287,False,38.86439956471894,33.792179799631626,-1,0,0.0,-0.02015387418731096,1.0092740174739538,0.9097028907709866
2023-09-05,3657.360026955442,3735.2519606922388,False,36.66525351329233,34.31780699349271,0,0,0.0,0.00012961077515338815,1.0092740174739538,0.9098207980678188
2023-09-06,3661.303762207303,3735.415581975348,False,37.09892344002256,34.807013755964846,0,0,0.0,0.0010783010758566025,1.0092740174739538,0.9108018588132121
2023-09-07,3761.367973560934,3738.5067622477095,True,52.9981026645675,37.70456769655196,1,1,0.027330212911180318,0.027330212911180318,1.0368576912572394,0.9356942675344759
2023-09-08,3755.2080618239097,3740.7940330903307,True,60.09604886147388,41.48702400254083,0,1,-0.0016376785734134591,-0.0016376785734134591,1.0351596516325885,0.934161901081269
2023-09-11,3768.804482371474,3742.237549783962,True,64.11580897668188,46.29853092792074,0,1,0.0036206836808292397,0.0036206836808292397,1.0389076372903074,0.9375442058317663
2023-09-12,3768.950538437484,3743.710905159094,True,66.35102492561171,49.247650229299246,0,1,3.875395147012739e-05,3.875395147012739e-05,1.038947899066465,0.9375805393744202
2023-09-13,3723.7379437869226,3743.4464917858168,False,63.695573382875615,51.6366014796139,0,1,-0.011996070043759466,-0.011996070043759466,1.026484607297447,0.9263332575524189
2023-09-14,3770.9853832217436,3743.8070278441132,True,68.660797249089,54.129543393702036,0,1,0.012688175201386986,0.012688175201386986,1.039508823836364,0.9380867362191155
2023-09-15,3802.5972313834345,3745.285206132243,True,69.69308976401702,55.823902234235035,0,1,0.008382914530070007,0.008382914530070007,1.0482229374598377,0.9459506371506327
2023-09-18,3835.7730361193762,3747.107093493601,True,66.18683331475461,58.556145609238605,0,1,0.008724511884176556,0.008724511884176556,1.0573681709349725,0.9542035947262978
2023-09-19,3800.9320647818067,3746.9710416379494,True,59.78135281885054,60.86775553979443,0,1,-0.009083168114873086,-0.009083168114873086,1.0477639180790543,0.9455364030595826
2023-09-20,3858.5783640734708,3747.985886062336,True,63.868514980024514,63.54471469379463,0,1,0.015166358753368803,0.015166358753368803,1.0636546815494765,0.9598767473627542
2023-09-21,3804.0388484159994,3746.627534711837,True,57.13832369165098,63.958736796502976,0,1,-0.014134613972150767,-0.014134613972150767,1.0486203332261037,0.9463092600779379
2023-09-22,3829.0476590222297,3747.8344651196494,True,68.9744217400928,64.84657408436486,0,1,0.00657427844530134,0.00657427844530134,1.0555142552801369,0.9525305606490574
2023-09-25,3918.200410908849,3750.13623802461,True,74.04739830818531,65.83973301751521,0,1,0.023283270365296316,0.023283270365296316,1.0800900790602488,0.9747085872238567
2023-09-26,3880.1134847578414,3751.575944214876,True,68.97776968732023,66.10240749368606,0,1,-0.009720515072421443,-0.009720515072421443,1.0695910471671708,0.9652339177105286
2023-09-27,3858.996102427951,3752.8018181018324,True,59.81102953288132,65.71395310868664,0,1,-0.00544246512707558,-0.00544246512707558,1.0637698351927312,0.9599806657739185
2023-09-28,3864.5166838856762,3754.0340044596296,True,60.99898104466231,64.94777148824396,0,1,0.0014305745098450728,0.0014305745098450728,1.0652916372033,0.9613539896443187
2023-09-29,3845.9121845752484,3756.453465425815,True,57.68140450166831,63.74660296200909,0,1,-0.004814185273932181,-0.004814185273932181,1.0601631258910327,0.9567258534243371
2023-10-02,3785.420174186823,3757.8081331574185,True,51.46459919535086,62.27437955006873,0,1,-0.01572891098008944,-0.01572891098008944,1.0434879144595193,0.9416775976434757
2023-10-03,3789.6972200332843,3758.931961211656,True,56.326156444059286,61.9288599125896,0,1,0.0011298734749782824,0.0011298734749782824,1.0446669237755275,0.9427415741830343
2023-10-04,3748.7395983384595,3758.02363105912,False,47.840349540495694,60.32604336863672,-1,0,0.0,-0.010807623753769202,1.0446669237755275,0.9325527779522279
2023-10-05,3769.2178224180866,3757.9087910257113,True,46.687883311455124,59.28099933061712,0,0,0.0,0.005462695805465767,1.0446669237755275,0.937647030100723
2023-10-06,3733.975379902955,3757.7052064872296,False,39.940248870262444,56.37758204363409,0,0,0.0,-0.009350067885575908,1.0446669237755275,0.9288799667165727
2023-10-09,3797.5072829578767,3759.14297510763,True,49.67972100448515,53.94081431326407,0,0,0.0,0.01701454792574797,1.0446669237755275,0.944684439427539
2023-10-10,3767.7116781186464,3759.2218193999993,True,41.035346078504396,51.14657195238249,0,0,0.0,-0.007846095509268514,1.0446669237755275,0.9372723550896708
2023-10-11,3756.36374432464,3758.780013591677,False,44.85831628914807,49.65130062800917,0,0,0.0,-0.003011890177242238,1.0446669237755275,0.9344493936899755
2023-10-12,3790.438959873646,3759.4128297202633,True,45.915980422624635,48.143000565805394,0,0,0.0,0.009071330112928822,1.0446669237755275,0.9429260926139634
2023-10-13,3742.738914070508,3758.6503404492123,False,29.655573618557412,45.340417477494306,0,0,0.0,-0.012584306542883339,1.0446669237755275,0.9310600216172261
2023-10-16,3753.371838308893,3757.9921570863658,False,34.305351034304636,43.62449266138968,0,0,0.0,0.002840947360343904,1.0446669237755275,0.9337051141279613
2023-10-17,3807.19207533441,3757.604771934519,True,44.06565392802987,42.39844240978674,0,0,0.0,0.014339170043372595,1.0446669237755275,0.9470936705298088
2023-10-18,3744.427272806181,3756.4930426701253,False,37.83832062018474,41.39823951775565,0,0,0.0,-0.016485851327245227,1.0446669237755275,0.9314800250844794
2023-10-19,3753.347154001694,3755.7911502098355,False,40.43820592668857,40.773271779279,0,0,0.0,0.002382175041906409,1.0446669237755275,0.9336989735522699
2023-10-20,3765.27699262585,3755.6108505074503,True,47.68721043321327,41.54796793557408,0,0,0.0,0.0031784532937320087,1.0446669237755275,0.9366666921301113
2023-10-23,3798.0844343511626,3757.2268210609927,True,50.9037866278132,41.67037449790688,1,1,0.008713154912524335,0.008713154912524335,1.053769268514374,0.9448280141200427
2023-10-24,3750.1409327702595,3757.6163348241807,False,50.148764776540446,42.581716367710484,0,1,-0.012623074186367655,-0.012623074186367655,1.0404674608626028,0.932901380004447
2023-10-25,3698.8571951011086,3756.740639079157,False,42.98911350392685,42.39479608918836,-1,0,0.0,-0.013675149437988532,1.0404674608626028,0.9201438142219804
2023-10-26,3721.2693845800036,3756.278405821314,False,48.700726162207935,42.673270663146695,0,0,0.0,0.006059219995997234,1.0404674608626028,0.9257191680203074
2023-10-27,3734.6832983635513,3756.241430008757,False,42.842158400089716,43.99192914129993,0,0,0.0,0.0036046607749311566,1.0404674608626028,0.9290560715938722
2023-10-30,3746.2375392316067,3757.537145070117,False,47.44723758157319,45.30611779602678,0,0,0.0,0.003093767247444479,1.0404674608626028,0.9319303548392087
2023-10-31,3761.6299944657057,3759.4465349572874,True,50.62006886456042,45.96155928967983,1,1,0.004108777159191002,0.004108777159191002,1.0447425098006764,0.9357594489951289
2023-11-01,3735.9635324567853,3761.0860766804153,False,43.45627418970073,46.52335464663143,-1,0,0.0,-0.006823228772282808,1.0447425098006764,0.9293745481988098
2023-11-02,3746.788207197446,3763.55324317665,False,50.53369172742171,47.53290322670475,0,0,0.0,0.0028974251613056445,1.0447425098006764,0.9320673413990381
2023-11-03,3760.045632983613,3766.3838962208565,False,50.873554367726285,47.85153762015605,0,0,0.0,0.0035383440571046254,1.0447425098006764,0.9353653163372987
2023-11-06,3733.006103116778,3768.31982744519,False,39.55745159794195,46.71690411716892,-1,0,0.0,-0.007191277049842348,1.0447425098006764,0.9286388452047037
2023-11-07,3809.171610416788,3770.239429557472,True,58.78220844788138,47.58024848430301,1,1,0.02040326353509525,0.02040326353509525,1.0660586665544565,0.9475861082923418
2023-11-08,3829.65945410748,3772.3984357562163,True,60.036370736833156,49.28497420759365,0,1,0.005378556228515574,0.005378556228515574,1.071792523035416,0.9526827534571524
2023-11-09,3783.541841073594,3773.3983588446213,True,52.203948295420396,49.63529642091489,0,1,-0.012042222966959448,-0.012042222966959448,1.0588857584987035,0.9412103353232445
2023-11-10,3811.3385122731665,3774.9830815525456,True,51.61889473839585,50.51297005474551,0,1,0.007346732867551831,0.007346732867551831,1.0666651093036486,0.9481251562290433
2023-11-13,3773.8857723182937,3777.3230758965283,False,52.97655087225964,51.06590138381415,0,1,-0.009826663214056897,-0.009826663214056897,1.0561833505123364,0.9388082496340053
2023-11-14,3806.903683322212,3780.3139490238627,True,64.19426190080475,52.42332068743858,0,1,0.00874904885730965,0.00874904885730965,1.0654239502482459,0.9470219288776986
2023-11-15,3854.782033336728,3784.183514446451,True,66.43979873468179,54.721673141936684,0,1,0.01257671693252127,0.01257671693252127,1.0788234856836467,0.9589323556060838
2023-11-16,3823.489267456879,3785.425940324371,True,60.47378063742323,55.71568203293684,0,1,-0.008117907993039464,-0.008117907993039464,1.0700656958861368,0.9511478309717251
2023-11-17,3863.5588394808724,3787.5929558775097,True,62.96483935166286,56.9248105313305,0,1,0.010479844252484272,0.010479844252484272,1.0812798177189498,0.961115712101397
2023-11-20,3881.604603412552,3789.8489582983316,True,63.18075441116685,59.28714081265299,0,1,0.004670762030921871,0.004670762030921871,1.0863302184363535,0.9656048548768027
2023-11-21,3916.0215366665525,3792.790378262913,True,69.40852009173686,60.34977197703854,0,1,0.008866676740784563,0.008866676740784563,1.0959623573169746,0.9741665609843275
2023-11-22,3993.427782826929,3798.1841750437125,True,73.24837020178106,61.67097192353333,0,1,0.01976655272081773,0.01976655272081773,1.1176257550329123,0.9934224756708819
2023-11-23,3985.1467850410345,3802.467403080099,True,71.4190932068758,63.59248641467887,0,1,-0.0020736565768150195,-0.0020736565768150195,1.1153081830355704,0.9913624586206512
2023-11-24,3956.531865320955,3805.5460957588493,True,71.20561397174541,65.55115833801383,0,1,-0.00718039290986483,-0.00718039290986483,1.1072998320657876,0.9842440866516653
2023-11-27,3922.4858149901543,3807.280351336265,True,61.68369850206562,66.42187310099442,0,1,-0.008605023664592482,-0.008605023664592482,1.0977714908070622,0.9757746429942925
2023-11-28,3891.3879304457564,3809.0894686495435,True,56.228475156483206,65.62529442656226,0,1,-0.00792810631094043,-0.00792810631094043,1.0890682417228241,0.9680385978891138
2023-11-29,3889.8383889234124,3809.7146691465423,True,61.78541907617199,65.15985646071128,0,1,-0.0003981976482531069,-0.0003981976482531069,1.0886345773101829,0.9676531271960161
2023-11-30,3905.0189947702984,3811.7342720736283,True,60.68557342718579,65.18103573968754,0,1,0.003902631505235288,0.003902631505235288,1.092883116909282,0.9714295207763508
2023-12-01,3917.621153597719,3813.5057419651384,True,67.38034888360201,65.62258669288146,0,1,0.003227169661478735,0.003227169661478735,1.096410036147714,0.9745644886540651
2023-12-04,3952.243010413379,3814.186593955229,True,67.5063900620158,66.05515025796635,0,1,0.008837469336172354,0.008837469336172354,1.106099526222041,0.9831771724386679
2023-12-05,3954.2976129427157,3815.670276518926,True,63.474275181092686,65.46172576690194,0,1,0.0005198573376998805,0.0005198573376998805,1.106674540176974,0.9836882843060192
2023-12-06,4013.9735028832283,3818.7698245280317,True,73.950458591489,65.53193460587272,0,1,0.015091400744645211,0.015091400744645211,1.1233758091566806,0.9985335184122938
2023-12-07,4004.9217564079304,3821.5779259784777,True,69.27789015371602,65.31781430055675,0,1,-0.0022550588509854252,-0.0022550588509854252,1.120842530595259,0.9962817665635925
2023-12-08,4115.263049925735,3826.964943285487,True,75.45627709951587,65.7428806133338,0,1,0.027551423031238143,0.027551423031238143,1.1517233373070923,1.0237307469724952
2023-12-11,4141.824270690555,3834.093025215561,True,75.02884452205893,67.07739521533314,0,1,0.006454319066019121,0.006454319066019121,1.1591569272018527,1.0303382318511498
2023-12-12,4109.072495288124,3840.480530720658,True,64.22687272913905,67.87723497259871,0,1,-0.007907572427492293,-0.007907572427492293,1.1499908098451745,1.0221907576579725
2023-12-13,4067.771322219899,3846.861165198287,True,59.400887693316996,67.63878183431322,0,1,-0.010051215478817821,-0.010051215478817821,1.1384320044167604,1.0119164980922961
2023-12-14,4088.6047456838464,3853.2489036636025,True,65.2979264342444,68.10001713501907,0,1,0.005121581773819495,0.005121581773819495,1.1442625770213142,1.017099111185553
2023-12-15,4081.2007611250324,3860.1934112880435,True,69.59312397736092,68.32129464439497,0,1,-0.0018108829342405874,-0.0018108829342405874,1.1421904514482961,1.0152572637626758
2023-12-18,4111.2953077429365,3866.469171783745,True,77.21465502333582,69.29212114052697,0,1,0.007373944184409176,0.007373944184409176,1.150612900085241,1.0227437141584776
2023-12-19,4131.759339580098,3873.750125012974,True,78.60002808064458,70.80469643048215,0,1,0.004977514458428756,0.004977514458428756,1.15634009243147,1.0278344357829685
