date,open,high,low,close,volume,k,d,j
2021-06-24,4000.298955083971,4008.0992689050545,3973.9849383940527,4008.0992689050545,1929090,79.99097553813428,66.0816910554566,107.80954450348963
2021-06-25,3999.720185205124,4013.1605048225088,3985.134773261218,3990.171135071143,3802743,81.55438367278066,71.23925526123128,102.18464049587942
2021-06-28,3982.5920591072463,4008.2688575270417,3973.6305666902867,3983.855176827614,1387902,78.36711704275439,73.61520918840564,87.87093275145187
2021-06-29,3940.3683786977704,3940.5835703373473,3935.769535702272,3940.5835703373473,2971402,54.318214287207695,67.18287755467298,28.588887752277117
2021-06-30,3886.3208625437123,3916.600009677499,3885.6372375830215,3893.588385115007,2900302,38.29049496441288,57.552083357919614,-0.2326818226005969
2021-07-01,3923.3323762111186,3943.70773244246,3923.3323762111186,3926.8137498892397,2652332,36.2901337544593,50.46476682343284,7.940867616512207
2021-07-02,3974.6130039159893,3982.876523599778,3974.6130039159893,3981.658969240617,1684659,49.29256290199972,50.07403218295513,47.729624340088904
2021-07-05,3977.8691827915354,3979.2455724779907,3977.8691827915354,3979.2455724779907,4236443,57.33001071887895,52.49269169492973,67.0046487667774
2021-07-06,4033.4866556349575,4033.4866556349575,3986.5696482814346,4019.725459321827,4216521,68.45081528967171,57.81206622651039,89.72831341599435
2021-07-07,4023.3316769089583,4053.5576231676764,4023.3316769089583,4034.401276353103,1439717,75.16454566494619,63.59622603932232,98.30118491619393
2021-07-08,3995.742479522814,4008.678978836274,3995.742479522814,4008.678978836274,1712494,74.53431572210249,67.24225593358237,89.11843529914273
2021-07-09,4034.927093704195,4037.076953804584,4023.089793047448,4023.089793047448,3733112,76.97480660675248,70.48643949130573,89.95154083764598
2021-07-12,4082.7292530387604,4091.3123191836335,4049.241659811852,4084.439192700599,3500145,83.53595773602726,74.8362789062129,100.93531539565598
2021-07-13,4077.24429696799,4108.819382973256,4075.4175121038634,4082.707553616081,2190897,84.3314905171091,78.0013494431783,96.99177266497071
2021-07-14,4153.489291758169,4153.489291758169,4089.284019302965,4144.868754864518,4790918,87.94790263143523,81.31686717259727,101.20997354911114
2021-07-15,4034.636310391875,4044.9936313197077,4034.636310391875,4039.529113600707,4167118,70.33521348248479,77.65631594255977,55.693008562334825
2021-07-16,4086.600847906245,4098.84590278783,4048.3549952555263,4071.7308078939195,4166097,63.89656086706772,73.06973091739576,45.550220766411655
2021-07-19,4079.938808941359,4093.4635769243578,4074.414506931741,4074.414506931741,3241105,59.22182076225364,68.45376086568172,40.75794055539751
2021-07-20,4057.569772954708,4080.1380984006328,4033.617888563577,4061.5331096322097,2320307,53.3833711819283,63.43029763776391,33.28951827025709
2021-07-21,4081.695736273661,4085.8888180735066,4017.6424071198694,4064.16044286681,3322024,47.00324427462881,57.95461318338553,25.100506457115387
2021-07-22,3978.667862290554,3983.4935853111756,3962.156724114851,3983.4935853111756,3564695,35.052734263902444,50.32065354355784,4.516895704591661
2021-07-23,3979.319980076142,4000.3781373871243,3922.25515554637,3973.4226629377363,1893441,30.744492065179735,43.79526638409847,4.64294342734226
2021-07-26,3988.690438219291,4010.4706434308637,3986.3042956214467,3986.3042956214467,1481127,29.729269904080333,39.10660089075909,10.974607930722826
2021-07-27,4054.4277732586165,4054.4277732586165,3990.012910552903,4043.899551226591,3578515,42.781153404452326,40.33145172865683,47.68055675604333
2021-07-28,4034.0911857643946,4034.0911857643946,4010.0394715259877,4021.531851735437,3860074,47.26027402360604,42.64105916030657,56.49870375020498
2021-07-29,3987.6953764454056,3998.6187903454284,3934.052075402141,3987.4401471876827,1925337,44.198006928949994,43.16004174985437,46.27393728714122
2021-07-30,3959.528849550596,3974.7339878418206,3947.2569889229985,3965.504213028654,2559366,38.27547657047658,41.53185335672843,31.762722997972872
2021-08-02,4003.8223012238313,4018.8202572939977,4000.1423930866117,4000.1423930866117,2095589,41.383165038046585,41.482290583834484,41.184913946470786
2021-08-03,4005.7668727315568,4051.9449122254982,4005.7668727315568,4011.2037816396064,1641629,50.02121583432671,44.32859900066522,61.40644950164969
2021-08-04,4003.873561890872,4021.34840538732,3958.634815416346,3987.815528031617,1914217,49.881505127710795,46.17956770968041,57.28537996377156
2021-08-05,4007.1347437309378,4007.1347437309378,3993.3976768285766,4006.040811513876,4864708,53.18879677810689,48.5159773991559,62.53443553600886
2021-08-06,4004.584549868279,4031.9999158067308,3995.8510876921405,4007.5126113164165,2195402,55.80121517018001,50.94438998949727,65.5148655315455
2021-08-09,4045.2365577864844,4082.7435110542906,4041.16770770313,4043.742958413686,1631872,61.79108157740802,54.559953852134186,76.2533370279557
2021-08-10,4002.23087522474,4032.84355201288,3973.5775905525966,4013.043026749436,1078113,58.90207973305794,56.00732914577544,64.69158090762294
2021-08-11,3989.450721896058,4031.0143174865243,3989.450721896058,3997.218228587831,3586999,51.5598636564977,54.52484064934952,45.62990967079405
2021-08-12,3988.269206233241,4030.684415855294,3912.980796146533,3978.7169918077593,2921792,47.28070873985929,52.11013001285277,37.62186619387235
2021-08-13,3912.1163898071723,3949.065330290735,3893.173939608746,3917.2628449112713,4181010,35.75619188618458,46.65881730396337,13.950941050627009
2021-08-16,3917.878928366578,3942.7718318853235,3904.736124855583,3926.099481699564,1167809,29.626987821898737,40.98154080994182,6.917881845812573
2021-08-17,3937.66274166234,3965.7952497445785,3933.440957828496,3933.440957828496,2559764,26.831754475599492,36.26494536516104,7.965372696476393
2021-08-18,3939.775028505817,3945.0930544747357,3919.107701193795,3930.454316480289,2539219,24.44310370294214,32.32433147775474,8.680648153316938
2021-08-19,3923.424790042283,3930.0129816870367,3878.5044837467817,3917.7913718876557,1286268,22.707315780658377,29.118659578722617,9.884628184529895
2021-08-20,3865.4961444171886,3865.4961444171886,3827.2379972329772,3857.811016945778,1395412,20.094791864674946,26.110703674040057,8.062968245944724
2021-08-23,3831.727417039593,3879.046755512533,3829.8354743414984,3837.5358736423564,4993687,15.081034463597803,22.434147270559304,0.37480884967479966
2021-08-24,3809.4329877976415,3820.296464323825,3807.3252714980104,3820.296464323825,3489667,11.989798184031404,18.952697575050003,-1.9360005980057906
2021-08-25,3795.9592791058326,3824.946143635905,3762.282859848555,3784.5953982449905,1096651,11.647773728310952,16.51772295947032,1.9078752659922174
2021-08-26,3772.0213603813863,3795.2141934313318,3754.0594382651675,3774.457242891092,2295125,10.976386183741036,14.67061070089389,3.58793714943533
2021-08-27,3784.958497783342,3786.8582359317547,3784.958497783342,3786.8582359317547,1085395,12.481069030814764,13.94076347753418,9.56168013737593
2021-08-30,3868.722396387997,3877.1410368217626,3836.9098625388647,3858.4727944638153,3632785,26.539732332440575,18.14041976250298,43.338357472315764
2021-08-31,3865.849534824503,3865.849534824503,3848.2682042274428,3861.5537107108835,4008128,38.057293883018005,24.779377802674652,64.61312604370471
2021-09-01,3871.4134115186116,3891.5873981624095,3867.8867669569076,3867.8867669569076,2869085,52.96042312506936,34.173059576806224,90.53515022159564
2021-09-02,3877.5934104822068,3889.547271612312,3821.809863561013,3860.8758001607666,4538301,61.19655984571243,43.180892999774954,97.22789353758736
2021-09-03,3775.1652414261753,3780.1747518124353,3733.690079403126,3780.030278217019,4867488,50.58047745525892,45.64742115160294,60.44659006257089
2021-09-06,3781.821019994534,3788.472465866278,3774.8161681606352,3774.8161681606352,4682071,42.402350626931344,44.5657309767124,38.075589927369236
2021-09-07,3773.4458564810793,3821.200013299777,3748.8939323573045,3773.015633657959,1365837,36.570159450816604,41.900540468080465,25.909397416288883
2021-09-08,3869.3595563791246,3869.3595563791246,3849.526694319396,3867.282112148107,2133859,52.58240760089004,45.46116284568365,66.82489711130283
2021-09-09,3867.0590870356914,3867.0590870356914,3828.6500788995854,3855.2737586052817,2093060,60.7221842954844,50.54816999561723,81.07021289521876
2021-09-10,3866.897322926756,3903.1808665032904,3846.366883343486,3862.973810473618,3698954,65.9073673988944,55.66790246337628,86.38629726993062
2021-09-13,3861.3309874264214,3906.6001589643433,3857.178379430736,3857.178379430736,4235863,67.74412529557227,59.693310074108275,83.84575573850027
2021-09-14,3814.145899785922,3817.470286858172,3805.9820125177334,3805.9820125177334,3395067,59.09907542421401,59.49523185747685,58.30676255768833
2021-09-15,3844.3981542433876,3878.2044044043896,3844.3981542433876,3847.206251088286,4651422,61.282852752860556,60.09110548927141,63.66634728003885
2021-09-16,3866.2582355512386,3910.3526833380915,3833.7165472317897,3872.7583480411267,1188726,66.42717742036729,62.203129466303366,74.87527332849513
2021-09-17,3891.6915706630675,3899.840749603876,3865.6946461007255,3899.840749603876,2488332,75.44791821978346,66.61805905079672,93.10763655775696
2021-09-20,3843.6997889532004,3861.0885926277097,3792.520755721629,3858.8756400379425,1214223,69.06966615498979,67.43526141886107,72.33847562724722
2021-09-21,3926.451061228414,3946.1669837284207,3882.813997473662,3910.3699998794996,3993868,71.61367207603041,68.82806497125085,77.18488628558953
2021-09-22,3841.159752375651,3893.636260972911,3841.159752375651,3849.6536926934727,2165975,60.13735846990405,65.93116280413525,48.549749801441635
2021-09-23,3866.751999245819,3890.9566352101497,3866.751999245819,3868.4638225227063,2939893,56.56731397562903,62.80987986129984,44.082182204287406
2021-09-24,3949.2113796883436,3951.3989792696025,3935.1683459261753,3951.3989792696025,3612761,71.04487598375268,65.55487856878412,82.0248708136898
2021-09-27,3909.4806531369677,3957.617783532275,3894.921648534378,3907.078528919655,2995457,70.4926339680159,67.20079703519471,77.07630783365826
2021-09-28,3886.0443426981315,3886.0443426981315,3854.7121465594273,3879.714687409022,2013071,64.59967267806167,66.33375558281702,61.13150686855096
2021-09-29,3885.6543928758633,3885.6543928758633,3871.3132161763474,3878.978875906613,2229221,60.522470390878425,64.39666051883748,52.77409013496032
2021-09-30,3849.616566125448,3872.2704298655226,3849.616566125448,3854.111056531053,1698093,52.783486135822244,60.52560239116573,37.29925362513528
2021-10-01,3786.085912012532,3828.1446262990867,3745.3900952934323,3787.3518094627507,4275072,41.77966616460941,54.276956982313614,16.785084529201
2021-10-04,3787.500048749033,3812.8798323708916,3779.676005447281,3785.3607146623735,4288560,34.1310568352884,47.56165693330521,7.269856639254769
2021-10-05,3736.277778468188,3757.1055931961937,3736.277778468188,3738.1370614994935,2686090,23.034041954643115,39.385785273751175,-9.669444683573005
2021-10-06,3764.4170356832287,3772.3035521145525,3733.3092952205507,3752.3543752737173,1623538,18.186219580210548,32.3192633759043,-10.079868011176956
2021-10-07,3714.5030305647874,3722.799114269058,3710.8591527786434,3710.8591527786434,1287906,12.12414638680703,25.587557712871874,-14.802676265322653
2021-10-08,3773.6876694563884,3789.96962450992,3768.149410863268,3768.149410863268,4327786,18.983658736252384,23.38625805399871,10.178460100759736
2021-10-11,3737.074207839949,3737.074207839949,3718.982813323306,3732.1262946139473,2738268,16.71140196592345,21.16130602464029,7.811593848489771
2021-10-12,3723.2858705535814,3723.2858705535814,3710.7290986732837,3714.5679737355194,4316900,11.933069394418771,18.085227147899783,-0.371246112543254
2021-10-13,3743.807837176632,3758.195946467995,3717.41482974097,3742.4529078591204,2184592,16.96151641290726,17.710656902902276,15.463235432917237
2021-10-14,3679.0187051048365,3688.585656549206,3679.0187051048365,3688.585656549206,3145977,13.689985213449326,16.370433006417958,8.329089627512062
2021-10-15,3696.029565840405,3711.2902505637376,3690.497270224375,3693.077408750071,3111029,13.35035731865009,15.363741110495335,9.3235897349596
2021-10-18,3735.912277638322,3748.183391929767,3733.207411027757,3740.7854504209777,3520358,27.457015583705072,19.39483260156525,43.58138154798472
2021-10-19,3668.0582586243277,3715.1861878547156,3642.203233429789,3671.9403564779764,3226217,25.012815677136057,21.267493626755517,32.503459777897135
2021-10-20,3679.1243181897216,3714.7419846868825,3667.5820220241967,3674.814759888144,1632731,24.03176070618177,22.188915986564268,27.717450145416777
2021-10-21,3689.852413079381,3689.852413079381,3680.7368248780836,3680.7368248780836,1361756,27.094740536312415,23.824190836480316,33.63583993597661
2021-10-22,3707.734798904737,3715.9035858840953,3704.771094043409,3707.577066884571,3214826,36.84992484255116,28.166102171837263,54.21757018397896
2021-10-25,3655.9665593307163,3663.32000156927,3653.7097869293966,3653.7097869293966,4260802,27.873305174061393,28.068503172578637,27.48290917702691
2021-10-26,3608.7927130249986,3608.7927130249986,3581.496744967625,3596.5485157597354,3021363,21.59219676446145,25.909734369872908,12.95712155363853
2021-10-27,3614.8719608271695,3627.4948665963484,3613.132214689971,3613.132214689971,1517257,20.721133375124253,24.18020070495669,13.802998715459381
2021-10-28,3639.609641454152,3639.609641454152,3614.962965898861,3620.769451967106,1396474,21.66768881316681,23.342696741026728,18.317672957446973
2021-10-29,3630.7033292933347,3630.7033292933347,3598.478896493637,3626.6015729526007,2300457,25.631269794266572,24.10555442544001,28.6827005319197
2021-11-01,3623.5237515044937,3658.560079991629,3623.5237515044937,3636.329177496027,1031629,30.68613465386546,26.29908116824849,39.4602416250994
2021-11-02,3610.489495252363,3627.220441237427,3576.367022576561,3605.0578150552246,1955083,27.311252139350678,26.63647149194922,28.660813434153603
2021-11-03,3613.0924105886993,3613.0924105886993,3588.0846017037297,3610.340187719043,2202606,26.32321541000791,26.53205279796878,25.905540634086165
2021-11-04,3627.45348527785,3645.172404327918,3610.6912250594382,3618.1205234583826,2481257,33.55497106104538,28.873025552327647,42.91886207848084
2021-11-05,3590.4993080290683,3590.4993080290683,3580.2437802027503,3585.671693397525,3051933,26.143483041823206,27.963178048826165,22.50409302781729
2021-11-08,3655.4857027955727,3672.096216834393,3623.7866042003006,3656.4982309165657,3899359,45.33103361102553,33.75246323622595,68.4881743606247
2021-11-09,3662.72937666164,3697.795464291628,3662.72937666164,3671.719937148038,2518367,56.396026917634536,41.300317796695474,86.58744515951265
2021-11-10,3618.8979804660635,3630.6642587337833,3618.8979804660635,3620.4114808669565,4633577,49.68799980313091,44.09621179884061,60.871575811711494
2021-11-11,3636.897969890935,3662.3076304000942,3619.3287752049146,3643.095023559266,3786719,51.442843235220714,46.545088944300645,61.238351817060845
2021-11-12,3596.4287714786283,3602.113768667608,3562.126209753355,3600.609247682355,4561497,43.75034033958891,45.613506076063395,40.02400886663993
2021-11-15,3632.948070523332,3635.998010444038,3615.161460328756,3628.6765492163395,4124594,45.51801641593906,45.58167618935528,45.39069686910662
2021-11-16,3683.951744846361,3683.951744846361,3652.4871046615917,3671.6890048308715,3019712,57.264436459820146,49.475929612843565,72.8414501537733
2021-11-17,3638.4870510297783,3638.4870510297783,3626.767126855828,3635.617301745117,1262199,56.232725901887655,51.72819504252492,65.24178762061312
2021-11-18,3662.21692169257,3678.7653922438158,3653.3190958762666,3670.997088169615,3870524,64.23757526624814,55.89798845043266,80.9167488978791
2021-11-19,3687.720591207951,3687.720591207951,3636.4092149482594,3684.444363618005,2137273,72.8780773675178,61.55801808946104,95.51819592363135
2021-11-22,3723.2456321147715,3723.2456321147715,3696.000838054583,3714.3562009494244,3785385,80.07962046378003,67.73188554756736,104.77509029620538
2021-11-23,3782.7338620275837,3793.3202263868293,3770.203292667251,3787.352787993073,4247233,85.85936738635661,73.77437949383044,110.02934317140895
2021-11-24,3773.747794675146,3781.2487536679764,3773.747794675146,3774.759559837308,4488592,87.89685234857167,78.48187044541085,106.72681615489333
2021-11-25,3742.0417015014805,3748.639237553531,3717.642903979315,3741.931777056271,4867293,82.31650558249959,79.76008215777375,87.42935243195126
2021-11-26,3697.959943002268,3713.7416342341708,3697.959943002268,3703.774115112247,2913207,70.28956975121167,76.60324468891972,57.662219875795586
2021-11-29,3673.4243500800526,3688.468260257218,3622.595826305153,3668.667699104843,2204966,55.855082854457045,69.68719074409883,28.190867075173486
2021-11-30,3662.3283605361835,3690.221840028642,3662.3283605361835,3663.2144785544524,1033734,45.16736962719181,61.513917038463156,12.474274804649113
2021-12-01,3677.6811988619024,3677.6811988619024,3659.452768629813,3674.597972726155,1213299,40.264814320572555,54.430882799166284,11.932677363385096
2021-12-02,3676.973069034484,3683.5112438660385,3676.973069034484,3683.5112438660385,3771034,38.736728679197995,49.19949809251018,17.81118985257362
2021-12-03,3711.304109461798,3714.5540344505384,3704.8925069700144,3714.5540344505384,1142728,43.77899963054863,47.39266527185633,36.55166834793323
2021-12-06,3718.505537231828,3718.505537231828,3713.1409296586826,3713.1409296586826,1671253,48.20972759757344,47.665019380428696,49.29914403186292
2021-12-07,3766.6511870522877,3774.137563574443,3750.852831041181,3769.461947811673,2553185,64.44469672276946,53.25824516120895,86.8175998458905
2021-12-08,3770.1465721919344,3770.1465721919344,3725.259555148332,3757.169580096374,3900077,72.56416300859674,59.693551110338205,98.30538680511381
2021-12-09,3861.2971587348375,3864.3858555809725,3861.2971587348375,3864.3858555809725,3494000,81.70944200573115,67.03218140880251,111.06396319958841
2021-12-10,3889.6860721089465,3890.7359183105905,3874.0691051450444,3887.938951115004,3717312,87.4031860134946,73.8225162770332,114.56452548641738
2021-12-13,3859.482403186354,3867.348606925957,3845.0078230394483,3852.2971691431667,2006152,86.06219755658257,77.902410036883,102.38177259598172
2021-12-14,3797.422357201115,3830.9799767015174,3797.422357201115,3808.225269652645,3421075,77.84174746325972,77.88218917900858,77.76086403176203
2021-12-15,3812.933196295683,3827.222927278217,3795.185707582459,3826.4083433541123,1693812,73.68987889430993,76.48475241744235,68.1001318480451
2021-12-16,3804.8301570319927,3820.0438627429467,3804.8301570319927,3816.47541666968,2717202,68.52174412917742,73.83041632135404,57.90439974482419
2021-12-17,3853.870552898777,3853.870552898777,3821.292644389174,3844.1633937150145,2431907,69.63299013050957,72.4312742577392,64.0364218760503
2021-12-20,3858.0811947631946,3873.3240148059776,3848.2046768471864,3862.3441269005343,4262331,74.03612294162237,72.96622381903359,76.17592118679994
2021-12-21,3878.5494919328203,3878.5494919328203,3848.624434620462,3858.806300887893,4993767,71.55188694815561,72.49477819540759,69.66610445365166
2021-12-22,3820.1188926644822,3846.86750278044,3784.27394157437,3824.434748911072,2589804,60.275640096316806,68.42173216237732,43.98345596419577
2021-12-23,3764.855724439661,3764.855724439661,3737.5205831822973,3763.4666191014735,4825091,46.31631736494499,61.05326056323321,16.842430968368546
2021-12-24,3756.909478297713,3756.909478297713,3745.357970692644,3745.357970692644,1652168,32.72997539857347,51.61216550834663,-5.0344048209728385
2021-12-27,3794.656648829767,3796.521264990748,3779.49262228892,3779.49262228892,3719848,31.74041752012308,44.988249512272105,5.244753535825026
2021-12-28,3803.680521027354,3803.680521027354,3775.511712963832,3788.0623130137556,1821247,33.10622859653414,41.02757587369278,17.263534042216847
2021-12-29,3747.4009974131695,3799.919197523208,3731.69568976683,3738.3663660644943,4831957,23.584949943565295,35.21336723031695,0.32811537006199387
2021-12-30,3753.2265890652593,3763.342865796491,3728.8080501389413,3745.555223579609,3146449,19.451320128346318,29.95935152966007,-1.5647426742811845
2021-12-31,3765.8152511455696,3765.8152511455696,3761.357839374732,3761.357839374732,3157259,20.213322948374795,26.71067533589831,7.218618173327769
2022-01-03,3732.3231365158135,3735.922795060281,3711.609319849441,3726.521977202745,3442089,17.150657728584918,23.524002800127175,4.4039675855004035
2022-01-04,3729.2025733782098,3733.318076574848,3726.445823712513,3733.318076574848,3507050,19.293180786491956,22.1137287955821,13.65208476831166
2022-01-05,3730.307983080773,3746.1257493994713,3730.307983080773,3736.4222561166707,4689638,21.84536246092538,22.024273350696525,21.487540681383095
2022-01-06,3691.5831027837817,3691.608017131845,3666.184439051715,3691.608017131845,1292552,20.72704225602995,21.591862985807666,18.997400796474523
2022-01-07,3705.691031042358,3735.0401646067767,3705.691031042358,3706.952763755993,3761349,23.70154002995579,22.295088667190374,26.51444275548662
2022-01-10,3727.16436813926,3731.4871558815285,3690.807023404126,3730.5459442617475,3030290,31.843105287006438,25.477760873795727,44.57379411342786
2022-01-11,3780.4160850606368,3784.279565011041,3775.1581395795024,3775.1581395795024,2195055,51.98747185872446,34.31433120210531,87.33375317196277
2022-01-12,3826.0245457520314,3826.0245457520314,3800.1565238145954,3818.728443407824,2208957,66.47010605693883,45.03292282038315,109.34447253005018
