date,open,high,low,close,volume,pattern
2021-08-23,3271.799380702665,3275.252291545074,3232.4766867396006,3275.252291545074,68312852,head_shoulder_top
2021-08-24,3251.552351998867,3253.176493355843,3219.145029972921,3236.3729857187586,39849397,head_shoulder_top
2021-08-25,3195.192887233942,3214.3499948673593,3186.522383163516,3203.0573089949517,29712961,head_shoulder_top
2021-08-26,3151.0312258490685,3151.0312258490685,3134.2334913102422,3136.611897340092,74638386,head_shoulder_top
2021-08-27,3120.9560198149934,3120.9560198149934,3107.992573245088,3116.2828658028684,45812151,head_shoulder_top
2021-08-30,3123.461973300738,3162.277530214276,3101.529299318788,3136.62928749089,46886176,head_shoulder_top
2021-08-31,3267.2665621815363,3267.2665621815363,3263.666907688023,3263.666907688023,73815393,head_shoulder_top
2021-09-01,3246.8672830699948,3278.7952998619176,3246.8672830699948,3267.4524936172606,58459307,head_shoulder_top
2021-09-02,3283.3518874827273,3332.978872372019,3267.9943842484117,3277.202138850846,57135815,head_shoulder_top
2021-09-03,3271.710026014182,3271.710026014182,3249.8124251067898,3263.044377174985,82908917,head_shoulder_top
2021-09-06,3110.5603001473046,3116.0978174489856,3093.9531290716473,3116.0978174489856,45062950,head_shoulder_top
2021-09-07,3106.553700044882,3132.424483596934,3097.0392770303683,3105.4027039976027,64262005,head_shoulder_top
2021-09-08,3119.1477109299262,3119.1477109299262,3097.413204457176,3100.968369755182,50998195,head_shoulder_top
2021-09-09,3264.6116464640872,3276.407658538854,3222.224471984778,3269.5723728197854,59185644,head_shoulder_top
2021-09-10,3236.685871959877,3247.000692966759,3223.516549321655,3247.000692966759,73622181,head_shoulder_top
2021-09-13,3274.5151627901705,3274.5151627901705,3241.9974887274766,3260.0243863171454,58017033,head_shoulder_top
2021-09-14,3268.0062250777805,3293.033846848792,3240.875699579721,3248.8776083445623,58417537,head_shoulder_top
2021-09-15,3156.16661387135,3183.945886236064,3156.131621791001,3156.131621791001,69026206,head_shoulder_top
2021-09-16,3239.6668715227165,3259.494864982558,3201.991018469246,3229.866200708722,46808607,head_shoulder_top
2021-09-17,3288.6973942024397,3288.6973942024397,3252.6267682419543,3275.51531946639,38805501,head_shoulder_top
2021-09-20,3316.640066743753,3324.044218004138,3300.525924849974,3324.044218004138,35787797,head_shoulder_top
2021-09-21,3245.4815375551198,3250.213580405408,3221.5819109332215,3250.213580405408,22776213,head_shoulder_top
2021-09-22,3355.2808444148413,3355.2808444148413,3322.6011566150755,3342.9366378948134,83616807,head_shoulder_top
2021-09-23,3250.154759787498,3265.3057190334994,3233.807723222813,3233.807723222813,36826500,head_shoulder_top
2021-09-24,3273.472518832563,3291.1620737687754,3234.218979672748,3267.954112367224,47726081,head_shoulder_top
2021-09-27,3408.6329623326733,3426.7819455498984,3408.6329623326733,3417.6536645808646,50227985,head_shoulder_top
2021-09-28,3358.322486093379,3358.322486093379,3290.9778546365505,3338.421543224377,56984441,head_shoulder_top
2021-09-29,3284.5995194187963,3289.8399472301116,3265.6003144536294,3289.8399472301116,63712774,head_shoulder_top
2021-09-30,3286.010425430885,3306.515921294051,3269.6575093642928,3289.3175491858924,62922983,head_shoulder_top
2021-10-01,3248.8194565309122,3273.382128243582,3245.4862982772584,3245.4862982772584,42604367,head_shoulder_top
2021-10-04,3140.9558420600843,3140.9558420600843,3108.718823998528,3126.3791578183973,51302921,head_shoulder_top
2021-10-05,3131.986610943137,3142.095689958989,3070.2273727251377,3123.9831911539413,54315395,head_shoulder_top
2021-10-06,3044.0807806868174,3069.4672979698066,2991.672356791786,3040.29683788013,49022204,head_shoulder_top
2021-10-07,3071.595239840267,3071.961886249233,3055.689012560142,3067.3320605551107,74991575,head_shoulder_top
2021-10-08,2994.6029442085605,3018.777193413945,2993.261780119058,2994.2120677706284,59806668,head_shoulder_top
2021-10-11,3104.2217785260905,3163.7650684953946,3093.6178697848736,3099.032700704945,64405532,head_shoulder_top
2021-10-12,3012.975977580034,3046.2586704756313,3012.975977580034,3036.0153270799824,62018879,head_shoulder_top
2021-10-13,3003.6847276935805,3025.4798285339507,3003.6847276935805,3006.3598539655827,68588532,head_shoulder_top
2021-10-14,3060.8409458130714,3060.8409458130714,3036.4896499421816,3058.6266047417384,54424154,head_shoulder_top
2021-10-15,2953.6284332171394,2978.9414491612856,2953.6284332171394,2963.8627766105224,33744828,head_shoulder_top
2021-10-18,2977.714479733577,2994.378288081329,2933.2460316721995,2974.2673931913873,56345140,head_shoulder_top
2021-10-19,3060.7037160943637,3078.412999602431,3033.70315302254,3062.5823459493045,43113322,head_shoulder_top
2021-10-20,2956.7110672236618,2956.7110672236618,2897.567001838903,2941.2213394692462,46196961,head_shoulder_top
2021-10-21,2962.990528889213,2964.5214268079694,2932.4141467508757,2949.073675700248,59061724,head_shoulder_top
2021-10-22,2958.388618871281,3000.3694026201947,2949.856090629197,2962.5285057011615,69028413,head_shoulder_top
2021-10-25,3012.387343659004,3033.9185692294445,3003.75934218664,3013.7511056190133,52018703,head_shoulder_top
2021-10-26,2919.165719436422,2948.3456514139034,2909.2183319732057,2919.8134587283325,57849743,head_shoulder_top
2021-10-27,2816.2369373145766,2827.3279622757423,2793.083297472972,2820.058055146358,79070577,head_shoulder_top
2021-10-28,2854.822362095494,2877.4031468726776,2838.483724017402,2853.153053709306,54771242,head_shoulder_top
2021-10-29,2863.722418470737,2886.542221181197,2832.9824987154952,2870.2517998898834,89620969,head_shoulder_top
2021-11-01,2874.423748278531,2884.2065326834677,2874.423748278531,2884.2065326834677,58966477,symmetric_triangle
2021-11-02,2910.7034885432463,2922.4494973865603,2888.3622350241744,2905.2760445388576,24313774,symmetric_triangle
2021-11-03,2858.0354121343294,2858.0354121343294,2832.869621736047,2852.647933332124,63145010,symmetric_triangle
2021-11-04,2858.9992679043057,2866.4955421391355,2858.9992679043057,2865.914568664554,56180286,symmetric_triangle
2021-11-05,2891.518970025901,2898.5839356536712,2850.7437309987718,2883.7729646708876,69965563,symmetric_triangle
2021-11-08,2823.9508015918473,2845.6748185422102,2798.8865257763114,2829.311592163286,62022618,symmetric_triangle
2021-11-09,2963.0845562812683,2963.0845562812683,2929.5181005249774,2960.835814170211,52365291,symmetric_triangle
2021-11-10,2999.722666918148,3023.251229502144,2979.1703705895648,2992.358377083455,32688961,symmetric_triangle
2021-11-11,2903.917837902127,2925.7948950740897,2900.1151442065616,2904.2106918115023,49899819,symmetric_triangle
2021-11-12,2953.3531027950767,2953.3531027950767,2949.329560351639,2949.329560351639,38771994,symmetric_triangle
2021-11-15,2872.7637808921418,2877.221428204802,2872.7637808921418,2877.221428204802,43798320,symmetric_triangle
2021-11-16,2930.455104486093,2941.3627451909533,2880.880109179442,2932.1833326101214,60703112,symmetric_triangle
2021-11-17,3012.2561915537776,3018.1093548633967,3012.2561915537776,3014.1176451829087,77766919,symmetric_triangle
2021-11-18,2947.1524894760764,2967.5883641543332,2932.0792676694,2953.7681474949363,57963208,symmetric_triangle
2021-11-19,3020.4927786063445,3027.5996063638922,2999.37386657242,3022.09546379575,34322679,symmetric_triangle
2021-11-22,3036.8302401625247,3051.0047655922745,3027.4551802286023,3051.0047655922745,57616573,symmetric_triangle
2021-11-23,3105.025187936248,3114.7998634110313,3080.2131455624735,3109.6070734350196,69834028,symmetric_triangle
2021-11-24,3243.040974650131,3252.8462953294606,3243.040974650131,3245.814934042297,45049671,symmetric_triangle
2021-11-25,3225.529408100473,3253.1950874909276,3225.529408100473,3228.0102607093963,48541310,symmetric_triangle
2021-11-26,3171.5291620080993,3173.828576492663,3161.574982544323,3173.828576492663,51927462,symmetric_triangle
2021-11-29,3109.518000142123,3153.8596736797476,3109.518000142123,3110.0942775957587,40275797,symmetric_triangle
2021-11-30,3056.2789057792693,3056.2789057792693,3011.985315493674,3051.8892984644103,61631385,symmetric_triangle
2021-12-01,3055.087193561572,3083.2528567215113,3010.575923412521,3047.092989025455,48343183,symmetric_triangle
2021-12-02,3066.6419917485555,3080.786487654772,3020.188380120031,3072.63145897945,57124146,symmetric_triangle
2021-12-03,3082.580731938671,3122.0789576735347,3068.3900669604886,3093.7479324145897,37370170,symmetric_triangle
2021-12-06,3144.855530186321,3168.846974988442,3144.855530186321,3154.717597721052,45370775,symmetric_triangle
2021-12-07,3152.6675914984444,3191.4988233564677,3146.601695176561,3157.2823029815936,60916951,symmetric_triangle
2021-12-08,3260.3338408995796,3269.2491557464073,3253.6490178051154,3263.7796217762543,47670508,symmetric_triangle
2021-12-09,3239.279505376262,3246.7795277688397,3206.3040670680216,3246.7795277688397,76428056,symmetric_triangle
2021-12-10,3431.502149216139,3488.037650072823,3431.502149216139,3444.8971148878363,49756502,symmetric_triangle
2021-12-13,3487.6396039193082,3504.0102409175406,3483.47010183642,3492.41849836539,54730972,symmetric_triangle
2021-12-14,3435.2506987484276,3451.679675219835,3433.3819780848953,3433.3819780848953,65708348,symmetric_triangle
2021-12-15,3365.1558359710098,3397.482448472538,3307.5742620598967,3359.1594394303074,30934070,symmetric_triangle
2021-12-16,3391.298664649122,3396.979328414895,3389.7401791511934,3396.979328414895,24701206,symmetric_triangle
2021-12-17,3379.97618065992,3409.7972722236195,3346.514876689989,3384.169144118778,27493687,symmetric_triangle
2021-12-20,3429.4896508173965,3440.6346726440024,3417.0958471463623,3439.0505377695713,70534591,symmetric_triangle
2021-12-21,3476.460121393317,3487.9380465493887,3474.028132157035,3476.788043388276,42807540,symmetric_triangle
2021-12-22,3466.5505948754862,3490.8052467809443,3463.3944050198643,3475.3964725228484,88413029,symmetric_triangle
2021-12-23,3424.3413371365355,3424.3413371365355,3387.3240815393174,3418.4636872833244,43201735,symmetric_triangle
2021-12-24,3295.858699101348,3313.6117034266395,3295.858699101348,3313.6117034266395,55932550,symmetric_triangle
2021-12-27,3282.311492701188,3325.6365839516084,3242.518708753622,3285.856567264221,73976334,symmetric_triangle
2021-12-28,3355.1122978617755,3383.3161488140468,3352.0842863211737,3352.0842863211737,82067110,symmetric_triangle
2021-12-29,3374.0949228507952,3384.456651408644,3354.592586834864,3372.2351232123906,81520105,symmetric_triangle
2021-12-30,3314.0025778334457,3314.0025778334457,3287.442993880634,3287.442993880634,70704766,symmetric_triangle
2021-12-31,3308.442074009566,3312.358946868969,3281.31289819499,3304.9738342243418,65891375,symmetric_triangle
2022-01-03,3327.8805042396407,3378.4557728158024,3314.0971958484633,3337.934910913427,59875373,symmetric_triangle
2022-01-04,3278.7280892429303,3288.8434927559956,3251.511021944127,3279.6673621692266,63452045,symmetric_triangle
2022-01-05,3278.6882874021976,3314.023434185846,3278.6882874021976,3296.2531601719957,42235385,symmetric_triangle
2022-01-06,3305.3051074591795,3342.0623117748155,3278.8073816219453,3306.104521045815,38024991,symmetric_triangle
2022-01-07,3221.5376392724556,3229.608975228129,3221.5376392724556,3229.608975228129,52317953,symmetric_triangle
2022-01-10,3270.257197668818,3304.8483975051586,3240.772148709975,3261.301107709805,48418994,breakaway_gap
2022-01-11,3302.2840118970344,3307.737216351525,3255.2904634149413,3307.737216351525,44605442,symmetric_triangle
2022-01-12,3390.7115003739955,3438.6327695815116,3366.725387881129,3391.899675189573,62927089,symmetric_triangle
2022-01-13,3467.450297259371,3480.2023036535575,3435.600068991304,3474.0742226007555,66694943,symmetric_triangle
2022-01-14,3398.934375183861,3398.934375183861,3368.458291718096,3381.295663576981,54069979,symmetric_triangle
2022-01-17,3317.0936028084716,3320.2934635781608,3283.2972715813307,3320.2934635781608,74000204,symmetric_triangle
2022-01-18,3382.4935978797066,3382.4935978797066,3363.9994353014417,3363.9994353014417,34173889,symmetric_triangle
2022-01-19,3416.0354680693927,3416.0354680693927,3392.2192720880234,3407.7122831889415,48377870,symmetric_triangle
2022-01-20,3456.5990551524533,3456.5990551524533,3434.122960794819,3451.607339989147,40519393,symmetric_triangle
2022-01-21,3740.0341281393876,3747.7672004769006,3735.659960541378,3735.901476011434,29611737,symmetric_triangle
2022-01-24,3788.453704353566,3820.86487551559,3783.9833371096183,3783.9833371096183,50030457,symmetric_triangle
2022-01-25,3850.4000165023067,3893.111686191674,3850.4000165023067,3872.796467167744,50467043,symmetric_triangle
2022-01-26,3945.30239822846,3971.689787437931,3914.5405793775412,3948.606000158925,74621652,symmetric_triangle
2022-01-27,4012.839602243931,4012.839602243931,3944.0762083234126,4002.690883923726,60813388,symmetric_triangle
2022-01-28,3986.6488996912353,3987.233793198256,3954.872213375066,3987.233793198256,35024862,symmetric_triangle
2022-01-31,4032.104126219318,4109.070494550994,4017.981807155837,4049.1736995308925,79341080,symmetric_triangle
2022-02-01,4000.241467821891,4000.8704580764525,3987.436914250109,4000.8704580764525,69522823,symmetric_triangle
2022-02-02,4011.604227903326,4046.826299909377,3966.969849257171,3991.199950347727,58973761,symmetric_triangle
2022-02-03,3978.4954554137503,3978.4954554137503,3963.668658573251,3963.668658573251,47297329,symmetric_triangle
2022-02-04,3976.2673467617606,3992.9697412231803,3946.4720564517775,3977.0071179215256,35943800,symmetric_triangle
2022-02-07,4162.977642361594,4194.392734513389,4133.103649739676,4151.128876655587,48611462,symmetric_triangle
2022-02-08,4019.744471519887,4070.975668081,4019.744471519887,4024.1691302320223,69486159,symmetric_triangle
2022-02-09,4060.213528362173,4094.6853003583087,4060.213528362173,4081.074408547522,79663164,symmetric_triangle
2022-02-10,3961.4416016870414,3979.0949688778674,3955.1379956544693,3972.458810866717,75882868,symmetric_triangle
2022-02-11,3964.4806618302073,3964.4806618302073,3915.9438028229733,3945.9792817296634,43338309,symmetric_triangle
2022-02-14,4028.5630317087944,4056.180279068122,4000.4309752446775,4031.877151047312,35336206,symmetric_triangle
2022-02-15,4041.0341420823715,4081.789336823628,4007.1717065206385,4043.9868669310135,52412743,symmetric_triangle
2022-02-16,3970.2786845118408,3989.8494893868237,3945.0585193013176,3973.853223460191,25238287,symmetric_triangle
2022-02-17,3952.2406791418002,3960.1038316621025,3929.792096381396,3929.792096381396,55968723,symmetric_triangle
2022-02-18,4005.5788826767966,4041.2638859483136,3964.8836077520855,3986.1350074173556,49199433,symmetric_triangle
2022-02-21,3967.1581811348065,3967.1581811348065,3893.246195652458,3940.9260347725035,44156618,none
2022-02-22,3961.9572045802975,3987.1159601579934,3961.9572045802975,3963.8484979353416,26657742,none
2022-02-23,3977.9464663780805,3977.9464663780805,3966.1540301490822,3974.421657266596,57970031,none
2022-02-24,3916.8447255322635,3934.7475421632844,3885.7927494718388,3934.7475421632844,43017788,none
2022-02-25,4114.4462771192,4122.226991797823,4069.0515430515643,4096.296393629194,36395025,none
2022-02-28,4134.526349966453,4163.297576998028,4134.526349966453,4149.061918964186,10000000,none
2022-03-01,4012.9162811334313,4013.9628803945407,4010.3082706247515,4010.3082706247515,53047201,none
2022-03-02,4017.4489707934777,4052.7302009656455,3987.795919005396,4030.7177210238397,77090121,none
2022-03-03,3982.928202101959,4004.490747889426,3982.928202101959,3989.9768972046118,75939967,none
2022-03-04,4047.98470559784,4101.871095350717,4047.98470559784,4058.1779854951437,44824140,none
2022-03-07,4000.546751556543,4025.9577221880263,3976.7068240140443,4007.855580323463,42222413,none
2022-03-08,3999.7624821164195,4006.2420502472146,3983.5463616698607,4006.2420502472146,57071889,none
2022-03-09,4042.492264595922,4089.4049491946134,4007.778682806358,4049.15233621145,36083953,none
2022-03-10,4128.2318727777465,4129.043978612048,4096.438233988072,4117.937023074037,56197246,none
2022-03-11,4024.4767667513293,4066.768545481723,4020.8226988669267,4037.860612614681,63474343,none
2022-03-14,4022.671424530108,4024.576554225643,4019.84244464951,4020.011687187794,68848000,none
2022-03-15,4006.5227948059,4006.5227948059,3991.9367471161754,3991.9367471161754,49200980,none
2022-03-16,3944.8172018545924,3968.6988057526105,3917.3624482017144,3950.8999643493735,47983562,none
2022-03-17,4075.097637746027,4100.54326857152,4019.351702410765,4083.8933502979594,40086795,none
2022-03-18,4115.958094230345,4147.139667880082,4101.806308211377,4118.806553240972,38444448,none
2022-03-21,4047.9232592021763,4047.9232592021763,4024.6170439930297,4033.6474723877272,48714034,head_shoulder_bottom
2022-03-22,4107.615039337555,4107.615039337555,4094.947068827047,4105.224473146512,57254041,head_shoulder_bottom
2022-03-23,4256.579204922131,4269.356533520072,4237.963625362993,4263.373499761104,67413250,head_shoulder_bottom
2022-03-24,4349.228534192623,4380.980872838016,4328.803251941601,4342.924215315612,39784047,head_shoulder_bottom
2022-03-25,4224.582440405267,4247.990611703063,4224.582440405267,4238.598963496568,74851643,head_shoulder_bottom
2022-03-28,4217.259360605165,4219.269503574125,4201.461438020999,4208.656536133916,46644594,head_shoulder_bottom
2022-03-29,4309.923347442954,4347.34121745419,4277.784716013255,4304.64661724831,51909408,head_shoulder_bottom
2022-03-30,4254.381866921003,4258.314102381452,4228.500849460805,4258.314102381452,39879873,head_shoulder_bottom
2022-03-31,4283.928790572315,4294.73329762684,4273.177540979139,4294.73329762684,14484392,head_shoulder_bottom
2022-04-01,4343.229115805345,4368.035246299468,4343.229115805345,4354.813104906036,64640299,head_shoulder_bottom
2022-04-04,4299.106485114261,4299.106485114261,4270.330343460683,4292.219824393781,62510954,head_shoulder_bottom
2022-04-05,4307.741067795906,4307.741067795906,4274.239618597244,4291.917020785368,45787141,head_shoulder_bottom
2022-04-06,4054.597078624357,4074.33875604896,4034.35855101222,4062.3640067826773,56655585,head_shoulder_bottom
2022-04-07,3997.7495984332863,4020.0019495247316,3992.259602276858,3992.259602276858,59495096,head_shoulder_bottom
2022-04-08,3952.6538761934366,3993.2462432899306,3952.6538761934366,3977.5576872776273,26931433,head_shoulder_bottom
2022-04-11,3884.2058533218815,3913.761105218492,3884.2058533218815,3891.030148968708,44287979,head_shoulder_bottom
2022-04-12,4011.331206158242,4071.4009644338644,3997.6505468054056,4011.705003987492,64922039,head_shoulder_bottom
2022-04-13,3901.0279130764156,3919.3025181910825,3896.9196360885,3911.7031475328145,33742137,head_shoulder_bottom
2022-04-14,3871.9053601254714,3904.830113871091,3811.736022523195,3882.814200879212,55147389,head_shoulder_bottom
2022-04-15,3887.0440289018134,3898.5262648743733,3887.0440289018134,3894.8467259593394,29960207,head_shoulder_bottom
2022-04-18,4004.568972452781,4004.568972452781,3988.278330782434,4001.0617290243636,59651120,head_shoulder_bottom
2022-04-19,3897.754721919506,3901.8595759721875,3894.3697219071346,3899.946441335585,52058113,head_shoulder_bottom
2022-04-20,3959.020662195159,3990.2777472332928,3952.826437160586,3985.7839807803657,27926615,head_shoulder_bottom
