date,open,high,low,close,volume,tr,atr,ma,price_deviation,trend_strength,signal,position,entry_price,stop_loss,take_profit,strategy_returns,cumulative_returns,drawdown
2021-05-28,3776.8094350779443,3781.253790390646,3769.650460709674,3769.650460709674,18776510,57.79166222188087,65.54760999710145,3996.427187205329,-3.4597253279819555,3.4597253279819555,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-05-31,3770.49008046806,3810.1269860195944,3770.49008046806,3781.721020188304,28677518,40.47652530992036,63.75681823373137,3976.572894891292,-3.0561731294159697,3.0561731294159697,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-01,3757.187902049034,3776.4775537289365,3754.184094661721,3776.4775537289365,44239091,27.536925526583218,61.169683040363644,3955.9326518911594,-2.933726140836907,2.933726140836907,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-02,3767.0387300663997,3799.855292249475,3737.238501656385,3760.012620750244,34207963,62.61679059309017,61.2730478655584,3938.444354091381,-2.912075366850379,2.912075366850379,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-03,3662.7668224671406,3693.206013767888,3660.0821338244664,3672.8073868280167,34188041,99.93048692577759,64.03429351271691,3921.374796698479,-3.881785778133053,3.881785778133053,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-04,3629.394345466303,3660.630011204056,3615.785334710162,3631.026603774064,18828325,57.022052117854855,63.53341912736962,3903.9144672156417,-4.2951861742951625,4.2951861742951625,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-07,3596.265152379614,3604.7009674938404,3596.265152379614,3604.7009674938404,16927416,34.76145139444998,61.478278575018216,3887.4812931367514,-4.59967865394688,4.59967865394688,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-08,3656.1187298851187,3696.0286571879374,3656.1187298851187,3669.3428981275165,48939633,91.32768969409699,63.610379369238125,3872.455106823364,-3.193067086062252,3.193067086062252,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-09,3695.07279652606,3695.07279652606,3666.499869414391,3691.0756367574822,34137617,28.572927111668832,61.10770420798317,3859.8519492519395,-2.7619481811985356,2.7619481811985356,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-10,3591.7542312270207,3613.0315419816825,3586.3091011059305,3586.3091011059305,12241105,104.76653565155175,64.22619216823806,3846.465608480953,-4.050629479847607,4.050629479847607,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-11,3602.5109202612584,3620.5883321732204,3596.738671019359,3606.669485201663,44874739,34.27923106728986,62.08712351817032,3830.713014059985,-3.6085345263700916,3.6085345263700916,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-14,3565.8041051482664,3605.0471038431756,3565.8041051482664,3584.3786585389385,20710632,40.86538005339662,60.57128469925791,3814.5573112708016,-3.8001282930471376,3.8001282930471376,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-15,3540.6032572749164,3544.4755574653805,3523.062910847782,3544.4755574653805,37730519,61.3157476911565,60.62446062725066,3796.8268815428955,-4.162533100774232,4.162533100774232,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-16,3584.5925761858507,3584.5925761858507,3577.5435146177856,3581.785860092894,40253569,40.11701872047024,59.15964334819491,3783.0821871645476,-3.4025953450545208,3.4025953450545208,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-17,3633.3737554596732,3665.9669251899745,3633.3737554596732,3644.152514082581,31452647,84.18106509708059,60.9468877588296,3772.3999004439224,-2.1042483230452023,2.1042483230452023,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-18,3701.7894879974046,3701.7894879974046,3654.3685706500805,3700.432465997178,41938643,57.63697391482356,60.71046534140059,3763.2687733090515,-1.035016071092824,1.035016071092824,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-21,3650.2668069301703,3669.7841077973894,3650.2668069301703,3650.378580421151,33831594,50.16565906700771,59.95726489322967,3754.6704895098615,-1.739437402196892,1.739437402196892,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-22,3636.2286354727485,3636.2286354727485,3632.020638108684,3632.020638108684,15119641,18.357942312467003,56.98588470888948,3744.610568899646,-1.9757512121839238,1.9757512121839238,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-23,3652.8599585488982,3678.4301104655733,3633.777827360225,3651.9865467554887,49308102,46.40947235688918,56.2304266837466,3736.3215759961467,-1.499811298160309,1.499811298160309,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-24,3703.2832296141755,3710.504382753901,3678.9229860909472,3710.504382753901,44650021,58.517835998412465,56.39381306336559,3730.473171194543,-0.3540953759981474,0.3540953759981474,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-25,3690.444537063212,3702.8455930900395,3676.9869321966744,3681.6338607485422,23224541,33.517450557226766,54.75978717006996,3724.7749764051227,-0.7878247503518443,0.7878247503518443,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-28,3669.1051996630877,3692.7608674278376,3660.8491046536533,3670.2688919837683,28699008,31.911762774184353,53.1277854275067,3714.9051361105894,-0.8401676028399044,0.8401676028399044,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-29,3603.361103192525,3603.5578901701024,3599.1555847290097,3603.5578901701024,22750721,71.11330725475864,54.41246555802469,3702.752981906815,-1.8230214477403588,1.8230214477403588,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-30,3524.757671175605,3552.2198030765244,3524.1376471452613,3531.349061037544,22390870,79.42024302484106,56.198735377083004,3690.226380444497,-2.8270621810422605,2.8270621810422605,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-07-01,3576.385141404731,3594.9586687761157,3576.385141404731,3579.55865103894,48144148,63.60960773857187,56.728083402903636,3677.5815177713316,-1.7279425084080042,1.7279425084080042,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-07-02,3653.8083609391642,3661.40490361682,3653.8083609391642,3660.2856222445157,39159511,81.84625257788002,58.52223834397338,3669.991883050933,-0.1658559392306131,0.1658559392306131,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-07-05,3653.947916516443,3655.2122256216535,3653.947916516443,3655.2122256216535,26646014,6.337705728072706,54.7947717285519,3661.7408963775933,-0.11914769511737856,0.11914769511737856,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-07-06,3727.2827285488406,3727.2827285488406,3683.927446601972,3714.5662195527234,26862611,72.07050292718714,56.02875252845441,3659.316097808304,0.9861030140972743,0.9861030140972743,1,1.0,3714.5662195527234,3546.4799619673604,3938.681229666541,0.0,1.0,0.0
2021-07-07,3725.0525059144566,3753.0375804487976,3725.0525059144566,3735.301434528903,32840605,38.4713608960742,54.77465312614154,3660.1701641325776,1.3716430156719424,1.3716430156719424,1,1.0,3714.5662195527234,3546.4799619673604,3938.681229666541,0.0,1.0,0.0
2021-07-08,3683.6006977481275,3695.5266159327175,3683.6006977481275,3695.5266159327175,18061792,51.700736780775514,54.5550876729011,3659.238980391376,0.6651558468554415,0.6651558468554415,1,1.0,3714.5662195527234,3546.4799619673604,3938.681229666541,0.0,1.0,0.0
2021-07-09,3726.972218370499,3728.9579962250814,3716.038367606,3716.038367606,34653591,33.43138029236388,53.04625143143416,3657.451910621254,1.1044410378454965,1.1044410378454965,1,1.0,3714.5662195527234,3546.4799619673604,3938.681229666541,0.0,1.0,0.0
2021-07-12,3805.4508074360037,3813.4509548782994,3774.2375231875862,3807.0446165924564,13235863,97.41258727229933,56.215275420067385,3658.2960305013917,2.646052785111239,2.646052785111239,1,1.0,3714.5662195527234,3546.4799619673604,3938.681229666541,0.0,1.0,0.0
2021-07-13,3798.425938079454,3827.84179274597,3796.7240761095077,3803.5155952711816,20783675,31.11771663646232,54.42259264980988,3659.1972985527996,2.651808553977191,2.651808553977191,1,1.0,3714.5662195527234,3546.4799619673604,3938.681229666541,0.0,1.0,0.0
2021-07-14,3904.0144969976295,3904.0144969976295,3843.6656440594065,3895.9117432306953,38817246,100.49890172644791,57.713757583855454,3663.7272693021487,4.023035124531497,4.023035124531497,1,1.0,3714.5662195527234,3546.4799619673604,3938.681229666541,0.0,1.0,0.0
2021-07-15,3732.6155670336243,3742.197570057891,3732.6155670336243,3737.1421097053094,47937462,163.29617619707096,65.25535891337084,3665.8717600647246,1.0921761956010243,1.0921761956010243,1,1.0,3714.5662195527234,3546.4799619673604,3938.681229666541,0.0,1.0,0.0
2021-07-16,3798.5915397307303,3809.973606051339,3763.041120760098,3784.76948803336,47723927,72.83149634602978,65.79651158713219,3670.996522873368,1.7291640911589394,1.7291640911589394,1,1.0,3714.5662195527234,3546.4799619673604,3938.681229666541,0.0,1.0,0.0
2021-07-19,3793.3406046876325,3805.9153157216438,3788.204361202873,3788.204361202873,42353996,21.14582768828359,62.60717702292872,3677.113302663669,1.7744141138725817,1.7744141138725817,1,1.0,3714.5662195527234,3546.4799619673604,3938.681229666541,0.0,1.0,0.0
2021-07-20,3764.6982432335926,3785.637608398749,3742.4751830929013,3768.37551003664,23748887,45.7291781099716,61.40160567200321,3680.414389727307,1.432554073246982,1.432554073246982,1,1.0,3714.5662195527234,3546.4799619673604,3938.681229666541,0.0,1.0,0.0
2021-07-21,3788.1673325797856,3792.0588758312456,3728.720292741168,3771.893060820451,46167193,63.338583090077464,61.53996120186565,3683.108303862739,1.4427171422236844,1.4427171422236844,1,1.0,3714.5662195527234,3546.4799619673604,3938.681229666541,0.0,1.0,0.0
2021-07-22,3646.1295837869898,3650.5519713995413,3630.998451596989,3650.5519713995413,13275072,140.89460922346188,67.20815034626538,3685.2497328725253,-0.5162731200638089,0.5162731200638089,-1,0.0,0.0,0.0,0.0,-0.017233303801726305,0.9827666961982737,-0.017233303801726274
2021-07-23,3640.5820352541336,3659.8476257534558,3588.3748299858503,3635.186724764459,20074698,71.47279576760548,67.51276787636111,3686.2003075246193,-0.7556138544576267,0.7556138544576267,-1,0.0,3714.5662195527234,0.0,0.0,0.0,0.9827666961982737,-0.017233303801726274
2021-07-26,3656.5189279410424,3676.4853138624603,3654.3314993328504,3654.3314993328504,31595058,41.29858909800123,65.6403265350497,3688.5320688844163,-0.5210298509606581,0.5210298509606581,-1,0.0,3714.5662195527234,0.0,0.0,0.0,0.9827666961982737,-0.017233303801726274
2021-07-27,3750.3657579688124,3750.3657579688124,3690.781691139671,3740.627100478938,18676514,96.03425863596203,67.81132168511486,3695.0704536515345,0.671814760357389,0.671814760357389,1,1.0,3740.627100478938,3537.193135423593,4011.8723872193973,0.0,0.9827666961982737,-0.017233303801726274
2021-07-28,3718.6350447378113,3718.6350447378113,3696.464116185533,3707.05782015165,15932572,44.16298429340486,66.12215472856414,3699.2461856534933,0.11813944252458264,0.11813944252458264,0,1.0,3740.627100478938,3537.193135423593,4011.8723872193973,0.0,0.9827666961982737,-0.017233303801726274
2021-07-29,3656.215211369029,3666.230608306632,3607.0310499055067,3655.981198234529,38482724,100.02677024614331,68.5439129798198,3699.640475125225,-0.6369533776624281,0.6369533776624281,-1,0.0,0.0,0.0,0.0,-0.022628799923299206,0.9605278652587211,-0.039472134741278864
2021-07-30,3617.7563777257515,3631.64906246614,3606.5437805357874,3623.2159690441545,12145977,49.43741769874168,67.17916331688564,3697.066591893458,-1.0993084641579756,1.0993084641579756,-1,0.0,3740.627100478938,0.0,0.0,0.0,0.9605278652587211,-0.039472134741278864
2021-08-02,3678.7698291084407,3692.550168029166,3675.3886762972993,3675.3886762972993,12226217,69.33419898501143,67.33309443603748,3697.900261755996,-0.33433166331128994,0.33433166331128994,-1,0.0,3740.627100478938,0.0,0.0,0.0,0.9605278652587211,-0.039472134741278864
2021-08-03,3687.2673278420093,3729.773739647672,3687.2673278420093,3692.271946737226,44187163,54.38506335037255,66.4082350727757,3699.9086387102802,-0.1149961592065429,0.1149961592065429,0,0.0,3740.627100478938,0.0,0.0,0.0,0.9605278652587211,-0.039472134741278864
2021-08-04,3672.2835985990714,3688.3112228904297,3630.791402571501,3657.5554476083985,30038018,61.48054416572495,66.05625715084349,3700.094268738711,-0.6439786776470321,0.6439786776470321,-1,0.0,3740.627100478938,0.0,0.0,0.0,0.9605278652587211,-0.039472134741278864
2021-08-05,3686.33920577469,3686.33920577469,3673.7018747306693,3685.332849493179,18905865,28.78375816629159,63.39393579480407,3699.2552176300205,-0.2196167182600261,0.2196167182600261,0,0.0,3740.627100478938,0.0,0.0,0.0,0.9605278652587211,-0.039472134741278864
2021-08-06,3685.3578319096073,3710.5877733224474,3677.3205604199647,3688.0524820177093,48145210,33.2672129024827,61.242027016781115,3699.4691716723255,-0.18641919953903385,0.18641919953903385,0,0.0,3740.627100478938,0.0,0.0,0.0,0.9605278652587211,-0.039472134741278864
2021-08-09,3744.3637219526163,3779.081017994703,3740.5975010099,3742.981212122413,36466281,91.02853597699368,63.36963479965344,3701.892915676947,0.6483909300624693,0.6483909300624693,1,1.0,3742.981212122413,3552.8723077234526,3996.459751321027,0.0,0.9605278652587211,-0.039472134741278864
2021-08-10,3687.6223547494533,3715.8286213997562,3661.221455753824,3697.58458154457,48703819,81.75975636858902,64.68321491172027,3705.0271387227626,-0.11506164602903879,0.11506164602903879,0,1.0,3742.981212122413,3552.8723077234526,3996.459751321027,0.0,0.9605278652587211,-0.039472134741278864
2021-08-11,3667.428923985827,3705.6375755720483,3667.428923985827,3674.5694505130286,32174126,38.208651586221094,62.792174674184615,3709.801151705279,-0.5610842652776464,0.5610842652776464,-1,0.0,0.0,0.0,0.0,-0.01827734571250824,0.9429719653988899,-0.057028034601110056
2021-08-12,3656.3644411217956,3695.249846345299,3587.3415514333565,3647.607164380116,19869865,107.90829491194245,66.01475469116731,3712.069435483318,-0.9764827788086445,0.9764827788086445,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-08-13,3551.609479664328,3585.1535244240604,3534.4126023249714,3556.28168184676,37217757,113.19456205514462,69.3847409314514,3708.6026374700596,-2.195309135387346,2.195309135387346,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-08-16,3562.9812710559386,3585.6192725463193,3551.028996977279,3570.457172710551,21287967,34.59027556904039,66.89942197699348,3705.7774690396895,-2.022742384465967,2.022742384465967,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-08-17,3586.2983803172056,3611.9205767288263,3582.4533134542744,3582.4533134542744,37952543,41.46340401827547,65.08256355137077,3701.3737055030747,-1.8272235382205622,1.8272235382205622,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-08-18,3587.5065424625036,3592.3490659107824,3568.687150134102,3579.019226529474,13561497,23.661915776680416,62.123945853178604,3696.16429856976,-1.8856669587141506,1.8856669587141506,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-08-19,3566.2517305082474,3572.2401592691745,3525.4207910525265,3561.131156438979,34096114,53.59843547694754,61.51498082630496,3691.684449919969,-2.1223008074996144,2.1223008074996144,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-08-20,3479.2431363888504,3479.2431363888504,3444.8078683071926,3472.3259319710437,12870524,116.32328813178628,65.42985991955362,3683.56070206547,-3.2284154414229347,3.2284154414229347,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-08-23,3437.9244459385986,3480.3805741533374,3436.226946261777,3443.135942679993,42145513,44.15362789156052,63.91012906041125,3671.4304129350553,-3.572117184104981,3.572117184104981,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-08-24,3408.834319584428,3418.5553966400093,3406.948250008944,3418.5553966400093,42848720,36.18769267104926,61.929955032599686,3658.598406314016,-3.876040432253645,3.876040432253645,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-08-25,3376.4445899886828,3402.2279387358676,3346.489957904692,3366.3366011424737,47421725,72.06543873531746,62.65391815422238,3640.9459015777416,-4.38295494560002,4.38295494560002,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-08-26,3350.3511927180907,3370.9513241721556,3334.3972143505084,3352.514770569858,49661943,36.55410982164722,60.78964613046701,3628.1249902732266,-4.533834908527891,4.533834908527891,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-08-27,3370.860700153616,3372.5525952348485,3370.860700153616,3372.5525952348485,26810950,20.037824664990694,57.87880174007585,3614.3844271799435,-4.178245310452726,4.178245310452726,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-08-30,3490.708115740213,3498.3041677374003,3462.003996211475,3481.4600061696606,26990515,125.75157250255188,62.72685679453843,3604.1596153455025,-1.9560936964806643,1.9560936964806643,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-08-31,3491.4943012752624,3491.4943012752624,3475.615484721359,3487.6144696168208,46325466,15.878816553903562,59.38056820592165,3594.800913998175,-1.8050760984578322,1.8050760984578322,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-09-01,3501.882933018959,3520.1312914372756,3498.6929103867315,3498.6929103867315,35308552,32.51682182045488,57.4617291783883,3585.694242317051,-1.514074379144181,1.514074379144181,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-09-02,3504.9101571297624,3515.7151087728525,3454.488078405293,3489.799309752067,10671253,61.227030367559564,57.7306792633291,3580.3358202621353,-1.5682564567983104,1.5682564567983104,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-09-03,3365.8585056030183,3370.3248804672157,3328.8801171249006,3370.1960708260826,36719009,160.91919262716647,65.10128736074606,3571.5027984641897,-3.0922080929460765,3.0922080929460765,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-09-06,3370.3229793044748,3376.2506847005307,3364.080321871034,3364.080321871034,42260205,12.170362829496753,61.32050703708539,3561.8277592154623,-3.2248173881673017,3.2248173881673017,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-09-07,3363.506947905645,3406.073197524727,3341.622291144787,3363.123463549502,33465520,64.45090637994008,61.54410699014644,3549.244304651148,-3.024186233321169,3.024186233321169,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-09-08,3508.1873179126937,3508.1873179126937,3490.205687066022,3506.3037856643373,16911616,145.0638543631917,67.50980323107824,3542.552503501571,-0.536940060588812,0.536940060588812,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-09-09,3500.775669431651,3500.775669431651,3466.004718653923,3490.106633842369,44560584,40.29906701041409,65.56617921531651,3537.0233513551657,-0.7155627806025473,0.7155627806025473,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-09-10,3507.063368168695,3539.970548245642,3488.4433877083934,3503.5049579886854,16615379,51.52716053724862,64.56339216688309,3533.032984319983,-0.4573493637845673,0.4573493637845673,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
2021-09-13,3500.4555111061245,3541.4938788371287,3496.6910009951566,3496.6910009951566,32403427,44.80287784197208,63.15192685796087,3527.076395143245,-0.4811475383234174,0.4811475383234174,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9429719653988899,-0.057028034601110056
