date,open,high,low,close,volume,tr,atr,channel_mid,channel_high,channel_low,signal,position,entry_price,stop_loss,take_profit,strategy_returns,cumulative_returns,drawdown
2021-05-25,3787.3332490776434,3787.3332490776434,3751.727815483951,3787.3101766313926,44291982,151.01401033789853,67.67263400844033,3919.534461509826,3973.6725687165786,3865.3963543030736,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-05-26,3712.921245894622,3713.9361517477523,3708.1082902310704,3709.6794448007086,45353386,79.20188640032211,68.49615203643188,3900.5713117336522,3955.3682333627976,3845.774390104507,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-05-27,3732.3287807931897,3732.3287807931897,3696.7596581648386,3723.462128168765,27706306,35.569122628351124,66.14422136442612,3884.4940458981478,3937.4094229896887,3831.578668806607,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-05-28,3776.8094350779443,3781.253790390646,3769.650460709674,3769.650460709674,18776510,57.79166222188087,65.54760999710145,3870.8463246092388,3923.28441260692,3818.4082366115576,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-05-31,3770.49008046806,3810.1269860195944,3770.49008046806,3781.721020188304,28677518,40.47652530992036,63.75681823373137,3862.4059196620015,3913.4113742489867,3811.400465075016,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-01,3757.187902049034,3776.4775537289365,3754.184094661721,3776.4775537289365,44239091,27.536925526583218,61.169683040363644,3851.9165394829197,3900.852285915211,3802.9807930506286,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-02,3767.0387300663997,3799.855292249475,3737.238501656385,3760.012620750244,34207963,62.61679059309017,61.2730478655584,3842.54029194224,3891.5587302346867,3793.5218536497932,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-03,3662.7668224671406,3693.206013767888,3660.0821338244664,3672.8073868280167,34188041,99.93048692577759,64.03429351271691,3828.330349277306,3879.55778408748,3777.1029144671325,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-04,3629.394345466303,3660.630011204056,3615.785334710162,3631.026603774064,18828325,57.022052117854855,63.53341912736962,3813.5601425668333,3864.386877868729,3762.733407264938,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-07,3596.265152379614,3604.7009674938404,3596.265152379614,3604.7009674938404,16927416,34.76145139444998,61.478278575018216,3789.449267011772,3838.6318898717864,3740.2666441517576,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-08,3656.1187298851187,3696.0286571879374,3656.1187298851187,3669.3428981275165,48939633,91.32768969409699,63.610379369238125,3769.5306258013848,3820.4189292967753,3718.642322305994,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-09,3695.07279652606,3695.07279652606,3666.499869414391,3691.0756367574822,34137617,28.572927111668832,61.10770420798317,3755.1258612580773,3804.0120246244637,3706.239697891691,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-10,3591.7542312270207,3613.0315419816825,3586.3091011059305,3586.3091011059305,12241105,104.76653565155175,64.22619216823806,3730.2861659162127,3781.667119650803,3678.905212181622,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-11,3602.5109202612584,3620.5883321732204,3596.738671019359,3606.669485201663,44874739,34.27923106728986,62.08712351817032,3711.5324873392256,3761.202186153762,3661.862788524689,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-14,3565.8041051482664,3605.0471038431756,3565.8041051482664,3584.3786585389385,20710632,40.86538005339662,60.57128469925791,3690.308276187032,3738.765303946438,3641.8512484276257,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-15,3540.6032572749164,3544.4755574653805,3523.062910847782,3544.4755574653805,37730519,61.3157476911565,60.62446062725066,3674.1193015759645,3722.618870077765,3625.619733074164,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-16,3584.5925761858507,3584.5925761858507,3577.5435146177856,3581.785860092894,40253569,40.11701872047024,59.15964334819491,3665.593062595443,3712.9207772739987,3618.265347916887,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-17,3633.3737554596732,3665.9669251899745,3633.3737554596732,3644.152514082581,31452647,84.18106509708059,60.9468877588296,3660.3057549896976,3709.063265196761,3611.548244782634,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-18,3701.7894879974046,3701.7894879974046,3654.3685706500805,3700.432465997178,41938643,57.63697391482356,60.71046534140059,3655.6912220088643,3704.259594281985,3607.122849735744,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-21,3650.2668069301703,3669.7841077973894,3650.2668069301703,3650.378580421151,33831594,50.16565906700771,59.95726489322967,3646.9350593577205,3694.9008712723044,3598.9692474431367,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-22,3636.2286354727485,3636.2286354727485,3632.020638108684,3632.020638108684,15119641,18.357942312467003,56.98588470888948,3637.304598316371,3682.8933060834825,3591.7158905492597,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-23,3652.8599585488982,3678.4301104655733,3633.777827360225,3651.9865467554887,49308102,46.40947235688918,56.2304266837466,3630.1028600500536,3675.0872013970506,3585.1185187030565,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-24,3703.2832296141755,3710.504382753901,3678.9229860909472,3710.504382753901,44650021,58.517835998412465,56.39381306336559,3632.61599311178,3677.731043562472,3587.5009426610877,1,1.0,3710.504382753901,3569.519850095487,3907.882728475681,0.0,1.0,0.0
2021-06-25,3690.444537063212,3702.8455930900395,3676.9869321966744,3681.6338607485422,23224541,33.517450557226766,54.75978717006996,3635.9898102434113,3679.7976399794675,3592.181980507355,1,1.0,3710.504382753901,3569.519850095487,3907.882728475681,0.0,1.0,0.0
2021-06-28,3669.1051996630877,3692.7608674278376,3660.8491046536533,3670.2688919837683,28699008,31.911762774184353,53.1277854275067,3640.361005209407,3682.863233551412,3597.8587768674015,0,1.0,3710.504382753901,3569.519850095487,3907.882728475681,0.0,1.0,0.0
2021-06-29,3603.361103192525,3603.5578901701024,3599.1555847290097,3603.5578901701024,22750721,71.11330725475864,54.41246555802469,3635.975338012246,3679.505310458666,3592.4453655658263,0,1.0,3710.504382753901,3569.519850095487,3907.882728475681,0.0,1.0,0.0
2021-06-30,3524.757671175605,3552.2198030765244,3524.1376471452613,3531.349061037544,22390870,79.42024302484106,56.198735377083004,3625.3268996309166,3670.285887932583,3580.36791132925,-1,0.0,0.0,0.0,0.0,-0.04828327990907531,0.9517167200909247,-0.04828327990907533
2021-07-01,3576.385141404731,3594.9586687761157,3576.385141404731,3579.55865103894,48144148,63.60960773857187,56.728083402903636,3624.8768696264506,3670.2593363487736,3579.4944029041276,-1,0.0,3710.504382753901,0.0,0.0,0.0,0.9517167200909247,-0.04828327990907533
2021-07-02,3653.8083609391642,3661.40490361682,3653.8083609391642,3660.2856222445157,39159511,81.84625257788002,58.52223834397338,3628.4512787626404,3675.2690694378193,3581.6334880874615,0,0.0,3710.504382753901,0.0,0.0,0.0,0.9517167200909247,-0.04828327990907533
2021-07-05,3653.947916516443,3655.2122256216535,3653.947916516443,3655.2122256216535,26646014,6.337705728072706,54.7947717285519,3633.173516568155,3677.0093339509963,3589.3376991853133,0,0.0,3710.504382753901,0.0,0.0,0.0,0.9517167200909247,-0.04828327990907533
2021-07-06,3727.2827285488406,3727.2827285488406,3683.927446601972,3714.5662195527234,26862611,72.07050292718714,56.02875252845441,3644.5128940406444,3689.3358960634077,3599.689892017881,1,1.0,3714.5662195527234,3574.4943382315873,3910.666853402314,0.0,0.9517167200909247,-0.04828327990907533
2021-07-07,3725.0525059144566,3753.0375804487976,3725.0525059144566,3735.301434528903,32840605,38.4713608960742,54.77465312614154,3654.747265669712,3698.566988170625,3610.927543168799,1,1.0,3714.5662195527234,3574.4943382315873,3910.666853402314,0.0,0.9517167200909247,-0.04828327990907533
2021-07-08,3683.6006977481275,3695.5266159327175,3683.6006977481275,3695.5266159327175,18061792,51.700736780775514,54.5550876729011,3658.172205793054,3701.816275931375,3614.5281356547334,0,1.0,3714.5662195527234,3574.4943382315873,3910.666853402314,0.0,0.9517167200909247,-0.04828327990907533
2021-07-09,3726.972218370499,3728.9579962250814,3716.038367606,3716.038367606,34653591,33.43138029236388,53.04625143143416,3659.212599233643,3701.64960037879,3616.7755980884954,1,1.0,3714.5662195527234,3574.4943382315873,3910.666853402314,0.0,0.9517167200909247,-0.04828327990907533
2021-07-12,3805.4508074360037,3813.4509548782994,3774.2375231875862,3807.0446165924564,13235863,97.41258727229933,56.215275420067385,3669.657001645063,3714.6292219811166,3624.684781309009,1,1.0,3714.5662195527234,3574.4943382315873,3910.666853402314,0.0,0.9517167200909247,-0.04828327990907533
2021-07-13,3798.425938079454,3827.84179274597,3796.7240761095077,3803.5155952711816,20783675,31.11771663646232,54.42259264980988,3681.089998789229,3724.6280729090768,3637.551924669381,1,1.0,3714.5662195527234,3574.4943382315873,3910.666853402314,0.0,0.9517167200909247,-0.04828327990907533
2021-07-14,3904.0144969976295,3904.0144969976295,3843.6656440594065,3895.9117432306953,38817246,100.49890172644791,57.713757583855454,3697.3516785542433,3743.5226846213277,3651.180672487159,1,1.0,3714.5662195527234,3574.4943382315873,3910.666853402314,0.0,0.9517167200909247,-0.04828327990907533
2021-07-15,3732.6155670336243,3742.197570057891,3732.6155670336243,3737.1421097053094,47937462,163.29617619707096,65.25535891337084,3699.12752701767,3751.331814148367,3646.9232398869735,0,1.0,3714.5662195527234,3574.4943382315873,3910.666853402314,0.0,0.9517167200909247,-0.04828327990907533
2021-07-16,3798.5915397307303,3809.973606051339,3763.041120760098,3784.76948803336,47723927,72.83149634602978,65.79651158713219,3706.003235503325,3758.6404447730306,3653.3660262336193,1,1.0,3714.5662195527234,3574.4943382315873,3910.666853402314,0.0,0.9517167200909247,-0.04828327990907533
2021-07-19,3793.3406046876325,3805.9153157216438,3788.204361202873,3788.204361202873,42353996,21.14582768828359,62.60717702292872,3713.865600117932,3763.951341736275,3663.779858499589,1,1.0,3714.5662195527234,3574.4943382315873,3910.666853402314,0.0,0.9517167200909247,-0.04828327990907533
2021-07-20,3764.6982432335926,3785.637608398749,3742.4751830929013,3768.37551003664,23748887,45.7291781099716,61.40160567200321,3724.8534414423675,3773.97472597997,3675.732156904765,1,1.0,3714.5662195527234,3574.4943382315873,3910.666853402314,0.0,0.9517167200909247,-0.04828327990907533
2021-07-21,3788.1673325797856,3792.0588758312456,3728.720292741168,3771.893060820451,46167193,63.338583090077464,61.53996120186565,3740.8897080945617,3790.121677056054,3691.6577391330693,0,1.0,3714.5662195527234,3574.4943382315873,3910.666853402314,0.0,0.9517167200909247,-0.04828327990907533
2021-07-22,3646.1295837869898,3650.5519713995413,3630.998451596989,3650.5519713995413,13275072,140.89460922346188,67.20815034626538,3745.6225961186015,3799.3891163956137,3691.8560758415892,-1,0.0,0.0,0.0,0.0,-0.017233303801726305,0.9353154967204153,-0.06468450327958475
2021-07-23,3640.5820352541336,3659.8476257534558,3588.3748299858503,3635.186724764459,20074698,71.47279576760548,67.51276787636111,3743.949336286598,3797.959550587687,3689.939121985509,-1,0.0,3714.5662195527234,0.0,0.0,0.0,0.9353154967204153,-0.06468450327958475
2021-07-26,3656.5189279410424,3676.4853138624603,3654.3314993328504,3654.3314993328504,31595058,41.29858909800123,65.6403265350497,3743.8906212006773,3796.402882428717,3691.3783599726376,-1,0.0,3714.5662195527234,0.0,0.0,0.0,0.9353154967204153,-0.06468450327958475
2021-07-27,3750.3657579688124,3750.3657579688124,3690.781691139671,3740.627100478938,18676514,96.03425863596203,67.81132168511486,3745.6280132624247,3799.8770706105165,3691.378955914333,0,0.0,3714.5662195527234,0.0,0.0,0.0,0.9353154967204153,-0.06468450327958475
2021-07-28,3718.6350447378113,3718.6350447378113,3696.464116185533,3707.05782015165,15932572,44.16298429340486,66.12215472856414,3743.745105637275,3796.6428294201264,3690.847381854424,0,0.0,3714.5662195527234,0.0,0.0,0.0,0.9353154967204153,-0.06468450327958475
2021-07-29,3656.215211369029,3666.230608306632,3607.0310499055067,3655.981198234529,38482724,100.02677024614331,68.5439129798198,3741.1087444573955,3795.9438748412513,3686.2736140735396,-1,0.0,3714.5662195527234,0.0,0.0,0.0,0.9353154967204153,-0.06468450327958475
2021-07-30,3617.7563777257515,3631.64906246614,3606.5437805357874,3623.2159690441545,12145977,49.43741769874168,67.17916331688564,3734.9205845532724,3788.663915206781,3681.177253899764,-1,0.0,3714.5662195527234,0.0,0.0,0.0,0.9353154967204153,-0.06468450327958475
2021-08-02,3678.7698291084407,3692.550168029166,3675.3886762972993,3675.3886762972993,12226217,69.33419898501143,67.33309443603748,3726.143521866929,3780.009997415759,3672.277046318099,-1,0.0,3714.5662195527234,0.0,0.0,0.0,0.9353154967204153,-0.06468450327958475
2021-08-03,3687.2673278420093,3729.773739647672,3687.2673278420093,3692.271946737226,44187163,54.38506335037255,66.4082350727757,3718.7272786313315,3771.853866689552,3665.600690573111,0,0.0,3714.5662195527234,0.0,0.0,0.0,0.9353154967204153,-0.06468450327958475
2021-08-04,3672.2835985990714,3688.3112228904297,3630.791402571501,3657.5554476083985,30038018,61.48054416572495,66.05625715084349,3702.836858923178,3755.681864643853,3649.9918532025035,-1,0.0,3714.5662195527234,0.0,0.0,0.0,0.9353154967204153,-0.06468450327958475
2021-08-05,3686.33920577469,3686.33920577469,3673.7018747306693,3685.332849493179,18905865,28.78375816629159,63.39393579480407,3699.3829082423695,3750.098056878213,3648.667759606526,0,0.0,3714.5662195527234,0.0,0.0,0.0,0.9353154967204153,-0.06468450327958475
2021-08-06,3685.3578319096073,3710.5877733224474,3677.3205604199647,3688.0524820177093,48145210,33.2672129024827,61.242027016781115,3692.935107841326,3741.9287294547507,3643.9414862279014,0,0.0,3714.5662195527234,0.0,0.0,0.0,0.9353154967204153,-0.06468450327958475
2021-08-09,3744.3637219526163,3779.081017994703,3740.5975010099,3742.981212122413,36466281,91.02853597699368,63.36963479965344,3689.9202312359625,3740.615939075685,3639.22452339624,1,1.0,3742.981212122413,3584.5571251232795,3964.7749339212,0.0,0.9353154967204153,-0.06468450327958475
2021-08-10,3687.6223547494533,3715.8286213997562,3661.221455753824,3697.58458154457,48703819,81.75975636858902,64.68321491172027,3685.200836003158,3736.9474079325346,3633.454264073782,0,1.0,3742.981212122413,3584.5571251232795,3964.7749339212,0.0,0.9353154967204153,-0.06468450327958475
2021-08-11,3667.428923985827,3705.6375755720483,3667.428923985827,3674.5694505130286,32174126,38.208651586221094,62.792174674184615,3678.712595315996,3728.9463350553438,3628.4788555766486,0,1.0,3742.981212122413,3584.5571251232795,3964.7749339212,0.0,0.9353154967204153,-0.06468450327958475
2021-08-12,3656.3644411217956,3695.249846345299,3587.3415514333565,3647.607164380116,19869865,107.90829491194245,66.01475469116731,3678.5162748480348,3731.3280786009686,3625.704471095101,0,1.0,3742.981212122413,3584.5571251232795,3964.7749339212,0.0,0.9353154967204153,-0.06468450327958475
2021-08-13,3551.609479664328,3585.1535244240604,3534.4126023249714,3556.28168184676,37217757,113.19456205514462,69.3847409314514,3673.2559386535213,3728.7637313986825,3617.74814590836,-1,0.0,0.0,0.0,0.0,-0.04987990045768555,0.8886620528474702,-0.11133794715252976
2021-08-16,3562.9812710559386,3585.6192725463193,3551.028996977279,3570.457172710551,21287967,34.59027556904039,66.89942197699348,3667.664316878702,3721.1838544602965,3614.144779297107,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.8886620528474702,-0.11133794715252976
2021-08-17,3586.2983803172056,3611.9205767288263,3582.4533134542744,3582.4533134542744,37952543,41.46340401827547,65.08256355137077,3657.1193977437238,3709.1854485848203,3605.0533469026273,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.8886620528474702,-0.11133794715252976
2021-08-18,3587.5065424625036,3592.3490659107824,3568.687150134102,3579.019226529474,13561497,23.661915776680416,62.123945853178604,3648.583491502245,3698.282648184788,3598.8843348197024,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.8886620528474702,-0.11133794715252976
2021-08-19,3566.2517305082474,3572.2401592691745,3525.4207910525265,3561.131156438979,34096114,53.59843547694754,61.51498082630496,3642.260155382542,3691.472140043586,3593.048170721498,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.8886620528474702,-0.11133794715252976
2021-08-20,3479.2431363888504,3479.2431363888504,3444.8078683071926,3472.3259319710437,12870524,116.32328813178628,65.42985991955362,3632.200819577668,3684.5447075133106,3579.8569316420253,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.8886620528474702,-0.11133794715252976
2021-08-23,3437.9244459385986,3480.3805741533374,3436.226946261777,3443.135942679993,42145513,44.15362789156052,63.91012906041125,3616.7173040031807,3667.8454072515096,3565.589200754852,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.8886620528474702,-0.11133794715252976
2021-08-24,3408.834319584428,3418.5553966400093,3406.948250008944,3418.5553966400093,42848720,36.18769267104926,61.929955032599686,3598.4695339967,3648.01349802278,3548.9255699706205,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.8886620528474702,-0.11133794715252976
2021-08-25,3376.4445899886828,3402.2279387358676,3346.489957904692,3366.3366011424737,47421725,72.06543873531746,62.65391815422238,3579.054944232305,3629.1780787556827,3528.931809708927,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.8886620528474702,-0.11133794715252976
2021-08-26,3350.3511927180907,3370.9513241721556,3334.3972143505084,3352.514770569858,49661943,36.55410982164722,60.78964613046701,3556.8670723040836,3605.4987892084573,3508.23535539971,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.8886620528474702,-0.11133794715252976
2021-08-27,3370.860700153616,3372.5525952348485,3370.860700153616,3372.5525952348485,26810950,20.037824664990694,57.87880174007585,3535.8337465185596,3582.13678791062,3489.530705126499,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.8886620528474702,-0.11133794715252976
2021-08-30,3490.708115740213,3498.3041677374003,3462.003996211475,3481.4600061696606,26990515,125.75157250255188,62.72685679453843,3518.3989994550425,3568.5804848906732,3468.2175140194117,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.8886620528474702,-0.11133794715252976
2021-08-31,3491.4943012752624,3491.4943012752624,3475.615484721359,3487.6144696168208,46325466,15.878816553903562,59.38056820592165,3504.4009919931927,3551.90544655793,3456.8965374284553,0,0.0,3742.981212122413,0.0,0.0,0.0,0.8886620528474702,-0.11133794715252976
2021-09-01,3501.882933018959,3520.1312914372756,3498.6929103867315,3498.6929103867315,35308552,32.51682182045488,57.4617291783883,3492.6758893181063,3538.6452726608168,3446.706505975396,0,0.0,3742.981212122413,0.0,0.0,0.0,0.8886620528474702,-0.11133794715252976
2021-09-02,3504.9101571297624,3515.7151087728525,3454.488078405293,3489.799309752067,10671253,61.227030367559564,57.7306792633291,3482.155365676236,3528.3399090868993,3435.970822265573,0,0.0,3742.981212122413,0.0,0.0,0.0,0.8886620528474702,-0.11133794715252976
2021-09-03,3365.8585056030183,3370.3248804672157,3328.8801171249006,3370.1960708260826,36719009,160.91919262716647,65.10128736074606,3469.7496582748577,3521.8306881634544,3417.668628386261,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.8886620528474702,-0.11133794715252976
2021-09-06,3370.3229793044748,3376.2506847005307,3364.080321871034,3364.080321871034,42260205,12.170362829496753,61.32050703708539,3455.991201552223,3505.0476071818916,3406.9347959225547,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.8886620528474702,-0.11133794715252976
2021-09-07,3363.506947905645,3406.073197524727,3341.622291144787,3363.123463549502,33465520,64.45090637994008,61.54410699014644,3441.369211558572,3490.604497150689,3392.1339259664546,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.8886620528474702,-0.11133794715252976
