date,open,high,low,close,volume,TP,SMA_TP,MD,CCI,divergence,signal,position,strategy_returns,cumulative_returns,benchmark_returns,benchmark_cumulative,drawdown
2021-04-20,4476.162561082386,4551.076998679854,4432.419913090132,4493.8481395186855,26916781,4492.448350429557,,,,0,0,0.0,0.0,1.0,-0.005927622203362515,1.0710442154938578,0.0
2021-04-21,4503.4731092531665,4555.078387916589,4492.717701320406,4517.909370249534,76263587,4521.901819828843,,,,0,0,0.0,0.0,1.0,0.005354259864559063,1.0767788645500447,0.0
2021-04-22,4382.675026137069,4425.00666452226,4360.291283897974,4386.691806266057,29720121,4390.663251562097,,,,0,0,0.0,0.0,1.0,-0.02904386813235904,1.045505041200342,0.0
2021-04-23,4261.1237593441765,4288.152471966316,4261.1237593441765,4268.929653486055,46982693,4272.735294932182,,,,0,0,0.0,0.0,1.0,-0.026845321709582537,1.0174381220203284,0.0
2021-04-26,4232.389581249231,4287.541756926541,4229.576916677793,4234.764919793904,33100170,4250.627864466079,,,,0,0,0.0,0.0,1.0,-0.008003114706809922,1.0092954480227183,0.0
2021-04-27,4168.752235763139,4194.963509033725,4121.87772865322,4168.043877645229,18190219,4161.628371777391,,,,0,0,0.0,0.0,1.0,-0.015755548043956513,0.9933934451008498,0.0
2021-04-28,4203.419149102144,4203.419149102144,4184.300635637635,4196.750184608248,61659302,4194.823323116009,,,,0,0,0.0,0.0,1.0,0.006887237228230925,1.0002351814182289,0.0
2021-04-29,4136.450573797721,4188.712096455284,4136.450573797721,4137.325602996052,12627014,4154.162757749686,,,,0,0,0.0,0.0,1.0,-0.014159666169823004,0.9860721851580344,0.0
2021-04-30,4047.35911129606,4074.5497133545337,4041.4605796496853,4041.4605796496853,34772234,4052.4902908846348,4339.321638809664,132.17638474353555,-144.67100079013062,0,0,0.0,0.0,1.0,-0.02317077081797625,0.9632241325457566,0.0
2021-05-03,4153.474177526527,4158.242742026753,4152.670954437468,4152.670954437468,32713635,4154.528216967229,4336.603773392583,135.1660367023239,-89.80340568163041,0,0,0.0,0.0,1.0,0.02751737214703276,0.989729529462021,0.0
2021-05-04,4117.409876704636,4146.608360271212,4117.409876704636,4141.956768048324,67542195,4135.325001674723,4333.529995598218,138.5471922761253,-95.37303531371042,0,0,0.0,0.0,1.0,-0.002580071117287752,0.9871759568891292,0.0
2021-05-05,4140.512907715046,4176.211398117477,4137.101955987134,4152.213872073276,50867616,4155.175742059296,4329.289936898445,143.21125684587702,-81.05237845771212,0,0,0.0,0.0,1.0,0.002476390894293523,0.989620590439835,0.0
2021-05-06,4053.1230954393063,4082.364311453604,4048.103705306674,4054.875866896554,54510632,4061.781294552277,4314.503217499918,155.17540168196706,-108.5747355179382,0,0,0.0,0.0,1.0,-0.023442435331039402,0.9664214737461841,0.0
2021-05-07,4006.176789868971,4041.6111705576964,4006.176789868971,4020.768497409463,71739321,4022.8521526120435,4298.011349486655,166.19945335616438,-110.37308539755811,0,0,0.0,0.0,1.0,-0.008411446023672053,0.9582924716836505,0.0
2021-05-10,4040.942842033991,4057.3521304035785,3985.292332855893,4033.683074940922,39225143,4025.442512733465,4281.80480530184,174.0084840097066,-98.21831160603061,0,1,1.0,0.0,1.0,0.003211967448456532,0.9613704759087993,0.0
2021-05-11,3973.740410016985,4011.7435681268375,3931.4597056740913,3955.5754089679576,12648191,3966.2595609229625,4256.273204853356,174.01813687244768,-111.10475767744018,0,0,1.0,0.0,1.0,-0.019363857923842542,0.9427546346011244,0.0
2021-05-12,4001.7995514339127,4028.8048939373957,3952.789833225294,3987.221132402552,78457758,3989.6052865217475,4229.076717038041,167.48460928850335,-95.32077068000456,0,0,1.0,0.0,1.0,0.008000283185816137,0.9502969386526741,0.0
2021-05-13,3945.8699304046013,3968.70802691509,3941.5868948927864,3948.398202748512,35222396,3952.8977081854628,4201.348271051653,159.05553039145656,-104.13577457496366,0,0,1.0,0.0,1.0,-0.009736838857153263,0.941044050494567,0.0
2021-05-14,3949.226027988134,3969.574974077881,3931.643018960748,3931.643018960748,13550985,3944.2870039997924,4171.064144063572,144.73979721857168,-104.45279249232011,0,0,1.0,0.0,1.0,-0.00424353951334,0.9370506928824998,0.0
2021-05-17,3894.122881541842,3894.122881541842,3862.875391052369,3892.3868677676082,62845243,3883.128380120607,4139.138209254804,135.73129003403267,-125.74345928636211,0,0,1.0,0.0,1.0,-0.009984668242722705,0.9276945525874546,0.0
2021-05-18,4025.5589614157425,4055.3734986149057,3955.723114871164,4029.6339606463666,37299045,4013.5768580441454,4115.194634635534,123.9625297778199,-54.649727232640494,0,0,1.0,0.0,1.0,0.035260393568605775,0.9604054276231399,0.0
2021-05-19,4024.937699887469,4092.2621361958895,4006.2553152275277,4032.3580774426314,44291982,4043.6251762886827,4091.2808024585256,104.81426021779616,-30.311159359943375,0,0,1.0,0.0,1.0,0.0006760209048435328,0.9610546817693383,0.0
2021-05-20,3956.1152381057204,3970.366757687256,3956.1152381057204,3959.7083133020474,65338754,3962.063436365008,4069.8508116986714,92.02000791532264,-78.08981095564206,0,0,1.0,0.0,1.0,-0.018016694635080488,0.9437396530402856,0.0
2021-05-21,4017.559243724923,4022.2432685110316,4017.559243724923,4022.2432685110316,45353386,4020.681926915662,4057.2481432978457,81.00674259799298,-30.093146331162682,0,0,1.0,0.0,1.0,0.0157928186272982,0.9586439622121402,0.0
2021-05-24,3939.470502425266,3939.470502425266,3931.8234434774745,3937.457482535453,52725573,3936.2504761460646,4041.529273881845,73.97767101333291,-94.87439141540062,0,0,1.0,0.0,1.0,-0.021079228757579616,0.938436486835598,0.0
2021-05-25,3957.3163443874187,3957.3163443874187,3932.9443609910313,3955.4109361453034,28677518,3948.5572138412513,4030.875715985038,70.49060754122361,-77.85292728126554,0,0,1.0,0.0,1.0,0.004559656501557763,0.9427154348640969,0.0
2021-05-26,3817.0623915915735,3817.0623915915735,3772.4668282697608,3817.027511363396,66178284,3802.18557707491,4011.243828682983,71.59598149690373,-194.66479099073842,0,0,1.0,0.0,1.0,-0.034985852801622475,0.9097337314261241,0.0
2021-05-27,3728.787221842029,3730.52307177819,3720.5236938066178,3723.9058719939785,34207963,3724.984212526262,3989.784901421812,78.76301585140455,-224.13285053747097,0,0,1.0,0.0,1.0,-0.02439637626194513,0.887539525016069,0.0
2021-05-28,3753.740514272898,3753.740514272898,3706.6953984282,3740.380105356714,18828325,3733.605339352604,3973.8406538452095,88.41876299171736,-181.13449103942614,0,1,1.0,0.0,1.0,0.004423912399782015,0.8914659221260842,0.0
2021-05-31,3806.4525809433594,3811.1783335101004,3795.6400837289043,3795.6400837289043,75414705,3800.819500322636,3956.15521801298,87.86815505472302,-117.8551490723826,0,0,1.0,0.0,1.0,0.014773893779685965,0.9046363449677848,0.0
2021-06-01,3792.8852479693887,3845.721704693043,3792.8852479693887,3809.8569947039505,55110158,3816.1546491221275,3940.1967003853506,88.42487680322392,-93.51972412262806,0,0,1.0,0.0,1.0,0.003745589850837394,0.9080247416801948,0.0
2021-06-02,3774.0555547220138,3803.194732947884,3774.0555547220138,3803.194732947884,12241105,3793.481673539261,3922.1119969593483,90.0424646657031,-95.23678551569917,0,0,1.0,0.0,1.0,-0.001748690768532124,0.9064368871968198,0.0
2021-06-03,3793.5673681060484,3832.580105360592,3753.954927386957,3782.96387269677,44874739,3789.83296848144,3908.5145806558066,92.3924344706605,-85.63588050928169,0,0,1.0,0.0,1.0,-0.005319438438387003,0.9016151519770932,0.0
2021-06-04,3662.6603420465517,3703.7237542824564,3660.9795070313357,3677.741421267584,20710632,3680.814894193792,3891.412717734894,99.77072648804082,-140.72118543131035,0,0,1.0,0.0,1.0,-0.0278148179496559,0.876536890664199,0.0
2021-06-07,3624.479174299576,3663.8595247926705,3607.20516398612,3626.9247959277495,60330593,3632.663161568847,3871.7737501766633,107.14217754080892,-148.7808655103744,0,0,1.0,0.0,1.0,-0.01381734589766781,0.8644254772538256,0.0
2021-06-08,3581.93256236827,3594.74113885885,3581.93256236827,3594.550653997488,15119641,3590.4081184082024,3852.9811780509253,116.48616859191709,-150.2742416069374,0,0,1.0,0.0,1.0,-0.008926058231648604,0.8567095651069373,0.0
2021-06-09,3651.3873549617533,3704.741736439291,3651.3873549617533,3671.233829589862,44650021,3675.787640330302,3837.2902957413535,116.94555182345005,-92.06715027797331,0,0,1.0,0.0,1.0,0.021333174289001944,0.8749858995744186,0.0
2021-06-10,3702.326512317039,3702.326512317039,3665.3108810743333,3696.322250127405,23224541,3687.9865478395927,3824.044737724059,115.9812569928738,-78.20699850541423,0,0,1.0,0.0,1.0,0.006833784417470845,0.8809653645804371,0.0
2021-06-11,3577.637394713918,3602.852468659857,3569.507963543123,3569.507963543123,52857257,3580.6227985820346,3805.8615274531717,117.71458972181756,-127.56205746085789,0,0,1.0,0.0,1.0,-0.03430823342848721,0.8507409992099991,0.0
2021-06-14,3586.5288976116553,3610.8178759314105,3579.434600384078,3592.7426581403124,55807748,3594.331711485267,3791.421694021405,122.31795474457022,-107.41948879470723,0,0,1.0,0.0,1.0,0.006509214949089737,0.8562786552398604,0.0
2021-06-15,3536.9841312265294,3590.784737818471,3536.9841312265294,3564.6929417381916,74109962,3564.1539369277307,3768.950547965584,122.41471184412039,-111.53158960100367,0,0,1.0,0.0,1.0,-0.0078073269006804225,0.8495934078603278,0.0
2021-06-16,3509.6451983362304,3515.406011387452,3488.515408618563,3515.406011387452,52021153,3506.4424771311556,3742.091413007707,119.12047047389929,-131.8826982124706,0,0,1.0,0.0,1.0,-0.013826416792776186,0.8378465752988558,0.0
2021-06-17,3562.8561705235675,3562.8561705235675,3552.1918294108477,3558.6732632082353,75501559,3557.9070877142167,3721.8835955751683,114.77175815705387,-95.24788472588405,0,0,1.0,0.0,1.0,0.012307896066806379,0.8481587038675638,0.0
2021-06-18,3615.7931180647897,3659.4490170860204,3615.7931180647897,3631.906925571606,28699008,3635.7163535741383,3702.6353169080917,102.2153758233731,-43.64572537474759,0,0,1.0,0.0,1.0,0.020578922802636956,0.865612896358839,0.0
2021-06-21,3699.7701838594585,3699.7701838594585,3641.020642712044,3697.736134056743,22750721,3679.508986876082,3689.798242444593,89.12351947037514,-7.696625709020504,0,0,1.0,0.0,1.0,0.01812524655344161,0.8813023435251817,0.0
2021-06-22,3635.698240379043,3660.513628881925,3635.698240379043,3635.865234024082,66085716,3644.0257010950168,3674.571666807281,76.4873654778919,-26.62397510265343,0,0,1.0,0.0,1.0,-0.016732102505319535,0.86655630237514,0.0
2021-06-23,3618.2080606547875,3618.2080606547875,3611.9309779168284,3611.9309779168284,73200828,3614.0233388294814,3665.1635548950094,73.13408636340043,-46.61776617760628,0,0,1.0,0.0,1.0,-0.006582822675405886,0.8608519158983491,0.0
2021-06-24,3635.191602595688,3666.9165499626497,3610.692245991223,3633.8879776062745,39159511,3637.165591186716,3660.7726238280316,71.10385856055477,-22.133850510340327,0,0,1.0,0.0,1.0,0.00607901973312619,0.8660850516823947,0.0
2021-06-25,3691.204217594884,3702.0111538126007,3662.719419955284,3702.0111538126007,54432707,3688.9139091934953,3658.5380523200774,68.64582990180375,29.5000749177528,0,0,1.0,0.0,1.0,0.01874663628216755,0.8823212331357069,0.0
2021-06-28,3678.3304252542653,3691.97984334727,3658.15604648388,3665.1734987823684,59145472,3671.769796204506,3652.0855671141703,61.54809617530661,21.32124339992494,0,0,1.0,0.0,1.0,-0.0099507142198354,0.8735415066946807,0.0
2021-06-29,3647.5136036860813,3677.5446408941148,3636.550437864088,3649.2491454127553,32840605,3654.4480747236526,3644.000238394247,52.65678085346751,13.227592167068599,0,0,1.0,0.0,1.0,-0.004344774776665616,0.8697461655900232,0.0
2021-06-30,3566.525562348592,3566.8177332957625,3560.162100240087,3566.8177332957625,18061792,3564.5991889438706,3632.5561141644766,48.79602552938566,-92.84489120216216,0,0,1.0,0.0,1.0,-0.022588595306136328,0.8500998214364462,0.0
2021-07-01,3467.961880626376,3503.754228511663,3467.7854508978044,3477.698755084664,54641994,3483.0794781647105,3617.21843964864,49.93978206510947,-179.06761027917526,0,0,1.0,0.0,1.0,-0.024985571137875917,0.8288595918736503,0.0
2021-07-02,3528.295113864488,3552.6462724229077,3528.295113864488,3532.9934537393433,13235863,3537.978280008913,3610.076608939396,51.11664030884676,-94.03112632189834,0,0,1.0,0.0,1.0,0.01589979539597386,0.8420382897964318,0.0
2021-07-05,3617.594302346529,3630.0043252195946,3617.594302346529,3627.222431100781,38817246,3624.9403528889684,3609.6904685054024,50.76911391825229,20.025146795774546,0,0,1.0,0.0,1.0,0.02667114405822213,0.8644964143261314,0.0
2021-07-06,3616.528967072362,3618.406334428586,3616.2664785071515,3618.406334428586,47937462,3617.693049121441,3611.054715041065,49.93227613706174,8.863116997583473,0,0,1.0,0.0,1.0,-0.0024305365440517868,0.86239522419891,0.0
2021-07-07,3705.7528029579125,3705.7528029579125,3648.853886481853,3686.8205171261297,74402892,3680.475735521965,3611.2891198006473,50.1197999447282,92.02832120587892,0,0,1.0,0.0,1.0,0.018907269215895806,0.8787007628733416,0.0
2021-07-08,3693.5473456886807,3731.427678788063,3693.5473456886807,3708.811714779952,68934479,3711.2622464188985,3612.4529047296137,51.05082788790039,129.0339396731621,0,0,1.0,0.0,1.0,0.005964813733586594,0.8839420492514416,0.0
2021-07-09,3640.40488670341,3658.112654810068,3640.40488670341,3658.112654810068,47723927,3652.210065441182,3616.0322680725703,50.574264537521756,47.689337254090105,0,0,1.0,0.0,1.0,-0.013669893181108117,0.8718586558598845,0.0
2021-07-12,3695.9219020646956,3696.5053310871026,3679.6815869685774,3679.6815869685774,23748887,3685.289501674753,3620.580157582044,51.87644238148387,83.15829063843091,0,0,1.0,0.0,1.0,0.0058961913406763156,0.8769993013168593,0.0
2021-07-13,3783.3930849875446,3794.9293940995412,3745.107614400821,3785.770439155075,62327105,3775.269149218479,3631.1359181965818,54.24240927698982,177.14703672284463,0,0,1.0,0.0,1.0,0.02883098705121845,0.9022840568170534,0.0
2021-07-14,3770.762029104648,3808.855596295766,3768.7387637224792,3778.345994010099,57366565,3785.3134513427813,3645.0794669071634,53.36662475441608,175.18312875753378,0,0,1.0,0.0,1.0,-0.0019611450996044333,0.9005145468605754,0.0
2021-07-15,3898.086463675427,3898.086463675427,3821.873759882489,3885.9633691076738,13275072,3868.6411975551964,3660.6161723992127,60.08984224132446,230.7933336669921,0,0,1.0,0.0,1.0,0.028482668148492207,0.926163603861695,0.0
2021-07-16,3685.408089085025,3699.5864052738557,3685.408089085025,3692.1160977349277,72008816,3692.3701973646025,3663.448864588735,60.432552548340325,31.90480577801532,0,0,1.0,0.0,1.0,-0.04988396774755466,0.8799628885176992,0.0
2021-07-19,3766.4023403431393,3777.3148262138975,3718.5777961368362,3745.882288011999,20074698,3747.258303454244,3666.8363304176432,63.820018377248424,84.00914016373989,0,0,1.0,0.0,1.0,0.014562432180845075,0.8927772884033988,0.0
2021-07-20,3754.1770197115375,3769.0754693935314,3746.557355232831,3746.557355232831,38482724,3754.063393286398,3672.3382150272128,66.54749347586858,81.87153163409063,0,0,1.0,0.0,1.0,0.000180215812705109,0.892938180987993,0.0
2021-07-21,3713.8147429703595,3741.190979147755,3687.095753266628,3719.2587492912344,79254841,3715.848493901872,3677.4294727808324,65.29813783435301,39.22421311972724,0,0,1.0,0.0,1.0,-0.007286317371724915,0.8864319500079838,0.0
2021-07-22,3743.996661680435,3745.2751276835525,3667.3401520107004,3719.921609358715,79335081,3710.845629684323,3681.1134747057126,64.28272513322045,30.83477965709849,0,0,1.0,0.0,1.0,0.00017822370320619285,0.8865899331927545,0.0
2021-07-23,3564.2144604687755,3570.7029446463284,3546.323675907954,3570.7029446463284,44187163,3562.576521733537,3674.7966053327145,70.38746407636513,-106.28794494563894,0,0,1.0,0.0,1.0,-0.04011338957707522,0.8510258058074804,0.0
2021-07-26,3556.507479161427,3578.9149679775305,3492.3514534916294,3548.6072640781745,62546474,3539.9578951824446,3668.2060102816113,77.63711863257838,-110.12611609669801,0,0,1.0,0.0,1.0,-0.006188047818786679,0.8457596174261223,0.0
2021-07-27,3571.0822968647117,3595.261579512169,3567.878777926642,3567.878777926642,53964403,3577.006378455151,3664.3339254681864,81.89641192734607,-71.08780873941691,0,0,1.0,0.0,1.0,0.005430726032590094,0.8503527061977918,0.0
2021-07-28,3682.0128622817224,3682.0128622817224,3607.574450952466,3667.6897128738688,48145210,3652.425675369352,3668.725249789461,77.06595517394462,-14.100108046689222,0,0,1.0,0.0,1.0,0.02797486718571429,0.8741412102146877,0.0
2021-07-29,3640.599531590139,3640.599531590139,3609.748760085399,3623.624540710976,48703819,3624.6576107955048,3675.8041564210007,69.27915787925085,-49.21782846017568,0,0,1.0,0.0,1.0,-0.012014422051085938,0.8636389087829214,0.0
2021-07-30,3558.857350861053,3571.9104982192976,3499.918070545858,3558.515689061356,19869865,3543.4480859421706,3676.0776467176634,68.9783185529217,-128.18478188305548,0,0,1.0,0.0,1.0,-0.017967880203406783,0.8481211483309089,0.0
2021-08-02,3507.403493767566,3526.5736516242464,3494.531926365886,3515.3490742066024,21287967,3512.151550732245,3670.4382066098274,75.18170267154137,-140.35920111139728,0,0,1.0,0.0,1.0,-0.012130511321741588,0.8378330051388724,0.0
2021-08-03,3579.0119677735756,3595.5358096060495,3574.080036013972,3574.080036013972,68159529,3581.2319605446646,3668.615152180988,77.18706254326415,-75.47308988242611,0,0,1.0,0.0,1.0,0.01670700706177386,0.8518306870723147,0.0
2021-08-04,3583.139375578083,3635.6364332104913,3583.139375578083,3590.4392631965725,13561497,3603.071690661716,3664.7449499379754,79.871206452179,-51.47725696216949,0,0,1.0,0.0,1.0,0.004577185462484756,0.8557296741096805,0.0
2021-08-05,3566.2694544429273,3582.045627129927,3512.312734413814,3544.857939136077,34096114,3546.4054335599394,3656.502109295028,82.63803338273988,-88.81840578592767,0,0,1.0,0.0,1.0,-0.012695194297734469,0.8448660196305211,0.0
2021-08-06,3575.7161291661864,3575.7161291661864,3559.28591089662,3574.2520940870686,74934272,3569.751378049958,3652.379174925467,86.3533243597335,-63.790477466194844,0,0,1.0,0.0,1.0,0.008292054422399442,0.8518716946449334,0.0
2021-08-09,3569.646889611798,3601.1956815852723,3559.6554418253077,3573.563388774496,60593847,3578.1381707283585,3647.0216083781474,87.88410157739258,-52.253241419423055,0,0,1.0,0.0,1.0,-0.0001926851532693119,0.8517075516168849,0.0
2021-08-10,3637.5299895120174,3679.0459762847217,3631.283232401596,3635.5157650216343,79979388,3648.614991235984,3640.6889004790223,80.91812288835536,6.530132331333878,0,0,1.0,0.0,1.0,0.017336302594140873,0.8664730114534301,0.0
2021-08-11,3562.6153057828888,3599.6817444790922,3533.427219503186,3577.0716073884187,42145513,3570.060190456899,3629.926237434728,75.06579823741478,-53.167619504946444,0,0,1.0,0.0,1.0,-0.016075891678293375,0.8525436851791401,0.0
2021-08-12,3535.148389310804,3582.873158602545,3535.148389310804,3545.482912223251,67773185,3554.5014867122004,3614.219251892578,63.233027995165415,-62.960520341725534,0,0,1.0,0.0,1.0,-0.008830881411465596,0.8450149729972293,0.0
2021-08-13,3521.7964143109048,3565.5639832245197,3438.1816050968437,3509.15908420131,47421725,3504.3015575075574,3604.815819899726,62.00033584295939,-108.07926658844916,0,0,1.0,0.0,1.0,-0.010245100292744946,0.8363577098500015,0.0
2021-08-16,3388.913026862604,3430.043783082392,3369.1892343640793,3395.604686739707,26810950,3398.2792347287264,3587.3668664634506,59.79594196910004,-210.81434125015437,0,0,1.0,0.0,1.0,-0.03235943276918951,0.8092936487671171,0.0
2021-08-17,3397.954863291872,3427.3940482885628,3385.0397548617852,3408.660555808203,26990515,3407.031452986184,3570.0152694484395,56.174809734943096,-193.42455836377354,0,0,1.0,0.0,1.0,0.003844931985010014,0.8124053278025272,0.0
2021-08-18,3424.6187821809035,3454.2302684696638,3418.430194795038,3419.1141511196934,46325466,3430.5915381281316,3555.752421659752,56.510355945817196,-147.6553945281892,0,0,1.0,0.0,1.0,0.0030667750984116893,0.8148967922316489,0.0
2021-08-19,3423.2018332224316,3427.677886597579,3397.887178912429,3411.0682797290897,10671253,3412.211115079699,3540.820695929521,58.12205271616599,-147.51667664810563,0,0,1.0,0.0,1.0,-0.00235320350096202,0.8129791742472466,0.0
2021-08-20,3393.0007807817187,3399.726667942199,3343.602635869737,3385.6983037684963,42260205,3376.342535860144,3531.5089966358514,67.96539914282735,-152.201426738361,0,0,1.0,0.0,1.0,-0.007437545625034625,0.8069326045465798,0.0
2021-08-23,3285.039213941345,3285.039213941345,3242.7946764239637,3275.252291545074,33465520,3267.6953939701275,3517.8958715752356,83.45625936090705,-199.86555793505732,0,0,1.0,0.0,1.0,-0.032621339030854846,0.7806093824786151,0.0
2021-08-24,3229.0251721776463,3279.67721022185,3227.285509470093,3236.3729857187586,69414068,3247.778568470234,3501.4344810759894,97.01115283086806,-174.31391835121354,0,0,1.0,0.0,1.0,-0.011870629302872526,0.7713430578688673,0.0
2021-08-25,3189.3948858506083,3203.0573089949517,3188.725536395399,3203.0573089949517,32403427,3198.280051461768,3478.727199880611,109.16077083598698,-171.2746842851401,0,1,1.0,0.0,1.0,-0.010294140036028021,0.7634027444153471,0.0
2021-08-26,3150.7392003238942,3177.997001947405,3113.166524316812,3136.611897340092,46816763,3142.591807868103,3454.6239097342404,121.08134890550473,-171.80300940191657,0,0,1.0,0.0,1.0,-0.020744371781380555,0.7475664340662689,0.0
2021-08-27,3113.266180844097,3138.09430529033,3094.8272497423254,3116.2828658028684,30602307,3116.401473611841,3433.271579117724,133.5512619012282,-158.17651888617544,0,1,1.0,0.0,1.0,-0.006481207175954129,0.7427213011292961,0.0
2021-08-30,3134.268976933842,3136.62928749089,3134.268976933842,3136.62928749089,67245800,3135.8425173052074,3414.4561274463726,144.2107123121687,-128.79931302100894,0,0,1.0,0.0,1.0,0.006529067663047172,0.7475705787591558,0.0
2021-08-31,3276.6712574912362,3283.920884305801,3240.4747833466963,3263.666907688023,15015551,3262.6875251135066,3398.5289056748143,144.08610426836702,-62.85194594860531,0,0,1.0,0.0,1.0,0.040501317992460484,0.7778481724912881,0.0
2021-09-01,3272.9048590109833,3272.9048590109833,3252.65567991298,3267.4524936172606,58294603,3264.337677513741,3381.592205017415,142.2372293982067,-54.95726072082431,0,0,1.0,0.0,1.0,0.0011599179806984772,0.7787504125728142,0.0
2021-09-02,3281.684247996071,3302.6104446700115,3277.202138850846,3277.202138850846,33413609,3285.671574123901,3368.5555120456133,139.5713018972093,-39.58977086505188,0,0,1.0,0.0,1.0,0.0029838674786031305,0.781074100602839,0.0
2021-09-03,3284.2378733592855,3293.427852362078,3222.118961927291,3263.044377174985,67033002,3259.530397154785,3353.0444630008546,134.9627643415335,-46.19252641142074,0,0,1.0,0.0,1.0,-0.0043200758073548284,0.7776998012770733,0.0
2021-09-06,3110.0820201894567,3117.4871741154197,3069.0102876144783,3116.0978174489856,64021286,3100.865093059628,3329.1808091174184,133.930682063876,-113.64869873451846,0,0,1.0,0.0,1.0,-0.045033576850468715,0.742677197509668,0.0
2021-09-07,3114.0466557254654,3120.126306908152,3105.4027039976027,3105.4027039976027,48041288,3110.3105716344526,3302.265588137342,123.51944063608066,-103.60313351722357,0,0,1.0,0.0,1.0,-0.003432213646020421,0.7401281706977871,0.0
2021-09-08,3101.498757446082,3149.7309255836917,3075.9377922716003,3100.968369755182,11208957,3108.8790292034914,3279.2065300746713,113.52782545291716,-100.0210008378483,0,0,1.0,0.0,1.0,-0.0014279417728053634,0.7390713107656177,0.0
2021-09-09,3272.206918503357,3272.7292095996672,3250.2510795562957,3269.5723728197854,61473414,3264.1842206585825,3264.6906667719904,96.45990682085451,-0.3500218416124045,0,0,1.0,0.0,1.0,0.05437140369087823,0.7792556553596016,0.0
2021-09-10,3261.8895070859767,3261.8895070859767,3218.7941983882492,3247.000692966759,52719684,3242.5614661469954,3251.6036622039624,86.09223810739408,-7.001944469285354,0,0,1.0,0.0,1.0,-0.006903557187070364,0.7738760193794786,0.0
2021-09-13,3264.9910571663895,3302.046036808464,3241.9025600050527,3260.0243863171454,60856306,3267.990994376887,3245.0892501863705,80.49819911994771,18.966672083675235,0,0,1.0,0.0,1.0,0.004010991860456503,0.7769800297942121,0.0
2021-09-14,3254.1241825782145,3300.1303522443773,3248.8776083445623,3248.8776083445623,65950884,3265.961856311167,3238.0357703526197,75.30798483238459,24.721668864820852,0,0,1.0,0.0,1.0,-0.0034192314693619608,0.774323355225274,0.0
2021-09-15,3166.2865447566605,3168.826132438862,3156.131621791001,3156.131621791001,69507174,3160.3631253402878,3224.5243497132274,72.26611282210406,-59.18977500181302,0,0,1.0,0.0,1.0,-0.028547085404309502,0.7522186802731066,0.0
2021-09-16,3226.329955250701,3262.387007139547,3226.329955250701,3229.866200708722,74773330,3239.52772103299,3215.890180010892,65.35877706023578,24.11055009012106,0,0,1.0,0.0,1.0,0.023362326972877767,0.7697922590367535,0.0
2021-09-17,3267.26878710155,3314.9815302163547,3234.580017685975,3275.51531946639,26780412,3275.02562245624,3210.8243343406966,61.306100524079554,69.81500760578372,0,0,1.0,0.0,1.0,0.014133439567141082,0.7806720714091024,0.0
2021-09-20,3313.625242123229,3324.044218004138,3287.789125599987,3324.044218004138,19938256,3311.9591872027545,3213.037524002328,63.076652253384694,104.5518002477884,0,0,1.0,0.0,1.0,0.014815653051396538,0.7922382379660148,0.0
2021-09-21,3231.040343733279,3253.7503490264535,3181.8470539943937,3250.213580405408,63989567,3228.6036611420845,3212.0787786359206,62.309655960258645,17.68038704060423,0,0,1.0,0.0,1.0,-0.02221108768615021,0.7746417649942305,0.0
