日期,开盘,收盘,最高,最低,成交量,成交额,short_ma,long_ma,ma_diff,short_slope,long_slope,signal,returns,strategy_returns,cum_returns,benchmark_returns
2023-04-18 17:13:08.537990,4037.343340211399,4040.192593060913,4038.656692870776,4017.4162366633796,2319959,1817921.827019614,,,,,,0,-0.001209667798798164,-0.0,1.0,1.0105808195957686
2023-04-19 17:13:08.537990,4055.541998917205,4062.2342575955586,4076.6346182292086,4050.433655770981,2330559,845448.442627818,,,,,,0,0.005455597481293983,0.0,1.0,1.0160941417697993
2023-04-20 17:13:08.537990,4065.3982870641753,4077.895152923496,4092.4051839319836,4096.809393146179,2246530,1844790.8324407544,,,,,,0,0.0038552418041020164,0.0,1.0,1.0200114303820533
2023-04-21 17:13:08.537990,4079.6747329774216,4079.6810016668533,4081.319503701464,4054.8800646603386,4726395,423791.5508997504,,,,,,0,0.00043793395278379776,0.0,1.0,1.0204581280196452
2023-04-24 17:13:08.537990,4074.2381122107554,4069.9847552765655,4051.107262449175,4063.6910888743682,3437161,1592242.7490218014,,,,,,0,-0.002376716803673129,-0.0,1.0,1.018032788039336
2023-04-25 17:13:08.537990,4035.754435175517,4039.4851475394053,4010.8190957636125,4043.247920128266,2672397,1008331.839095124,,,,,,0,-0.007493789183760091,-0.0,1.0,1.0104038649436138
2023-04-26 17:13:08.537990,4039.3611369026166,4022.566501895643,4034.1858057205322,4052.9367037402426,3892594,567481.9602283271,,,,,,0,-0.00418831732902103,-0.0,1.0,1.0061719729267606
2023-04-27 17:13:08.537990,4011.354548380611,4004.3229055458814,3965.559841370987,3967.783941268447,3062931,455452.88857366017,,,,,,0,-0.004535312552611415,-0.0,1.0,1.00160866854786
2023-04-28 17:13:08.537990,4004.4895996519663,3996.939558171468,4008.689793748918,3999.6716363518026,1256597,1064271.49125761,4035.147162248446,,,,,0,-0.0018438441525751026,-0.0,1.0,0.9997618582611895
2023-05-01 17:13:08.537990,3969.5340474951645,3973.6839166963614,3968.6089204025675,3966.1325966854715,1785290,1194174.669592724,4033.9367769315563,,,,,0,-0.005818362058430893,-0.0,1.0,0.9939448817976162
2023-05-02 17:13:08.537990,3975.1253021888424,3978.939577973277,3994.0924773681677,3934.6516770452076,4340186,1094199.2323816218,4033.33650939825,,,,,0,0.001322616842983626,0.0,1.0,0.995259490039279
2023-05-03 17:13:08.537990,3964.3721152454373,3972.6448901995204,3952.640681349721,3976.1394205322763,2125953,603622.3360478991,4030.76054299798,,,,,0,-0.0015820013474452388,-0.0,1.0,0.9936849881849793
2023-05-04 17:13:08.537990,3984.7053513114297,3984.1390229081057,3940.841572744164,3930.558140803578,4590611,1222038.229112707,4027.1161696881854,,,,,0,0.0028933199483651695,0.0,1.0,0.9965600367836859
2023-05-05 17:13:08.537990,3983.8560129833,3979.214913721263,3969.5647533849865,3982.849704101953,1613899,1242881.5154824061,4023.361913931407,,,,,0,-0.001235928053345936,-0.0,1.0,0.9953283602773815
2023-05-08 17:13:08.537990,3990.59761456927,3999.553567137362,4020.4516916607677,3988.6185605152777,2209619,948667.7090714392,4021.34085921731,,,,,0,0.005111222654993197,0.0,1.0,1.0004157051415885
2023-05-09 17:13:08.537990,4002.243831300475,4007.7430345943253,3988.5253268347838,3995.5070304860783,3751500,1755013.5189841522,4020.8240176640925,,,,,0,0.002047595392709045,0.0,1.0,1.0024641517302302
2023-05-10 17:13:08.537990,4017.8601767488517,4007.3173940107445,3981.216958390803,3973.6324117576614,4344449,1313706.0378628816,4019.9417016926213,,,,,0,-0.00010620455950061114,-0.0,1.0,1.0023576854665806
2023-05-11 17:13:08.537990,4016.0298265102206,4015.7564880415875,4054.92033712839,4024.4846412716483,2227822,820321.8691998858,4019.614985502568,,,,,0,0.0021059210442018195,0.0,1.0,1.004468571610222
2023-05-12 17:13:08.537990,4020.1143595436283,4015.056417554997,4036.05921493325,4025.9844688610146,1363275,461258.91587847844,4018.6218449806815,,,-1.6525317267764421,,0,-0.00017433091091934028,-0.0,1.0,1.0042934616891432
2023-05-15 17:13:08.537990,4020.4994129051684,4027.7945787303834,4033.4022105324743,4017.0780417283013,2212279,1432960.421685751,4017.7572837621856,,,-1.6179493169370744,,0,0.003172598302651819,0.0,1.0,1.0074796814210625
2023-05-16 17:13:08.537990,4026.160280052274,4016.8873141083163,4033.265795435376,3996.000631409749,4515150,605725.7191535007,4016.5920198145554,,,-1.6744489583694757,,0,-0.002707999231059355,-0.0,1.0,1.0047514272184663
2023-05-17 17:13:08.537990,4050.5705227236454,4054.1386209025904,4045.3258011866487,4052.546993648803,3758916,1563260.0410794173,4016.1872379799074,,,-1.457330501807246,,0,0.009273674833605083,0.0,1.0,1.014069165243091
2023-05-18 17:13:08.537990,4013.464875702368,4017.775271164871,3981.1372838908096,4022.840259249754,4054228,1176803.1627039737,4013.1812438919756,,,-1.3934925796209883,,0,-0.0089694391677273,-0.0,1.0,1.0049735335535752
2023-05-19 17:13:08.537990,4023.0465494110917,4026.812193121927,4030.753751628262,4013.591816457681,3214800,1229130.4626670806,4010.53780346473,,,-1.2824110466676757,,0,0.0022492352974325946,0.0,1.0,1.0072339554982295
2023-05-22 17:13:08.537990,4032.302310548072,4024.1705085083113,4066.0587144208484,4054.8082559094755,2738356,1298477.8907292243,4008.2470911263167,,,-1.3093768090993307,,0,-0.0006560237942380143,-0.0,1.0,1.0065731860570581
2023-05-23 17:13:08.537990,4036.049406605758,4040.882859537795,4066.742232425592,4049.3301160908663,3674566,1881867.8379550537,4008.316976726237,,,-1.2507040937855436,,0,0.004152992770596775,0.0,1.0,1.0107534772218296
2023-05-24 17:13:08.537990,4050.1548320041948,4047.756465284823,4051.4921362135433,4051.475965847621,1567684,524535.4027399248,4009.576474895696,,,-1.0365226796925526,,0,0.0017010158388541807,0.0,1.0,1.0124727848957609
2023-05-25 17:13:08.537990,4037.562258936425,4035.9712707690537,4053.638379365602,4032.7545481314764,3001294,711190.6055360272,4011.158893156854,,,-0.8456092345713841,,0,-0.0029115374447163944,-0.0,1.0,1.0095249324707807
2023-05-26 17:13:08.537990,4047.6971931868684,4045.657908449578,4018.487472347045,4033.7942602012827,4248838,1680175.4846159983,4013.5948106707597,,,-0.5027034309921874,,0,0.0024000759744453593,0.0,1.0,1.0119478690068073
2023-05-29 17:13:08.537990,4039.1464521972835,4029.3598513739594,4030.38031704675,4033.916905783197,1521060,588501.3031806763,4016.3786074046393,,,-0.1378676357546283,,0,-0.004028530697461896,-0.0,1.0,1.0078712059522823
2023-05-30 17:13:08.537990,4076.9126122523185,4060.6644923833924,4055.378410783695,4092.0638910380253,4249386,1335340.9909248445,4020.464853125145,,,0.3872833310589613,,0,0.007769135089475521,0.0,1.0,1.0157014935041182
2023-05-31 17:13:08.537990,4061.9633559088597,4057.1383828725507,4026.270863562499,4097.8558551871665,3295296,540807.6207324687,4024.6895277587964,,,0.8502289778889007,,0,-0.0008683577570753886,-0.0,1.0,1.014819501233361
2023-06-01 17:13:08.537990,4084.629051455523,4085.5844553964325,4096.79963850433,4090.8360100973046,1594070,1206716.1819536628,4029.7617993832127,,,1.6580555491237192,,0,0.007011363635997414,0.0,1.0,1.0219347697814096
2023-06-02 17:13:08.537990,4102.897005312714,4096.215792191503,4068.3005741275824,4076.316295228787,2057432,518303.1958607337,4035.611843306725,,,2.507403984199482,,0,0.0026021581272241967,0.0,1.0,1.0245940056480893
2023-06-05 17:13:08.537990,4087.3115810174145,4087.3519375834885,4115.214885938748,4080.6610459838685,4858821,1468789.101300239,4040.0017618290317,,,3.1754670702714973,,0,-0.002163913001095197,-0.0,1.0,1.0223768733584233
2023-06-06 17:13:08.537990,4109.0255976488515,4110.351661663968,4089.985167352749,4106.702602075759,3419529,1081395.2959133366,4045.1321931825137,,,3.681521645627663,,0,0.005627047641529437,0.0,1.0,1.028129836732409
2023-06-07 17:13:08.537990,4120.987599611316,4106.972371994335,4081.9648389560293,4093.8172528173136,4523624,453821.67919708556,4050.1149420816932,,,4.053846718599743,,0,-0.0008221412540320161,-0.0,1.0,1.02728456877913
2023-06-08 17:13:08.537990,4111.051841277937,4111.6636801997565,4128.965443451445,4147.698450797055,2564397,593222.6124518604,4054.9103016896015,,,4.375140853274752,,0,0.0011422789784054643,0.0,1.0,1.0284580143468869
2023-06-09 17:13:08.537990,4105.859613771112,4106.715366711965,4129.3817909873105,4096.361135290937,3384456,877312.2650607002,4059.49324914745,,,4.589843847669044,,0,-0.0012034820628985532,-0.0,1.0,1.0272202835741762
2023-06-12 17:13:08.537990,4116.802910506631,4113.9397101858085,4133.193956045682,4140.909165024204,1483431,874754.8170622578,4063.8005057202217,,,4.742189831558244,,0,0.0017591536857906043,0.0,1.0,1.0290273219221446
2023-06-13 17:13:08.537990,4124.054607450019,4125.372128235781,4110.750868937212,4107.402384025443,1822241,1561041.6383988452,4069.224746426595,,,4.875989330145012,,0,0.0027789464249237117,0.0,1.0,1.031886933719549
2023-06-14 17:13:08.537990,4125.953312768598,4122.957134605303,4145.200634906716,4124.298009820682,1568798,1720381.3760081932,4072.66567211173,,,4.797614435293371,,0,-0.0005854001906759887,-0.0,1.0,1.0312828669117937
2023-06-15 17:13:08.537990,4102.348047343603,4115.4893075863865,4086.7482435305315,4112.564100708502,1303834,908421.4204889506,4077.551373932806,,,4.778957454959345,,0,-0.001811279325762638,-0.0,1.0,1.029414925575943
2023-06-16 17:13:08.537990,4109.052235851639,4107.922475109678,4120.3246636829745,4141.562463395684,3111087,1269884.1286918924,4081.606888032193,,,4.5995044725468235,,0,-0.0018386228006375127,-0.0,1.0,1.0275222198224625
2023-06-19 17:13:08.537990,4109.126155279798,4099.316955385699,4089.5399960338837,4100.129907356528,3446017,1078313.4370950374,4085.3642103760626,,,4.5362448547030905,,0,-0.002094859330019294,-0.0,1.0,1.0253697053134654
2023-06-20 17:13:08.537990,4091.5656016427856,4090.993315299417,4112.504630530316,4097.761822153986,3501509,1632510.4733709008,4087.869733164144,,,4.273753998163011,,0,-0.0020304943913511675,-0.0,1.0,1.023287697877765
2023-06-21 17:13:08.537990,4117.058952405271,4109.2735243076,4102.188648118959,4101.685948483052,2155277,700097.7521909907,4090.945586115283,,,4.083064403358958,,0,0.004468403539018118,0.0,1.0,1.0278601602483957
2023-06-22 17:13:08.537990,4115.384616417477,4117.390780925281,4159.122092808646,4121.00764024506,3885737,926255.2296412789,4095.0165616230943,,,4.010625993349277,,0,0.001975350769342743,0.0,1.0,1.029890544606719
2023-06-23 17:13:08.537990,4148.279720918793,4138.629005524593,4133.354842426591,4165.203518323389,4753210,1221663.6861731801,4099.6651164768455,4049.4690297986836,50.19608667816192,4.017186732939535,,0,0.005158175584815128,0.0,1.0,1.0352029008689414
2023-06-26 17:13:08.537990,4140.0910417313835,4147.49895396313,4130.681423579376,4129.51278353395,4946063,790629.0158461881,4105.572071606303,4051.9624853141668,53.609586292136555,4.177156588608159,,0,0.0021432093639455196,0.0,1.0,1.0374215574196672
2023-06-27 17:13:08.537990,4145.702242679646,4136.775534258442,4147.567520180191,4121.184275649642,3654236,1417862.8535873906,4109.377623700056,4054.392995407817,54.98462829223854,4.015287727346049,,0,-0.0025855147460472905,-0.0,1.0,1.0347392886850912
2023-06-28 17:13:08.537990,4145.103349503762,4150.37462453615,4184.581912212308,4165.075486622006,2778342,438036.76343548205,4114.039435783236,4056.4965021800035,57.542933603232086,4.137376367150546,,0,0.0032873648002140765,0.0,1.0,1.0381408542001132
2023-06-29 17:13:08.537990,4163.127206551668,4138.898584842115,4143.975724845646,4161.1829587668135,4535609,1717112.7198007596,4116.70514225552,4057.861037108973,58.84410514654655,3.9153768322713405,,0,-0.0027650611648862844,-0.0,1.0,1.0352703312404825
2023-06-30 17:13:08.537990,4143.254770851571,4140.290731718823,4150.571334041995,4164.29260894858,1701941,1925073.7189107155,4118.908889231886,4059.294215490006,59.61467374187987,3.7302001199692767,,0,0.00033635684667565613,0.0,1.0,1.0356185515045555
2023-07-03 17:13:08.537990,4134.37518974798,4129.501974240831,4131.605725213779,4156.571815221249,4849663,846606.1306972072,4121.016391064753,4060.7863373703653,60.23005369438806,3.5652180688690804,,0,-0.0026057970749103765,-0.0,1.0,1.032919939712322
2023-07-04 17:13:08.537990,4094.136150888918,4097.603774559145,4100.960063013688,4086.6878313155016,2594890,914493.376157051,4120.378996709513,4062.1117358520396,58.26726085747305,3.2509263545368867,,0,-0.007724466504838157,-0.0,1.0,1.024941184235835
2023-07-05 17:13:08.537990,4079.1518617442475,4088.1761221444913,4083.9062204957154,4101.156617992428,3977482,1743367.9577914802,4119.43918421702,4063.1652759971116,56.27390821990821,2.8493598101737008,,0,-0.0023007720934823395,-0.0,1.0,1.0225830281616843
2023-07-06 17:13:08.537990,4104.79263694001,4105.946627141266,4103.373241742379,4059.7529233850337,3316204,747526.1793693625,4119.153331564095,4064.559539585421,54.59379197867429,2.413676994100115,,0,0.004346805143867538,0.0,1.0,1.0270279973285292
2023-07-07 17:13:08.537990,4083.289044405893,4095.036640283978,4105.450500271724,4083.060812688251,3856892,1467532.5477272728,4118.5693952426955,4065.561496456942,53.00789878575324,1.8904278765849996,1.6092466658258673,0,-0.002657118527837121,-0.0,1.0,1.0242990622082202
2023-07-10 17:13:08.537990,4122.013698007453,4122.78354512821,4132.219975560286,4115.58132721454,3673686,1149418.8594744005,4119.011586989816,4066.8564588240743,52.1551281657421,1.3439515383513025,1.4893973509907483,0,0.00677574031237671,0.0,1.0,1.031239446655954
2023-07-11 17:13:08.537990,4142.247860414153,4139.507233946863,4161.637830067052,4109.180968047848,4347540,560928.0672432036,4119.71834227537,4068.51170283884,51.20663943652971,1.0340718575313985,1.4118707431022812,0,0.004056407190820233,0.0,1.0,1.0354225737628266
2023-07-12 17:13:08.537990,4157.919758959106,4155.324879852724,4148.31968305634,4126.430825158502,1962603,1376965.3801388524,4121.336729537741,4070.063213209793,51.27351632794807,0.7297293754505517,1.356671102978953,0,0.0038211422306850817,0.0,1.0,1.0393790706860364
2023-07-13 17:13:08.537990,4166.009661362542,4170.797187932716,4158.612291400801,4157.633412982605,2957610,529107.3312611444,4124.102123555058,4071.6115804599467,52.49054309511121,0.7396981299538311,1.3750543350973659,0,0.0037234893846713746,0.0,1.0,1.0432491876223855
2023-07-14 17:13:08.537990,4185.904468196704,4186.818341052458,4200.0699774960985,4189.747483121768,3380499,1502838.7654745767,4128.046916852197,4073.3972027830396,54.6497140691572,0.9138027620310822,1.4102987293033493,0,0.0038412688025435404,0.0,1.0,1.0472565881800782
2023-07-17 17:13:08.537990,4196.173754724247,4198.677992598535,4170.313932904073,4156.016396301148,1517959,1687824.0470378895,4133.014968712839,4075.542090071739,57.47287864109967,1.1998577648085302,1.4755752701373694,0,0.002832616698410506,0.0,1.0,1.0502230646792774
2023-07-18 17:13:08.537990,4214.678414397431,4201.6714516493375,4232.09128231718,4187.646305279034,3567388,443968.35343709175,4138.548875530335,4078.245195140238,60.303680390096815,1.8169878820822305,1.6133459288198537,0,0.0007129527570535199,0.0,1.0,1.0509718241087618
2023-07-19 17:13:08.537990,4187.224239536693,4194.907146405225,4215.544567692335,4237.128972542346,2000728,2049250.3146739844,4142.8305566352155,4081.1175392153978,61.71301741981779,2.3391372418195715,1.7952263218286135,0,-0.0016099081810543314,-0.0,1.0,1.0492798559710714
2023-07-20 17:13:08.537990,4214.860825677353,4203.74005524912,4176.497010025308,4214.370858722928,1092281,663473.7706759354,4147.1480203514075,4084.441158377119,62.706861974288586,2.7994688787312043,1.9881618791697746,0,0.002105626784007386,0.0,1.0,1.0514892477397235
2023-07-21 17:13:08.537990,4203.904666232614,4202.935356694246,4243.97442779751,4208.250849605923,1360219,1372877.066045177,4150.36333790989,4087.8744216858317,62.48891622405836,3.179394266719464,2.2312925228889524,0,-0.00019142443259989594,-0.0,1.0,1.05128796700709
2023-07-24 17:13:08.537990,4199.6522630922655,4208.770973488856,4192.887986539041,4182.287469583454,1601301,615049.5879649887,4153.426938886177,4091.7925392990396,61.63439958713707,3.4415351896360336,2.4936080474965365,0,0.0013884621816309117,0.0,1.0,1.052747640591283
2023-07-25 17:13:08.537990,4204.011284304686,4196.777080889845,4171.130013676856,4171.312213281579,3730468,1336095.604059377,4156.427016217747,4095.4231643476496,61.003851870097606,3.6708673942377574,2.691146150880968,0,-0.0028497375301628214,-0.0,1.0,1.0497475861300998
2023-07-26 17:13:08.537990,4196.34953039678,4207.808135848623,4218.964844166063,4194.8743207875095,1740826,935474.4346112894,4159.2986917833705,4099.342551775135,59.95614000823571,3.7961962245629364,2.9279338565341733,0,0.002628458635320019,0.0,1.0,1.0525068042377699
2023-07-27 17:13:08.537990,4236.451889331014,4227.474720037262,4238.908453891236,4208.138205217192,4179021,1711411.9728924609,4163.727498543128,4103.398146727287,60.32935181584071,3.962537498806978,3.1786566267340275,0,0.00467383101931107,0.0,1.0,1.0574260431874523
2023-07-28 17:13:08.537990,4217.854740857227,4227.867935497541,4228.214324337597,4233.3533836788065,1143552,1907179.3876727214,4168.106358732063,4107.542363756892,60.56399497517123,4.005944187986643,3.4145160973852398,0,9.301426651120437e-05,0.0,1.0,1.0575243988952492
2023-07-31 17:13:08.537990,4226.665812777479,4216.4841826874845,4218.182378773393,4242.353273052391,1554958,1239182.958098443,4172.455469154396,4111.15787401606,61.297595138335964,3.944050044155756,3.5615783944321264,0,-0.0026925516557595452,-0.0,1.0,1.0546769598239976
2023-08-01 17:13:08.537990,4217.459865649696,4214.9322729086425,4235.54760384291,4237.171285989158,2018055,1553060.0778560105,4178.321894071871,4114.611027987966,63.710866083904875,3.9773018541535747,3.636583284772769,0,-0.0003680577731594026,-0.0,1.0,1.0542887777707621
2023-08-02 17:13:08.537990,4202.392752946645,4217.827709205896,4231.977842918996,4199.425420386342,2261084,814556.166422803,4184.8044734249415,4118.119533241218,66.68494018372348,4.197391678972599,3.7001994025820295,0,0.0006869472887771622,0.0,1.0,1.05501301858824
2023-08-03 17:13:08.537990,4227.739971921752,4228.622799830758,4216.468120562693,4235.808588893738,3245742,466735.0872558799,4190.938282059416,4121.667305104371,69.27097695504563,4.379026170800898,3.7226146727251943,0,0.0025593958238976366,0.0,1.0,1.0577132145021724
2023-08-04 17:13:08.537990,4216.577446920008,4221.848419755301,4214.417162071311,4195.936127507407,2812836,1763855.7615409326,4197.278871032982,4125.113838474376,72.16503255860607,4.691553312309225,3.723941678854453,0,-0.0016020298797349009,-0.0,1.0,1.0560187263283494
2023-08-07 17:13:08.537990,4205.586412477817,4209.2870067908225,4228.477381246137,4207.460420708656,4588447,1875949.5728868602,4201.604044116113,4128.138712275383,73.46533184072996,4.8177105229936386,3.6346172976343496,0,-0.0029753349044223665,-0.0,1.0,1.0528767169521809
2023-08-08 17:13:08.537990,4191.919748052268,4192.8409583628945,4183.426124597082,4208.464120229238,3041116,1995840.9331358548,4204.270730336914,4131.071273012959,73.19945732395536,4.784371411916709,3.5648108665309337,0,-0.003907086497403345,-0.0,1.0,1.0487630365479466
2023-08-09 17:13:08.537990,4187.198135792144,4194.380588040839,4198.214579640174,4163.5529528059305,2094603,1133314.0850035762,4206.22351574632,4133.408639131931,72.8148766143895,4.692482396294963,3.4066087356795833,0,0.0003672044070437419,0.0,1.0,1.0491481469569115
2023-08-10 17:13:08.537990,4187.199066927737,4197.7164638979075,4205.186133318874,4180.312732743463,3201715,1563788.3272169256,4207.56947954458,4136.407659010814,71.16182053376542,4.384198100145204,3.3009512283527327,0,0.0007953202593440345,0.0,1.0,1.0499825557332396
2023-08-11 17:13:08.537990,4187.603214249925,4187.720946503349,4228.944770139142,4169.575170714727,2937582,645963.0751237507,4207.614609817125,4139.089471567171,68.52513824995367,3.95082510850616,3.154710781027916,0,-0.002381179739156747,-0.0,1.0,1.0474823585450597
2023-08-14 17:13:08.537990,4156.977446921588,4157.509191872628,4177.013014353911,4167.732856889828,2109901,1706356.1038473032,4205.556169780828,4141.311782956577,64.2443868242508,3.3100700626431716,3.0153908940516887,0,-0.007214366720386889,-0.0,1.0,1.0399254366773798
2023-08-15 17:13:08.537990,4157.895481073692,4152.632603099799,4144.269184666159,4142.734592687365,2061794,982381.6507031544,4203.104227353351,4143.174278682611,59.92994867074049,2.478233328148053,2.856325069464492,0,-0.0011729592281750634,-0.0,1.0,1.038705646539815
2023-08-16 17:13:08.537990,4175.306328958814,4168.131128587711,4192.915847263437,4154.241780681482,4759932,1003555.096446483,4201.765426462476,4145.1805230709915,56.58490339148466,1.6960953037534636,2.706098982977346,0,0.003732216877636363,0.0,1.0,1.0425823212847272
2023-08-17 17:13:08.537990,4133.474295517039,4153.390749563038,4165.44281351915,4127.897258012692,3468849,1081716.147580472,4199.247961178173,4147.137514384224,52.11044679394854,0.8309679118756321,2.547020927985341,0,-0.0035364480074951965,-0.0,1.0,1.03889528311197
2023-08-18 17:13:08.537990,4167.53713599199,4153.684597042457,4139.907287063507,4153.40494075141,3811046,2051287.5847748443,4196.785423195583,4148.937959194106,47.84746400147651,-0.0493447837399799,2.3824120719729764,0,7.07488163615988e-05,0.0,1.0,1.0389687837235737
2023-08-21 17:13:08.537990,4144.696434565512,4152.015312625124,4180.325946753787,4110.960949849148,4531361,1514986.5168675927,4193.947640152396,4150.982216881625,42.96542327077077,-0.7656403963716911,2.2843504606242275,0,-0.00040188039759248007,-0.0,1.0,1.0385512425356846
2023-08-22 17:13:08.537990,4154.396905596082,4142.31466090166,4105.825219233885,4175.667248431382,3875519,1348064.113225718,4191.224519152987,4152.343053023596,38.8814661293909,-1.304621118392697,2.1271780010637484,0,-0.002336371856328956,-0.0,1.0,1.0361248006412689
2023-08-23 17:13:08.537990,4117.3147708904135,4129.283839869623,4125.704045152842,4148.226565413382,1000643,995750.3705679844,4187.298304354037,4153.545477306881,33.75282704715573,-1.8925211392283017,2.0136838174950755,0,-0.003145782515034945,-0.0,1.0,1.0328653773600176
2023-08-24 17:13:08.537990,4133.601533328038,4127.728782650262,4122.865873902732,4153.266656840164,3387189,450634.05775100744,4182.311007484686,4154.247882761111,28.06312472357513,-2.525847205989339,1.78402237502969,0,-0.0003765924745465776,-0.0,1.0,1.0324764080316842
2023-08-25 17:13:08.537990,4167.060986340643,4164.694567026538,4135.832584785826,4153.579980014789,4552718,1749832.655178933,4179.152339061137,4155.3891956750285,23.763143386108823,-2.846227075598745,1.62997241078574,0,0.008955478017754315,0.0,1.0,1.041722727807662
2023-08-28 17:13:08.537990,4137.846524691262,4151.879104146191,4121.217200896174,4160.3784341313785,2107280,936648.148754785,4175.922085134072,4156.464648451073,19.457436682999287,-2.9634084646755583,1.5152865494495926,0,-0.0030771675267164955,-0.0,1.0,1.0385171724578097
2023-08-29 17:13:08.537990,4148.94435968463,4144.77856325228,4144.58606671622,4149.5360050302,2359453,1960989.2392258956,4172.414399651254,4157.038430144213,15.37596950704119,-3.0689827702097316,1.3864151461601977,0,-0.0017101993376493763,-0.0,1.0,1.0367411010773349
2023-08-30 17:13:08.537990,4134.325974496494,4136.954923809947,4163.0949737215005,4103.597011817622,3179830,1673480.5920841075,4168.370760381456,4157.53813934114,10.832621040316553,-3.339466608101975,1.2357616270148355,0,-0.001887589245827881,-0.0,1.0,1.0347841597242335
2023-08-31 17:13:08.537990,4147.876994097202,4141.205566433395,4163.404700190331,4173.509569163569,1554349,1782530.585122231,4163.999898711589,4158.0305041117,5.969394599888801,-3.5248062466584087,1.089298972747565,0,0.0010274810100017184,0.0,1.0,1.0358473807978008
2023-09-01 17:13:08.537990,4154.739738948253,4160.9237969015285,4140.589786179064,4182.408229710294,4653222,1504578.3943729615,4160.9536675689,4158.9339779481925,2.0196896207071404,-3.5831755626682935,0.9996018754086435,0,0.004761471062426859,0.0,1.0,1.04077953812656
2023-09-04 17:13:08.537990,4173.142355247023,4176.464349136991,4170.3175663527345,4189.316007179434,4166218,1265282.4274785365,4159.312534686208,4159.976055264046,-0.6635205778384261,-3.463510546618818,0.8993838382421018,0,0.003734880279959718,0.0,1.0,1.0446667250992945
2023-09-05 17:13:08.537990,4192.277650289076,4194.577716288895,4181.279786237935,4231.221460253968,3404198,1046303.0157909914,4159.3993725825085,4161.1294817315975,-1.730109149089003,-3.1825146570478866,0.878642870800104,0,0.00433700988149166,0.0,1.0,1.0491974550089156
2023-09-06 17:13:08.537990,4200.999418739837,4211.598824667935,4206.870500046983,4170.899616628773,4743702,863729.4275587866,4160.260284413863,4162.606843232641,-2.3465588187782487,-2.703801994017431,0.9061365925759673,0,0.004057883660837147,0.0,1.0,1.053454976218588
2023-09-07 17:13:08.537990,4229.79996840586,4237.563580372922,4266.775874580283,4230.787749745897,3959886,970071.106189772,4162.252640237614,4164.64141444575,-2.3887742081360557,-2.0058367247072058,1.0393531684639128,0,0.006165059110784021,0.0,1.0,1.0599495884175252
2023-09-08 17:13:08.537990,4208.580825887734,4225.37797953317,4227.009188292473,4222.9938637566265,4361995,1210354.451783701,4164.135491889105,4166.599006186142,-2.4635142970373636,-1.5016847172032612,1.1209810511113574,0,-0.002875614868928844,-0.0,1.0,1.0569015816207568
2023-09-11 17:13:08.537990,4229.897277850403,4216.859954392249,4208.494893153639,4224.852647091291,2626005,1969237.3337055724,4167.103030015086,4168.558056169584,-1.4550261544982277,-0.8819055118986399,1.2093407718511116,0,-0.0020159202755778427,-0.0,1.0,1.0547709522930773
2023-09-12 17:13:08.537990,4174.646801551562,4180.258488277944,4203.696398011413,4233.264054575909,3932461,722783.8316830584,4168.4843242739935,4170.04580905256,-1.5614847785664097,-0.3930075377260437,1.3007378908347165,0,-0.008679791719471641,-0.0,1.0,1.0456157601154246
