date,open,high,low,close,volume,OBV,price_change,OBV_ma,OBV_change
2021-08-13,3530.343215544512,3530.343215544512,3489.3868673581514,3509.15908420131,69041323,-317598719.0,-36.3238280219407,-198206318.65,27.776812965967835
2021-08-16,3406.03302553757,3406.03302553757,3395.604686739707,3395.604686739707,43490744,-361089463.0,-113.554397461603,-205577361.05,13.693614425441059
2021-08-17,3411.2099809367664,3412.3090393082507,3378.5601364614704,3408.660555808203,34679355,-326410108.0,13.055869068495667,-214223781.0,-9.604089444171905
2021-08-18,3429.8339814924393,3445.7831080039955,3409.304215365055,3419.1141511196934,58355531,-268054577.0,10.453595311490517,-217781659.0,-17.87797913415108
2021-08-19,3412.550946603876,3425.1757251502618,3383.983933431139,3411.0682797290897,68021437,-336076014.0,-8.04587139060368,-228859480.95,25.375965507203404
2021-08-20,3385.9410892478104,3385.9410892478104,3366.867543276492,3385.6983037684963,61533627,-397609641.0,-25.369975960593365,-240759321.9,18.309437281055118
2021-08-23,3271.799380702665,3275.252291545074,3232.4766867396006,3275.252291545074,68312852,-465922493.0,-110.44601222342226,-252987101.05,17.180884202956225
2021-08-24,3251.552351998867,3253.176493355843,3219.145029972921,3236.3729857187586,39849397,-505771890.0,-38.87930582631543,-269958826.4,8.552795282197302
2021-08-25,3195.192887233942,3214.3499948673593,3186.522383163516,3203.0573089949517,29712961,-535484851.0,-33.31567672380697,-292028573.6,5.874775088825124
2021-08-26,3151.0312258490685,3151.0312258490685,3134.2334913102422,3136.611897340092,74638386,-610123237.0,-66.44541165485953,-314098304.1,13.938468261168424
2021-08-27,3120.9560198149934,3120.9560198149934,3107.992573245088,3116.2828658028684,45812151,-655935388.0,-20.329031537223727,-335843155.9,7.508671727577565
2021-08-30,3123.461973300738,3162.277530214276,3101.529299318788,3136.62928749089,46886176,-609049212.0,20.346421688021564,-353247365.0,-7.147986959959541
2021-08-31,3267.2665621815363,3267.2665621815363,3263.666907688023,3263.666907688023,73815393,-535233819.0,127.03762019713304,-369887945.9,-12.119774813861838
2021-09-01,3246.8672830699948,3278.7952998619176,3246.8672830699948,3267.4524936172606,58459307,-476774512.0,3.785585929237641,-385620056.55,-10.922199779756447
2021-09-02,3283.3518874827273,3332.978872372019,3267.9943842484117,3277.202138850846,57135815,-419638697.0,9.749645233585397,-394421043.85,-11.983823287936168
2021-09-03,3271.710026014182,3271.710026014182,3249.8124251067898,3263.044377174985,82908917,-502547614.0,-14.157761675860911,-410010997.8,19.75721438292426
2021-09-06,3110.5603001473046,3116.0978174489856,3093.9531290716473,3116.0978174489856,45062950,-547610564.0,-146.94655972599958,-425627126.85,8.966901591935518
2021-09-07,3106.553700044882,3132.424483596934,3097.0392770303683,3105.4027039976027,64262005,-611872569.0,-10.695113451382895,-447180070.75,11.734982709354735
2021-09-08,3119.1477109299262,3119.1477109299262,3097.413204457176,3100.968369755182,50998195,-662870764.0,-4.434334242420846,-469711576.4,8.334773870210865
2021-09-09,3264.6116464640872,3276.407658538854,3222.224471984778,3269.5723728197854,59185644,-603685120.0,168.6040030646036,-487467962.6,-8.92868523011221
2021-09-10,3236.685871959877,3247.000692966759,3223.516549321655,3247.000692966759,73622181,-677307301.0,-22.57167985302658,-505453391.7,12.195460607013132
2021-09-13,3274.5151627901705,3274.5151627901705,3241.9974887274766,3260.0243863171454,58017033,-619290268.0,13.023693350386566,-518363431.95,-8.565836056150822
2021-09-14,3268.0062250777805,3293.033846848792,3240.875699579721,3248.8776083445623,58417537,-677707805.0,-11.146777972583095,-535928316.8,9.43298159498931
2021-09-15,3156.16661387135,3183.945886236064,3156.131621791001,3156.131621791001,69026206,-746734011.0,-92.74598655356112,-559862288.5,10.185245837621725
2021-09-16,3239.6668715227165,3259.494864982558,3201.991018469246,3229.866200708722,46808607,-699925404.0,73.73457891772068,-578054758.0,-6.268444494354231
2021-09-17,3288.6973942024397,3288.6973942024397,3252.6267682419543,3275.51531946639,38805501,-661119903.0,45.64911875766802,-591230271.1,-5.544233825237754
2021-09-20,3316.640066743753,3324.044218004138,3300.525924849974,3324.044218004138,35787797,-625332106.0,48.52889853774832,-599200751.75,-5.413208230096201
2021-09-21,3245.4815375551198,3250.213580405408,3221.5819109332215,3250.213580405408,22776213,-648108319.0,-73.83063759873039,-606317573.2,3.6422586944544255
2021-09-22,3355.2808444148413,3355.2808444148413,3322.6011566150755,3342.9366378948134,83616807,-564491512.0,92.72305748940562,-607767906.25,-12.901671610853061
2021-09-23,3250.154759787498,3265.3057190334994,3233.807723222813,3233.807723222813,36826500,-601318012.0,-109.12891467200052,-607327645.0,6.523835915534537
2021-09-24,3273.472518832563,3291.1620737687754,3234.218979672748,3267.954112367224,47726081,-553591931.0,34.14638914441093,-602210472.15,-7.936911924733758
2021-09-27,3408.6329623326733,3426.7819455498984,3408.6329623326733,3417.6536645808646,50227985,-503363946.0,149.6995522136408,-596926208.85,-9.073106414190136
2021-09-28,3358.322486093379,3358.322486093379,3290.9778546365505,3338.421543224377,56984441,-560348387.0,-79.23212135648782,-598181937.25,11.320723594295723
2021-09-29,3284.5995194187963,3289.8399472301116,3265.6003144536294,3289.8399472301116,63712774,-624061161.0,-48.58159599426517,-605546269.7,11.370207442035518
2021-09-30,3286.010425430885,3306.515921294051,3269.6575093642928,3289.3175491858924,62922983,-686984144.0,-0.5223980442192442,-618913542.05,10.082823116114415
2021-10-01,3248.8194565309122,3273.382128243582,3245.4862982772584,3245.4862982772584,42604367,-729588511.0,-43.83125090863405,-630265586.9,6.20165215923818
2021-10-04,3140.9558420600843,3140.9558420600843,3108.718823998528,3126.3791578183973,51302921,-780891432.0,-119.10714045886107,-641929630.3,7.0317610853935175
2021-10-05,3131.986610943137,3142.095689958989,3070.2273727251377,3123.9831911539413,54315395,-835206827.0,-2.3959666644559547,-653096343.2,6.955562934131421
2021-10-06,3044.0807806868174,3069.4672979698066,2991.672356791786,3040.29683788013,49022204,-884229031.0,-83.68635327381116,-664164256.55,5.86946878488579
2021-10-07,3071.595239840267,3071.961886249233,3055.689012560142,3067.3320605551107,74991575,-809237456.0,27.03522267498056,-674441873.35,-8.481012539838218
2021-10-08,2994.6029442085605,3018.777193413945,2993.261780119058,2994.2120677706284,59806668,-869044124.0,-73.11999278448229,-684028714.5,7.390496764153731
2021-10-11,3104.2217785260905,3163.7650684953946,3093.6178697848736,3099.032700704945,64405532,-804638592.0,104.82063293431656,-693296130.7,-7.411077322927739
2021-10-12,3012.975977580034,3046.2586704756313,3012.975977580034,3036.0153270799824,62018879,-866657471.0,-63.0173736249626,-702743614.0,7.707668960526326
2021-10-13,3003.6847276935805,3025.4798285339507,3003.6847276935805,3006.3598539655827,68588532,-935246003.0,-29.655473114399683,-712169213.6,7.914145356741531
2021-10-14,3060.8409458130714,3060.8409458130714,3036.4896499421816,3058.6266047417384,54424154,-880821849.0,52.26675077615573,-721214035.85,-5.819234065200273
2021-10-15,2953.6284332171394,2978.9414491612856,2953.6284332171394,2963.8627766105224,33744828,-914566677.0,-94.76382813121609,-733886374.55,3.8310616429770183
2021-10-18,2977.714479733577,2994.378288081329,2933.2460316721995,2974.2673931913873,56345140,-858221537.0,10.404616580864968,-745530846.1,-6.160856438026552
2021-10-19,3060.7037160943637,3078.412999602431,3033.70315302254,3062.5823459493045,43113322,-815108215.0,88.31495275791713,-753880840.9,-5.023565611124948
2021-10-20,2956.7110672236618,2956.7110672236618,2897.567001838903,2941.2213394692462,46196961,-861305176.0,-121.36100648005822,-768721524.1,5.667586235773614
2021-10-21,2962.990528889213,2964.5214268079694,2932.4141467508757,2949.073675700248,59061724,-802243452.0,7.852336231001573,-778767796.1,-6.857235466096867
2021-10-22,2958.388618871281,3000.3694026201947,2949.856090629197,2962.5285057011615,69028413,-733215039.0,13.454830000913717,-787748951.5,-8.604422114996579
2021-10-25,3012.387343659004,3033.9185692294445,3003.75934218664,3013.7511056190133,52018703,-681196336.0,51.22259991785177,-796640571.0,-7.094603933785382
2021-10-26,2919.165719436422,2948.3456514139034,2909.2183319732057,2919.8134587283325,57849743,-739046079.0,-93.93764689068075,-805575455.6,8.492374362976607
2021-10-27,2816.2369373145766,2827.3279622757423,2793.083297472972,2820.058055146358,79070577,-818116656.0,-99.7554035819744,-815278230.35,10.6990050075078
2021-10-28,2854.822362095494,2877.4031468726776,2838.483724017402,2853.153053709306,54771242,-763345414.0,33.094998562947694,-819096293.85,-6.694796102525502
2021-10-29,2863.722418470737,2886.542221181197,2832.9824987154952,2870.2517998898834,89620969,-673724445.0,17.098746180577564,-816303090.55,-11.740552488601185
2021-11-01,2874.423748278531,2884.2065326834677,2874.423748278531,2884.2065326834677,58966477,-614757968.0,13.954732793584299,-807996417.35,-8.75231371484524
2021-11-02,2910.7034885432463,2922.4494973865603,2888.3622350241744,2905.2760445388576,24313774,-590444194.0,21.06951185538992,-795758285.7,-3.9550156753722643
2021-11-03,2858.0354121343294,2858.0354121343294,2832.869621736047,2852.647933332124,63145010,-653589204.0,-52.62811120673359,-784226294.35,10.694492492545372
2021-11-04,2858.9992679043057,2866.4955421391355,2858.9992679043057,2865.914568664554,56180286,-597408918.0,13.266635332429814,-773634867.45,-8.595656974774634
2021-11-05,2891.518970025901,2898.5839356536712,2850.7437309987718,2883.7729646708876,69965563,-527443355.0,17.858396006333805,-756554829.0,-11.7115029407713
2021-11-08,2823.9508015918473,2845.6748185422102,2798.8865257763114,2829.311592163286,62022618,-589465973.0,-54.46137250760148,-745796198.05,11.759105013276727
2021-11-09,2963.0845562812683,2963.0845562812683,2929.5181005249774,2960.835814170211,52365291,-537100682.0,131.5242220069249,-729318358.6,-8.883513790201425
2021-11-10,2999.722666918148,3023.251229502144,2979.1703705895648,2992.358377083455,32688961,-504411721.0,31.522562913243746,-707776644.5,-6.086188697112849
2021-11-11,2903.917837902127,2925.7948950740897,2900.1151442065616,2904.2106918115023,49899819,-554311540.0,-88.14768527195247,-691451129.05,9.892676344053463
2021-11-12,2953.3531027950767,2953.3531027950767,2949.329560351639,2949.329560351639,38771994,-515539546.0,45.118868540136646,-671499772.5,-6.994621472250062
2021-11-15,2872.7637808921418,2877.221428204802,2872.7637808921418,2877.221428204802,43798320,-559337866.0,-72.10813214683685,-656555588.95,8.495627607974043
2021-11-16,2930.455104486093,2941.3627451909533,2880.880109179442,2932.1833326101214,60703112,-498634754.0,54.961904405319274,-640731915.9,-10.85267343584423
2021-11-17,3012.2561915537776,3018.1093548633967,3012.2561915537776,3014.1176451829087,77766919,-420867835.0,81.93431257278735,-618710048.85,-15.59596846713176
2021-11-18,2947.1524894760764,2967.5883641543332,2932.0792676694,2953.7681474949363,57963208,-478831043.0,-60.349497687972416,-602539428.4,13.772306453402416
2021-11-19,3020.4927786063445,3027.5996063638922,2999.37386657242,3022.09546379575,34322679,-444508364.0,68.32731630081389,-588104094.65,-7.168014585052706
2021-11-22,3036.8302401625247,3051.0047655922745,3027.4551802286023,3051.0047655922745,57616573,-386891791.0,28.909301796524232,-573388867.4,-12.961864762571707
2021-11-23,3105.025187936248,3114.7998634110313,3080.2131455624735,3109.6070734350196,69834028,-317057763.0,58.60230784274518,-552289451.6,-18.050015437003676
2021-11-24,3243.040974650131,3252.8462953294606,3243.040974650131,3245.814934042297,45049671,-272008092.0,136.20786060727733,-524984023.4,-14.20866361187315
2021-11-25,3225.529408100473,3253.1950874909276,3225.529408100473,3228.0102607093963,48541310,-320549402.0,-17.80467333290062,-502844222.8,17.845538948157458
2021-11-26,3171.5291620080993,3173.828576492663,3161.574982544323,3173.828576492663,51927462,-372476864.0,-54.181684216733174,-487781843.75,16.19951922418499
2021-11-29,3109.518000142123,3153.8596736797476,3109.518000142123,3110.0942775957587,40275797,-412752661.0,-63.73429889690442,-477681578.4,10.812966090693887
2021-11-30,3056.2789057792693,3056.2789057792693,3011.985315493674,3051.8892984644103,61631385,-474384046.0,-58.20497913134841,-471878571.0,14.931795921238166
2021-12-01,3055.087193561572,3083.2528567215113,3010.575923412521,3047.092989025455,48343183,-522727229.0,-4.796309438955177,-465335472.25,10.19072698747545
2021-12-02,3066.6419917485555,3080.786487654772,3020.188380120031,3072.63145897945,57124146,-465603083.0,25.53846995399499,-458745180.5,-10.92809840981136
2021-12-03,3082.580731938671,3122.0789576735347,3068.3900669604886,3093.7479324145897,37370170,-428232913.0,21.116473435139596,-453784658.4,-8.026186115266764
2021-12-06,3144.855530186321,3168.846974988442,3144.855530186321,3154.717597721052,45370775,-382862138.0,60.96966530646205,-443454466.65,-10.594882743167389
2021-12-07,3152.6675914984444,3191.4988233564677,3146.601695176561,3157.2823029815936,60916951,-321945187.0,2.564705260541814,-432696691.9,-15.91093632768671
2021-12-08,3260.3338408995796,3269.2491557464073,3253.6490178051154,3263.7796217762543,47670508,-274274679.0,106.49731879466071,-421189839.8,-14.807026141378532
2021-12-09,3239.279505376262,3246.7795277688397,3206.3040670680216,3246.7795277688397,76428056,-350702735.0,-17.000094007414646,-411009399.55,27.865516524768232
2021-12-10,3431.502149216139,3488.037650072823,3431.502149216139,3444.8971148878363,49756502,-300946233.0,198.11758711899665,-400279733.9,-14.187657247668739
2021-12-13,3487.6396039193082,3504.0102409175406,3483.47010183642,3492.41849836539,54730972,-246215261.0,47.52138347755363,-384623603.65,-18.186295756026293
2021-12-14,3435.2506987484276,3451.679675219835,3433.3819780848953,3433.3819780848953,65708348,-311923609.0,-59.03652028049464,-375288046.4,26.687357937573175
2021-12-15,3365.1558359710098,3397.482448472538,3307.5742620598967,3359.1594394303074,30934070,-342857679.0,-74.22253865458788,-371387538.6,9.917194180707245
2021-12-16,3391.298664649122,3396.979328414895,3389.7401791511934,3396.979328414895,24701206,-318156473.0,37.81988898458758,-363353810.1,-7.2045071506186105
2021-12-17,3379.97618065992,3409.7972722236195,3346.514876689989,3384.169144118778,27493687,-345650160.0,-12.810184296116859,-358410899.9,8.641561411827702
