date,open,high,low,close,volume,rsi
2021-05-04,4158.184054248189,4184.686332893387,4154.764179302084,4166.010616694761,1005435,31.185368630343177
2021-05-05,4113.112054980144,4136.168986929334,4109.942956037588,4114.297693176386,1139565,23.405498838543977
2021-05-06,4087.807415362688,4114.056807324119,4087.807415362688,4097.721399431728,4349027,23.195423740826797
2021-05-07,4112.205170365523,4125.992009266989,4067.5847624087883,4107.277023388755,3942905,25.45452073546707
2021-05-10,4078.7223419089623,4113.034716921804,4046.9700394153188,4066.2734390063706,1920267,20.84635400857448
2021-05-11,4096.213068635257,4120.4044695979,4058.209416757293,4086.2527307460023,4428261,27.96287516874854
2021-05-12,4065.3553990379155,4083.1695192353804,4062.6005599861105,4067.0915824453023,3128650,31.155455037251613
2021-05-13,4072.3044092868486,4091.489258704365,4060.199119390667,4060.199119390667,4995915,31.96778459725786
2021-05-14,4042.0164088187967,4042.0164088187967,4016.6311755927045,4040.814933456434,1887977,33.33323365090288
2021-05-17,4116.719631648451,4140.051667709574,4057.9041332885704,4119.496880861657,1560113,42.91544661261233
2021-05-18,4118.3938767632,4173.1258523794195,4102.58332925512,4123.452550317899,2327654,46.83524312256435
2021-05-19,4083.0709497823286,4093.344903825192,4083.0709497823286,4085.5424552734894,3627014,48.43707630992374
2021-05-20,4119.542765363669,4122.743472253111,4119.542765363669,4122.743472253111,4800714,44.51209306625817
2021-05-21,4079.49792196352,4079.49792196352,4074.6045952928057,4078.107970453992,2742115,39.884956025531096
2021-05-24,4091.871653562621,4091.871653562621,4072.5596610906064,4090.557979203749,4016243,40.5471455792314
2021-05-25,4016.18657642317,4016.18657642317,3978.429649571925,4016.1621098017185,3139934,38.366570821138765
2021-05-26,3970.385974704644,3971.471257073444,3965.239274735026,3966.9193777197797,4118880,35.60872816207693
2021-05-27,3988.044810649505,3988.044810649505,3950.038712245922,3978.570669955192,1447628,35.904302098862715
2021-05-28,4019.395521727124,4024.1253398839326,4011.7767233708364,4011.7767233708364,2109137,43.92790568334488
2021-05-31,4010.2427864086394,4052.4000686640725,4010.2427864086394,4022.1878635833573,3567592,42.70629412337266
2021-06-01,4000.467225264212,4021.0058891117474,3997.2689202240513,4021.0058891117474,4019065,44.529238036823955
2021-06-02,4019.7893620549444,4054.807761656165,3987.9896780768413,4012.2918337549845,1464535,44.337488659854706
2021-06-03,3945.550085221569,3978.339328886784,3942.6581256685004,3956.3658295727323,2540808,40.81202821107578
2021-06-04,3928.903469891231,3962.71680176428,3914.171400434964,3930.6704273278433,3648191,26.778502084508133
2021-06-07,3906.0629893788664,3915.2255020987977,3906.0629893788664,3915.2255020987977,2348894,25.096394749362958
2021-06-08,3946.0990809400478,3989.17441275647,3946.0990809400478,3960.372107064985,2957686,35.284553432756226
2021-06-09,3981.1651796676615,3981.1651796676615,3950.3799830660937,3976.858538319975,1056572,31.97117369782424
2021-06-10,3914.892582953184,3938.0841435935013,3908.9575723283097,3908.9575723283097,2896424,30.232671461059965
2021-06-11,3919.8945953236093,3939.564639584294,3913.613806977091,3924.4195326784175,4550985,30.720377856810558
2021-06-14,3891.122726197997,3933.9459771571437,3891.122726197997,3911.3918898133147,3513595,35.82259564052822
2021-06-15,3882.3208244284115,3886.566855563639,3863.0875900743977,3886.566855563639,4967361,38.35738935851064
2021-06-16,3916.227551116563,3916.227551116563,3908.5263330462662,3913.1611666787826,3133221,40.91591467151772
2021-06-17,3944.700762948721,3980.086690782003,3944.700762948721,3956.403103589987,1737550,42.518259095482605
2021-06-18,3996.9955504352474,3996.9955504352474,3945.7929641592377,3995.53031020094,1812802,46.65756507284732
2021-06-21,3963.5897058684177,3984.782286272891,3963.5897058684177,3963.711073505819,2798954,43.32868512884341
2021-06-22,3957.544827241108,3957.544827241108,3952.9649892081698,3952.9649892081698,2960350,43.12461416299461
2021-06-23,3968.6593562891044,3996.440115419591,3947.9275244260652,3967.7104357377716,1782533,51.45345583131452
2021-06-24,4000.298955083971,4008.0992689050545,3973.9849383940527,4008.0992689050545,1929090,59.560140235825884
2021-06-25,3999.720185205124,4013.1605048225088,3985.134773261218,3990.171135071143,3802743,59.197141230151324
2021-06-28,3982.5920591072463,4008.2688575270417,3973.6305666902867,3983.855176827614,1387902,53.18536147523894
2021-06-29,3940.3683786977704,3940.5835703373473,3935.769535702272,3940.5835703373473,2971402,45.41281162613986
2021-06-30,3886.3208625437123,3916.600009677499,3885.6372375830215,3893.588385115007,2900302,47.94797649722943
2021-07-01,3923.3323762111186,3943.70773244246,3923.3323762111186,3926.8137498892397,2652332,50.305188670390116
2021-07-02,3974.6130039159893,3982.876523599778,3974.6130039159893,3981.658969240617,1684659,58.093988418958666
2021-07-05,3977.8691827915354,3979.2455724779907,3977.8691827915354,3979.2455724779907,4236443,61.25676349348168
2021-07-06,4033.4866556349575,4033.4866556349575,3986.5696482814346,4019.725459321827,4216521,62.52096362784886
2021-07-07,4023.3316769089583,4053.5576231676764,4023.3316769089583,4034.401276353103,1439717,59.82400729957485
2021-07-08,3995.742479522814,4008.678978836274,3995.742479522814,4008.678978836274,1712494,51.7139745126134
2021-07-09,4034.927093704195,4037.076953804584,4023.089793047448,4023.089793047448,3733112,58.10821276281327
2021-07-12,4082.7292530387604,4091.3123191836335,4049.241659811852,4084.439192700599,3500145,65.77309264438287
2021-07-13,4077.24429696799,4108.819382973256,4075.4175121038634,4082.707553616081,2190897,64.24100385688158
2021-07-14,4153.489291758169,4153.489291758169,4089.284019302965,4144.868754864518,4790918,66.07064099332469
2021-07-15,4034.636310391875,4044.9936313197077,4034.636310391875,4039.529113600707,4167118,54.811306005796254
2021-07-16,4086.600847906245,4098.84590278783,4048.3549952555263,4071.7308078939195,4166097,58.15440361316319
2021-07-19,4079.938808941359,4093.4635769243578,4074.414506931741,4074.414506931741,3241105,63.430496427499854
2021-07-20,4057.569772954708,4080.1380984006328,4033.617888563577,4061.5331096322097,2320307,68.09275544895203
2021-07-21,4081.695736273661,4085.8888180735066,4017.6424071198694,4064.16044286681,3322024,65.84074600224338
2021-07-22,3978.667862290554,3983.4935853111756,3962.156724114851,3983.4935853111756,3564695,50.19969911187282
2021-07-23,3979.319980076142,4000.3781373871243,3922.25515554637,3973.4226629377363,1893441,49.376565619529345
2021-07-26,3988.690438219291,4010.4706434308637,3986.3042956214467,3986.3042956214467,1481127,46.1969921363354
2021-07-27,4054.4277732586165,4054.4277732586165,3990.012910552903,4043.899551226591,3578515,50.98463679043801
2021-07-28,4034.0911857643946,4034.0911857643946,4010.0394715259877,4021.531851735437,3860074,51.34172231190051
2021-07-29,3987.6953764454056,3998.6187903454284,3934.052075402141,3987.4401471876827,1925337,46.42538450533761
2021-07-30,3959.528849550596,3974.7339878418206,3947.2569889229985,3965.504213028654,2559366,37.05079510259152
2021-08-02,4003.8223012238313,4018.8202572939977,4000.1423930866117,4000.1423930866117,2095589,41.61167233038529
2021-08-03,4005.7668727315568,4051.9449122254982,4005.7668727315568,4011.2037816396064,1641629,34.84673034880247
2021-08-04,4003.873561890872,4021.34840538732,3958.634815416346,3987.815528031617,1914217,42.79939508403574
2021-08-05,4007.1347437309378,4007.1347437309378,3993.3976768285766,4006.040811513876,4864708,40.48289797982558
2021-08-06,4004.584549868279,4031.9999158067308,3995.8510876921405,4007.5126113164165,2195402,40.273162689120994
2021-08-09,4045.2365577864844,4082.7435110542906,4041.16770770313,4043.742958413686,1631872,47.577940687979996
2021-08-10,4002.23087522474,4032.84355201288,3973.5775905525966,4013.043026749436,1078113,43.534763617099514
2021-08-11,3989.450721896058,4031.0143174865243,3989.450721896058,3997.218228587831,3586999,52.07645140966857
2021-08-12,3988.269206233241,4030.684415855294,3912.980796146533,3978.7169918077593,2921792,50.78107389029461
2021-08-13,3912.1163898071723,3949.065330290735,3893.173939608746,3917.2628449112713,4181010,41.091102923208666
2021-08-16,3917.878928366578,3942.7718318853235,3904.736124855583,3926.099481699564,1167809,32.61137274185272
2021-08-17,3937.66274166234,3965.7952497445785,3933.440957828496,3933.440957828496,2559764,36.39317427672332
2021-08-18,3939.775028505817,3945.0930544747357,3919.107701193795,3930.454316480289,2539219,40.2620302246826
2021-08-19,3923.424790042283,3930.0129816870367,3878.5044837467817,3917.7913718876557,1286268,41.579781697709095
2021-08-20,3865.4961444171886,3865.4961444171886,3827.2379972329772,3857.811016945778,1395412,26.944054955440137
2021-08-23,3831.727417039593,3879.046755512533,3829.8354743414984,3837.5358736423564,4993687,22.683330614837047
2021-08-24,3809.4329877976415,3820.296464323825,3807.3252714980104,3820.296464323825,3489667,23.130756915372473
2021-08-25,3795.9592791058326,3824.946143635905,3762.282859848555,3784.5953982449905,1096651,16.366734141731797
2021-08-26,3772.0213603813863,3795.2141934313318,3754.0594382651675,3774.457242891092,2295125,15.511322415416402
2021-08-27,3784.958497783342,3786.8582359317547,3784.958497783342,3786.8582359317547,1085395,9.10038177190593
2021-08-30,3868.722396387997,3877.1410368217626,3836.9098625388647,3858.4727944638153,3632785,28.22694187235544
2021-08-31,3865.849534824503,3865.849534824503,3848.2682042274428,3861.5537107108835,4008128,30.178390569564584
2021-09-01,3871.4134115186116,3891.5873981624095,3867.8867669569076,3867.8867669569076,2869085,33.209856633687
2021-09-02,3877.5934104822068,3889.547271612312,3821.809863561013,3860.8758001607666,4538301,39.77021582890053
2021-09-03,3775.1652414261753,3780.1747518124353,3733.690079403126,3780.030278217019,4867488,28.989571990850592
2021-09-06,3781.821019994534,3788.472465866278,3774.8161681606352,3774.8161681606352,4682071,27.043095463134023
2021-09-07,3773.4458564810793,3821.200013299777,3748.8939323573045,3773.015633657959,1365837,27.136259018305537
2021-09-08,3869.3595563791246,3869.3595563791246,3849.526694319396,3867.282112148107,2133859,44.070308788920514
2021-09-09,3867.0590870356914,3867.0590870356914,3828.6500788995854,3855.2737586052817,2093060,49.6643210005335
2021-09-10,3866.897322926756,3903.1808665032904,3846.366883343486,3862.973810473618,3698954,53.481270884468564
2021-09-13,3861.3309874264214,3906.6001589643433,3857.178379430736,3857.178379430736,4235863,55.2106319285381
2021-09-14,3814.145899785922,3817.470286858172,3805.9820125177334,3805.9820125177334,3395067,52.89473418597881
2021-09-15,3844.3981542433876,3878.2044044043896,3844.3981542433876,3847.206251088286,4651422,59.08246418041834
2021-09-16,3866.2582355512386,3910.3526833380915,3833.7165472317897,3872.7583480411267,1188726,60.38337143490169
2021-09-17,3891.6915706630675,3899.840749603876,3865.6946461007255,3899.840749603876,2488332,55.60373551657975
2021-09-20,3843.6997889532004,3861.0885926277097,3792.520755721629,3858.8756400379425,1214223,49.670994419074496
2021-09-21,3926.451061228414,3946.1669837284207,3882.813997473662,3910.3699998794996,3993868,54.69785106118723
2021-09-22,3841.159752375651,3893.636260972911,3841.159752375651,3849.6536926934727,2165975,48.89079219036954
2021-09-23,3866.751999245819,3890.9566352101497,3866.751999245819,3868.4638225227063,2939893,59.96263741851363
2021-09-24,3949.2113796883436,3951.3989792696025,3935.1683459261753,3951.3989792696025,3612761,66.92875287206323
2021-09-27,3909.4806531369677,3957.617783532275,3894.921648534378,3907.078528919655,2995457,61.883598164168795
2021-09-28,3886.0443426981315,3886.0443426981315,3854.7121465594273,3879.714687409022,2013071,51.25034876537407
2021-09-29,3885.6543928758633,3885.6543928758633,3871.3132161763474,3878.978875906613,2229221,52.43934138965711
2021-09-30,3849.616566125448,3872.2704298655226,3849.616566125448,3854.111056531053,1698093,49.119114779318316
2021-10-01,3786.085912012532,3828.1446262990867,3745.3900952934323,3787.3518094627507,4275072,43.809957373182165
2021-10-04,3787.500048749033,3812.8798323708916,3779.676005447281,3785.3607146623735,4288560,47.99722472240297
2021-10-05,3736.277778468188,3757.1055931961937,3736.277778468188,3738.1370614994935,2686090,39.52903906922885
2021-10-06,3764.4170356832287,3772.3035521145525,3733.3092952205507,3752.3543752737173,1623538,38.18370342630722
2021-10-07,3714.5030305647874,3722.799114269058,3710.8591527786434,3710.8591527786434,1287906,31.96380856320424
2021-10-08,3773.6876694563884,3789.96962450992,3768.149410863268,3768.149410863268,4327786,41.602854636035154
2021-10-11,3737.074207839949,3737.074207839949,3718.982813323306,3732.1262946139473,2738268,33.01630285363862
2021-10-12,3723.2858705535814,3723.2858705535814,3710.7290986732837,3714.5679737355194,4316900,35.97507047382125
2021-10-13,3743.807837176632,3758.195946467995,3717.41482974097,3742.4529078591204,2184592,37.15920269629888
2021-10-14,3679.0187051048365,3688.585656549206,3679.0187051048365,3688.585656549206,3145977,21.532249688511598
2021-10-15,3696.029565840405,3711.2902505637376,3690.497270224375,3693.077408750071,3111029,24.630568249640888
2021-10-18,3735.912277638322,3748.183391929767,3733.207411027757,3740.7854504209777,3520358,34.2880695584947
2021-10-19,3668.0582586243277,3715.1861878547156,3642.203233429789,3671.9403564779764,3226217,29.71098215043712
2021-10-20,3679.1243181897216,3714.7419846868825,3667.5820220241967,3674.814759888144,1632731,31.638120798658264
2021-10-21,3689.852413079381,3689.852413079381,3680.7368248780836,3680.7368248780836,1361756,37.527275358968296
2021-10-22,3707.734798904737,3715.9035858840953,3704.771094043409,3707.577066884571,3214826,41.400212184085945
2021-10-25,3655.9665593307163,3663.32000156927,3653.7097869293966,3653.7097869293966,4260802,40.800830243076284
2021-10-26,3608.7927130249986,3608.7927130249986,3581.496744967625,3596.5485157597354,3021363,34.4762079191501
2021-10-27,3614.8719608271695,3627.4948665963484,3613.132214689971,3613.132214689971,1517257,39.75431901960302
2021-10-28,3639.609641454152,3639.609641454152,3614.962965898861,3620.769451967106,1396474,32.7530853710775
2021-10-29,3630.7033292933347,3630.7033292933347,3598.478896493637,3626.6015729526007,2300457,36.71219999635925
2021-11-01,3623.5237515044937,3658.560079991629,3623.5237515044937,3636.329177496027,1031629,39.949877462178804
2021-11-02,3610.489495252363,3627.220441237427,3576.367022576561,3605.0578150552246,1955083,32.50320988266981
2021-11-03,3613.0924105886993,3613.0924105886993,3588.0846017037297,3610.340187719043,2202606,38.62858462700245
2021-11-04,3627.45348527785,3645.172404327918,3610.6912250594382,3618.1205234583826,2481257,39.20965510101101
2021-11-05,3590.4993080290683,3590.4993080290683,3580.2437802027503,3585.671693397525,3051933,26.644694364481452
2021-11-08,3655.4857027955727,3672.096216834393,3623.7866042003006,3656.4982309165657,3899359,47.688687664940446
2021-11-09,3662.72937666164,3697.795464291628,3662.72937666164,3671.719937148038,2518367,49.55329114681344
2021-11-10,3618.8979804660635,3630.6642587337833,3618.8979804660635,3620.4114808669565,4633577,42.30129796666631
2021-11-11,3636.897969890935,3662.3076304000942,3619.3287752049146,3643.095023559266,3786719,41.68257728673459
2021-11-12,3596.4287714786283,3602.113768667608,3562.126209753355,3600.609247682355,4561497,42.9434659208487
2021-11-15,3632.948070523332,3635.998010444038,3615.161460328756,3628.6765492163395,4124594,54.62730757340952
2021-11-16,3683.951744846361,3683.951744846361,3652.4871046615917,3671.6890048308715,3019712,57.83713076143789
2021-11-17,3638.4870510297783,3638.4870510297783,3626.767126855828,3635.617301745117,1262199,51.84665512786761
2021-11-18,3662.21692169257,3678.7653922438158,3653.3190958762666,3670.997088169615,3870524,55.143516062865366
2021-11-19,3687.720591207951,3687.720591207951,3636.4092149482594,3684.444363618005,2137273,55.52682911591767
2021-11-22,3723.2456321147715,3723.2456321147715,3696.000838054583,3714.3562009494244,3785385,62.59407170376664
2021-11-23,3782.7338620275837,3793.3202263868293,3770.203292667251,3787.352787993073,4247233,67.64331476329198
2021-11-24,3773.747794675146,3781.2487536679764,3773.747794675146,3774.759559837308,4488592,65.46425932932686
2021-11-25,3742.0417015014805,3748.639237553531,3717.642903979315,3741.931777056271,4867293,65.41531261241141
2021-11-26,3697.959943002268,3713.7416342341708,3697.959943002268,3703.774115112247,2913207,54.985171214765735
2021-11-29,3673.4243500800526,3688.468260257218,3622.595826305153,3668.667699104843,2204966,49.69110017046348
2021-11-30,3662.3283605361835,3690.221840028642,3662.3283605361835,3663.2144785544524,1033734,54.77504638874701
2021-12-01,3677.6811988619024,3677.6811988619024,3659.452768629813,3674.597972726155,1213299,53.60532660565898
2021-12-02,3676.973069034484,3683.5112438660385,3676.973069034484,3683.5112438660385,3771034,60.2773952102044
2021-12-03,3711.304109461798,3714.5540344505384,3704.8925069700144,3714.5540344505384,1142728,60.56830069847009
2021-12-06,3718.505537231828,3718.505537231828,3713.1409296586826,3713.1409296586826,1671253,55.68304552032247
2021-12-07,3766.6511870522877,3774.137563574443,3750.852831041181,3769.461947811673,2553185,67.38479337094485
2021-12-08,3770.1465721919344,3770.1465721919344,3725.259555148332,3757.169580096374,3900077,61.90688092554021
2021-12-09,3861.2971587348375,3864.3858555809725,3861.2971587348375,3864.3858555809725,3494000,69.74649000660118
2021-12-10,3889.6860721089465,3890.7359183105905,3874.0691051450444,3887.938951115004,3717312,69.31829732951222
2021-12-13,3859.482403186354,3867.348606925957,3845.0078230394483,3852.2971691431667,2006152,57.88321630691604
2021-12-14,3797.422357201115,3830.9799767015174,3797.422357201115,3808.225269652645,3421075,53.77381022357787
2021-12-15,3812.933196295683,3827.222927278217,3795.185707582459,3826.4083433541123,1693812,59.85150676144556
2021-12-16,3804.8301570319927,3820.0438627429467,3804.8301570319927,3816.47541666968,2717202,64.06920614795729
2021-12-17,3853.870552898777,3853.870552898777,3821.292644389174,3844.1633937150145,2431907,72.32165904502902
2021-12-20,3858.0811947631946,3873.3240148059776,3848.2046768471864,3862.3441269005343,4262331,74.5333981064645
2021-12-21,3878.5494919328203,3878.5494919328203,3848.624434620462,3858.806300887893,4993767,73.1424393035706
2021-12-22,3820.1188926644822,3846.86750278044,3784.27394157437,3824.434748911072,2589804,66.64006325392837
2021-12-23,3764.855724439661,3764.855724439661,3737.5205831822973,3763.4666191014735,4825091,55.39431310002211
2021-12-24,3756.909478297713,3756.909478297713,3745.357970692644,3745.357970692644,1652168,53.42685405678673
2021-12-27,3794.656648829767,3796.521264990748,3779.49262228892,3779.49262228892,3719848,51.11979251765166
2021-12-28,3803.680521027354,3803.680521027354,3775.511712963832,3788.0623130137556,1821247,53.477671765491415
2021-12-29,3747.4009974131695,3799.919197523208,3731.69568976683,3738.3663660644943,4831957,33.70316532202689
2021-12-30,3753.2265890652593,3763.342865796491,3728.8080501389413,3745.555223579609,3146449,30.7731781341476
2021-12-31,3765.8152511455696,3765.8152511455696,3761.357839374732,3761.357839374732,3157259,37.02477606088285
2022-01-03,3732.3231365158135,3735.922795060281,3711.609319849441,3726.521977202745,3442089,38.027014411433385
2022-01-04,3729.2025733782098,3733.318076574848,3726.445823712513,3733.318076574848,3507050,35.88735354725348
2022-01-05,3730.307983080773,3746.1257493994713,3730.307983080773,3736.4222561166707,4689638,37.607208810718035
2022-01-06,3691.5831027837817,3691.608017131845,3666.184439051715,3691.608017131845,1292552,27.572577878041656
2022-01-07,3705.691031042358,3735.0401646067767,3705.691031042358,3706.952763755993,3761349,26.963566281759867
2022-01-10,3727.16436813926,3731.4871558815285,3690.807023404126,3730.5459442617475,3030290,32.052873962077996
2022-01-11,3780.4160850606368,3784.279565011041,3775.1581395795024,3775.1581395795024,2195055,43.296958730959574
2022-01-12,3826.0245457520314,3826.0245457520314,3800.1565238145954,3818.728443407824,2208957,57.89068626581326
2022-01-13,3765.8333614362286,3809.1984649263723,3749.3031177164207,3765.167627943522,3037998,52.56852385678454
2022-01-14,3740.3483044053232,3740.3483044053232,3682.897593835966,3729.32791604916,2141766,43.524267720649085
2022-01-17,3743.1628543203324,3797.3609514726295,3731.9429495754202,3751.7294717143927,4557839,45.47153090333598
2022-01-18,3772.745545131721,3800.8938770410955,3743.2625175978733,3774.207367047545,1776644,54.792317559053274
2022-01-19,3791.41808370433,3817.4037208810605,3773.935104580428,3796.8614337522295,3065167,56.58772808609223
2022-01-20,3938.3904866928415,3972.295604148501,3938.3904866928415,3953.1478772239275,4363712,68.09711158706375
2022-01-21,3977.6271075189916,3998.053006412024,3977.6271075189916,3978.284962177293,1524658,74.19902021143275
2022-01-24,4025.152179807206,4026.132523013401,4018.2333184691643,4026.132523013401,2424932,76.08619934727707
2022-01-25,4079.1500402510687,4079.1500402510687,4060.895962392611,4066.840123968216,1786918,77.58781849553081
2022-01-26,4100.732019587649,4125.158650861427,4060.8444101431414,4095.56495912551,2858770,84.65906467809478
2022-01-27,4077.3748938629037,4097.0023494542165,4055.4941133924112,4085.744024257356,3648053,82.81088251303875
2022-01-28,4134.286269017725,4134.286269017725,4119.012209182356,4119.012209182356,4913892,83.09423944569573
2022-01-31,4101.11787419379,4102.328481060642,4063.8146807321527,4091.1270661927956,1003196,77.70771882211513
2022-02-01,4089.5549476800493,4131.8584875765955,4084.79944293033,4084.79944293033,2549648,74.96259155587535
2022-02-02,4066.80305448362,4106.217764894132,4051.495433774619,4068.6460217391655,4657919,80.62146901695702
2022-02-03,4067.476791913164,4086.259257870245,4063.117520919227,4075.296791198703,4371737,87.09381145351932
2022-02-04,4168.267018287674,4203.7306065813045,4168.267018287674,4171.372244317373,2935573,88.85458783862867
2022-02-07,4109.2109719228665,4109.2109719228665,4100.282617841722,4100.282617841722,2911357,77.69786998155817
2022-02-08,4147.01651036811,4147.01651036811,4116.760970552022,4131.444383350923,3948423,78.0156194771625
2022-02-09,4083.3202670391056,4083.3202670391056,4050.641450186378,4070.7559315460376,4580860,61.72472948295518
2022-02-10,4051.840700231986,4099.667343964794,4042.504626483252,4055.8060571237907,4678588,57.88856197469092
2022-02-11,4094.208565195806,4110.08571401469,4094.208565195806,4103.3970349077845,3603680,57.866559940999174
2022-02-14,4111.2631398628555,4117.4336718124005,4110.105025319999,4110.105025319999,2470017,54.73259349681864
2022-02-15,4056.8346269405197,4077.3442330329976,4056.8346269405197,4071.234088196496,3667293,47.39632620598985
2022-02-16,4049.576728683342,4097.6317504035405,4046.9610343895843,4046.9610343895843,3015470,45.97430646230565
2022-02-17,4077.3783858013016,4123.976188749783,4077.3783858013016,4078.582404423952,3784787,45.78896957412713
2022-02-18,4050.12310725609,4111.036928583411,4049.468892927152,4053.9016395341027,1858811,46.09667138502582
2022-02-21,4054.2164341123344,4076.1555804995764,4054.2164341123344,4067.1883495848037,2164650,48.17992446275869
2022-02-22,4077.916572116509,4091.974704553107,4030.5726591795665,4073.732033703216,4598840,50.536282569959916
2022-02-23,4048.1616875785476,4052.479205729757,3987.0168722356357,4052.479205729757,3664649,47.665927835441686
2022-02-24,4133.442166524245,4186.161529896016,4133.442166524245,4143.136416617134,4636119,47.07930557313331
2022-02-25,4149.504077566498,4173.478728063602,4149.504077566498,4173.478728063602,4057143,58.26835647021763
2022-02-28,4097.316990426428,4114.276340245985,4074.7031305931173,4097.5424774108415,4556995,46.52218527561443
2022-03-01,4124.720208615287,4124.720208615287,4102.826037769928,4110.151762567756,2667108,54.483695221341875
2022-03-02,4102.496275058428,4102.496275058428,4075.4091339095835,4088.910793591791,3853507,53.71450526276652
2022-03-03,4124.541596820024,4128.31567209947,4124.541596820024,4128.31567209947,4399244,52.84831141237438
2022-03-04,4097.0565399312545,4101.997084162557,4091.457225562635,4101.997084162557,2781336,49.11299211137674
2022-03-07,4106.708801821381,4106.708801821381,4075.230966541153,4102.8621694988105,1624588,53.77393690641997
2022-03-08,4120.342234855191,4129.653958963873,4120.342234855191,4128.586075299219,4868049,59.706085323816396
2022-03-09,4171.324331418156,4198.684576534245,4151.775793135282,4168.808106381341,4599100,60.51374512076353
2022-03-10,4132.775375851724,4132.775375851724,4124.937272739548,4126.452987345151,4522554,58.119743646993946
2022-03-11,4128.899029694918,4135.690261632644,4096.603910711712,4118.792064043625,3154327,55.84899636225063
2022-03-14,4104.750832968889,4142.892034743929,4079.916933847575,4105.573212755978,2150127,53.55522480324789
2022-03-15,4083.6121313944523,4087.049342622604,4074.7396820536683,4085.2762584665943,1805408,53.66978619800161
2022-03-16,4154.477339949883,4161.785289978725,4149.566884408741,4161.785289978725,3489913,52.154921773034836
2022-03-17,4177.008221174221,4191.6567267614155,4177.008221174221,4183.927435973291,4917000,51.23069599405576
2022-03-18,4137.609305416102,4176.320040001859,4121.505589693919,4139.4843170584445,4656219,55.33596409422851
2022-03-21,4185.3105405439555,4198.843455226791,4131.290541838683,4182.237720784113,3678306,58.517677593921874
2022-03-22,4281.014758610267,4281.014758610267,4251.140604020942,4273.206886378049,3214904,68.69571654288987
2022-03-23,4313.689216001332,4344.044841865455,4313.689216001332,4320.629693648578,4979238,69.19680448052125
2022-03-24,4278.753313363902,4278.753313363902,4246.876530899015,4266.017641826034,3350716,65.4971875396302
2022-03-25,4250.540737393181,4280.093960359768,4234.849136829672,4252.846831688561,1293257,63.84899110066466
2022-03-28,4309.570703552265,4331.489130482002,4309.570703552265,4309.7548791544095,2819456,65.81750650274452
2022-03-29,4281.30232793309,4293.974144558212,4259.583178371203,4287.709981883614,2588265,60.72139803922438
2022-03-30,4290.846695076471,4311.752141343196,4265.555959519516,4311.752141343196,2978964,67.27910297464965
2022-03-31,4356.741117617973,4356.741117617973,4332.51147959266,4349.051599527775,2264008,70.34695528414926
2022-04-01,4324.674237715607,4342.812863900689,4294.901398167062,4318.310396392942,4576507,68.2339305161819
2022-04-04,4319.852562897172,4361.811388938325,4288.43570728738,4322.2845183866275,3262638,70.89900423004188
2022-04-05,4199.567867593495,4199.567867593495,4182.7261876958755,4199.005278842974,3768654,53.03191832472024
2022-04-06,4168.711910270947,4186.452546451241,4162.155663094789,4164.414740504124,4127266,48.44210270666273
2022-04-07,4147.705097071362,4160.70769019743,4147.705097071362,4160.70769019743,3867640,51.81236815430434
2022-04-08,4112.843512349694,4117.516603048774,4111.167856101284,4117.1999436564165,2382212,44.453250626171325
