date,open,high,low,close,volume,OBV,price_change,OBV_ma,price_ma,price_above_ma,signal,position,strategy_returns,cumulative_returns,benchmark_returns,benchmark_cumulative,drawdown
2021-04-30,4049.92222534281,4094.6792929888907,4041.4605796496853,4041.4605796496853,59669563,-243302259.0,-95.8650233463668,-49204597.95,,False,-1,0.0,0.0,1.0,-0.02317077081797625,0.9632241325457566,0.0
2021-05-03,4147.1515063232355,4191.394709939788,4101.232513358482,4152.670954437468,53645160,-189657099.0,111.21037478778271,-58687452.9,,False,-1,0.0,0.0,1.0,0.02751737214703276,0.989729529462021,0.0
2021-05-04,4135.998650623672,4177.432958816152,4135.998650623672,4141.956768048324,20626676,-210283775.0,-10.714186389143833,-67372430.0,,False,-1,0.0,0.0,1.0,-0.002580071117287752,0.9871759568891292,0.0
2021-05-05,4155.90820735123,4170.31966696372,4140.087274231079,4152.213872073276,36156996,-174126779.0,10.257104024952241,-76834242.25,,False,-1,0.0,0.0,1.0,0.002476390894293523,0.989620590439835,0.0
2021-05-06,4060.510337441285,4080.5427122418464,4054.875866896554,4054.875866896554,50239204,-224365983.0,-97.33800517672262,-91435177.15,,False,-1,0.0,0.0,1.0,-0.023442435331039402,0.9664214737461841,0.0
2021-05-07,4023.14829698876,4066.9953910518093,4002.2248405585137,4020.768497409463,32702858,-257068841.0,-34.10736948709064,-104345801.45,,False,-1,0.0,0.0,1.0,-0.008411446023672053,0.9582924716836505,0.0
2021-05-10,4037.450236522369,4037.450236522369,3997.159705189647,4033.683074940922,59319099,-197749742.0,12.91457753145869,-111423326.95,,False,-1,0.0,0.0,1.0,0.003211967448456532,0.9613704759087993,0.0
2021-05-11,3975.748337729462,3975.748337729462,3955.5754089679576,3955.5754089679576,74935884,-272685626.0,-78.10766597296424,-124864169.45,,False,-1,0.0,0.0,1.0,-0.019363857923842542,0.9427546346011244,0.0
2021-05-12,4000.0385709051684,4000.0385709051684,3986.9284151987945,3987.221132402552,69075106,-203610520.0,31.6457234345944,-138033396.85,,False,-1,0.0,0.0,1.0,0.008000283185816137,0.9502969386526741,0.0
2021-05-13,3950.656318426304,3973.1740805147747,3948.398202748512,3948.398202748512,47781614,-251392134.0,-38.822929654039854,-150019266.65,,False,-1,0.0,0.0,1.0,-0.009736838857153263,0.941044050494567,0.0
2021-05-14,3942.745710481393,3976.3903576086,3915.602592424068,3931.643018960748,72787054,-324179188.0,-16.755183787764054,-168613400.75,,False,-1,0.0,0.0,1.0,-0.00424353951334,0.9370506928824998,0.0
2021-05-17,3880.329920319368,3894.0144859945103,3862.80888409713,3892.3868677676082,53238548,-377417736.0,-39.256151193139885,-187332343.85,,False,-1,0.0,0.0,1.0,-0.009984668242722705,0.9276945525874546,0.0
2021-05-18,4034.4444617093427,4034.4444617093427,3975.8273787284093,4029.6339606463666,48349654,-329068082.0,137.2470928787584,-202087866.6,,False,-1,0.0,0.0,1.0,0.035260393568605775,0.9604054276231399,0.0
2021-05-19,4054.2453906643746,4054.2453906643746,4032.3580774426314,4032.3580774426314,40866516,-288201566.0,2.7241167962647523,-216527857.0,,False,-1,0.0,0.0,1.0,0.0006760209048435328,0.9610546817693383,0.0
2021-05-20,3957.1181188680475,3997.24968373917,3953.9403522941675,3959.7083133020474,47297679,-335499245.0,-72.64976414058401,-230912086.65,,False,-1,0.0,0.0,1.0,-0.018016694635080488,0.9437396530402856,0.0
2021-05-21,4012.0150989203826,4051.307111133618,3982.846619273696,4022.2432685110316,45732076,-289767169.0,62.53495520898423,-240828917.3,,False,-1,0.0,0.0,1.0,0.0157928186272982,0.9586439622121402,0.0
2021-05-24,3929.754765714446,3963.323103337758,3908.9839869664006,3937.457482535453,54709556,-344476725.0,-84.78578597557862,-251081115.85,,False,-1,0.0,0.0,1.0,-0.021079228757579616,0.938436486835598,0.0
2021-05-25,3942.4810968484353,3964.587648480194,3928.5119549447127,3955.4109361453034,52862505,-291614220.0,17.953453609850385,-256067662.95,,False,-1,0.0,0.0,1.0,0.004559656501557763,0.9427154348640969,0.0
2021-05-26,3808.0411379838156,3817.027511363396,3767.7958470631397,3817.027511363396,53671114,-345285334.0,-138.38342478190725,-266669235.95,,False,-1,0.0,0.0,1.0,-0.034985852801622475,0.9097337314261241,0.0
2021-05-27,3719.766660142096,3750.314940782569,3690.7404148371384,3723.9058719939785,59054716,-404340050.0,-93.12163936941761,-277704603.65,,False,-1,0.0,0.0,1.0,-0.02439637626194513,0.887539525016069,0.0
2021-05-28,3724.60804061087,3740.380105356714,3699.9728458785994,3740.380105356714,68300136,-336039914.0,16.474233362735504,-282341486.4,,False,-1,0.0,0.0,1.0,0.004423912399782015,0.8914659221260842,0.0
2021-05-31,3795.817928452045,3860.562914711581,3771.063792166676,3795.6400837289043,65699192,-270340722.0,55.25997837219029,-286375667.55,,False,-1,0.0,0.0,1.0,0.014773893779685965,0.9046363449677848,0.0
2021-06-01,3820.1696357090887,3838.1377279524368,3777.7315757392475,3809.8569947039505,28099691,-242241031.0,14.216910975046176,-287973530.35,,False,-1,0.0,0.0,1.0,0.003745589850837394,0.9080247416801948,0.0
2021-06-02,3792.837612378477,3805.1576004838653,3750.855054742968,3803.194732947884,11866358,-254107389.0,-6.662261756066528,-291972560.85,,False,-1,0.0,0.0,1.0,-0.001748690768532124,0.9064368871968198,0.0
2021-06-03,3800.2060612832875,3800.2060612832875,3782.96387269677,3782.96387269677,64549587,-318656976.0,-20.23086025111388,-296687110.5,,False,-1,0.0,0.0,1.0,-0.005319438438387003,0.9016151519770932,0.0
2021-06-04,3683.377104932485,3690.4014384014768,3677.741421267584,3677.741421267584,32357881,-351014857.0,-105.2224514291861,-301384411.3,,False,-1,0.0,0.0,1.0,-0.0278148179496559,0.876536890664199,0.0
2021-06-07,3638.138310768354,3638.138310768354,3595.464427605518,3626.9247959277495,48029612,-399044469.0,-50.816625339834445,-311449147.65,,False,-1,0.0,0.0,1.0,-0.01381734589766781,0.8644254772538256,0.0
2021-06-08,3587.456795120174,3633.015950082904,3586.047846438523,3594.550653997488,33348949,-432393418.0,-32.37414193026143,-319434537.25,,False,-1,0.0,0.0,1.0,-0.008926058231648604,0.8567095651069373,0.0
2021-06-09,3680.645315355397,3690.0250290007034,3665.7445660340513,3671.233829589862,25059051,-407334367.0,76.68317559237403,-329620729.6,,False,-1,0.0,0.0,1.0,0.021333174289001944,0.8749858995744186,0.0
2021-06-10,3684.2138314123063,3696.322250127405,3684.2138314123063,3696.322250127405,58800681,-348533686.0,25.08842053754279,-334477807.2,,False,-1,0.0,0.0,1.0,0.006833784417470845,0.8809653645804371,0.0
2021-06-11,3579.0412001744035,3624.2736538789127,3537.697828718993,3569.507963543123,64940037,-413473723.0,-126.81428658428194,-338942533.95,4064.5120815669493,False,-1,0.0,0.0,1.0,-0.03430823342848721,0.8507409992099991,0.0
2021-06-14,3594.594781719581,3608.1765416492,3592.7426581403124,3592.7426581403124,41999055,-371474668.0,23.234694597189446,-338645380.55,4052.4516663494196,False,-1,0.0,0.0,1.0,0.006509214949089737,0.8562786552398604,0.0
2021-06-15,3570.609453894855,3595.395777702672,3538.7154849473545,3564.6929417381916,11921241,-383395909.0,-28.049716402120794,-341361771.9,4039.8816258496954,False,-1,0.0,0.0,1.0,-0.0078073269006804225,0.8495934078603278,0.0
2021-06-16,3503.0079343567472,3516.6386567096633,3473.167794985897,3515.406011387452,43208359,-426604268.0,-49.28693035073957,-348281907.0,4025.2462295203527,False,-1,0.0,0.0,1.0,-0.013826416792776186,0.8378465752988558,0.0
2021-06-17,3549.117479858994,3580.6612155165135,3549.117479858994,3558.6732632082353,57092885,-369511383.0,43.26725182078326,-349982513.9,4009.1369712469973,False,-1,0.0,0.0,1.0,0.012307896066806379,0.8481587038675638,0.0
2021-06-18,3638.4141574776695,3653.214088462577,3631.906925571606,3631.906925571606,29832723,-339678660.0,73.23366236337051,-352478088.45,3994.684540419708,False,-1,0.0,0.0,1.0,0.020578922802636956,0.865612896358839,0.0
2021-06-21,3687.215912008102,3697.736134056743,3687.215912008102,3697.736134056743,54530655,-285148005.0,65.82920848513731,-349511652.45,3981.7419568000473,False,-1,0.0,0.0,1.0,0.01812524655344161,0.8813023435251817,0.0
2021-06-22,3640.9177009849554,3694.3723072268854,3595.1495367976545,3635.865234024082,51472035,-336620040.0,-61.87090003266121,-351761943.45,3965.145241652122,False,-1,0.0,0.0,1.0,-0.016732102505319535,0.86655630237514,0.0
2021-06-23,3597.116955734123,3654.349014087793,3597.116955734123,3611.9309779168284,59352016,-395972056.0,-23.934256107253532,-354296279.55,3946.8234494070975,False,-1,0.0,0.0,1.0,-0.006582822675405886,0.8608519158983491,0.0
2021-06-24,3643.1344878292502,3643.1344878292502,3610.417394817673,3633.8879776062745,52397934,-343574122.0,21.956999689446093,-351257983.15,3929.4770286959542,False,-1,0.0,0.0,1.0,0.00607901973312619,0.8660850516823947,0.0
2021-06-25,3688.3227086367797,3702.0111538126007,3688.3227086367797,3702.0111538126007,37244132,-306329990.0,68.1231762063262,-349772486.95,3912.5735603249805,False,-1,0.0,0.0,1.0,0.01874663628216755,0.8823212331357069,0.0
2021-06-28,3671.246324067255,3687.477434474139,3618.175208786784,3665.1734987823684,68953645,-375283635.0,-36.83765503023233,-355019632.6,3895.464134018783,False,-1,0.0,0.0,1.0,-0.0099507142198354,0.8735415066946807,0.0
2021-06-29,3656.09839486261,3665.7444310273895,3607.003179682178,3649.2491454127553,48058429,-423342064.0,-15.924353369613073,-364074684.25,3878.572154136665,False,-1,0.0,0.0,1.0,-0.004344774776665616,0.8697461655900232,0.0
2021-06-30,3559.3619590616568,3588.696642106454,3535.9460378940516,3566.8177332957625,51901495,-475243559.0,-82.43141211699276,-375131492.75,3859.5503213975894,False,-1,0.0,0.0,1.0,-0.022588595306136328,0.8500998214364462,0.0
2021-07-01,3483.7710942879944,3495.607040938482,3465.435639044223,3477.698755084664,38563565,-513807124.0,-89.11897821109869,-384889000.15,3841.370460373962,False,-1,0.0,0.0,1.0,-0.024985571137875917,0.8288595918736503,0.0
2021-07-02,3535.7538761736473,3557.856704161695,3505.2718644164165,3532.9934537393433,44915861,-468891263.0,55.29469865467945,-390782820.45,3826.651736379027,False,-1,0.0,0.0,1.0,0.01589979539597386,0.8420382897964318,0.0
2021-07-05,3621.358933297986,3673.2295190101477,3621.358933297986,3627.222431100781,39325786,-429565477.0,94.2289773614375,-392308870.85,3814.500886605165,False,-1,0.0,0.0,1.0,0.02667114405822213,0.8644964143261314,0.0
2021-07-06,3607.4582524561492,3645.21372918258,3607.4582524561492,3618.406334428586,47649454,-477214931.0,-8.816096672194817,-394549946.5,3803.508135740832,False,-1,0.0,0.0,1.0,-0.0024305365440517868,0.86239522419891,0.0
2021-07-07,3665.112971123638,3686.8205171261297,3665.112971123638,3686.8205171261297,77531269,-399683662.0,68.41418269754377,-394167411.25,3793.3095423911896,False,-1,0.0,0.0,1.0,0.018907269215895806,0.8787007628733416,0.0
2021-07-08,3712.7020733544477,3753.9678960606557,3708.811714779952,3708.811714779952,30014427,-369669235.0,21.991197653822383,-395224188.7,3784.739264626868,False,-1,0.0,0.0,1.0,0.005964813733586594,0.8839420492514416,0.0
2021-07-09,3640.9399803494634,3708.7544228074817,3640.9399803494634,3658.112654810068,27182513,-396851748.0,-50.699059969884274,-394393089.95,3777.0723061300755,False,-1,0.0,0.0,1.0,-0.013669893181108117,0.8718586558598845,0.0
2021-07-12,3680.7340958539025,3763.9917040788387,3638.096106111015,3679.6815869685774,72653717,-324198031.0,21.568932158509597,-392029258.1,3767.612518780698,False,-1,0.0,0.0,1.0,0.0058961913406763156,0.8769993013168593,0.0
2021-07-13,3782.778375748998,3785.770439155075,3782.778375748998,3785.770439155075,49662450,-274535581.0,106.08885218649766,-386586241.7,3760.4887922028324,True,0,0.0,0.0,1.0,0.02883098705121845,0.9022840568170534,0.0
2021-07-14,3786.044103164912,3798.9655316745598,3749.5136722027455,3778.345994010099,40160408,-314695989.0,-7.424445144976289,-380990827.75,3753.011434641569,True,0,0.0,0.0,1.0,-0.0019611450996044333,0.9005145468605754,0.0
2021-07-15,3882.4421558672093,3885.9633691076738,3882.4421558672093,3885.9633691076738,68367957,-246328032.0,107.61737509757495,-374831660.2,3749.633184685791,True,0,0.0,0.0,1.0,0.028482668148492207,0.926163603861695,0.0
2021-07-16,3688.467019308922,3719.1383075541644,3688.467019308922,3692.1160977349277,46166069,-292494101.0,-193.84727137274604,-372472432.25,3743.0601366923006,False,-1,0.0,0.0,1.0,-0.04988396774755466,0.8799628885176992,0.0
2021-07-19,3754.106792536924,3754.106792536924,3741.1629560432057,3745.882288011999,78825486,-213668615.0,53.76619027707147,-368898462.75,3737.3041209537223,True,0,0.0,0.0,1.0,0.014562432180845075,0.8927772884033988,0.0
2021-07-20,3750.3232976027157,3804.7813845937208,3697.938456975549,3746.557355232831,60186906,-153481709.0,0.6750672208318065,-359741546.2,3733.1237598790194,True,0,0.0,0.0,1.0,0.000180215812705109,0.892938180987993,0.0
2021-07-21,3722.786346720912,3722.786346720912,3683.891302490086,3719.2587492912344,43415308,-196897017.0,-27.298605941596634,-349787794.25,3727.7645122167933,False,-1,0.0,0.0,1.0,-0.007286317371724915,0.8864319500079838,0.0
2021-07-22,3725.1585253024164,3725.1585253024164,3719.921609358715,3719.921609358715,82377442,-114519575.0,0.6628600674807785,-338335066.9,3723.1949803489974,False,-1,0.0,0.0,1.0,0.00017822370320619285,0.8865899331927545,0.0
2021-07-23,3554.253728940171,3574.889299465124,3552.796811637955,3570.7029446463284,45093247,-159612822.0,-149.21866471238673,-330999208.5,3715.9761788627093,False,-1,0.0,0.0,1.0,-0.04011338957707522,0.8510258058074804,0.0
2021-07-26,3556.6639014996963,3556.6639014996963,3536.1070863666064,3548.6072640781745,61754088,-221366910.0,-22.095680568153966,-323303372.25,3709.1005867889203,False,-1,0.0,0.0,1.0,-0.006188047818786679,0.8457596174261223,0.0
2021-07-27,3574.4344211635525,3598.2292838614426,3567.878777926642,3567.878777926642,55029527,-166337383.0,19.271513848467748,-310453138.2,3699.8654831345257,False,-1,0.0,0.0,1.0,0.005430726032590094,0.8503527061977918,0.0
2021-07-28,3656.5030781180712,3667.6897128738688,3656.5030781180712,3667.6897128738688,72247476,-94089907.0,99.81093494722654,-291395455.6,3692.5721158431506,False,-1,0.0,0.0,1.0,0.02797486718571429,0.8741412102146877,0.0
2021-07-29,3620.9711727280333,3638.737756411087,3615.1916376007657,3623.624540710976,74638720,-168728627.0,-44.06517216289285,-274141530.75,3685.8504403913294,False,-1,0.0,0.0,1.0,-0.012014422051085938,0.8636389087829214,0.0
2021-07-30,3558.096062262204,3558.515689061356,3539.8263282683174,3558.515689061356,52309725,-221038352.0,-65.10885164961974,-261748885.2,3676.5758888023356,False,-1,0.0,0.0,1.0,-0.017967880203406783,0.8481211483309089,0.0
2021-08-02,3513.9306647670114,3522.654718959539,3494.692845522343,3515.3490742066024,39926678,-260965030.0,-43.16661485475379,-253318862.85,3668.1337206357584,False,-1,0.0,0.0,1.0,-0.012130511321741588,0.8378330051388724,0.0
2021-08-03,3577.659762737983,3623.6177465077226,3574.080036013972,3574.080036013972,58542829,-202422201.0,58.73096180736957,-239579226.35,3660.507102633132,False,-1,0.0,0.0,1.0,0.01670700706177386,0.8518306870723147,0.0
2021-08-04,3605.8569696771383,3612.5703263469595,3588.002852819317,3590.4392631965725,40289902,-162132299.0,16.359227182600534,-227701658.2,3655.9753376697954,False,-1,0.0,0.0,1.0,0.004577185462484756,0.8557296741096805,0.0
2021-08-05,3556.3620672547295,3556.3620672547295,3525.205955679955,3544.857939136077,81486652,-243618951.0,-45.58132406049526,-221399144.0,3652.3943790126373,False,-1,0.0,0.0,1.0,-0.012695194297734469,0.8448660196305211,0.0
2021-08-06,3560.181487486998,3587.879927649317,3560.181487486998,3574.2520940870686,52870416,-190748535.0,29.39415495099138,-211093983.35,3649.0718187872444,False,-1,0.0,0.0,1.0,0.008292054422399442,0.8518716946449334,0.0
2021-08-09,3580.2324084023353,3588.2439489355033,3556.5024656810137,3573.563388774496,44539448,-235287983.0,-0.6887053125724378,-206648480.95,3644.6302848881564,False,-1,0.0,0.0,1.0,-0.0001926851532693119,0.8517075516168849,0.0
2021-08-10,3650.009839123135,3660.367358521769,3602.396314393956,3635.5157650216343,54474292,-180813691.0,61.95237624713809,-201962386.45,3641.14346029451,False,-1,0.0,0.0,1.0,0.017336302594140873,0.8664730114534301,0.0
2021-08-11,3581.2225327189785,3581.2225327189785,3546.4739657315436,3577.0716073884187,31426960,-212240651.0,-58.44415763321558,-196839619.55,3636.6209977833205,False,-1,0.0,0.0,1.0,-0.016075891678293375,0.8525436851791401,0.0
2021-08-12,3557.0870695884514,3572.270466734755,3510.4803271105698,3545.482912223251,36316745,-248557396.0,-31.588695165167792,-196951087.75,3631.8713785738505,False,-1,0.0,0.0,1.0,-0.008830881411465596,0.8450149729972293,0.0
2021-08-13,3530.343215544512,3530.343215544512,3489.3868673581514,3509.15908420131,69041323,-317598719.0,-36.3238280219407,-198206318.65,3628.499731832525,False,-1,0.0,0.0,1.0,-0.010245100292744946,0.8363577098500015,0.0
2021-08-16,3406.03302553757,3406.03302553757,3395.604686739707,3395.604686739707,43490744,-361089463.0,-113.554397461603,-205577361.05,3623.873329648764,False,-1,0.0,0.0,1.0,-0.03235943276918951,0.8092936487671171,0.0
2021-08-17,3411.2099809367664,3412.3090393082507,3378.5601364614704,3408.660555808203,34679355,-326410108.0,13.055869068495667,-214223781.0,3620.1555276849786,False,-1,0.0,0.0,1.0,0.003844931985010014,0.8124053278025272,0.0
2021-08-18,3429.8339814924393,3445.7831080039955,3409.304215365055,3419.1141511196934,58355531,-268054577.0,10.453595311490517,-217781659.0,3615.113134115575,False,-1,0.0,0.0,1.0,0.0030667750984116893,0.8148967922316489,0.0
2021-08-19,3412.550946603876,3425.1757251502618,3383.983933431139,3411.0682797290897,68021437,-336076014.0,-8.04587139060368,-228859480.95,3609.4080547076087,False,-1,0.0,0.0,1.0,-0.00235320350096202,0.8129791742472466,0.0
2021-08-20,3385.9410892478104,3385.9410892478104,3366.867543276492,3385.6983037684963,61533627,-397609641.0,-25.369975960593365,-240759321.9,3605.731861512116,False,-1,0.0,0.0,1.0,-0.007437545625034625,0.8069326045465798,0.0
2021-08-23,3271.799380702665,3275.252291545074,3232.4766867396006,3275.252291545074,68312852,-465922493.0,-110.44601222342226,-252987101.05,3599.382054180211,False,-1,0.0,0.0,1.0,-0.032621339030854846,0.7806093824786151,0.0
2021-08-24,3251.552351998867,3253.176493355843,3219.145029972921,3236.3729857187586,39849397,-505771890.0,-38.87930582631543,-269958826.4,3592.815655059823,False,-1,0.0,0.0,1.0,-0.011870629302872526,0.7713430578688673,0.0
2021-08-25,3195.192887233942,3214.3499948673593,3186.522383163516,3203.0573089949517,29712961,-535484851.0,-33.31567672380697,-292028573.6,3586.5686810119723,False,-1,0.0,0.0,1.0,-0.010294140036028021,0.7634027444153471,0.0
2021-08-26,3151.0312258490685,3151.0312258490685,3134.2334913102422,3136.611897340092,74638386,-610123237.0,-66.44541165485953,-314098304.1,3578.1274536946094,False,-1,0.0,0.0,1.0,-0.020744371781380555,0.7475664340662689,0.0
2021-08-27,3120.9560198149934,3120.9560198149934,3107.992573245088,3116.2828658028684,45812151,-655935388.0,-20.329031537223727,-335843155.9,3567.8149724992354,False,-1,0.0,0.0,1.0,-0.006481207175954129,0.7427213011292961,0.0
2021-08-30,3123.461973300738,3162.277530214276,3101.529299318788,3136.62928749089,46886176,-609049212.0,20.346421688021564,-353247365.0,3556.592835567918,False,-1,0.0,0.0,1.0,0.006529067663047172,0.7475705787591558,0.0
2021-08-31,3267.2665621815363,3267.2665621815363,3263.666907688023,3263.666907688023,73815393,-535233819.0,127.03762019713304,-369887945.9,3549.148869041197,False,-1,0.0,0.0,1.0,0.040501317992460484,0.7778481724912881,0.0
2021-09-01,3246.8672830699948,3278.7952998619176,3246.8672830699948,3267.4524936172606,58459307,-476774512.0,3.785585929237641,-385620056.55,3542.2592993552053,False,-1,0.0,0.0,1.0,0.0011599179806984772,0.7787504125728142,0.0
2021-09-02,3283.3518874827273,3332.978872372019,3267.9943842484117,3277.202138850846,57135815,-419638697.0,9.749645233585397,-394421043.85,3535.1255825800968,False,-1,0.0,0.0,1.0,0.0029838674786031305,0.781074100602839,0.0
2021-09-03,3271.710026014182,3271.710026014182,3249.8124251067898,3263.044377174985,82908917,-502547614.0,-14.157761675860911,-410010997.8,3526.346247047344,False,-1,0.0,0.0,1.0,-0.0043200758073548284,0.7776998012770733,0.0
2021-09-06,3110.5603001473046,3116.0978174489856,3093.9531290716473,3116.0978174489856,45062950,-547610564.0,-146.94655972599958,-425627126.85,3515.3647334206767,False,-1,0.0,0.0,1.0,-0.045033576850468715,0.742677197509668,0.0
2021-09-07,3106.553700044882,3132.424483596934,3097.0392770303683,3105.4027039976027,64262005,-611872569.0,-10.695113451382895,-447180070.75,3504.4878045923742,False,-1,0.0,0.0,1.0,-0.003432213646020421,0.7401281706977871,0.0
2021-09-08,3119.1477109299262,3119.1477109299262,3097.413204457176,3100.968369755182,50998195,-662870764.0,-4.434334242420846,-469711576.4,3495.170817321562,False,-1,0.0,0.0,1.0,-0.0014279417728053634,0.7390713107656177,0.0
2021-09-09,3264.6116464640872,3276.407658538854,3222.224471984778,3269.5723728197854,59185644,-603685120.0,168.6040030646036,-487467962.6,3491.008289676264,False,-1,0.0,0.0,1.0,0.05437140369087823,0.7792556553596016,0.0
2021-09-10,3236.685871959877,3247.000692966759,3223.516549321655,3247.000692966759,73622181,-677307301.0,-22.57167985302658,-505453391.7,3485.2884344608133,False,-1,0.0,0.0,1.0,-0.006903557187070364,0.7738760193794786,0.0
2021-09-13,3274.5151627901705,3274.5151627901705,3241.9974887274766,3260.0243863171454,58017033,-619290268.0,13.023693350386566,-518363431.95,3477.9444735651405,False,-1,0.0,0.0,1.0,0.004010991860456503,0.7769800297942121,0.0
2021-09-14,3268.0062250777805,3293.033846848792,3240.875699579721,3248.8776083445623,58417537,-677707805.0,-11.146777972583095,-535928316.8,3470.5538990434598,False,-1,0.0,0.0,1.0,-0.0034192314693619608,0.774323355225274,0.0
2021-09-15,3156.16661387135,3183.945886236064,3156.131621791001,3156.131621791001,69026206,-746734011.0,-92.74598655356112,-559862288.5,3459.9401211367576,False,-1,0.0,0.0,1.0,-0.028547085404309502,0.7522186802731066,0.0
2021-09-16,3239.6668715227165,3259.494864982558,3201.991018469246,3229.866200708722,46808607,-699925404.0,73.73457891772068,-578054758.0,3450.3612108553325,False,-1,0.0,0.0,1.0,0.023362326972877767,0.7697922590367535,0.0
2021-09-17,3288.6973942024397,3288.6973942024397,3252.6267682419543,3275.51531946639,38805501,-661119903.0,45.64911875766802,-591230271.1,3442.709264148459,False,-1,0.0,0.0,1.0,0.014133439567141082,0.7806720714091024,0.0
2021-09-20,3316.640066743753,3324.044218004138,3300.525924849974,3324.044218004138,35787797,-625332106.0,48.52889853774832,-599200751.75,3435.59651676917,False,-1,0.0,0.0,1.0,0.014815653051396538,0.7922382379660148,0.0
2021-09-21,3245.4815375551198,3250.213580405408,3221.5819109332215,3250.213580405408,22776213,-648108319.0,-73.83063759873039,-606317573.2,3424.885379594177,False,-1,0.0,0.0,1.0,-0.02221108768615021,0.7746417649942305,0.0
2021-09-22,3355.2808444148413,3355.2808444148413,3322.6011566150755,3342.9366378948134,83616807,-564491512.0,92.72305748940562,-607767906.25,3416.1771924718714,False,-1,0.0,0.0,1.0,0.02852829673976065,0.7967409751329979,0.0
2021-09-23,3250.154759787498,3265.3057190334994,3233.807723222813,3233.807723222813,36826500,-601318012.0,-109.12891467200052,-607327645.0,3403.134079554174,False,-1,0.0,0.0,1.0,-0.032644625517258885,0.7707316643655255,0.0
