日期,开盘,收盘,最高,最低,成交量,成交额,fast_ma,medium_ma,slow_ma,slow_slope,fast_medium_diff,price_medium_diff,signal,returns,strategy_returns,cum_returns,benchmark_returns
2023-05-02 17:16:27.326742,4072.185814498698,4062.4668464386427,4079.8063519755196,4058.143109625207,4013273,1519074.1654219553,4083.064003036551,4090.376863265238,,,-7.312860228686986,-27.910016826595438,-1,-0.008031847810405113,-0.0,1.0,1.0116103786666524
2023-05-03 17:16:27.326742,4064.2785880625056,4055.1111893863426,4050.910929981205,4071.351039152504,3744534,630692.6598186147,4078.604089309041,4091.620437624825,,,-13.016348315784398,-36.50924823848254,-1,-0.0018106380508060571,-0.0,1.0,1.0097787184224483
2023-05-04 17:16:27.326742,4079.540074510597,4066.9174126252124,4067.180798736281,4006.0088476343685,4715740,1137740.8874607075,4073.266154762429,4092.517323118382,,,-19.25116835595327,-25.599910493169773,-1,0.0029114425443550473,0.0,1.0,1.0127186311436478
2023-05-05 17:16:27.326742,4054.385263929744,4058.23701796549,4055.0037494045123,4063.759980841992,2800536,502250.65993302345,4067.618524471128,4092.6159047711176,,,-24.9973802999898,-34.378886805627644,-1,-0.0021343916728614465,-0.0,1.0,1.010557092930383
2023-05-08 17:16:27.326742,4050.4733498378077,4040.143362564928,4055.524795159532,4109.452331478929,4063426,2005406.3648906895,4056.5751657961237,4090.470480964244,,,-33.895315168120305,-50.32711839931608,-1,-0.004458501393699521,-0.0,1.0,1.0060515227231401
2023-05-09 17:16:27.326742,4022.8203679031044,4024.026678775522,4005.475503421542,4041.213988853678,3172086,1418133.398040694,4048.8871322634996,4085.229112102301,,,-36.34197983880131,-61.202433326778646,-1,-0.003989136608056887,-0.0,1.0,1.0020382457642538
2023-05-10 17:16:27.326742,4055.9563608861413,4050.6160443996077,4056.3253201997645,4039.6025416386483,4845557,702556.6694512634,4047.988103266152,4080.9202716343025,,,-32.93216836815054,-30.304227234694736,-1,0.006607651426450367,0.0,1.0,1.0086593652082358
2023-05-11 17:16:27.326742,4046.681701443589,4051.5109960870163,4073.653777593996,4071.7801948155607,4517837,1495013.6348226033,4044.9068199585126,4075.685105101401,,,-30.778285142888308,-24.174109014384612,-1,0.00022094211784051687,0.0,1.0,1.0088822205445647
2023-05-12 17:16:27.326742,4068.5234383299276,4070.032130660847,4055.564584837353,4063.8003231038565,1438511,1585993.4335441831,4047.2658424975843,4072.3558742051937,,,-25.09003170760934,-2.3237435443465984,-1,0.00457141411974904,0.0,1.0,1.013494238972726
2023-05-15 17:16:27.326742,4061.1372923040835,4067.148095993957,4072.757737149331,4066.2807078625538,3711664,1672839.1610524138,4052.6667891833904,4069.4933535288883,,,-16.8265643454979,-2.345257534931079,-1,-0.0007086024321929507,-0.0,1.0,1.0127760744899763
2023-05-16 17:16:27.326742,4048.056279111484,4040.7461459122837,4068.7974785389906,4003.5462281375376,3475093,882574.9242947858,4056.0106826107426,4065.387308850247,,,-9.376626239504276,-24.641162937963145,-1,-0.006491514313845315,-0.0,1.0,1.0062016241057046
2023-05-17 17:16:27.326742,4045.350253193867,4039.8680153831024,4006.742520574653,4034.6996316590667,3432641,1736220.5407600205,4053.861076807441,4062.6805184583986,,,-8.819441650957742,-22.812503075296263,-1,-0.00021731890533871479,-0.0,1.0,1.005982957470204
2023-05-18 17:16:27.326742,4048.5162109651633,4039.4016880779295,4043.0675976503526,4055.1313136074587,4721839,1042305.3988225134,4051.4392152056234,4061.108307159907,,,-9.66909195428343,-21.70661908197735,-1,-0.00011543132186431215,-0.0,1.0,1.00586683552765
2023-05-19 17:16:27.326742,4053.3652037612846,4053.7664053663552,4027.30107473643,4034.2844859142665,4276581,751579.6421008572,4048.186070146726,4060.1881800233546,,,-12.002109876628765,-6.421774656999332,-1,0.0035561497463405534,0.0,1.0,1.0094438486196642
2023-05-22 17:16:27.326742,4045.9101294669103,4051.4618550858218,4041.156694728648,4030.8183669922246,3732210,1494467.596239733,4045.048821965099,4059.807039862958,,,-14.75821789785914,-8.345184777136183,-1,-0.0005684960725617083,-0.0,1.0,1.0088699837562523
2023-05-23 17:16:27.326742,4026.213754385197,4033.5539151555154,4018.558753929363,4010.033571776966,3347212,1584502.5979121071,4043.6103758137447,4057.893048431134,,,-14.28267261738938,-24.33913327561868,-1,-0.004420118113126592,-0.0,1.0,1.0044106592672615
2023-05-24 17:16:27.326742,4034.2132021878842,4039.6758260802826,4023.646728360522,4054.558946732662,3737501,622375.0799505544,4043.571937953181,4056.0063018339542,,,-12.434363880773162,-16.330475753671635,-1,0.0015177461498072642,0.0,1.0,1.0059350996781897
2023-05-25 17:16:27.326742,4067.8687627733207,4057.1052998755476,4066.8461726288306,4056.7510071588704,1406639,581716.2778172857,4047.112660312704,4054.1812125598176,,,-7.06855224711353,2.9240873157300484,0,0.0043145723928488255,0.0,1.0,1.0102752794882588
2023-05-26 17:16:27.326742,4039.115704650339,4048.0030461396736,4024.3484130033876,4066.3826004320135,2022161,1584815.0517801314,4045.9599884673685,4052.2576063957013,,,-6.297617928332784,-4.254560256027617,-1,-0.0022435340133156734,-0.0,1.0,1.0080086925359149
2023-05-29 17:16:27.326742,4038.263748110839,4038.2767384275908,4055.7952169948826,4024.159445754963,3452577,1456607.2272061796,4043.3229651357224,4049.4034355200833,,,-6.080470384360979,-11.126697092492577,-1,-0.0024027421919452507,-0.0,1.0,1.0055867075205112
2023-05-30 17:16:27.326742,4055.572321831891,4049.1818228220973,4022.377092960009,4068.6193391602815,3328777,1480161.0038507795,4046.4485466690385,4048.7391843392556,,,-2.2906376702171656,0.4426384828416303,0,0.0027004301836810463,0.0,1.0,1.008302224217808
2023-05-31 17:16:27.326742,4042.5201109202553,4050.194541794559,4052.141456326474,4064.08524740204,3115293,857981.061150134,4048.5522898118934,4048.493351959667,,,0.05893785222633596,1.7011898348919203,0,0.00025010459316843203,0.0,1.0,1.0085544052353868
2023-06-01 17:16:27.326742,4068.494532886002,4069.382833235939,4070.5684729984064,4064.519103483039,4217778,781073.271628473,4051.007796483972,4048.6166229902033,,,2.391173493768747,20.766210245735692,0,0.004737622166879341,0.0,1.0,1.0133325549421337
2023-06-02 17:16:27.326742,4054.6498453194913,4054.3432187563612,4030.645967592369,4025.0837456606423,3082086,1178900.4331309153,4052.275831007309,4048.421933029747,,,3.8538979775621556,5.921285726614315,0,-0.0036957973962893353,-0.0,1.0,1.0095874831240033
2023-06-05 17:16:27.326742,4042.259948649789,4048.465257341856,4025.1135252046324,4021.522494343252,3109092,842772.2513930601,4054.3135347901625,4048.8380277685937,,,5.475507021568774,-0.3727704267375884,-1,-0.0014497937390480775,-0.0,1.0,1.0081237895119488
2023-06-06 17:16:27.326742,4060.8108821497485,4046.952649352235,4064.823184992213,4049.5818016549383,4168208,605872.9233919075,4053.8677000961898,4049.984326297429,,,3.8833737987606582,-3.031676945194249,-1,-0.00037362503898930033,-0.0,1.0,1.0077471292217863
2023-06-07 17:16:27.326742,4036.46355815142,4035.691224070083,4005.3682231927414,4040.067477388717,4915995,1670559.4501462819,4050.9670365512948,4049.2380852809524,,,1.7289512703423497,-13.546861210869338,-1,-0.0027826926227946247,-0.0,1.0,1.0049428787196584
2023-06-08 17:16:27.326742,4054.7057951837037,4045.7167886894345,4046.8127795546307,4073.1849179114847,3100095,567658.5683378032,4046.233827641994,4048.948374911074,,,-2.714547269079958,-3.2315862216396454,-1,0.0024842248979692894,0.0,1.0,1.0074393828400108
2023-06-09 17:16:27.326742,4059.264413192076,4055.1399896208077,4045.387187760025,4077.1103230907793,4616137,982578.2621010761,4046.3931818148835,4048.2037678590714,,,-1.8105860441878576,6.936221761736306,0,0.0023291795801716475,0.0,1.0,1.0097858900787824
2023-06-12 17:16:27.326742,4086.643377633571,4076.6114544104416,4056.4203038898404,4082.8078972376643,1859234,431757.18042577343,4052.0224212286003,4048.6769357798958,,,3.345485448704494,27.93451863054588,0,0.005294876340789845,0.0,1.0,1.015132581497424
2023-06-13 17:16:27.326742,4071.589095019825,4075.461808801227,4077.919972704182,4084.4275616134764,2480913,1405268.5447625497,4057.7242531183992,4050.412718924343,,,7.311534194056094,25.049089876883954,0,-0.0002820101012989129,-0.0,1.0,1.014846303855284
2023-06-14 17:16:27.326742,4070.9189132825127,4077.3005408502618,4071.9538289472594,4075.909563891689,4661924,1597710.1957048252,4066.0461164744347,4052.284345197701,,,13.761771276733725,25.016195652560782,0,0.00045117145867101804,0.0,1.0,1.0153041735425212
2023-06-15 17:16:27.326742,4080.0492353362815,4085.8756722894454,4101.639609033372,4062.3319480435603,2401253,424911.0491273081,4074.077893194437,4054.6080444082772,,,19.469848786159673,31.26762788116821,0,0.0021031394063963926,0.0,1.0,1.0174394997593772
2023-06-16 17:16:27.326742,4103.743631613126,4090.187860502299,4108.532818548835,4114.360112742188,2125284,897824.4576764922,4081.0874673707353,4056.429117165074,,,24.658350205661463,33.75874333722504,0,0.0010553889933799798,0.0,1.0,1.0185132942088533
2023-06-19 17:16:27.326742,4073.3812617610097,4073.133081882801,4088.772573663959,4068.4989722708947,2296649,507316.0569880503,4080.3917928652068,4057.512678504923,,,22.879114360283893,15.62040337787812,0,-0.004169681002721304,-0.0,1.0,1.0142664186749715
2023-06-20 17:16:27.326742,4066.254002099125,4070.8688484024556,4069.8979372080044,4111.159608281504,3179820,1289553.1432346513,4079.4732007854523,4059.3784251672705,,,20.094775618181757,11.490423235185062,0,-0.0005558947951925797,-0.0,1.0,1.0137025932518915
2023-06-21 17:16:27.326742,4093.226853690739,4081.9716904405755,4051.3497871233735,4056.173901972464,3696400,1801996.1994770493,4080.4074307035153,4061.4932183852843,,,18.914212318230966,20.47847205529115,0,0.0027273887839636135,0.0,1.0,1.0164673543350016
2023-06-22 17:16:27.326742,4098.593867031416,4096.824508059089,4097.15975969665,4125.960547510398,1249371,830563.5714045973,4082.597197857444,4063.479178794462,,,19.118019062982057,33.3453292646268,0,0.0036386380761279646,0.0,1.0,1.0201659111536259
2023-06-23 17:16:27.326742,4091.4665381376935,4083.167578054982,4072.0119846941375,4078.6661361252445,1481369,697217.6049399582,4081.1931413679804,4065.2374053902267,4067.179397738536,,15.955735977753648,17.930172664755446,0,-0.0033335403987261314,-0.0,1.0,1.016765146875392
2023-06-26 17:16:27.326742,4095.6710911254872,4094.851422909823,4113.27301411859,4103.1942066891215,2053663,1922429.5528003047,4085.536809573385,4068.066139614339,4068.496231336404,,17.470669959046063,26.785283295484078,0,0.002861465916225381,0.0,1.0,1.0196745856879819
2023-06-27 17:16:27.326742,4107.153901896441,4098.33993461746,4030.3452143847626,4053.3024536193216,3750440,1495628.9135416034,4091.0310268163857,4070.524045204107,4069.8800309362,,20.50698161227865,27.815889413353034,0,0.0008519263209696426,0.0,1.0,1.0205432733063533
2023-06-28 17:16:27.326742,4122.617433776888,4112.590538263724,4132.671771912459,4125.834537464065,4987245,1555411.3522232159,4097.154796381015,4073.643845027565,4071.2525448706856,,23.51095135345031,38.94669323615881,0,0.0034771648700717694,0.0,1.0,1.0240918705246822
2023-06-29 17:16:27.326742,4149.935645056686,4143.326578546554,4150.472684598625,4129.7509275326465,1165937,1370908.2657009084,4106.455210478509,4077.3410322930963,4072.8249928005603,,29.114178185412584,65.98554625345741,0,0.007473644652162825,0.0,1.0,1.0317455692561524
2023-06-30 17:16:27.326742,4171.067926714328,4179.8030717905085,4142.090605614735,4155.336420956621,1770061,556054.2499313498,4125.782309225613,4083.6140249448026,4074.883954248556,,42.16828428081044,96.18904684570589,0,0.008803673220649344,0.0,1.0,1.0408287200947364
2023-07-03 17:16:27.326742,4195.861229755115,4185.405857216065,4195.4135067298275,4203.230159781908,3224300,1970312.8719907345,4143.893196086862,4090.4610549385134,4076.589854557117,,53.43214114834882,94.94480227755139,0,0.0013404424393506087,0.0,1.0,1.0422238910832464
2023-07-04 17:16:27.326742,4186.09335675205,4190.621305622173,4197.235089980114,4200.40713582326,1906137,1807287.993289283,4162.349470287804,4097.64448775201,4077.6193087172464,,64.70498253579444,92.97681787016336,0,0.0012461033849600067,0.0,1.0,1.0435226098018116
2023-07-05 17:16:27.326742,4186.687801034332,4201.263010249292,4209.928986622307,4174.723941871928,3869883,1065483.152281925,4180.083964684918,4105.923077060971,4078.6938113254087,,74.16088762394702,95.33993318832108,0,0.0025394097559809925,0.0,1.0,1.046172541297729
2023-07-06 17:16:27.326742,4218.211383793902,4206.761446628112,4207.016055167615,4214.993515449297,3799899,721394.8039704432,4192.77093830123,4113.975309957905,4079.53626332346,,78.795628343325,92.78613667020727,0,0.0013087579533597182,0.0,1.0,1.047541727931739
2023-07-07 17:16:27.326742,4204.601053643293,4204.783345784357,4235.308196347192,4198.653506993788,1157231,1702688.7523469287,4197.7669931,4121.457477766083,4080.672373276782,1.3492975538245902,76.30951533391726,83.32586801827438,0,-0.0004702194000899551,-0.0,1.0,1.0470491534888617
2023-07-10 17:16:27.326742,4222.009939692119,4221.218084766624,4239.6450219212165,4255.753572592044,2255282,470198.10548768647,4204.929438610112,4128.6878092838915,4082.2860328642255,1.378980152782151,76.24162932622039,92.53027548273258,0,0.003908581639228581,0.0,1.0,1.051141630585558
2023-07-11 17:16:27.326742,4202.6312473347225,4219.061198837689,4243.4676151093245,4211.08060551207,2671816,689552.8146850348,4210.617417253215,4135.867778785714,4083.8892688534347,1.4009237917234714,74.74963846750052,83.1934200519745,0,-0.0005109629224605561,-0.0,1.0,1.050604536186074
2023-07-12 17:16:27.326742,4222.8198370409245,4213.764892724148,4228.06253257079,4187.565218472104,3714297,1218115.576565186,4213.117793748186,4142.690996379409,4085.8852866785023,1.463274180781673,70.42679736877744,71.0738963447393,0,-0.0012553281083004242,-0.0,1.0,1.0492856827810917
2023-07-13 17:16:27.326742,4225.507969124971,4219.411620221131,4192.702263242082,4213.673195007116,1055945,1915031.8626002888,4215.64782846679,4149.367793775993,4088.3613817813916,1.5536388980831362,66.28003469079704,70.04382644513771,0,0.0013400670518501911,0.0,1.0,1.0506917959525648
2023-07-14 17:16:27.326742,4200.420966044889,4205.807697429546,4176.2269938904365,4204.23499941178,4634401,653860.9406501213,4215.852698795828,4155.148785622356,4090.5886942702614,1.570474002170522,60.70391317347185,50.658911807190634,0,-0.0032241279154631153,-0.0,1.0,1.0473042312026861
2023-07-17 17:16:27.326742,4200.791374179615,4189.999608327763,4194.834553975503,4220.2572569937975,1668792,770318.0199923125,4209.609003508055,4160.9921119446035,4092.7706101041613,1.6180755547044101,48.616891563451645,29.007496383159378,0,-0.0037586333563098817,-0.0,1.0,1.0433677985850833
2023-07-18 17:16:27.326742,4194.194957206245,4182.833808083609,4150.744220155423,4160.547156881488,4761450,1665414.1034406254,4202.363525357239,4166.590359928661,4094.6206111756883,1.7001302458441843,35.77316542857807,16.243448154948055,0,-0.0017102150152737972,-0.0,1.0,1.04158341530949
2023-07-19 17:16:27.326742,4195.523566268788,4205.746849698664,4183.157923080765,4218.050472463998,4478641,1394481.3982431323,4200.759916752142,4172.779117891566,4096.759546036935,1.8065734711526147,27.980798860576215,32.96773180709806,0,0.005477875207657856,0.0,1.0,1.0472890792769216
2023-07-20 17:16:27.326742,4197.44574154392,4198.225072992973,4180.428741961667,4180.957329129971,1814395,1951522.6745878968,4196.522607306511,4177.84914613826,4098.5031791641795,1.8966915840719594,18.67346116825138,20.375926854712816,0,-0.0017884520810447224,-0.0,1.0,1.0454160529436334
2023-07-21 17:16:27.326742,4175.864472902485,4179.674942431161,4149.464206137118,4168.516385520641,3846926,2062436.3582279903,4191.2960563068345,4182.674514357069,4100.056508714332,1.9384135437550412,8.621541949765742,-2.9995719259077305,-1,-0.004418565045772316,-0.0,1.0,1.0407968141138073
2023-07-24 17:16:27.326742,4174.76053783514,4183.2812862637065,4192.255928164561,4139.434041301992,3457387,817986.6912002751,4189.952391894023,4187.096007524762,4101.521860886395,1.9235828022169699,2.8563843692609225,-3.814721261055638,-1,0.0008628287802801005,0.0,1.0,1.0416948435594486
2023-07-25 17:16:27.326742,4192.85160456184,4195.0140729274,4198.908657549246,4172.731210265763,4844809,785435.8408854554,4192.388444862781,4191.92971444026,4103.730981327874,1.9841712474439646,0.4587304225215121,3.08435848713998,0,0.00280468509306786,0.0,1.0,1.0446164695587055
2023-07-26 17:16:27.326742,4214.987043543135,4208.691060269253,4217.495240258086,4208.661984554646,1726629,840056.419106167,4192.9772869768985,4196.734740540536,4106.29064584259,2.040535916408726,-3.7574535636376822,11.956319728717062,-1,0.003260295938008362,0.0,1.0,1.0480222283911844
2023-07-27 17:16:27.326742,4209.509644358692,4198.653879984636,4151.257319928876,4181.121895795161,3569240,1902232.4699619152,4193.063048375231,4199.50110561244,4108.486253631913,2.0124871850521684,-6.43805723720925,-0.8472256278046189,-1,-0.0023848698184026906,-0.0,1.0,1.0455228318096792
2023-07-28 17:16:27.326742,4170.676069230604,4167.598700380812,4182.832261413245,4156.211297079639,3117832,1452573.6007511183,4190.6477999651615,4198.890887041956,4110.308948338836,1.9720254068574377,-8.243087076794836,-31.292186661144115,-1,-0.007396460982856068,-0.0,1.0,1.0377896629775136
2023-07-31 17:16:27.326742,4151.715374791081,4162.720266730773,4209.471012623207,4165.535255666322,1856447,1146081.3926523963,4186.535596058575,4197.756607517691,4112.351896741599,1.9581286637438098,-11.221011459116198,-35.03634078691812,-1,-0.0011705622351771972,-0.0,1.0,1.036574865589975
2023-08-01 17:16:27.326742,4162.869994705928,4175.373392376432,4154.698416071205,4166.97765149139,2795261,1354687.3710363563,4182.607459948382,4196.994211855404,4114.874341968281,2.025373079259316,-14.38675190702179,-21.620819478971498,-1,0.003039629097056018,0.0,1.0,1.0397256687126992
2023-08-02 17:16:27.326742,4148.8315307609855,4166.4461768208575,4193.439957434386,4125.732363600673,1451617,1095090.7973970338,4174.158483258701,4195.253370183983,4116.804844175302,2.004529813836689,-21.09488692528157,-28.807193363125407,-1,-0.002138064004497009,-0.0,1.0,1.037502668685873
2023-08-03 17:16:27.326742,4156.078170477602,4155.969889911413,4160.296970186669,4194.715554006883,2056588,1766222.3700820678,4165.6216852440575,4192.713792348148,4118.545825739042,2.0042646574862375,-27.092107104090246,-36.74390243673497,-1,-0.0025144419164052634,-0.0,1.0,1.034893928487347
2023-08-04 17:16:27.326742,4124.390677514625,4132.100859114915,4151.0321701109615,4100.066023292212,4420285,1703615.5990027701,4158.522116990878,4189.079668014675,4119.58030454661,1.9523795832277755,-30.557551023796805,-56.978808899760224,-1,-0.005743311772888449,-0.0,1.0,1.028950210004175
2023-08-07 17:16:27.326742,4141.783621755917,4148.638939500213,4144.202313299077,4151.103280305306,2229873,856510.5711656682,4155.705851544766,4185.450710751355,4120.938485271714,1.9416624385318755,-29.744859206588444,-36.81177125114118,-1,0.004002341895604333,0.0,1.0,1.0330684205381655
2023-08-08 17:16:27.326742,4156.925498011137,4158.251215713165,4161.239626690877,4146.554357217516,1660450,1633298.7037638957,4152.281416212112,4182.410211595129,4122.896903101729,1.916592177385428,-30.12879538301695,-24.158995881964074,-1,0.0023169710242632036,0.0,1.0,1.0354620101346337
2023-08-09 17:16:27.326742,4166.506153643955,4170.379807684466,4196.857993162488,4165.473214811785,2235596,962738.8512116512,4153.068142384835,4180.240957343144,4125.072099640084,1.8781453797494578,-27.172814958309573,-9.861149658678187,-1,0.0029167530632756566,0.0,1.0,1.0384821971245994
2023-08-10 17:16:27.326742,4157.3954359565205,4163.931810505725,4205.163481496704,4182.676754186894,2476491,1674095.0434388518,4154.660526503697,4177.466966857374,4127.147601680548,1.8661348048634863,-22.806440353677317,-13.535156351649675,-1,-0.001546141472980489,-0.0,1.0,1.0368765567306732
2023-08-11 17:16:27.326742,4174.789500844028,4171.723417088337,4164.245188059177,4193.320933142596,3783584,1628003.7998654973,4162.585038098381,4175.762752840314,4129.113551875915,1.8804603537078948,-13.177714741932505,-4.039335751976978,-1,0.0018712137799552497,0.0,1.0,1.0388167744317403
2023-08-14 17:16:27.326742,4166.3861249863185,4162.5026057437935,4140.052786476049,4191.010924204115,2011486,1373041.4445296056,4165.357771347097,4174.387902711115,4130.964231053547,1.8612334311947962,-9.030131364018416,-11.885296967321665,-1,-0.0022103122433219102,-0.0,1.0,1.0365206649966456
2023-08-15 17:16:27.326742,4208.039036021442,4193.5424834805535,4211.152373927819,4201.461825828343,2210570,794779.0424104102,4172.4160249005745,4174.9233364809625,4133.630707192297,1.8756365224016007,-2.5073115803879773,18.619146999591067,0,0.007457023016376851,0.0,1.0,1.0442500234524759
2023-08-16 17:16:27.326742,4184.987968061857,4193.107106730634,4239.032463433064,4200.091618485855,1479875,733317.4067105363,4176.961484709808,4174.291349332561,4136.187895203137,1.938305102783488,2.670135377246879,18.815757398072492,1,-0.00010382075575354754,-0.00010382075575354754,0.9998961792442465,1.0441416086258453
2023-08-17 17:16:27.326742,4167.638211794744,4173.41944298669,4195.883679889624,4191.455601920821,1208782,1480912.4314852247,4178.859011206002,4173.051067832247,4138.1264642549895,1.9580638515947613,5.807943373754824,0.36837515444312885,0,-0.004695244658153741,-0.004695244658153741,0.9952014220499416,1.0392391083155887
2023-08-18 17:16:27.326742,4196.210165524452,4187.043769181464,4207.821730272563,4190.144338250523,3914829,702619.0221144262,4181.923081624627,4173.419509169762,4140.4438096390195,2.0863505092409467,8.503572454865207,13.624260011702063,0,0.0032645475445007843,0.0032645475445007843,0.9984503044085784,1.0426317537947896
2023-08-21 17:16:27.326742,4176.069269032173,4175.612373027294,4149.771579461047,4168.427671958816,1938000,1860673.3339215901,4184.545035081327,4173.036063507941,4142.732736882347,2.1794251610633184,11.50897157338568,2.576309519352435,0,-0.002730183103962336,-0.002730183103962336,0.995724352257336,1.0397851781969245
2023-08-22 17:16:27.326742,4197.7828255258055,4201.209223800739,4210.126355718886,4222.056333505946,4223178,1141332.0068068872,4186.078383145365,4173.345821051608,4145.266526898658,2.236962379692977,12.732562093756314,27.863402749130728,0,0.006130083084050053,0.006130083084050053,1.0018282252654853,1.0461591477288354
2023-08-23 17:16:27.326742,4206.592449075085,4197.4294959202525,4190.912701825941,4189.457347493191,4778595,836615.2771517906,4186.9428609832885,4172.782742834158,4147.720442800753,2.2648343160668447,14.16011814913054,24.646753086094577,0,-0.0008996761834839662,-0.0008996761834839662,1.0009269042712718,1.04521794325949
2023-08-24 17:16:27.326742,4186.520280218957,4202.408450804522,4164.853776275255,4188.110386011617,2661113,738257.6843542393,4192.740662546855,4172.970471375153,4149.937536426896,2.278993474634808,19.77019117170221,29.43797942936908,0,0.0011861914271837914,0.0011861914271837914,1.002114195184356,1.046457771823323
2023-08-25 17:16:27.326742,4205.7878530128855,4207.685340894669,4227.0374322430125,4183.865415389403,2156568,669916.9438742608,4196.868976889495,4174.974803400845,4152.4932384625345,2.3379686586619757,21.894173488649358,32.71053749382372,0,0.0012556823430946995,0.0012556823430946995,1.0033725322850136,1.0477717903701957
2023-08-28 17:16:27.326742,4222.905208761768,4207.987655738175,4219.281500383016,4207.887702778391,1899802,1468349.5197513083,4203.344033431671,4177.2381728512155,4155.151945102473,2.4187714048925955,26.105860580455555,30.749482886959413,0,7.184825361528091e-05,7.184825361528091e-05,1.0034446228491838,1.0478470709435213
