日期,开盘,收盘,最高,最低,成交量,成交额,ma,ma_slope,high_50,volume_ma,volume_ratio,price_above_ma,price_below_ma,signal,returns,strategy_returns,cum_returns,benchmark_returns
2023-05-19 17:41:12.460902,4034.915456360369,4029.2063431835522,4064.0918538745796,4028.6338832850465,1757812,703393.8623136568,4071.669602876871,-0.8939204749055989,,3034181.7,0.5793364319612104,False,True,0,0.0015050645610561464,0.0,1.0,1.0061490744499757
2023-05-22 17:41:12.460902,4027.7935430688985,4026.8190572255407,4026.2736397895505,4034.8056273690636,4075501,1459251.173096469,4067.4334683290026,-1.421644021607608,,2990265.0,1.3629230185284582,False,True,0,-0.0005924953339880856,-0.0,1.0,1.0055529358180677
2023-05-23 17:41:12.460902,4038.0153846931,4040.4520736589056,3984.705800918251,4013.982526941055,4998981,1049272.2718222137,4063.5572753805454,-1.905159890408413,,3107590.1,1.6086359008544917,False,True,0,0.0033855547616181703,0.0,1.0,1.0089572903479858
2023-05-24 17:41:12.460902,4031.544476804015,4035.9214401302343,4014.350621333535,4014.0959702724595,1726719,1344213.277469088,4060.0623233089764,-2.391062198714826,,3016290.4,0.5724644417526906,False,True,0,-0.0011213184678536825,-0.0,1.0,1.007825927905043
2023-05-25 17:41:12.460902,4027.5330991336887,4034.859746439867,4023.956720463368,4053.573264578657,3122566,959261.2746417519,4056.1423124458224,-2.787675909783002,,2994407.45,1.042799302412903,False,True,0,-0.0002630610397442723,-0.0,1.0,1.007560808168567
2023-05-26 17:41:12.460902,4047.4946521390243,4042.5290686378426,4058.3845169327406,4034.744555685327,1759736,1080717.189369528,4053.324403154124,-3.038094305881168,,3022340.55,0.5822427919315711,False,True,0,0.0019007654986626932,0.0,1.0,1.0094759449905384
2023-05-29 17:41:12.460902,4044.6834533596675,4038.8297558553036,4041.171284597209,4044.5258401248857,1999352,1920622.274918602,4050.7233605259084,-3.2356016537624783,,2935744.1,0.6810375604603957,False,True,0,-0.0009150986226019731,-0.0,1.0,1.0085521749437276
2023-05-30 17:41:12.460902,4015.298479178853,4024.8322807646014,4030.401170261016,4024.502336698316,1718996,423523.84379061323,4047.2228092999476,-3.3754759813562485,,2895562.1,0.5936657341937166,False,True,0,-0.0034657254543619676,-0.0,1.0,1.005056809998973
2023-05-31 17:41:12.460902,4016.2843269123705,4019.7437493307098,4011.80051746133,4032.5298444768437,3626149,1410669.5766201224,4042.4003868652135,-3.6517277980844938,,2835470.2,1.278852798382434,False,True,0,-0.0012642840940753075,-0.0,1.0,1.0037861326604491
2023-06-01 17:41:12.460902,4021.908574590715,4015.238945059858,3987.293526270832,3989.3219714724073,3637689,1476174.893002536,4037.8526881449725,-3.7777414304929153,,2872803.7,1.2662504576974751,False,True,0,-0.001120669513224981,-0.0,1.0,1.0026612201437786
2023-06-02 17:41:12.460902,4004.0801598450316,4016.1029632990017,4030.707125642308,4010.4863415200894,2913509,422669.9370488475,4034.984824754201,-3.6684778122670196,,2940581.75,0.9907934033801304,False,True,0,0.000215184762592191,0.0,1.0,1.0028769775603956
2023-06-05 17:41:12.460902,4028.3434040208153,4026.389970876229,4024.113622166632,4009.7050751214347,3225612,1404539.7059056533,4033.821654011933,-3.361181431706973,,2900342.6,1.1121486130638498,False,True,0,0.002561440199923881,0.0,1.0,1.005445786966297
2023-06-06 17:41:12.460902,4009.9704657153666,4014.246972764414,4014.6122473198093,4019.714720962339,2052978,488079.0424034149,4031.7378159547784,-3.1819459425767036,,2906828.65,0.7062604120129338,False,True,0,-0.0030158524632856176,-0.0,1.0,1.0024135108129746
2023-06-07 17:41:12.460902,4030.6922512765545,4031.3288449687075,4058.52664135788,4023.4021983620505,2625651,1553144.420240711,4030.492633341649,-2.9569689967327575,,2902324.95,0.9046716150788008,True,False,0,0.004255311723516231,0.0,1.0,1.0066790927773481
2023-06-08 17:41:12.460902,4006.9757413876255,4008.655716933093,4020.5890262815956,4027.855476767121,2381171,1941743.1219515004,4029.080965062737,-2.7061347383085375,,2879256.5,0.8270089865213467,False,True,0,-0.005624231837080607,-0.0,1.0,1.0010172961740262
2023-06-09 17:41:12.460902,4023.0538160862748,4023.9947723732516,4045.0208104424282,4021.9739619206002,3452604,1031688.6805190983,4028.1501610303762,-2.5174242123747717,4140.276923357115,2884671.05,1.1968796234149472,False,True,0,0.0038264836202730468,0.0,1.0,1.0048476724614461
2023-06-12 17:41:12.460902,4014.513322996747,4004.9070219598366,3994.747441639489,4028.9040123257446,2874083,555636.3948289836,4026.3848145253023,-2.433854600060613,4140.276923357115,2805443.8,1.0244664320133592,False,True,0,-0.004743482905211982,-0.0,1.0,1.0000811947047832
2023-06-13 17:41:12.460902,4007.093561635178,4007.5502658677096,4018.872884444081,4000.9386899559654,3619827,552629.9605224128,4025.14932081248,-2.2073488487467783,4140.276923357115,2812247.95,1.287164952862709,False,True,0,0.0006600013167294971,0.0,1.0,1.0007412496101247
2023-06-14 17:41:12.460902,3995.1653059760447,4016.4470349531703,4052.3616948972945,4028.3821486882885,1546178,1464405.4251274026,4024.060363255452,-1.8340023609761373,4140.276923357115,2798414.5,0.5525192926208752,False,True,0,0.0022200018702782653,0.0,1.0,1.0029628970559237
2023-06-15 17:41:12.460902,4031.8228937450117,4030.4062339735856,4009.932576046686,4016.3491136679568,1000022,486492.602715522,4024.4231129127706,-1.3429575232201842,4140.276923357115,2705756.8,0.36959049682513967,True,False,0,0.003475509299372126,0.0,1.0,1.0064487039315668
2023-06-16 17:41:12.460902,4052.1555675457353,4050.7756729326434,4025.4785970301414,4068.971635992598,1757403,1881108.928858076,4025.5015794002256,-0.9483245353975235,4140.276923357115,2705736.35,0.6495100677492099,True,False,0,0.0050539419047532785,0.0,1.0,1.0115352372113513
2023-06-19 17:41:12.460902,4062.9374184331377,4055.742026470577,4057.6636129965136,4076.0857539170897,1950899,513512.50421693776,4026.947727862477,-0.6873926149455656,4140.276923357115,2599506.25,0.7504882898435039,True,False,0,0.001226025319328139,0.0,1.0,1.0127754050235651
2023-06-20 17:41:12.460902,4038.561252811442,4037.418072553102,4014.6199443129867,4064.054449355178,3460294,1384734.6746593218,4026.796027807187,-0.4941788147591524,4140.276923357115,2522571.9,1.3717325559679785,True,False,0,-0.004518027477556585,-0.0,1.0,1.0081996579150752
2023-06-21 17:41:12.460902,4012.8375099274313,4019.892700085424,4032.282794488026,4036.0807368005185,3416346,672651.0574409141,4025.9945908049463,-0.4498042536702542,4140.276923357115,2607053.25,1.310424326775834,False,True,0,-0.004340737608229728,-0.0,1.0,1.0038233277433588
2023-06-22 17:41:12.460902,4040.839600332232,4026.7246707829067,4034.3355254711746,4069.7939461699657,3664657,585097.188201104,4025.5878370220976,-0.3493128040639476,4140.276923357115,2634157.8,1.3912063278821034,True,False,0,0.001699540561701518,0.0,1.0,1.0055293662056408
2023-06-23 17:41:12.460902,3985.408526114722,3981.8360029788582,4005.6179097699,3975.643969653584,1413023,1239554.7059501256,4022.5531837391486,-0.5596977291227632,4140.276923357115,2616822.15,0.5399767041867939,False,True,0,-0.011147687382192184,-0.0,1.0,0.9943200391775665
2023-06-26 17:41:12.460902,3954.6097251572864,3963.579955731487,3950.5736260808726,3987.5691772415394,1830535,570716.670541768,4018.790693732958,-0.7594120792344257,4140.276923357115,2608381.3,0.7017896501558266,False,True,0,-0.004584831528398836,-0.0,1.0,0.9897612493126264
2023-06-27 17:41:12.460902,3934.658867553399,3949.2918771895606,3949.4631457216447,3950.751666801361,2021338,475080.85622489365,4015.0136735542064,-1.0135647258273366,4140.276923357115,2623498.4,0.7704742644401842,False,True,0,-0.0036048417595980764,-0.0,1.0,0.9861933166290723
2023-06-28 17:41:12.460902,3948.64154930366,3951.547041633257,3952.3886041894007,3940.7467115885097,1725164,1285369.1005700699,4011.6038381693334,-1.2456525086118746,4140.276923357115,2528449.15,0.6823012438276641,False,True,0,0.0005710300767389764,0.0,1.0,0.9867564626743465
2023-06-29 17:41:12.460902,3984.540544404757,3987.909009919481,3991.666193427727,3974.979812025164,3915069,831687.5962094306,4010.237341412315,-1.4185771500455757,4140.276923357115,2542318.15,1.5399602917518407,False,True,0,0.009201957588538479,0.0,1.0,0.9958365537940921
2023-06-30 17:41:12.460902,3965.4056798778415,3959.951576834035,3929.709599301404,3966.1855080858927,4758705,1274876.7105248915,4007.429772089067,-1.8071807311158863,4140.276923357115,2634577.95,1.8062494601839356,False,True,0,-0.0070105493921512885,-0.0,1.0,0.9888551924472089
2023-07-03 17:41:12.460902,3984.463825089744,3992.6964401168652,3981.5281633898776,3979.3707625671063,4360627,909224.8187362929,4005.7450955510985,-2.1202632311378693,4140.276923357115,2691328.7,1.6202506219325792,False,True,0,0.008269005983403854,0.0,1.0,0.9970320419502748
2023-07-04 17:41:12.460902,3975.507736627567,3983.707476458133,3982.542950315649,3956.580849111536,4369992,1399518.6637789926,4004.218120735785,-2.2577907071402024,4140.276923357115,2807179.4,1.556719887585382,False,True,0,-0.0022513516350541884,-0.0,1.0,0.9947873722324286
2023-07-05 17:41:12.460902,3991.370346815992,3998.2738038526713,3998.2630540940418,3976.0327387175103,4375156,1154105.7317558774,4002.565368679983,-2.3429222124963416,4129.269063185644,2894654.65,1.5114604431309275,False,True,0,0.0036564751505019366,0.0,1.0,0.9984247875390296
2023-07-06 17:41:12.460902,4012.2368412846404,4004.6704000928726,3993.9569812035993,4000.3301470167066,1120612,663931.5023621173,4002.366102837972,-2.322173418412558,4129.269063185644,2831626.7,0.39574849326007555,True,False,0,0.001599839469232256,0.0,1.0,1.0000221069211943
2023-07-07 17:41:12.460902,3996.2498447253197,3994.9151808175584,3965.4646126803636,4008.0960363254826,1905505,438171.0858454676,4000.9121232601865,-2.1641060478962117,4129.269063185644,2754271.75,0.6918362358398368,False,True,0,-0.0024359605911856708,-0.0,1.0,0.9975860924784198
2023-07-10 17:41:12.460902,3999.2106811772865,4002.5387051694534,4028.17516159074,4014.4292504420478,1213605,854453.9577021645,4000.7937074206675,-1.7996986312290573,4129.269063185644,2671247.85,0.4543213764308692,True,False,0,0.00190830693690347,0.0,1.0,0.9994897929388548
2023-07-11 17:41:12.460902,4014.2553662863575,4014.18398749045,3977.4546692914696,3996.0265261855097,2562949,667033.741854098,4001.1253935018044,-1.3888280052402024,4129.269063185644,2618403.95,0.978821086792204,True,False,0,0.0029094740060742197,0.0,1.0,1.0023977825107468
2023-07-12 17:41:12.460902,4056.1916462492095,4052.964197395925,4041.6237002464763,4032.511435805747,3245777,1324914.4014251477,4002.9512516239424,-0.8652586545390932,4129.269063185644,2703383.9,1.2006348783833476,True,False,0,0.009660795326354554,0.0,1.0,1.012081742323175
2023-07-13 17:41:12.460902,4061.663914424599,4061.589272890955,4075.9011760056965,4059.4005809177847,4465156,988505.5356469277,4004.510403569811,-0.5726937842503957,4100.49732808019,2876640.6,1.5522119794874618,True,False,0,0.0021280907195211363,0.0,1.0,1.0142355440864097
2023-07-14 17:41:12.460902,4047.149766084242,4049.394650931352,4066.571672139772,4021.9938284607374,1466627,480990.7410928118,4004.441352469746,-0.29884196193206664,4098.707124144819,2862101.8,0.5124300610132037,True,False,0,-0.003002426178588702,-0.0,1.0,1.0111903767375896
2023-07-17 17:41:12.460902,4054.172941619836,4060.1931270932687,4062.584223644382,4057.005452013874,3115033,1955249.745383859,4004.663907500881,-0.10811880502174062,4078.53992132596,2920308.5,1.0666794278755138,True,False,0,0.002666688997436495,0.0,1.0,1.0138869069895493
2023-07-18 17:41:12.460902,4080.0272046636996,4096.0223046528035,4109.841722651166,4123.228461330854,1331708,2041134.3404791201,4007.5941191058655,0.3375998370080652,4109.841722651166,2813879.2,0.4732640974779585,True,False,1,0.008824500815109104,0.002647350244532731,1.0026473502445328,1.022833952826707
2023-07-19 17:41:12.460902,4117.609567397085,4123.440190057432,4113.067909029958,4142.012281783019,2338801,1045589.3882172622,4012.7714936044663,1.0206124924483446,4113.067909029958,2760001.95,0.8473910679664556,True,False,1,0.006693783228056027,0.002008134968416808,1.0046608014495493,1.0296805815852246
2023-07-20 17:41:12.460902,4127.06382535527,4121.041205983885,4155.850538636535,4089.375754933738,2884770,646296.2986685232,4017.4873203645147,1.512121752654275,4155.850538636535,2721007.6,1.0601844699000473,True,False,1,-0.0005817918929275079,-0.00017453756787825237,1.0044854503967218,1.0290815217705533
2023-07-21 17:41:12.460902,4125.6753793992875,4124.287756635836,4134.357044968002,4134.269306184794,2670072,1994484.5252415314,4024.609908047364,2.3697784787177625,4155.850538636535,2783860.05,0.9591258008821242,True,False,0,0.0007877986386635172,0.00023633959159905513,1.0047228500778356,1.029892230792478
2023-07-24 17:41:12.460902,4130.844376171109,4152.01620758874,4167.962195457682,4160.184344249295,1299427,631581.8694092574,4034.0317206402265,3.323801321955898,4167.962195457682,2757304.65,0.4712671122503638,True,False,0,0.0067232095792273405,0.002016962873768202,1.0067493387648692,1.036816412104114
2023-07-25 17:41:12.460902,4154.439004331091,4171.124171605965,4185.895568903094,4181.241592112711,1207763,1531605.9294948403,4045.123335361047,4.3997941859242475,4185.895568903094,2716625.9,0.4445820088809431,True,False,1,0.004602092829575355,0.0013806278488726065,1.008139284938802,1.0415879374798442
2023-07-26 17:41:12.460902,4149.305757373897,4143.801103572599,4138.172973083319,4136.821912243079,4990373,1194366.9633225093,4054.7360384580143,5.178478683407183,4185.895568903094,2879886.35,1.7328367836459935,True,False,0,-0.006550528564784108,-0.0019651585694352323,1.0061581313838202,1.034764985942648
2023-07-27 17:41:12.460902,4158.440873469775,4153.227259934681,4158.469668827065,4154.9814231678565,1188493,1337538.94793017,4063.0019509587737,5.849154738896277,4185.895568903094,2743557.55,0.4331941205315704,True,False,0,0.0022747608117472673,0.0006824282435241802,1.006844762110128,1.0371188287820385
2023-07-28 17:41:12.460902,4106.451002761656,4117.413091368942,4124.373756809428,4118.581026665683,3839736,1759502.782902182,4070.875026685519,6.643367421577295,4185.895568903094,2697609.1,1.4233848781129927,True,False,0,-0.00862321426790924,-0.002586964280372772,1.0042400906746687,1.0281755309001679
2023-07-31 17:41:12.460902,4086.146190018099,4102.973830387967,4105.922188888424,4101.687285239653,1622217,1419480.8279589594,4076.388896199074,7.17249886981931,4185.895568903094,2560688.6,0.6335081118414788,True,False,0,-0.0035068769298964853,-0.0010520630789689455,1.0031835667528495,1.02456984585097
2023-08-01 17:41:12.460902,4095.8928910906957,4112.106990640402,4082.9317391104855,4105.265451796308,3383142,1989894.2171584866,4082.8088719081875,7.521475280232198,4185.895568903094,2511346.1,1.347142872899916,True,False,0,0.0022259854997834783,0.0006677956499350435,1.0038534883748134,1.0268505234713496
2023-08-02 17:41:12.460902,4118.7313257128035,4118.259757620968,4116.721514624628,4081.617979431387,1644358,1210073.2064934783,4088.808169596602,7.603667599213577,4185.895568903094,2374806.2,0.6924177644474736,True,False,0,0.0014962565406422268,0.000448876962192668,1.0043040950791615,1.0283869552833556
2023-08-03 17:41:12.460902,4119.090239486432,4113.48423614728,4107.910819989884,4090.612832251365,4557623,1200224.203454581,4094.2488613993237,7.676154103480894,4185.895568903094,2546656.75,1.7896495081247208,True,False,0,-0.0011595969547212315,-0.00034787908641636944,1.003954718688081,1.027194440901734
2023-08-04 17:41:12.460902,4124.814731986805,4130.225164100445,4132.590388015531,4143.039277722896,2672929,1907029.8659843437,4101.014360563468,7.640445251610345,4185.895568903094,2585027.95,1.0340039069983749,True,False,0,0.004069768350162484,0.001220930505048745,1.005180477629815,1.0313748843267787
2023-08-07 17:41:12.460902,4135.582579035606,4129.097515892316,4107.46608856914,4115.8957639389155,2806856,751022.5533170803,4107.34230109961,7.33105804593838,4185.895568903094,2664690.5,1.0533515993696079,True,False,0,-0.0002730234220474914,-8.190702661424743e-05,1.0050981462856816,1.031093294826446
2023-08-08 17:41:12.460902,4107.330067993182,4113.905931062667,4130.134756906299,4104.236129621103,4273181,1972605.1408361625,4112.328398278221,6.720506291717447,4185.895568903094,2750202.1,1.553769812043995,True,False,0,-0.0036791538032653337,-0.0011037461409796,1.003988773085413,1.027299744009264
2023-08-09 17:41:12.460902,4097.227610819986,4103.325741309462,4117.570131582942,4091.1598152962433,1936615,1535386.1188763415,4114.846475473898,6.011043701588369,4185.895568903094,2684744.0,0.7213406566883099,False,True,0,-0.0025718112981918395,-0.0007715433894575518,1.0032141521844493,1.0246577229209912
2023-08-10 17:41:12.460902,4134.304341888943,4124.534620145294,4117.016377141927,4150.707101983931,4937678,1374598.5011804546,4117.993742836616,5.499179187784193,4185.895568903094,2708370.1,1.8231178966272001,True,False,0,0.005168704649088918,0.0015506113947266753,1.0047697474801778,1.0299538760571778
2023-08-11 17:41:12.460902,4130.833704553318,4137.667271304201,4157.310296512034,4095.1724470818867,1466167,1444483.229115743,4122.407373855257,5.1532347169737935,4185.895568903094,2708347.1,0.5413512175008882,True,False,0,0.0031840322286940115,0.0009552096686082034,1.005729513257696,1.0332332823926123
2023-08-14 17:41:12.460902,4146.950423749946,4143.846110488195,4157.914790808868,4158.154721578018,4915057,1398081.8796023359,4126.590023025004,5.020112682592935,4185.895568903094,2798348.3,1.7564135958343714,True,False,0,0.0014933146574753753,0.00044799439724261256,1.006180074444777,1.0347762247978005
2023-08-15 17:41:12.460902,4141.484545541145,4144.104843191298,4149.986946923079,4135.81277269402,4855478,1716956.509897116,4128.994149951928,4.618527804374071,4185.895568903094,2974536.8,1.6323475977839643,True,False,0,6.2437816512384e-05,1.87313449537152e-05,1.0061989215508371,1.034840833965856
2023-08-16 17:41:12.460902,4129.279457773382,4136.855432225856,4077.1299201600923,4122.433397955652,3748389,669816.8788811334,4129.66491206035,4.085674246374765,4185.895568903094,3045016.2,1.2309914804394144,True,False,0,-0.0017493309749033736,-0.0005247992924710121,1.0056708690687222,1.0330305548409047
2023-08-17 17:41:12.460902,4165.081084065177,4164.640192147049,4169.018614427342,4166.947770150741,1750105,818709.9568134197,4131.844861368509,3.759599996918496,4185.895568903094,2988282.95,0.5856557191145504,True,False,0,0.006716396155580284,0.002014918846674085,1.0076972142563598,1.0399687972880352
2023-08-18 17:41:12.460902,4160.799555920056,4173.032147276877,4199.227950237798,4177.425722530093,2392309,1258181.7115004205,4134.28208090056,3.3267720337092213,4199.227950237798,2974394.8,0.8043010968147202,True,False,0,0.002015049258193402,0.0006045147774580206,1.0083063821135811,1.0420643856415548
2023-08-21 17:41:12.460902,4200.897854533886,4190.072795782426,4174.522914477771,4182.11500009248,2243728,542437.6059818421,4136.184910310245,2.8842609210634693,4199.227950237798,3021609.85,0.7425604599481961,True,False,0,0.004083517189453767,0.00122505515683613,1.0095416130466603,1.0463196734728397
2023-08-22 17:41:12.460902,4201.674389437844,4195.505871342057,4193.841412754842,4180.029312165523,1820102,1985501.7565326844,4137.403995297049,2.5075597018827467,4199.227950237798,3052226.8,0.5963193822949199,True,False,0,0.001296654216867088,0.0003889962650601264,1.0099343209635583,1.0476763882896392
2023-08-23 17:41:12.460902,4202.958520272642,4197.726284592029,4197.441307902918,4188.991570009916,2266702,1495948.7533116029,4140.100254348021,2.5253778874122874,4199.227950237798,2916043.25,0.7773211182653069,True,False,0,0.0005292361202826612,0.00015877083608479835,1.0100946690800885,1.0482308564766893
2023-08-24 17:41:12.460902,4235.549267790516,4232.141594042994,4236.243713063521,4247.463379983851,4966073,1310309.5500042168,4144.045971053436,2.6052228216820366,4236.243713063521,3104922.25,1.5994194379585511,True,False,1,0.00819855967676797,0.0024595679030303907,1.01257906550718,1.0568248397085431
2023-08-25 17:41:12.460902,4238.743626696169,4238.159090564331,4226.433519714075,4253.607529076229,2069422,769428.458941955,4150.083271013206,2.767589715794929,4236.243713063521,3016406.55,0.6860553992630735,True,False,1,0.00142185614248036,0.000426556842744108,1.0130109880363916,1.0583274925984085
2023-08-28 17:41:12.460902,4227.044194195546,4223.802270970355,4205.504278904952,4200.836412876853,1201460,530432.2696523179,4156.124693042325,2.9534670017321334,4236.243713063521,2995368.7,0.40110588055487123,True,False,0,-0.003387513136526521,-0.0010162539409579562,1.0119815116275659,1.0547423943144842
