date,open,high,low,close,volume,OBV,price_change,RSI,signal,OBV_ma,OBV_change,position,strategy_returns,cumulative_returns,benchmark_returns,benchmark_cumulative,drawdown
2021-07-01,3483.7710942879944,3495.607040938482,3465.435639044223,3477.698755084664,38563565,-513807124.0,-89.11897821109869,43.27995046988536,0,-384889000.15,8.114484514244612,0.0,0.0,0.9595895418516701,-0.024985571137875917,0.8288595918736503,-0.040410458148329886
2021-07-02,3535.7538761736473,3557.856704161695,3505.2718644164165,3532.9934537393433,44915861,-468891263.0,55.29469865467945,45.82266406571814,0,-390782820.45,-8.741774666401858,0.0,0.0,0.9595895418516701,0.01589979539597386,0.8420382897964318,-0.040410458148329886
2021-07-05,3621.358933297986,3673.2295190101477,3621.358933297986,3627.222431100781,39325786,-429565477.0,94.2289773614375,54.00143424263367,0,-392308870.85,-8.386973506051444,0.0,0.0,0.9595895418516701,0.02667114405822213,0.8644964143261314,-0.040410458148329886
2021-07-06,3607.4582524561492,3645.21372918258,3607.4582524561492,3618.406334428586,47649454,-477214931.0,-8.816096672194817,56.95133107518726,0,-394549946.5,11.092477527005729,0.0,0.0,0.9595895418516701,-0.0024305365440517868,0.86239522419891,-0.040410458148329886
2021-07-07,3665.112971123638,3686.8205171261297,3665.112971123638,3686.8205171261297,77531269,-399683662.0,68.41418269754377,58.36454429926918,0,-394167411.25,-16.24661425356786,0.0,0.0,0.9595895418516701,0.018907269215895806,0.8787007628733416,-0.040410458148329886
2021-07-08,3712.7020733544477,3753.9678960606557,3708.811714779952,3708.811714779952,30014427,-369669235.0,21.991197653822383,55.37967206876567,0,-395224188.7,-7.509545636618997,0.0,0.0,0.9595895418516701,0.005964813733586594,0.8839420492514416,-0.040410458148329886
2021-07-09,3640.9399803494634,3708.7544228074817,3640.9399803494634,3658.112654810068,27182513,-396851748.0,-50.699059969884274,47.168303044198225,-1,-394393089.95,7.353198596577837,0.0,0.0,0.9595895418516701,-0.013669893181108117,0.8718586558598845,-0.040410458148329886
2021-07-12,3680.7340958539025,3763.9917040788387,3638.096106111015,3679.6815869685774,72653717,-324198031.0,21.568932158509597,53.32274354249113,1,-392029258.1,-18.30752097380204,1.0,0.0,0.9595895418516701,0.0058961913406763156,0.8769993013168593,-0.040410458148329886
2021-07-13,3782.778375748998,3785.770439155075,3782.778375748998,3785.770439155075,49662450,-274535581.0,106.08885218649766,61.72223424201541,1,-386586241.7,-15.318553862531015,1.0,0.0,0.9595895418516701,0.02883098705121845,0.9022840568170534,-0.040410458148329886
2021-07-14,3786.044103164912,3798.9655316745598,3749.5136722027455,3778.345994010099,40160408,-314695989.0,-7.424445144976289,59.93573343169731,0,-380990827.75,14.62848926675191,1.0,0.0,0.9595895418516701,-0.0019611450996044333,0.9005145468605754,-0.040410458148329886
2021-07-15,3882.4421558672093,3885.9633691076738,3882.4421558672093,3885.9633691076738,68367957,-246328032.0,107.61737509757495,62.00017766031518,0,-374831660.2,-21.72508051890042,1.0,0.0,0.9595895418516701,0.028482668148492207,0.926163603861695,-0.040410458148329886
2021-07-16,3688.467019308922,3719.1383075541644,3688.467019308922,3692.1160977349277,46166069,-292494101.0,-193.84727137274604,51.458776166884896,0,-372472432.25,18.74170333971572,1.0,0.0,0.9595895418516701,-0.04988396774755466,0.8799628885176992,-0.040410458148329886
2021-07-19,3754.106792536924,3754.106792536924,3741.1629560432057,3745.882288011999,78825486,-213668615.0,53.76619027707147,55.026129805141515,0,-368898462.75,-26.949427605721187,1.0,0.0,0.9595895418516701,0.014562432180845075,0.8927772884033988,-0.040410458148329886
2021-07-20,3750.3232976027157,3804.7813845937208,3697.938456975549,3746.557355232831,60186906,-153481709.0,0.6750672208318065,60.21768809243127,1,-359741546.2,-28.168341897100802,1.0,0.0,0.9595895418516701,0.000180215812705109,0.892938180987993,-0.040410458148329886
2021-07-21,3722.786346720912,3722.786346720912,3683.891302490086,3719.2587492912344,43415308,-196897017.0,-27.298605941596634,64.77013885158908,0,-349787794.25,28.286958936585727,1.0,0.0,0.9595895418516701,-0.007286317371724915,0.8864319500079838,-0.040410458148329886
2021-07-22,3725.1585253024164,3725.1585253024164,3719.921609358715,3719.921609358715,82377442,-114519575.0,0.6628600674807785,62.247960470239356,0,-338335066.9,-41.83783139792311,1.0,0.0,0.9595895418516701,0.00017822370320619285,0.8865899331927545,-0.040410458148329886
2021-07-23,3554.253728940171,3574.889299465124,3552.796811637955,3570.7029446463284,45093247,-159612822.0,-149.21866471238673,46.545638665790015,0,-330999208.5,39.37601672028559,1.0,0.0,0.9595895418516701,-0.04011338957707522,0.8510258058074804,-0.040410458148329886
2021-07-26,3556.6639014996963,3556.6639014996963,3536.1070863666064,3548.6072640781745,61754088,-221366910.0,-22.095680568153966,45.80215752703826,0,-323303372.25,38.689929309062656,1.0,0.0,0.9595895418516701,-0.006188047818786679,0.8457596174261223,-0.040410458148329886
2021-07-27,3574.4344211635525,3598.2292838614426,3567.878777926642,3567.878777926642,55029527,-166337383.0,19.271513848467748,42.39722392570668,0,-310453138.2,-24.858966952197147,1.0,0.0,0.9595895418516701,0.005430726032590094,0.8503527061977918,-0.040410458148329886
2021-07-28,3656.5030781180712,3667.6897128738688,3656.5030781180712,3667.6897128738688,72247476,-94089907.0,99.81093494722654,47.60931229052521,1,-291395455.6,-43.43429883106914,1.0,0.0,0.9595895418516701,0.02797486718571429,0.8741412102146877,-0.040410458148329886
2021-07-29,3620.9711727280333,3638.737756411087,3615.1916376007657,3623.624540710976,74638720,-168728627.0,-44.06517216289285,47.97939731045569,0,-274141530.75,79.32702069734216,1.0,0.0,0.9595895418516701,-0.012014422051085938,0.8636389087829214,-0.040410458148329886
2021-07-30,3558.096062262204,3558.515689061356,3539.8263282683174,3558.515689061356,52309725,-221038352.0,-65.10885164961974,43.24568274277741,0,-261748885.2,31.00228214385932,1.0,0.0,0.9595895418516701,-0.017967880203406783,0.8481211483309089,-0.040410458148329886
2021-08-02,3513.9306647670114,3522.654718959539,3494.692845522343,3515.3490742066024,39926678,-260965030.0,-43.16661485475379,33.788256488578696,-1,-253318862.85,18.063235469652806,0.0,-0.04465943829051706,0.9167348119231199,-0.012130511321741588,0.8378330051388724,-0.0832651880768801
2021-08-03,3577.659762737983,3623.6177465077226,3574.080036013972,3574.080036013972,58542829,-202422201.0,58.73096180736957,38.463927123457644,0,-239579226.35,-22.43320838811238,0.0,0.0,0.9167348119231199,0.01670700706177386,0.8518306870723147,-0.0832651880768801
2021-08-04,3605.8569696771383,3612.5703263469595,3588.002852819317,3590.4392631965725,40289902,-162132299.0,16.359227182600534,31.391988659022132,0,-227701658.2,-19.90389483019207,0.0,0.0,0.9167348119231199,0.004577185462484756,0.8557296741096805,-0.0832651880768801
2021-08-05,3556.3620672547295,3556.3620672547295,3525.205955679955,3544.857939136077,81486652,-243618951.0,-45.58132406049526,38.598985927410645,0,-221399144.0,50.25935763730829,0.0,0.0,0.9167348119231199,-0.012695194297734469,0.8448660196305211,-0.0832651880768801
2021-08-06,3560.181487486998,3587.879927649317,3560.181487486998,3574.2520940870686,52870416,-190748535.0,29.39415495099138,36.19091987848076,0,-211093983.35,-21.70209492446259,0.0,0.0,0.9167348119231199,0.008292054422399442,0.8518716946449334,-0.0832651880768801
2021-08-09,3580.2324084023353,3588.2439489355033,3556.5024656810137,3573.563388774496,44539448,-235287983.0,-0.6887053125724378,36.081498462221205,0,-206648480.95,23.349824416737984,0.0,0.0,0.9167348119231199,-0.0001926851532693119,0.8517075516168849,-0.0832651880768801
2021-08-10,3650.009839123135,3660.367358521769,3602.396314393956,3635.5157650216343,54474292,-180813691.0,61.95237624713809,43.61819193657577,1,-201962386.45,-23.152177729365807,1.0,0.0,0.9167348119231199,0.017336302594140873,0.8664730114534301,-0.0832651880768801
2021-08-11,3581.2225327189785,3581.2225327189785,3546.4739657315436,3577.0716073884187,31426960,-212240651.0,-58.44415763321558,39.99493380276208,0,-196839619.55,17.380851984267064,1.0,0.0,0.9167348119231199,-0.016075891678293375,0.8525436851791401,-0.0832651880768801
2021-08-12,3557.0870695884514,3572.270466734755,3510.4803271105698,3545.482912223251,36316745,-248557396.0,-31.588695165167792,47.88514227426664,0,-196951087.75,17.111116475043218,1.0,0.0,0.9167348119231199,-0.008830881411465596,0.8450149729972293,-0.0832651880768801
2021-08-13,3530.343215544512,3530.343215544512,3489.3868673581514,3509.15908420131,69041323,-317598719.0,-36.3238280219407,46.769119487179616,0,-198206318.65,27.776812965967835,1.0,0.0,0.9167348119231199,-0.010245100292744946,0.8363577098500015,-0.0832651880768801
2021-08-16,3406.03302553757,3406.03302553757,3395.604686739707,3395.604686739707,43490744,-361089463.0,-113.554397461603,37.77798164685912,-1,-205577361.05,13.693614425441059,0.0,-0.06599093327834858,0.8562386261155619,-0.03235943276918951,0.8092936487671171,-0.1437613738844381
2021-08-17,3411.2099809367664,3412.3090393082507,3378.5601364614704,3408.660555808203,34679355,-326410108.0,13.055869068495667,29.043434581250523,-1,-214223781.0,-9.604089444171905,0.0,0.0,0.8562386261155619,0.003844931985010014,0.8124053278025272,-0.1437613738844381
2021-08-18,3429.8339814924393,3445.7831080039955,3409.304215365055,3419.1141511196934,58355531,-268054577.0,10.453595311490517,32.50261600094025,0,-217781659.0,-17.87797913415108,0.0,0.0,0.8562386261155619,0.0030667750984116893,0.8148967922316489,-0.1437613738844381
2021-08-19,3412.550946603876,3425.1757251502618,3383.983933431139,3411.0682797290897,68021437,-336076014.0,-8.04587139060368,36.01969590076246,0,-228859480.95,25.375965507203404,0.0,0.0,0.8562386261155619,-0.00235320350096202,0.8129791742472466,-0.1437613738844381
2021-08-20,3385.9410892478104,3385.9410892478104,3366.867543276492,3385.6983037684963,61533627,-397609641.0,-25.369975960593365,37.27774349523879,0,-240759321.9,18.309437281055118,0.0,0.0,0.8562386261155619,-0.007437545625034625,0.8069326045465798,-0.1437613738844381
2021-08-23,3271.799380702665,3275.252291545074,3232.4766867396006,3275.252291545074,68312852,-465922493.0,-110.44601222342226,23.378763125572718,-1,-252987101.05,17.180884202956225,0.0,0.0,0.8562386261155619,-0.032621339030854846,0.7806093824786151,-0.1437613738844381
2021-08-24,3251.552351998867,3253.176493355843,3219.145029972921,3236.3729857187586,39849397,-505771890.0,-38.87930582631543,19.67459252069483,0,-269958826.4,8.552795282197302,0.0,0.0,0.8562386261155619,-0.011870629302872526,0.7713430578688673,-0.1437613738844381
2021-08-25,3195.192887233942,3214.3499948673593,3186.522383163516,3203.0573089949517,29712961,-535484851.0,-33.31567672380697,20.096843236355454,0,-292028573.6,5.874775088825124,0.0,0.0,0.8562386261155619,-0.010294140036028021,0.7634027444153471,-0.1437613738844381
2021-08-26,3151.0312258490685,3151.0312258490685,3134.2334913102422,3136.611897340092,74638386,-610123237.0,-66.44541165485953,14.04319968970492,-1,-314098304.1,13.938468261168424,0.0,0.0,0.8562386261155619,-0.020744371781380555,0.7475664340662689,-0.1437613738844381
2021-08-27,3120.9560198149934,3120.9560198149934,3107.992573245088,3116.2828658028684,45812151,-655935388.0,-20.329031537223727,13.604149741792511,0,-335843155.9,7.508671727577565,0.0,0.0,0.8562386261155619,-0.006481207175954129,0.7427213011292961,-0.1437613738844381
2021-08-30,3123.461973300738,3162.277530214276,3101.529299318788,3136.62928749089,46886176,-609049212.0,20.346421688021564,7.476307011301486,-1,-353247365.0,-7.147986959959541,0.0,0.0,0.8562386261155619,0.006529067663047172,0.7475705787591558,-0.1437613738844381
2021-08-31,3267.2665621815363,3267.2665621815363,3263.666907688023,3263.666907688023,73815393,-535233819.0,127.03762019713304,26.082977405699125,0,-369887945.9,-12.119774813861838,0.0,0.0,0.8562386261155619,0.040501317992460484,0.7778481724912881,-0.1437613738844381
2021-09-01,3246.8672830699948,3278.7952998619176,3246.8672830699948,3267.4524936172606,58459307,-476774512.0,3.785585929237641,27.842248227107333,0,-385620056.55,-10.922199779756447,0.0,0.0,0.8562386261155619,0.0011599179806984772,0.7787504125728142,-0.1437613738844381
2021-09-02,3283.3518874827273,3332.978872372019,3267.9943842484117,3277.202138850846,57135815,-419638697.0,9.749645233585397,30.69645654719953,0,-394421043.85,-11.983823287936168,0.0,0.0,0.8562386261155619,0.0029838674786031305,0.781074100602839,-0.1437613738844381
2021-09-03,3271.710026014182,3271.710026014182,3249.8124251067898,3263.044377174985,82908917,-502547614.0,-14.157761675860911,36.781451148777506,0,-410010997.8,19.75721438292426,0.0,0.0,0.8562386261155619,-0.0043200758073548284,0.7776998012770733,-0.1437613738844381
