etf_name,etf_code,pattern_type,start_date,end_date,confidence,effective,return
沪深300ETF,510300,double_top,2023-10-12 08:36:26.924288,2023-10-25 08:36:26.924288,0.75,False,-0.03542979574407674
沪深300ETF,510300,double_top,2023-10-30 08:36:26.924288,2023-11-13 08:36:26.924288,0.75,False,-0.002190943982641782
沪深300ETF,510300,double_top,2023-11-13 08:36:26.924288,2023-11-28 08:36:26.924288,0.75,False,-0.049978429928511224
沪深300ETF,510300,double_top,2023-12-12 08:36:26.924288,2023-12-22 08:36:26.924288,0.75,False,-0.046170397027534074
沪深300ETF,510300,double_top,2023-12-22 08:36:26.924288,2024-01-03 08:36:26.924288,0.75,True,-0.05351028172203686
沪深300ETF,510300,double_top,2024-01-22 08:36:26.924288,2024-02-02 08:36:26.924288,0.75,False,-0.035096117257158
沪深300ETF,510300,double_top,2024-02-09 08:36:26.924288,2024-02-28 08:36:26.924288,0.75,False,0.016727983610142372
沪深300ETF,510300,double_top,2024-03-08 08:36:26.924288,2024-03-22 08:36:26.924288,0.75,False,0.01744989520258956
沪深300ETF,510300,double_top,2024-03-22 08:36:26.924288,2024-04-01 08:36:26.924288,0.75,False,0.004796031103766114
沪深300ETF,510300,double_top,2024-04-16 08:36:26.924288,2024-04-29 08:36:26.924288,0.75,False,0.00915616373878682
沪深300ETF,510300,double_top,2024-04-29 08:36:26.924288,2024-05-09 08:36:26.924288,0.75,False,-0.00157357328748422
沪深300ETF,510300,double_top,2024-06-04 08:36:26.924288,2024-06-24 08:36:26.924288,0.75,False,0.015604508230239546
沪深300ETF,510300,double_top,2024-07-25 08:36:26.924288,2024-08-05 08:36:26.924288,0.75,False,0.004125312627477377
沪深300ETF,510300,double_top,2024-09-12 08:36:26.924288,2024-09-23 08:36:26.924288,0.75,False,0.008393638452816495
沪深300ETF,510300,double_top,2024-11-15 08:36:26.924288,2024-11-26 08:36:26.924288,0.75,False,-0.0034042229419257047
沪深300ETF,510300,double_top,2024-12-25 08:36:26.924288,2025-01-07 08:36:26.924288,0.75,False,-0.014832041666062739
沪深300ETF,510300,double_top,2025-01-20 08:36:26.924288,2025-02-03 08:36:26.924288,0.75,False,0.04370737821304365
沪深300ETF,510300,double_top,2025-03-03 08:36:26.924288,2025-03-13 08:36:26.924288,0.75,False,0.02446040519517072
沪深300ETF,510300,double_top,2025-03-13 08:36:26.924288,2025-03-24 08:36:26.924288,0.75,False,-0.0038191774303457937
沪深300ETF,510300,double_top,2025-03-24 08:36:26.924288,2025-04-08 08:36:26.924288,0.75,False,0.011426553544552373
沪深300ETF,510300,double_top,2025-04-17 08:36:26.924288,2025-04-28 08:36:26.924288,0.75,False,-0.03822953432196359
沪深300ETF,510300,double_top,2025-04-28 08:36:26.924288,2025-05-12 08:36:26.924288,0.75,False,-0.0066462614642930394
沪深300ETF,510300,double_top,2025-05-12 08:36:26.924288,2025-05-23 08:36:26.924288,0.75,False,-0.0014480990636452113
沪深300ETF,510300,double_top,2025-05-23 08:36:26.924288,2025-06-04 08:36:26.924288,0.75,False,0.026875402798999668
沪深300ETF,510300,double_top,2025-06-04 08:36:26.924288,2025-06-17 08:36:26.924288,0.75,False,-0.007386306464022578
沪深300ETF,510300,double_top,2025-07-15 08:36:26.924288,2025-07-25 08:36:26.924288,0.75,False,-0.000352897960304023
沪深300ETF,510300,double_top,2025-07-25 08:36:26.924288,2025-08-12 08:36:26.924288,0.75,False,-0.0005900044884790856
沪深300ETF,510300,double_top,2025-08-28 08:36:26.924288,2025-09-12 08:36:26.924288,0.75,False,0.005778148923605585
沪深300ETF,510300,double_top,2025-09-12 08:36:26.924288,2025-09-23 08:36:26.924288,0.75,False,-0.017979183006488562
沪深300ETF,510300,double_top,2025-10-01 08:36:26.924288,2025-10-15 08:36:26.924288,0.75,False,-0.04090103028582232
沪深300ETF,510300,double_top,2025-10-30 08:36:26.924288,2025-11-11 08:36:26.924288,0.75,False,-0.012122833308023004
沪深300ETF,510300,double_top,2025-11-21 08:36:26.924288,2025-12-02 08:36:26.924288,0.75,False,0.01731538829861803
沪深300ETF,510300,double_top,2026-01-02 08:36:26.924288,2026-01-14 08:36:26.924288,0.75,False,-0.021677427431250968
沪深300ETF,510300,double_top,2026-02-04 08:36:26.924288,2026-02-17 08:36:26.924288,0.75,False,0.0024825285354720516
沪深300ETF,510300,double_top,2026-03-05 08:36:26.924288,2026-03-19 08:36:26.924288,0.75,False,0.035002882391558264
沪深300ETF,510300,double_bottom,2021-04-12 08:36:26.924288,2021-04-30 08:36:26.924288,0.75,False,-0.061603604516654246
沪深300ETF,510300,double_bottom,2021-05-06 08:36:26.924288,2021-05-17 08:36:26.924288,0.75,False,-0.009675993229202139
沪深300ETF,510300,double_bottom,2021-05-17 08:36:26.924288,2021-05-27 08:36:26.924288,0.75,False,-0.003546399087721234
沪深300ETF,510300,double_bottom,2021-07-01 08:36:26.924288,2021-07-16 08:36:26.924288,0.75,True,0.09289958790934402
沪深300ETF,510300,double_bottom,2021-07-16 08:36:26.924288,2021-07-26 08:36:26.924288,0.75,True,0.10255050216271144
沪深300ETF,510300,double_bottom,2021-08-02 08:36:26.924288,2021-08-16 08:36:26.924288,0.75,True,0.11128958343260631
沪深300ETF,510300,double_bottom,2021-08-16 08:36:26.924288,2021-08-27 08:36:26.924288,0.75,True,0.1260737426961279
沪深300ETF,510300,double_bottom,2021-08-27 08:36:26.924288,2021-09-07 08:36:26.924288,0.75,True,0.05193790214492538
沪深300ETF,510300,double_bottom,2021-09-23 08:36:26.924288,2021-10-08 08:36:26.924288,0.75,True,0.11412941183632462
沪深300ETF,510300,double_bottom,2021-10-08 08:36:26.924288,2021-10-18 08:36:26.924288,0.75,False,0.025946608565309576
沪深300ETF,510300,double_bottom,2021-11-18 08:36:26.924288,2021-12-02 08:36:26.924288,0.75,True,0.11104781498603951
沪深300ETF,510300,double_bottom,2021-12-02 08:36:26.924288,2021-12-15 08:36:26.924288,0.75,True,0.0807176609315482
沪深300ETF,510300,double_bottom,2021-12-15 08:36:26.924288,2021-12-27 08:36:26.924288,0.75,True,0.13784976140634606
沪深300ETF,510300,double_bottom,2022-01-07 08:36:26.924288,2022-01-17 08:36:26.924288,0.75,True,0.07549541949038355
沪深300ETF,510300,double_bottom,2022-01-17 08:36:26.924288,2022-02-11 08:36:26.924288,0.75,False,0.010208132031483429
沪深300ETF,510300,double_bottom,2022-03-30 08:36:26.924288,2022-04-11 08:36:26.924288,0.75,True,0.062080258967435326
沪深300ETF,510300,double_bottom,2022-08-04 08:36:26.924288,2022-08-17 08:36:26.924288,0.75,True,0.06943068015417463
沪深300ETF,510300,double_bottom,2022-09-05 08:36:26.924288,2022-09-23 08:36:26.924288,0.75,True,0.0826008028229967
沪深300ETF,510300,double_bottom,2022-09-23 08:36:26.924288,2022-10-05 08:36:26.924288,0.75,True,0.08661254818879728
沪深300ETF,510300,double_bottom,2022-11-23 08:36:26.924288,2022-12-08 08:36:26.924288,0.75,False,-0.02880377106367218
沪深300ETF,510300,double_bottom,2022-12-08 08:36:26.924288,2022-12-19 08:36:26.924288,0.75,False,-0.004387315445818107
沪深300ETF,510300,double_bottom,2023-02-02 08:36:26.924288,2023-02-15 08:36:26.924288,0.75,False,0.0032310057026193545
沪深300ETF,510300,double_bottom,2023-03-06 08:36:26.924288,2023-03-17 08:36:26.924288,0.75,False,-0.03774022646862892
沪深300ETF,510300,double_bottom,2023-03-29 08:36:26.924288,2023-04-11 08:36:26.924288,0.75,False,-0.04371525113128956
沪深300ETF,510300,double_bottom,2023-05-29 08:36:26.924288,2023-06-09 08:36:26.924288,0.75,True,0.14640196683456647
沪深300ETF,510300,double_bottom,2023-06-09 08:36:26.924288,2023-06-19 08:36:26.924288,0.75,True,0.17911024467226713
沪深300ETF,510300,double_bottom,2023-09-18 08:36:26.924288,2023-09-28 08:36:26.924288,0.75,False,0.004335423436277388
沪深300ETF,510300,double_bottom,2023-10-24 08:36:26.924288,2023-11-07 08:36:26.924288,0.75,False,-0.011900687183999089
沪深300ETF,510300,double_bottom,2023-11-07 08:36:26.924288,2023-11-17 08:36:26.924288,0.75,False,0.001908289756658483
沪深300ETF,510300,double_bottom,2023-12-06 08:36:26.924288,2023-12-21 08:36:26.924288,0.75,False,-0.004813540655862655
沪深300ETF,510300,double_bottom,2024-01-25 08:36:26.924288,2024-02-08 08:36:26.924288,0.75,False,0.0401226124359972
沪深300ETF,510300,double_bottom,2024-02-21 08:36:26.924288,2024-03-05 08:36:26.924288,0.75,True,0.10830110025199122
沪深300ETF,510300,double_bottom,2024-03-12 08:36:26.924288,2024-03-28 08:36:26.924288,0.75,True,0.0847356647268342
沪深300ETF,510300,double_bottom,2024-04-02 08:36:26.924288,2024-04-12 08:36:26.924288,0.75,True,0.07128869422699366
沪深300ETF,510300,double_bottom,2024-04-26 08:36:26.924288,2024-05-06 08:36:26.924288,0.75,True,0.0795563947447815
沪深300ETF,510300,double_bottom,2024-05-31 08:36:26.924288,2024-06-14 08:36:26.924288,0.75,True,0.14905647495735558
沪深300ETF,510300,double_bottom,2024-06-14 08:36:26.924288,2024-06-26 08:36:26.924288,0.75,True,0.21594335950757937
沪深300ETF,510300,double_bottom,2024-06-26 08:36:26.924288,2024-07-10 08:36:26.924288,0.75,True,0.22081223367406477
沪深300ETF,510300,double_bottom,2024-07-29 08:36:26.924288,2024-08-08 08:36:26.924288,0.75,True,0.22365302809732432
沪深300ETF,510300,double_bottom,2024-09-13 08:36:26.924288,2024-09-24 08:36:26.924288,0.75,True,0.10259503111602383
沪深300ETF,510300,double_bottom,2025-01-02 08:36:26.924288,2025-01-13 08:36:26.924288,0.75,True,0.14014320828327473
沪深300ETF,510300,double_bottom,2025-01-13 08:36:26.924288,2025-01-24 08:36:26.924288,0.75,True,0.17386046952674702
沪深300ETF,510300,double_bottom,2025-01-24 08:36:26.924288,2025-02-06 08:36:26.924288,0.75,True,0.17753864232300884
沪深300ETF,510300,double_bottom,2025-03-27 08:36:26.924288,2025-04-09 08:36:26.924288,0.75,False,0.03750682240425462
沪深300ETF,510300,double_bottom,2025-04-09 08:36:26.924288,2025-04-22 08:36:26.924288,0.75,False,0.04203502527856968
沪深300ETF,510300,double_bottom,2025-04-22 08:36:26.924288,2025-05-06 08:36:26.924288,0.75,True,0.09025466442563519
沪深300ETF,510300,double_bottom,2025-08-13 08:36:26.924288,2025-08-27 08:36:26.924288,0.75,False,0.03814497288183949
沪深300ETF,510300,double_bottom,2025-09-04 08:36:26.924288,2025-09-15 08:36:26.924288,0.75,True,0.05209347670386172
沪深300ETF,510300,double_bottom,2025-09-18 08:36:26.924288,2025-10-10 08:36:26.924288,0.75,False,0.03172836664124374
沪深300ETF,510300,double_bottom,2025-10-17 08:36:26.924288,2025-10-31 08:36:26.924288,0.75,True,0.07507825500266378
沪深300ETF,510300,double_bottom,2025-10-31 08:36:26.924288,2025-11-20 08:36:26.924288,0.75,True,0.08148360723519109
沪深300ETF,510300,double_bottom,2025-12-12 08:36:26.924288,2025-12-24 08:36:26.924288,0.75,True,0.06079903741956456
沪深300ETF,510300,double_bottom,2025-12-24 08:36:26.924288,2026-01-13 08:36:26.924288,0.75,False,-0.0075508812001139815
沪深300ETF,510300,double_bottom,2026-01-30 08:36:26.924288,2026-02-12 08:36:26.924288,0.75,False,0.03350543759729769
沪深300ETF,510300,double_bottom,2026-02-19 08:36:26.924288,2026-03-03 08:36:26.924288,0.75,False,0.008078573137856702
沪深300ETF,510300,double_bottom,2026-03-03 08:36:26.924288,2026-03-16 08:36:26.924288,0.75,False,-0.005506987173468585
中证500ETF,510500,head_shoulder_top,2021-09-02 08:36:28.932005,2021-09-22 08:36:28.932005,0.85,False,0.008796925957567509
中证500ETF,510500,head_shoulder_top,2022-04-12 08:36:28.932005,2022-04-26 08:36:28.932005,0.85,False,0.009281494200798445
中证500ETF,510500,head_shoulder_top,2022-07-14 08:36:28.932005,2022-08-09 08:36:28.932005,0.85,False,-0.029080888593388934
中证500ETF,510500,head_shoulder_top,2023-02-15 08:36:28.932005,2023-03-07 08:36:28.932005,0.85,True,-0.2094133623702431
中证500ETF,510500,head_shoulder_top,2023-06-16 08:36:28.932005,2023-07-06 08:36:28.932005,0.85,False,0.010734525755663688
中证500ETF,510500,head_shoulder_top,2023-09-19 08:36:28.932005,2023-10-25 08:36:28.932005,0.85,False,0.05889039812815358
中证500ETF,510500,head_shoulder_top,2024-04-17 08:36:28.932005,2024-05-09 08:36:28.932005,0.85,False,0.011435087268719541
中证500ETF,510500,head_shoulder_top,2025-03-03 08:36:28.932005,2025-03-24 08:36:28.932005,0.85,False,0.028594013149039747
中证500ETF,510500,head_shoulder_top,2025-09-12 08:36:28.932005,2025-10-15 08:36:28.932005,0.85,False,-0.019085877234382313
中证500ETF,510500,head_shoulder_bottom,2021-08-16 08:36:28.932005,2021-09-07 08:36:28.932005,0.85,True,0.1341543342264391
中证500ETF,510500,head_shoulder_bottom,2021-10-18 08:36:28.932005,2021-11-01 08:36:28.932005,0.85,True,0.09264242221133114
中证500ETF,510500,head_shoulder_bottom,2022-10-18 08:36:28.932005,2022-11-02 08:36:28.932005,0.85,True,0.082806133773201
中证500ETF,510500,head_shoulder_bottom,2022-12-26 08:36:28.932005,2023-01-11 08:36:28.932005,0.85,False,0.01398719776376132
中证500ETF,510500,head_shoulder_bottom,2023-01-11 08:36:28.932005,2023-02-02 08:36:28.932005,0.85,False,0.0013227284164605
中证500ETF,510500,head_shoulder_bottom,2023-02-02 08:36:28.932005,2023-02-22 08:36:28.932005,0.85,False,0.002137467668108655
中证500ETF,510500,head_shoulder_bottom,2023-10-24 08:36:28.932005,2023-11-17 08:36:28.932005,0.85,False,-0.013472599967603098
中证500ETF,510500,head_shoulder_bottom,2023-12-27 08:36:28.932005,2024-01-16 08:36:28.932005,0.85,False,0.025957076778150488
中证500ETF,510500,head_shoulder_bottom,2024-01-16 08:36:28.932005,2024-02-08 08:36:28.932005,0.85,True,0.07309675746818961
中证500ETF,510500,head_shoulder_bottom,2025-01-13 08:36:28.932005,2025-02-06 08:36:28.932005,0.85,True,0.23726712789723742
中证500ETF,510500,head_shoulder_bottom,2025-10-17 08:36:28.932005,2025-11-20 08:36:28.932005,0.85,True,0.08997566547185178
中证500ETF,510500,double_top,2021-05-19 08:36:28.932005,2021-06-02 08:36:28.932005,0.75,False,-0.03106056824445203
中证500ETF,510500,double_top,2021-06-10 08:36:28.932005,2021-06-21 08:36:28.932005,0.75,False,0.0007831436705014842
中证500ETF,510500,double_top,2021-06-25 08:36:28.932005,2021-07-15 08:36:28.932005,0.75,False,0.000613875727674287
中证500ETF,510500,double_top,2021-08-23 08:36:28.932005,2021-09-02 08:36:28.932005,0.75,False,0.01186868074830566
中证500ETF,510500,double_top,2021-09-02 08:36:28.932005,2021-09-17 08:36:28.932005,0.75,False,0.008796925957567509
中证500ETF,510500,double_top,2021-11-24 08:36:28.932005,2021-12-10 08:36:28.932005,0.75,False,0.02250410415174209
中证500ETF,510500,double_top,2021-12-10 08:36:28.932005,2021-12-21 08:36:28.932005,0.75,False,-0.01815786454795675
中证500ETF,510500,double_top,2022-02-14 08:36:28.932005,2022-02-28 08:36:28.932005,0.75,False,0.01471924363211982
中证500ETF,510500,double_top,2022-04-26 08:36:28.932005,2022-05-06 08:36:28.932005,0.75,False,0.002608955312983504
中证500ETF,510500,double_top,2022-05-12 08:36:28.932005,2022-05-30 08:36:28.932005,0.75,False,0.019399026779945473
中证500ETF,510500,double_top,2022-06-03 08:36:28.932005,2022-06-13 08:36:28.932005,0.75,False,0.036009903735162906
中证500ETF,510500,double_top,2022-06-20 08:36:28.932005,2022-06-30 08:36:28.932005,0.75,False,-0.021688515800406084
中证500ETF,510500,double_top,2022-07-22 08:36:28.932005,2022-08-09 08:36:28.932005,0.75,False,-0.030961994812644625
中证500ETF,510500,double_top,2022-08-09 08:36:28.932005,2022-08-26 08:36:28.932005,0.75,False,0.03312088026658743
中证500ETF,510500,double_top,2022-09-15 08:36:28.932005,2022-09-29 08:36:28.932005,0.75,False,-0.00782505367933545
中证500ETF,510500,double_top,2023-02-03 08:36:28.932005,2023-02-15 08:36:28.932005,0.75,True,-0.2094133623702431
中证500ETF,510500,double_top,2023-02-15 08:36:28.932005,2023-02-27 08:36:28.932005,0.75,True,-0.2094133623702431
中证500ETF,510500,double_top,2023-03-10 08:36:28.932005,2023-03-28 08:36:28.932005,0.75,True,-0.1520038312701438
中证500ETF,510500,double_top,2023-04-13 08:36:28.932005,2023-04-27 08:36:28.932005,0.75,False,-0.010740300663206415
中证500ETF,510500,double_top,2023-05-09 08:36:28.932005,2023-05-19 08:36:28.932005,0.75,False,0.049227604900607264
中证500ETF,510500,double_top,2023-05-19 08:36:28.932005,2023-06-02 08:36:28.932005,0.75,False,-0.018287032523952782
中证500ETF,510500,double_top,2023-06-02 08:36:28.932005,2023-06-16 08:36:28.932005,0.75,False,0.002258394858344857
中证500ETF,510500,double_top,2023-06-16 08:36:28.932005,2023-07-03 08:36:28.932005,0.75,False,0.010734525755663688
中证500ETF,510500,double_top,2023-09-19 08:36:28.932005,2023-10-12 08:36:28.932005,0.75,False,0.05889039812815358
中证500ETF,510500,double_top,2023-10-12 08:36:28.932005,2023-10-25 08:36:28.932005,0.75,False,-0.043930161699860366
中证500ETF,510500,double_top,2023-10-30 08:36:28.932005,2023-11-13 08:36:28.932005,0.75,False,-0.003591856203791617
中证500ETF,510500,double_top,2023-11-13 08:36:28.932005,2023-11-28 08:36:28.932005,0.75,True,-0.058460251793510436
中证500ETF,510500,double_top,2023-12-12 08:36:28.932005,2023-12-22 08:36:28.932005,0.75,True,-0.05571880791730924
中证500ETF,510500,double_top,2023-12-22 08:36:28.932005,2024-01-03 08:36:28.932005,0.75,True,-0.06546059294239416
中证500ETF,510500,double_top,2024-01-22 08:36:28.932005,2024-02-02 08:36:28.932005,0.75,False,-0.04189344866307549
中证500ETF,510500,double_top,2024-02-09 08:36:28.932005,2024-02-28 08:36:28.932005,0.75,False,0.022641189990243154
中证500ETF,510500,double_top,2024-03-22 08:36:28.932005,2024-04-01 08:36:28.932005,0.75,False,0.003972865146914044
中证500ETF,510500,double_top,2024-04-17 08:36:28.932005,2024-04-29 08:36:28.932005,0.75,False,0.011435087268719541
中证500ETF,510500,double_top,2024-04-29 08:36:28.932005,2024-05-09 08:36:28.932005,0.75,False,-0.0021387098326205124
中证500ETF,510500,double_top,2024-06-04 08:36:28.932005,2024-06-25 08:36:28.932005,0.75,False,0.01816108644710938
中证500ETF,510500,double_top,2024-07-25 08:36:28.932005,2024-08-05 08:36:28.932005,0.75,False,0.004996830586287583
中证500ETF,510500,double_top,2024-11-15 08:36:28.932005,2024-11-26 08:36:28.932005,0.75,False,-0.00374928167010921
中证500ETF,510500,double_top,2025-01-20 08:36:28.932005,2025-02-03 08:36:28.932005,0.75,False,0.05111519427937164
中证500ETF,510500,double_top,2025-03-13 08:36:28.932005,2025-03-24 08:36:28.932005,0.75,False,-0.004323204786119631
中证500ETF,510500,double_top,2025-03-24 08:36:28.932005,2025-04-08 08:36:28.932005,0.75,False,0.014649050496471236
中证500ETF,510500,double_top,2025-04-17 08:36:28.932005,2025-04-28 08:36:28.932005,0.75,False,-0.046032437031548974
中证500ETF,510500,double_top,2025-05-12 08:36:28.932005,2025-05-23 08:36:28.932005,0.75,False,-0.0011595273107935227
中证500ETF,510500,double_top,2025-05-23 08:36:28.932005,2025-06-04 08:36:28.932005,0.75,False,0.03279666127118187
中证500ETF,510500,double_top,2025-06-04 08:36:28.932005,2025-06-17 08:36:28.932005,0.75,False,-0.009000877952141228
中证500ETF,510500,double_top,2025-08-28 08:36:28.932005,2025-09-12 08:36:28.932005,0.75,False,0.009390240598712797
中证500ETF,510500,double_top,2025-10-01 08:36:28.932005,2025-10-15 08:36:28.932005,0.75,False,-0.04703746069097799
中证500ETF,510500,double_top,2025-10-30 08:36:28.932005,2025-11-11 08:36:28.932005,0.75,False,-0.012165964485269775
中证500ETF,510500,double_top,2025-11-21 08:36:28.932005,2025-12-02 08:36:28.932005,0.75,False,0.018914881472819462
中证500ETF,510500,double_top,2026-02-04 08:36:28.932005,2026-02-17 08:36:28.932005,0.75,False,0.005278516644827899
中证500ETF,510500,double_top,2026-03-05 08:36:28.932005,2026-03-19 08:36:28.932005,0.75,False,0.0417638587835542
中证500ETF,510500,double_bottom,2021-05-06 08:36:28.932005,2021-05-17 08:36:28.932005,0.75,False,-0.010041082520345464
中证500ETF,510500,double_bottom,2021-05-17 08:36:28.932005,2021-05-27 08:36:28.932005,0.75,False,-0.003966036593245074
中证500ETF,510500,double_bottom,2021-07-01 08:36:28.932005,2021-07-16 08:36:28.932005,0.75,True,0.08792058874958412
中证500ETF,510500,double_bottom,2021-07-16 08:36:28.932005,2021-07-26 08:36:28.932005,0.75,True,0.10185775882797288
中证500ETF,510500,double_bottom,2021-08-02 08:36:28.932005,2021-08-16 08:36:28.932005,0.75,True,0.1121623973222163
中证500ETF,510500,double_bottom,2021-08-16 08:36:28.932005,2021-08-27 08:36:28.932005,0.75,True,0.12888845889191147
中证500ETF,510500,double_bottom,2021-08-27 08:36:28.932005,2021-09-07 08:36:28.932005,0.75,True,0.060002747414553935
中证500ETF,510500,double_bottom,2021-09-23 08:36:28.932005,2021-10-08 08:36:28.932005,0.75,True,0.12389629571665114
中证500ETF,510500,double_bottom,2021-10-08 08:36:28.932005,2021-10-18 08:36:28.932005,0.75,False,0.04095811174324673
中证500ETF,510500,double_bottom,2021-11-18 08:36:28.932005,2021-12-02 08:36:28.932005,0.75,True,0.13075096901863778
中证500ETF,510500,double_bottom,2021-12-02 08:36:28.932005,2021-12-15 08:36:28.932005,0.75,True,0.09374902202073675
中证500ETF,510500,double_bottom,2021-12-15 08:36:28.932005,2021-12-27 08:36:28.932005,0.75,True,0.1506925600818979
中证500ETF,510500,double_bottom,2022-01-07 08:36:28.932005,2022-01-17 08:36:28.932005,0.75,True,0.09339096469831386
中证500ETF,510500,double_bottom,2022-01-17 08:36:28.932005,2022-02-11 08:36:28.932005,0.75,False,0.014302819758996605
中证500ETF,510500,double_bottom,2022-03-30 08:36:28.932005,2022-04-11 08:36:28.932005,0.75,True,0.07399857881197927
中证500ETF,510500,double_bottom,2022-04-27 08:36:28.932005,2022-05-10 08:36:28.932005,0.75,True,0.12481980904389464
中证500ETF,510500,double_bottom,2022-05-23 08:36:28.932005,2022-06-06 08:36:28.932005,0.75,True,0.09029956071717396
中证500ETF,510500,double_bottom,2022-08-04 08:36:28.932005,2022-08-17 08:36:28.932005,0.75,True,0.08888100196415594
中证500ETF,510500,double_bottom,2022-08-17 08:36:28.932005,2022-08-30 08:36:28.932005,0.75,True,0.14392183930240832
