date,open,high,low,close,volume,ma_short,ma_medium,ma_long,bias_short,bias_medium,bias_long,bias_short_change,bias_medium_change,oversold,overbought,price_new_high,price_new_low,bias_new_high,bias_new_low,bearish_divergence,bullish_divergence,signal,volatility,dynamic_buy_threshold,dynamic_sell_threshold,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-05-11,4063.606491528862,4087.605324681291,4025.9053554098496,4053.725439682582,39225143,4076.525351745764,4102.233421121968,4190.960330598628,-0.559297688493905,-1.1824773595189206,-3.274545213756391,0.779771657360924,0.7059575631857742,False,False,False,False,False,False,False,False,0,0.12893826755067567,-2.5335199890024604,3.5335199890024604,0,0.0,0.0,0.0,0.004683757682818701,1.0,0.9791918209329544
2021-05-12,4031.775400113592,4049.442374962532,4029.0433161430324,4033.497242576281,24123720,4058.938092722194,4093.2890886739347,4182.690231016887,-0.62678586282282,-1.460728641499974,-3.566914598032146,-0.06748817432891496,-0.2782512819810534,False,False,False,True,False,False,False,True,0,0.12908100023183536,-2.5349473158140574,3.5349473158140574,0,-0.0,0.0,0.0,-0.0049900264355063895,1.0,0.9743056278610673
2021-05-13,4037.5542541086793,4056.5753936392803,4025.5522621637533,4025.5522621637533,12648191,4048.834310710696,4082.2603159692994,4174.271635754893,-0.5750309042124309,-1.3891337008497766,-3.562762238980287,0.051754958610389146,0.07159494065019745,False,False,False,True,False,False,False,True,0,0.12426958190387352,-2.4868331325344393,3.4868331325344393,0,-0.0,0.0,0.0,-0.001969749806362442,1.0,0.9723864895392501
2021-05-14,4006.3213888289597,4006.3213888289597,3981.160332428443,4005.1305236875214,11348894,4038.2764005533995,4072.186122597346,4162.163621625216,-0.8207926743532425,-1.6466732337630716,-3.7728718093109856,-0.2457617701408117,-0.257539532913295,False,False,False,True,False,False,False,True,0,0.12433028367615785,-2.4874401502572825,3.4874401502572825,0,-0.0,0.0,0.0,-0.005073027785075901,1.0,0.9674535458599851
2021-05-17,4080.037805364269,4103.161942474229,4021.746379588071,4082.79030803598,49706422,4039.2538437545445,4072.925579086763,4151.8071656063485,1.077834322018442,0.2422025337234184,-1.6623329267819877,1.8986269963716846,1.88887576748649,False,False,False,False,True,False,False,False,0,0.14928897725072462,-2.7370270860029504,3.7370270860029504,0,0.0,0.0,0.0,0.019390075776346327,1.0,0.9862125434243052
2021-05-18,4080.7272125139,4134.958611689176,4065.061267635487,4085.739619644349,35222396,4047.7392326317445,4068.664480721314,4142.152221510313,0.9388052151743426,0.4196742937134065,-1.361915227861781,-0.13902910684409953,0.17747175998998807,False,False,False,False,False,False,False,False,0,0.14816069154453443,-2.725744228941048,3.725744228941048,0,0.0,0.0,0.0,0.000722376459688423,1.0,0.9869249601499244
2021-05-19,4044.3912860210985,4054.5679130537865,4044.3912860210985,4046.8393784972623,41256552,4046.591555767524,4061.558453756644,4129.769800024704,0.006124233847745984,-0.3623996903397484,-2.00811245040693,-0.9326809813265966,-0.7820739840531549,False,False,False,False,False,False,False,False,0,0.14145371778642032,-2.6586744913599074,3.6586744913599074,0,-0.0,0.0,0.0,-0.009520979007094255,1.0,0.9775284683227596
2021-05-20,4079.8969544262072,4083.066858232047,4079.8969544262072,4083.066858232047,13550985,4054.8531583768186,4056.895625549507,4119.4684090955225,0.695800778801133,0.6451049052807489,-0.8836468021724208,0.689676544953387,1.0075045956204973,False,False,False,False,False,False,False,False,0,0.13879963275513235,-2.6321336410470275,3.6321336410470275,0,0.0,0.0,0.0,0.00895204290224072,1.0,0.9862793451093467
2021-05-21,4038.8509179160646,4038.8509179160646,4034.0063470169657,4037.474815504076,34938881,4056.8402506002058,4052.8372806554507,4107.844402060368,-0.4773526661116262,-0.3790545755365268,-1.7130538469518712,-1.1731534449127592,-1.0241594808172758,False,False,False,False,False,False,False,False,0,0.14284994717564847,-2.672636785252189,3.672636785252189,0,-0.0,0.0,0.0,-0.011166126911698937,1.0,0.9752664247714684
2021-05-24,4050.2859807117875,4050.2859807117875,4031.1702559307064,4048.9856572194008,37299045,4064.1494395221857,4051.2129200377926,4096.099315082428,-0.37311084467818545,-0.05497767859535477,-1.1502078987574313,0.10424182143344074,0.32407689694117203,False,False,False,False,False,False,False,False,0,0.14123431455859653,-2.6564804590816693,3.6564804590816693,0,0.0,0.0,0.0,0.0028510002517223576,1.0,0.9780469095939882
2021-05-25,3973.692569904406,3973.692569904406,3936.335137216396,3973.6683621565776,44291982,4045.962448542285,4042.608146148415,4084.2092046621274,-1.7868204983403697,-1.7053293690490294,-2.7065421227533437,-1.4137096536621843,-1.6503516904536746,False,False,False,True,False,True,False,False,0,0.15269452219100932,-2.7710825354057973,3.7710825354057973,0,-0.0,0.0,0.0,-0.018601521822763534,1.0,0.9598537486614892
2021-05-26,3926.950976261923,3928.0243859215466,3921.860579862434,3923.5223029539,45353386,4018.9262290938773,4033.3327308628104,4072.9108475178887,-2.3738660702285954,-2.7225729994614056,-3.667856973963198,-0.5870455718882257,-1.0172436304123762,False,False,False,True,False,True,False,False,0,0.1560140717038308,-2.804278030534012,3.804278030534012,0,-0.0,0.0,0.0,-0.01261958840859645,1.0,0.9477407894209329
2021-05-27,3943.6574056553545,3943.6574056553545,3906.074319570385,3934.288713254613,27706306,4000.167784886769,4023.379670327147,4062.8065457245575,-1.6469077092480202,-2.214331342616984,-3.1632771834826503,0.7269583609805752,0.5082416568444215,False,False,False,False,False,False,False,False,0,0.15223177506215801,-2.766455064117284,3.766455064117284,0,0.0,0.0,0.0,0.0027440675671976944,1.0,0.9503414541832932
2021-05-28,3974.1617231524788,3978.8383124989746,3966.6286658456515,3966.6286658456515,18776510,3980.761419489036,4017.8072889329273,4055.5481888034315,-0.3550263920413161,-1.2737948688641094,-2.192540165180855,1.291881317206704,0.9405364737528747,False,False,False,False,False,False,False,False,0,0.1433273333296815,-2.677410646792519,3.677410646792519,0,0.0,0.0,0.0,0.00822002525693799,1.0,0.958153284939395
2021-05-31,3964.3843300950416,4006.059529845853,3964.3843300950416,3976.1928113505205,28677518,3970.547752130111,4013.6940013651583,4047.9771586672287,0.14217331141228995,-0.9343310676370126,-1.773338744340709,0.49719970345360603,0.33946380122709685,False,False,False,False,False,False,False,False,0,0.1441822379395213,-2.685959692890917,3.685959692890917,0,0.0,0.0,0.0,0.0024111522178065226,1.0,0.9604635383573752
2021-06-01,3953.8837609344005,3974.183262188956,3950.7226985762477,3974.183262188956,44239091,3958.080686291703,4011.115062906945,4041.6505927521453,0.40682788385346513,-0.920736506900984,-1.669301415718064,0.2646545724411752,0.013594560736028605,False,False,False,False,False,False,False,False,0,0.14367661356067588,-2.6809034491024626,3.6809034491024626,0,-0.0,0.0,0.0,-0.0005053953007077006,1.0,0.9599781245985883
2021-06-02,3972.0698788622567,4006.67257013135,3940.6476933917747,3964.661354772088,34207963,3956.5795183942882,4001.270983468287,4037.098281277525,0.20426321119611227,-0.9149499958252192,-1.794281968347686,-0.20256467265735287,0.0057865110757647775,False,False,False,False,False,False,False,False,0,0.13796179609366835,-2.6237552744323875,3.6237552744323875,0,-0.0,0.0,0.0,-0.002395940697415999,1.0,0.9576780739412335
2021-06-03,3897.264131889052,3929.6520982025086,3894.407564365232,3907.9475123072484,34188041,3953.9837199531794,3986.4549745235286,4027.559727622421,-1.1642993726457758,-1.9693552973256283,-2.96984336432878,-1.368562583841888,-1.0544053015004091,False,False,False,True,False,False,False,True,0,0.14506263794492408,-2.694763692944945,3.694763692944945,0,-0.0,0.0,0.0,-0.014304839024038118,1.0,0.9439786432566533
2021-06-04,3879.7397181948113,3913.129931947251,3865.1919963078526,3881.484565071228,18828325,3945.1830285892825,3972.6754067380257,4017.116930247335,-1.6145882980955526,-2.2954516120831157,-3.3763608959163616,-0.45028892544977683,-0.32609631475748735,False,False,False,True,False,False,False,True,0,0.14518820552217815,-2.6960193687174856,3.6960193687174856,0,-0.0,0.0,0.0,-0.006771571816837518,1.0,0.93758642408028
2021-06-07,3856.246997287931,3865.2926558602385,3856.246997287931,3865.2926558602385,16927416,3928.2936935917132,3954.527556540375,4005.7115910449406,-1.6037761594620412,-2.2565249427216973,-3.5054679298084985,0.010812138633511381,0.03892666936141831,False,False,False,True,False,False,False,True,0,0.14235559823580549,-2.6676932958537587,3.6676932958537587,0,-0.0,0.0,0.0,-0.004171576349085049,1.0,0.9336752107283635
2021-06-08,3895.6226405970697,3938.146975245887,3895.6226405970697,3909.7130936195754,48939633,3917.213740636556,3943.880746383333,3998.3590135193917,-0.1914791357737271,-0.8663459917009576,-2.2170575378569977,1.4122970236883141,1.3901789510207396,False,False,False,False,False,False,False,False,0,0.14857784132320717,-2.729915726727776,3.729915726727776,0,0.0,0.0,0.0,0.011492127948446562,1.0,0.9444051257123466
2021-06-09,3929.745435942573,3929.745435942573,3899.3578533179043,3925.49441810821,34137617,3909.098933289765,3933.589809790734,3992.401364914263,0.4194185181352632,-0.20580162330028107,-1.6758572270323266,0.6108976539089903,0.6605443684006765,False,False,False,False,False,False,False,False,0,0.1494318544864023,-2.738455858359727,3.738455858359727,0,0.0,0.0,0.0,0.004036440554778586,1.0,0.9482171608619127
2021-06-10,3862.765622921774,3885.648386953002,3856.90963721395,3856.90963721395,12241105,3891.140313696742,3923.8599160455146,3983.234031096965,-0.879708098993511,-1.706235193509081,-3.1714027570764016,-1.299126617128774,-1.5004335702087999,False,False,False,True,False,False,False,True,0,0.16008557629868223,-2.844993076482526,3.844993076482526,0,-0.0,0.0,0.0,-0.017471628689084362,1.0,0.9316502627107155
2021-06-11,3867.2451322191578,3886.650981296941,3861.0487033180975,3871.7092935718265,44874739,3885.1006105741712,3919.5421652636755,3976.437448063243,-0.34468391798908066,-1.2203688511316535,-2.6337181424147746,0.5350241810044303,0.48586634237742743,False,False,False,False,False,False,False,False,0,0.16100457360054965,-2.8541830495012004,3.8541830495012004,0,0.0,0.0,0.0,0.0038371799575183108,1.0,0.9352251724262057
2021-06-14,3838.048369043287,3880.2875169874787,3838.048369043287,3858.041064167466,20710632,3881.193360423544,3913.1881945064138,3968.2839324167803,-0.5965251948578888,-1.4092634342597345,-2.7780993025409244,-0.25184127686880814,-0.18889458312808105,False,False,False,False,False,False,False,False,0,0.14054697129794838,-2.649607026475188,3.649607026475188,0,-0.0,0.0,0.0,-0.0035302829752877907,1.0,0.9319235629219289
2021-06-15,3828.4102846952264,3832.597354750065,3809.4441261682064,3832.597354750065,37730519,3875.744143571849,3902.0189185817812,3959.9131037573547,-1.1132517324020332,-1.7791190991187766,-3.2151147177064736,-0.5167265375441444,-0.3698556648590421,False,False,False,True,False,False,False,True,0,0.14052191450060214,-2.6493564585017255,3.6493564585017255,0,-0.0,0.0,0.0,-0.006594981492995533,1.0,0.9257775442715723
2021-06-16,3861.618709268488,3861.618709268488,3854.02487888038,3858.5950832508,40253569,3867.2244751770527,3892.2191079068048,3952.956554635981,-0.22314173851667762,-0.8638780018241902,-2.387111269272988,0.8901099938853556,0.9152410972945865,False,False,False,False,False,False,False,False,0,0.14262836930559908,-2.670421006551695,3.670421006551695,0,0.0,0.0,0.0,0.006783318489878454,1.0,0.9320573882051439
2021-06-17,3889.723453365504,3924.616207387568,3889.723453365504,3901.2626984406056,31452647,3863.185855232452,3886.1423942611086,3948.6287285840262,0.9856332217768095,0.389082608033767,-1.1995564384298556,1.208774960293487,1.252960609857957,False,False,False,False,True,False,False,False,0,0.145015497134061,-2.694292284836314,3.694292284836314,0,0.0,0.0,0.0,0.011057811008730933,1.0,0.9423639026532078
2021-06-18,3941.282816382025,3941.282816382025,3890.793925189244,3939.837999622918,41938643,3877.0072489672802,3884.0737813320106,3942.672382400149,1.6205992566140748,1.4357147013768432,-0.0718898884392209,0.6349660348372653,1.0466320933430762,False,False,False,False,True,False,False,False,0,0.1470606154756669,-2.7147434682523732,3.7147434682523732,0,0.0,0.0,0.0,0.00988790147295937,1.0,0.9516819040743162
2021-06-21,3907.3697700141693,3928.26175282925,3907.3697700141693,3907.489416161382,33831594,3882.970602732206,3884.035606653189,3935.2452905883583,0.631444734913104,0.6038515575917379,-0.7053149772736671,-0.9891545217009707,-0.8318631437851053,False,False,False,False,False,False,False,False,0,0.14827368288524548,-2.7268741423481586,3.7268741423481586,0,-0.0,0.0,0.0,-0.008210637966493017,1.0,0.9438679885006992
2021-06-22,3900.7507865862017,3900.7507865862017,3896.236673015977,3896.236673015977,15119641,3889.3365375402914,3885.264948981918,3928.970177859972,0.17741163329747267,0.282393200415682,-0.8331319241986265,-0.4540331016156314,-0.3214583571760559,False,False,False,False,False,False,False,False,0,0.13440840952754735,-2.5882214087711777,3.5882214087711777,0,-0.0,0.0,0.0,-0.002879788515578241,1.0,0.941149848307193
2021-06-23,3911.4335023310973,3938.8136784127205,3891.000611918046,3910.4982646847493,49308102,3902.3200225294054,3889.0320830506266,3921.779819795501,0.20957384602308834,0.5519672035537495,-0.28766416344455037,0.032162212725615674,0.2695740031380675,False,False,False,False,False,False,False,False,0,0.127926959933814,-2.523406912833844,3.523406912833844,0,0.0,0.0,0.0,0.0036603504524104213,1.0,0.9445947865802302
2021-06-24,3942.7380758115373,3950.426149790753,3916.802695307281,3950.426149790753,44650021,3917.6252002860642,3892.4248377315585,3918.152792057446,0.8372661453753525,1.4901074388631368,0.8236880858431259,0.6276922993522641,0.9381402353093873,False,False,False,False,False,False,False,False,0,0.13280809834747326,-2.5722182969704366,3.5722182969704366,0,0.0,0.0,0.0,0.010210434170649707,1.0,0.9542395094665466
2021-06-25,3941.4700462236297,3954.7146270269436,3927.0970497071776,3932.0600641923384,23224541,3922.7580945780196,3892.971974905236,3913.2808923479847,0.2371283008038604,1.0040680883158377,0.47988305365644374,-0.6001378445714921,-0.4860393505472991,False,False,False,False,False,False,False,False,0,0.13038370552057763,-2.5479743687014804,3.5479743687014804,0,-0.0,0.0,0.0,-0.004649140346386971,1.0,0.9498031160629691
2021-06-28,3924.084665078309,3949.384251235274,3915.254823998003,3925.3292266108792,28699008,3920.33996574268,3898.67360735498,3911.2667617002476,0.1272660256966822,0.6837099470346133,0.3595373511296539,-0.10986227510717822,-0.3203581412812244,False,False,False,False,False,False,False,False,0,0.1300232721961271,-2.544370035456975,3.544370035456975,0,-0.0,0.0,0.0,-0.0017117840194644796,1.0,0.948177258267255
2021-06-29,3881.453901728825,3881.6658759273723,3876.9238184034143,3881.6658759273723,22750721,3916.0360423703446,3899.5033225512757,3909.5227439074756,-0.8776774797549692,-0.45742868125659386,-0.7125388392615158,-1.0049435054516513,-1.1411386282912073,False,False,False,False,False,False,False,False,0,0.13526533440744004,-2.5967906575701045,3.5967906575701045,0,-0.0,0.0,0.0,-0.011123487524944742,1.0,0.9376302203634829
2021-06-30,3827.145268278066,3856.963365851389,3826.4720526260076,3834.3021309264655,22390870,3905.7136186887597,3897.5250781145255,3905.356636310469,-1.8283851488903768,-1.6221306064987506,-1.819411439236225,-0.9507076691354076,-1.1647019252421567,False,False,False,False,False,True,False,False,0,0.14083440236266018,-2.652481337122306,3.652481337122306,0,-0.0,0.0,0.0,-0.012201911889078043,1.0,0.9261893390300708
2021-07-01,3863.7536497061415,3883.8195909657334,3863.7536497061415,3867.1821561300153,48144148,3898.494267262971,3900.4071448961877,3901.2130317389842,-0.8031847422707378,-0.8518338607201142,-0.8723152345720403,1.0252004066196392,0.7702967457786364,False,False,False,False,False,False,False,False,0,0.1368920614979909,-2.6130579284756132,3.6130579284756132,0,0.0,0.0,0.0,0.008575230662797306,1.0,0.9341316262496775
2021-07-02,3914.7654074663046,3922.9044994911483,3914.7654074663046,3921.705278414214,39159511,3893.707455366881,3905.666327826472,3898.9427178666388,0.7190530713534286,0.4106584956700012,0.5838136693639322,1.5222378136241663,1.2624923563901154,False,False,False,False,False,False,False,False,0,0.14404674222819583,-2.684604735777662,3.684604735777662,0,0.0,0.0,0.0,0.014098927871233569,1.0,0.9473018806704098
2021-07-05,3917.637487064153,3918.993035872996,3917.637487064153,3918.993035872996,26646014,3891.529617313657,3907.1438559458384,3896.6431251034737,0.7057229742554857,0.3032696098231935,0.5735683266844965,-0.013330097097942861,-0.10738888584680767,False,False,False,False,False,False,False,False,0,0.14305860141795346,-2.6747233276752387,3.6747233276752387,0,-0.0,0.0,0.0,-0.0006915977485983937,1.0,0.9466467288224951
2021-07-06,3972.7513067626355,3972.7513067626355,3926.5407653163893,3959.1973234962647,26862611,3897.174300127888,3908.7571329352836,3896.4154571336476,1.5914870260316971,1.2904406399663682,1.6112723874882149,0.8857640517762114,0.9871710301431746,False,False,True,False,False,False,True,False,0,0.14189011757864997,-2.663038489282204,3.663038489282204,0,0.0,0.0,0.0,0.0102588310964713,1.0,0.9563582177215122
2021-07-07,3962.7179398706903,3992.4885153806395,3962.7179398706903,3973.6207696215292,32840605,3912.5001157435813,3914.2680790569625,3899.1518428550758,1.5621891902827911,1.5163164445003001,1.9098750130214244,-0.029297835748905987,0.22587580453393197,False,False,True,False,False,False,True,False,0,0.14177303360434246,-2.6618676495391287,3.6618676495391287,0,0.0,0.0,0.0,0.003643022801532725,1.0,0.9598422525151049
2021-07-08,3934.9296841865626,3947.669297767484,3934.9296841865626,3947.669297767484,18061792,3931.394643550417,3918.5541311195884,3901.9095400507535,0.4139664341193974,0.7430078971392642,1.1727529110307122,-1.1482227561633938,-0.7733085473610359,False,False,False,False,False,False,False,False,0,0.12786463281538588,-2.522783641649563,3.522783641649563,0,-0.0,0.0,0.0,-0.006530938244647122,1.0,0.9535735820393257
2021-07-09,3973.5312721825853,3975.6484198140856,3961.8740889806377,3961.8740889806377,34653591,3947.176632358854,3922.835449810913,3905.93376643077,0.3723536591014013,0.9951638214038904,1.4321882012092022,-0.041612775017996095,0.2521559242646262,False,False,False,False,False,False,False,False,0,0.12780193847499866,-2.5221566982456904,3.5221566982456904,0,0.0,0.0,0.0,0.003598272839416161,1.0,0.9570047999599626
2021-07-12,4021.3563230018285,4029.8103656711382,3988.3721262993627,4023.0405582878125,13235863,3964.0658456711208,3928.8866505190003,3910.6557441252794,1.4877329215177861,2.3964526377052526,2.8738099570989184,1.115379262416385,1.4012888163013622,False,False,True,False,False,False,True,False,0,0.13599914763955637,-2.6041287898912677,3.6041287898912677,0,0.0,0.0,0.0,0.01543877163519669,1.0,0.9717797785203315
2021-07-13,4015.7681270382195,4046.8671279204405,4013.968886203479,4021.1490093987754,20783675,3981.0918412587507,3936.3107292862037,3914.64135209572,1.0061854822057898,2.1552739594812427,2.720751346634507,-0.4815474393119963,-0.24117867822400996,False,False,False,False,False,False,False,False,0,0.13247924076059975,-2.5689297211017017,3.5689297211017017,0,-0.0,0.0,0.0,-0.000470178926021636,1.0,0.9713228681477373
2021-07-14,4091.665457866957,4091.665457866957,4028.4158676876373,4083.1732358920476,38817246,4001.754493324714,3949.4643967263014,3924.0690020406405,2.034576151614181,3.385492961439963,4.05457278576569,1.0283906694083913,1.2302190019587202,False,False,True,False,True,False,False,False,0,0.1395987501682362,-2.640124815178066,3.640124815178066,0,0.0,0.0,0.0,0.015424503381570975,1.0,0.9863050410120793
