date,open,high,low,close,volume,k,d,j,ma,ma_slope,signal,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-04-28,4147.781350612392,4189.919822069945,4147.781350612392,4148.366260116952,3997493,23.102146241556376,28.851629577351908,11.60317956996532,,,0,0,-0.0,0.0,0.0,-0.007343737174860587,1.0,1.0020526482570107
2021-04-29,4101.426091412179,4124.029668716746,4097.4392695319675,4097.4392695319675,1799458,15.40143082770425,24.368229994136023,-2.5321675051592933,4238.956314143743,,0,0,-0.0,0.0,0.0,-0.012276396873295514,1.0,0.9897510522590708
2021-04-30,4162.098608546697,4164.82789017101,4161.561979999983,4161.561979999983,4384425,33.37976276558811,27.37207425128672,45.3951397941909,4240.040984837719,,0,0,0.0,0.0,0.0,0.015649459638077845,1.0,1.0052401214031441
2021-05-03,4141.5290306346615,4160.462155280896,4141.5290306346615,4157.9568400784965,3444480,44.06589467527502,32.93668105928282,66.32432190725942,4240.904535928213,,0,0,-0.0,0.0,0.0,-0.0008662949005235898,1.0,1.0043692870121708
2021-05-04,4158.184054248189,4184.686332893387,4154.764179302084,4166.010616694761,1005435,54.09285476682919,39.988738961798276,82.30108637689102,4240.559019598053,,0,0,0.0,0.0,0.0,0.0019369553186878719,1.0,1.0063147054445758
2021-05-05,4113.112054980144,4136.168986929334,4109.942956037588,4114.297693176386,1139565,42.502778471144914,40.826752131580484,45.85483115027377,4234.266570103991,,0,0,-0.0,0.0,0.0,-0.012413056104836007,1.0,0.9938232645467707
2021-05-06,4087.807415362688,4114.056807324119,4087.807415362688,4097.721399431728,4349027,31.7463110404232,37.79993843452806,19.639056252213493,4227.299676873132,-0.002749883793734191,-1,0,-0.0,0.0,0.0,-0.00402894855473146,1.0,0.9898192017414165
2021-05-07,4112.205170365523,4125.992009266989,4067.5847624087883,4107.277023388755,3942905,32.462735300801114,36.02087072328574,25.346464455831864,4220.966333636397,-0.0044986950054333175,0,0,0.0,0.0,0.0,0.0023319359774804926,1.0,0.9921273967491583
2021-05-10,4078.7223419089623,4113.034716921804,4046.9700394153188,4066.2734390063706,1920267,26.314085884128335,32.78527577689994,13.371706098585136,4209.113449866584,-0.007496298441122606,0,0,-0.0,0.0,0.0,-0.009983155299457702,1.0,0.9822228348705647
2021-05-11,4096.213068635257,4120.4044695979,4058.209416757293,4086.2527307460023,4428261,32.22252767436459,32.59769307605482,31.47219687098415,4196.415433197636,-0.010409850728737461,0,0,0.0,0.0,0.0,0.004913415696046641,1.0,0.9870489039644332
2021-05-12,4065.3553990379155,4083.1695192353804,4062.6005599861105,4067.0915824453023,3128650,29.969427224652087,31.721604458920574,26.465072756115106,4183.390925119805,-0.01201522014305708,0,0,-0.0,0.0,0.0,-0.004689173568860894,1.0,0.9824204603327901
2021-05-13,4072.3044092868486,4091.489258704365,4060.199119390667,4060.199119390667,4995915,25.559956546030982,29.66772182129071,17.344425995511536,4168.631273211569,-0.01387845862514261,0,0,-0.0,0.0,0.0,-0.0016946908902629731,1.0,0.9807555613282561
2021-05-14,4042.0164088187967,4042.0164088187967,4016.6311755927045,4040.814933456434,1887977,24.808108968796528,28.047850870459314,18.328625165470953,4153.525965116249,-0.015977471315685256,0,0,-0.0,0.0,0.0,-0.004774195886516508,1.0,0.9760732421616846
2021-05-17,4116.719631648451,4140.051667709574,4057.9041332885704,4119.496880861657,1560113,44.32064800117533,33.472116580697985,66.01771084213001,4142.985185222676,-0.015710734678820455,0,0,0.0,0.0,0.0,0.019471801777845688,1.0,0.995079146853716
2021-05-18,4118.3938767632,4173.1258523794195,4102.58332925512,4123.452550317899,2327654,52.300029079854504,39.748087413750156,77.40391241206319,4131.8596235367095,-0.015383560252454687,0,0,0.0,0.0,0.0,0.0009602312055678741,1.0,0.9960346529025348
2021-05-19,4083.0709497823286,4093.344903825192,4083.0709497823286,4085.5424552734894,3627014,49.544774172212925,43.01364966657108,62.60702318349662,4122.368998161302,-0.014586713996075971,0,0,-0.0,0.0,0.0,-0.00919377501785179,1.0,0.9868773343937648
2021-05-20,4119.542765363669,4122.743472253111,4119.542765363669,4122.743472253111,4800714,55.631746381463955,47.2196819048687,72.45587533465446,4117.89479342143,-0.012171016447576344,0,0,0.0,0.0,0.0,0.009105526961689758,1.0,0.9958633725699677
2021-05-21,4079.49792196352,4079.49792196352,4074.6045952928057,4078.107970453992,2742115,42.93274665527761,45.79070348833834,37.21683298915616,4112.022707405217,-0.009992295235325403,-1,0,-0.0,0.0,0.0,-0.010826650287490525,1.0,0.9850815081010318
2021-05-24,4091.871653562621,4091.871653562621,4072.5596610906064,4090.557979203749,4016243,34.58749341424256,42.05630013030641,19.649879982114854,4108.511017297506,-0.008321093700294354,0,0,0.0,0.0,0.0,0.0030528884570877324,1.0,0.988088852066404
2021-05-25,4016.18657642317,4016.18657642317,3978.429649571925,4016.1621098017185,3139934,31.77370111549292,38.62876712536858,18.0635690957416,4100.3663152814715,-0.007622066363493951,0,0,-0.0,0.0,0.0,-0.018187217924854338,1.0,0.9701182647847532
2021-05-26,3970.385974704644,3971.471257073444,3965.239274735026,3966.9193777197797,4118880,21.538035285392368,32.931856512043176,-1.2496071679092466,4091.2939711616127,-0.007538147849828606,0,0,-0.0,0.0,0.0,-0.012261141541512588,1.0,0.9582235074282207
2021-05-27,3988.044810649505,3988.044810649505,3950.038712245922,3978.570669955192,1447628,21.064221698996448,28.975978241027597,5.2407086149341495,4085.350541182774,-0.007903128630349513,0,0,0.0,0.0,0.0,0.0029371134439615254,1.0,0.9610379185742081
2021-05-28,4019.395521727124,4024.1253398839326,4011.7767233708364,4011.7767233708364,2109137,28.55237539774658,28.83477729326726,27.98757160670523,4077.8612783513163,-0.008307694651680958,0,0,0.0,0.0,0.0,0.008346226866448703,1.0,0.969058959069888
2021-05-31,4010.2427864086394,4052.4000686640725,4010.2427864086394,4022.1878635833573,3567592,42.529835281910664,33.39979662281506,60.78991260010187,4071.0728295265594,-0.009112349367770002,0,0,0.0,0.0,0.0,0.002595144478472644,1.0,0.9715738070768327
2021-06-01,4000.467225264212,4021.0058891117474,3997.2689202240513,4021.0058891117474,4019065,51.46323930233392,39.42094418265468,75.54782954169238,4063.822593147409,-0.00891230668778773,0,0,-0.0,0.0,0.0,-0.00029386356671989855,1.0,0.9712882969325535
2021-06-02,4019.7893620549444,4054.807761656165,3987.9896780768413,4012.2918337549845,1464535,54.11528681166058,44.31905839232331,73.70774365033512,4058.7223001763386,-0.007961215012869442,0,0,-0.0,0.0,0.0,-0.0021671331992720866,1.0,0.9691833858182065
2021-06-03,3945.550085221569,3978.339328886784,3942.6581256685004,3956.3658295727323,2540808,40.151088338502305,42.92973504104964,34.59379493340764,4051.654521683389,-0.008248011806994117,-1,0,-0.0,0.0,0.0,-0.013938668097806972,1.0,0.9556742602773778
2021-06-04,3928.903469891231,3962.71680176428,3914.171400434964,3930.6704273278433,3648191,30.677956736299635,38.8458089394663,14.3422523299663,4042.8241918803433,-0.00859202510320276,0,0,-0.0,0.0,0.0,-0.006494698253842746,1.0,0.9494674443279119
2021-06-07,3906.0629893788664,3915.2255020987977,3906.0629893788664,3915.2255020987977,2348894,22.505267458225937,33.39896177905285,0.7178788165721102,4035.2717950349643,-0.008794004919769166,0,0,-0.0,0.0,0.0,-0.003929336105531811,1.0,0.9457366676178872
2021-06-08,3946.0990809400478,3989.17441275647,3946.0990809400478,3960.372107064985,2957686,27.174049770374232,31.323991109493306,18.874167092136076,4028.977763850914,-0.008574397257215847,0,0,0.0,0.0,0.0,0.01153103568159386,1.0,0.9566419908775807
2021-06-09,3981.1651796676615,3981.1651796676615,3950.3799830660937,3976.858538319975,1056572,46.509863239550555,36.38594848617905,66.75769274629356,4024.466111644647,-0.00844014100945105,0,0,0.0,0.0,0.0,0.0041628490478407,1.0,0.9606243470784299
2021-06-10,3914.892582953184,3938.0841435935013,3908.9575723283097,3908.9575723283097,2896424,32.16750012160619,34.97979903132143,26.542902302175705,4016.90403429153,-0.008576863403797956,-1,0,-0.0,0.0,0.0,-0.017074020948291135,1.0,0.9442226268529743
2021-06-11,3919.8945953236093,3939.564639584294,3913.613806977091,3924.4195326784175,4550985,28.807222406053743,32.922273489565534,20.577120239030165,4011.0842642526286,-0.00785092947931338,0,0,0.0,0.0,0.0,0.00395552012627709,1.0,0.9479575184571775
2021-06-14,3891.122726197997,3933.9459771571437,3891.122726197997,3911.3918898133147,3513595,26.09545405732291,30.646667012151326,16.99302814766608,4000.6790147002116,-0.008572602315738915,0,0,-0.0,0.0,0.0,-0.0033196356191335097,1.0,0.9448106449134817
2021-06-15,3882.3208244284115,3886.566855563639,3863.0875900743977,3886.566855563639,4967361,24.025171943015707,28.43950198910612,15.19651185083488,3988.8347299624984,-0.009963577920084312,0,0,-0.0,0.0,0.0,-0.006346854252658574,1.0,0.9388140694538555
2021-06-16,3916.227551116563,3916.227551116563,3908.5263330462662,3913.1611666787826,3133221,37.841880862373685,31.573628280195308,50.37838602673044,3980.2156655327635,-0.010995358113178356,0,0,0.0,0.0,0.0,0.006842622834873913,1.0,0.9452380200432013
2021-06-17,3944.700762948721,3980.086690782003,3944.700762948721,3956.403103589987,1737550,51.81374130664825,38.320332622346285,78.80055867525218,3971.898647099607,-0.011203998603830421,0,0,0.0,0.0,0.0,0.0110503848600505,1.0,0.9556832639490308
2021-06-18,3996.9955504352474,3996.9955504352474,3945.7929641592377,3995.53031020094,1812802,67.51108939216192,48.0505848789515,106.43209841858277,3967.769764086954,-0.010798701127198846,0,0,0.0,0.0,0.0,0.009889590516054758,1.0,0.9651345800925334
2021-06-21,3963.5897058684177,3984.782286272891,3963.5897058684177,3963.711073505819,2798954,70.05531468975809,55.38549481588703,99.39495443750022,3961.427418802058,-0.009811233481598068,0,0,-0.0,0.0,0.0,-0.007963707999882774,1.0,0.957448530116087
2021-06-22,3957.544827241108,3957.544827241108,3952.9649892081698,3952.9649892081698,2960350,63.44709057100456,58.0726934009262,74.19588491116127,3958.26756277238,-0.007663182172104077,0,0,-0.0,0.0,0.0,-0.0027111169553901693,1.0,0.9548527751721759
2021-06-23,3968.6593562891044,3996.440115419591,3947.9275244260652,3967.7104357377716,1782533,56.964705563346136,57.70336412173284,55.48738844657272,3958.3071156732794,-0.0055043625020634555,0,0,0.0,0.0,0.0,0.003730224418849515,1.0,0.9584145903105294
2021-06-24,4000.298955083971,4008.0992689050545,3973.9849383940527,4008.0992689050545,1929090,71.30980370889742,62.23884398412103,89.45172315845019,3959.783545620773,-0.0030502040850615897,0,0,0.0,0.0,0.0,0.010179380229841106,1.0,0.9681706568431278
2021-06-25,3999.720185205124,4013.1605048225088,3985.134773261218,3990.171135071143,3802743,69.12588814802842,64.53452537209016,78.30861369990495,3958.7032662057886,-0.0022850362849246375,0,0,-0.0,0.0,0.0,-0.004472976498610781,1.0,0.9638400522484238
2021-06-28,3982.5920591072463,4008.2688575270417,3973.6305666902867,3983.855176827614,1387902,64.44255945589447,64.50387006669159,64.31993823430022,3956.786631868001,-0.0011714936166772648,0,0,-0.0,0.0,0.0,-0.0015828790369455392,1.0,0.9623144100347513
2021-06-29,3940.3683786977704,3940.5835703373473,3935.769535702272,3940.5835703373473,2971402,45.035175895967754,58.01430534311697,19.0769170016693,3952.7655159292817,-0.0013900138774966546,0,0,-0.0,0.0,0.0,-0.010861741847936424,1.0,0.9518619993364046
2021-06-30,3886.3208625437123,3916.600009677499,3885.6372375830215,3893.588385115007,2900302,32.10180270358625,49.376804463273395,-2.4482008157880415,3946.8303434972827,-0.002899414280047505,0,0,-0.0,0.0,0.0,-0.01192594558229787,1.0,0.9405101449304614
2021-07-01,3923.3323762111186,3943.70773244246,3923.3323762111186,3926.8137498892397,2652332,32.16433891390822,43.63931594681833,9.214384848088002,3945.352739513108,-0.0036443421569404525,0,0,0.0,0.0,0.0,0.008533353166259694,1.0,0.9485358501536031
2021-07-02,3974.6130039159893,3982.876523599778,3974.6130039159893,3981.658969240617,1684659,47.54321151599133,44.940614469875996,52.74840560822199,3947.9021666087465,-0.00272844385413975,0,0,0.0,0.0,0.0,0.013966850185579638,1.0,0.9617839082683499
2021-07-05,3977.8691827915354,3979.2455724779907,3977.8691827915354,3979.2455724779907,4236443,63.7841286076075,51.221785849119826,88.90881412458285,3951.103170127706,-0.0014363831737906852,0,0,-0.0,0.0,0.0,-0.0006061284457735683,1.0,0.9612009436828612
2021-07-06,4033.4866556349575,4033.4866556349575,3986.5696482814346,4019.725459321827,4216521,72.75356054882408,58.39904408235457,101.46259348176311,3954.0708377405485,0.00033023001389950783,0,0,0.0,0.0,0.0,0.010172754133047635,1.0,0.9709790045554003
2021-07-07,4023.3316769089583,4053.5576231676764,4023.3316769089583,4034.401276353103,1439717,76.93231918155823,64.57680244875579,101.64335264716311,3956.947974642205,0.0025634826593425144,0,0,0.0,0.0,0.0,0.0036509500909427395,1.0,0.9745240004403853
2021-07-08,3995.742479522814,4008.678978836274,3995.742479522814,4008.678978836274,1712494,65.67212530899556,64.94191006883571,67.13255578931526,3961.934044967603,0.004202743467885954,0,0,-0.0,0.0,0.0,-0.0063757409724203296,1.0,0.9683106878421706
2021-07-09,4034.927093704195,4037.076953804584,4023.089793047448,4023.089793047448,3733112,63.69665977773806,64.52682663846983,62.03632605627453,3966.8675579860546,0.004803916251450438,0,0,0.0,0.0,0.0,0.0035949035298799004,1.0,0.9717916713519148
2021-07-12,4082.7292530387604,4091.3123191836335,4049.241659811852,4084.439192700599,3500145,73.61046772380506,67.55470700024824,85.72198917091868,3975.5199231304186,0.00617973055912973,0,0,0.0,0.0,0.0,0.015249323979587226,1.0,0.9866108373890247
2021-07-13,4077.24429696799,4108.819382973256,4075.4175121038634,4082.707553616081,2190897,74.70961248341109,69.93967549463585,84.24948646096158,3985.3269580330407,0.007904795228795811,0,0,-0.0,0.0,0.0,-0.00042396005983214025,1.0,0.9861925537993742
2021-07-14,4153.489291758169,4153.489291758169,4089.284019302965,4144.868754864518,4790918,81.3181439591694,73.73249831614703,96.48943524521417,3996.9123374423275,0.01009979485609394,0,0,0.0,0.0,0.0,0.015225484664798117,1.0,1.0012078134037847
2021-07-15,4034.636310391875,4044.9936313197077,4034.636310391875,4039.529113600707,4167118,58.41439243245344,68.6264630215825,37.99025125419533,4001.0686379428635,0.009877648777361364,0,0,-0.0,0.0,0.0,-0.025414469671731332,1.0,0.9757626477949338
2021-07-16,4086.600847906245,4098.84590278783,4048.3549952555263,4071.7308078939195,4166097,49.34639680759349,62.19977428358616,23.63964185560816,4004.878662827513,0.00958214618608447,0,0,0.0,0.0,0.0,0.007971645552644402,1.0,0.9835410817666649
2021-07-19,4079.938808941359,4093.4635769243578,4074.414506931741,4074.414506931741,3241105,44.05373269829904,56.15109375515711,19.85901058458289,4010.4138344988087,0.008777194440749713,0,0,0.0,0.0,0.0,0.0006591052219411253,1.0,0.9841893388296509
2021-07-20,4057.569772954708,4080.1380984006328,4033.617888563577,4061.5331096322097,2320307,37.13170186274775,49.81129645768732,11.7725126728686,4015.842240520011,0.007656908155417934,0,0,-0.0,0.0,0.0,-0.003161533338745026,1.0,0.9810777914233035
2021-07-21,4081.695736273661,4085.8888180735066,4017.6424071198694,4064.16044286681,3322024,43.84971964378181,47.824104186385476,35.90095055857448,4020.664740876463,0.005942688112428025,0,0,0.0,0.0,0.0,0.0006468821412213277,1.0,0.9817124331257241
2021-07-22,3978.667862290554,3983.4935853111756,3962.156724114851,3983.4935853111756,3564695,34.436401825474434,43.36153673274846,16.586132010926377,4019.434456696769,0.0045902283654269205,0,0,-0.0,0.0,0.0,-0.01984834474170838,1.0,0.9622270663158234
2021-07-23,3979.319980076142,4000.3781373871243,3922.25515554637,3973.4226629377363,1893441,32.919632091309396,39.88090185226877,18.997092569390645,4018.5970330900986,0.003425414704799151,0,0,-0.0,0.0,0.0,-0.0025281633214059296,1.0,0.9597943991398997
2021-07-26,3988.690438219291,4010.4706434308637,3986.3042956214467,3986.3042956214467,1481127,34.993683814808925,38.25182917311548,28.47739309819582,4018.7194890297897,0.0020710218131438675,0,0,0.0,0.0,0.0,0.0032419487621753174,1.0,0.9629060034041341
2021-07-27,4054.4277732586165,4054.4277732586165,3990.012910552903,4043.899551226591,3578515,48.108945513117526,41.53753461978283,61.251767299786906,4023.8852880742515,0.002002829561651116,1,1,0.0,3922.5825646897933,4448.289506349251,0.014448283757064528,1.0,0.976818342572698
2021-07-28,4034.0911857643946,4034.0911857643946,4010.0394715259877,4021.531851735437,3860074,57.10976181137223,46.7282770169793,77.87273140015809,4030.2824614052743,0.0023920722439331687,-1,0,-0.0055312203500131885,0.0,0.0,-0.0055312203500131885,0.9944687796499868,0.9714153450779937
2021-07-29,3987.6953764454056,3998.6187903454284,3934.052075402141,3987.4401471876827,1925337,54.51253310337367,49.32302904577742,64.89154121856618,4033.3137812701957,0.0034530540858310433,0,0,-0.0,0.0,0.0,-0.008477293181960666,0.9944687796499868,0.963180372396312
2021-07-30,3959.528849550596,3974.7339878418206,3947.2569889229985,3965.504213028654,2559366,45.051125990936484,47.89906136083044,39.35525525114856,4032.506043459597,0.0034611607620690242,-1,0,-0.0,0.0,0.0,-0.005501257285203454,0.9944687796499868,0.9578816693557018
2021-08-02,4003.8223012238313,4018.8202572939977,4000.1423930866117,4000.1423930866117,2095589,48.33520813040103,48.04444361735396,48.916737156495145,4033.5508844900287,0.0036905774341118975,0,0,0.0,0.0,0.0,0.008734874103563994,0.9944687796499868,0.9662486451436356
2021-08-03,4005.7668727315568,4051.9449122254982,4005.7668727315568,4011.2037816396064,1641629,54.037550113592644,50.04214578276685,62.028358775244214,4033.124800605917,0.0022961669804675475,0,0,0.0,0.0,0.0,0.002765248700174361,0.9944687796499868,0.9689205629536642
2021-08-04,4003.873561890872,4021.34840538732,3958.634815416346,3987.815528031617,1914217,51.22625458532698,50.43684871695356,52.8050663220738,4030.795513189844,0.00012729921276800717,0,0,-0.0,0.0,0.0,-0.005830731840412606,0.9944687796499868,0.9632710469764199
2021-08-05,4007.1347437309378,4007.1347437309378,3993.3976768285766,4006.040811513876,4864708,52.867997751489035,51.24723172846539,56.109529797536325,4030.6636048237233,-0.0006570717256810614,0,0,0.0,0.0,0.0,0.004570242368070465,0.9944687796499868,0.9676734291272471
2021-08-06,4004.584549868279,4031.9999158067308,3995.8510876921405,4007.5126113164165,2195402,52.70603457765313,51.73349934486129,54.6511050432368,4029.8847457371717,-0.0006500418583815789,0,0,0.0,0.0,0.0,0.00036739510948313736,0.9944687796499868,0.9680289476126852
2021-08-09,4045.2365577864844,4082.7435110542906,4041.16770770313,4043.742958413686,1631872,57.99585220063608,53.82095029678622,66.3456560083358,4027.8499340228263,-0.001413382558064129,0,0,0.0,0.0,0.0,0.009040607132454692,0.9944687796499868,0.9767805170208951
2021-08-10,4002.23087522474,4032.84355201288,3973.5775905525966,4013.043026749436,1078113,53.276955251227434,53.63961861493328,52.55162852381574,4024.366707679494,-0.002171540271976442,-1,0,-0.0,0.0,0.0,-0.007591959226877609,0.9944687796499868,0.9693648391620641
2021-08-11,3989.450721896058,4031.0143174865243,3989.450721896058,3997.218228587831,3586999,42.73653493769568,50.00525738918741,28.1990900347122,4016.9841813656594,-0.0034264531105559818,0,0,-0.0,0.0,0.0,-0.0039433412640040855,0.9944687796499868,0.9655423027919217
2021-08-12,3988.269206233241,4030.684415855294,3912.980796146533,3978.7169918077593,2921792,41.398489593991286,47.1363347907887,29.922799200396454,4013.9435752760123,-0.0041482076370008055,0,0,-0.0,0.0,0.0,-0.004628528071785598,0.9944687796499868,0.9610732631389527
2021-08-13,3912.1163898071723,3949.065330290735,3893.173939608746,3917.2628449112713,4181010,31.83471245560591,42.03579401239443,11.432549342028864,4006.2201771268797,-0.005872269333589375,0,0,-0.0,0.0,0.0,-0.015445719568147998,0.9944687796499868,0.9462287950320635
2021-08-16,3917.878928366578,3942.7718318853235,3904.736124855583,3926.099481699564,1167809,29.08110050730978,37.717562844032884,11.808175833863572,3998.804425865271,-0.0072111693914441045,0,0,0.0,0.0,0.0,0.0022558192130945898,0.9944687796499868,0.9483633161278802
2021-08-17,3937.66274166234,3965.7952497445785,3933.440957828496,3933.440957828496,2559764,29.124996544221517,34.853374077429095,17.66824147780636,3992.399818275085,-0.007943334125940392,0,0,0.0,0.0,0.0,0.0018699159721122793,0.9944687796499868,0.950136675840073
2021-08-18,3939.775028505817,3945.0930544747357,3919.107701193795,3930.454316480289,2539219,28.453642947801455,32.72013036755321,19.920668108297946,3985.7145119557595,-0.007784364587482436,0,0,-0.0,0.0,0.0,-0.0007592948210555228,0.9944687796499868,0.9494152419828127
2021-08-19,3923.424790042283,3930.0129816870367,3878.5044837467817,3917.7913718876557,1286268,33.97140308057606,33.13722127189416,35.63976669793985,3982.429401284583,-0.007851175134982376,0,0,-0.0,0.0,0.0,-0.0032217508646615878,0.9944687796499868,0.9463564626060317
2021-08-20,3865.4961444171886,3865.4961444171886,3827.2379972329772,3857.811016945778,1395412,30.002689128701313,32.09237722416321,25.823312937777516,3976.648818984985,-0.007381361191960759,-1,0,-0.0,0.0,0.0,-0.015309736851295885,0.9944687796499868,0.9318679941960101
2021-08-23,3831.727417039593,3879.046755512533,3829.8354743414984,3837.5358736423564,4993687,22.479198595590496,28.887984347972303,9.661627090826876,3969.210397886031,-0.0074007190218702,0,0,-0.0,0.0,0.0,-0.005255608222995201,0.9944687796499868,0.9269704611029674
2021-08-24,3809.4329877976415,3820.296464323825,3807.3252714980104,3820.296464323825,3489667,18.124551879842254,25.300173525262284,3.773308589002191,3958.030243540893,-0.008608750700986035,0,0,-0.0,0.0,0.0,-0.004492312224867567,0.9944687796499868,0.9228062203684635
2021-08-25,3795.9592791058326,3824.946143635905,3762.282859848555,3784.5953982449905,1096651,16.517248738014843,22.372531929513137,4.806682355018253,3946.18342086637,-0.009918194333992054,0,0,-0.0,0.0,0.0,-0.009345103557336976,0.9944687796499868,0.9141825006757655
2021-08-26,3772.0213603813863,3795.2141934313318,3754.0594382651675,3774.457242891092,2295125,16.45146567558714,20.398843178204473,8.556710670352473,3935.5342756515406,-0.01177550708567886,0,0,-0.0,0.0,0.0,-0.0026787950327794574,0.9944687796499868,0.9117335931339013
2021-08-27,3784.958497783342,3786.8582359317547,3784.958497783342,3786.8582359317547,1085395,19.714877340143488,20.170854565517477,18.80292288939551,3926.601976796696,-0.012585180252618684,0,0,0.0,0.0,0.0,0.0032855036479799704,0.9944687796499868,0.9147290971801286
2021-08-30,3868.722396387997,3877.1410368217626,3836.9098625388647,3858.4727944638153,3632785,41.420794648888275,27.254167926641074,69.75404809338268,3919.518496865556,-0.012519341642090993,0,0,0.0,0.0,0.0,0.01891133865338368,0.9944687796499868,0.9320278489130059
2021-08-31,3865.849534824503,3865.849534824503,3848.2682042274428,3861.5537107108835,4008128,56.725789308192574,37.07804172049157,96.02128448359457,3912.03599331912,-0.01162048983754765,0,0,0.0,0.0,0.0,0.0007984807490384327,0.9944687796499868,0.9327720552079307
2021-09-01,3871.4134115186116,3891.5873981624095,3867.8867669569076,3867.8867669569076,2869085,65.4060867418524,46.52072339427851,103.1768134370002,3906.039555265384,-0.010172833170580925,0,0,0.0,0.0,0.0,0.0016400280095698605,0.9944687796499868,0.9343018275050158
2021-09-02,3877.5934104822068,3889.547271612312,3821.809863561013,3860.8758001607666,4538301,67.3366175459322,53.459354778163075,95.09114308147045,3898.781304697729,-0.009338750060238538,0,0,-0.0,0.0,0.0,-0.0018126091115270304,0.9944687796499868,0.9326083034995638
2021-09-03,3775.1652414261753,3780.1747518124353,3733.690079403126,3780.030278217019,4867488,54.673849255405436,53.86418627057719,56.29317522506193,3887.407188042759,-0.009981859374988581,0,0,-0.0,0.0,0.0,-0.020939684705833184,0.9944687796499868,0.913079779670241
