date,open,high,low,close,volume,obv,obv_ma,obv_slope,price_new_high,obv_new_high,price_new_low,obv_new_low,bearish_divergence,bullish_divergence,signal,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-04-26,4144.222747480032,4144.222747480032,4106.542528225102,4140.829231952681,109020911,-88911367,,-109020911.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.00861013062613547,1.0,1.0002320522540482
2021-04-27,4150.736904021771,4173.952307666161,4140.082084504134,4157.897534619374,65231906,-23679461,,65231906.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.004121952804763129,1.0,1.0043549615672507
2021-04-28,4137.601511648546,4152.252664743671,4119.993395545992,4126.020844150961,99155397,-122834858,,-99155397.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.007666540650172804,1.0,0.9966550334271926
2021-04-29,4079.603229938628,4117.263944013606,4073.9168301629825,4073.9168301629825,152138413,-274973271,,-152138413.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.012628150936716986,1.0,0.9840691232332354
2021-04-30,4133.207166509296,4167.640873543398,4095.549464312521,4136.872800029741,174851523,-100121748,,174851523.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.015453425411298793,1.0,0.9992763620286824
2021-05-03,4128.149065069988,4160.227553998332,4128.149065069988,4132.111702073293,26145910,-126267658,,-26145910.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.0011508930021763009,1.0,0.9981263018563834
2021-05-04,4141.475861415967,4152.681345014368,4130.327080913448,4139.020796717697,35574420,-90693238,,35574420.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0016720493400352865,1.0,0.9997952182806742
2021-05-05,4089.9602624519507,4106.367033050386,4086.1749542327425,4086.1749542327425,151503893,-242197131,,-151503893.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.01276771610494487,1.0,0.9870301167705852
2021-05-06,4070.08334310982,4106.101334486256,4054.1977343814983,4068.477984631302,61522555,-303719686,,-61522555.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.004330937808501911,1.0,0.9827553507197334
2021-05-07,4079.464013460035,4079.464013460035,4047.5221958967604,4076.9256488291107,46094677,-257625009,,46094677.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.002076369647253662,1.0,0.984795914100644
2021-05-10,4048.5453551823994,4048.5453551823994,4034.827286381148,4034.827286381148,133544436,-391169445,,-133544436.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.010326006916523855,1.0,0.9746269046802764
2021-05-11,4062.4129231544466,4062.4129231544466,4053.725439682582,4053.725439682582,74686857,-316482588,,74686857.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.004683757682818701,1.0,0.9791918209329544
2021-05-12,4035.0350988396895,4053.24429959849,4033.497242576281,4033.497242576281,72596832,-389079420,,-72596832.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.0049900264355063895,1.0,0.9743056278610673
2021-05-13,4033.130852039368,4062.39053726102,4013.2078128520334,4025.5522621637533,49105718,-438185138,,-49105718.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.001969749806362442,1.0,0.9723864895392501
2021-05-14,3996.859737682611,4005.1911155705684,3981.1033046445673,4005.1305236875214,75095224,-513280362,,-75095224.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.005073027785075901,1.0,0.9674535458599851
2021-05-17,4086.0396134416364,4086.0396134416364,4038.7209349339932,4082.79030803598,212479734,-300800628,,212479734.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.019390075776346327,1.0,0.9862125434243052
2021-05-18,4100.5243289187065,4100.5243289187065,4085.739619644349,4085.739619644349,28483186,-272317442,,28483186.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.000722376459688423,1.0,0.9869249601499244
2021-05-19,4045.0745850656754,4077.4633039825085,4043.275923610196,4046.8393784972623,118734761,-391052203,,-118734761.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.009520979007094255,1.0,0.9775284683227596
2021-05-20,4076.1449662283317,4106.291953000388,4051.1008823548364,4083.066858232047,111093159,-279959044,,111093159.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.00895204290224072,1.0,0.9862793451093467
2021-05-21,4032.209230573747,4058.23119590999,4014.490002846421,4037.474815504076,137622266,-417581310,,-137622266.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.011166126911698937,1.0,0.9752664247714684
2021-05-24,4040.1618401397373,4055.464169874023,4027.389201572882,4048.9856572194008,53186993,-364394317,,53186993.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0028510002517223576,1.0,0.9780469095939882
2021-05-25,3967.431595024272,3973.6683621565776,3932.2829154754113,3973.6683621565776,213764786,-578159103,,-213764786.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.018601521822763534,1.0,0.9598537486614892
2021-05-26,3920.6149093774143,3945.4017136801576,3895.7107604459734,3923.5223029539,153862590,-732021693,,-153862590.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.01261958840859645,1.0,0.9477407894209329
2021-05-27,3923.228900336058,3934.288713254613,3900.1817672372053,3934.288713254613,56527160,-675494533,,56527160.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0027440675671976944,1.0,0.9503414541832932
2021-05-28,3966.7525701079658,4021.846055401222,3946.5480244850423,3966.6286658456515,109818690,-565675843,,109818690.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.00822002525693799,1.0,0.958153284939395
2021-05-31,3983.3680673750328,3999.463623087986,3949.578214503366,3976.1928113505205,42694185,-522981658,,42694185.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0024111522178065226,1.0,0.9604635383573752
2021-06-01,3966.968083354379,3974.5677981493814,3929.9306337823505,3974.183262188956,19509340,-542490998,,-19509340.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.0005053953007077006,1.0,0.9599781245985883
2021-06-02,3976.708247290066,3976.708247290066,3964.661354772088,3964.661354772088,52509394,-595000392,,-52509394.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.002395940697415999,1.0,0.9576780739412335
2021-06-03,3911.9398096505834,3917.855249439075,3907.9475123072484,3907.9475123072484,164497022,-759497414,,-164497022.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.014304839024038118,1.0,0.9439786432566533
2021-06-04,3889.484930343552,3889.484930343552,3854.7213520734117,3881.484565071228,92201816,-851699230,,-92201816.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.006771571816837518,1.0,0.93758642408028
2021-06-07,3860.207209720687,3898.472980779682,3858.9617200115795,3865.2926558602385,62215176,-913914406,,-62215176.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.004171576349085049,1.0,0.9336752107283635
2021-06-08,3916.3949905577565,3925.086401598988,3906.1447979777336,3909.7130936195754,131492680,-782421726,,131492680.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.011492127948446562,1.0,0.9444051257123466
2021-06-09,3916.92165724632,3925.49441810821,3916.92165724632,3925.49441810821,67531125,-714890601,,67531125.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.004036440554778586,1.0,0.9482171608619127
2021-06-10,3863.7768455449145,3904.936660611386,3829.552480220323,3856.90963721395,206099261,-920989862,-215140288.56,-206099261.0,False,False,True,True,False,False,0,0,-0.0,0.0,0.0,-0.017471628689084362,1.0,0.9316502627107155
2021-06-11,3873.039917509586,3884.2789590795287,3871.7092935718265,3871.7092935718265,61233116,-859756746,-232335423.48,61233116.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0038371799575183108,1.0,0.9352251724262057
2021-06-14,3862.30999601847,3884.4462625682145,3835.8977351604362,3858.041064167466,50450473,-910207219,-250187039.16,-50450473.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.0035302829752877907,1.0,0.9319235629219289
2021-06-15,3823.5861931985123,3832.597354750065,3795.5004491031814,3832.597354750065,89660254,-999867473,-271724016.52,-89660254.0,False,False,True,True,False,False,0,0,-0.0,0.0,0.0,-0.006594981492995533,1.0,0.9257775442715723
2021-06-16,3851.687659065651,3877.1764493798855,3851.687659065651,3858.5950832508,94469925,-905397548,-294892095.2,94469925.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.006783318489878454,1.0,0.9320573882051439
2021-06-17,3905.9225867812615,3919.035095553723,3901.2626984406056,3901.2626984406056,129046706,-776350842,-314776673.78,129046706.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.011057811008730933,1.0,0.9423639026532078
2021-06-18,3932.3653246150993,3939.837999622918,3932.3653246150993,3939.837999622918,124303078,-652047764,-331517631.28,124303078.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.00988790147295937,1.0,0.9516819040743162
2021-06-21,3911.109363529136,3958.585215233758,3872.3273790346907,3907.489416161382,108446811,-760494575,-354012028.06,-108446811.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.008210637966493017,1.0,0.9438679885006992
2021-06-22,3885.5832880987828,3933.0686644373814,3885.5832880987828,3896.236673015977,56981385,-817475960,-379773566.26,-56981385.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.002879788515578241,1.0,0.941149848307193
2021-06-23,3917.131832258316,3917.131832258316,3890.7541346270937,3910.4982646847493,62790725,-754685235,-403105108.02,62790725.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0036603504524104213,1.0,0.9445947865802302
2021-06-24,3940.688165124976,3950.426149790753,3940.688165124976,3950.426149790753,123079687,-631605548,-425664584.34,123079687.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.010210434170649707,1.0,0.9542395094665466
2021-06-25,3936.4034172491492,3950.689410092331,3891.3536178037184,3932.0600641923384,77449654,-709055202,-448714140.38,-77449654.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.004649140346386971,1.0,0.9498031160629691
2021-06-28,3930.240841388704,3938.806799357668,3888.7693033958944,3925.3292266108792,42521035,-751576237,-471650409.12,-42521035.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.0017117840194644796,1.0,0.948177258267255
2021-06-29,3876.2566051455606,3900.2138136589792,3854.9624441742076,3881.6658759273723,138435946,-890012183,-498365325.24,-138435946.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.011123487524944742,1.0,0.9376302203634829
2021-06-30,3838.765462339323,3849.4778654115667,3824.313084576545,3834.3021309264655,145901370,-1035913553,-524217531.96,-145901370.0,False,False,False,True,False,False,0,0,-0.0,0.0,0.0,-0.012201911889078043,1.0,0.9261893390300708
2021-07-01,3869.1965114769464,3888.572333201133,3843.1847194886936,3867.1821561300153,109405069,-926508484,-544428156.16,109405069.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.008575230662797306,1.0,0.9341316262496775
2021-07-02,3917.4789205108905,3961.8499262533755,3917.4789205108905,3921.705278414214,161689706,-764818778,-560126722.6,161689706.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.014098927871233569,1.0,0.9473018806704098
2021-07-05,3911.0879983066125,3941.8819775033962,3911.0879983066125,3918.993035872996,32471472,-797290250,-574294300.26,-32471472.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.0006915977485983937,1.0,0.9466467288224951
2021-07-06,3943.6564787252746,3959.1973234962647,3943.6564787252746,3959.1973234962647,134676447,-662613803,-587072987.1,134676447.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0102588310964713,1.0,0.9563582177215122
2021-07-07,3976.3995230016276,4012.6131721876586,3973.6207696215292,3973.6207696215292,57131852,-605481951,-596725928.96,57131852.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.003643022801532725,1.0,0.9598422525151049
2021-07-08,3935.314650052349,3991.895324369551,3935.314650052349,3947.669297767484,85642191,-691124142,-605048946.38,-85642191.0,False,False,False,False,False,False,0,0,-0.0,0.0,0.0,-0.006530938244647122,1.0,0.9535735820393257
2021-07-09,3962.62957240724,4036.1999707648815,3925.882508985383,3961.8740889806377,68130204,-622993938,-615506390.18,68130204.0,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.003598272839416161,1.0,0.9570047999599626
2021-07-12,4020.9208325711975,4023.0405582878125,4020.9208325711975,4023.0405582878125,177626819,-445367119,-621888379.4,177626819.0,False,False,False,False,False,False,1,1,0.0,3781.6581247905433,4747.187858779618,0.01543877163519669,1.0,0.9717797785203315
2021-07-13,4026.610877996163,4038.0957802598714,3996.918445383886,4021.1490093987754,28481146,-473848265,-629551479.94,-28481146.0,False,False,False,False,False,False,0,1,-0.000470178926021636,0.0,0.0,-0.000470178926021636,0.9995298210739784,0.9713228681477373
2021-07-14,4080.7066276929704,4083.1732358920476,4080.7066276929704,4083.1732358920476,182542601,-291305664,-630533650.6,182542601.0,False,False,False,False,False,False,0,1,0.015424503381570975,0.0,0.0,0.015424503381570975,1.014947072179115,0.9863050410120793
2021-07-15,3975.0985543594506,4000.653975274059,3975.0985543594506,3977.7194560984935,289194978,-580500642,-636069269.72,-289194978.0,False,False,False,False,False,False,0,1,-0.025826428050270023,0.0,0.0,-0.025826428050270023,0.9887346146446488,0.9608323048347622
2021-07-16,4015.699089814989,4015.699089814989,4006.956452608595,4009.8297359890803,113912350,-466588292,-640248535.38,113912350.0,False,False,False,False,False,False,0,1,0.008072535090768218,0.0,0.0,0.008072535090768218,0.9967162095168249,0.9685886573318846
2021-07-19,4015.1334230158673,4063.070551953386,3970.391013686956,4012.4446194438674,35778936,-430809356,-641041333.6,35778936.0,False,False,False,False,False,False,0,1,0.0006521183259522445,0.0,0.0,0.0006521183259522445,0.9973661864228245,0.9692202917456402
2021-07-20,4002.0458091036608,4002.0458091036608,3969.1562910992657,3999.51686693699,56940619,-487749975,-644466681.34,-56940619.0,False,False,False,False,False,False,0,1,-0.003221914252530933,0.0,0.0,-0.003221914252530933,0.9941527580917964,0.9660975470738227
2021-07-21,4005.876284397563,4005.876284397563,4002.1201538401297,4002.1201538401297,41719437,-446030538,-645605703.7,41719437.0,False,False,False,False,False,False,0,1,0.000650900343654115,0.0,0.0,0.000650900343654115,0.994799852463683,0.9667263802992164
2021-07-22,3909.4080514738907,3923.975559278911,3906.371008221032,3921.4513943612765,229888289,-675918827,-650360377.48,-229888289.0,False,False,False,False,False,False,-1,1,-0.020156506146235875,0.0,0.0,-0.020156506146235875,0.9747481631232242,0.9472405540729869
2021-07-23,3917.3207444317763,3917.3207444317763,3901.222555358155,3911.400537132982,55276355,-731195182,-654718673.88,-55276355.0,False,False,False,False,False,False,0,1,-0.0025630452140109616,0.0,0.0,-0.0025630452140109616,0.9722498395088652,0.944812733704353
2021-07-26,3929.1310639109765,3950.83477208026,3924.324011921177,3924.324011921177,60750321,-670444861,-662111558.54,60750321.0,False,False,False,False,False,False,0,1,0.0033040530279384583,0.0,0.0,0.0033040530279384583,0.9754622045350072,0.9479344450779837
2021-07-27,3973.8858545966204,3981.9826838224726,3973.8858545966204,3981.9826838224726,176634830,-493810031,-666541410.32,176634830.0,False,False,False,False,False,False,1,1,0.01469263794889053,0.0,0.0,0.01469263794889053,0.9897943175390667,0.961862102678797
2021-07-28,3957.766788724878,3972.1422761760637,3953.3404779824355,3959.699759510696,89154589,-582964620,-670379658.66,-89154589.0,False,False,False,False,False,False,0,1,-0.0055959370195920455,0.0,0.0,-0.0055959370195920455,0.9842554908757679,0.9564795829306741
2021-07-29,3925.405342965836,3925.7139613014774,3909.840957726662,3925.7139613014774,113337628,-696302248,-678706522.74,-113337628.0,False,False,False,False,False,False,-1,1,-0.008582923017733557,0.0,0.0,-0.008582923017733557,0.9758077017677996,0.9482701923023462
2021-07-30,3902.8546993417845,3909.36447838448,3886.089970889908,3903.9048246328316,79489438,-775791686,-685870730.26,-79489438.0,False,False,False,False,False,False,0,1,-0.005555457397974917,0.0,0.0,-0.005555457397974917,0.9703866436520128,0.9430021176472411
2021-08-02,3941.3203833000066,3982.8703016730915,3938.690441181973,3938.690441181973,116794406,-658997280,-691762789.52,116794406.0,False,False,False,False,False,False,1,1,0.008910467368377306,0.0,0.0,0.008910467368377306,0.9790332421749832,0.9514047072448475
2021-08-03,3961.22720860903,3968.89205095146,3949.002657972846,3949.919641078745,52351259,-606646021,-692332527.88,52351259.0,False,False,False,False,False,False,0,1,0.00285099833674729,0.0,0.0,0.00285099833674729,0.9818244643200444,0.9541171604827761
2021-08-04,3935.214886245568,3935.214886245568,3909.8874153936817,3926.7192976752963,93764184,-700410205,-691700298.12,-93764184.0,False,False,False,False,False,False,-1,1,-0.005873624152290979,0.0,0.0,-0.005873624152290979,0.9760575964331041,0.9485130348848492
2021-08-05,3934.798493403021,3956.3722468743135,3934.798493403021,3945.1523025478477,73888637,-626521568,-690720838.82,73888637.0,False,False,False,False,False,False,1,1,0.004694250715467252,0.0,0.0,0.004694250715467252,0.9806394555034974,0.9529655928774874
2021-08-06,3951.7617712797764,3959.047439320134,3932.464389379972,3946.851335735456,29452564,-597069004,-691348702.04,29452564.0,False,False,False,False,False,False,0,1,0.0004306635225490574,0.0,0.0,0.0004306635225490574,0.9810617811457552,0.9533760003965841
2021-08-09,3993.9152725959934,4004.6913107619116,3954.41588389755,3983.32811767954,118908969,-478160035,-690452269.58,118908969.0,False,False,False,False,False,False,0,1,0.00924199541386761,0.0,0.0,0.00924199541386761,0.990128749627825,0.9621870970199408
2021-08-10,3955.951526404124,3955.951526404124,3926.03416841308,3952.893500629283,98186729,-576346764,-691129384.9,-98186729.0,False,False,False,False,False,False,0,1,-0.007640499640282239,0.0,0.0,-0.007640499640282239,0.9825636712724606,0.9548355068512757
2021-08-11,3945.9437133288866,3960.8303532479326,3906.272267779638,3937.352564179735,62149205,-638495969,-691999296.44,-62149205.0,False,False,False,False,False,False,0,1,-0.003931534317095586,0.0,0.0,-0.003931534317095586,0.9787006884801215,0.9510815382889086
2021-08-12,3934.9261858483396,3934.9261858483396,3902.0578493772555,3919.153392759504,77784272,-716280241,-691134952.98,-77784272.0,False,False,False,False,False,False,-1,1,-0.004622184862437484,0.0,0.0,-0.004622184862437484,0.9741769529729716,0.9466854635996859
2021-08-13,3865.9181429268574,3865.9181429268574,3858.0191608388286,3858.0191608388286,182357532,-898637773,-692073723.84,-182357532.0,False,False,False,False,False,False,0,1,-0.015598836226624613,0.0,0.0,-0.015598836226624613,0.958980926227794,0.9319182720948682
2021-08-16,3869.1214468218104,3869.353530993812,3840.024325179573,3867.193197811367,46036704,-852601069,-690847457.1,46036704.0,False,False,False,False,False,False,0,1,0.0023779137920465487,0.0,0.0,0.0023779137920465487,0.9612613001985806,0.9341342934071428
2021-08-17,3882.9883888122304,3898.7842086596283,3866.916130647039,3874.88918476153,48483934,-804117135,-691281365.28,48483934.0,False,False,False,False,False,False,0,1,0.0019900704610564812,0.0,0.0,0.0019900704610564812,0.9631742779174626,0.9359932864711122
2021-08-18,3873.395871068306,3884.32876598222,3847.9425543383036,3872.2737803539194,37945533,-842062668,-693824806.62,-37945533.0,False,False,False,False,False,False,0,1,-0.0006749623751554079,0.0,0.0,-0.0006749623751554079,0.9625241715191508,0.9353615262193462
2021-08-19,3860.1829359988546,3860.1829359988546,3843.394446947194,3859.9984045809656,61096124,-903158792,-693468185.22,-61096124.0,False,False,False,False,False,False,0,1,-0.0031700691813768556,0.0,0.0,-0.0031700691813768556,0.9594729033066877,0.9323963654716326
2021-08-20,3797.7505021376974,3800.421546604077,3760.32631617282,3800.421546604077,187134977,-1090293769,-698078925.68,-187134977.0,False,False,True,True,False,False,0,1,-0.015434425544369135,0.0,0.0,-0.015434425544369135,0.9446639902187609,0.9180053631909203
2021-08-23,3792.3865883671797,3795.662725528777,3765.054923162483,3780.565415418372,75847458,-1166141227,-703197605.84,-75847458.0,False,False,True,True,False,False,0,1,-0.0052247180851418,0.0,0.0,-0.0052247180851418,0.9397283871846828,0.9132090439675995
2021-08-24,3757.5993730252317,3773.5634391559342,3748.8235281155576,3763.760111358962,65280110,-1231421337,-707828683.12,-65280110.0,False,False,True,True,False,False,0,1,-0.004445182720783647,0.0,0.0,-0.004445182720783647,0.9355511227957395,0.9091496629048914
2021-08-25,3739.93470296328,3739.93470296328,3727.3946285599613,3728.507812895896,126832330,-1358253667,-716885805.5,-126832330.0,False,False,True,True,False,False,0,1,-0.009366244771199739,0.0,0.0,-0.009366244771199739,0.9267885219836638,0.9006343446284705
2021-08-26,3722.5504702527064,3722.5504702527064,3711.8278720116978,3718.8326482066404,50964840,-1409218507,-729543158.8,-50964840.0,False,False,True,True,False,False,0,1,-0.002594916029354133,0.0,0.0,-0.002594916029354133,0.924383583592147,0.8982972741310072
2021-08-27,3721.2667965541236,3755.8950254089737,3698.15501433916,3731.7104073853775,59702430,-1349516077,-743492525.06,59702430.0,False,False,False,False,False,False,0,1,0.0034628498770836735,0.0,0.0,0.0034628498770836735,0.9275845851709672,0.9014079427363164
2021-08-30,3806.6119917750534,3806.6119917750534,3803.815051946018,3803.815051946018,221024164,-1128491913,-750852471.82,221024164.0,False,False,False,False,False,False,0,1,0.019322143652395596,0.0,0.0,0.019322143652395596,0.9455075077753884,0.9188250764952779
2021-08-31,3791.4076335108684,3817.1441149861093,3791.4076335108684,3807.39891078658,37744316,-1090747597,-756317904.56,37744316.0,False,False,False,False,False,False,0,1,0.0009421748406850394,0.0,0.0,0.0009421748406850394,0.9463983411608932,0.9196907703653423
2021-09-01,3819.0189799149607,3867.0734110895414,3806.5881631874845,3814.247295392073,45836732,-1044910865,-762122417.16,45836732.0,False,False,False,False,False,False,0,1,0.0017987042508444961,0.0,0.0,0.0017987042508444961,0.9481006318801315,0.9213450220634609
2021-09-02,3814.505069097314,3814.505069097314,3796.1654528753115,3807.7635647227717,51696075,-1096606940,-771422445.0,-51696075.0,False,False,False,False,False,False,0,1,-0.0016998716043226114,0.0,0.0,-0.0016998716043226114,0.9464889825379581,0.9197788538226712
2021-09-03,3723.0407393993687,3727.4567017528057,3706.624739314893,3727.4567017528057,238829183,-1335436123,-783950063.42,-238829183.0,False,False,False,False,False,False,0,1,-0.021090296601914416,0.0,0.0,-0.021090296601914416,0.9265272491657883,0.9003804449873822
2021-09-06,3723.712066749984,3748.5462658925217,3715.6779696490516,3722.7921819567796,42143586,-1377579709,-796470132.86,-42143586.0,False,False,False,False,False,False,0,1,-0.0012513947630384825,0.0,0.0,-0.0012513947630384825,0.9253677978183698,0.8992537136137828
2021-09-07,3736.096666812745,3736.096666812745,3719.236650765604,3721.5516710864663,29408233,-1406987942,-806809648.04,-29408233.0,False,False,False,False,False,False,0,1,-0.0003332205531981769,0.0,0.0,-0.0003332205531981769,0.9250594462488689,0.8989540637938669
2021-09-08,3812.527851191483,3821.7646773360475,3771.6047786291424,3816.388102601634,275361515,-1131626427,-808723905.52,275361515.0,False,False,False,False,False,False,0,1,0.025483035007137556,0.0,0.0,0.025483035007137556,0.9486327685013122,0.9218621416713345
2021-09-09,3796.900921560455,3804.9591217253255,3783.2944295477073,3804.9591217253255,61880796,-1193507223,-814063880.3,-61880796.0,False,False,False,False,False,False,0,1,-0.0029947113786769064,0.0,0.0,-0.0029947113786769064,0.9457918871552955,0.9191014306261
2021-09-10,3824.5473490594063,3824.5473490594063,3796.94682889824,3813.2474506750086,49435590,-1144071633,-821648937.4,49435590.0,False,False,False,False,False,False,0,1,0.002178296450639605,0.0,0.0,0.002178296450639605,0.9478521022661296,0.9211035060102105
2021-09-13,3822.995935849043,3849.909381512091,3801.50208536872,3808.0486807256234,41410865,-1185482498,-829412782.36,-41410865.0,False,False,False,False,False,False,0,1,-0.0013633445027190216,0.0,0.0,-0.0013633445027190216,0.9465598533131144,0.9198477246088563
2021-09-14,3757.4846062969573,3783.7990194344716,3757.456833642078,3757.456833642078,164474745,-1349957243,-843159651.16,-164474745.0,False,False,False,False,False,False,0,1,-0.013285504289799466,0.0,0.0,-0.013285504289799466,0.9339843283213711,0.9076270837176031
