date,type,price
2022-07-01 11:05:33.087549,sell,3638.5939623851887
2022-07-06 11:05:33.087549,buy,3667.311456340365
2022-07-11 11:05:33.087549,sell,3713.6822835090484
2022-07-15 11:05:33.087549,buy,3692.1765819500215
2022-07-19 11:05:33.087549,sell,3654.3303878474076
2022-07-21 11:05:33.087549,buy,3654.881079372631
2022-07-22 11:05:33.087549,sell,3632.6382352004616
2022-07-26 11:05:33.087549,buy,3607.7383218141917
2022-07-28 11:05:33.087549,sell,3593.7203285441187
2022-07-29 11:05:33.087549,buy,3574.2805878185436
2022-08-02 11:05:33.087549,sell,3525.222314025598
2022-08-08 11:05:33.087549,buy,3441.289978593316
2022-08-12 11:05:33.087549,sell,3500.1738657619812
2022-08-19 11:05:33.087549,buy,3414.6156769477643
2022-08-29 11:05:33.087549,sell,3473.2221202929422
2022-09-06 11:05:33.087549,buy,3439.911902895402
2022-09-12 11:05:33.087549,sell,3544.6013682602597
2022-09-13 11:05:33.087549,buy,3568.517395635943
2022-09-16 11:05:33.087549,sell,3602.0503281086376
2022-09-26 11:05:33.087549,buy,3392.6934318496105
2022-09-30 11:05:33.087549,sell,3450.7930139696214
2022-10-06 11:05:33.087549,buy,3422.9971662450985
2022-10-11 11:05:33.087549,sell,3365.580718511144
2022-10-12 11:05:33.087549,buy,3403.5717051227575
2022-10-17 11:05:33.087549,sell,3364.463517316333
2022-10-19 11:05:33.087549,buy,3329.8054841850085
2022-10-21 11:05:33.087549,sell,3301.9578388415334
2022-10-24 11:05:33.087549,buy,3315.348105231644
2022-10-25 11:05:33.087549,sell,3272.925809976057
2022-10-26 11:05:33.087549,buy,3261.3084199779673
2022-11-01 11:05:33.087549,sell,3241.064267505019
2022-11-03 11:05:33.087549,buy,3219.092111688856
2022-11-07 11:05:33.087549,sell,3193.0268569992127
2022-11-08 11:05:33.087549,buy,3236.308454964948
2022-11-16 11:05:33.087549,sell,3361.5925338987977
2022-11-17 11:05:33.087549,buy,3388.5314517414076
2022-11-21 11:05:33.087549,sell,3445.84640678742
2022-11-24 11:05:33.087549,buy,3456.594636132877
2022-11-25 11:05:33.087549,sell,3390.970285837487
2022-12-01 11:05:33.087549,buy,3279.9922258296406
2022-12-07 11:05:33.087549,sell,3324.5901332095605
2022-12-12 11:05:33.087549,buy,3269.7847211376475
2022-12-14 11:05:33.087549,sell,3196.268369790534
2022-12-15 11:05:33.087549,buy,3191.26761765274
2022-12-21 11:05:33.087549,sell,3145.868679314847
2022-12-26 11:05:33.087549,buy,3091.789371552316
2022-12-28 11:05:33.087549,sell,3089.6449920909686
2022-12-29 11:05:33.087549,buy,3105.056653574494
2022-12-30 11:05:33.087549,sell,3088.635803767674
2023-01-06 11:05:33.087549,buy,2979.4195555272236
2023-01-11 11:05:33.087549,sell,3021.9571445109473
2023-01-12 11:05:33.087549,buy,3030.21401895221
2023-01-16 11:05:33.087549,sell,3024.272887878519
2023-01-17 11:05:33.087549,buy,3045.2194191245358
2023-01-19 11:05:33.087549,sell,3057.346111678721
2023-01-23 11:05:33.087549,buy,3037.430240581744
2023-01-24 11:05:33.087549,sell,2970.750244344839
2023-01-26 11:05:33.087549,buy,2972.7067182295655
2023-02-06 11:05:33.087549,sell,3197.33470037398
2023-02-16 11:05:33.087549,buy,3097.2004775683426
2023-02-23 11:05:33.087549,sell,3178.6781845350474
2023-02-24 11:05:33.087549,buy,3234.201818746536
2023-02-28 11:05:33.087549,sell,3232.4445052580545
2023-03-06 11:05:33.087549,buy,3213.032971672742
2023-03-08 11:05:33.087549,sell,3244.2771946090425
2023-03-20 11:05:33.087549,buy,3226.8399627655886
2023-03-23 11:05:33.087549,sell,3213.24058991657
2023-03-27 11:05:33.087549,buy,3235.702058640462
2023-03-29 11:05:33.087549,sell,3237.0392788296904
2023-03-30 11:05:33.087549,buy,3248.7587269953315
2023-04-03 11:05:33.087549,sell,3235.4384097116745
2023-04-12 11:05:33.087549,buy,3173.9562657354845
2023-04-14 11:05:33.087549,sell,3169.514602471011
2023-04-17 11:05:33.087549,buy,3197.8045739639792
2023-04-18 11:05:33.087549,sell,3152.5700570724234
2023-04-20 11:05:33.087549,buy,3127.8005236697986
2023-04-25 11:05:33.087549,sell,3104.6519166558046
2023-04-26 11:05:33.087549,buy,3100.0815600854357
2023-05-02 11:05:33.087549,sell,3132.624815542853
2023-05-03 11:05:33.087549,buy,3156.2907302925237
2023-05-05 11:05:33.087549,sell,3136.414333815248
2023-05-09 11:05:33.087549,buy,3142.7548784385403
2023-05-12 11:05:33.087549,sell,3148.2769989957033
2023-05-15 11:05:33.087549,buy,3157.230586591776
2023-05-16 11:05:33.087549,sell,3158.4284058160083
2023-05-17 11:05:33.087549,buy,3201.37692227426
2023-05-22 11:05:33.087549,sell,3224.6429411296185
2023-05-29 11:05:33.087549,buy,3229.9621997475188
2023-06-01 11:05:33.087549,sell,3329.553593312875
2023-06-02 11:05:33.087549,buy,3374.2017188327463
2023-06-05 11:05:33.087549,sell,3364.925648932375
2023-06-12 11:05:33.087549,buy,3210.4988215167245
2023-06-19 11:05:33.087549,sell,3237.2967881927484
2023-06-21 11:05:33.087549,buy,3274.9394654542493
2023-06-22 11:05:33.087549,sell,3228.746006275417
2023-06-23 11:05:33.087549,buy,3267.74452118317
2023-06-27 11:05:33.087549,sell,3268.8330876884615
2023-06-29 11:05:33.087549,buy,3367.2415230875717
2023-07-04 11:05:33.087549,sell,3369.4506326687324
2023-07-06 11:05:33.087549,buy,3369.8321975979306
2023-07-07 11:05:33.087549,sell,3341.357902839793
2023-07-12 11:05:33.087549,buy,3343.7662595525067
2023-07-17 11:05:33.087549,sell,3370.8966101153287
2023-07-21 11:05:33.087549,buy,3322.1750346588587
2023-07-25 11:05:33.087549,sell,3313.2220118119517
2023-07-26 11:05:33.087549,buy,3340.1443238688094
2023-08-01 11:05:33.087549,sell,3426.9542131157277
2023-08-04 11:05:33.087549,buy,3365.159746735826
2023-08-10 11:05:33.087549,sell,3342.8507672403116
2023-08-11 11:05:33.087549,buy,3420.6973527413948
2023-08-15 11:05:33.087549,sell,3420.6133687111787
2023-08-16 11:05:33.087549,buy,3441.062679853229
2023-08-21 11:05:33.087549,sell,3424.0294738065145
2023-08-23 11:05:33.087549,buy,3494.7142898490397
2023-08-24 11:05:33.087549,sell,3536.365058624232
2023-08-25 11:05:33.087549,buy,3587.122559508434
2023-08-29 11:05:33.087549,sell,3522.1356959596583
2023-09-01 11:05:33.087549,buy,3540.115316029454
2023-09-04 11:05:33.087549,sell,3474.083449439462
2023-09-05 11:05:33.087549,buy,3520.8871436741297
2023-09-07 11:05:33.087549,sell,3487.462844668815
2023-09-12 11:05:33.087549,buy,3403.4252953766413
2023-09-14 11:05:33.087549,sell,3348.73038394791
2023-09-19 11:05:33.087549,buy,3328.869144407985
2023-09-21 11:05:33.087549,sell,3256.7232749504865
2023-09-26 11:05:33.087549,buy,3132.4469319801783
2023-09-28 11:05:33.087549,sell,3110.0339449570306
2023-09-29 11:05:33.087549,buy,3124.8605137456234
2023-10-05 11:05:33.087549,sell,3146.4763082803393
2023-10-06 11:05:33.087549,buy,3220.2851886616213
2023-10-12 11:05:33.087549,sell,3199.6990762031246
2023-10-25 11:05:33.087549,buy,3099.3694015604547
2023-10-26 11:05:33.087549,sell,3010.8085063617814
2023-10-27 11:05:33.087549,buy,3037.247457598841
2023-10-31 11:05:33.087549,sell,2998.8284920217725
2023-11-07 11:05:33.087549,buy,2851.715190187017
2023-11-14 11:05:33.087549,sell,2926.4506491960574
2023-11-20 11:05:33.087549,buy,2890.526370368457
2023-11-21 11:05:33.087549,sell,2878.9828349167433
2023-11-23 11:05:33.087549,buy,2879.748031408547
2023-11-27 11:05:33.087549,sell,2873.8043351871
2023-11-28 11:05:33.087549,buy,2903.1324957254797
2023-11-29 11:05:33.087549,sell,2867.959777964265
2023-12-01 11:05:33.087549,buy,2895.501614802209
2023-12-06 11:05:33.087549,sell,2850.163916201911
2023-12-07 11:05:33.087549,buy,2873.5955689130674
2023-12-11 11:05:33.087549,sell,2848.021956372983
2023-12-12 11:05:33.087549,buy,2875.4785891840265
2023-12-13 11:05:33.087549,sell,2853.000808120931
2023-12-18 11:05:33.087549,buy,2780.297622763701
2023-12-21 11:05:33.087549,sell,2730.7922733425376
2023-12-22 11:05:33.087549,buy,2776.122268677585
2023-12-26 11:05:33.087549,sell,2777.8376505065025
2023-12-28 11:05:33.087549,buy,2772.98427863648
2024-01-04 11:05:33.087549,sell,2800.9860237508087
2024-01-08 11:05:33.087549,buy,2809.7813838425704
2024-01-09 11:05:33.087549,sell,2762.878440966207
2024-01-11 11:05:33.087549,buy,2748.6862320678656
2024-01-15 11:05:33.087549,sell,2751.8144002332424
2024-01-16 11:05:33.087549,buy,2754.33289170604
2024-01-18 11:05:33.087549,sell,2753.5238965375793
2024-01-22 11:05:33.087549,buy,2742.6384977810576
2024-01-23 11:05:33.087549,sell,2718.6320501911673
2024-01-24 11:05:33.087549,buy,2732.728099257227
2024-01-25 11:05:33.087549,sell,2689.3210548301686
2024-01-26 11:05:33.087549,buy,2720.2980292483967
2024-02-05 11:05:33.087549,sell,2813.1163245027337
2024-02-09 11:05:33.087549,buy,2793.458841052329
2024-02-12 11:05:33.087549,sell,2778.1837201682442
2024-02-13 11:05:33.087549,buy,2788.5142504228193
2024-02-14 11:05:33.087549,sell,2772.6942314383296
2024-02-21 11:05:33.087549,buy,2656.3059901865254
2024-02-29 11:05:33.087549,sell,2760.344734949458
2024-03-01 11:05:33.087549,buy,2786.175580049223
2024-03-05 11:05:33.087549,sell,2786.7447545827376
2024-03-06 11:05:33.087549,buy,2864.990082325226
2024-03-07 11:05:33.087549,sell,2869.233402508312
2024-03-08 11:05:33.087549,buy,2909.359596545652
2024-03-12 11:05:33.087549,sell,2902.334246065724
2024-03-13 11:05:33.087549,buy,2961.175042456447
2024-03-14 11:05:33.087549,sell,2950.0900523162513
2024-03-20 11:05:33.087549,buy,3058.1013051457167
2024-03-25 11:05:33.087549,sell,3082.2465948726226
2024-03-28 11:05:33.087549,buy,3074.0499286622367
2024-04-02 11:05:33.087549,sell,3081.3739236831975
2024-04-04 11:05:33.087549,buy,3128.2632745621618
2024-04-05 11:05:33.087549,sell,3153.9671625219826
2024-04-08 11:05:33.087549,buy,3196.328127436963
2024-04-10 11:05:33.087549,sell,3254.519464462672
2024-04-16 11:05:33.087549,buy,3251.5149501760993
2024-04-18 11:05:33.087549,sell,3234.80949137822
2024-04-22 11:05:33.087549,buy,3249.4438718040487
2024-04-26 11:05:33.087549,sell,3303.563641910022
2024-04-29 11:05:33.087549,buy,3342.3079739934656
2024-05-01 11:05:33.087549,sell,3343.4770468364227
2024-05-07 11:05:33.087549,buy,3339.7974381356544
2024-05-08 11:05:33.087549,sell,3330.8306462207074
2024-05-09 11:05:33.087549,buy,3379.6558976854403
2024-05-10 11:05:33.087549,sell,3356.2674638894687
2024-05-15 11:05:33.087549,buy,3403.5433598407044
2024-05-20 11:05:33.087549,sell,3413.142392925194
2024-05-22 11:05:33.087549,buy,3464.798188391143
2024-05-27 11:05:33.087549,sell,3503.6949760470607
2024-05-28 11:05:33.087549,buy,3558.596530860865
2024-05-31 11:05:33.087549,sell,3626.9356808186853
2024-06-03 11:05:33.087549,buy,3684.6940264850045
2024-06-05 11:05:33.087549,sell,3733.0279653652983
2024-06-18 11:05:33.087549,buy,3655.754122706317
2024-06-19 11:05:33.087549,sell,3622.0903135210588
2024-06-20 11:05:33.087549,buy,3660.4039774446073
2024-06-26 11:05:33.087549,sell,3642.8628413443
2024-06-27 11:05:33.087549,buy,3658.5046479003113
2024-07-01 11:05:33.087549,sell,3685.5075523261035
2024-07-02 11:05:33.087549,buy,3697.3115207907053
2024-07-05 11:05:33.087549,sell,3746.2440336495592
2024-07-11 11:05:33.087549,buy,3722.6759328699495
2024-07-16 11:05:33.087549,sell,3720.9432110355942
2024-07-19 11:05:33.087549,buy,3737.7913018709205
2024-07-23 11:05:33.087549,sell,3685.3181608918544
2024-07-24 11:05:33.087549,buy,3740.378750305078
2024-07-29 11:05:33.087549,sell,3762.4928276682163
2024-07-31 11:05:33.087549,buy,3780.2066887438345
2024-08-05 11:05:33.087549,sell,3864.6193421965836
2024-08-12 11:05:33.087549,buy,3799.240337147039
2024-08-13 11:05:33.087549,sell,3775.0790696319964
2024-08-16 11:05:33.087549,buy,3813.2044013681652
2024-08-21 11:05:33.087549,sell,3853.5084964663056
2024-08-22 11:05:33.087549,buy,3887.966973768139
2024-08-26 11:05:33.087549,sell,3974.481749397667
2024-08-29 11:05:33.087549,buy,3987.269606736102
2024-09-10 11:05:33.087549,sell,4193.76516616113
2024-09-19 11:05:33.087549,buy,4210.073478665852
2024-09-23 11:05:33.087549,sell,4202.333598911686
2024-09-26 11:05:33.087549,buy,4176.110581441646
2024-10-01 11:05:33.087549,sell,4234.80878131362
2024-10-02 11:05:33.087549,buy,4236.036092525275
2024-10-03 11:05:33.087549,sell,4293.356782755142
2024-10-08 11:05:33.087549,buy,4298.693284819853
2024-10-09 11:05:33.087549,sell,4297.158209207765
2024-10-14 11:05:33.087549,buy,4303.543373405896
2024-10-15 11:05:33.087549,sell,4249.963007126169
2024-10-18 11:05:33.087549,buy,4248.200336171701
2024-10-21 11:05:33.087549,sell,4174.39393398032
2024-10-23 11:05:33.087549,buy,4148.743905638168
2024-10-28 11:05:33.087549,sell,4160.935403630038
2024-10-29 11:05:33.087549,buy,4230.351070226442
2024-10-30 11:05:33.087549,sell,4160.496503989281
2024-11-05 11:05:33.087549,buy,3992.689209069494
2024-11-08 11:05:33.087549,sell,3985.098342058834
2024-11-12 11:05:33.087549,buy,3953.8747711604906
2024-11-14 11:05:33.087549,sell,3961.629716280777
2024-11-15 11:05:33.087549,buy,4027.8852224075113
2024-11-19 11:05:33.087549,sell,3911.093508157801
2024-11-22 11:05:33.087549,buy,3873.7253308483946
2024-11-25 11:05:33.087549,sell,3858.762846880496
2024-11-26 11:05:33.087549,buy,3866.893822094632
2024-11-27 11:05:33.087549,sell,3813.3140662105934
2024-11-28 11:05:33.087549,buy,3863.2853381351706
2024-12-10 11:05:33.087549,sell,4018.544083015156
2024-12-12 11:05:33.087549,buy,4048.5130592608407
2024-12-17 11:05:33.087549,sell,4067.4310191553304
2024-12-18 11:05:33.087549,buy,4138.478104846575
2024-12-20 11:05:33.087549,sell,4074.080849733087
2024-12-25 11:05:33.087549,buy,4082.143047298933
2024-12-26 11:05:33.087549,sell,4054.8855453785386
2025-01-01 11:05:33.087549,buy,3847.1848305343324
2025-01-02 11:05:33.087549,sell,3786.8964930530574
2025-01-03 11:05:33.087549,buy,3816.5730465172846
2025-01-08 11:05:33.087549,sell,3829.7195481609383
2025-01-10 11:05:33.087549,buy,3831.7481695735946
2025-01-13 11:05:33.087549,sell,3789.7085126066427
2025-01-14 11:05:33.087549,buy,3849.288752783474
2025-01-21 11:05:33.087549,sell,3820.843164677809
2025-01-28 11:05:33.087549,buy,3826.4261454097823
2025-01-30 11:05:33.087549,sell,3839.4527096654
2025-01-31 11:05:33.087549,buy,3867.0443571862897
2025-02-05 11:05:33.087549,sell,3978.318496532101
2025-02-11 11:05:33.087549,buy,4059.694408971437
2025-02-13 11:05:33.087549,sell,4143.8799871294195
2025-02-17 11:05:33.087549,buy,4192.445708757762
2025-02-19 11:05:33.087549,sell,4305.496191221118
2025-02-28 11:05:33.087549,buy,4381.111675984287
2025-03-04 11:05:33.087549,sell,4399.439739913935
2025-03-06 11:05:33.087549,buy,4514.276443556868
2025-03-12 11:05:33.087549,sell,4665.567827030122
2025-03-13 11:05:33.087549,buy,4706.052447481481
2025-03-14 11:05:33.087549,sell,4669.7787503346735
2025-03-20 11:05:33.087549,buy,4675.985286765205
2025-03-25 11:05:33.087549,sell,4705.342102836464
2025-03-28 11:05:33.087549,buy,4732.543024387917
2025-04-07 11:05:33.087549,sell,4951.2934911007305
2025-04-08 11:05:33.087549,buy,4996.520532944258
2025-04-09 11:05:33.087549,sell,4930.488519968288
2025-04-10 11:05:33.087549,buy,5016.1579940444635
2025-04-11 11:05:33.087549,sell,5098.404207266683
2025-04-15 11:05:33.087549,buy,5112.4571288113675
2025-04-18 11:05:33.087549,sell,5161.2835730772895
2025-04-23 11:05:33.087549,buy,5223.481083159919
2025-04-28 11:05:33.087549,sell,5310.383889521373
2025-05-07 11:05:33.087549,buy,5123.673128323844
2025-05-15 11:05:33.087549,sell,5139.066345634692
2025-05-16 11:05:33.087549,buy,5200.037400508693
2025-05-20 11:05:33.087549,sell,5112.449612325929
2025-05-22 11:05:33.087549,buy,5184.975135346801
2025-05-27 11:05:33.087549,sell,5218.155871103737
2025-05-29 11:05:33.087549,buy,5325.585628026559
2025-06-05 11:05:33.087549,sell,5460.166293518719
2025-06-11 11:05:33.087549,buy,5508.344454314993
2025-06-16 11:05:33.087549,sell,5563.322833348411
2025-06-20 11:05:33.087549,buy,5543.1473973442535
2025-06-24 11:05:33.087549,sell,5443.31794602464
2025-06-25 11:05:33.087549,buy,5560.100641698988
2025-06-30 11:05:33.087549,sell,5563.130876196044
2025-07-04 11:05:33.087549,buy,5615.193095413976
2025-07-16 11:05:33.087549,sell,5855.147818430065
2025-07-18 11:05:33.087549,buy,5924.954270404621
2025-07-24 11:05:33.087549,sell,6019.514440157237
2025-08-05 11:05:33.087549,buy,6044.42094343598
2025-08-08 11:05:33.087549,sell,6135.936856250756
2025-08-11 11:05:33.087549,buy,6188.20189683252
2025-08-13 11:05:33.087549,sell,6170.3849162040315
2025-08-15 11:05:33.087549,buy,6234.957531727053
2025-08-18 11:05:33.087549,sell,6208.152538479556
2025-08-19 11:05:33.087549,buy,6284.921908180643
2025-08-20 11:05:33.087549,sell,6266.642038615061
2025-08-28 11:05:33.087549,buy,6146.783036935873
2025-08-29 11:05:33.087549,sell,6084.530408931188
2025-09-03 11:05:33.087549,buy,5826.325819608462
2025-09-04 11:05:33.087549,sell,5738.874992076724
2025-09-05 11:05:33.087549,buy,5822.381876705994
2025-09-09 11:05:33.087549,sell,5818.770822509524
2025-09-10 11:05:33.087549,buy,5938.380536071142
2025-09-15 11:05:33.087549,sell,5793.423772448181
2025-09-16 11:05:33.087549,buy,5914.155288288544
2025-09-17 11:05:33.087549,sell,5820.08731771428
2025-09-19 11:05:33.087549,buy,5758.935242161258
2025-09-30 11:05:33.087549,sell,6073.818718009887
2025-10-14 11:05:33.087549,buy,5745.563194662693
2025-10-16 11:05:33.087549,sell,5682.120538454902
2025-10-20 11:05:33.087549,buy,5653.962479581913
2025-10-21 11:05:33.087549,sell,5586.243627079238
2025-10-23 11:05:33.087549,buy,5580.198128149466
2025-10-24 11:05:33.087549,sell,5514.37260799162
2025-10-30 11:05:33.087549,buy,5385.83839655922
2025-10-31 11:05:33.087549,sell,5289.253587120113
2025-11-03 11:05:33.087549,buy,5301.8414661203315
2025-11-11 11:05:33.087549,sell,5336.530424188049
2025-11-13 11:05:33.087549,buy,5352.852097419972
2025-11-18 11:05:33.087549,sell,5292.971677363128
2025-11-21 11:05:33.087549,buy,5249.9199926657475
2025-11-24 11:05:33.087549,sell,5176.903651584886
2025-11-27 11:05:33.087549,buy,5128.215383767038
2025-11-28 11:05:33.087549,sell,5106.437925035637
2025-12-01 11:05:33.087549,buy,5163.670109492677
2025-12-04 11:05:33.087549,sell,5082.709028599145
2025-12-05 11:05:33.087549,buy,5186.314977460038
2025-12-09 11:05:33.087549,sell,5130.7659086839085
2025-12-10 11:05:33.087549,buy,5158.769096026515
2025-12-15 11:05:33.087549,sell,5152.0888397193485
2025-12-18 11:05:33.087549,buy,5187.370562873453
2025-12-22 11:05:33.087549,sell,5267.992248210684
2025-12-25 11:05:33.087549,buy,5320.8812198809555
2025-12-31 11:05:33.087549,sell,5423.4533108135565
2026-01-01 11:05:33.087549,buy,5454.939292445443
2026-01-06 11:05:33.087549,sell,5515.549156252766
2026-01-20 11:05:33.087549,buy,5313.148970137945
2026-01-21 11:05:33.087549,sell,5212.460988222928
2026-01-23 11:05:33.087549,buy,5307.753863826754
2026-01-26 11:05:33.087549,sell,5249.75713729467
2026-01-27 11:05:33.087549,buy,5344.162425399393
2026-01-29 11:05:33.087549,sell,5342.858370941053
2026-02-02 11:05:33.087549,buy,5385.129004099587
2026-02-05 11:05:33.087549,sell,5393.711726276549
2026-02-13 11:05:33.087549,buy,5355.682682989135
2026-02-18 11:05:33.087549,sell,5419.952269072846
2026-02-20 11:05:33.087549,buy,5491.312243262596
2026-02-26 11:05:33.087549,sell,5709.740830366268
