日期,开盘,收盘,最高,最低,成交量,成交额,ma,ma_slope,rsi,price_above_ma,price_below_ma,signal,returns,strategy_returns,cum_returns,benchmark_returns
2023-05-12 18:39:31.456801,4054.027736628507,4065.490579839527,4059.5872920376437,4054.652745442197,1036833,576604.8699971183,4025.2002494353883,1.6348703420435413,70.50607726738858,True,False,0,0.0010571094432627604,0.0,1.0,1.0128353598737814
2023-05-15 18:39:31.456801,4052.061979709625,4053.0468639590995,4082.4886626681505,4034.8381061838422,3114146,1866450.7779156037,4029.2676312946132,2.0918219897191195,64.40379098667313,True,False,0,-0.003060815327462607,-0.0,1.0,1.0097352578800836
2023-05-16 18:39:31.456801,4041.176724053154,4049.7412043145114,4059.9054185893597,4090.965842455168,2760639,1872731.9494641705,4031.9271709303066,2.325144294645952,61.34624123830533,True,False,0,-0.0008155986731817055,-0.0,1.0,1.0089117191434918
2023-05-17 18:39:31.456801,4051.4282866558274,4061.3894268132563,4049.447238883071,4011.165813608344,1699284,667586.0133651168,4034.394836450062,2.3496840085895654,63.90208759143051,True,False,0,0.0028762881159751785,0.0,1.0,1.0118136399313322
2023-05-18 18:39:31.456801,4076.3693537187924,4081.164159430051,4066.987162393032,4107.4802923585485,1488263,789498.3498268317,4037.8775782032812,2.420782924321975,68.85185070690257,True,False,0,0.004868957526269702,0.0,1.0,1.0167401175686581
2023-05-19 18:39:31.456801,4076.6186571078174,4066.2193479134617,4047.4462616720407,4043.322959667242,2800868,1534645.2626198677,4040.527000685567,2.4426909558617353,66.4377212346998,True,False,0,-0.0036618991377882493,-0.0,1.0,1.0130169178087787
2023-05-22 18:39:31.456801,4069.979866040912,4068.1208445382413,4047.5621453868507,4078.2083582993973,3117646,1109933.0732371113,4043.7310376948385,2.6702254347756935,63.18079502433013,True,False,0,0.0004676325751475918,0.0,1.0,1.0134906375187216
2023-05-23 18:39:31.456801,4062.768425567479,4053.9791586635997,4042.589242862466,4058.561916378563,2826598,1342134.2587442074,4046.0693888235064,2.73345576386032,50.78894695487649,True,False,0,-0.003476220696252863,-0.0,1.0,1.0099675203891205
2023-05-24 18:39:31.456801,4057.9498666413315,4053.847743104711,4020.6729245495467,4077.4982543850942,2180952,417448.6198091764,4048.0342111162654,2.7302478739668006,47.365027092285615,True,False,-1,-3.241643672691197e-05,-0.0,1.0,1.0099347808408996
2023-05-25 18:39:31.456801,4035.724514868333,4040.4622147872064,4017.205468675317,4018.6799491828783,3393668,1744218.648530838,4049.2963287099797,2.7044303699235117,47.733205348652966,False,True,-1,-0.003301931687067494,-0.0,1.0,1.0066000451861694
2023-05-26 18:39:31.456801,4034.585615564501,4034.129512588482,4054.856944659865,4042.6748585915334,1186830,1955645.5378780328,4050.3913894934135,2.519114005802521,51.99805225323325,False,True,0,-0.0015673212276426929,-0.0,1.0,1.005022379567603
2023-05-29 18:39:31.456801,4037.3110448458915,4040.207083823515,4043.2853974852787,4060.722291992255,3119850,1818057.633898244,4052.205386676287,2.2937755381673925,46.68937120870465,False,True,-1,0.0015065384529842074,0.0,1.0,1.0065364844285312
2023-05-30 18:39:31.456801,4031.473466322496,4029.134898868756,4046.2122938408215,4033.309546686815,3652761,1002212.2526199829,4052.5326580718734,2.0605487141566754,39.56848247117083,False,True,-1,-0.0027404993667504707,-0.0,1.0,1.0037780718303435
2023-05-31 18:39:31.456801,4015.997624067402,4015.2083737942553,4003.745099092643,4016.515975073286,4079194,734513.3104016298,4050.718743338867,1.632390688880514,32.76005064586131,False,True,-1,-0.0034564553990016345,-0.0,1.0,1.000308557694566
2023-06-01 18:39:31.456801,4007.0634647473844,4020.1351078114913,4048.9724015941943,4028.2402771132006,1684245,1083709.027053276,4048.643300971655,1.0765722768373962,33.07795633194662,False,True,-1,0.0012270182661977547,0.0,1.0,1.0015359545666913
2023-06-02 18:39:31.456801,4012.307235659281,4004.9156493239384,4006.61932603982,3975.1782590168227,2919804,1356296.7239687464,4046.5332159563686,0.6006215270801476,32.406732221062086,False,True,-1,-0.003785807710288136,-0.0,1.0,0.9977443320277619
2023-06-05 18:39:31.456801,4008.978532351495,4009.4726129308033,4023.2846076990554,4060.763639083682,2126171,749626.2357094721,4045.569620562385,0.18385828675463928,35.41416188104405,False,True,-1,0.001137842592923155,0.0,1.0,0.9988796080255907
2023-06-06 18:39:31.456801,4002.124214276627,3995.4491337281943,3982.4193886758612,4014.311078966709,1272907,949942.4037835939,4042.93002128368,-0.3139367539826253,26.519546617701494,False,True,-1,-0.003497586978741918,-0.0,1.0,0.9953859397152296
2023-06-07 18:39:31.456801,3999.6440727969643,4010.8896531521586,3988.9193741025592,3981.2447575953465,1963113,1532566.150625989,4040.71005095249,-0.7324160163775559,24.179177481837684,False,True,-1,0.003864526591921935,0.0,1.0,0.9992326351484843
2023-06-08 18:39:31.456801,4025.6893685804653,4020.415166951902,3995.2546873494343,4017.7519003159973,4263323,1110489.326343219,4038.670936816858,-1.0625391893121559,32.47223421777181,False,True,-1,0.0023749129553483073,0.0,1.0,1.0016057256791053
2023-06-09 18:39:31.456801,4033.0442000640637,4020.8228031372014,4055.5717260708434,4084.4306230128304,4629714,866124.2337769436,4036.437547981742,-1.3953841511671725,31.691258109466773,False,True,-1,0.00010139156489374912,0.0,1.0,1.0017072800510385
2023-06-12 18:39:31.456801,4021.060738249722,4019.641132377785,4032.875259209496,4066.3750898604017,3748303,1070458.571040131,4034.7672614026756,-1.7438125273611604,35.225606240230064,False,True,-1,-0.0002938877979139498,-0.0,1.0,1.00141289050435
2023-06-13 18:39:31.456801,4032.98309360182,4025.652978788266,4053.197091109233,4022.9270572218084,2220272,1790278.7311595683,4033.5628501263636,-1.896980794550973,38.45312919422647,False,True,-1,0.0014956176963301093,0.0,1.0,1.0029106213447214
2023-06-14 18:39:31.456801,4024.5811454207446,4021.4237563138595,4014.9173198964295,4037.809067139479,2061304,1658693.7346513667,4031.5645666013943,-1.915417673747288,41.57083298729627,False,True,-1,-0.0010505680685073404,-0.0,1.0,1.0018569954703698
2023-06-15 18:39:31.456801,4034.115753130504,4034.2838846300688,4031.0476154981056,3989.630998278627,4548937,1846538.9351166324,4029.2205528613945,-1.9422748110260728,50.064612735319265,True,False,-1,0.0031979042984511263,0.0,1.0,1.0050608382626178
2023-06-16 18:39:31.456801,4038.019167274629,4031.3939218510286,4049.747032378604,4025.3864818310585,1273985,867530.1710612415,4027.479281558273,-1.9053934398095407,46.210104890316515,True,False,-1,-0.0007163508720966494,-0.0,1.0,1.0043408620546181
2023-06-19 18:39:31.456801,4045.4686201606705,4033.0456408192103,4023.7373923404084,4031.227900488531,1037100,1053778.7666116522,4025.725521372322,-1.9844099190062934,51.82999132465712,True,False,-1,0.0004097141088665879,0.0,1.0,1.0047523546759132
2023-06-20 18:39:31.456801,4041.1721090936703,4042.419305695207,4052.150306212667,4047.949853693214,2430153,1735974.1211861663,4025.147528723902,-1.7782492559778347,63.29976821037409,True,False,-1,0.0023242149260906952,0.0,1.0,1.0070876150956758
2023-06-21 18:39:31.456801,4044.865819290809,4042.9325335014137,4050.6091576535646,4042.0448700433026,3486367,1923400.4909248431,4024.601768243737,-1.6108282708752995,61.645003136266936,True,False,-1,0.0001269605568832155,0.0,1.0,1.0072154755001186
2023-06-22 18:39:31.456801,4028.283441604979,4031.0049506313662,4014.403637352512,4043.1600029942024,3226680,1365047.4234669541,4024.1289050359455,-1.4542031780912565,63.79027168507173,True,False,-1,-0.0029502305000665974,-0.0,1.0,1.004243957684159
2023-06-23 18:39:31.456801,4039.486292479298,4033.2488405483905,4045.5483615484436,4031.4559969939905,2192373,463081.09555151995,4024.084871433941,-1.2352676547800912,62.882645850813674,True,False,-1,0.0005566576931821388,0.0,1.0,1.0048029778090357
2023-06-26 18:39:31.456801,4037.846526635206,4025.538858803553,4057.2597455164864,4027.071262767959,2148999,1285767.9804567737,4023.3514601829424,-1.1415801219733113,67.50082989214334,True,False,-1,-0.0019116057673717046,-0.0,1.0,1.0028821906415837
2023-06-27 18:39:31.456801,4023.2033606283753,4013.4340728409015,4000.416384545737,4036.2536365811357,1629614,1237222.1243214791,4022.56641888155,-1.099643124481372,51.53963091038914,False,True,-1,-0.0030069976684435895,-0.0,1.0,0.9998665262326009
2023-06-28 18:39:31.456801,4028.669261799918,4032.130739917993,4030.8186184157375,4057.0623240195873,4998148,1263457.6838133794,4023.4125371877367,-0.8152029413657601,56.38089297291755,True,False,-1,0.004658521041522201,0.0,1.0,1.004524425483769
2023-06-29 18:39:31.456801,4071.8174712136697,4061.8626277086805,4011.2063117098687,4062.3955631442145,3680287,1218330.1054466642,4025.498913182596,-0.37216396787985107,66.94093093827124,True,False,-1,0.007373741009025991,0.0,1.0,1.011931528434527
2023-06-30 18:39:31.456801,4066.627327358647,4066.0585537452307,4057.2460293410963,4053.5893493491053,4417847,1569459.9741893983,4028.556058403661,0.10767768453879398,68.6955199849449,True,False,0,0.0010330054019864754,0.0,1.0,1.0129768591698403
2023-07-03 18:39:31.456801,4080.3770229171623,4072.758936519617,4042.684247895817,4076.4707644296172,1132998,1885392.5198615785,4031.7203745831007,0.5994853210778729,68.86819034013605,True,False,0,0.0016478815260085877,0.0,1.0,1.0146461250223404
2023-07-04 18:39:31.456801,4081.829582898886,4075.214102853432,4051.649347745434,4079.348842219447,3103412,1621637.3147847473,4035.708623039363,1.0561094315461106,71.85622617181832,True,False,0,0.0006028263327348959,0.0,1.0,1.0152577804249112
2023-07-05 18:39:31.456801,4061.0576207750173,4064.4391405346455,4073.641142990879,4033.4426946478757,1157015,1899460.355956555,4038.386097408488,1.3784329164750944,62.463959639505354,True,False,0,-0.002644023613689872,-0.0,1.0,1.0125734148794854
2023-07-06 18:39:31.456801,4058.828836287077,4063.1554083179435,4058.5269572936713,4051.2458269132285,3397918,1855656.889707193,4040.52310947679,1.6394204440844533,63.30451354880812,True,False,0,-0.00031584486132396616,-0.0,1.0,1.0122535987696824
2023-07-07 18:39:31.456801,4064.1045663299715,4065.6911855433864,4061.3328303726826,4102.004442163998,4682303,1239055.9800150169,4042.7665285970993,1.8681657163158434,63.574298046564095,True,False,0,0.0006240906316927752,0.0,1.0,1.0128853367575719
2023-07-10 18:39:31.456801,4074.316280569632,4065.099360365088,4050.6295445749706,4036.5472121183375,1038012,1715794.69896328,4045.0394399964644,2.1687979813521907,60.1735490329114,True,False,0,-0.00014556569874335512,-0.0,1.0,1.0127378953957797
2023-07-11 18:39:31.456801,4080.3045827987266,4074.1314410301184,4061.312738324209,4073.8130683222353,2906120,624622.2025763798,4047.463363108556,2.4896944227006315,63.00120807944979,True,False,0,0.002221859754055089,0.0,1.0,1.014988056966966
2023-07-12 18:39:31.456801,4077.763754823921,4078.366331793956,4109.073364836419,4071.2622343930543,4769661,1001899.6298011667,4050.3104918825616,2.6897954694824877,71.0885012816151,True,False,0,0.0010394585508921583,0.0,1.0,1.0160430949818338
2023-07-13 18:39:31.456801,4100.458406688521,4097.02730330055,4092.043267417722,4087.564388921743,4742362,1802960.7784433383,4053.447662816086,2.7948749633490024,74.77621771712333,True,False,0,0.004575599636824634,0.0,1.0,1.0206921013982309
2023-07-14 18:39:31.456801,4091.362990289173,4091.4172813460955,4111.206327213579,4122.551617234944,1193810,1411020.1703531283,4056.4488307908387,2.7892772387177502,76.01646883660143,True,False,0,-0.0013692908392225478,-0.0,1.0,1.0192944770541195
2023-07-17 18:39:31.456801,4087.0107786986205,4098.227280451609,4073.2312755576004,4094.2185381666186,2084092,1395230.0025933648,4059.7079127724587,2.798753818935802,84.947740677815,True,False,0,0.0016644596816270951,0.0,1.0,1.0209910516148812
2023-07-18 18:39:31.456801,4061.6115244027324,4068.9000558534717,4120.710423874118,4039.877059372733,1268688,1906343.151008223,4061.0319502803723,2.5323327241009337,63.933592846684995,True,False,0,-0.00715607568619403,-0.0,1.0,1.0136847623745984
2023-07-19 18:39:31.456801,4057.1040131833997,4065.6774932061758,4076.8400376173618,4068.5218122115734,3483027,1904884.9642401512,4062.16919826561,2.378310085712201,51.809098763488755,True,False,0,-0.0007919984769987343,-0.0,1.0,1.0128819255866408
2023-07-20 18:39:31.456801,4085.4020161130693,4078.8051005548464,4094.791041970427,4136.658707460671,3485444,1138400.6217725084,4064.559205761784,2.4036096284994075,55.57264071027928,True,False,0,0.003228885559813044,0.0,1.0,1.016152405409963
2023-07-21 18:39:31.456801,4095.426049780331,4091.548204347689,4089.616167929251,4109.666995877397,3579361,747070.4676191788,4067.4741739517494,2.470764535465014,57.80220888178355,True,False,0,0.0031242247370704135,0.0,1.0,1.0193270938915786
2023-07-24 18:39:31.456801,4101.327362286342,4113.083231378775,4124.013479835977,4096.267540781939,2390645,573697.373504266,4071.85139258051,2.6811952584045686,63.57415819305704,True,False,0,0.0052632954460130055,0.0,1.0,1.0246921135428557
2023-07-25 18:39:31.456801,4095.8071543705555,4095.179785019621,4066.0610897760444,4069.5940496777553,1125139,1968967.3548531758,4075.9386781894464,2.847531508089014,60.48322436302273,True,False,0,-0.004352804295952195,-0.0,1.0,1.020231829308998
2023-07-26 18:39:31.456801,4095.276752978318,4090.2155107409317,4069.262209250824,4097.2189022340335,1434668,1145649.7315240833,4078.8429167305926,2.853242484803104,59.00210120791268,True,False,0,-0.0012122237702112404,-0.0,1.0,1.0189950800343837
2023-07-27 18:39:31.456801,4099.439591049193,4087.9838708895727,4098.074037477289,4099.220813102416,4700498,596628.5732063333,4080.1489788896383,2.6701316073552332,57.43115891752608,True,False,0,-0.0005456044664391424,-0.0,1.0,1.0184391117674374
2023-07-28 18:39:31.456801,4083.1880431748223,4075.935239652337,4069.5790967887156,4041.568070234143,2939431,1204578.6678959855,4080.6428131849925,2.4193982394153863,53.355769550933765,False,True,-1,-0.002947328467471144,-0.0,1.0,1.0154374371809392
2023-07-31 18:39:31.456801,4087.953756609427,4079.0530978204433,4062.819656395817,4081.555230374134,3691832,1372404.7570572642,4080.957521250035,2.1249608477576203,51.58214720809188,False,True,0,0.0007649430093428222,0.0,1.0,1.0162141889499356
2023-08-01 18:39:31.456801,4099.471303661596,4096.203679970262,4099.74389967245,4092.278918205989,1469854,1693401.732447674,4082.007000105876,2.09750498255039,55.29446001783875,True,False,1,0.004204549864521789,0.004204549864521789,1.0042045498645218,1.0204869121804103
2023-08-02 18:39:31.456801,4085.6126748732627,4091.2543254284333,4083.067556586878,4065.9925803796414,4988738,1916089.4591370688,4083.3477593505654,2.1178561084955616,48.134636118934836,True,False,-1,-0.0012082784276646885,-0.0,1.0042045498645218,1.0192538798587085
2023-08-03 18:39:31.456801,4095.6659409523622,4084.1118447752747,4043.4009975031904,4069.5252034933055,3085983,1163644.7384021867,4084.3955811734318,1.9836375411647622,47.66261620441614,False,True,-1,-0.001745792386644296,-0.0,1.0042045498645218,1.0174744741951935
2023-08-04 18:39:31.456801,4072.618396372506,4088.271209956036,4062.3777424489717,4070.157284685183,1464132,1929302.6079242888,4085.524582394064,1.805040844231462,46.75958018449843,True,False,-1,0.0010184258754035724,0.0,1.0042045498645218,1.0185106965272765
2023-08-07 18:39:31.456801,4083.341988702384,4080.7510204445,4101.095212048476,4087.9002772345457,4688567,1660218.458209069,4086.3071653980346,1.4455772817524575,54.49526368385382,False,True,-1,-0.0018394546558511138,-0.0,1.0042045498645218,1.0166371922845152
2023-08-08 18:39:31.456801,4077.676986587576,4071.8075887814466,4087.8940596545563,4037.4083622247417,3049960,528851.2558000408,4086.1909727856014,1.0252294596155025,52.22852612104619,False,True,0,-0.002191614146084153,-0.0,1.0042045498645218,1.0144091158324693
2023-08-09 18:39:31.456801,4064.3054472407484,4067.2367461685585,4126.696609444653,4082.928870192431,1752796,786851.2814268409,4085.6344935043317,0.6791576773739052,45.515454324847404,False,True,-1,-0.0011225585966982976,-0.0,1.0042045498645218,1.0132703821589224
2023-08-10 18:39:31.456801,4072.319040928671,4076.9478468466677,4095.901310960088,4079.7389848866005,3851764,1301532.5768282393,4084.6305206816373,0.4481541791999007,44.20382556935936,False,True,-1,0.002387640868768637,0.0,1.0042045498645218,1.0156897079344778
2023-08-11 18:39:31.456801,4094.9060978858156,4097.811836289093,4075.9959105261137,4104.3656562008655,4689402,619219.5270192776,4084.950248428787,0.43074352437943164,43.904957663367455,True,False,-1,0.0051175512236592,0.0,1.0042045498645218,1.0208875520421758
2023-08-14 18:39:31.456801,4100.10022111373,4093.137413918908,4120.716789553785,4099.039276378923,2965390,1014079.7060633061,4084.6957551021524,0.37382338521174463,49.08861910000321,True,False,-1,-0.001140711813263251,-0.0,1.0042045498645218,1.019723013551548
2023-08-15 18:39:31.456801,4079.1784821554324,4085.911370898961,4113.872453324891,4107.312899859782,4404375,1365179.8041511157,4085.5463208544265,0.3539320748550381,48.11733774953345,True,False,-1,-0.001765404453653141,-0.0,1.0042045498645218,1.0179227900019316
2023-08-16 18:39:31.456801,4084.8135473754787,4095.619698618919,4081.973366461484,4116.18900038367,2897325,1595632.9564834377,4087.0434311250638,0.3695671774498351,53.134920648607185,True,False,0,0.002376049512258893,0.0,1.0042045498645218,1.0203414249506328
2023-08-17 18:39:31.456801,4112.772399007708,4107.699251037168,4080.213411974061,4078.1281994286996,2445156,1344909.2056407311,4088.4881386491797,0.4092557475747981,63.03753603583185,True,False,0,0.0029493833185543217,0.0,1.0042045498645218,1.0233508029286122
2023-08-18 18:39:31.456801,4131.660253005695,4111.323222734844,4084.3205710723378,4125.053926573987,4690226,1515925.865289825,4089.4768895685374,0.39523071744733895,63.1904680529751,True,False,0,0.0008822388096598743,0.0,1.0042045498645218,1.0242536427228524
2023-08-21 18:39:31.456801,4121.496266136238,4105.222706558263,4088.788598452369,4119.818687119374,3577946,741585.4926925935,4089.0838633275125,0.2776697929477905,54.052635839073815,True,False,0,-0.0014838327823136765,-0.0,1.0042045498645218,1.022733821590376
2023-08-22 18:39:31.456801,4083.7039647044235,4085.8170706560923,4050.598068421224,4075.3089020685616,4255161,1897608.3000796672,4088.6157276093354,0.24247548237340197,47.83772352044623,False,True,-1,-0.004727060451840903,-0.0,1.0042045498645218,1.0178992969895762
2023-08-23 18:39:31.456801,4068.1524252197155,4069.1743527744907,4036.350095182163,4062.0239160466526,3676667,1977336.33474832,4087.563669711014,0.1929176206682314,44.47700944256009,False,True,-1,-0.004073290016121334,-0.0,1.0042045498645218,1.0137530979457317
2023-08-24 18:39:31.456801,4073.988353924783,4069.285977971771,4076.5344682259183,4049.37896002199,3285507,1570230.029749488,4086.628775065123,0.19982543834858008,42.763801827581545,False,True,-1,2.7431903281360803e-05,0.0,1.0042045498645218,1.0137809071226658
2023-08-25 18:39:31.456801,4099.90789135135,4098.094900937702,4128.763104694535,4076.959841117637,4471628,1544835.47566555,4087.736758129392,0.27865097006051653,55.687596050034486,True,False,0,0.007079601463716667,0.0,1.0042045498645218,1.0209580719166194
2023-08-28 18:39:31.456801,4092.9366840281077,4090.599919546318,4085.9490638521947,4115.71267840183,2241250,487687.86736818333,4088.314099215685,0.3618344113532658,56.22169284881286,True,False,0,-0.0018288940526167696,-0.0,1.0042045498645218,1.01909084777092
2023-08-29 18:39:31.456801,4072.4385124390483,4093.3129145305506,4093.7105735793343,4088.35605424206,4942131,1955620.7687148242,4088.1695609436997,0.2623240089273168,58.740724366382565,True,False,0,0.0006632266752046867,0.0,1.0042045498645218,1.0197667360056186
2023-08-30 18:39:31.456801,4123.430299530822,4116.002861960102,4134.036748357809,4102.230181436897,2369340,1737958.3356460538,4089.4069877702836,0.23635566452198872,62.043337944880484,True,False,0,0.005543174417232066,0.0,1.0042045498645218,1.0254194808881891
2023-08-31 18:39:31.456801,4090.2988737849078,4087.55861310305,4095.195452778109,4065.021561352575,2923254,1729802.4843149632,4089.579326186672,0.10911875374922601,46.97944052015053,False,True,-1,-0.00691064846429823,-0.0,1.0042045498645218,1.0183331673273277
2023-09-01 18:39:31.456801,4064.8512754369003,4063.078467689729,4083.1409467501257,4074.562982224617,1735751,712852.0837658325,4088.319689073357,-0.11572004951804046,42.07011957395039,False,True,-1,-0.00598894052181842,-0.0,1.0042045498645218,1.0122344305568094
2023-09-04 18:39:31.456801,4067.44838995952,4062.857803395257,4093.757338720363,4028.887439430602,2286095,1822147.845958496,4087.4250282208945,-0.16588351066179713,43.68479333308217,False,True,-1,-5.430963153352231e-05,-0.0,1.0042045498645218,1.0121794564778603
2023-09-05 18:39:31.456801,4063.7618065750216,4056.9555886424223,4054.183661309073,4022.7718351093818,3793637,1090389.982037218,4086.6824282139432,-0.19332993953921687,39.18293629442171,False,True,-1,-0.001452724913951542,-0.0,1.0042045498645218,1.0107090381640451
2023-09-06 18:39:31.456801,4089.695319248364,4075.7470980704175,4064.5148450172137,4101.625560094532,2639232,1944373.0575825046,4087.107945809036,-0.04557239019777626,41.38431312071483,False,True,-1,0.004631923869367061,0.0,1.0042045498645218,1.015390565482902
2023-09-07 18:39:31.456801,4067.521301522259,4068.311812169609,4128.188718720172,4048.394564082527,4741150,441941.11898716586,4086.6761440751825,0.004736901005935578,38.63583545628344,False,True,-1,-0.0018242755798878463,-0.0,1.0042045498645218,1.013538213270243
2023-09-08 18:39:31.456801,4091.2136363356535,4086.517921962068,4112.013999937471,4121.071309731255,2261965,497053.39114305127,4086.1114483588326,-0.16253097705593972,45.35508743441684,True,False,-1,0.004475101868543829,0.0,1.0042045498645218,1.0180739000222894
2023-09-11 18:39:31.456801,4089.8992471980046,4090.1137728582116,4051.280302821098,4076.8781254023097,1064571,512371.00639421184,4085.960266305797,-0.23538329098878422,51.15790842963792,True,False,-1,0.0008799302890165617,0.0,1.0042045498645218,1.018969734083376
