日期,收盘,ma,price_above_ma,price_below_ma,rsi,overbought,oversold,signal,position,strategy_return,benchmark_return,cumulative_strategy,cumulative_benchmark
2023-05-12,3818.725003751134,3962.474206037139,False,True,25.900992856915735,False,True,0,0,0,-0.002646539134395054,1,0.9499626519969937
2023-05-15,3796.1912661161773,3943.4821190674875,False,True,27.04098779560087,False,True,0,0,0,-0.005900853717620835,1,0.9443570613503562
2023-05-16,3871.816920350755,3929.126047973995,False,True,37.35575377758695,False,False,0,0,0,0.019921455198949722,1,0.9631700282398592
2023-05-17,3872.811558215458,3914.259057887894,False,True,40.74864018892095,False,False,0,0,0,0.0002568917604226506,1,0.9634174586840001
2023-05-18,3832.037647911442,3901.103206433197,False,True,42.24140002820661,False,False,0,0,0,-0.010528245356405619,1,0.9532743632983302
2023-05-19,3866.473971249789,3893.042280467732,False,True,38.13082700590416,False,False,0,0,0,0.008986426152967297,1,0.9618408929676275
2023-05-22,3819.1747521051684,3883.664242260808,False,True,34.34845469671373,False,False,0,0,0,-0.01223316631544058,1,0.9500745333549626
2023-05-23,3829.0638227595787,3876.7295934845615,False,True,35.26058165210139,False,False,0,0,0,0.0025893213315151264,1,0.9525345816107079
2023-05-24,3752.211544658608,3865.2471097953653,False,True,33.499081352653775,False,False,0,0,0,-0.020070774909566214,1,0.9334164744296216
2023-05-25,3700.6186295568896,3852.9243021594143,False,True,31.214207369517993,False,False,0,0,0,-0.013750001695710057,1,0.9205819963234106
2023-05-26,3710.027605845875,3843.819824397872,False,True,31.724799066913377,False,False,0,0,0,0.0025425414588349238,1,0.92292261421532
2023-05-29,3741.1007958999116,3833.2609822584773,False,True,39.58272603853953,False,False,0,0,0,0.00837546060441019,1,0.9306525162115996
2023-05-30,3749.49005400173,3823.496429282436,False,True,38.46424541825589,False,False,0,0,0,0.002242457116101493,1,0.9327394645691961
2023-05-31,3746.3986495604204,3813.3655233322434,False,True,40.23207902598768,False,False,0,0,0,-0.0008244866359921055,1,0.9319704333457963
2023-06-01,3735.889028591069,3805.4819063632976,False,True,40.196234444640154,False,False,0,0,0,-0.0028052596513146177,1,0.9293560142929131
2023-06-02,3678.282675830592,3795.7300108626673,False,True,37.11502100368667,False,False,0,0,0,-0.015419717320190873,1,0.9150256072626971
2023-06-05,3651.023434349024,3784.3165817658287,False,True,23.0197676657597,False,True,0,0,0,-0.007410860959839782,1,0.9082444797125803
2023-06-06,3634.1324103648517,3774.2838622819145,False,True,21.924908341924436,False,True,0,0,0,-0.004626380599275337,1,0.904042595072239
2023-06-07,3677.9518262678284,3765.613991213748,False,True,32.00429354154352,False,False,0,0,0,0.012057737846315142,1,0.9149433036855226
2023-06-08,3693.231084704787,3758.832634104554,False,True,28.819154998661134,False,True,0,0,0,0.004154284547131404,1,0.9187442385135247
2023-06-09,3624.244005344498,3749.1085841842228,False,True,27.36779744099404,False,True,0,0,0,-0.018679329231792052,1,0.9015827124025185
2023-06-12,3638.741890974509,3741.2361154271393,False,True,28.13687798471787,False,True,0,0,0,0.004000250978861031,1,0.9051892695303309
2023-06-13,3624.8731266120762,3728.8889257402057,False,True,32.89723621398231,False,False,0,0,0,-0.0038114174563556036,1,0.9017392153471372
2023-06-14,3599.330773454058,3715.214886502136,False,True,35.372489007276386,False,False,0,0,0,-0.007046413009740515,1,0.8953851884087219
2023-06-15,3625.3323518619122,3704.8796216996584,False,True,38.328084443101396,False,False,0,0,0,0.0072240035841169,1,0.9018534542189517
2023-06-16,3668.1068596159703,3694.961266117968,False,True,40.254942882290635,False,False,0,0,0,0.011798782457031809,1,0.9124942269334038
2023-06-19,3706.8925912348386,3689.347158074451,True,False,44.73993986318093,False,False,0,0,0,0.01057377363944334,1,0.9221427343362965
2023-06-20,3674.858417160153,3681.6368877944797,False,True,41.75532094731719,False,False,0,0,0,-0.008641786425221065,1,0.9141737737725928
2023-06-21,3664.024448980324,3677.227533010566,False,True,41.72412839992602,False,False,0,0,0,-0.0029481321319042575,1,0.9114786686959896
2023-06-22,3678.809513090687,3676.1370771872557,True,False,50.06730851358711,False,False,0,0,0,0.004035197995056361,1,0.9151566655924482
2023-06-23,3719.365845029801,3676.603989146452,True,False,58.44448354488692,False,False,0,0,0,0.011024308759341572,1,0.9252456352371089
2023-06-26,3701.73340237021,3674.635619469967,True,False,58.33759655435042,False,False,0,0,0,-0.0047407120983146145,1,0.9208593120602275
2023-06-27,3695.841570157876,3671.9531952777747,True,False,52.43417103088913,False,False,0,0,0,-0.0015916414208979601,1,0.9193936342363329
2023-06-28,3653.122698051855,3667.289397702346,False,True,44.921839510241455,False,False,0,0,0,-0.0115586318555847,1,0.908766701687827
2023-06-29,3606.8089599428486,3660.835394269935,False,True,47.65807349108803,False,False,0,0,0,-0.012677849045066192,1,0.897245494626646
2023-06-30,3640.844519692837,3658.9634864630475,False,True,50.2683465198192,False,False,0,0,0,0.009436474215293034,1,0.9057123286014782
2023-07-03,3696.628647689889,3661.24374713009,True,False,58.27266877346224,False,False,0,0,0,0.01532175507504463,1,0.9195894310687583
2023-07-04,3695.2827696808963,3664.3012650958926,True,False,61.71592764085023,False,False,0,0,0,-0.0003640825566381123,1,0.9192546245976374
2023-07-05,3736.9586124507973,3667.2516044050412,True,False,63.12730989538463,False,False,0,0,0,0.011278120070226771,1,0.9296220886289608
2023-07-06,3752.9585803069226,3670.237979185148,True,False,60.649234237627404,False,False,0,0,0,0.00428154804894465,1,0.9336023102687859
2023-07-07,3728.688316976937,3675.46019476677,True,False,52.83888659408118,False,False,0,0,0,-0.00646696807615732,1,0.927564733932451
2023-07-10,3744.678668051494,3680.75703362062,True,False,59.490722080660106,False,False,0,0,0,0.004288465464316715,1,0.9315425632598384
2023-07-11,3807.734657564353,3689.9001101682325,True,False,67.10606670791907,False,False,0,0,0,0.01683882519769564,1,0.9472286456467842
2023-07-12,3807.836142854175,3700.3253786382384,True,False,65.9145689012694,False,False,0,0,0,2.665240594446061e-05,1,0.9472538915691702
2023-07-13,3871.9564159409547,3712.6565818421914,True,False,67.78707651173414,False,False,0,0,0,0.01683903158677369,1,0.9632047297699977
2023-07-14,3768.7011386315844,3717.686295792972,True,False,56.50728843542615,False,False,0,0,0,-0.026667468901319547,1,0.9375184975932525
2023-07-17,3803.111765660814,3722.497254514271,True,False,59.8761269545412,False,False,0,0,0,0.009130633012126799,1,0.946078634936857
2023-07-18,3808.128175244561,3729.1607424184913,True,False,65.33566506774417,False,False,0,0,0,0.0013190276523140643,1,0.9473265388176022
2023-07-19,3797.7024080801452,3735.8446403734815,True,False,70.32996811650318,True,False,0,0,0,-0.002737766872499381,1,0.9447329796021878
2023-07-20,3802.9073659957858,3742.049533018737,True,False,68.38876565608112,False,False,0,0,0,0.0013705544448576745,1,0.9460277875865852
2023-07-21,3724.93913626597,3742.3281975805453,False,True,53.0583363426586,False,False,0,0,0,-0.020502268981616445,1,0.9266320714214016
2023-07-24,3717.68678760669,3743.1258668423698,False,True,52.389773177480365,False,False,0,0,0,-0.001946971049451851,1,0.9248279456048505
2023-07-25,3733.5058173213793,3745.0090792005444,False,True,49.610198072807,False,False,0,0,0,0.004255073280359012,1,0.928763156285123
2023-07-26,3794.15610596526,3752.060749596215,True,False,54.22502932814249,False,False,0,0,0,0.016244862499610324,1,0.9438507860536789
2023-07-27,3774.9598240885343,3760.468292803499,True,False,54.79529965247789,False,False,0,0,0,-0.005059433861075102,1,0.9390754354269165
2023-07-28,3744.154606827027,3765.633797160209,False,True,49.94730746016883,False,False,0,0,0,-0.008160409301560034,1,0.9314121955087922
2023-07-31,3725.6188519378647,3767.0833073726076,False,True,40.931679885944654,False,False,0,0,0,-0.004950584801002633,1,0.9268011604502379
2023-08-01,3763.769463500168,3770.5076420635714,False,True,45.510830780917765,False,False,0,0,0,0.010240073683989381,1,0.9362916726236552
2023-08-02,3778.454034740775,3772.5824131780696,True,False,39.40783888172729,False,False,0,0,0,0.0039015596951443854,1,0.939944670476463
2023-08-03,3758.798153444314,3772.874391834939,False,True,48.6160354752881,False,False,0,0,0,-0.005202096178949511,1,0.9350549878977534
2023-08-04,3780.8633776230677,3775.483144867246,True,False,46.77961510494808,False,False,0,0,0,0.0058702870646392125,1,0.940544029097936
2023-08-07,3786.281006451209,3777.563261787231,True,False,46.84135911764025,False,False,0,0,0,0.0014329078538530826,1,0.9418917420241251
2023-08-08,3826.561332926745,3778.5045955553514,True,False,53.840826885516826,False,False,0,0,0,0.010638493658263748,1,0.9519120513484197
2023-08-09,3800.0137360258714,3778.113475213936,True,False,49.63558958745711,False,False,0,0,0,-0.006937716291762319,1,0.9453079556014549
2023-08-10,3788.4417770161795,3773.937743267697,True,False,59.60319968437386,False,False,0,0,0,-0.0030452413632047204,1,0.9424292647140908
2023-08-11,3774.2919777451134,3774.2172852233734,True,False,58.385204490855514,False,False,0,0,0,-0.003734991878959426,1,0.93890929906389
2023-08-14,3717.285906674049,3769.9259922740357,False,True,47.85857229197326,False,False,0,0,0,-0.015103778776840104,1,0.9247282207193109
2023-08-15,3730.665244610852,3766.0528457423497,False,True,40.42214852418986,False,False,0,0,0,0.003599222194015761,1,0.9280565230547566
2023-08-16,3742.641982352267,3763.2998244559567,False,True,45.016166161571554,False,False,0,0,0,0.0032103490814985314,1,0.9310359084611242
2023-08-17,3744.3810474721854,3760.3735085297762,False,True,50.038358892008205,False,False,0,0,0,0.0004646624304751601,1,0.9314685258692094
2023-08-18,3736.5320889914,3760.953156166048,False,True,51.918144700572405,False,False,0,0,0,-0.00209619650918913,1,0.9295159847968628
2023-08-21,3681.4517861636027,3759.141406093893,False,True,36.34427135755537,False,False,0,0,0,-0.014741022294462613,1,0.9158139689419129
2023-08-22,3666.160500107208,3755.774140233184,False,True,31.408981574681576,False,False,0,0,0,-0.004153602150614999,1,0.9120100420709525
2023-08-23,3653.986446300358,3748.765657249939,False,True,32.206855815301154,False,False,0,0,0,-0.003320654893994468,1,0.9089815714613775
2023-08-24,3623.429882385713,3741.1891601647976,False,True,24.022563258696294,False,True,0,0,0,-0.008362527985177115,1,0.9013801876320214
2023-08-25,3618.512980773293,3734.9070788621116,False,True,22.271485801585243,False,True,0,0,0,-0.001356974406024003,1,0.9001570377873077
2023-08-28,3636.209541900094,3730.4366133602225,False,True,16.000739722882756,False,True,0,0,0,0.004890561736500709,1,0.9045593113531522
2023-08-29,3713.1915048027354,3727.9077154253514,False,True,36.85983191182666,False,False,0,0,0,0.021170936937373153,1,0.9237096794899234
2023-08-30,3721.7091441702287,3725.0704708968237,False,True,39.80606087972911,False,False,0,0,0,0.002293886366075304,1,0.9258285645299171
2023-08-31,3733.545686653359,3723.8078475572765,True,False,43.73137810820758,False,False,0,0,0,0.00318040503021888,1,0.9287730743536684
2023-09-01,3732.1023768769323,3721.36979751997,True,False,52.749501358686985,False,False,0,0,0,-0.000386578844230101,1,0.9284140303320327
2023-09-04,3656.8860551191906,3714.9000499533695,False,True,38.86439956471894,False,False,0,0,0,-0.02015387418731096,1,0.9097028907709866
2023-09-05,3657.360026955442,3706.439984654804,False,True,36.66525351329233,False,False,0,0,0,0.00012961077515338815,1,0.9098207980678188
2023-09-06,3661.303762207303,3699.5044859638756,False,True,37.09892344002256,False,False,0,0,0,0.0010783010758566025,1,0.9108018588132121
2023-09-07,3761.367973560934,3698.1507957911135,True,False,52.9981026645675,False,False,0,0,0,0.027330212911180318,1,0.9356942675344759
2023-09-08,3755.2080618239097,3697.1965999950526,True,False,60.09604886147388,False,False,0,0,0,-0.0016376785734134591,1,0.934161901081269
2023-09-11,3768.804482371474,3699.7725287799235,True,False,64.11580897668188,False,False,0,0,0,0.0036206836808292397,1,0.9375442058317663
2023-09-12,3768.950538437484,3701.686793471256,True,False,66.35102492561171,False,False,0,0,0,3.875395147012739e-05,1,0.9375805393744202
2023-09-13,3723.7379437869226,3700.7415915429883,True,False,63.695573382875615,False,False,0,0,0,-0.011996070043759466,1,0.9263332575524189
2023-09-14,3770.9853832217436,3702.071808330466,True,False,68.660797249089,False,False,0,0,0,0.012688175201386986,1,0.9380867362191155
2023-09-15,3802.5972313834345,3705.3750654500677,True,False,69.69308976401702,False,False,0,0,0,0.008382914530070007,1,0.9459506371506327
2023-09-18,3835.7730361193762,3713.091127947857,True,False,66.18683331475461,False,False,0,0,0,0.008724511884176556,1,0.9542035947262978
2023-09-19,3800.9320647818067,3719.8297061815874,True,False,59.78135281885054,False,False,0,0,0,-0.009083168114873086,1,0.9455364030595826
2023-09-20,3858.5783640734708,3730.059302070242,True,False,63.868514980024514,False,False,0,0,0,0.015166358753368803,1,0.9598767473627542
2023-09-21,3804.0388484159994,3739.089750371757,True,False,57.13832369165098,False,False,0,0,0,-0.014134613972150767,1,0.9463092600779379
2023-09-22,3829.0476590222297,3749.616484284203,True,False,68.9744217400928,False,False,0,0,0,0.00657427844530134,1,0.9525305606490574
2023-09-25,3918.200410908849,3763.716027734642,True,False,74.04739830818531,True,False,0,0,0,0.023283270365296316,1,0.9747085872238567
2023-09-26,3880.1134847578414,3772.0621267323963,True,False,68.97776968732023,False,False,0,0,0,-0.009720515072421443,1,0.9652339177105286
2023-09-27,3858.996102427951,3778.9264746452827,True,False,59.81102953288132,False,False,0,0,0,-0.00544246512707558,1,0.9599806657739185
2023-09-28,3864.5166838856762,3785.4750245068985,True,False,60.99898104466231,False,False,0,0,0,0.0014305745098450728,1,0.9613539896443187
2023-09-29,3845.9121845752484,3791.1655148918144,True,False,57.68140450166831,False,False,0,0,0,-0.004814185273932181,1,0.9567258534243371
2023-10-02,3785.420174186823,3797.5922208451957,False,True,51.46459919535086,False,False,0,0,0,-0.01572891098008944,1,0.9416775976434757
2023-10-03,3789.6972200332843,3804.2090804990876,False,True,56.326156444059286,False,False,0,0,0,0.0011298734749782824,1,0.9427415741830343
2023-10-04,3748.7395983384595,3808.5808723056457,False,True,47.840349540495694,False,False,0,0,0,-0.010807623753769202,1,0.9325527779522279
2023-10-05,3769.2178224180866,3808.973364748503,False,True,46.687883311455124,False,False,0,0,0,0.005462695805465767,1,0.937647030100723
2023-10-06,3733.975379902955,3807.911730652456,False,True,39.940248870262444,False,False,0,0,0,-0.009350067885575908,1,0.9288799667165727
2023-10-09,3797.5072829578767,3809.3468706817757,False,True,49.67972100448515,False,False,0,0,0,0.01701454792574797,1,0.944684439427539
2023-10-10,3767.7116781186464,3809.2849276658335,False,True,41.035346078504396,False,False,0,0,0,-0.007846095509268514,1,0.9372723550896708
2023-10-11,3756.36374432464,3810.9162176927193,False,True,44.85831628914807,False,False,0,0,0,-0.003011890177242238,1,0.9344493936899755
2023-10-12,3790.438959873646,3811.888896525315,False,True,45.915980422624635,False,False,0,0,0,0.009071330112928822,1,0.9429260926139634
2023-10-13,3742.738914070508,3808.8959806596686,False,True,29.655573618557412,False,True,0,0,0,-0.012584306542883339,1,0.9310600216172261
2023-10-16,3753.371838308893,3804.7759207691442,False,True,34.305351034304636,False,False,0,0,0,0.002840947360343904,1,0.9337051141279613
2023-10-17,3807.19207533441,3805.088921296775,True,False,44.06565392802987,False,False,0,0,0,0.014339170043372595,1,0.9470936705298088
2023-10-18,3744.427272806181,3799.3813667334107,False,True,37.83832062018474,False,False,0,0,0,-0.016485851327245227,1,0.9314800250844794
2023-10-19,3753.347154001694,3796.846782012695,False,True,40.43820592668857,False,False,0,0,0,0.002382175041906409,1,0.9336989735522699
2023-10-20,3765.27699262585,3793.658248692876,False,True,47.68721043321327,False,False,0,0,0,0.0031784532937320087,1,0.9366666921301113
2023-10-23,3798.0844343511626,3787.6524498649915,True,False,50.9037866278132,False,False,0,0,0,0.008713154912524335,1,0.9448280141200427
2023-10-24,3750.1409327702595,3781.1538222656127,False,True,50.148764776540446,False,False,0,0,0,-0.012623074186367655,1,0.932901380004447
2023-10-25,3698.8571951011086,3773.146876899271,False,True,42.98911350392685,False,False,0,0,0,-0.013675149437988532,1,0.9201438142219804
2023-10-26,3721.2693845800036,3765.9845119339866,False,True,48.700726162207935,False,False,0,0,0,0.006059219995997234,1,0.9257191680203074
2023-10-27,3734.6832983635513,3760.4230676234015,False,True,42.842158400089716,False,False,0,0,0,0.0036046607749311566,1,0.9290560715938722
2023-10-30,3746.2375392316067,3758.463935875641,False,True,47.44723758157319,False,False,0,0,0,0.003093767247444479,1,0.9319303548392087
2023-10-31,3761.6299944657057,3757.060574597262,True,False,50.62006886456042,False,False,0,0,0,0.004108777159191002,1,0.9357594489951289
2023-11-01,3735.9635324567853,3756.4217713031785,False,True,43.45627418970073,False,False,0,0,0,-0.006823228772282808,1,0.9293745481988098
2023-11-02,3746.788207197446,3755.3002905421467,False,True,50.53369172742171,False,False,0,0,0,0.0028974251613056445,1,0.9320673413990381
2023-11-03,3760.045632983613,3756.60380319618,True,False,50.873554367726285,False,False,0,0,0,0.0035383440571046254,1,0.9353653163372987
2023-11-06,3733.006103116778,3753.378744204125,False,True,39.55745159794195,False,False,0,0,0,-0.007191277049842348,1,0.9286388452047037
2023-11-07,3809.171610416788,3755.451740819032,True,False,58.78220844788138,False,False,0,0,0,0.02040326353509525,1,0.9475861082923418
2023-11-08,3829.65945410748,3759.116526308174,True,False,60.036370736833156,False,False,0,0,0,0.005378556228515574,1,0.9526827534571524
2023-11-09,3783.541841073594,3758.7716703681713,True,False,52.203948295420396,False,False,0,0,0,-0.012042222966959448,1,0.9412103353232445
2023-11-10,3811.3385122731665,3762.2016502783044,True,False,51.61889473839585,False,False,0,0,0,0.007346732867551831,1,0.9481251562290433
2023-11-13,3773.8857723182937,3763.2273469787738,True,False,52.97655087225964,False,False,0,0,0,-0.009826663214056897,1,0.9388082496340053
2023-11-14,3806.903683322212,3763.212927378164,True,False,64.19426190080475,False,False,0,0,0,0.00874904885730965,1,0.9470219288776986
2023-11-15,3854.782033336728,3768.7306654046915,True,False,66.43979873468179,False,False,0,0,0,0.01257671693252127,1,0.9589323556060838
2023-11-16,3823.489267456879,3772.2377710774504,True,False,60.47378063742323,False,False,0,0,0,-0.008117907993039464,1,0.9511478309717251
2023-11-17,3863.5588394808724,3777.1518634202016,True,False,62.96483935166286,False,False,0,0,0,0.010479844252484272,1,0.961115712101397
2023-11-20,3881.604603412552,3781.3278718732713,True,False,63.18075441116685,False,False,0,0,0,0.004670762030921871,1,0.9656048548768027
2023-11-21,3916.0215366665525,3789.621902068086,True,False,69.40852009173686,False,False,0,0,0,0.008866676740784563,1,0.9741665609843275
2023-11-22,3993.427782826929,3804.3504314543766,True,False,73.24837020178106,True,False,0,0,0,0.01976655272081773,1,0.9934224756708819
2023-11-23,3985.1467850410345,3817.544301477429,True,False,71.4190932068758,True,False,0,0,0,-0.0020736565768150195,1,0.9913624586206512
2023-11-24,3956.531865320955,3828.636729825299,True,False,71.20561397174541,True,False,0,0,0,-0.00718039290986483,1,0.9842440866516653
2023-11-27,3922.4858149901543,3837.4491436132257,True,False,61.68369850206562,False,False,0,0,0,-0.008605023664592482,1,0.9757746429942925
2023-11-28,3891.3879304457564,3843.9370404122287,True,False,56.228475156483206,False,False,0,0,0,-0.00792810631094043,1,0.9680385978891138
2023-11-29,3889.8383889234124,3851.6307832355596,True,False,61.78541907617199,False,False,0,0,0,-0.0003981976482531069,1,0.9676531271960161
2023-11-30,3905.0189947702984,3859.5423226142025,True,False,60.68557342718579,False,False,0,0,0,0.003902631505235288,1,0.9714295207763508
2023-12-01,3917.621153597719,3867.421098644908,True,False,67.38034888360201,False,False,0,0,0,0.003227169661478735,1,0.9745644886540651
2023-12-04,3952.243010413379,3878.3829440097375,True,False,67.5063900620158,False,False,0,0,0,0.008837469336172354,1,0.9831771724386679
2023-12-05,3954.2976129427157,3885.6392441360344,True,False,63.474275181092686,False,False,0,0,0,0.0005198573376998805,1,0.9836882843060192
2023-12-06,4013.9735028832283,3894.854946574821,True,False,73.950458591489,True,False,0,0,0,0.015091400744645211,1,0.9985335184122938
2023-12-07,4004.9217564079304,3905.9239423415383,True,False,69.27789015371602,False,False,0,0,0,-0.0022550588509854252,1,0.9962817665635925
2023-12-08,4115.263049925735,3921.1201692241666,True,False,75.45627709951587,True,False,0,0,0,0.027551423031238143,1,1.0237307469724952
2023-12-11,4141.824270690555,3939.51709414278,True,False,75.02884452205893,True,False,0,0,0,0.006454319066019121,1,1.0303382318511498
2023-12-12,4109.072495288124,3954.6255347410756,True,False,64.22687272913905,False,False,0,0,0,-0.007907572427492293,1,1.0221907576579725
2023-12-13,4067.771322219899,3965.274999185234,True,False,59.400887693316996,False,False,0,0,0,-0.010051215478817821,1,1.0119164980922961
2023-12-14,4088.6047456838464,3978.5307730965824,True,False,65.2979264342444,False,False,0,0,0,0.005121581773819495,1,1.017099111185553
2023-12-15,4081.2007611250324,3989.4128691787905,True,False,69.59312397736092,False,False,0,0,0,-0.0018108829342405874,1,1.0152572637626758
2023-12-18,4111.2953077429365,4000.8974043953094,True,False,77.21465502333582,True,False,0,0,0,0.007373944184409176,1,1.0227437141584776
2023-12-19,4131.759339580098,4011.6842945409867,True,False,78.60002808064458,True,False,0,0,0,0.004977514458428756,1,1.0278344357829685
2023-12-20,4130.380709928042,4018.531940896042,True,False,77.54115153323366,True,False,0,0,0,-0.00033366649379817925,1,1.0274914818705758
2023-12-21,4098.043488059527,4024.1767760469666,True,False,71.03454974253047,True,False,0,0,0,-0.007829114103401591,1,1.0194471338187379
2023-12-22,4038.984125926312,4028.299389077235,True,False,59.56755042342573,False,False,0,0,0,-0.014411599658543328,1,1.0047552698530928
2023-12-25,4022.6580546978516,4033.3080010626204,False,True,57.31002048672104,False,False,0,0,0,-0.0040421231476656105,1,1.0006939253190805
2023-12-26,4058.4485333250095,4041.6610312065823,True,False,55.01189268866011,False,False,0,0,0,0.008897221225492968,1,1.0095973205516513
2023-12-27,4068.5468099444383,4050.5964522576337,True,False,57.15303778247398,False,False,0,0,0,0.0024882110827595394,1,1.0121094117937723
2023-12-28,4020.2517856501786,4056.358091801628,False,True,37.58656245540596,False,False,0,0,0,-0.011870337629203642,1,1.0000953313580856
2023-12-29,4028.7135495384464,4061.912711598664,False,True,34.48820137941429,False,False,0,0,0,0.0021047845606265714,1,1.0022003165706828
2024-01-01,4045.6607715818186,4066.583599657087,False,True,40.90978758834791,False,False,0,0,0,0.004206608842992621,1,1.006416181284819
2024-01-02,4011.841000987994,4069.46076905935,False,True,41.80651712682348,False,False,0,0,0,-0.008359517147702222,1,0.9980030279596435
2024-01-03,4019.524532080035,4069.73832051919,False,True,39.4746112436762,False,False,0,0,0,0.0019152132624769003,1,0.9999144165947839
2024-01-04,4023.387407672096,4070.6616030823984,False,True,41.09519344401242,False,False,0,0,0,0.0009610279925476028,1,1.0008753623392834
2024-01-05,3979.2031226130894,4063.858606716766,False,True,30.500612213134602,False,False,0,0,0,-0.010981861944179827,1,0.9898838872867425
2024-01-08,3995.049143881241,4056.519850376301,False,True,29.539947738342747,False,True,0,0,0,0.003982209698746297,1,0.9938258125033285
2024-01-09,4019.0150517901902,4052.016978201404,False,True,34.38847969744357,False,False,0,0,0,0.005998901902284581,1,0.9997876760604942
2024-01-10,4063.871628371421,4051.82199350898,True,False,45.37213950308595,False,False,0,0,0,0.011161086983551005,1,1.0109463932780878
2024-01-11,4107.558237307037,4052.76966809014,True,False,59.69041546023719,False,False,0,0,0,0.010749997276150003,1,1.021814064252161
2024-01-12,4053.9859894429737,4051.4089295060367,True,False,54.00540663460373,False,False,0,0,0,-0.013042358688305833,1,1.0084871987134287
2024-01-15,4018.0075147005887,4046.7445398539194,False,True,44.83193212601696,False,False,0,0,0,-0.008874839438537063,1,0.999537036749027
2024-01-16,4040.1434522431555,4042.1637454870724,False,True,46.478598811173235,False,False,0,0,0,0.005509182713466565,1,1.0050436689133544
2024-01-17,4062.2294171338635,4038.7561808473633,True,False,55.56603788451109,False,False,0,0,0,0.0054666288837950106,1,1.0105378696633114
2024-01-18,4084.3658514403255,4038.072299016404,True,False,57.12099974737046,False,False,0,0,0,0.005449331397457291,1,1.0160446254047872
2024-01-19,4240.009637920734,4048.123574616124,True,False,68.35355317326139,False,False,0,0,0,0.038107209819493004,1,1.0547632511310556
2024-01-22,4264.379785202681,4060.2096611413663,True,False,74.28216449753971,True,False,0,0,0,0.005747663180760476,1,1.0608256750340008
