date,open,high,low,close,volume,tr,atr,high_rolling,low_rolling,breakout_high,breakout_low,signal,position,entry_price,stop_loss,take_profit,strategy_returns,cumulative_returns,drawdown
2021-05-21,3889.299811766281,3889.299811766281,3884.6346262793963,3887.9746638564693,34938881,74.26990495450082,64.55687182877952,4015.9246301583325,3829.522510212422,4041.747378889844,3803.69976148091,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-05-24,3903.9951834058133,3903.9951834058133,3885.569892493507,3902.7418258218495,37299045,18.425290912306536,61.26175890617431,4015.9246301583325,3829.522510212422,4040.4293337208023,3805.017806649952,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-05-25,3787.3332490776434,3787.3332490776434,3751.727815483951,3787.3101766313926,44291982,151.01401033789853,67.67263400844033,4015.9246301583325,3751.727815483951,4042.993683761709,3724.6587618805747,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-05-26,3712.921245894622,3713.9361517477523,3708.1082902310704,3709.6794448007086,45353386,79.20188640032211,68.49615203643188,4015.9246301583325,3708.1082902310704,4043.3230909729054,3680.7098294164975,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-05-27,3732.3287807931897,3732.3287807931897,3696.7596581648386,3723.462128168765,27706306,35.569122628351124,66.14422136442612,4015.9246301583325,3696.7596581648386,4042.382318704103,3670.301969619068,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-05-28,3776.8094350779443,3781.253790390646,3769.650460709674,3769.650460709674,18776510,57.79166222188087,65.54760999710145,4015.9246301583325,3696.7596581648386,4042.1436741571733,3670.540614165998,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-05-31,3770.49008046806,3810.1269860195944,3770.49008046806,3781.721020188304,28677518,40.47652530992036,63.75681823373137,4015.9246301583325,3696.7596581648386,4041.427357451825,3671.256930871346,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-01,3757.187902049034,3776.4775537289365,3754.184094661721,3776.4775537289365,44239091,27.536925526583218,61.169683040363644,3958.904531233897,3696.7596581648386,3983.3724044500427,3672.291784948693,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-02,3767.0387300663997,3799.855292249475,3737.238501656385,3760.012620750244,34207963,62.61679059309017,61.2730478655584,3958.904531233897,3696.7596581648386,3983.4137503801203,3672.250439018615,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-03,3662.7668224671406,3693.206013767888,3660.0821338244664,3672.8073868280167,34188041,99.93048692577759,64.03429351271691,3903.9951834058133,3660.0821338244664,3929.6089008109,3634.4684164193795,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-04,3629.394345466303,3660.630011204056,3615.785334710162,3631.026603774064,18828325,57.022052117854855,63.53341912736962,3903.9951834058133,3615.785334710162,3929.408551056761,3590.371967059214,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-07,3596.265152379614,3604.7009674938404,3596.265152379614,3604.7009674938404,16927416,34.76145139444998,61.478278575018216,3810.1269860195944,3596.265152379614,3834.718297449602,3571.6738409496065,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-08,3656.1187298851187,3696.0286571879374,3656.1187298851187,3669.3428981275165,48939633,91.32768969409699,63.610379369238125,3810.1269860195944,3596.265152379614,3835.5711377672897,3570.8210006319187,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-09,3695.07279652606,3695.07279652606,3666.499869414391,3691.0756367574822,34137617,28.572927111668832,61.10770420798317,3810.1269860195944,3596.265152379614,3834.5700677027876,3571.8220706964207,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-10,3591.7542312270207,3613.0315419816825,3586.3091011059305,3586.3091011059305,12241105,104.76653565155175,64.22619216823806,3810.1269860195944,3586.3091011059305,3835.8174628868896,3560.618624238635,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-11,3602.5109202612584,3620.5883321732204,3596.738671019359,3606.669485201663,44874739,34.27923106728986,62.08712351817032,3810.1269860195944,3586.3091011059305,3834.9618354268623,3561.4742516986626,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-14,3565.8041051482664,3605.0471038431756,3565.8041051482664,3584.3786585389385,20710632,40.86538005339662,60.57128469925791,3799.855292249475,3565.8041051482664,3824.0838061291784,3541.575591268563,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-15,3540.6032572749164,3544.4755574653805,3523.062910847782,3544.4755574653805,37730519,61.3157476911565,60.62446062725066,3799.855292249475,3523.062910847782,3824.105076500375,3498.813126596882,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-16,3584.5925761858507,3584.5925761858507,3577.5435146177856,3581.785860092894,40253569,40.11701872047024,59.15964334819491,3696.0286571879374,3523.062910847782,3719.6925145272153,3499.399053508504,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-17,3633.3737554596732,3665.9669251899745,3633.3737554596732,3644.152514082581,31452647,84.18106509708059,60.9468877588296,3696.0286571879374,3523.062910847782,3720.4074122914694,3498.68415574425,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-18,3701.7894879974046,3701.7894879974046,3654.3685706500805,3700.432465997178,41938643,57.63697391482356,60.71046534140059,3701.7894879974046,3523.062910847782,3726.0736741339647,3498.778724711222,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-21,3650.2668069301703,3669.7841077973894,3650.2668069301703,3650.378580421151,33831594,50.16565906700771,59.95726489322967,3701.7894879974046,3523.062910847782,3725.7723939546963,3499.0800048904903,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-22,3636.2286354727485,3636.2286354727485,3632.020638108684,3632.020638108684,15119641,18.357942312467003,56.98588470888948,3701.7894879974046,3523.062910847782,3724.5838418809603,3500.2685569642263,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-23,3652.8599585488982,3678.4301104655733,3633.777827360225,3651.9865467554887,49308102,46.40947235688918,56.2304266837466,3701.7894879974046,3523.062910847782,3724.281658670903,3500.5707401742834,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-24,3703.2832296141755,3710.504382753901,3678.9229860909472,3710.504382753901,44650021,58.517835998412465,56.39381306336559,3710.504382753901,3523.062910847782,3733.0619079792473,3500.505385622436,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-25,3690.444537063212,3702.8455930900395,3676.9869321966744,3681.6338607485422,23224541,33.517450557226766,54.75978717006996,3710.504382753901,3523.062910847782,3732.4082976219293,3501.158995979754,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-28,3669.1051996630877,3692.7608674278376,3660.8491046536533,3670.2688919837683,28699008,31.911762774184353,53.1277854275067,3710.504382753901,3523.062910847782,3731.755496924904,3501.811796676779,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-29,3603.361103192525,3603.5578901701024,3599.1555847290097,3603.5578901701024,22750721,71.11330725475864,54.41246555802469,3710.504382753901,3577.5435146177856,3732.269368977111,3555.778528394576,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-30,3524.757671175605,3552.2198030765244,3524.1376471452613,3531.349061037544,22390870,79.42024302484106,56.198735377083004,3710.504382753901,3524.1376471452613,3732.983876904734,3501.6581529944283,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-07-01,3576.385141404731,3594.9586687761157,3576.385141404731,3579.55865103894,48144148,63.60960773857187,56.728083402903636,3710.504382753901,3524.1376471452613,3733.1956161150624,3501.4464137841,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-07-02,3653.8083609391642,3661.40490361682,3653.8083609391642,3660.2856222445157,39159511,81.84625257788002,58.52223834397338,3710.504382753901,3524.1376471452613,3733.9132780914906,3500.728751807672,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-07-05,3653.947916516443,3655.2122256216535,3653.947916516443,3655.2122256216535,26646014,6.337705728072706,54.7947717285519,3710.504382753901,3524.1376471452613,3732.422291445322,3502.2197384538404,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-07-06,3727.2827285488406,3727.2827285488406,3683.927446601972,3714.5662195527234,26862611,72.07050292718714,56.02875252845441,3727.2827285488406,3524.1376471452613,3749.6942295602225,3501.7261461338794,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-07-07,3725.0525059144566,3753.0375804487976,3725.0525059144566,3735.301434528903,32840605,38.4713608960742,54.77465312614154,3753.0375804487976,3524.1376471452613,3774.9474416992543,3502.2277858948046,1,1.0,3735.301434528903,3598.3648017135492,3927.0127204703986,0.0,1.0,0.0
2021-07-08,3683.6006977481275,3695.5266159327175,3683.6006977481275,3695.5266159327175,18061792,51.700736780775514,54.5550876729011,3753.0375804487976,3524.1376471452613,3774.859615517958,3502.315612076101,0,1.0,3735.301434528903,3598.3648017135492,3927.0127204703986,0.0,1.0,0.0
2021-07-09,3726.972218370499,3728.9579962250814,3716.038367606,3716.038367606,34653591,33.43138029236388,53.04625143143416,3753.0375804487976,3524.1376471452613,3774.2560810213713,3502.9191465726876,0,1.0,3735.301434528903,3598.3648017135492,3927.0127204703986,0.0,1.0,0.0
2021-07-12,3805.4508074360037,3813.4509548782994,3774.2375231875862,3807.0446165924564,13235863,97.41258727229933,56.215275420067385,3813.4509548782994,3524.1376471452613,3835.9370650463266,3501.651536977234,1,1.0,3735.301434528903,3598.3648017135492,3927.0127204703986,0.0,1.0,0.0
2021-07-13,3798.425938079454,3827.84179274597,3796.7240761095077,3803.5155952711816,20783675,31.11771663646232,54.42259264980988,3827.84179274597,3524.1376471452613,3849.610829805894,3502.3686100853374,0,1.0,3735.301434528903,3598.3648017135492,3927.0127204703986,0.0,1.0,0.0
2021-07-14,3904.0144969976295,3904.0144969976295,3843.6656440594065,3895.9117432306953,38817246,100.49890172644791,57.713757583855454,3904.0144969976295,3576.385141404731,3927.1000000311715,3553.299638371189,1,1.0,3735.301434528903,3598.3648017135492,3927.0127204703986,0.0,1.0,0.0
2021-07-15,3732.6155670336243,3742.197570057891,3732.6155670336243,3737.1421097053094,47937462,163.29617619707096,65.25535891337084,3904.0144969976295,3653.8083609391642,3930.116640562978,3627.706217373816,0,1.0,3735.301434528903,3598.3648017135492,3927.0127204703986,0.0,1.0,0.0
2021-07-16,3798.5915397307303,3809.973606051339,3763.041120760098,3784.76948803336,47723927,72.83149634602978,65.79651158713219,3904.0144969976295,3653.947916516443,3930.3331016324823,3627.62931188159,0,1.0,3735.301434528903,3598.3648017135492,3927.0127204703986,0.0,1.0,0.0
2021-07-19,3793.3406046876325,3805.9153157216438,3788.204361202873,3788.204361202873,42353996,21.14582768828359,62.60717702292872,3904.0144969976295,3683.6006977481275,3929.057367806801,3658.557826938956,0,1.0,3735.301434528903,3598.3648017135492,3927.0127204703986,0.0,1.0,0.0
2021-07-20,3764.6982432335926,3785.637608398749,3742.4751830929013,3768.37551003664,23748887,45.7291781099716,61.40160567200321,3904.0144969976295,3683.6006977481275,3928.5751392664306,3659.0400554793264,0,1.0,3735.301434528903,3598.3648017135492,3927.0127204703986,0.0,1.0,0.0
2021-07-21,3788.1673325797856,3792.0588758312456,3728.720292741168,3771.893060820451,46167193,63.338583090077464,61.53996120186565,3904.0144969976295,3683.6006977481275,3928.6304814783757,3658.9847132673813,0,1.0,3735.301434528903,3598.3648017135492,3927.0127204703986,0.0,1.0,0.0
2021-07-22,3646.1295837869898,3650.5519713995413,3630.998451596989,3650.5519713995413,13275072,140.89460922346188,67.20815034626538,3904.0144969976295,3630.998451596989,3930.8977571361356,3604.115191458483,-1,0.0,0.0,0.0,0.0,-0.022688788204866858,0.9773112117951331,-0.02268878820486686
2021-07-23,3640.5820352541336,3659.8476257534558,3588.3748299858503,3635.186724764459,20074698,71.47279576760548,67.51276787636111,3904.0144969976295,3588.3748299858503,3931.019604148174,3561.3697228353058,-1,0.0,3735.301434528903,0.0,0.0,0.0,0.9773112117951331,-0.02268878820486686
2021-07-26,3656.5189279410424,3676.4853138624603,3654.3314993328504,3654.3314993328504,31595058,41.29858909800123,65.6403265350497,3904.0144969976295,3588.3748299858503,3930.2706276116496,3562.11869937183,0,0.0,3735.301434528903,0.0,0.0,0.0,0.9773112117951331,-0.02268878820486686
2021-07-27,3750.3657579688124,3750.3657579688124,3690.781691139671,3740.627100478938,18676514,96.03425863596203,67.81132168511486,3904.0144969976295,3588.3748299858503,3931.1390256716754,3561.2503013118044,0,0.0,3735.301434528903,0.0,0.0,0.0,0.9773112117951331,-0.02268878820486686
2021-07-28,3718.6350447378113,3718.6350447378113,3696.464116185533,3707.05782015165,15932572,44.16298429340486,66.12215472856414,3809.973606051339,3588.3748299858503,3836.422467942765,3561.9259680944247,0,0.0,3735.301434528903,0.0,0.0,0.0,0.9773112117951331,-0.02268878820486686
2021-07-29,3656.215211369029,3666.230608306632,3607.0310499055067,3655.981198234529,38482724,100.02677024614331,68.5439129798198,3809.973606051339,3588.3748299858503,3837.3911712432673,3560.957264793922,0,0.0,3735.301434528903,0.0,0.0,0.0,0.9773112117951331,-0.02268878820486686
2021-07-30,3617.7563777257515,3631.64906246614,3606.5437805357874,3623.2159690441545,12145977,49.43741769874168,67.17916331688564,3805.9153157216438,3588.3748299858503,3832.786981048398,3561.503164659096,0,0.0,3735.301434528903,0.0,0.0,0.0,0.9773112117951331,-0.02268878820486686
2021-08-02,3678.7698291084407,3692.550168029166,3675.3886762972993,3675.3886762972993,12226217,69.33419898501143,67.33309443603748,3792.0588758312456,3588.3748299858503,3818.9921136056605,3561.4415922114354,0,0.0,3735.301434528903,0.0,0.0,0.0,0.9773112117951331,-0.02268878820486686
2021-08-03,3687.2673278420093,3729.773739647672,3687.2673278420093,3692.271946737226,44187163,54.38506335037255,66.4082350727757,3792.0588758312456,3588.3748299858503,3818.622169860356,3561.81153595674,0,0.0,3735.301434528903,0.0,0.0,0.0,0.9773112117951331,-0.02268878820486686
2021-08-04,3672.2835985990714,3688.3112228904297,3630.791402571501,3657.5554476083985,30038018,61.48054416572495,66.05625715084349,3750.3657579688124,3588.3748299858503,3776.7882608291497,3561.952327125513,0,0.0,3735.301434528903,0.0,0.0,0.0,0.9773112117951331,-0.02268878820486686
2021-08-05,3686.33920577469,3686.33920577469,3673.7018747306693,3685.332849493179,18905865,28.78375816629159,63.39393579480407,3750.3657579688124,3588.3748299858503,3775.723332286734,3563.0172556679286,0,0.0,3735.301434528903,0.0,0.0,0.0,0.9773112117951331,-0.02268878820486686
2021-08-06,3685.3578319096073,3710.5877733224474,3677.3205604199647,3688.0524820177093,48145210,33.2672129024827,61.242027016781115,3750.3657579688124,3606.5437805357874,3774.862568775525,3582.046969729075,0,0.0,3735.301434528903,0.0,0.0,0.0,0.9773112117951331,-0.02268878820486686
2021-08-09,3744.3637219526163,3779.081017994703,3740.5975010099,3742.981212122413,36466281,91.02853597699368,63.36963479965344,3779.081017994703,3606.5437805357874,3804.4288719145643,3581.195926615926,1,1.0,3742.981212122413,3584.5571251232795,3964.7749339212,0.0,0.9773112117951331,-0.02268878820486686
2021-08-10,3687.6223547494533,3715.8286213997562,3661.221455753824,3697.58458154457,48703819,81.75975636858902,64.68321491172027,3779.081017994703,3606.5437805357874,3804.954303959391,3580.6704945710994,0,1.0,3742.981212122413,3584.5571251232795,3964.7749339212,0.0,0.9773112117951331,-0.02268878820486686
2021-08-11,3667.428923985827,3705.6375755720483,3667.428923985827,3674.5694505130286,32174126,38.208651586221094,62.792174674184615,3779.081017994703,3606.5437805357874,3804.1978878643768,3581.4269106661136,0,1.0,3742.981212122413,3584.5571251232795,3964.7749339212,0.0,0.9773112117951331,-0.02268878820486686
2021-08-12,3656.3644411217956,3695.249846345299,3587.3415514333565,3647.607164380116,19869865,107.90829491194245,66.01475469116731,3779.081017994703,3587.3415514333565,3805.48691987117,3560.9356495568895,0,1.0,3742.981212122413,3584.5571251232795,3964.7749339212,0.0,0.9773112117951331,-0.02268878820486686
2021-08-13,3551.609479664328,3585.1535244240604,3534.4126023249714,3556.28168184676,37217757,113.19456205514462,69.3847409314514,3779.081017994703,3534.4126023249714,3806.8349143672835,3506.658705952391,-1,0.0,0.0,0.0,0.0,-0.04987990045768555,0.9285630258346119,-0.07143697416538808
2021-08-16,3562.9812710559386,3585.6192725463193,3551.028996977279,3570.457172710551,21287967,34.59027556904039,66.89942197699348,3779.081017994703,3534.4126023249714,3805.8407867855003,3507.652833534174,0,0.0,3742.981212122413,0.0,0.0,0.0,0.9285630258346119,-0.07143697416538808
2021-08-17,3586.2983803172056,3611.9205767288263,3582.4533134542744,3582.4533134542744,37952543,41.46340401827547,65.08256355137077,3779.081017994703,3534.4126023249714,3805.114043415251,3508.379576904423,0,0.0,3742.981212122413,0.0,0.0,0.0,0.9285630258346119,-0.07143697416538808
2021-08-18,3587.5065424625036,3592.3490659107824,3568.687150134102,3579.019226529474,13561497,23.661915776680416,62.123945853178604,3779.081017994703,3534.4126023249714,3803.9305963359743,3509.5630239837,0,0.0,3742.981212122413,0.0,0.0,0.0,0.9285630258346119,-0.07143697416538808
2021-08-19,3566.2517305082474,3572.2401592691745,3525.4207910525265,3561.131156438979,34096114,53.59843547694754,61.51498082630496,3779.081017994703,3525.4207910525265,3803.687010325225,3500.8147987220045,0,0.0,3742.981212122413,0.0,0.0,0.0,0.9285630258346119,-0.07143697416538808
2021-08-20,3479.2431363888504,3479.2431363888504,3444.8078683071926,3472.3259319710437,12870524,116.32328813178628,65.42985991955362,3779.081017994703,3444.8078683071926,3805.2529619625243,3418.6359243393713,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9285630258346119,-0.07143697416538808
2021-08-23,3437.9244459385986,3480.3805741533374,3436.226946261777,3443.135942679993,42145513,44.15362789156052,63.91012906041125,3715.8286213997562,3436.226946261777,3741.392673023921,3410.662894637612,0,0.0,3742.981212122413,0.0,0.0,0.0,0.9285630258346119,-0.07143697416538808
2021-08-24,3408.834319584428,3418.5553966400093,3406.948250008944,3418.5553966400093,42848720,36.18769267104926,61.929955032599686,3705.6375755720483,3406.948250008944,3730.4095575850884,3382.176267995904,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9285630258346119,-0.07143697416538808
2021-08-25,3376.4445899886828,3402.2279387358676,3346.489957904692,3366.3366011424737,47421725,72.06543873531746,62.65391815422238,3695.249846345299,3346.489957904692,3720.311413606988,3321.428390643003,-1,0.0,3742.981212122413,0.0,0.0,0.0,0.9285630258346119,-0.07143697416538808
2021-08-26,3350.3511927180907,3370.9513241721556,3334.3972143505084,3352.514770569858,49661943,36.55410982164722,60.78964613046701,3611.9205767288263,3334.3972143505084,3636.236435181013,3310.081355898322,0,0.0,3742.981212122413,0.0,0.0,0.0,0.9285630258346119,-0.07143697416538808
2021-08-27,3370.860700153616,3372.5525952348485,3370.860700153616,3372.5525952348485,26810950,20.037824664990694,57.87880174007585,3611.9205767288263,3334.3972143505084,3635.0720974248566,3311.245693654478,0,0.0,3742.981212122413,0.0,0.0,0.0,0.9285630258346119,-0.07143697416538808
2021-08-30,3490.708115740213,3498.3041677374003,3462.003996211475,3481.4600061696606,26990515,125.75157250255188,62.72685679453843,3611.9205767288263,3334.3972143505084,3637.0113194466417,3309.306471632693,0,0.0,3742.981212122413,0.0,0.0,0.0,0.9285630258346119,-0.07143697416538808
2021-08-31,3491.4943012752624,3491.4943012752624,3475.615484721359,3487.6144696168208,46325466,15.878816553903562,59.38056820592165,3592.3490659107824,3334.3972143505084,3616.101293193151,3310.64498706814,0,0.0,3742.981212122413,0.0,0.0,0.0,0.9285630258346119,-0.07143697416538808
