date,open,high,low,close,volume,turnover,turnover_ma,turnover_change,turnover_trend,abnormal_turnover,extremely_low_turnover,price_change,turnover_price_rise,turnover_price_fall,signal,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-07-29,3925.405342965836,3925.7139613014774,3909.840957726662,3925.7139613014774,113337628,0.226675256,0.219098077,0.2712483930580398,True,False,False,-0.008582923017733557,False,True,0,1,-0.008582923017733557,0.0,0.0,-0.008582923017733557,0.9937444246386978,0.9482701923023462
2021-07-30,3902.8546993417845,3909.36447838448,3886.089970889908,3903.9048246328316,79489438,0.158978876,0.2108780502,-0.298649182952726,False,False,False,-0.005555457397974917,False,False,0,1,-0.005555457397974917,0.0,0.0,-0.005555457397974917,0.9882237198231425,0.9430021176472411
2021-08-02,3941.3203833000066,3982.8703016730915,3938.690441181973,3938.690441181973,116794406,0.23358881199999998,0.21931034359999999,0.4693072304775887,True,False,False,0.008910467368377306,True,False,0,1,0.008910467368377306,0.0,0.0,0.008910467368377306,0.997029255031283,0.9514047072448475
2021-08-03,3961.22720860903,3968.89205095146,3949.002657972846,3949.919641078745,52351259,0.104702518,0.21107782479999998,-0.5517656984359336,False,False,False,0.00285099833674729,False,False,-1,1,0.00285099833674729,0.0,0.0,0.00285099833674729,0.9998717837790656,0.9541171604827761
2021-08-04,3935.214886245568,3935.214886245568,3909.8874153936817,3926.7192976752963,93764184,0.187528368,0.21474105800000004,0.7910588167516659,False,False,False,-0.005873624152290979,False,False,-1,1,-0.005873624152290979,0.0,0.0,-0.005873624152290979,0.9939989127206666,0.9485130348848492
2021-08-05,3934.798493403021,3956.3722468743135,3934.798493403021,3945.1523025478477,73888637,0.14777727400000001,0.21356570260000002,-0.21197376388408595,False,False,False,0.004694250715467252,False,False,-1,1,0.004694250715467252,0.0,0.0,0.004694250715467252,0.9986649928278793,0.9529655928774874
2021-08-06,3951.7617712797764,3959.047439320134,3932.464389379972,3946.851335735456,29452564,0.058905128,0.20969793859999997,-0.6013925118147734,False,False,True,0.0004306635225490574,False,False,-1,1,0.0004306635225490574,0.0,0.0,0.0004306635225490574,0.999095081411537,0.9533760003965841
2021-08-09,3993.9152725959934,4004.6913107619116,3954.41588389755,3983.32811767954,118908969,0.237817938,0.20382615359999998,3.0373044941010905,True,False,False,0.00924199541386761,True,False,-1,1,0.00924199541386761,0.0,0.0,0.00924199541386761,1.00832871357196,0.9621870970199408
2021-08-10,3955.951526404124,3955.951526404124,3926.03416841308,3952.893500629283,98186729,0.19637345799999997,0.2107967119,-0.17426978111297908,False,False,False,-0.007640499640282239,False,False,0,1,-0.007640499640282239,0.0,0.0,-0.007640499640282239,1.0006245783986272,0.9548355068512757
2021-08-11,3945.9437133288866,3960.8303532479326,3906.272267779638,3937.352564179735,62149205,0.12429841,0.19875737229999998,-0.3670304975736588,False,False,False,-0.003931534317095586,False,False,-1,1,-0.003931534317095586,0.0,0.0,-0.003931534317095586,0.9966905885301237,0.9510815382889086
2021-08-12,3934.9261858483396,3934.9261858483396,3902.0578493772555,3919.153392759504,77784272,0.155568544,0.17761630169999998,0.2515730812646759,False,False,False,-0.004622184862437484,False,False,-1,1,-0.004622184862437484,0.0,0.0,-0.004622184862437484,0.9920837003792858,0.9466854635996859
2021-08-13,3865.9181429268574,3865.9181429268574,3858.0191608388286,3858.0191608388286,182357532,0.36471506400000003,0.18446081990000002,1.3444010892073401,True,False,False,-0.015598836226624613,False,True,-1,1,-0.015598836226624613,0.0,0.0,-0.015598836226624613,0.9766083492139657,0.9319182720948682
2021-08-16,3869.1214468218104,3869.353530993812,3840.024325179573,3867.193197811367,46036704,0.092073408,0.1854865967,-0.747547011110021,False,False,False,0.0023779137920465487,False,False,-1,1,0.0023779137920465487,0.0,0.0,0.0023779137920465487,0.9789306396769893,0.9341342934071428
2021-08-17,3882.9883888122304,3898.7842086596283,3866.916130647039,3874.88918476153,48483934,0.096967868,0.1846409282,0.053158236523622504,False,False,False,0.0019900704610564812,False,False,-1,1,0.0019900704610564812,0.0,0.0,0.0019900704610564812,0.9808787806264336,0.9359932864711122
2021-08-18,3873.395871068306,3884.32876598222,3847.9425543383036,3872.2737803539194,37945533,0.075891066,0.1842635378,-0.21735862028027686,False,False,False,-0.0006749623751554079,False,False,-1,1,-0.0006749623751554079,0.0,0.0,-0.0006749623751554079,0.9802167243549225,0.9353615262193462
2021-08-19,3860.1829359988546,3860.1829359988546,3843.394446947194,3859.9984045809656,61096124,0.122192248,0.1673843213,0.6101005617709996,False,False,False,-0.0031700691813768556,False,False,-1,1,-0.0031700691813768556,0.0,0.0,-0.0031700691813768556,0.9771093695259747,0.9323963654716326
2021-08-20,3797.7505021376974,3800.421546604077,3760.32631617282,3800.421546604077,187134977,0.374269954,0.1805701835,2.062959885965925,True,True,False,-0.015434425544369135,False,True,-1,1,-0.015434425544369135,0.0,0.0,-0.015434425544369135,0.9620282477133206,0.9180053631909203
2021-08-23,3792.3865883671797,3795.662725528777,3765.054923162483,3780.565415418372,75847458,0.151694916,0.1820798972,-0.5946911730990834,False,False,False,-0.0052247180851418,False,False,0,1,-0.0052247180851418,0.0,0.0,-0.0052247180851418,0.9570019213290756,0.9132090439675995
2021-08-24,3757.5993730252317,3773.5634391559342,3748.8235281155576,3763.760111358962,65280110,0.13056022,0.1709444252,-0.1393236936167327,False,False,False,-0.004445182720783647,False,False,-1,1,-0.004445182720783647,0.0,0.0,-0.004445182720783647,0.9527478729246268,0.9091496629048914
2021-08-25,3739.93470296328,3739.93470296328,3727.3946285599613,3728.507812895896,126832330,0.25366466,0.17471219929999998,0.9428939381382782,True,False,False,-0.009366244771199739,False,True,-1,1,-0.009366244771199739,0.0,0.0,-0.009366244771199739,0.9438242031415749,0.9006343446284705
