date,open,high,low,close,volume,volume_ma,volume_ratio,volume_contraction,extremely_low_volume,volume_expansion,price_rebound,support_level,price_above_support,signal,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-04-16,4334.260563424597,4335.7904873425605,4308.024138433789,4330.300240532405,52945668,,,False,False,False,False,,False,0,0,-0.0,0.0,0.0,-0.0031577344331477075,1.0,1.0459994493473528
2021-04-19,4329.01895573869,4329.01895573869,4312.476328001289,4316.450984347758,48185400,,,False,False,False,False,,False,0,0,-0.0,0.0,0.0,-0.0031982207734732038,1.0,1.0426541121794086
2021-04-20,4336.969993988462,4338.172629702167,4330.867744689963,4330.867744689963,50496423,,,False,False,True,True,,False,0,0,0.0,0.0,0.0,0.0033399569216661096,1.0,1.0461365319982858
2021-04-21,4265.75224604771,4265.75224604771,4259.031012243809,4259.031012243809,189036840,,,False,False,False,False,,False,0,0,-0.0,0.0,0.0,-0.016587145274577497,1.0,1.0287841133649875
2021-04-22,4195.386126656811,4227.407793454772,4194.68287441562,4194.68287441562,172674057,,,False,False,False,False,,False,0,0,-0.0,0.0,0.0,-0.015108633311943787,1.0,1.0132405914390028
2021-04-23,4188.574345119306,4198.980821568055,4174.832156545412,4176.791956294569,63913182,,,False,False,False,False,,False,0,0,-0.0,0.0,0.0,-0.004265142003981315,1.0,1.0089189764323174
2021-04-26,4144.222747480032,4144.222747480032,4106.542528225102,4140.829231952681,109020911,,,False,False,True,False,,False,0,0,-0.0,0.0,0.0,-0.00861013062613547,1.0,1.0002320522540482
2021-04-27,4150.736904021771,4173.952307666161,4140.082084504134,4157.897534619374,65231906,,,False,False,False,True,,False,0,0,0.0,0.0,0.0,0.004121952804763129,1.0,1.0043549615672507
2021-04-28,4137.601511648546,4152.252664743671,4119.993395545992,4126.020844150961,99155397,,,False,False,True,False,,False,0,0,-0.0,0.0,0.0,-0.007666540650172804,1.0,0.9966550334271926
2021-04-29,4079.603229938628,4117.263944013606,4073.9168301629825,4073.9168301629825,152138413,90499805.9,1.6810910419864225,False,False,False,False,,False,0,0,-0.0,0.0,0.0,-0.012628150936716986,1.0,0.9840691232332354
2021-04-30,4133.207166509296,4167.640873543398,4095.549464312521,4136.872800029741,174851523,98135080.1,1.781743315660676,False,False,False,True,4330.867744689963,False,-1,0,0.0,0.0,0.0,0.015453425411298793,1.0,0.9992763620286824
2021-05-03,4128.149065069988,4160.227553998332,4128.149065069988,4132.111702073293,26145910,98561053.85,0.26527628285906363,False,True,False,False,4330.867744689963,False,-1,0,-0.0,0.0,0.0,-0.0011508930021763009,1.0,0.9981263018563834
2021-05-04,4141.475861415967,4152.681345014368,4130.327080913448,4139.020796717697,35574420,95609383.35,0.37208084346461795,False,True,True,True,4330.867744689963,False,-1,0,0.0,0.0,0.0,0.0016720493400352865,1.0,0.9997952182806742
2021-05-05,4089.9602624519507,4106.367033050386,4086.1749542327425,4086.1749542327425,151503893,94383328.45,1.6051976073323149,False,False,False,False,4330.867744689963,False,-1,0,-0.0,0.0,0.0,-0.01276771610494487,1.0,0.9870301167705852
2021-05-06,4070.08334310982,4106.101334486256,4054.1977343814983,4068.477984631302,61522555,95703041.25,0.6428484841906735,False,False,False,False,4330.867744689963,False,-1,0,-0.0,0.0,0.0,-0.004330937808501911,1.0,0.9827553507197334
2021-05-07,4079.464013460035,4079.464013460035,4047.5221958967604,4076.9256488291107,46094677,96363876.3,0.47833979671488164,False,True,False,True,4330.867744689963,False,-1,0,0.0,0.0,0.0,0.002076369647253662,1.0,0.984795914100644
2021-05-10,4048.5453551823994,4048.5453551823994,4034.827286381148,4034.827286381148,133544436,94079840.45,1.4194798307611287,False,False,True,False,4330.867744689963,False,-1,0,-0.0,0.0,0.0,-0.010326006916523855,1.0,0.9746269046802764
2021-05-11,4062.4129231544466,4062.4129231544466,4053.725439682582,4053.725439682582,74686857,92495399.0,0.8074656448587243,False,False,False,True,4330.867744689963,False,-1,0,0.0,0.0,0.0,0.004683757682818701,1.0,0.9791918209329544
2021-05-12,4035.0350988396895,4053.24429959849,4033.497242576281,4033.497242576281,72596832,93189785.75,0.7790213424758303,False,False,False,False,4330.867744689963,False,-1,0,-0.0,0.0,0.0,-0.0049900264355063895,1.0,0.9743056278610673
2021-05-13,4033.130852039368,4062.39053726102,4013.2078128520334,4025.5522621637533,49105718,91421250.9,0.5371367982452316,True,False,False,False,4330.867744689963,False,-1,0,-0.0,0.0,0.0,-0.001969749806362442,1.0,0.9723864895392501
2021-05-14,3996.859737682611,4005.1911155705684,3981.1033046445673,4005.1305236875214,75095224,92528728.7,0.8115881959588622,False,False,True,False,4330.867744689963,False,-1,0,-0.0,0.0,0.0,-0.005073027785075901,1.0,0.9674535458599851
2021-05-17,4086.0396134416364,4086.0396134416364,4038.7209349339932,4082.79030803598,212479734,100743445.4,2.109117205157647,False,False,False,True,4330.867744689963,False,-1,0,0.0,0.0,0.0,0.019390075776346327,1.0,0.9862125434243052
2021-05-18,4100.5243289187065,4100.5243289187065,4085.739619644349,4085.739619644349,28483186,99642783.55,0.28585297384538993,False,True,False,False,4330.867744689963,False,-1,0,0.0,0.0,0.0,0.000722376459688423,1.0,0.9869249601499244
2021-05-19,4045.0745850656754,4077.4633039825085,4043.275923610196,4046.8393784972623,118734761,96127679.6,1.235177645960779,False,False,True,False,4259.031012243809,False,-1,0,-0.0,0.0,0.0,-0.009520979007094255,1.0,0.9775284683227596
2021-05-20,4076.1449662283317,4106.291953000388,4051.1008823548364,4083.066858232047,111093159,93048634.7,1.1939257288210376,False,False,False,True,4194.68287441562,False,-1,0,0.0,0.0,0.0,0.00895204290224072,1.0,0.9862793451093467
2021-05-21,4032.209230573747,4058.23119590999,4014.490002846421,4037.474815504076,137622266,96734088.9,1.4226863307956374,False,False,True,False,4174.832156545412,False,-1,0,-0.0,0.0,0.0,-0.011166126911698937,1.0,0.9752664247714684
2021-05-24,4040.1618401397373,4055.464169874023,4027.389201572882,4048.9856572194008,53186993,93942393.0,0.566166043907355,False,False,False,True,4140.082084504134,False,-1,0,0.0,0.0,0.0,0.0028510002517223576,1.0,0.9780469095939882
2021-05-25,3967.431595024272,3973.6683621565776,3932.2829154754113,3973.6683621565776,213764786,101369037.0,2.1087779101620545,False,False,True,False,4140.082084504134,False,-1,0,-0.0,0.0,0.0,-0.018601521822763534,1.0,0.9598537486614892
2021-05-26,3920.6149093774143,3945.4017136801576,3895.7107604459734,3923.5223029539,153862590,104104396.65,1.4779643795188355,False,False,False,False,4130.327080913448,False,-1,0,-0.0,0.0,0.0,-0.01261958840859645,1.0,0.9477407894209329
2021-05-27,3923.228900336058,3934.288713254613,3900.1817672372053,3934.288713254613,56527160,99323834.0,0.569119794550017,False,False,False,True,4130.327080913448,False,-1,0,0.0,0.0,0.0,0.0027440675671976944,1.0,0.9503414541832932
2021-05-28,3966.7525701079658,4021.846055401222,3946.5480244850423,3966.6286658456515,109818690,96072192.35,1.1430850833498234,False,False,True,False,4130.327080913448,False,-1,0,0.0,0.0,0.0,0.00822002525693799,1.0,0.958153284939395
2021-05-31,3983.3680673750328,3999.463623087986,3949.578214503366,3976.1928113505205,42694185,96899606.1,0.44060225545127374,False,True,False,False,4130.327080913448,False,-1,0,0.0,0.0,0.0,0.0024111522178065226,1.0,0.9604635383573752
2021-06-01,3966.968083354379,3974.5677981493814,3929.9306337823505,3974.183262188956,19509340,96096352.1,0.2030185285253924,False,True,False,False,4130.327080913448,False,-1,0,-0.0,0.0,0.0,-0.0005053953007077006,1.0,0.9599781245985883
2021-06-02,3976.708247290066,3976.708247290066,3964.661354772088,3964.661354772088,52509394,91146627.15,0.5760980481876229,False,False,True,False,4086.1749542327425,False,-1,0,-0.0,0.0,0.0,-0.002395940697415999,1.0,0.9576780739412335
2021-06-03,3911.9398096505834,3917.855249439075,3907.9475123072484,3907.9475123072484,164497022,96295350.5,1.7082550834061299,False,False,False,False,4085.739619644349,False,-1,0,-0.0,0.0,0.0,-0.014304839024038118,1.0,0.9439786432566533
2021-06-04,3889.484930343552,3889.484930343552,3854.7213520734117,3881.484565071228,92201816,98600707.45,0.9351029864238565,False,False,False,False,4085.739619644349,False,-1,0,-0.0,0.0,0.0,-0.006771571816837518,1.0,0.93758642408028
2021-06-07,3860.207209720687,3898.472980779682,3858.9617200115795,3865.2926558602385,62215176,95034244.45,0.6546606053435089,False,False,False,False,4085.739619644349,False,-1,0,-0.0,0.0,0.0,-0.004171576349085049,1.0,0.9336752107283635
2021-06-08,3916.3949905577565,3925.086401598988,3906.1447979777336,3909.7130936195754,131492680,97874535.6,1.343482032317301,False,False,True,True,4085.739619644349,False,1,1,0.0,3714.2274389385966,4691.65571234349,0.011492127948446562,1.0,0.9444051257123466
2021-06-09,3916.92165724632,3925.49441810821,3916.92165724632,3925.49441810821,67531125,97621250.25,0.691766647395504,False,False,False,False,4085.739619644349,False,-1,1,0.004036440554778586,0.0,0.0,0.004036440554778586,1.0040364405547786,0.9482171608619127
2021-06-10,3863.7768455449145,3904.936660611386,3829.552480220323,3856.90963721395,206099261,105470927.4,1.9540859844567935,False,False,True,False,4085.739619644349,False,-1,1,-0.017471628689084362,0.0,0.0,-0.017471628689084362,0.9864942886750956,0.9316502627107155
2021-06-11,3873.039917509586,3884.2789590795287,3871.7092935718265,3871.7092935718265,61233116,104777822.0,0.5844091319248839,False,False,False,True,4085.739619644349,False,-1,1,0.0038371799575183108,0.0,0.0,0.0038371799575183108,0.990279644787806,0.9352251724262057
2021-06-14,3862.30999601847,3884.4462625682145,3835.8977351604362,3858.041064167466,50450473,96676358.95,0.5218491216254064,False,False,False,False,4085.739619644349,False,-1,1,-0.0035302829752877907,0.0,0.0,-0.0035302829752877907,0.9867836774170375,0.9319235629219289
2021-06-15,3823.5861931985123,3832.597354750065,3795.5004491031814,3832.597354750065,89660254,99735212.35,0.8989829357895783,False,False,True,False,4085.739619644349,False,-1,1,-0.006594981492995533,0.0,0.0,-0.006594981492995533,0.980275857326882,0.9257775442715723
2021-06-16,3851.687659065651,3877.1764493798855,3851.687659065651,3858.5950832508,94469925,98521970.55,0.9588716554553324,False,False,False,True,4051.1008823548364,False,-1,1,0.006783318489878454,0.0,0.0,0.006783318489878454,0.986925380675069,0.9320573882051439
2021-06-17,3905.9225867812615,3919.035095553723,3901.2626984406056,3901.2626984406056,129046706,99419647.9,1.298000030434628,False,False,False,False,4051.1008823548364,False,-1,1,0.011057811008730933,0.0,0.0,0.011057811008730933,0.9978386150142937,0.9423639026532078
2021-06-18,3932.3653246150993,3939.837999622918,3932.3653246150993,3939.837999622918,124303078,98753688.5,1.2587183313157968,False,False,False,False,4027.389201572882,False,-1,1,0.00988790147295937,0.0,0.0,0.00988790147295937,1.0077051449254693,0.9516819040743162
2021-06-21,3911.109363529136,3958.585215233758,3872.3273790346907,3907.489416161382,108446811,101516679.4,1.0682659405425745,False,False,False,False,4027.389201572882,False,-1,1,-0.008210637966493017,0.0,0.0,-0.008210637966493017,0.9994312428035138,0.9438679885006992
2021-06-22,3885.5832880987828,3933.0686644373814,3885.5832880987828,3896.236673015977,56981385,93677509.35,0.6082717761752704,True,False,False,False,3964.661354772088,False,-1,1,-0.002879788515578241,0.0,0.0,-0.002879788515578241,0.9965530921883782,0.941149848307193
2021-06-23,3917.131832258316,3917.131832258316,3890.7541346270937,3910.4982646847493,62790725,89123916.1,0.7045328319005498,False,False,True,True,3964.661354772088,False,-1,1,0.0036603504524104213,0.0,0.0,0.0036603504524104213,1.0002008257502208,0.9445947865802302
2021-06-24,3940.688165124976,3950.426149790753,3940.688165124976,3950.426149790753,123079687,92451542.45,1.331288626867036,False,False,False,False,3964.661354772088,False,-1,1,0.010210434170649707,0.0,0.0,0.010210434170649707,1.010413310438973,0.9542395094665466
2021-06-25,3936.4034172491492,3950.689410092331,3891.3536178037184,3932.0600641923384,77449654,90833090.65,0.8526590193702717,False,False,False,False,3964.661354772088,False,-1,1,-0.004649140346386971,0.0,0.0,-0.004649140346386971,1.0057157571508848,0.9498031160629691
2021-06-28,3930.240841388704,3938.806799357668,3888.7693033958944,3925.3292266108792,42521035,90824433.15,0.4681673589944117,False,True,False,False,3964.661354772088,False,-1,1,-0.0017117840194644796,0.0,0.0,-0.0017117840194644796,1.0039941889896702,0.948177258267255
2021-06-29,3876.2566051455606,3900.2138136589792,3854.9624441742076,3881.6658759273723,138435946,96770763.45,1.4305554804424765,False,False,True,False,3964.661354772088,False,-1,1,-0.011123487524944742,0.0,0.0,-0.011123487524944742,0.9928262721533265,0.9376302203634829
2021-06-30,3838.765462339323,3849.4778654115667,3824.313084576545,3834.3021309264655,145901370,101440362.25,1.4382970127849677,False,False,False,False,3964.661354772088,False,-1,1,-0.012201911889078043,0.0,0.0,-0.012201911889078043,0.9807118934593498,0.9261893390300708
2021-07-01,3869.1965114769464,3888.572333201133,3843.1847194886936,3867.1821561300153,109405069,98685764.6,1.1086205740356598,False,False,False,True,3940.688165124976,False,-1,1,0.008575230662797306,0.0,0.0,0.008575230662797306,0.9891217241595125,0.9341316262496775
2021-07-02,3917.4789205108905,3961.8499262533755,3917.4789205108905,3921.705278414214,161689706,102160159.1,1.5827080480731164,False,False,True,False,3940.688165124976,False,-1,1,0.014098927871233569,0.0,0.0,0.014098927871233569,1.0030672800043077,0.9473018806704098
2021-07-05,3911.0879983066125,3941.8819775033962,3911.0879983066125,3918.993035872996,32471472,100672973.9,0.3225440825087218,False,True,False,False,3940.688165124976,False,-1,1,-0.0006915977485983937,0.0,0.0,-0.0006915977485983937,1.0023735609317639,0.9466467288224951
2021-07-06,3943.6564787252746,3959.1973234962647,3943.6564787252746,3959.1973234962647,134676447,100832162.25,1.3356496974257834,False,False,True,True,3940.688165124976,True,1,1,0.0102588310964713,0.0,0.0,0.0102588310964713,1.0126567419889314,0.9563582177215122
2021-07-07,3976.3995230016276,4012.6131721876586,3973.6207696215292,3973.6207696215292,57131852,100312198.6,0.5695404227736666,False,False,False,False,3943.6564787252746,True,0,1,0.003643022801532725,0.0,0.0,0.003643022801532725,1.016345873590123,0.9598422525151049
2021-07-08,3935.314650052349,3991.895324369551,3935.314650052349,3947.669297767484,85642191,94289345.1,0.9082912911227762,False,False,True,False,3973.6207696215292,False,-1,1,-0.006530938244647122,0.0,0.0,-0.006530938244647122,1.009708181454504,0.9535735820393257
2021-07-09,3962.62957240724,4036.1999707648815,3925.882508985383,3961.8740889806377,68130204,94634199.5,0.7199321636360436,False,False,False,True,3973.6207696215292,False,-1,1,0.003598272839416161,0.0,0.0,0.003598272839416161,1.013341386979568,0.9570047999599626
2021-07-12,4020.9208325711975,4023.0405582878125,4020.9208325711975,4023.0405582878125,177626819,100993016.8,1.758802980920558,False,False,True,False,3973.6207696215292,True,0,1,0.01543877163519669,0.0,0.0,0.01543877163519669,1.028986133241639,0.9717797785203315
2021-07-13,4026.610877996163,4038.0957802598714,3996.918445383886,4021.1490093987754,28481146,97934061.4,0.29081961467596196,False,True,False,False,4020.9208325711975,True,0,1,-0.000470178926021636,0.0,0.0,-0.000470178926021636,1.0285023256466204,0.9713228681477373
2021-07-14,4080.7066276929704,4083.1732358920476,4080.7066276929704,4083.1732358920476,182542601,102337695.2,1.7837278887633186,False,False,True,True,4020.9208325711975,True,1,1,0.015424503381570975,0.0,0.0,0.015424503381570975,1.0443664632465102,0.9863050410120793
2021-07-15,3975.0985543594506,4000.653975274059,3975.0985543594506,3977.7194560984935,289194978,110345108.8,2.6208228089580716,False,False,False,False,4080.7066276929704,False,-1,1,-0.025826428050270023,0.0,0.0,-0.025826428050270023,1.0173942079253593,0.9608323048347622
2021-07-16,4015.699089814989,4015.699089814989,4006.956452608595,4009.8297359890803,113912350,109825572.4,1.0372115301627145,False,False,False,True,4080.7066276929704,False,-1,1,0.008072535090768218,0.0,0.0,0.008072535090768218,1.025607158369981,0.9685886573318846
2021-07-19,4015.1334230158673,4063.070551953386,3970.391013686956,4012.4446194438674,35778936,106192178.65,0.3369262826589536,False,True,False,False,4080.7066276929704,False,-1,1,0.0006521183259522445,0.0,0.0,0.0006521183259522445,1.0262759755931818,0.9692202917456402
2021-07-20,4002.0458091036608,4002.0458091036608,3969.1562910992657,3999.51686693699,56940619,106190140.35,0.536213803017165,False,False,True,False,4080.7066276929704,False,-1,1,-0.003221914252530933,0.0,0.0,-0.003221914252530933,1.0229694024003881,0.9660975470738227
2021-07-21,4005.876284397563,4005.876284397563,4002.1201538401297,4002.1201538401297,41719437,105136575.95,0.3968118290236177,False,True,False,True,4080.7066276929704,False,-1,1,0.000650900343654115,0.0,0.0,0.000650900343654115,1.0236352535359583,0.9667263802992164
2021-07-22,3909.4080514738907,3923.975559278911,3906.371008221032,3921.4513943612765,229888289,110477006.05,2.08087001286002,False,False,True,False,4080.7066276929704,False,-1,1,-0.020156506146235875,0.0,0.0,-0.020156506146235875,1.0030023432565571,0.9472405540729869
2021-07-23,3917.3207444317763,3917.3207444317763,3901.222555358155,3911.400537132982,55276355,109368341.1,0.5054145874760827,False,False,False,False,4080.7066276929704,False,-1,1,-0.0025630452140109616,0.0,0.0,-0.0025630452140109616,1.0004316029010316,0.944812733704353
2021-07-26,3929.1310639109765,3950.83477208026,3924.324011921177,3924.324011921177,60750321,110279805.4,0.5508743942705578,False,False,True,True,4080.7066276929704,False,-1,1,0.0033040530279384583,0.0,0.0,0.0033040530279384583,1.0037370819678422,0.9479344450779837
2021-07-27,3973.8858545966204,3981.9826838224726,3973.8858545966204,3981.9826838224726,176634830,112189749.6,1.5744293095382753,False,False,False,False,4080.7066276929704,False,-1,1,0.01469263794889053,0.0,0.0,0.01469263794889053,1.0184846275090715,0.961862102678797
2021-07-28,3957.766788724878,3972.1422761760637,3953.3404779824355,3959.699759510696,89154589,109352410.55,0.8152960556752903,False,False,False,False,4080.7066276929704,False,-1,1,-0.0055959370195920455,0.0,0.0,-0.0055959370195920455,1.0127852516781082,0.9564795829306741
2021-07-29,3925.405342965836,3925.7139613014774,3909.840957726662,3925.7139613014774,113337628,109549038.5,1.0345835029852863,False,False,True,False,4080.7066276929704,False,-1,1,-0.008582923017733557,0.0,0.0,-0.008582923017733557,1.0040925938294591,0.9482701923023462
2021-07-30,3902.8546993417845,3909.36447838448,3886.089970889908,3903.9048246328316,79489438,105439025.1,0.7538901078098076,False,False,False,False,4080.7066276929704,False,-1,1,-0.005555457397974917,0.0,0.0,-0.005555457397974917,0.9985144002008175,0.9430021176472411
2021-08-02,3941.3203833000066,3982.8703016730915,3938.690441181973,3938.690441181973,116794406,109655171.8,1.065106224200909,False,False,True,True,4080.7066276929704,False,-1,1,0.008910467368377306,0.0,0.0,0.008910467368377306,1.0074116301806617,0.9514047072448475
2021-08-03,3961.22720860903,3968.89205095146,3949.002657972846,3949.919641078745,52351259,105538912.4,0.49603750701527977,False,True,False,False,4080.7066276929704,False,-1,1,0.00285099833674729,0.0,0.0,0.00285099833674729,1.0102837590627267,0.9541171604827761
2021-08-04,3935.214886245568,3935.214886245568,3909.8874153936817,3926.7192976752963,93764184,107370529.0,0.8732767256832645,False,False,True,False,4080.7066276929704,False,-1,1,-0.005873624152290979,0.0,0.0,-0.005873624152290979,1.0043497319748285,0.9485130348848492
2021-08-05,3934.798493403021,3956.3722468743135,3934.798493403021,3945.1523025478477,73888637,106782851.3,0.6919522760486543,False,False,False,True,4080.7066276929704,False,-1,1,0.004694250715467252,0.0,0.0,0.004694250715467252,1.0090644014227306,0.9529655928774874
2021-08-06,3951.7617712797764,3959.047439320134,3932.464389379972,3946.851335735456,29452564,104848969.3,0.28090465930789077,False,True,False,False,4080.7066276929704,False,-1,1,0.0004306635225490574,0.0,0.0,0.0004306635225490574,1.0094989686523261,0.9533760003965841
2021-08-09,3993.9152725959934,4004.6913107619116,3954.41588389755,3983.32811767954,118908969,101913076.8,1.1667685122818312,False,False,True,False,4080.7066276929704,False,-1,1,0.00924199541386761,0.0,0.0,0.00924199541386761,1.018828753490915,0.9621870970199408
2021-08-10,3955.951526404124,3955.951526404124,3926.03416841308,3952.893500629283,98186729,105398355.95,0.931577424666651,False,False,False,False,4080.7066276929704,False,-1,1,-0.007640499640282239,0.0,0.0,-0.007640499640282239,1.0110443927663586,0.9548355068512757
2021-08-11,3945.9437133288866,3960.8303532479326,3906.272267779638,3937.352564179735,62149205,99378686.15,0.6253776076913852,False,False,False,False,4080.7066276929704,False,-1,1,-0.003931534317095586,0.0,0.0,-0.003931534317095586,1.0070694370400906,0.9510815382889086
2021-08-12,3934.9261858483396,3934.9261858483396,3902.0578493772555,3919.153392759504,77784272,88808150.85,0.875868614034992,False,False,True,False,4006.956452608595,False,-1,1,-0.004622184862437484,0.0,0.0,-0.004622184862437484,1.0024145759327805,0.9466854635996859
2021-08-13,3865.9181429268574,3865.9181429268574,3858.0191608388286,3858.0191608388286,182357532,92230409.95,1.9771952883963084,False,False,False,False,4006.956452608595,False,-1,1,-0.015598836226624613,0.0,0.0,-0.015598836226624613,0.9867780751316237,0.9319182720948682
2021-08-16,3869.1214468218104,3869.353530993812,3840.024325179573,3867.193197811367,46036704,92743298.35,0.49638847031581773,False,True,False,True,4002.1201538401297,False,-1,1,0.0023779137920465487,0.0,0.0,0.0023779137920465487,0.9891245483261684,0.9341342934071428
2021-08-17,3882.9883888122304,3898.7842086596283,3866.916130647039,3874.88918476153,48483934,92320464.1,0.5251699552493909,False,False,True,False,4002.1201538401297,False,-1,1,0.0019900704610564812,0.0,0.0,0.0019900704610564812,0.9910929758720981,0.9359932864711122
2021-08-18,3873.395871068306,3884.32876598222,3847.9425543383036,3872.2737803539194,37945533,92131768.9,0.41186154844357925,False,True,False,False,4002.1201538401297,False,-1,1,-0.0006749623751554079,0.0,0.0,-0.0006749623751554079,0.9904240254031036,0.9353615262193462
2021-08-19,3860.1829359988546,3860.1829359988546,3843.394446947194,3859.9984045809656,61096124,83692160.65,0.7300101171423156,False,False,True,False,3973.8858545966204,False,-1,1,-0.0031700691813768556,0.0,0.0,-0.0031700691813768556,0.987284312723678,0.9323963654716326
2021-08-20,3797.7505021376974,3800.421546604077,3760.32631617282,3800.421546604077,187134977,90285091.75,2.0727118217720593,False,False,False,False,3973.8858545966204,False,-1,1,-0.015434425544369135,0.0,0.0,-0.015434425544369135,0.9720461465078207,0.9180053631909203
2021-08-23,3792.3865883671797,3795.662725528777,3765.054923162483,3780.565415418372,75847458,91039948.6,0.8331228121980728,False,False,False,False,3973.8858545966204,False,-1,1,-0.0052247180851418,0.0,0.0,-0.0052247180851418,0.9669674794265689,0.9132090439675995
2021-08-24,3757.5993730252317,3773.5634391559342,3748.8235281155576,3763.760111358962,65280110,85472212.6,0.7637582790269314,False,False,False,False,3973.8858545966204,False,-1,1,-0.004445182720783647,0.0,0.0,-0.004445182720783647,0.9626691322954622,0.9091496629048914
2021-08-25,3739.93470296328,3739.93470296328,3727.3946285599613,3728.507812895896,126832330,87356099.65,1.45190010208978,False,False,True,False,3954.41588389755,False,-1,1,-0.009366244771199739,0.0,0.0,-0.009366244771199739,0.9536525375687045,0.9006343446284705
2021-08-26,3722.5504702527064,3722.5504702527064,3711.8278720116978,3718.8326482066404,50964840,84237460.25,0.6050139670491786,False,False,False,False,3954.41588389755,False,-1,1,-0.002594916029354133,0.0,0.0,-0.002594916029354133,0.9511778893125332,0.8982972741310072
2021-08-27,3721.2667965541236,3755.8950254089737,3698.15501433916,3731.7104073853775,59702430,83248109.85,0.7171625891275417,False,False,True,True,3954.41588389755,False,-1,1,0.0034628498770836735,0.0,0.0,0.0034628498770836735,0.9544716755496239,0.9014079427363164
2021-08-30,3806.6119917750534,3806.6119917750534,3803.815051946018,3803.815051946018,221024164,88459597.75,2.498588843063103,False,False,False,False,3954.41588389755,False,-1,1,0.019322143652395596,0.0,0.0,0.019322143652395596,0.9729141143767365,0.9188250764952779
2021-08-31,3791.4076335108684,3817.1441149861093,3791.4076335108684,3807.39891078658,37744316,87729250.6,0.43023638913883533,False,True,False,False,3954.41588389755,False,-1,1,0.0009421748406850394,0.0,0.0,0.0009421748406850394,0.9738307695774496,0.9196907703653423
2021-09-01,3819.0189799149607,3867.0734110895414,3806.5881631874845,3814.247295392073,45836732,85332878.0,0.5371520693348699,False,False,True,False,3954.41588389755,False,-1,1,0.0017987042508444961,0.0,0.0,0.0017987042508444961,0.9755824031222917,0.9213450220634609
2021-09-02,3814.505069097314,3814.505069097314,3796.1654528753115,3807.7635647227717,51696075,84223249.9,0.6137981502896149,False,False,False,False,3954.41588389755,False,-1,1,-0.0016998716043226114,0.0,0.0,-0.0016998716043226114,0.9739240382975474,0.9197788538226712
2021-09-03,3723.0407393993687,3727.4567017528057,3706.624739314893,3727.4567017528057,238829183,94692080.85,2.5221663824066236,False,False,False,False,3954.41588389755,False,-1,1,-0.021090296601914416,0.0,0.0,-0.021090296601914416,0.9533836914621179,0.9003804449873822
2021-09-06,3723.712066749984,3748.5462658925217,3715.6779696490516,3722.7921819567796,42143586,90853811.7,0.46386150686950206,False,True,False,False,3954.41588389755,False,-1,1,-0.0012513947630384825,0.0,0.0,-0.0012513947630384825,0.9521906321034559,0.8992537136137828
2021-09-07,3736.096666812745,3736.096666812745,3719.236650765604,3721.5516710864663,29408233,87414886.9,0.33642133557459303,False,True,False,False,3926.03416841308,False,-1,1,-0.0003332205531981769,0.0,0.0,-0.0003332205531981769,0.9518733426142763,0.8989540637938669
2021-09-08,3812.527851191483,3821.7646773360475,3771.6047786291424,3816.388102601634,275361515,98075502.4,2.807648273642695,False,False,True,True,3906.272267779638,False,1,1,0.025483035007137556,0.0,0.0,0.025483035007137556,0.9761299643264769,0.9218621416713345
